id,cem011_prgrm,cem301_attendees_total,month,year,cem009_country
,SYA,41,11,2013,1
,SYA,20,11,2013,1
,SYA,22,11,2013,1
,SYA,19,11,2013,1
,SYA,22,11,2013,1
,SYA,21,11,2013,1
,SYA,9,11,2013,1
,SYA,67,11,2013,1
,SYA,38,11,2013,1
,SYA,20,11,2013,1
,SYA,19,11,2013,1
,SYA,22,11,2013,1
,SYA,13,11,2013,1
,SYA,24,11,2013,1
,SYA,20,11,2013,1
,SYA,14,11,2013,1
,SYA,18,11,2013,1
,SYA,14,11,2013,1
,SYA,18,11,2013,1
,SYA,13,11,2013,1
,SYA,31,11,2013,1
,SYA,27,11,2013,1
,SYA,25,11,2013,1
,SYA,22,11,2013,1
,SYA,14,11,2013,1
,SYA,9,11,2013,1
,SYA,16,11,2013,1
,SYA,16,11,2013,1
,SYA,24,11,2013,1
,SYA,9,11,2013,1
,SYA,15,11,2013,1
,SYA,22,11,2013,1
,SYA,16,11,2013,1
,SYA,20,11,2013,1
,SYA,54,11,2013,1
,SYA,67,11,2013,1
,SYA,18,11,2013,1
,SYA,24,11,2013,1
,SYA,18,11,2013,1
,SYA,11,11,2013,1
,SYA,14,12,2013,1
,SYA,11,11,2013,1
,SYA,25,11,2013,1
,SYA,12,11,2013,1
,SYA,17,11,2013,1
,SYA,13,12,2013,1
,SYA,32,11,2013,1
,SYA,28,11,2013,1
,SYA,14,11,2013,1
,SYA,28,11,2013,1
,SYA,19,11,2013,1
,SYA,13,11,2013,1
,SYA,12,11,2013,1
,SYA,14,11,2013,1
,SYA,14,11,2013,1
,SYA,28,11,2013,1
,SYA,13,11,2013,1
,SYA,13,11,2013,1
,SYA,26,11,2013,1
,SYA,34,11,2013,1
,SYA,47,11,2013,1
,SYA,15,11,2013,1
,SYA,21,11,2013,1
,SYA,16,11,2013,1
,SYA,33,11,2013,1
,SYA,22,11,2013,1
,SYA,15,11,2013,1
,SYA,13,11,2013,1
,SYA,15,11,2013,1
,SYA,19,11,2013,1
,SYA,13,11,2013,1
,SYA,15,10,2013,1
,SYA,20,10,2013,1
,SYA,14,10,2013,1
,SYA,20,12,2013,1
,SYA,17,10,2013,1
,SYA,22,10,2013,1
,SYA,20,10,2013,1
,SYA,20,10,2013,1
,SYA,16,11,2013,1
,SYA,15,11,2013,1
,SYA,13,10,2013,1
,SYA,43,12,2013,1
,SYA,31,11,2013,1
,SYA,16,12,2013,1
,SYA,16,11,2013,1
,SYA,16,11,2013,1
,SYA,49,11,2013,1
,SYA,30,11,2013,1
,SYA,16,11,2013,1
,SYA,24,11,2013,1
,SYA,20,11,2013,1
,SYA,14,11,2013,1
,SYA,20,11,2013,1
,SYA,27,11,2013,1
,SYA,33,11,2013,1
,SYA,18,11,2013,1
,SYA,23,11,2013,1
,SYA,25,12,2013,1
,SYA,20,11,2013,1
,SYA,17,11,2013,1
,SYA,15,11,2013,1
,SYA,13,11,2013,1
,SYA,17,11,2013,1
,SYA,24,11,2013,1
,SYA,55,11,2013,1
,SYA,24,11,2013,1
,SYA,26,11,2013,1
,SYA,17,11,2013,1
,SYA,20,11,2013,1
,SYA,17,11,2013,1
,SYA,17,11,2013,1
,SYA,91,11,2013,1
,SYA,23,11,2013,1
,SYA,43,11,2013,1
,SYA,84,11,2013,1
,SYA,22,11,2013,1
,SYA,18,11,2013,1
,SYA,40,11,2014,1
,SYA,16,11,2013,1
,SYA,32,11,2013,1
,SYA,19,11,2013,1
,SYA,28,11,2013,1
,SYA,22,11,2013,1
,SYA,26,11,2013,1
,SYA,21,11,2013,1
,SYA,38,11,2013,1
,SYA,28,11,2013,1
,SYA,15,11,2013,1
,SYA,20,12,2013,1
,SYA,22,11,2013,1
,SYA,25,11,2013,1
,SYA,34,11,2013,1
,SYA,23,11,2013,1
,SYA,20,11,2013,1
,SYA,12,11,2013,1
,SYA,16,11,2013,1
,SYA,30,11,2013,1
,SYA,19,11,2013,1
,SYA,23,11,2013,1
,SYA,17,11,2013,1
,SYA,18,11,2013,1
,SYA,16,11,2013,1
,SYA,16,11,2013,1
,SYA,98,11,2013,1
,SYA,85,11,2013,1
,SYA,48,11,2013,1
,SYA,30,11,2013,1
,SYA,31,11,2013,1
,SYA,43,11,2013,1
,SYA,28,11,2013,1
,SYA,14,11,2013,1
,SYA,20,11,2013,1
,SYA,20,11,2013,1
,SYA,18,11,2013,1
,SYA,17,11,2013,1
,SYA,16,11,2013,1
,SYA,15,11,2013,1
,SYA,14,11,2014,1
,SYA,20,11,2013,1
,SYA,14,11,2014,1
,SYA,35,11,2013,1
,SYA,16,11,2014,1
,SYA,23,11,2013,1
,SYA,28,11,2013,1
,SYA,25,11,2013,1
,SYA,14,11,2013,1
,SYA,14,11,2013,1
,SYA,29,11,2013,1
,SYA,25,11,2013,1
,SYA,27,11,2013,1
,SYA,26,11,2013,1
,SYA,31,11,2013,1
,SYA,16,11,2013,1
,SYA,18,11,2013,1
,SYA,17,11,2013,1
,SYA,20,11,2013,1
,SYA,22,11,2014,1
,SYA,25,11,2013,1
,SYA,28,11,2013,1
,SYA,24,11,2013,1
,SYA,22,11,2013,1
,SYA,47,11,2013,1
,SYA,26,11,2013,1
,SYA,24,11,2013,1
,SYA,23,11,2013,1
,SYA,26,11,2013,1
,SYA,21,11,2013,1
,SYA,15,11,2013,1
,SYA,45,11,2013,1
,SYA,40,11,2013,1
,SYA,30,11,2013,1
,SYA,28,11,2013,1
,SYA,15,11,2013,1
,SYA,22,11,2013,1
,SYA,28,11,2013,1
,SYA,28,11,2013,1
,SYA,20,11,2013,1
,SYA,15,11,2013,1
,SYA,42,11,2013,1
,SYA,28,12,2013,1
,SYA,21,11,2013,1
,SYA,26,11,2013,1
,SYA,17,11,2013,1
,SYA,20,11,2013,1
,SYA,39,11,2013,1
,SYA,21,11,2013,1
,SYA,34,11,2013,1
,SYA,15,11,2013,1
,SYA,13,11,2013,1
,SYA,23,10,2013,1
,SYA,16,10,2013,1
,SYA,19,10,2013,1
,SYA,19,10,2013,1
,SYA,21,10,2013,1
,SYA,24,10,2013,1
,SYA,23,10,2013,1
,SYA,12,10,2013,1
,SYA,29,10,2013,1
,SYA,21,10,2013,1
,SYA,20,10,2013,1
,SYA,20,10,2013,1
,SYA,23,10,2013,1
,SYA,21,10,2013,1
,SYA,28,10,2013,1
,SYA,18,10,2013,1
,SYA,13,10,2013,1
,SYA,30,10,2013,1
,SYA,31,11,2013,1
,SYA,25,10,2013,1
,SYA,15,12,2013,1
,SYA,12,11,2013,1
,SYA,13,11,2013,1
,SYA,18,11,2013,1
,SYA,26,11,2013,1
,SYA,13,11,2013,1
,SYA,15,11,2013,1
,SYA,18,11,2013,1
,SYA,12,11,2013,1
,SYA,19,11,2013,1
,SYA,17,11,2013,1
,SYA,19,11,2013,1
,SYA,13,11,2013,1
,SYA,36,11,2013,1
,SYA,37,11,2013,1
,SYA,38,11,2013,1
,SYA,16,11,2013,1
,SYA,13,10,2013,1
,SYA,31,10,2013,1
,SYA,26,10,2013,1
,SYA,28,10,2013,1
,SYA,20,10,2013,1
,SYA,15,10,2013,1
,SYA,50,10,2013,1
,SYA,28,10,2013,1
,SYA,26,10,2013,1
,SYA,21,10,2013,1
,SYA,26,10,2013,1
,SYA,24,10,2013,1
,SYA,22,10,2013,1
,SYA,51,10,2013,1
,SYA,30,10,2013,1
,SYA,36,10,2013,1
,SYA,28,11,2013,1
,SYA,20,11,2013,1
,SYA,28,10,2013,1
,SYA,15,10,2013,1
,SYA,14,10,2013,1
,SYA,21,10,2013,1
,SYA,14,11,2013,1
,SYA,12,10,2013,1
,SYA,14,10,2013,1
,SYA,14,10,2013,1
,SYA,23,10,2013,1
,SYA,16,10,2013,1
,SYA,16,10,2013,1
,SYA,17,10,2013,1
,SYA,41,10,2013,1
,SYA,15,10,2013,1
,SYA,16,10,2013,1
,SYA,10,10,2013,1
,SYA,23,10,2013,1
,SYA,14,10,2013,1
,SYA,15,10,2013,1
,SYA,16,10,2013,1
,SYA,24,12,2013,1
,SYA,13,10,2013,1
,SYA,11,10,2013,1
,SYA,18,10,2013,1
,SYA,14,10,2013,1
,SYA,14,10,2013,1
,SYA,18,10,2013,1
,SYA,16,10,2013,1
,SYA,10,10,2013,1
,SYA,20,10,2013,1
,SYA,17,10,2013,1
,SYA,16,10,2013,1
,SYA,14,10,2013,1
,SYA,13,10,2013,1
,SYA,49,10,2013,1
,SYA,13,10,2013,1
,SYA,23,10,2013,1
,SYA,22,10,2013,1
,SYA,15,10,2013,1
,SYA,63,10,2013,1
,SYA,20,10,2013,1
,SYA,15,10,2013,1
,SYA,12,10,2013,1
,SYA,16,10,2013,1
,SYA,20,10,2013,1
,SYA,15,10,2013,1
,SYA,16,10,2013,1
,SYA,30,10,2013,1
,SYA,12,10,2013,1
,SYA,13,11,2013,1
,SYA,26,10,2013,1
,SYA,17,10,2013,1
,SYA,17,10,2013,1
,SYA,35,10,2013,1
,SYA,11,11,2013,1
,SYA,24,10,2013,1
,SYA,11,10,2013,1
,SYA,16,11,2013,1
,SYA,15,10,2013,1
,SYA,20,10,2013,1
,SYA,17,10,2013,1
,SYA,16,10,2013,1
,SYA,25,10,2013,1
,SYA,35,10,2013,1
,SYA,16,10,2013,1
,SYA,17,10,2013,1
,SYA,25,10,2013,1
,SYA,18,10,2013,1
,SYA,22,10,2013,1
,SYA,12,10,2013,1
,SYA,18,10,2013,1
,SYA,13,10,2013,1
,SYA,20,10,2013,1
,SYA,12,10,2013,1
,SYA,20,11,2013,1
,SYA,17,10,2013,1
,SYA,19,10,2013,1
,SYA,30,11,2013,1
,SYA,17,10,2013,1
,SYA,15,10,2013,1
,SYA,16,10,2013,1
,SYA,15,10,2013,1
,SYA,22,10,2013,1
,SYA,12,10,2013,1
,SYA,12,10,2013,1
,SYA,13,10,2013,1
,SYA,30,10,2013,1
,SYA,15,10,2013,1
,SYA,15,10,2013,1
,SYA,18,10,2013,1
,SYA,20,10,2013,1
,SYA,17,10,2013,1
,SYA,22,10,2013,1
,SYA,22,11,2013,1
,SYA,31,11,2013,1
,SYA,15,11,2013,1
,SYA,11,11,2013,1
,SYA,17,11,2013,1
,SYA,16,11,2013,1
,SYA,30,11,2013,1
,SYA,21,11,2013,1
,SYA,25,11,2013,1
,SYA,20,11,2013,1
,SYA,17,11,2013,1
,SYA,13,11,2013,1
,SYA,21,11,2013,1
,SYA,25,11,2013,1
,SYA,26,11,2013,1
,SYA,15,11,2013,1
,SYA,17,11,2013,1
,SYA,15,11,2013,1
,SYA,26,11,2013,1
,SYA,40,11,2013,1
,SYA,20,11,2013,1
,SYA,17,11,2013,1
,SYA,20,11,2013,1
,SYA,14,11,2013,1
,SYA,10,11,2013,1
,SYA,29,11,2013,1
,SYA,24,11,2013,1
,SYA,18,11,2013,1
,SYA,27,11,2013,1
,SYA,26,11,2013,1
,SYA,13,11,2013,1
,SYA,16,11,2013,1
,SYA,20,11,2013,1
,SYA,20,11,2013,1
,SYA,15,11,2013,1
,SYA,16,11,2013,1
,SYA,15,11,2013,1
,SYA,13,11,2013,1
,SYA,30,11,2013,1
,SYA,29,11,2013,1
,SYA,16,11,2013,1
,SYA,26,11,2013,1
,SYA,21,10,2013,1
,SYA,13,10,2013,1
,SYA,32,11,2013,1
,SYA,16,11,2013,1
,SYA,15,10,2013,1
,SYA,39,10,2013,1
,SYA,16,11,2013,1
,SYA,19,10,2013,1
,SYA,25,11,2013,1
,SYA,20,11,2013,1
,SYA,13,11,2013,1
,SYA,33,11,2013,1
,SYA,24,11,2013,1
,SYA,12,11,2013,1
,SYA,24,11,2013,1
,SYA,23,11,2013,1
,SYA,20,11,2013,1
,SYA,13,11,2013,1
,SYA,26,11,2013,1
,SYA,15,11,2013,1
,SYA,21,11,2013,1
,SYA,13,11,2013,1
,SYA,16,11,2013,1
,SYA,14,11,2013,1
,SYA,16,11,2013,1
,SYA,21,11,2013,1
,SYA,15,11,2013,1
,SYA,20,11,2013,1
,SYA,42,11,2013,1
,SYA,16,11,2013,1
,SYA,11,11,2013,1
,SYA,20,11,2013,1
,SYA,12,11,2013,1
,SYA,13,11,2013,1
,SYA,29,11,2013,1
,SYA,25,11,2013,1
,SYA,26,11,2013,1
,SYA,33,11,2013,1
,SYA,23,11,2013,1
,SYA,19,11,2013,1
,SYA,17,11,2013,1
,SYA,30,11,2013,1
,SYA,15,11,2013,1
,SYA,45,11,2013,1
,SYA,21,12,2013,1
,SYA,34,11,2013,1
,SYA,25,11,2013,1
,SYA,18,11,2013,1
,SYA,11,11,2013,1
,SYA,25,11,2013,1
,SYA,11,11,2013,1
,SYA,27,11,2013,1
,SYA,16,11,2013,1
,SYA,13,11,2013,1
,SYA,15,11,2013,1
,SYA,16,11,2013,1
,SYA,65,11,2013,1
,SYA,20,11,2013,1
,SYA,14,11,2013,1
,SYA,14,11,2013,1
,SYA,14,11,2013,1
,SYA,12,11,2013,1
,SYA,23,11,2013,1
,SYA,15,11,2013,1
,SYA,18,11,2013,1
,SYA,22,11,2013,1
,SYA,23,10,2013,1
,SYA,22,11,2013,1
,SYA,21,11,2013,1
,SYA,13,10,2013,1
,SYA,15,10,2013,1
,SYA,16,10,2013,1
,SYA,16,11,2013,1
,SYA,14,10,2013,1
,SYA,15,10,2013,1
,SYA,16,10,2013,1
,SYA,18,10,2013,1
,SYA,30,10,2013,1
,SYA,15,10,2013,1
,SYA,14,10,2013,1
,SYA,13,10,2013,1
,SYA,16,11,2013,1
,SYA,17,11,2013,1
,SYA,19,11,2013,1
,SYA,18,11,2013,1
,SYA,16,11,2013,1
,SYA,22,11,2013,1
,SYA,21,11,2013,1
,SYA,16,11,2013,1
,SYA,23,11,2013,1
,SYA,16,11,2013,1
,SYA,24,11,2013,1
,SYA,16,11,2013,1
,SYA,10,11,2013,1
,SYA,15,11,2013,1
,SYA,12,11,2013,1
,SYA,17,11,2013,1
,SYA,16,11,2013,1
,SYA,16,11,2013,1
,SYA,13,11,2013,1
,SYA,14,11,2013,1
,SYA,15,11,2013,1
,SYA,18,11,2013,1
,SYA,26,11,2013,1
,SYA,10,11,2013,1
,SYA,25,11,2013,1
,SYA,20,12,2013,1
,SYA,17,11,2013,1
,SYA,17,11,2013,1
,SYA,24,11,2013,1
,SYA,23,11,2013,1
,SYA,26,11,2013,1
,SYA,25,11,2013,1
,SYA,15,11,2013,1
,SYA,15,11,2013,1
,SYA,14,11,2013,1
,SYA,28,11,2013,1
,SYA,11,11,2013,1
,SYA,11,11,2013,1
,SYA,11,11,2013,1
,SYA,36,11,2013,1
,SYA,24,11,2013,1
,SYA,18,11,2013,1
,SYA,27,11,2013,1
,SYA,15,11,2013,1
,SYA,17,11,2013,1
,SYA,15,11,2013,1
,SYA,18,11,2013,1
,SYA,18,11,2013,1
,SYA,26,11,2013,1
,SYA,32,11,2013,1
,SYA,26,11,2013,1
,SYA,21,11,2013,1
,SYA,15,11,2013,1
,SYA,50,11,2013,1
,SYA,34,11,2013,1
,SYA,32,12,2013,1
,SYA,25,12,2013,1
,SYA,30,11,2013,1
,SYA,30,11,2013,1
,SYA,13,11,2013,1
,SYA,32,11,2013,1
,SYA,13,11,2013,1
,SYA,12,11,2013,1
,SYA,12,11,2013,1
,SYA,27,11,2013,1
,SYA,23,11,2013,1
,SYA,19,11,2013,1
,SYA,35,11,2013,1
,SYA,37,11,2014,1
,SYA,24,11,2014,1
,SYA,20,12,2013,1
,SYA,21,12,2013,1
,SYA,30,12,2013,1
,SYA,20,12,2013,1
,SYA,13,12,2013,1
,SYA,24,12,2013,1
,SYA,23,12,2013,1
,SYA,42,12,2013,1
,SYA,30,12,2013,1
,SYA,15,12,2013,1
,SYA,16,12,2013,1
,SYA,18,12,2013,1
,SYA,28,12,2013,1
,SYA,46,12,2013,1
,SYA,17,12,2013,1
,SYA,18,12,2013,1
,SYA,16,12,2013,1
,SYA,32,11,2014,1
,SYA,31,11,2014,1
,SYA,26,12,2013,1
,SYA,44,11,2013,1
,SYA,49,11,2013,1
,SYA,25,12,2013,1
,SYA,11,12,2013,1
,SYA,23,12,2013,1
,SYA,16,12,2013,1
,SYA,15,11,2013,1
,SYA,16,12,2013,1
,SYA,17,11,2013,1
,SYA,23,11,2014,1
,SYA,63,11,2014,1
,SYA,10,12,2013,1
,SYA,29,11,2013,1
,SYA,32,12,2013,1
,SYA,17,11,2013,1
,SYA,25,11,2013,1
,SYA,13,11,2013,1
,SYA,17,12,2013,1
,SYA,16,12,2013,1
,SYA,20,12,2013,1
,SYA,17,12,2013,1
,SYA,20,12,2013,1
,SYA,16,12,2013,1
,SYA,17,12,2013,1
,SYA,16,11,2013,1
,SYA,17,11,2013,1
,SYA,26,11,2013,1
,SYA,31,11,2013,1
,SYA,35,11,2013,1
,SYA,20,11,2013,1
,SYA,24,11,2013,1
,SYA,54,12,2013,1
,SYA,38,11,2013,1
,SYA,35,11,2013,1
,SYA,21,11,2013,1
,SYA,18,12,2013,1
,SYA,20,11,2013,1
,SYA,15,11,2013,1
,SYA,15,11,2013,1
,SYA,21,11,2013,1
,SYA,17,11,2013,1
,SYA,14,11,2013,1
,SYA,13,11,2013,1
,SYA,13,11,2013,1
,SYA,20,11,2013,1
,SYA,20,11,2013,1
,SYA,13,11,2013,1
,SYA,20,11,2013,1
,SYA,12,11,2013,1
,SYA,30,11,2013,1
,SYA,18,11,2013,1
,SYA,35,11,2013,1
,SYA,30,11,2013,1
,SYA,40,11,2013,1
,SYA,17,11,2013,1
,SYA,30,11,2013,1
,SYA,43,11,2013,1
,SYA,31,11,2013,1
,SYA,15,11,2013,1
,SYA,32,11,2013,1
,SYA,27,11,2013,1
,SYA,20,11,2013,1
,SYA,22,11,2013,1
,SYA,27,11,2013,1
,SYA,34,11,2013,1
,SYA,22,12,2013,1
,SYA,24,12,2013,1
,SYA,22,12,2013,1
,SYA,30,12,2013,1
,SYA,24,12,2013,1
,SYA,23,12,2013,1
,SYA,30,12,2013,1
,SYA,25,11,2013,1
,SYA,17,11,2013,1
,SYA,24,12,2013,1
,SYA,17,11,2013,1
,SYA,20,12,2013,1
,SYA,56,11,2013,1
,SYA,20,11,2013,1
,SYA,20,12,2013,1
,SYA,22,11,2013,1
,SYA,25,11,2013,1
,KKM2,32,11,2013,1
,KKM2,33,11,2013,1
,KKM2,24,11,2013,1
,KKM2,26,11,2013,1
,KKM2,15,11,2013,1
,KKM2,20,11,2013,1
,KKM2,40,11,2013,1
,KKM2,19,11,2013,1
,KKM2,24,11,2013,1
,KKM2,36,11,2013,1
,KKM2,27,11,2013,1
,KKM2,40,11,2013,1
,KKM2,27,11,2013,1
,KKM2,40,11,2013,1
,KKM2,20,11,2013,1
,KKM2,79,11,2013,1
,SYA,27,10,2013,1
,SYA,20,10,2013,1
,SYA,30,10,2013,1
,SYA,32,10,2013,1
,SYA,21,10,2013,1
,SYA,30,11,2013,1
,SYA,37,11,2013,1
,SYA,16,11,2013,1
,SYA,25,11,2013,1
,SYA,33,10,2013,1
,SYA,38,10,2013,1
,SYA,26,11,2013,1
,SYA,31,11,2013,1
,SYA,21,11,2013,1
,SYA,13,11,2013,1
,SYA,59,11,2013,1
,SYA,13,11,2013,1
,SYA,16,11,2013,1
,SYA,13,11,2013,1
,SYA,19,11,2013,1
,SYA,31,11,2013,1
,SYA,33,11,2013,1
,SYA,21,11,2013,1
,SYA,18,11,2013,1
,SYA,19,11,2014,1
,SYA,19,11,2014,1
,SYA,22,11,2013,1
,SYA,20,11,2013,1
,SYA,22,11,2013,1
,SYA,20,11,2013,1
,SYA,31,11,2013,1
,SYA,12,11,2013,1
,SYA,10,11,2013,1
,SYA,25,11,2013,1
,SYA,13,11,2013,1
,SYA,44,11,2013,1
,SYA,38,11,2013,1
,SYA,38,11,2013,1
,SYA,16,11,2013,1
,SYA,30,12,2013,1
,SYA,16,10,2013,1
,SYA,16,10,2013,1
,SYA,19,11,2013,1
,SYA,18,11,2013,1
,SYA,27,11,2013,1
,SYA,13,11,2013,1
,SYA,10,11,2013,1
,SYA,16,11,2013,1
,SYA,18,11,2013,1
,SYA,15,11,2013,1
,SYA,15,11,2013,1
,SYA,17,12,2013,1
,SYA,24,10,2013,1
,SYA,19,10,2013,1
,SYA,11,10,2013,1
,SYA,27,11,2013,1
,SYA,24,10,2013,1
,SYA,11,12,2013,1
,SYA,16,11,2013,1
,SYA,22,11,2013,1
,SYA,25,11,2013,1
,SYA,20,11,2013,1
,SYA,22,11,2013,1
,SYA,12,11,2013,1
,SYA,28,11,2013,1
,SYA,17,11,2013,1
,SYA,50,12,2013,1
,SYA,15,12,2013,1
,SYA,30,12,2013,1
,SYA,12,11,2013,1
,SYA,26,12,2013,1
,SYA,16,11,2013,1
,SYA,13,11,2013,1
,SYA,16,11,2013,1
,SYA,12,11,2013,1
,SYA,16,11,2013,1
,SYA,15,11,2013,1
,SYA,11,11,2014,1
,SYA,22,11,2013,1
,SYA,16,11,2014,1
,SYA,21,11,2014,1
,SYA,14,11,2014,1
,SYA,49,11,2014,1
,SYA,24,11,2014,1
,SYA,35,1,2015,1
,SYA,16,10,2014,1
,SYA,15,10,2014,1
,SYA,18,10,2014,1
,SYA,19,10,2014,1
,SYA,24,10,2014,1
,SYA,36,11,2014,1
,SYA,35,11,2014,1
,SYA,20,11,2014,1
,SYA,17,11,2014,1
,SYA,25,11,2014,1
,SYA,26,11,2014,1
,SYA,18,11,2014,1
,SYA,35,1,2015,1
,SYA,28,11,2014,1
,SYA,22,10,2014,1
,SYA,18,10,2014,1
,SYA,22,10,2014,1
,SYA,25,12,2014,1
,SYA,23,11,2014,1
,SYA,20,12,2014,1
,SYA,23,12,2014,1
,SYA,23,11,2014,1
,SYA,15,11,2014,1
,SYA,21,11,2014,1
,SYA,22,11,2014,1
,SYA,13,11,2014,1
,SYA,12,11,2014,1
,SYA,24,11,2014,1
,SYA,20,11,2014,1
,SYA,24,11,2014,1
,SYA,21,12,2014,1
,SYA,30,11,2014,1
,SYA,22,10,2014,1
,SYA,33,11,2014,1
,VHG,24,2,2014,1
,VHG,28,2,2014,1
,VHG,19,3,2014,1
,VHG,23,3,2014,1
,VHG,18,3,2014,1
,VHG,22,2,2014,1
,VHG,24,2,2014,1
,VHG,20,2,2014,1
,VHG,32,2,2014,1
,VHG,21,2,2014,1
,VHG,17,2,2014,1
,VHG,22,2,2014,1
,VHG,16,2,2014,1
,VHG,32,2,2014,1
,VHG,30,2,2014,1
,VHG,26,2,2014,1
,VHG,31,2,2014,1
,VHG,30,2,2014,1
,VHG,21,2,2014,1
,VHG,33,2,2014,1
,VHG,15,2,2014,1
,VHG,29,2,2014,1
,VHG,27,2,2014,1
,VHG,23,2,2014,1
,VHG,17,2,2014,1
,VHG,30,2,2014,1
,VHG,29,2,2014,1
,VHG,34,2,2014,1
,VHG,39,2,2014,1
,VHG,31,2,2014,1
,VHG,14,2,2014,1
,VHG,32,2,2014,1
,VHG,21,2,2014,1
,VHG,24,2,2014,1
,VHG,34,2,2014,1
,VHG,28,2,2014,1
,VHG,24,2,2014,1
,VHG,32,2,2014,1
,VHG,32,2,2014,1
,VHG,31,2,2014,1
,VHG,21,2,2014,1
,VHG,21,2,2014,1
,VHG,45,2,2014,1
,VHG,34,2,2014,1
,VHG,16,2,2014,1
,VHG,19,2,2014,1
,VHG,14,2,2014,1
,VHG,18,2,2014,1
,VHG,31,2,2014,1
,VHG,26,2,2014,1
,VHG,23,2,2014,1
,VHG,32,2,2014,1
,VHG,53,2,2014,1
,VHG,19,2,2014,1
,VHG,25,2,2014,1
,VHG,29,2,2014,1
,VHG,18,2,2014,1
,VHG,35,2,2014,1
,VHG,34,2,2014,1
,VHG,26,2,2014,1
,VHG,76,2,2014,1
,VHG,45,2,2014,1
,VHG,24,2,2014,1
,VHG,13,2,2014,1
,VHG,18,2,2014,1
,VHG,21,2,2014,1
,VHG,41,2,2014,1
,VHG,43,2,2014,1
,VHG,29,2,2014,1
,VHG,20,2,2014,1
,VHG,49,2,2014,1
,VHG,24,2,2014,1
,VHG,22,2,2014,1
,VHG,21,2,2014,1
,VHG,41,2,2014,1
,VHG,18,2,2014,1
,VHG,26,2,2014,1
,VHG,10,2,2014,1
,VHG,15,2,2014,1
,VHG,33,2,2014,1
,VHG,65,2,2014,1
,VHG,22,2,2014,1
,VHG,18,2,2014,1
,VHG,24,2,2014,1
,VHG,23,2,2014,1
,VHG,36,2,2014,1
,VHG,20,2,2014,1
,VHG,23,2,2014,1
,VHG,20,2,2014,1
,VHG,36,2,2014,1
,VHG,21,2,2014,1
,VHG,24,2,2014,1
,VHG,27,2,2014,1
,VHG,17,2,2014,1
,VHG,21,2,2014,1
,VHG,15,2,2014,1
,VHG,25,2,2014,1
,VHG,13,2,2014,1
,VHG,19,2,2014,1
,VHG,18,2,2014,1
,VHG,78,2,2014,1
,VHG,19,2,2014,1
,VHG,19,2,2014,1
,VHG,35,2,2014,1
,VHG,34,2,2014,1
,VHG,42,2,2014,1
,VHG,19,2,2014,1
,VHG,24,2,2014,1
,VHG,22,2,2014,1
,VHG,16,2,2014,1
,VHG,12,2,2014,1
,VHG,56,2,2014,1
,VHG,40,2,2014,1
,VHG,14,2,2014,1
,VHG,24,3,2014,1
,VHG,25,3,2014,1
,VHG,35,2,2014,1
,VHG,38,2,2014,1
,VHG,28,2,2014,1
,VHG,44,2,2014,1
,VHG,46,2,2014,1
,VHG,31,3,2014,1
,VHG,35,2,2014,1
,VHG,36,2,2014,1
,VHG,54,2,2014,1
,VHG,18,2,2014,1
,VHG,32,2,2014,1
,VHG,10,2,2014,1
,VHG,26,2,2014,1
,VHG,34,2,2014,1
,VHG,17,2,2014,1
,VHG,18,2,2014,1
,VHG,35,2,2014,1
,VHG,21,2,2014,1
,VHG,21,2,2014,1
,VHG,26,2,2014,1
,VHG,32,2,2014,1
,VHG,42,2,2014,1
,VHG,12,2,2014,1
,VHG,24,2,2014,1
,VHG,21,2,2014,1
,VHG,42,2,2014,1
,VHG,52,2,2014,1
,VHG,32,2,2014,1
,VHG,34,2,2014,1
,VHG,26,2,2014,1
,VHG,43,2,2014,1
,VHG,42,2,2014,1
,VHG,79,2,2014,1
,VHG,36,2,2014,1
,VHG,22,2,2014,1
,VHG,15,2,2014,1
,VHG,21,2,2014,1
,VHG,31,2,2014,1
,VHG,30,2,2014,1
,VHG,12,2,2014,1
,VHG,26,2,2014,1
,VHG,14,2,2014,1
,VHG,24,2,2014,1
,VHG,45,2,2014,1
,VHG,19,2,2014,1
,VHG,15,2,2014,1
,VHG,12,2,2014,1
,VHG,11,2,2014,1
,VHG,19,2,2014,1
,VHG,22,2,2014,1
,VHG,14,2,2014,1
,VHG,39,2,2014,1
,VHG,16,2,2014,1
,VHG,29,2,2014,1
,VHG,30,2,2014,1
,VHG,29,2,2014,1
,VHG,17,2,2014,1
,VHG,17,2,2014,1
,VHG,13,2,2014,1
,VHG,19,2,2014,1
,VHG,24,2,2014,1
,VHG,15,2,2014,1
,VHG,42,2,2014,1
,VHG,9,2,2014,1
,VHG,25,2,2014,1
,VHG,30,2,2014,1
,VHG,26,2,2014,1
,VHG,33,2,2014,1
,VHG,31,2,2014,1
,VHG,45,2,2014,1
,VHG,25,2,2014,1
,VHG,13,2,2014,1
,VHG,20,2,2014,1
,VHG,22,2,2014,1
,VHG,16,2,2014,1
,VHG,38,2,2014,1
,VHG,23,2,2014,1
,VHG,32,3,2014,1
,VHG,24,3,2014,1
,VHG,29,3,2014,1
,VHG,27,2,2014,1
,VHG,29,2,2014,1
,VHG,21,2,2014,1
,VHG,21,2,2014,1
,VHG,34,2,2014,1
,VHG,37,2,2014,1
,VHG,44,2,2014,1
,VHG,24,2,2014,1
,VHG,27,2,2014,1
,VHG,24,2,2014,1
,VHG,33,2,2014,1
,VHG,39,2,2014,1
