id,cem011_prgrm,cem301_attendees_total,cem009_country,month,year
,Vihiga,21,1,10,2013
,Vihiga,17,1,8,2013
,Vihiga,25,1,8,2013
,Vihiga,52,1,8,2013
,Vihiga,26,1,8,2013
,Vihiga,40,1,8,2013
,Vihiga,19,1,8,2013
,Vihiga,20,1,8,2013
,Vihiga,48,1,8,2013
,Vihiga,26,1,8,2013
,Vihiga,23,1,8,2013
,Vihiga,27,1,8,2013
,Vihiga,29,1,8,2013
,Vihiga,36,1,8,2013
,Vihiga,35,1,8,2013
,Vihiga,29,1,8,2013
,Vihiga,45,1,8,2013
,Vihiga,45,1,8,2013
,Vihiga,34,1,8,2013
,Vihiga,26,1,8,2013
,Vihiga,21,1,8,2013
,Vihiga,16,1,8,2013
,Vihiga,41,1,8,2013
,Vihiga,65,1,10,2013
,Vihiga,28,1,8,2013
,Vihiga,28,1,8,2013
,Vihiga,18,1,8,2013
,Vihiga,81,1,8,2013
,Vihiga,22,1,8,2013
,Vihiga,24,1,8,2013
,Vihiga,38,1,8,2013
,Vihiga,51,1,8,2013
,Vihiga,31,1,8,2013
,Vihiga,26,1,8,2013
,Vihiga,22,1,8,2013
,Vihiga,51,1,8,2013
,Vihiga,54,1,8,2013
,Vihiga,49,1,8,2013
,Vihiga,25,1,10,2013
,Vihiga,26,1,8,2013
,Vihiga,30,1,8,2013
,Vihiga,17,1,8,2013
,Vihiga,27,1,8,2013
,Vihiga,22,1,8,2013
,Vihiga,15,1,8,2013
,Vihiga,33,1,8,2013
,Vihiga,35,1,8,2013
,Vihiga,19,1,8,2013
,Vihiga,22,1,8,2013
,Vihiga,22,1,8,2013
,Vihiga,22,1,8,2013
,Vihiga,18,1,8,2013
,Vihiga,35,1,8,2013
,Vihiga,21,1,8,2013
,Vihiga,22,1,8,2013
,Vihiga,40,1,8,2013
,Vihiga,50,1,8,2013
,Vihiga,30,1,8,2013
,Vihiga,34,1,8,2013
,Vihiga,27,1,8,2013
,Vihiga,33,1,8,2013
,Vihiga,28,1,8,2013
,Vihiga,35,1,8,2013
,Vihiga,38,1,8,2013
,Vihiga,33,1,8,2013
,Vihiga,28,1,8,2013
,Vihiga,33,1,8,2013
,Vihiga,50,1,8,2013
,Vihiga,20,1,8,2013
,Vihiga,18,1,10,2013
,Vihiga,28,1,8,2013
,Vihiga,20,1,10,2013
,Vihiga,32,1,8,2013
,Vihiga,32,1,8,2013
,Vihiga,53,1,8,2013
,Vihiga,36,1,8,2013
,Vihiga,31,1,8,2013
,Vihiga,31,1,8,2013
,Vihiga,33,1,8,2013
,Vihiga,16,1,10,2013
,Vihiga,24,1,8,2013
,Vihiga,25,1,8,2013
,Vihiga,24,1,8,2013
,Vihiga,24,1,9,2013
,Vihiga,24,1,9,2013
,Vihiga,40,1,8,2013
,Vihiga,37,1,8,2013
,Vihiga,13,1,9,2013
,Vihiga,14,1,10,2013
,Vihiga,25,1,8,2013
,Vihiga,20,1,8,2013
,Vihiga,34,1,8,2013
,Vihiga,33,1,8,2013
,Vihiga,34,1,8,2013
,Vihiga,32,1,8,2013
,Vihiga,32,1,8,2013
,Vihiga,16,1,9,2013
,Vihiga,30,1,8,2013
,Vihiga,15,1,10,2013
,Vihiga,31,1,8,2013
,Vihiga,21,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,32,1,8,2013
,Vihiga,20,1,8,2013
,Vihiga,25,1,8,2013
,Vihiga,33,1,8,2013
,Vihiga,19,1,9,2013
,Vihiga,16,1,9,2013
,Vihiga,50,1,8,2013
,Vihiga,34,1,8,2013
,Vihiga,18,1,8,2013
,Vihiga,34,1,8,2013
,Vihiga,33,1,8,2013
,Vihiga,23,1,8,2013
,Vihiga,24,1,8,2013
,Vihiga,36,1,8,2013
,Vihiga,22,1,8,2013
,Vihiga,19,1,8,2013
,Vihiga,32,1,8,2013
,Vihiga,24,1,8,2013
,Vihiga,34,1,8,2013
,Vihiga,22,1,8,2013
,Vihiga,10,1,9,2013
,Vihiga,40,1,8,2013
,Vihiga,27,1,9,2013
,Vihiga,30,1,8,2013
,Vihiga,37,1,8,2013
,Vihiga,15,1,10,2013
,Vihiga,32,1,8,2013
,Vihiga,35,1,8,2013
,Vihiga,21,1,8,2013
,Vihiga,17,1,8,2013
,Vihiga,22,1,8,2013
,Vihiga,11,1,10,2013
,Vihiga,20,1,8,2013
,Vihiga,19,1,9,2013
,Vihiga,30,1,8,2013
,Vihiga,17,1,8,2013
,Vihiga,19,1,8,2013
,Vihiga,23,1,9,2013
,Vihiga,43,1,8,2013
,Vihiga,37,1,8,2013
,Vihiga,51,1,8,2013
,Vihiga,21,1,8,2013
,Vihiga,23,1,9,2013
,Vihiga,23,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,24,1,8,2013
,Vihiga,31,1,8,2013
,Vihiga,27,1,8,2013
,Vihiga,50,1,8,2013
,Vihiga,18,1,9,2013
,Vihiga,29,1,8,2013
,Vihiga,42,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,31,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,36,1,9,2013
,Vihiga,48,1,8,2013
,Vihiga,20,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,41,1,9,2013
,Vihiga,40,1,9,2013
,Vihiga,37,1,9,2013
,Vihiga,13,1,9,2013
,Vihiga,30,1,9,2013
,Vihiga,35,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,24,1,9,2013
,Vihiga,25,1,9,2013
,Vihiga,11,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,30,1,9,2013
,Vihiga,23,1,9,2013
,Vihiga,29,1,9,2013
,Vihiga,16,1,9,2013
,Vihiga,16,1,9,2013
,Vihiga,35,1,9,2013
,Vihiga,24,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,26,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,15,1,9,2013
,Vihiga,15,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,16,1,8,2013
,Vihiga,28,1,8,2013
,Vihiga,37,1,9,2013
,Vihiga,24,1,9,2013
,Vihiga,36,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,16,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,14,1,9,2013
,Vihiga,26,1,9,2013
,Vihiga,12,1,9,2013
,Vihiga,98,1,9,2013
,Vihiga,23,1,9,2013
,Vihiga,49,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,36,1,9,2013
,Vihiga,30,1,9,2013
,Vihiga,15,1,9,2013
,Vihiga,23,1,9,2013
,Vihiga,26,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,16,1,10,2013
,Vihiga,23,1,9,2013
,Vihiga,31,1,9,2013
,Vihiga,61,1,9,2013
,Vihiga,11,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,34,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,30,1,9,2013
,Vihiga,32,1,9,2013
,Vihiga,406,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,16,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,16,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,12,1,9,2013
,Vihiga,15,1,9,2013
,Vihiga,13,1,9,2013
,Vihiga,16,1,9,2013
,Vihiga,40,1,9,2013
,Vihiga,33,1,9,2013
,Vihiga,26,1,9,2013
,Vihiga,24,1,9,2013
,Vihiga,35,1,9,2013
,Vihiga,35,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,25,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,16,1,9,2013
,Vihiga,10,1,9,2013
,Vihiga,29,1,9,2013
,Vihiga,23,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,27,1,9,2013
,Vihiga,40,1,9,2013
,Vihiga,25,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,34,1,9,2013
,Vihiga,24,1,9,2013
,Vihiga,27,1,9,2013
,Vihiga,26,1,9,2013
,Vihiga,25,1,9,2013
,Vihiga,24,1,9,2013
,Vihiga,11,1,9,2013
,Vihiga,16,1,9,2013
,Vihiga,30,1,9,2013
,Vihiga,38,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,30,1,9,2013
,Vihiga,24,1,9,2013
,Vihiga,27,1,10,2013
,Vihiga,16,1,9,2013
,Vihiga,32,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,38,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,24,1,9,2013
,Vihiga,28,1,9,2013
,Vihiga,13,1,10,2013
,Vihiga,24,1,9,2013
,Vihiga,16,1,9,2013
,Vihiga,45,1,9,2013
,Vihiga,24,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,17,1,10,2013
,Vihiga,12,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,23,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,14,1,10,2013
,Vihiga,33,1,9,2013
,Vihiga,34,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,26,1,9,2013
,Vihiga,30,1,9,2013
,Vihiga,26,1,9,2013
,Vihiga,37,1,9,2013
,Vihiga,24,1,9,2013
,Vihiga,30,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,69,1,9,2013
,Vihiga,37,1,9,2013
,Vihiga,16,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,25,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,16,1,9,2013
,Vihiga,30,1,9,2013
,Vihiga,23,1,9,2013
,Vihiga,31,1,9,2013
,Vihiga,31,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,360,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,16,1,10,2013
,Vihiga,17,1,10,2013
,Vihiga,24,1,10,2013
,Vihiga,21,1,10,2013
,Vihiga,20,1,9,2013
,Vihiga,21,1,10,2013
,Vihiga,31,1,9,2013
,Vihiga,23,1,9,2013
,Vihiga,27,1,9,2013
,Vihiga,27,1,9,2013
,Vihiga,26,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,15,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,27,1,9,2013
,Vihiga,31,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,15,1,9,2013
,Vihiga,30,1,9,2013
,Vihiga,36,1,9,2013
,Vihiga,12,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,77,1,9,2013
,Vihiga,27,1,9,2013
,Vihiga,32,1,9,2013
,Vihiga,27,1,9,2013
,Vihiga,23,1,9,2013
,Vihiga,31,1,9,2013
,Vihiga,45,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,26,1,9,2013
,Vihiga,32,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,16,1,9,2013
,Vihiga,14,1,9,2013
,Vihiga,21,1,10,2013
,Vihiga,200,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,28,1,9,2013
,Vihiga,32,1,9,2013
,Vihiga,30,1,9,2013
,Vihiga,27,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,11,1,10,2013
,Vihiga,25,1,10,2013
,Vihiga,36,1,10,2013
,Vihiga,24,1,9,2013
,Vihiga,24,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,38,1,9,2013
,Vihiga,23,1,9,2013
,Vihiga,13,1,10,2013
,Vihiga,11,1,10,2013
,Vihiga,15,1,9,2013
,Vihiga,13,1,10,2013
,Vihiga,23,1,9,2013
,Vihiga,69,1,9,2013
,Vihiga,31,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,25,1,9,2013
,Vihiga,28,1,9,2013
,Vihiga,33,1,9,2013
,Vihiga,41,1,9,2013
,Vihiga,28,1,9,2013
,Vihiga,20,1,10,2013
,Vihiga,25,1,10,2013
,Vihiga,17,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,25,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,12,1,10,2013
,Vihiga,20,1,10,2013
,Vihiga,20,1,10,2013
,Vihiga,22,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,16,1,9,2013
,Vihiga,29,1,9,2013
,Vihiga,23,1,9,2013
,Vihiga,10,1,9,2013
,Vihiga,12,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,13,1,9,2013
,Vihiga,41,1,9,2013
,Vihiga,28,1,9,2013
,Vihiga,11,1,10,2013
,Vihiga,18,1,9,2013
,Vihiga,28,1,9,2013
,Vihiga,31,1,10,2013
,Vihiga,18,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,12,1,10,2013
,Vihiga,23,1,9,2013
,Vihiga,14,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,26,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,14,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,25,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,24,1,9,2013
,Vihiga,33,1,9,2013
,Vihiga,15,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,14,1,9,2013
,Vihiga,22,1,11,2013
,Vihiga,35,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,26,1,9,2013
,Vihiga,31,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,28,1,9,2013
,Vihiga,36,1,9,2013
,Vihiga,24,1,9,2013
,Vihiga,32,1,9,2013
,Vihiga,49,1,9,2013
,Vihiga,39,1,9,2013
,Vihiga,23,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,35,1,9,2013
,Vihiga,24,1,9,2013
,Vihiga,25,1,9,2013
,Vihiga,32,1,9,2013
,Vihiga,28,1,9,2013
,Vihiga,13,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,27,1,9,2013
,Vihiga,26,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,39,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,14,1,9,2013
,Vihiga,30,1,10,2013
,Vihiga,26,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,14,1,9,2013
,Vihiga,16,1,10,2013
,Vihiga,22,1,9,2013
,Vihiga,29,1,9,2013
,Vihiga,49,1,9,2013
,Vihiga,40,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,24,1,9,2013
,Vihiga,30,1,9,2013
,Vihiga,23,1,9,2013
,Vihiga,16,1,9,2013
,Vihiga,29,1,9,2013
,Vihiga,13,1,9,2013
,Vihiga,15,1,10,2013
,Vihiga,14,1,9,2013
,Vihiga,19,1,11,2013
,Vihiga,25,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,32,1,9,2013
,Vihiga,31,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,15,1,9,2013
,Vihiga,15,1,9,2013
,Vihiga,12,1,9,2013
,Vihiga,12,1,9,2013
,Vihiga,23,1,10,2013
,Vihiga,20,1,9,2013
,Vihiga,10,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,21,1,10,2013
,Vihiga,18,1,9,2013
,Vihiga,16,1,9,2013
,Vihiga,13,1,10,2013
,Vihiga,14,1,10,2013
,Vihiga,17,1,10,2013
,Vihiga,30,1,9,2013
,Vihiga,15,1,9,2013
,Vihiga,18,1,9,2013
,Vihiga,14,1,9,2013
,Vihiga,24,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,23,1,9,2013
,Vihiga,15,1,9,2013
,Vihiga,12,1,9,2013
,Vihiga,23,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,14,1,10,2013
,Vihiga,19,1,9,2013
,Vihiga,15,1,9,2013
,Vihiga,17,1,10,2013
,Vihiga,14,1,10,2013
,Vihiga,22,1,10,2013
,Vihiga,22,1,9,2013
,Vihiga,15,1,9,2013
,Vihiga,29,1,9,2013
,Vihiga,32,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,26,1,10,2013
,Vihiga,16,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,50,1,10,2013
,Vihiga,26,1,9,2013
,Vihiga,15,1,3,2014
,Vihiga,18,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,37,1,10,2013
,Vihiga,49,1,10,2013
,Vihiga,16,1,10,2013
,Vihiga,17,1,10,2013
,Vihiga,12,1,9,2013
,Vihiga,19,1,9,2013
,Vihiga,31,1,9,2013
,Vihiga,13,1,10,2013
,Vihiga,21,1,9,2013
,Vihiga,35,1,9,2013
,Vihiga,17,1,10,2013
,Vihiga,17,1,10,2013
,Vihiga,25,1,10,2013
,Vihiga,16,1,10,2013
,Vihiga,32,1,10,2013
,Vihiga,15,1,10,2013
,Vihiga,25,1,10,2013
,Vihiga,24,1,10,2013
,Vihiga,20,1,10,2013
,Vihiga,21,1,10,2013
,Vihiga,12,1,10,2013
,Vihiga,13,1,10,2013
,Vihiga,27,1,10,2013
,Vihiga,25,1,9,2013
,Vihiga,27,1,10,2013
,Vihiga,38,1,10,2013
,Vihiga,20,1,8,2013
,Vihiga,13,1,8,2013
,Vihiga,20,1,8,2013
,Vihiga,33,1,8,2013
,Vihiga,23,1,8,2013
,Vihiga,21,1,8,2013
,Vihiga,18,1,8,2013
,Vihiga,29,1,8,2013
,Vihiga,18,1,8,2013
,Vihiga,15,1,8,2013
,Vihiga,27,1,8,2013
,Vihiga,26,1,8,2013
,Vihiga,23,1,8,2013
,Vihiga,16,1,8,2013
,Vihiga,22,1,8,2013
,Vihiga,31,1,8,2013
,Vihiga,23,1,8,2013
,Vihiga,26,1,8,2013
,Vihiga,15,1,8,2013
,Vihiga,11,1,8,2013
,Vihiga,17,1,8,2013
,Vihiga,24,1,8,2013
,Vihiga,20,1,8,2013
,Vihiga,28,1,8,2013
,Vihiga,28,1,8,2013
,Vihiga,26,1,8,2013
,Vihiga,42,1,8,2013
,Vihiga,24,1,8,2013
,Vihiga,26,1,8,2013
,Vihiga,20,1,8,2013
,Vihiga,39,1,8,2013
,Vihiga,29,1,8,2013
,Vihiga,25,1,8,2013
,Vihiga,44,1,8,2013
,Vihiga,25,1,8,2013
,Vihiga,24,1,8,2013
,Vihiga,25,1,8,2013
,Vihiga,27,1,8,2013
,Vihiga,25,1,8,2013
,Vihiga,22,1,8,2013
,Vihiga,26,1,8,2013
,Vihiga,26,1,8,2013
,Vihiga,26,1,8,2013
,Vihiga,35,1,8,2013
,Vihiga,18,1,8,2013
,Vihiga,11,1,8,2013
,Vihiga,22,1,8,2013
,Vihiga,25,1,8,2013
,Vihiga,14,1,8,2013
,Vihiga,47,1,8,2013
,Vihiga,36,1,8,2013
,Vihiga,42,1,8,2013
,Vihiga,40,1,8,2013
,Vihiga,46,1,8,2013
,Vihiga,23,1,10,2013
,Vihiga,36,1,8,2013
,Vihiga,30,1,8,2013
,Vihiga,22,1,8,2013
,Vihiga,21,1,8,2013
,Vihiga,36,1,8,2013
,Vihiga,37,1,8,2013
,Vihiga,29,1,8,2013
,Vihiga,34,1,8,2013
,Vihiga,20,1,8,2013
,Vihiga,25,1,8,2013
,Vihiga,27,1,8,2013
,Vihiga,18,1,8,2013
,Vihiga,16,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,21,1,9,2013
,Vihiga,20,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,12,1,10,2013
,Vihiga,15,1,10,2013
,Vihiga,13,1,10,2013
,Vihiga,14,1,10,2013
,Vihiga,12,1,10,2013
,Vihiga,32,1,10,2013
,Vihiga,13,1,10,2013
,Vihiga,21,1,10,2013
,Vihiga,13,1,10,2013
,Vihiga,17,1,10,2013
,Vihiga,17,1,10,2013
,Vihiga,17,1,10,2013
,Vihiga,12,1,10,2013
,Vihiga,12,1,10,2013
,Vihiga,34,1,10,2013
,Vihiga,17,1,9,2013
,Vihiga,22,1,9,2013
,Vihiga,16,1,10,2013
,Vihiga,27,1,10,2013
,Vihiga,38,1,10,2013
,Vihiga,13,1,10,2013
,Vihiga,15,1,10,2013
,Vihiga,17,1,9,2013
,Vihiga,12,1,9,2013
,Vihiga,26,1,9,2013
,Vihiga,16,1,9,2013
,Vihiga,17,1,9,2013
,Vihiga,12,1,9,2013
,Vihiga,25,1,10,2013
,Vihiga,22,1,10,2013
,Vihiga,14,1,10,2013
,Vihiga,24,1,10,2013
,Vihiga,16,1,8,2013
,Vihiga,14,1,9,2013
,Vihiga,15,1,9,2013
,Vihiga,12,1,9,2013
,Vihiga,14,1,10,2013
,Vihiga,16,1,10,2013
,Vihiga,20,1,10,2013
,Vihiga,23,1,9,2013
,Vihiga,32,1,10,2013
,Vihiga,14,1,10,2013
,Vihiga,21,1,10,2013
,Vihiga,14,1,10,2013
,Vihiga,20,1,10,2013
,Vihiga,22,1,10,2013
,Vihiga,47,1,8,2013
,Vihiga,12,1,10,2013
,Vihiga,10,1,10,2013
,Vihiga,16,1,10,2013
,Vihiga,13,1,10,2013
,Vihiga,24,1,10,2013
,Vihiga,12,1,10,2013
,Vihiga,17,1,10,2013
,Vihiga,17,1,9,2013
,Vihiga,33,1,10,2013
,Vihiga,13,1,10,2013
,Vihiga,18,1,9,2013
,Vihiga,11,1,9,2013
,Vihiga,20,1,10,2013
,Vihiga,31,1,10,2013
,Vihiga,15,1,10,2013
,Vihiga,18,1,10,2013
,Vihiga,40,1,10,2013
,Vihiga,14,1,10,2013
,Vihiga,47,1,10,2013
,Vihiga,19,1,10,2013
,Vihiga,24,1,10,2013
,Vihiga,27,1,10,2013
,Vihiga,18,1,10,2013
,Vihiga,23,1,10,2013
,Vihiga,19,1,10,2013
,Vihiga,14,1,10,2013
,Vihiga,12,1,10,2013
,Vihiga,25,1,10,2013
,Vihiga,24,1,10,2013
,Vihiga,14,1,10,2013
,Vihiga,15,1,10,2013
,Vihiga,13,1,10,2013
,Vihiga,24,1,10,2013
,Vihiga,25,1,10,2013
,Vihiga,460,1,10,2013
,Vihiga,15,1,10,2013
,Vihiga,19,1,10,2013
,Vihiga,20,1,10,2013
,Vihiga,13,1,10,2013
,Vihiga,15,1,11,2013
,Vihiga,13,1,11,2013
,Vihiga,21,1,11,2013
,Vihiga,14,1,11,2013
,Vihiga,18,1,9,2013
,Vihiga,18,1,11,2013
,Vihiga,23,1,11,2013
,Vihiga,17,1,11,2013
,Vihiga,16,1,11,2013
,Vihiga,17,1,11,2013
,Vihiga,21,1,11,2013
,Vihiga,12,1,11,2013
,Vihiga,20,1,11,2013
,Vihiga,18,1,11,2013
,Vihiga,18,1,11,2013
,Vihiga,20,1,11,2013
,Vihiga,20,1,11,2013
,Vihiga,12,1,11,2013
,Vihiga,13,1,11,2013
,Vihiga,21,1,11,2013
,Vihiga,12,1,11,2013
,Vihiga,18,1,11,2013
,Vihiga,24,1,11,2013
,Vihiga,31,1,11,2013
,Vihiga,12,1,11,2013
,Vihiga,12,1,11,2013
,Vihiga,10,1,11,2013
,Vihiga,19,1,11,2013
,Vihiga,15,1,11,2013
,Vihiga,12,1,11,2013
,Vihiga,24,1,11,2013
,Vihiga,15,1,11,2013
,Vihiga,16,1,11,2013
,Vihiga,26,1,11,2013
,Vihiga,26,1,11,2013
,Vihiga,34,1,11,2013
,Vihiga,16,1,11,2013
,Vihiga,13,1,11,2013
,Vihiga,16,1,11,2013
,Vihiga,20,1,11,2013
,Vihiga,23,1,11,2013
,Vihiga,14,1,11,2013
,Vihiga,20,1,11,2013
,Vihiga,16,1,11,2013
,Vihiga,20,1,11,2013
,Vihiga,19,1,11,2013
,Vihiga,12,1,11,2013
,Vihiga,23,1,11,2013
,Vihiga,17,1,11,2013
,Siaya,16,1,11,2013
,Siaya,20,1,11,2013
,Siaya,31,1,11,2013
,Siaya,23,1,10,2013
,Siaya,20,1,10,2013
,Siaya,17,1,10,2013
,Siaya,17,1,10,2013
,Siaya,21,1,10,2013
,Siaya,25,1,10,2013
,Siaya,16,1,10,2013
,Siaya,19,1,10,2013
,Siaya,55,1,10,2013
,Siaya,83,1,10,2013
,Siaya,19,1,10,2013
,Siaya,28,1,10,2013
,Siaya,33,1,11,2013
,Siaya,18,1,10,2013
,Siaya,30,1,10,2013
,Siaya,13,1,10,2013
,Siaya,49,1,10,2013
,Siaya,40,1,10,2013
,Siaya,20,1,10,2013
,Siaya,27,1,10,2013
,Siaya,15,1,10,2013
,Siaya,22,1,10,2013
,Siaya,30,1,10,2013
,Siaya,17,1,10,2013
,Siaya,12,1,11,2013
,Siaya,12,1,11,2013
,Siaya,12,1,11,2013
,Siaya,13,1,11,2013
,Siaya,30,1,11,2013
,Siaya,34,1,11,2013
,Siaya,18,1,11,2013
,Siaya,19,1,11,2013
,Siaya,27,1,11,2013
,Siaya,17,1,11,2013
,Siaya,24,1,11,2013
,Siaya,18,1,11,2013
,Siaya,28,1,12,2013
,Siaya,22,1,11,2013
,Siaya,14,1,11,2013
,Siaya,22,1,12,2013
,Siaya,15,1,11,2013
,Siaya,14,1,11,2013
,Siaya,14,1,11,2013
,Siaya,18,1,11,2013
,Siaya,20,1,11,2013
,Siaya,22,1,11,2013
,Siaya,22,1,11,2013
,Siaya,28,1,11,2013
,Siaya,44,1,11,2013
,Siaya,44,1,11,2013
,Siaya,18,1,11,2013
,Siaya,17,1,11,2013
,Siaya,15,1,11,2013
,Siaya,17,1,11,2013
,Siaya,22,1,11,2013
,Siaya,16,1,11,2013
,Siaya,17,1,11,2013
,Siaya,30,1,11,2013
,Siaya,25,1,11,2013
,Siaya,45,1,11,2013
,Siaya,45,1,11,2013
,Siaya,29,1,11,2013
,Siaya,21,1,12,2013
,Siaya,13,1,12,2013
,Siaya,35,1,11,2013
,Siaya,39,1,11,2013
,Siaya,21,1,12,2013
,Siaya,23,1,11,2013
,Siaya,16,1,11,2013
,Siaya,15,1,11,2013
,Siaya,43,1,11,2013
,Siaya,27,1,11,2013
,Siaya,25,1,11,2013
,Siaya,17,1,11,2013
,Siaya,20,1,12,2013
,Siaya,23,1,11,2013
,Siaya,16,1,12,2013
,Siaya,15,1,11,2013
,Siaya,45,1,11,2013
,Siaya,24,1,11,2013
,Siaya,32,1,11,2013
,Siaya,20,1,11,2013
,Siaya,15,1,12,2013
,Siaya,15,1,11,2013
,Siaya,34,1,11,2013
,Siaya,23,1,11,2013
,Siaya,20,1,11,2013
,Siaya,18,1,11,2013
,Siaya,36,1,11,2013
,Siaya,40,1,11,2013
,Siaya,19,1,12,2013
,Siaya,31,1,11,2013
,Siaya,16,1,12,2013
,Siaya,27,1,11,2013
,Siaya,33,1,11,2013
,Siaya,16,1,11,2013
,Siaya,23,1,11,2013
,Siaya,25,1,11,2013
,Siaya,21,1,11,2013
