id,cem011_prgrm,cem301_attendees_total,month,year,cem009_country
,Siaya,24,9,2013,1
,Siaya,21,9,2013,1
,Siaya,20,9,2013,1
,Siaya,18,9,2013,1
,Siaya,13,9,2013,1
,Siaya,17,9,2013,1
,Siaya,33,9,2013,1
,Siaya,22,9,2013,1
,Siaya,17,9,2013,1
,Siaya,16,9,2013,1
,Siaya,13,12,2013,1
,Siaya,22,9,2013,1
,Siaya,30,9,2013,1
,Siaya,25,9,2013,1
,Siaya,11,9,2013,1
,Siaya,23,9,2013,1
,Siaya,16,9,2013,1
,Siaya,20,9,2013,1
,Siaya,23,9,2013,1
,Siaya,16,10,2013,1
,Siaya,19,10,2013,1
,Siaya,20,10,2013,1
,Siaya,22,10,2013,1
,Siaya,13,10,2013,1
,Siaya,19,10,2013,1
,Siaya,20,10,2013,1
,Siaya,9,10,2013,1
,Siaya,70,10,2013,1
,Siaya,28,10,2013,1
,Siaya,21,10,2013,1
,Siaya,19,10,2013,1
,Siaya,12,10,2013,1
,Siaya,25,10,2013,1
,Siaya,19,10,2013,1
,Siaya,14,10,2013,1
,Siaya,14,10,2013,1
,Siaya,18,10,2013,1
,Siaya,34,10,2013,1
,Siaya,9,10,2013,1
,Siaya,16,10,2013,1
,Siaya,19,10,2013,1
,Siaya,48,10,2013,1
,Siaya,10,10,2013,1
,Siaya,12,10,2013,1
,Siaya,15,10,2013,1
,Siaya,20,10,2013,1
,Siaya,26,10,2013,1
,Siaya,29,10,2013,1
,Siaya,20,10,2013,1
,Siaya,15,10,2013,1
,Siaya,16,10,2013,1
,Siaya,15,10,2013,1
,Siaya,16,10,2013,1
,Siaya,21,10,2013,1
,Siaya,20,10,2013,1
,Siaya,23,10,2013,1
,Siaya,36,10,2013,1
,Siaya,20,10,2013,1
,Siaya,14,10,2013,1
,Siaya,21,10,2013,1
,Siaya,35,10,2013,1
,Siaya,25,10,2013,1
,Siaya,54,10,2013,1
,Siaya,22,10,2013,1
,Siaya,15,10,2013,1
,Siaya,17,10,2013,1
,Siaya,19,10,2013,1
,Siaya,15,10,2013,1
,Siaya,22,9,2013,1
,Siaya,21,9,2013,1
,Siaya,14,10,2013,1
,Siaya,19,10,2013,1
,Siaya,13,10,2013,1
,Siaya,30,10,2013,1
,Siaya,21,10,2013,1
,Siaya,23,10,2013,1
,Siaya,16,10,2013,1
,Siaya,30,10,2013,1
,Siaya,23,10,2013,1
,Siaya,15,10,2013,1
,Siaya,20,9,2013,1
,Siaya,23,9,2013,1
,Siaya,16,10,2013,1
,Siaya,23,10,2013,1
,Siaya,24,10,2013,1
,Siaya,17,10,2013,1
,Siaya,21,10,2013,1
,Siaya,20,10,2013,1
,Siaya,29,9,2013,1
,Siaya,24,10,2013,1
,Siaya,44,9,2013,1
,Siaya,25,9,2013,1
,Siaya,21,9,2013,1
,Siaya,25,9,2013,1
,Siaya,28,9,2013,1
,Siaya,28,9,2013,1
,Siaya,19,9,2013,1
,Siaya,22,9,2013,1
,Siaya,19,9,2013,1
,Siaya,25,9,2013,1
,Siaya,27,9,2013,1
,Siaya,21,9,2013,1
,Siaya,16,9,2013,1
,Siaya,20,9,2013,1
,Siaya,22,9,2013,1
,Siaya,16,9,2013,1
,Siaya,25,9,2013,1
,Siaya,20,10,2013,1
,Siaya,22,9,2013,1
,Siaya,19,9,2013,1
,Siaya,30,9,2013,1
,Siaya,26,9,2013,1
,Siaya,17,9,2013,1
,Siaya,20,9,2013,1
,Siaya,15,9,2013,1
,Siaya,31,9,2013,1
,Siaya,15,9,2013,1
,Siaya,12,9,2013,1
,Siaya,17,9,2013,1
,Siaya,27,9,2013,1
,Siaya,16,9,2013,1
,Siaya,17,9,2013,1
,Siaya,17,9,2013,1
,Siaya,26,9,2013,1
,Siaya,25,9,2013,1
,Siaya,26,9,2013,1
,Siaya,24,9,2013,1
,Siaya,30,10,2013,1
,Siaya,14,10,2013,1
,Siaya,27,10,2013,1
,Siaya,12,10,2013,1
,Siaya,16,10,2013,1
,Siaya,17,10,2013,1
,Siaya,21,10,2013,1
,Siaya,15,10,2013,1
,Siaya,41,10,2013,1
,Siaya,49,10,2013,1
,Siaya,16,10,2013,1
,Siaya,16,10,2013,1
,Siaya,37,10,2013,1
,Siaya,32,10,2013,1
,Siaya,29,10,2013,1
,Siaya,15,10,2013,1
,Siaya,27,10,2013,1
,Siaya,23,10,2013,1
,Siaya,24,10,2013,1
,Siaya,14,9,2013,1
,Siaya,18,9,2013,1
,Siaya,13,10,2013,1
,Siaya,20,9,2013,1
,Siaya,18,9,2013,1
,Siaya,12,9,2013,1
,Siaya,15,10,2013,1
,Siaya,21,10,2013,1
,Siaya,14,9,2013,1
,Siaya,34,9,2013,1
,Siaya,22,9,2013,1
,Siaya,15,10,2013,1
,Siaya,27,9,2013,1
,Siaya,18,10,2013,1
,Siaya,12,10,2013,1
,Siaya,34,9,2013,1
,Siaya,20,10,2013,1
,Siaya,16,10,2013,1
,Siaya,17,9,2013,1
,Siaya,24,10,2013,1
,Siaya,21,10,2013,1
,Siaya,40,10,2013,1
,Siaya,21,10,2013,1
,Siaya,12,10,2013,1
,Siaya,11,10,2013,1
,Siaya,19,10,2013,1
,Siaya,26,10,2013,1
,Siaya,16,10,2013,1
,Siaya,18,10,2013,1
,Siaya,20,10,2013,1
,Siaya,16,10,2013,1
,Siaya,15,10,2013,1
,Siaya,18,10,2013,1
,Siaya,29,9,2013,1
,Siaya,14,10,2013,1
,Siaya,13,10,2013,1
,Siaya,25,10,2013,1
,Siaya,11,10,2013,1
,Siaya,17,10,2013,1
,Siaya,29,10,2013,1
,Siaya,11,10,2013,1
,Siaya,17,10,2013,1
,Siaya,24,10,2013,1
,Siaya,35,9,2013,1
,Siaya,21,9,2013,1
,Siaya,15,9,2013,1
,Siaya,20,9,2013,1
,Siaya,20,9,2013,1
,Siaya,19,9,2013,1
,Siaya,18,9,2013,1
,Siaya,15,9,2013,1
,Siaya,29,9,2013,1
,Siaya,25,9,2013,1
,Siaya,25,9,2013,1
,Siaya,21,9,2013,1
,Siaya,18,10,2013,1
,Siaya,15,10,2013,1
,Siaya,10,9,2013,1
,Siaya,21,9,2013,1
,Siaya,29,9,2013,1
,Siaya,56,9,2013,1
,Siaya,15,9,2013,1
,Siaya,30,9,2013,1
,Siaya,24,9,2013,1
,Siaya,20,9,2013,1
,Siaya,15,9,2013,1
,Siaya,10,9,2013,1
,Siaya,11,9,2013,1
,Siaya,46,9,2013,1
,Siaya,20,9,2013,1
,Siaya,15,9,2013,1
,Siaya,15,9,2013,1
,Siaya,26,9,2013,1
,Siaya,27,9,2013,1
,Siaya,22,9,2013,1
,Siaya,22,9,2013,1
,Siaya,15,10,2013,1
,Siaya,18,9,2013,1
,Siaya,21,9,2013,1
,Siaya,21,9,2013,1
,Siaya,20,9,2013,1
,Siaya,12,9,2013,1
,Siaya,20,9,2013,1
,Siaya,22,9,2013,1
,Siaya,14,9,2013,1
,Siaya,17,9,2013,1
,Siaya,16,9,2013,1
,Siaya,21,9,2013,1
,Siaya,37,9,2013,1
,Siaya,16,9,2013,1
,Siaya,16,9,2013,1
,Siaya,16,9,2013,1
,Siaya,17,9,2013,1
,Siaya,18,9,2013,1
,Siaya,18,9,2013,1
,Siaya,31,9,2013,1
,Siaya,29,10,2013,1
,Siaya,26,9,2013,1
,Siaya,35,9,2013,1
,Siaya,16,9,2013,1
,Siaya,14,9,2013,1
,Siaya,15,9,2013,1
,Siaya,30,9,2013,1
,Siaya,24,9,2013,1
,Siaya,20,9,2013,1
,Siaya,15,10,2013,1
,Siaya,15,9,2013,1
,Siaya,38,9,2013,1
,Siaya,27,9,2013,1
,Siaya,17,9,2013,1
,Siaya,32,9,2013,1
,Siaya,26,9,2013,1
,Siaya,16,9,2013,1
,Siaya,19,9,2013,1
,Siaya,19,9,2013,1
,Siaya,44,9,2013,1
,Siaya,35,9,2013,1
,Siaya,15,9,2013,1
,Siaya,20,9,2013,1
,Siaya,18,9,2013,1
,Siaya,17,9,2013,1
,Siaya,32,9,2013,1
,Siaya,32,9,2013,1
,Siaya,26,9,2013,1
,Siaya,15,9,2013,1
,Siaya,24,9,2013,1
,Siaya,20,9,2013,1
,Siaya,12,9,2013,1
,Siaya,9,9,2013,1
,Siaya,26,9,2013,1
,Siaya,18,9,2013,1
,Siaya,31,9,2013,1
,Siaya,42,10,2013,1
,Siaya,11,9,2013,1
,Siaya,12,10,2013,1
,Siaya,17,9,2013,1
,Siaya,17,9,2013,1
,Siaya,18,9,2013,1
,Siaya,10,10,2013,1
,Siaya,21,9,2013,1
,Siaya,17,9,2013,1
,Siaya,17,9,2013,1
,Siaya,19,9,2013,1
,Siaya,18,9,2013,1
,Siaya,17,9,2013,1
,Siaya,22,9,2013,1
,Siaya,15,9,2013,1
,Siaya,24,9,2013,1
,Siaya,21,10,2013,1
,Siaya,17,10,2013,1
,Siaya,16,10,2013,1
,Siaya,13,10,2013,1
,Siaya,22,10,2013,1
,Siaya,20,10,2013,1
,Siaya,27,10,2013,1
,Siaya,16,10,2013,1
,Siaya,23,10,2013,1
,Siaya,16,10,2013,1
,Siaya,14,10,2013,1
,Siaya,30,12,2013,1
,Siaya,24,9,2013,1
,Siaya,27,9,2013,1
,Siaya,25,9,2013,1
,Siaya,18,12,2013,1
,Siaya,23,9,2013,1
,Siaya,12,9,2013,1
,Siaya,22,9,2013,1
,Siaya,34,9,2013,1
,Siaya,30,9,2013,1
,Siaya,16,9,2013,1
,Siaya,23,9,2013,1
,Siaya,14,9,2013,1
,Siaya,9,9,2013,1
,Siaya,15,9,2013,1
,Siaya,26,9,2013,1
,Siaya,28,9,2013,1
,Siaya,17,9,2013,1
,Siaya,13,9,2013,1
,Siaya,40,9,2013,1
,Siaya,27,9,2013,1
,Siaya,44,9,2013,1
,Siaya,16,9,2013,1
,Siaya,18,9,2013,1
,Siaya,44,9,2013,1
,Siaya,27,9,2013,1
,Siaya,12,9,2013,1
,Siaya,22,9,2013,1
,Siaya,14,9,2013,1
,Siaya,23,9,2013,1
,Siaya,13,9,2013,1
,Siaya,16,9,2013,1
,Siaya,28,9,2013,1
,Siaya,14,9,2013,1
,Siaya,35,9,2013,1
,Siaya,18,9,2013,1
,Siaya,45,9,2013,1
,Siaya,18,9,2013,1
,Siaya,17,9,2013,1
,Siaya,23,9,2013,1
,Siaya,22,9,2013,1
,Siaya,26,9,2013,1
,Siaya,32,9,2013,1
,Siaya,28,9,2013,1
,Siaya,24,9,2013,1
,Siaya,45,9,2013,1
,Siaya,10,9,2013,1
,Siaya,13,9,2013,1
,Siaya,22,9,2013,1
,Siaya,22,9,2013,1
,Siaya,21,9,2013,1
,Siaya,25,9,2013,1
,Siaya,25,9,2013,1
,Siaya,136,9,2013,1
,Siaya,21,9,2013,1
,Siaya,22,9,2013,1
,Siaya,38,9,2013,1
,Siaya,23,9,2013,1
,Siaya,49,9,2013,1
,Siaya,19,9,2013,1
,Siaya,23,9,2013,1
,Siaya,24,9,2013,1
,Siaya,24,9,2013,1
,Siaya,29,9,2013,1
,Siaya,30,9,2013,1
,Siaya,19,9,2013,1
,Siaya,13,9,2013,1
,Siaya,16,9,2013,1
,Siaya,27,9,2013,1
,Siaya,25,9,2013,1
,Siaya,32,9,2013,1
,Siaya,20,10,2013,1
,Siaya,16,10,2013,1
,Siaya,80,10,2013,1
,Siaya,15,9,2013,1
,Siaya,22,9,2013,1
,Siaya,22,9,2013,1
,Siaya,19,9,2013,1
,Siaya,41,9,2013,1
,Siaya,24,9,2013,1
,Siaya,22,10,2013,1
,Siaya,16,10,2013,1
,Siaya,16,10,2013,1
,Siaya,18,9,2013,1
,Siaya,21,9,2013,1
,Siaya,25,10,2013,1
,Siaya,29,9,2013,1
,Siaya,25,9,2013,1
,Siaya,22,10,2013,1
,Siaya,19,9,2013,1
,Siaya,24,9,2013,1
,Siaya,22,10,2013,1
,Siaya,25,9,2013,1
,Siaya,89,9,2013,1
,Siaya,20,9,2013,1
,Siaya,19,9,2013,1
,Siaya,15,9,2013,1
,Siaya,19,9,2013,1
,Siaya,15,9,2013,1
,Siaya,17,9,2013,1
,Siaya,12,9,2013,1
,Siaya,15,9,2013,1
,Siaya,19,9,2013,1
,Siaya,15,9,2013,1
,Siaya,23,9,2013,1
,Siaya,15,9,2013,1
,Siaya,26,9,2013,1
,Siaya,27,9,2013,1
,Siaya,19,9,2013,1
,Siaya,27,9,2013,1
,Siaya,16,9,2013,1
,Siaya,18,9,2013,1
,Siaya,18,9,2013,1
,Siaya,32,9,2013,1
,Siaya,22,9,2013,1
,Siaya,31,9,2013,1
,Siaya,52,9,2013,1
,Siaya,12,9,2013,1
,Siaya,12,9,2013,1
,Siaya,56,9,2013,1
,Siaya,17,9,2013,1
,Siaya,30,9,2013,1
,Siaya,50,9,2013,1
,Siaya,26,9,2013,1
,Siaya,20,9,2013,1
,Siaya,17,9,2013,1
,Siaya,16,9,2013,1
,Siaya,15,9,2013,1
,Siaya,22,9,2013,1
,Siaya,13,9,2013,1
,Siaya,14,9,2013,1
,Siaya,24,9,2013,1
,Siaya,21,9,2013,1
,Siaya,18,9,2013,1
,Siaya,33,9,2013,1
,Siaya,25,10,2013,1
,Siaya,19,9,2013,1
,Siaya,14,9,2013,1
,Siaya,24,9,2013,1
,Siaya,21,10,2013,1
,Siaya,16,10,2013,1
,Siaya,23,9,2013,1
,Siaya,23,9,2013,1
,Siaya,16,9,2013,1
,Siaya,17,9,2013,1
,Siaya,20,9,2013,1
,Siaya,17,9,2013,1
,Siaya,16,9,2013,1
,Siaya,26,9,2013,1
,Siaya,15,9,2013,1
,Siaya,15,9,2013,1
,Siaya,10,9,2013,1
,Siaya,16,10,2013,1
,Siaya,15,9,2013,1
,Siaya,16,9,2013,1
,Siaya,21,9,2013,1
,Siaya,31,9,2013,1
,Siaya,28,9,2013,1
,Siaya,25,10,2013,1
,Siaya,19,9,2013,1
,Siaya,13,9,2013,1
,Siaya,11,10,2013,1
,Siaya,19,9,2013,1
,Siaya,25,9,2013,1
,Siaya,23,9,2013,1
,Siaya,17,9,2013,1
,Siaya,16,9,2013,1
,Siaya,22,9,2013,1
,Siaya,12,9,2013,1
,Siaya,14,9,2013,1
,Siaya,18,9,2013,1
,Siaya,22,10,2013,1
,Siaya,12,9,2013,1
,Siaya,14,9,2013,1
,Siaya,19,10,2013,1
,Siaya,33,9,2013,1
,Siaya,16,9,2013,1
,Siaya,23,9,2013,1
,Siaya,22,10,2013,1
,Siaya,18,9,2013,1
,Siaya,38,9,2013,1
,Siaya,31,9,2013,1
,Siaya,36,9,2013,1
,Siaya,28,9,2013,1
,Siaya,27,9,2013,1
,Siaya,21,10,2013,1
,Siaya,26,9,2013,1
,Siaya,16,9,2013,1
,Siaya,20,9,2013,1
,Siaya,19,9,2013,1
,Siaya,24,9,2013,1
,Siaya,26,9,2013,1
,Siaya,23,9,2013,1
,Siaya,24,9,2013,1
,Siaya,21,9,2013,1
,Siaya,12,9,2013,1
,Siaya,32,9,2013,1
,Siaya,28,9,2013,1
,Siaya,27,9,2013,1
,Siaya,16,9,2013,1
,Siaya,24,9,2013,1
,Siaya,21,9,2013,1
,Siaya,20,9,2013,1
,Siaya,18,9,2013,1
,Siaya,19,9,2013,1
,Siaya,28,9,2013,1
,Siaya,20,9,2013,1
,Siaya,34,9,2013,1
,Siaya,17,9,2013,1
,Siaya,12,9,2013,1
,Siaya,22,9,2013,1
,Siaya,21,9,2013,1
,Siaya,19,9,2013,1
,Siaya,14,9,2013,1
,Siaya,81,9,2013,1
,Siaya,13,9,2013,1
,Siaya,21,9,2013,1
,Siaya,28,9,2013,1
,Siaya,24,9,2013,1
,Siaya,17,9,2013,1
,Siaya,23,9,2013,1
,Siaya,17,10,2013,1
,Siaya,13,9,2013,1
,Siaya,32,9,2013,1
,Siaya,62,9,2013,1
,Siaya,78,9,2013,1
,Siaya,22,9,2013,1
,Siaya,41,9,2013,1
,Siaya,16,9,2013,1
,Siaya,32,9,2013,1
,Siaya,13,9,2013,1
,Siaya,38,9,2013,1
,Siaya,28,9,2013,1
,Siaya,27,9,2013,1
,Siaya,16,9,2013,1
,Siaya,44,9,2013,1
,Siaya,17,9,2013,1
,Siaya,42,9,2013,1
,Siaya,17,10,2013,1
,Siaya,23,9,2013,1
,Siaya,31,9,2013,1
,Siaya,18,10,2013,1
,Siaya,35,9,2013,1
,Siaya,18,10,2013,1
,Siaya,62,9,2013,1
,Siaya,23,10,2013,1
,Siaya,29,10,2013,1
,Siaya,30,10,2013,1
,Siaya,28,10,2013,1
,Siaya,51,10,2013,1
,Siaya,49,10,2013,1
,Siaya,30,10,2013,1
,Siaya,17,10,2013,1
,Siaya,40,10,2013,1
,Siaya,19,10,2013,1
,Siaya,11,10,2013,1
,Siaya,23,9,2013,1
,Siaya,38,9,2013,1
,Siaya,31,10,2013,1
,Siaya,18,9,2013,1
,Siaya,21,9,2013,1
,Siaya,23,9,2013,1
,Siaya,32,9,2013,1
,Siaya,16,10,2013,1
,Siaya,19,9,2013,1
,Siaya,19,10,2013,1
,Siaya,17,9,2013,1
,Siaya,19,9,2013,1
,Siaya,21,10,2013,1
,Siaya,19,10,2013,1
,Vihiga,23,8,2013,1
,Vihiga,27,8,2013,1
,Vihiga,30,8,2013,1
,Vihiga,35,8,2013,1
,Vihiga,15,8,2013,1
,Vihiga,26,8,2013,1
,Vihiga,25,8,2013,1
,Vihiga,19,8,2013,1
,Vihiga,20,8,2013,1
,Vihiga,18,8,2013,1
,Vihiga,31,8,2013,1
,Vihiga,21,8,2013,1
,Vihiga,21,8,2013,1
,Vihiga,24,8,2013,1
,Vihiga,19,8,2013,1
,Vihiga,29,8,2013,1
,Vihiga,22,8,2013,1
,Vihiga,18,8,2013,1
,Vihiga,23,8,2013,1
,Vihiga,19,8,2013,1
,Vihiga,16,8,2013,1
,Vihiga,20,8,2013,1
,Vihiga,17,8,2013,1
,Vihiga,15,8,2013,1
,Vihiga,20,8,2013,1
,Vihiga,21,8,2013,1
,Vihiga,12,8,2013,1
,Vihiga,40,8,2013,1
,Vihiga,30,8,2013,1
,Vihiga,28,8,2013,1
,Vihiga,36,8,2013,1
,Vihiga,40,8,2013,1
,Vihiga,11,10,2013,1
,Vihiga,26,8,2013,1
,Vihiga,15,8,2013,1
,Vihiga,17,8,2013,1
,Vihiga,10,8,2013,1
,Vihiga,25,8,2013,1
,Vihiga,28,8,2013,1
,Vihiga,32,8,2013,1
,Vihiga,31,8,2013,1
,Vihiga,22,8,2013,1
,Vihiga,19,10,2013,1
,Vihiga,20,8,2013,1
,Vihiga,34,8,2013,1
,Vihiga,24,8,2013,1
,Vihiga,28,10,2013,1
,Vihiga,26,8,2013,1
,Vihiga,23,8,2013,1
,Vihiga,23,8,2013,1
,Vihiga,15,8,2013,1
,Vihiga,17,8,2013,1
,Vihiga,12,8,2013,1
,Vihiga,30,8,2013,1
,Vihiga,25,8,2013,1
,Vihiga,34,8,2013,1
,Vihiga,35,8,2013,1
,Vihiga,27,8,2013,1
,Vihiga,19,8,2013,1
,Vihiga,46,8,2013,1
,Vihiga,23,8,2013,1
,Vihiga,18,8,2013,1
,Vihiga,35,8,2013,1
,Vihiga,31,8,2013,1
,Vihiga,17,10,2013,1
,Vihiga,23,8,2013,1
,Vihiga,18,8,2013,1
,Vihiga,27,8,2013,1
,Vihiga,21,10,2013,1
,Vihiga,17,8,2013,1
,Vihiga,25,8,2013,1
,Vihiga,52,8,2013,1
,Vihiga,26,8,2013,1
,Vihiga,40,8,2013,1
,Vihiga,19,8,2013,1
,Vihiga,20,8,2013,1
,Vihiga,48,8,2013,1
,Vihiga,26,8,2013,1
,Vihiga,23,8,2013,1
,Vihiga,27,8,2013,1
,Vihiga,29,8,2013,1
,Vihiga,36,8,2013,1
,Vihiga,35,8,2013,1
,Vihiga,29,8,2013,1
,Vihiga,45,8,2013,1
,Vihiga,45,8,2013,1
,Vihiga,34,8,2013,1
,Vihiga,26,8,2013,1
,Vihiga,21,8,2013,1
,Vihiga,16,8,2013,1
,Vihiga,41,8,2013,1
,Vihiga,65,10,2013,1
,Vihiga,28,8,2013,1
,Vihiga,28,8,2013,1
,Vihiga,18,8,2013,1
,Vihiga,81,8,2013,1
,Vihiga,22,8,2013,1
,Vihiga,24,8,2013,1
,Vihiga,38,8,2013,1
,Vihiga,51,8,2013,1
,Vihiga,31,8,2013,1
,Vihiga,26,8,2013,1
,Vihiga,22,8,2013,1
,Vihiga,51,8,2013,1
,Vihiga,54,8,2013,1
,Vihiga,49,8,2013,1
,Vihiga,25,10,2013,1
,Vihiga,26,8,2013,1
,Vihiga,30,8,2013,1
,Vihiga,17,8,2013,1
,Vihiga,27,8,2013,1
,Vihiga,22,8,2013,1
,Vihiga,15,8,2013,1
,Vihiga,33,8,2013,1
,Vihiga,35,8,2013,1
,Vihiga,19,8,2013,1
,Vihiga,22,8,2013,1
,Vihiga,22,8,2013,1
,Vihiga,22,8,2013,1
,Vihiga,18,8,2013,1
,Vihiga,35,8,2013,1
,Vihiga,21,8,2013,1
,Vihiga,22,8,2013,1
,Vihiga,40,8,2013,1
,Vihiga,50,8,2013,1
,Vihiga,30,8,2013,1
,Vihiga,34,8,2013,1
,Vihiga,27,8,2013,1
,Vihiga,33,8,2013,1
,Vihiga,28,8,2013,1
,Vihiga,35,8,2013,1
,Vihiga,38,8,2013,1
,Vihiga,33,8,2013,1
,Vihiga,28,8,2013,1
,Vihiga,33,8,2013,1
,Vihiga,50,8,2013,1
,Vihiga,20,8,2013,1
,Vihiga,18,10,2013,1
,Vihiga,28,8,2013,1
,Vihiga,20,10,2013,1
,Vihiga,32,8,2013,1
,Vihiga,32,8,2013,1
,Vihiga,53,8,2013,1
,Vihiga,36,8,2013,1
,Vihiga,31,8,2013,1
,Vihiga,31,8,2013,1
,Vihiga,33,8,2013,1
,Vihiga,16,10,2013,1
,Vihiga,24,8,2013,1
,Vihiga,25,8,2013,1
,Vihiga,24,8,2013,1
,Vihiga,24,9,2013,1
,Vihiga,24,9,2013,1
,Vihiga,40,8,2013,1
,Vihiga,37,8,2013,1
,Vihiga,13,9,2013,1
,Vihiga,14,10,2013,1
,Vihiga,25,8,2013,1
,Vihiga,20,8,2013,1
,Vihiga,34,8,2013,1
,Vihiga,33,8,2013,1
,Vihiga,34,8,2013,1
,Vihiga,32,8,2013,1
,Vihiga,32,8,2013,1
,Vihiga,16,9,2013,1
,Vihiga,30,8,2013,1
,Vihiga,15,10,2013,1
,Vihiga,31,8,2013,1
,Vihiga,21,9,2013,1
,Vihiga,18,9,2013,1
,Vihiga,32,8,2013,1
,Vihiga,20,8,2013,1
,Vihiga,25,8,2013,1
,Vihiga,33,8,2013,1
,Vihiga,19,9,2013,1
,Vihiga,16,9,2013,1
,Vihiga,50,8,2013,1
,Vihiga,34,8,2013,1
,Vihiga,18,8,2013,1
,Vihiga,34,8,2013,1
,Vihiga,33,8,2013,1
,Vihiga,23,8,2013,1
,Vihiga,24,8,2013,1
,Vihiga,36,8,2013,1
,Vihiga,22,8,2013,1
,Vihiga,19,8,2013,1
,Vihiga,32,8,2013,1
,Vihiga,24,8,2013,1
,Vihiga,34,8,2013,1
,Vihiga,22,8,2013,1
,Vihiga,10,9,2013,1
,Vihiga,40,8,2013,1
,Vihiga,27,9,2013,1
,Vihiga,30,8,2013,1
,Vihiga,37,8,2013,1
,Vihiga,15,10,2013,1
,Vihiga,32,8,2013,1
,Vihiga,35,8,2013,1
,Vihiga,21,8,2013,1
,Vihiga,17,8,2013,1
,Vihiga,22,8,2013,1
,Vihiga,11,10,2013,1
,Vihiga,20,8,2013,1
,Vihiga,19,9,2013,1
,Vihiga,30,8,2013,1
,Vihiga,17,8,2013,1
,Vihiga,19,8,2013,1
,Vihiga,23,9,2013,1
,Vihiga,43,8,2013,1
,Vihiga,37,8,2013,1
,Vihiga,51,8,2013,1
,Vihiga,21,8,2013,1
,Vihiga,23,9,2013,1
,Vihiga,23,9,2013,1
,Vihiga,21,9,2013,1
,Vihiga,22,9,2013,1
,Vihiga,24,8,2013,1
,Vihiga,31,8,2013,1
,Vihiga,27,8,2013,1
,Vihiga,50,8,2013,1
,Vihiga,18,9,2013,1
,Vihiga,29,8,2013,1
,Vihiga,42,9,2013,1
,Vihiga,22,9,2013,1
,Vihiga,31,9,2013,1
,Vihiga,21,9,2013,1
,Vihiga,36,9,2013,1
,Vihiga,48,8,2013,1
,Vihiga,20,9,2013,1
,Vihiga,20,9,2013,1
,Vihiga,41,9,2013,1
,Vihiga,40,9,2013,1
,Vihiga,37,9,2013,1
,Vihiga,13,9,2013,1
,Vihiga,30,9,2013,1
,Vihiga,35,9,2013,1
,Vihiga,17,9,2013,1
,Vihiga,22,9,2013,1
,Vihiga,24,9,2013,1
,Vihiga,25,9,2013,1
,Vihiga,11,9,2013,1
,Vihiga,18,9,2013,1
,Vihiga,20,9,2013,1
,Vihiga,21,9,2013,1
,Vihiga,17,9,2013,1
,Vihiga,21,9,2013,1
,Vihiga,18,9,2013,1
,Vihiga,22,9,2013,1
,Vihiga,30,9,2013,1
,Vihiga,23,9,2013,1
,Vihiga,29,9,2013,1
,Vihiga,16,9,2013,1
,Vihiga,16,9,2013,1
,Vihiga,35,9,2013,1
,Vihiga,24,9,2013,1
,Vihiga,18,9,2013,1
,Vihiga,26,9,2013,1
,Vihiga,20,9,2013,1
,Vihiga,20,9,2013,1
,Vihiga,15,9,2013,1
,Vihiga,15,9,2013,1
,Vihiga,18,9,2013,1
,Vihiga,22,9,2013,1
,Vihiga,16,8,2013,1
,Vihiga,28,8,2013,1
,Vihiga,37,9,2013,1
,Vihiga,24,9,2013,1
,Vihiga,36,9,2013,1
,Vihiga,22,9,2013,1
,Vihiga,16,9,2013,1
,Vihiga,18,9,2013,1
,Vihiga,18,9,2013,1
,Vihiga,14,9,2013,1
,Vihiga,26,9,2013,1
,Vihiga,12,9,2013,1
,Vihiga,98,9,2013,1
,Vihiga,23,9,2013,1
,Vihiga,49,9,2013,1
,Vihiga,18,9,2013,1
,Vihiga,36,9,2013,1
,Vihiga,30,9,2013,1
,Vihiga,15,9,2013,1
,Vihiga,23,9,2013,1
,Vihiga,26,9,2013,1
,Vihiga,20,9,2013,1
,Vihiga,20,9,2013,1
,Vihiga,17,9,2013,1
,Vihiga,22,9,2013,1
,Vihiga,20,9,2013,1
,Vihiga,16,10,2013,1
,Vihiga,23,9,2013,1
,Vihiga,31,9,2013,1
,Vihiga,61,9,2013,1
,Vihiga,11,9,2013,1
,Vihiga,22,9,2013,1
,Vihiga,20,9,2013,1
,Vihiga,34,9,2013,1
,Vihiga,19,9,2013,1
,Vihiga,30,9,2013,1
,Vihiga,32,9,2013,1
,Vihiga,406,9,2013,1
,Vihiga,17,9,2013,1
,Vihiga,18,9,2013,1
,Vihiga,16,9,2013,1
,Vihiga,19,9,2013,1
,Vihiga,20,9,2013,1
,Vihiga,17,9,2013,1
,Vihiga,16,9,2013,1
,Vihiga,22,9,2013,1
,Vihiga,12,9,2013,1
,Vihiga,15,9,2013,1
,Vihiga,13,9,2013,1
,Vihiga,16,9,2013,1
,Vihiga,40,9,2013,1
,Vihiga,33,9,2013,1
,Vihiga,26,9,2013,1
,Vihiga,24,9,2013,1
,Vihiga,35,9,2013,1
,Vihiga,35,9,2013,1
,Vihiga,22,9,2013,1
,Vihiga,20,9,2013,1
,Vihiga,18,9,2013,1
,Vihiga,25,9,2013,1
,Vihiga,22,9,2013,1
,Vihiga,16,9,2013,1
,Vihiga,10,9,2013,1
,Vihiga,29,9,2013,1
,Vihiga,23,9,2013,1
,Vihiga,18,9,2013,1
,Vihiga,27,9,2013,1
,Vihiga,40,9,2013,1
,Vihiga,25,9,2013,1
,Vihiga,20,9,2013,1
,Vihiga,34,9,2013,1
