id,cr011_prgrm,cr102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,country
,Busia-KE,10010001,,,,,,2,0,2015/05/14,2015/08/26,1
,Busia-KE,10010002,,,,,,2,0,2015/02/16,2015/06/10,1
,Busia-KE,10010003,,,,,,2,0,2015/04/24,2015/08/26,1
,Busia-KE,10010004,,,,,,2,3,2015/03/06,2015/08/20,1
,Busia-KE,10010005,,,,,,3,0,2015/03/09,2015/08/28,1
,Busia-KE,10010006,,,,,,4,0,2015/01/29,2015/09/25,1
,Busia-KE,10010007,,,,,,2,0,2015/02/04,2015/06/02,1
,Busia-KE,10010008,3,22,0.7333333,4.090909,20.45454,3,6,2015/02/04,2015/07/07,1
,Busia-KE,10010009,,,,,,2,3,2015/03/10,2015/07/22,1
,Busia-KE,10010010,,,,,,1,0,2015/01/22,2015/01/22,1
,Busia-KE,10010011,,,,,,2,0,2015/02/23,2015/07/11,1
,Busia-KE,10010012,,,,,,2,0,2015/02/04,2015/06/02,1
,Busia-KE,10010013,,,,,,2,0,2015/08/26,2015/09/25,1
,Busia-KE,10010014,,,,,,3,0,2015/03/07,2015/08/20,1
,Busia-KE,10010015,,,,,,2,0,2015/06/11,2015/08/25,1
,Busia-KE,10020001,,,,,,1,0,2015/02/10,2015/02/10,1
,Busia-KE,10020002,,,,,,1,0,2015/03/06,2015/03/06,1
,Busia-KE,10020003,,,,,,1,0,2015/02/02,2015/02/02,1
,Busia-KE,10020004,,,,,,1,0,2015/01/28,2015/01/28,1
,Busia-KE,10020005,,,,,,2,3,2015/02/02,2015/06/23,1
,Busia-KE,10020006,,,,,,1,0,2015/01/28,2015/01/28,1
,Busia-KE,10020007,,,,,,1,0,2015/02/02,2015/02/02,1
,Busia-KE,10020008,3,60,2,1.5,7.5,3,6,2015/01/22,2015/08/19,1
,Busia-KE,10020009,,,,,,1,0,2015/02/02,2015/02/02,1
,Busia-KE,10020010,,,,,,2,3,2015/03/06,2015/05/25,1
,Busia-KE,10020011,,,,,,2,3,2015/01/28,2015/05/12,1
,Busia-KE,10020012,,,,,,1,0,2015/02/02,2015/02/02,1
,Busia-KE,10020013,,,,,,1,0,2015/02/02,2015/02/02,1
,Busia-KE,10020015,,,,,,1,0,2015/03/06,2015/03/06,1
,Busia-KE,10020016,3,99,3.3,0.9090909,4.545455,3,6,2015/01/22,2015/08/19,1
,Busia-KE,10020017,,,,,,2,3,2015/01/28,2015/06/27,1
,Busia-KE,10020019,,,,,,1,0,2015/02/02,2015/02/02,1
,Busia-KE,10020020,,,,,,2,2,2015/01/28,2015/06/20,1
,Busia-KE,10020021,,,,,,2,4,2015/03/06,2015/04/14,1
,Busia-KE,10020022,,,,,,2,2,2015/02/10,2015/07/29,1
,Busia-KE,10020023,,,,,,1,0,2015/02/10,2015/02/10,1
,Busia-KE,10020024,,,,,,2,0,2015/02/02,2015/03/31,1
,Busia-KE,10020025,,,,,,1,0,2015/02/10,2015/02/10,1
,Busia-KE,10020026,2.5,66,2.2,1.136364,5.681818,3,5,2015/02/10,2015/08/24,1
,Busia-KE,10020027,1.5,66,2.2,0.6818182,3.409091,3,4,2015/02/10,2015/08/24,1
,Busia-KE,10020028,3,66,2.2,1.363636,6.818182,3,6,2015/02/10,2015/08/24,1
,Busia-KE,10030001,,,,,,3,0,2015/02/06,2015/05/29,1
,Busia-KE,10030002,,,,,,4,0,2015/02/06,2015/09/24,1
,Busia-KE,10030004,,,,,,4,0,2015/04/14,2015/08/18,1
,Busia-KE,10030005,,,,,,4,4,2015/02/18,2015/07/16,1
,Busia-KE,10030006,,,,,,3,0,2015/02/06,2015/07/14,1
,Busia-KE,10030007,,,,,,1,0,2015/01/29,2015/01/29,1
,Busia-KE,10030008,,,,,,3,0,2015/02/06,2015/07/14,1
,Busia-KE,10030009,,,,,,2,3,2015/02/06,2015/05/12,1
,Busia-KE,10030010,,,,,,4,0,2015/02/16,2015/09/24,1
,Busia-KE,10030011,,,,,,4,0,2015/02/06,2015/09/25,1
,Busia-KE,10030012,,,,,,3,0,2015/02/06,2015/09/24,1
,Busia-KE,10030013,,,,,,4,0,2015/02/16,2015/09/25,1
,Busia-KE,10030014,,,,,,2,0,2015/05/12,2015/08/26,1
,Busia-KE,10030015,,,,,,4,0,2015/02/06,2015/09/24,1
,Busia-KE,10030016,,,,,,3,0,2015/02/16,2015/08/06,1
,Busia-KE,10030017,,,,,,2,0,2015/02/06,2015/05/14,1
,Yala,10038090,,,,,,1,2,2015/01/17,2015/01/17,1
,Busia-KE,10050001,,,,,,3,0,2015/03/13,2015/08/28,1
,Busia-KE,10050002,,,,,,1,0,2015/02/20,2015/02/20,1
,Busia-KE,10050003,,,,,,2,0,2015/03/16,2015/08/19,1
,Busia-KE,10050004,,,,,,1,0,2015/08/19,2015/08/19,1
,Busia-KE,10050005,,,,,,2,0,2015/03/11,2015/08/19,1
,Busia-KE,10050006,,,,,,2,0,2015/03/16,2015/08/19,1
,Busia-KE,10050007,,,,,,2,0,2015/03/11,2015/08/19,1
,Busia-KE,10050008,,,,,,3,0,2015/03/13,2015/08/28,1
,Busia-KE,10050009,,,,,,3,0,2015/03/13,2015/08/27,1
,Busia-KE,10050010,,,,,,2,0,2015/05/11,2015/08/20,1
,Kakamega,10050011,,,,,,3,0,2015/03/07,2015/08/20,1
,Busia-KE,10050012,,,,,,1,0,2015/04/06,2015/04/06,1
,Busia-KE,10050013,,,,,,3,0,2015/03/07,2015/08/20,1
,Busia-KE,10050014,,,,,,3,0,2015/03/07,2015/08/20,1
,Busia-KE,10050015,,,,,,3,0,2015/03/07,2015/08/20,1
,Busia-KE,10050016,,,,,,3,0,2015/03/07,2015/08/20,1
,Busia-KE,10050017,,,,,,3,0,2015/03/07,2015/08/20,1
,Kakamega,10050018,,,,,,4,0,2015/03/13,2015/08/18,1
,Busia-KE,10050019,,,,,,4,0,2015/03/03,2015/08/18,1
,Busia-KE,10050020,,,,,,4,0,2015/03/13,2015/08/19,1
,Busia-KE,10050021,,,,,,3,0,2015/03/13,2015/05/24,1
,Busia-KE,10050022,,,,,,4,0,2015/03/03,2015/08/19,1
,Busia-KE,10050023,,,,,,1,2,2015/02/18,2015/02/18,1
,Kakamega,10050024,,,,,,1,3,2015/02/18,2015/02/18,1
,Busia-KE,10050025,3,244,8.133333,0.3688525,1.844262,2,6,2014/06/19,2015/02/18,1
,Busia-KE,10050026,,,,,,1,2,2015/02/13,2015/02/13,1
,Busia-KE,10050027,3,225,7.5,0.4,2,2,5,2015/02/18,2015/10/01,1
,Busia-KE,10050028,3,225,7.5,0.4,2,2,5,2015/02/18,2015/10/01,1
,Busia-KE,10050030,,,,,,1,0,2015/03/16,2015/03/16,1
,Busia-KE,10050031,,,,,,2,3,2015/03/16,2015/04/21,1
,Busia-KE,10050032,,,,,,2,3,2015/03/16,2015/04/13,1
,Kakamega,10050033,,,,,,1,0,2015/02/10,2015/02/10,1
,Busia-KE,10050034,,,,,,1,0,2015/02/10,2015/02/10,1
,Busia-KE,10050035,,,,,,3,0,2015/01/22,2015/08/14,1
,Busia-KE,10050036,,,,,,4,1,2015/01/19,2015/08/14,1
,Busia-KE,10050037,,,,,,1,0,2015/06/16,2015/06/16,1
,Busia-KE,10050038,,,,,,3,3,2015/01/22,2015/07/20,1
,Busia-KE,10050039,,,,,,3,0,2015/01/22,2015/08/14,1
,Busia-KE,10050040,,,,,,2,0,2015/01/19,2015/08/14,1
,Busia-KE,10050041,,,,,,3,0,2015/03/13,2015/08/25,1
,Busia-KE,10050042,,,,,,3,0,2015/03/13,2015/08/27,1
,Busia-KE,10050043,,,,,,3,0,2015/03/13,2015/08/28,1
,Busia-KE,10050044,,,,,,3,0,2015/03/13,2015/08/25,1
,Busia-KE,10050045,,,,,,3,3,2015/03/04,2015/08/10,1
,Busia-KE,10050046,,,,,,3,2,2015/03/04,2015/07/16,1
,Busia-KE,10050047,,,,,,2,0,2015/03/04,2015/08/18,1
,Kakamega,10050048,,,,,,3,0,2015/03/04,2015/05/24,1
,Busia-KE,10050049,,,,,,3,3,2015/03/04,2015/08/10,1
,Busia-KE,10050050,,,,,,2,0,2015/03/04,2015/04/29,1
,Busia-KE,10050051,,,,,,3,0,2015/03/04,2015/08/18,1
,Busia-KE,10050052,,,,,,3,3,2015/03/04,2015/08/10,1
,Busia-KE,10050053,,,,,,3,3,2015/03/04,2015/08/10,1
,Busia-KE,10050054,,,,,,1,2,2015/02/13,2015/02/13,1
,Busia-KE,10050055,3,240,8,0.375,1.875,2,6,2014/06/18,2015/02/13,1
,Busia-KE,10050056,2,240,8,0.25,1.25,2,4,2014/06/18,2015/02/13,1
,Busia-KE,10050057,,,,,,1,3,2015/02/13,2015/02/13,1
,Busia-KE,10050058,3,238,7.933333,0.3781513,1.890756,2,5,2014/06/19,2015/02/12,1
,Kakamega,10050059,,,,,,1,2,2015/02/13,2015/02/13,1
,Busia-KE,10050060,,,,,,1,2,2015/03/06,2015/03/06,1
,Busia-KE,10050061,,,,,,1,3,2014/06/25,2014/06/25,1
,Kakamega,10050062,,,,,,1,3,2015/03/06,2015/03/06,1
,Busia-KE,10050063,3,254,8.466666,0.3543307,1.771654,2,5,2014/06/25,2015/03/06,1
,Busia-KE,10050064,,,,,,1,3,2015/03/06,2015/03/06,1
,Kakamega,10050065,3,55,1.833333,1.636364,8.181818,3,6,2015/03/02,2015/07/22,1
,Busia-KE,10050066,2,55,1.833333,1.090909,5.454545,3,5,2015/03/02,2015/07/22,1
,Busia-KE,10050067,2,55,1.833333,1.090909,5.454545,3,5,2015/03/02,2015/07/22,1
,Busia-KE,10050068,,,,,,2,0,2015/03/02,2015/07/22,1
,Busia-KE,10050069,,,,,,3,2,2015/03/02,2015/07/22,1
,Busia-KE,10050070,,,,,,3,2,2015/03/02,2015/07/22,1
,Busia-KE,10050071,2,248,8.266666,0.2419355,1.209677,6,9,2014/06/11,2015/10/01,1
,Busia-KE,10050072,5,476,15.86667,0.3151261,1.57563,3,7,2014/06/12,2015/10/01,1
,Busia-KE,10050073,2,251,8.366667,0.2390438,1.195219,3,5,2014/06/13,2015/10/01,1
,Busia-KE,10050074,3,224,7.466667,0.4017857,2.008929,2,5,2015/02/19,2015/10/01,1
,Busia-KE,10050075,3,224,7.466667,0.4017857,2.008929,2,4,2015/02/19,2015/10/01,1
,Busia-KE,10050076,4,476,15.86667,0.2521008,1.260504,3,6,2014/06/12,2015/10/01,1
,Busia-KE,10050077,,,,,,2,0,2015/03/02,2015/04/29,1
,Kakamega,10050078,,,,,,2,0,2015/03/02,2015/04/29,1
,Busia-KE,10050079,,,,,,1,0,2015/03/03,2015/03/03,1
,Kakamega,10050080,,,,,,2,0,2015/03/02,2015/05/22,1
,Kakamega,10050081,,,,,,2,0,2015/03/02,2015/05/22,1
,Busia-KE,10050082,,,,,,2,0,2015/03/03,2015/05/22,1
,Busia-KE,10050083,,,,,,2,3,2015/01/19,2015/09/29,1
,Busia-KE,10050084,3,61,2.033333,1.47541,7.377049,3,6,2015/01/19,2015/09/28,1
,Busia-KE,10050086,,,,,,3,5,2015/01/19,2015/07/15,1
,Busia-KE,10050087,,,,,,2,3,2015/01/19,2015/09/28,1
,Kakamega,10050088,2,237,7.9,0.2531646,1.265823,2,4,2014/06/20,2015/02/12,1
,Kakamega,10050089,,,,,,1,3,2015/02/12,2015/02/12,1
,Busia-KE,10050091,5,233,7.766667,0.6437768,3.218884,3,8,2014/06/24,2015/02/12,1
,Busia-KE,10050092,,,,,,1,3,2015/02/12,2015/02/12,1
,Busia-KE,10050093,1,234,7.8,0.1282051,0.6410256,2,4,2014/06/23,2015/02/12,1
,Busia-KE,10050094,3,234,7.8,0.3846154,1.923077,2,6,2014/06/23,2015/02/12,1
,Busia-KE,10050095,3,233,7.766667,0.3862661,1.93133,2,6,2014/06/24,2015/02/12,1
,Busia-KE,10050096,,,,,,3,0,2015/02/23,2015/08/24,1
,Busia-KE,10050097,,,,,,3,0,2015/02/23,2015/08/24,1
,Kakamega,10050098,,,,,,3,0,2015/02/26,2015/08/24,1
,Kakamega,10050099,,,,,,3,0,2015/02/23,2015/08/24,1
,Busia-KE,10050100,,,,,,3,0,2015/02/23,2015/08/24,1
,Busia-KE,10050101,,,,,,2,0,2015/02/23,2015/05/14,1
,Busia-KE,10050102,,,,,,7,0,2015/02/20,2015/08/24,1
,Kakamega,10050103,,,,,,1,0,2015/02/20,2015/02/20,1
,Busia-KE,10050104,,,,,,3,0,2015/02/20,2015/06/21,1
,Busia-KE,10050105,,,,,,3,0,2015/02/20,2015/06/21,1
,Busia-KE,10050106,,,,,,5,0,2015/02/20,2015/08/19,1
,Busia-KE,10050107,,,,,,3,0,2015/02/20,2015/05/29,1
,Busia-KE,10050108,,,,,,3,2,2015/03/02,2015/08/04,1
,Kakamega,10050109,,,,,,2,4,2015/05/19,2015/07/03,1
,Busia-KE,10050110,,,,,,1,0,2015/08/04,2015/08/04,1
,Busia-KE,10050111,3,34,1.133333,2.647059,13.23529,3,6,2015/03/02,2015/05/28,1
,Busia-KE,10050112,,,,,,2,3,2015/04/24,2015/08/04,1
,Busia-KE,10050113,,,,,,3,0,2015/03/03,2015/06/21,1
,Kakamega,10050114,,,,,,3,0,2015/03/03,2015/07/15,1
,Busia-KE,10050115,,,,,,4,0,2015/01/26,2015/07/15,1
,Busia-KE,10050116,,,,,,2,0,2015/03/03,2015/06/19,1
,Busia-KE,10050117,,,,,,3,0,2015/03/10,2015/06/19,1
,Busia-KE,10050118,,,,,,2,0,2015/05/11,2015/08/11,1
,Busia-KE,10050119,,,,,,2,0,2015/05/11,2015/08/11,1
,Busia-KE,10050120,,,,,,2,0,2015/05/11,2015/08/11,1
,Busia-KE,10050121,,,,,,2,0,2015/05/11,2015/08/11,1
,Busia-KE,10050122,,,,,,2,0,2015/05/11,2015/08/11,1
,Busia-KE,10050123,,,,,,2,0,2015/05/11,2015/08/12,1
,Busia-KE,10050124,,,,,,2,0,2015/02/23,2015/05/13,1
,Kakamega,10050125,,,,,,1,0,2015/02/23,2015/02/23,1
,Busia-KE,10050126,,,,,,2,0,2015/02/23,2015/05/13,1
,Busia-KE,10050127,,,,,,3,0,2015/02/26,2015/09/22,1
,Kakamega,10050128,,,,,,2,0,2015/01/29,2015/04/30,1
,Busia-KE,10050129,,,,,,2,0,2015/02/28,2015/04/30,1
,Busia-KE,10050130,,,,,,4,0,2015/01/29,2015/08/28,1
,Busia-KE,10050131,,,,,,2,0,2015/01/29,2015/04/30,1
,Busia-KE,10050132,,,,,,3,0,2015/01/29,2015/09/28,1
,Busia-KE,10050133,,,,,,2,0,2015/01/29,2015/04/30,1
,Busia-KE,10050134,,,,,,5,0,2015/01/29,2015/08/27,1
,Kakamega,10050135,,,,,,2,0,2015/03/11,2015/08/19,1
,Busia-KE,10050136,,,,,,1,0,2015/08/19,2015/08/19,1
,Busia-KE,10050137,,,,,,1,0,2015/08/19,2015/08/19,1
,Busia-KE,10050138,,,,,,2,0,2015/03/11,2015/08/19,1
,Busia-KE,10050139,,,,,,1,0,2015/08/19,2015/08/19,1
,Busia-KE,10050140,,,,,,4,0,2015/03/02,2015/07/30,1
,Busia-KE,10050141,,,,,,5,0,2015/01/20,2015/07/30,1
,Kakamega,10050142,,,,,,4,0,2015/02/24,2015/07/30,1
,Busia-KE,10050143,,,,,,6,0,2015/02/17,2015/07/30,1
,Busia-KE,10050145,,,,,,3,0,2015/02/17,2015/06/23,1
,Busia-KE,10050146,,,,,,3,0,2015/02/17,2015/06/23,1
,Busia-KE,10050147,,,,,,3,0,2015/02/17,2015/07/30,1
,Busia-KE,10050148,,,,,,3,0,2015/02/17,2015/07/30,1
,Kakamega,10050149,,,,,,2,0,2015/04/28,2015/06/24,1
,Kakamega,10050150,,,,,,3,0,2015/02/17,2015/06/24,1
,Busia-KE,10050151,,,,,,2,0,2015/04/28,2015/06/24,1
,Busia-KE,10050152,,,,,,3,0,2015/02/18,2015/06/24,1
,Busia-KE,10050153,,,,,,3,0,2015/02/17,2015/07/30,1
,Busia-KE,10050154,,,,,,2,3,2015/01/21,2015/06/10,1
,Busia-KE,10050155,,,,,,3,3,2015/01/21,2015/09/29,1
,Busia-KE,10050156,3,111,3.7,0.8108108,4.054054,3,6,2015/01/21,2015/09/29,1
,Busia-KE,10050157,,,,,,3,3,2015/01/22,2015/09/29,1
,Busia-KE,10050158,1,71,2.366667,0.4225352,2.112676,3,2,2015/01/19,2015/08/27,1
,Kakamega,10050159,,,,,,2,3,2015/01/19,2015/08/18,1
,Busia-KE,10050160,1,43,1.433333,0.6976745,3.488372,3,3,2015/01/19,2015/07/30,1
,Busia-KE,10050161,3,71,2.366667,1.267606,6.338028,3,6,2015/01/19,2015/08/27,1
,Busia-KE,10050162,4,41,1.366667,2.926829,14.63415,3,8,2015/02/18,2015/07/16,1
,Busia-KE,10050163,3,41,1.366667,2.195122,10.97561,4,7,2015/02/18,2015/07/16,1
,Busia-KE,10050164,,,,,,4,2,2015/02/18,2015/07/16,1
,Kakamega,10050165,,,,,,3,0,2015/03/05,2015/08/18,1
,Kakamega,10050166,,,,,,3,0,2015/03/05,2015/08/18,1
,Busia-KE,10050167,,,,,,2,0,2015/06/02,2015/08/18,1
,Kakamega,10050168,2.5,35,1.166667,2.142857,10.71429,3,5,2015/03/09,2015/07/22,1
,Busia-KE,10050169,,,,,,2,0,2015/03/09,2015/09/10,1
,Busia-KE,10050170,,,,,,3,0,2015/01/26,2015/08/31,1
,Busia-KE,10050171,,,,,,2,0,2015/03/09,2015/09/16,1
,Busia-KE,10050172,,,,,,2,0,2015/01/26,2015/07/15,1
,Busia-KE,10050173,,,,,,2,3,2015/03/10,2015/07/22,1
,Kakamega,10050174,,,,,,2,0,2015/03/09,2015/09/10,1
,Busia-KE,10050175,,,,,,3,3,2015/02/16,2015/06/17,1
,Kakamega,10050176,,,,,,1,0,2015/02/09,2015/02/09,1
,Kakamega,10050177,,,,,,1,0,2015/02/09,2015/02/09,1
,Kakamega,10050178,,,,,,3,3,2015/02/09,2015/08/18,1
,Busia-KE,10050179,,,,,,2,0,2015/02/09,2015/03/30,1
,Busia-KE,10050181,,,,,,2,3,2015/02/09,2015/08/18,1
,Busia-KE,10050182,,,,,,1,0,2015/02/09,2015/02/09,1
,Kakamega,10050183,,,,,,2,3,2015/02/16,2015/06/17,1
,Kakamega,10050184,,,,,,2,3,2015/02/09,2015/06/17,1
,Busia-KE,10050185,,,,,,3,3,2015/02/26,2015/08/11,1
,Busia-KE,10050186,,,,,,3,3,2015/02/26,2015/08/11,1
,Busia-KE,10050187,,,,,,3,3,2015/02/26,2015/08/11,1
,Busia-KE,10050188,,,,,,3,3,2015/02/26,2015/08/11,1
,Busia-KE,10050189,,,,,,3,3,2015/02/26,2015/08/11,1
,Busia-KE,10050190,,,,,,3,3,2015/02/26,2015/08/11,1
,Busia-KE,10050191,3,253,8.433333,0.3557312,1.778656,2,6,2014/06/26,2015/03/06,1
,Kakamega,10050192,,,,,,1,3,2015/03/06,2015/03/06,1
,Kakamega,10050193,,,,,,1,3,2015/03/06,2015/03/06,1
,Busia-KE,10050194,3,253,8.433333,0.3557312,1.778656,2,6,2014/06/26,2015/03/06,1
,Kakamega,10050470,,,,,,1,2,2015/08/24,2015/08/24,1
,Busia-KE,10060001,,,,,,3,3,2015/03/12,2015/06/20,1
,Busia-KE,10060002,,,,,,2,0,2015/06/20,2015/08/24,1
,Busia-KE,10060003,,,,,,3,0,2015/02/20,2015/05/29,1
,Busia-KE,10060004,,,,,,3,0,2015/03/05,2015/08/18,1
,Busia-KE,10060005,,,,,,2,0,2015/03/03,2015/06/19,1
,Busia-KE,10060006,,,,,,2,0,2015/03/03,2015/04/29,1
,Busia-KE,10060007,,,,,,1,0,2015/04/29,2015/04/29,1
,Busia-KE,10060008,,,,,,2,0,2015/02/18,2015/06/20,1
,Busia-KE,10060009,,,,,,2,0,2015/02/18,2015/06/05,1
,Busia-KE,10060010,,,,,,1,0,2015/06/11,2015/06/11,1
,Busia-KE,10060012,,,,,,2,0,2015/02/20,2015/05/11,1
,Busia-KE,10060013,,,,,,1,0,2015/03/16,2015/03/16,1
,Busia-KE,10060015,,,,,,1,0,2015/03/30,2015/03/30,1
,Busia-KE,10060016,,,,,,1,0,2015/06/04,2015/06/04,1
,Busia-KE,10060017,,,,,,2,0,2015/03/09,2015/04/14,1
,Busia-KE,10060018,,,,,,1,0,2015/05/16,2015/05/16,1
,Busia-KE,10060019,,,,,,1,0,2015/03/03,2015/03/03,1
,Busia-KE,10060020,,,,,,7,11,2015/03/10,2015/09/02,1
,Kakamega,10060023,,,,,,1,3,2015/02/13,2015/02/13,1
,Kakamega,10060024,,,,,,1,3,2014/11/18,2014/11/18,1
,Kakamega,10060025,3,240,8,0.375,1.875,2,6,2014/06/23,2015/02/18,1
,Kakamega,10060027,,,,,,2,4,2014/11/13,2014/11/16,1
,Busia-KE,10060028,,,,,,2,2,2015/03/02,2015/07/22,1
,Busia-KE,10060029,,,,,,2,2,2015/06/17,2015/08/27,1
,Busia-KE,10060030,,,,,,1,0,2015/03/12,2015/03/12,1
,Busia-KE,10060033,,,,,,3,3,2015/02/26,2015/08/27,1
,Siaya,10061820,,,,,,1,3,2014/02/17,2014/02/17,1
,Siaya,10063152,,,,,,1,3,2014/02/24,2014/02/24,1
,Busia-KE,10070001,,,,,,2,4,2015/01/16,2015/08/14,1
,Busia-KE,10070002,3.5,57,1.9,1.842105,9.210526,3,6,2015/01/16,2015/08/18,1
,Busia-KE,10070003,,,,,,2,3,2015/01/16,2015/07/20,1
,Busia-KE,10070004,,,,,,1,0,2015/01/16,2015/01/16,1
,Busia-KE,10070005,3,20,0.6666667,4.5,22.5,3,6,2015/01/16,2015/07/04,1
,Busia-KE,10070006,3.3,14,0.4666667,7.071428,35.35714,3,6,2015/01/16,2015/07/06,1
,Busia-KE,10070007,,,,,,2,3,2015/01/16,2015/07/30,1
,Busia-KE,10070008,3,56,1.866667,1.607143,8.035714,3,7,2015/01/16,2015/07/30,1
,Busia-KE,10070009,,,,,,3,1,2015/01/19,2015/08/27,1
,Busia-KE,10070010,,,,,,2,1,2015/01/19,2015/07/20,1
,Busia-KE,10070011,,,,,,3,0,2015/01/21,2015/07/15,1
,Busia-KE,10070012,,,,,,4,0,2015/01/21,2015/09/10,1
,Busia-KE,10070013,,,,,,3,0,2015/03/03,2015/06/20,1
,Busia-KE,10070014,,,,,,4,0,2015/01/21,2015/08/24,1
,Busia-KE,10070015,,,,,,5,4,2015/03/03,2015/09/14,1
,Busia-KE,10070016,,,,,,4,0,2015/01/21,2015/07/15,1
,Busia-KE,10070017,,,,,,5,0,2015/03/03,2015/09/14,1
,Busia-KE,10070018,,,,,,3,0,2015/03/03,2015/07/15,1
,Busia-KE,10070019,,,,,,3,0,2015/03/10,2015/06/20,1
,Busia-KE,10070020,,,,,,4,0,2015/01/21,2015/08/31,1
,Busia-KE,10070021,,,,,,4,0,2015/03/12,2015/09/22,1
,Busia-KE,10070022,,,,,,4,0,2015/01/20,2015/09/22,1
,Busia-KE,10070023,,,,,,4,0,2015/03/12,2015/09/22,1
,Busia-KE,10070024,,,,,,4,0,2015/03/12,2015/09/22,1
,Busia-KE,10070025,,,,,,5,0,2015/01/20,2015/09/21,1
,Busia-KE,10070026,,,,,,4,0,2015/01/20,2015/09/22,1
,Busia-KE,10070027,,,,,,4,0,2015/01/20,2015/09/22,1
,Busia-KE,10070028,,,,,,5,4,2015/01/20,2015/09/21,1
,Busia-KE,10070029,,,,,,4,0,2015/01/20,2015/09/22,1
,Busia-KE,10070030,,,,,,4,0,2015/01/20,2015/09/22,1
,Busia-KE,10070031,,,,,,2,0,2015/01/27,2015/04/24,1
,Busia-KE,10070032,,,,,,2,4,2015/04/24,2015/08/04,1
,Busia-KE,10070033,,,,,,2,2,2015/03/26,2015/04/24,1
,Busia-KE,10070034,,,,,,3,4,2015/02/16,2015/08/15,1
,Busia-KE,10070035,,,,,,3,2,2015/03/10,2015/08/04,1
,Busia-KE,10070036,,,,,,3,4,2015/02/16,2015/08/15,1
,Busia-KE,10070037,,,,,,3,4,2015/03/30,2015/08/04,1
,Busia-KE,10070038,,,,,,3,0,2015/03/09,2015/09/16,1
,Busia-KE,10070039,,,,,,3,4,2015/03/10,2015/08/04,1
,Busia-KE,10070040,,,,,,3,2,2015/03/09,2015/08/04,1
,Busia-KE,10070041,,,,,,2,0,2015/03/11,2015/07/28,1
,Busia-KE,10070042,3,58,1.933333,1.551724,7.758621,4,6,2015/02/04,2015/08/11,1
,Busia-KE,10070043,,,,,,1,0,2015/03/11,2015/03/11,1
,Busia-KE,10070044,,,,,,2,4,2015/03/11,2015/07/29,1
,Busia-KE,10070045,,,,,,1,0,2015/02/04,2015/02/04,1
,Busia-KE,10070046,12,76,2.533333,4.736842,23.68421,5,12,2015/02/04,2015/08/10,1
,Busia-KE,10070047,3,91,3.033333,0.989011,4.945055,3,7,2015/02/04,2015/07/06,1
,Busia-KE,10070048,3,57,1.9,1.578947,7.894737,4,6,2015/02/04,2015/08/10,1
,Busia-KE,10070049,,,,,,1,0,2015/03/11,2015/03/11,1
,Busia-KE,10070050,8.5,98,3.266667,2.602041,13.0102,4,9,2015/02/04,2015/09/03,1
,Kakamega,10070051,5,435,14.5,0.3448276,1.724138,3,8,2014/05/05,2015/07/14,1
,Kakamega,10070052,2,263,8.766666,0.2281369,1.140684,2,4,2014/06/05,2015/02/23,1
,Kakamega,10070054,5,426,14.2,0.3521127,1.760563,3,8,2014/05/02,2015/07/02,1
,Kakamega,10070056,2,119,3.966667,0.5042017,2.521008,3,4,2015/01/13,2015/08/24,1
,Kakamega,10070057,6,381,12.7,0.472441,2.362205,4,8,2014/05/12,2015/05/28,1
,Kakamega,10070059,2,170,5.666667,0.3529412,1.764706,2,4,2015/01/17,2015/07/06,1
,Kakamega,10070060,2,170,5.666667,0.3529412,1.764706,2,4,2015/01/17,2015/07/06,1
,Kakamega,10070061,,,,,,4,4,2014/05/27,2015/08/14,1
,Kakamega,10070064,2,157,5.233333,0.3821656,1.910828,2,4,2015/02/07,2015/07/14,1
,Kakamega,10070065,,,,,,3,4,2014/05/06,2015/07/06,1
,Kakamega,10070067,2,170,5.666667,0.3529412,1.764706,2,4,2015/01/17,2015/07/06,1
,Kakamega,10070068,,,,,,1,3,2015/07/02,2015/07/02,1
,Kakamega,10070070,3,135,4.5,0.6666667,3.333333,2,6,2015/02/17,2015/07/02,1
,Kakamega,10070071,,,,,,1,3,2015/02/16,2015/02/16,1
,Kakamega,10070076,4,395,13.16667,0.3037975,1.518987,3,7,2014/06/06,2015/07/06,1
,Kakamega,10070077,3,110,3.666667,0.8181818,4.090909,2,4,2015/02/07,2015/05/28,1
,Kakamega,10070078,2,250,8.333333,0.24,1.2,3,4,2014/05/12,2015/07/06,1
,Kakamega,10070079,6,380,12.66667,0.4736842,2.368421,4,8,2014/05/13,2015/05/28,1
,Kakamega,10070081,5,191,6.366667,0.7853403,3.926702,3,7,2014/11/18,2015/05/28,1
,Kakamega,10070083,3,110,3.666667,0.8181818,4.090909,2,7,2015/02/07,2015/05/28,1
,Kakamega,10070086,2,109,3.633333,0.5504587,2.752293,4,6,2014/05/29,2015/08/14,1
,Kakamega,10070090,2,87,2.9,0.6896551,3.448276,4,6,2014/05/26,2015/07/23,1
,Kakamega,10070091,3,142,4.733333,0.6338028,3.169014,2,6,2015/02/17,2015/07/09,1
,Kakamega,10070092,2,109,3.633333,0.5504587,2.752293,4,6,2014/05/28,2015/08/14,1
,Kakamega,10070094,4,418,13.93333,0.2870813,1.435407,3,6,2014/05/22,2015/07/14,1
