ID,cem301_attendees_total,cem011 prgrm,month,year,country
,63,Manafwa,3,2014,2
,38,Manafwa,2,2014,2
,48,Manafwa,2,2014,2
,81,Manafwa,1,2014,2
,48,Manafwa,2,2014,2
,50,Manafwa,1,2014,2
,173,Manafwa,2,2014,2
,85,Manafwa,2,2014,2
,65,Manafwa,2,2014,2
,31,Manafwa,2,2014,2
,18,Manafwa,3,2014,2
,40,Manafwa,2,2014,2
,180,Manafwa,2,2014,2
,40,Manafwa,1,2014,2
,30,Manafwa,1,2014,2
,33,Manafwa,1,2014,2
,50,Manafwa,3,2014,2
,43,Manafwa,1,2014,2
,116,Manafwa,1,2014,2
,70,Manafwa,1,2014,2
,72,Manafwa,2,2014,2
,35,Manafwa,3,2014,2
,30,Manafwa,2,2014,2
,30,Manafwa,3,2014,2
,73,Manafwa,2,2014,2
,60,Manafwa,2,2014,2
,55,Manafwa,2,2014,2
,79,Manafwa,1,2014,2
,70,Manafwa,2,2014,2
,79,Manafwa,2,2014,2
,46,Manafwa,1,2014,2
,53,Manafwa,1,2014,2
,86,Manafwa,2,2014,2
,38,Manafwa,2,2014,2
,66,Manafwa,2,2014,2
,52,Manafwa,1,2014,2
,38,Manafwa,2,2014,2
,55,Manafwa,2,2014,2
,220,Manafwa,1,2014,2
,43,Manafwa,1,2014,2
,64,Manafwa,1,2014,2
,30,Manafwa,3,2014,2
,22,Manafwa,2,2014,2
,68,Manafwa,1,2014,2
,49,Manafwa,2,2014,2
,76,Manafwa,1,2014,2
,40,Manafwa,2,2014,2
,44,Manafwa,1,2014,2
,49,Manafwa,2,2014,2
,57,Manafwa,1,2014,2
,62,Manafwa,2,2014,2
,43,Manafwa,1,2014,2
,51,Manafwa,2,2014,2
,77,Manafwa,10,2015,2
,67,Manafwa,3,2014,2
,120,Manafwa,2,2014,2
,43,Manafwa,3,2014,2
,49,Manafwa,2,2014,2
,58,Manafwa,1,2014,2
,85,Manafwa,2,2014,2
,60,Manafwa,1,2014,2
,44,Manafwa,1,2014,2
,81,Manafwa,2,2014,2
,92,Manafwa,2,2014,2
,33,Manafwa,2,2014,2
,56,Manafwa,2,2014,2
,24,Manafwa,10,2015,2
,40,Manafwa,2,2014,2
,31,Manafwa,1,2014,2
,38,Manafwa,3,2014,2
,47,Manafwa,2,2014,2
,42,Manafwa,1,2014,2
,19,Manafwa,2,2014,2
,108,Manafwa,2,2014,2
,50,Manafwa,2,2014,2
,44,Manafwa,2,2014,2
,50,Manafwa,2,2014,2
,54,Manafwa,1,2014,2
,35,Manafwa,2,2014,2
,61,Manafwa,2,2014,2
,65,Manafwa,2,2014,2
,70,Manafwa,3,2014,2
,52,Manafwa,2,2014,2
,65,Manafwa,1,2014,2
,59,Manafwa,2,2014,2
,36,Manafwa,3,2014,2
,75,Manafwa,2,2014,2
,29,Manafwa,2,2014,2
,30,Manafwa,1,2014,2
,57,Manafwa,2,2014,2
,69,Manafwa,1,2014,2
,35,Manafwa,2,2014,2
,70,Manafwa,2,2014,2
,83,Manafwa,1,2014,2
,71,Manafwa,2,2014,2
,30,Manafwa,1,2014,2
,35,Manafwa,1,2014,2
,50,Manafwa,1,2014,2
,36,Manafwa,10,2015,2
,20,Manafwa,3,2014,2
,77,Manafwa,2,2014,2
,26,Manafwa,3,2014,2
,45,Manafwa,2,2014,2
,54,Manafwa,1,2014,2
,39,Manafwa,2,2014,2
,33,Manafwa,1,2014,2
,104,Manafwa,1,2014,2
,49,Manafwa,1,2014,2
,44,Manafwa,2,2014,2
,73,Manafwa,2,2014,2
,42,Manafwa,2,2014,2
,68,Manafwa,2,2014,2
,78,Manafwa,2,2014,2
,52,Manafwa,1,2014,2
,38,Manafwa,2,2014,2
,22,Manafwa,3,2014,2
,98,Manafwa,1,2014,2
,98,Manafwa,10,2015,2
,53,Manafwa,2,2014,2
,31,Manafwa,3,2014,2
,33,Manafwa,2,2014,2
,60,Manafwa,2,2014,2
,39,Manafwa,2,2014,2
,63,Manafwa,2,2014,2
,29,Manafwa,3,2014,2
,56,Manafwa,2,2014,2
,36,Manafwa,2,2014,2
,34,Manafwa,10,2015,2
,58,Manafwa,1,2014,2
,44,Manafwa,2,2014,2
,48,Manafwa,1,2014,2
,35,Manafwa,1,2014,2
,89,Manafwa,1,2014,2
,67,Manafwa,1,2014,2
,50,Manafwa,1,2014,2
,65,Manafwa,2,2014,2
,23,Manafwa,1,2014,2
,38,Manafwa,3,2014,2
,50,Manafwa,2,2014,2
,90,Manafwa,1,2014,2
,84,Manafwa,1,2014,2
,76,Manafwa,1,2014,2
,65,Manafwa,1,2014,2
,40,Manafwa,1,2014,2
,52,Manafwa,2,2014,2
,38,Manafwa,2,2014,2
,31,Manafwa,1,2014,2
,44,Manafwa,10,2015,2
,37,Manafwa,1,2014,2
,50,Manafwa,1,2014,2
,66,Manafwa,1,2014,2
,42,Manafwa,1,2014,2
,68,Manafwa,2,2014,2
,61,Manafwa,2,2014,2
,54,Manafwa,1,2014,2
,58,Manafwa,1,2014,2
,101,Manafwa,10,2015,2
,55,Manafwa,2,2014,2
,68,Manafwa,2,2014,2
,32,Manafwa,3,2014,2
,62,Manafwa,1,2014,2
,70,Manafwa,2,2014,2
,70,Manafwa,1,2014,2
,72,Manafwa,2,2014,2
,54,Manafwa,2,2014,2
,24,Manafwa,3,2014,2
,47,Manafwa,2,2014,2
,68,Manafwa,3,2014,2
,38,Manafwa,2,2014,2
,42,Manafwa,2,2014,2
,77,Manafwa,2,2014,2
,79,Manafwa,1,2014,2
,62,Manafwa,2,2014,2
,36,Manafwa,2,2014,2
,23,Manafwa,3,2014,2
,68,Manafwa,10,2015,2
,72,Manafwa,2,2014,2
,51,Manafwa,2,2014,2
,46,Manafwa,2,2014,2
,70,Manafwa,2,2014,2
,61,Manafwa,1,2014,2
,55,Manafwa,2,2014,2
,42,Manafwa,3,2014,2
,68,Manafwa,2,2014,2
,58,Manafwa,2,2014,2
,65,Manafwa,1,2014,2
,31,Manafwa,1,2014,2
,46,Manafwa,2,2014,2
,41,Manafwa,3,2014,2
,79,Manafwa,2,2014,2
,30,Manafwa,1,2014,2
,52,Manafwa,1,2014,2
,54,Manafwa,3,2014,2
,75,Manafwa,2,2014,2
,73,Manafwa,2,2014,2
,35,Manafwa,3,2014,2
,45,Manafwa,1,2014,2
,20,Manafwa,1,2014,2
,19,Manafwa,1,2014,2
,35,Manafwa,2,2014,2
,35,Manafwa,2,2014,2
,50,Manafwa,2,2014,2
,44,Manafwa,1,2014,2
,78,Manafwa,2,2014,2
,40,Manafwa,2,2014,2
,69,Manafwa,2,2014,2
,45,Manafwa,1,2014,2
,50,Manafwa,2,2014,2
,33,Manafwa,3,2014,2
,85,Manafwa,1,2014,2
,27,Manafwa,3,2014,2
,65,Manafwa,2,2014,2
,60,Manafwa,2,2014,2
,80,Manafwa,10,2015,2
,51,Manafwa,2,2014,2
,25,Manafwa,3,2014,2
,32,Manafwa,2,2014,2
,52,Manafwa,1,2014,2
,67,Manafwa,2,2014,2
,41,Manafwa,3,2014,2
,36,Manafwa,1,2014,2
,65,Manafwa,2,2014,2
,34,Manafwa,2,2014,2
,51,Manafwa,2,2014,2
,25,Manafwa,3,2014,2
,27,Manafwa,3,2014,2
,34,Manafwa,1,2014,2
,49,Manafwa,2,2014,2
,60,Manafwa,2,2014,2
,85,Manafwa,2,2014,2
,49,Manafwa,2,2014,2
,25,Manafwa,3,2014,2
,55,Manafwa,3,2014,2
,55,Manafwa,1,2014,2
,32,Manafwa,3,2014,2
,29,Manafwa,3,2014,2
,115,Manafwa,1,2014,2
,61,Manafwa,3,2014,2
,75,Manafwa,1,2014,2
,49,Manafwa,1,2014,2
,106,Manafwa,2,2014,2
,31,Manafwa,3,2014,2
,67,Manafwa,1,2014,2
,56,Manafwa,2,2014,2
,23,Manafwa,2,2014,2
,27,Manafwa,3,2014,2
,48,Manafwa,1,2014,2
,32,Manafwa,2,2014,2
,30,Manafwa,1,2014,2
,60,Manafwa,2,2014,2
,58,Manafwa,2,2014,2
,56,Manafwa,2,2014,2
,20,Manafwa,3,2014,2
,48,Manafwa,2,2014,2
,78,Manafwa,3,2014,2
,34,Manafwa,3,2014,2
,80,Manafwa,2,2014,2
,38,Manafwa,2,2014,2
,40,Manafwa,2,2014,2
,41,Manafwa,1,2014,2
,32,Manafwa,3,2014,2
,25,Manafwa,3,2014,2
,31,Manafwa,1,2014,2
,74,Manafwa,10,2015,2
,26,Manafwa,3,2014,2
,41,Manafwa,3,2014,2
,38,Manafwa,2,2014,2
,62,Manafwa,3,2014,2
,41,Manafwa,1,2014,2
,31,Manafwa,2,2014,2
,73,Manafwa,2,2014,2
,58,Manafwa,2,2014,2
,49,Manafwa,2,2014,2
,60,Manafwa,3,2014,2
,71,Manafwa,1,2014,2
,81,Manafwa,1,2014,2
,43,Manafwa,3,2014,2
,52,Manafwa,2,2014,2
,32,Manafwa,3,2014,2
,72,Manafwa,3,2014,2
,62,Manafwa,3,2014,2
,68,Manafwa,2,2014,2
,68,Manafwa,10,2015,2
,35,Manafwa,3,2014,2
,32,Manafwa,1,2014,2
,80,Manafwa,3,2014,2
,79,Manafwa,1,2014,2
,103,Manafwa,10,2015,2
,121,Manafwa,2,2014,2
,50,Manafwa,2,2014,2
,34,Manafwa,2,2014,2
,69,Manafwa,2,2014,2
,66,Manafwa,1,2014,2
,44,Manafwa,3,2014,2
,54,Manafwa,2,2014,2
,67,Manafwa,3,2014,2
,60,Manafwa,10,2015,2
,78,Manafwa,2,2014,2
,38,Manafwa,3,2014,2
,42,Manafwa,2,2014,2
,31,Manafwa,3,2014,2
,45,Manafwa,3,2014,2
,32,Manafwa,2,2014,2
,57,Manafwa,2,2014,2
,42,Manafwa,1,2014,2
,48,Manafwa,1,2014,2
,107,Manafwa,1,2014,2
,64,Manafwa,2,2014,2
,28,Manafwa,2,2014,2
,45,Manafwa,1,2014,2
,50,Manafwa,2,2014,2
,62,Manafwa,2,2014,2
,58,Manafwa,1,2014,2
,38,Manafwa,1,2014,2
,30,Manafwa,2,2014,2
,48,Manafwa,1,2014,2
,38,Manafwa,2,2014,2
,62,Manafwa,2,2014,2
,40,Manafwa,3,2014,2
,39,Manafwa,1,2014,2
,25,Manafwa,1,2014,2
,50,Manafwa,2,2014,2
,51,Manafwa,1,2014,2
,68,Manafwa,2,2014,2
,25,Manafwa,3,2014,2
,22,Manafwa,2,2014,2
,32,Manafwa,3,2014,2
,92,Manafwa,1,2014,2
,72,Manafwa,2,2014,2
,30,Manafwa,2,2014,2
,60,Manafwa,1,2014,2
,40,Manafwa,1,2014,2
,21,Manafwa,3,2014,2
,66,Manafwa,2,2014,2
,23,Manafwa,2,2014,2
,80,Manafwa,2,2014,2
,45,Manafwa,1,2014,2
,58,Manafwa,1,2014,2
,53,Manafwa,3,2014,2
,59,Manafwa,2,2014,2
,50,Manafwa,2,2014,2
,98,Manafwa,1,2014,2
,101,Manafwa,2,2014,2
,51,Manafwa,1,2014,2
,24,Manafwa,2,2014,2
,120,Manafwa,1,2014,2
,70,Manafwa,2,2014,2
,49,Manafwa,2,2014,2
,48,Manafwa,3,2014,2
,48,Manafwa,3,2014,2
,38,Manafwa,1,2014,2
,52,Manafwa,2,2014,2
,35,Manafwa,3,2014,2
,46,Manafwa,2,2014,2
,56,Manafwa,2,2014,2
,59,Manafwa,2,2014,2
,68,Manafwa,1,2014,2
,37,Manafwa,2,2014,2
,101,Manafwa,1,2014,2
,30,Manafwa,10,2015,2
,60,Manafwa,2,2014,2
,82,Manafwa,1,2014,2
,28,Manafwa,2,2014,2
,34,Manafwa,10,2015,2
,60,Manafwa,2,2014,2
,25,Manafwa,3,2014,2
,66,Manafwa,2,2014,2
,62,Manafwa,1,2014,2
,68,Manafwa,2,2014,2
,47,Manafwa,2,2014,2
,96,Manafwa,3,2014,2
,51,Manafwa,2,2014,2
,75,Manafwa,1,2014,2
,27,Manafwa,2,2014,2
,117,Manafwa,2,2014,2
,41,Manafwa,2,2014,2
,70,Manafwa,2,2014,2
,50,Manafwa,2,2014,2
,14,Manafwa,1,2014,2
,60,Manafwa,2,2014,2
,58,Manafwa,2,2014,2
,35,Manafwa,1,2014,2
,22,Manafwa,1,2014,2
,48,Manafwa,1,2014,2
,63,Manafwa,1,2014,2
,86,Manafwa,1,2014,2
,28,Manafwa,2,2014,2
,37,Manafwa,2,2014,2
,87,Manafwa,2,2014,2
,39,Manafwa,3,2014,2
,211,Manafwa,1,2014,2
,44,Manafwa,1,2014,2
,119,Manafwa,2,2014,2
,72,Manafwa,1,2014,2
,29,Manafwa,2,2014,2
,55,Manafwa,1,2014,2
,83,Manafwa,2,2014,2
,69,Manafwa,2,2014,2
,56,Manafwa,2,2014,2
,60,Manafwa,2,2014,2
,30,Manafwa,3,2014,2
,29,Manafwa,2,2014,2
,83,Manafwa,2,2014,2
,30,Manafwa,2,2014,2
,102,Manafwa,1,2014,2
,70,Manafwa,1,2014,2
,69,Manafwa,2,2014,2
,34,Manafwa,3,2014,2
,77,Manafwa,2,2014,2
,42,Manafwa,3,2014,2
,41,Manafwa,3,2014,2
,36,Manafwa,3,2014,2
,74,Manafwa,2,2014,2
,41,Manafwa,2,2014,2
,87,Manafwa,2,2014,2
,47,Manafwa,1,2014,2
,35,Manafwa,3,2014,2
,63,Manafwa,2,2014,2
,27,Manafwa,10,2015,2
,58,Manafwa,2,2014,2
,54,Manafwa,3,2014,2
,20,Manafwa,2,2014,2
,56,Manafwa,1,2014,2
,70,Manafwa,2,2014,2
,58,Manafwa,2,2014,2
,19,Manafwa,3,2014,2
,35,Manafwa,1,2014,2
,49,Manafwa,2,2014,2
,54,Manafwa,1,2014,2
,88,Manafwa,1,2014,2
,47,Manafwa,2,2014,2
,57,Manafwa,2,2014,2
,58,Manafwa,2,2014,2
,74,Manafwa,2,2014,2
,58,Manafwa,3,2014,2
,57,Manafwa,2,2014,2
,88,Manafwa,1,2014,2
,61,Manafwa,2,2014,2
,51,Manafwa,3,2014,2
,45,Manafwa,3,2014,2
,49,Manafwa,1,2014,2
,55,Manafwa,2,2014,2
,28,Manafwa,2,2014,2
,88,Manafwa,2,2014,2
,20,Manafwa,2,2014,2
,98,Manafwa,2,2014,2
,28,Ntungamo,2,2015,2
,26,Ntungamo,2,2015,2
,50,Ntungamo,2,2015,2
,50,Ntungamo,2,2015,2
,26,Ntungamo,2,2015,2
,18,Ntungamo,2,2015,2
,14,Ntungamo,2,2015,2
,26,Ntungamo,2,2015,2
,19,Ntungamo,2,2015,2
,40,Ntungamo,2,2015,2
,18,Ntungamo,2,2015,2
,32,Ntungamo,2,2015,2
,19,Ntungamo,2,2015,2
,22,Ntungamo,2,2015,2
,23,Ntungamo,2,2015,2
,26,Ntungamo,2,2015,2
,19,Ntungamo,2,2015,2
,28,Ntungamo,2,2015,2
,58,Ntungamo,2,2015,2
,38,Ntungamo,2,2015,2
,17,Ntungamo,2,2015,2
,21,Ntungamo,2,2015,2
,14,Ntungamo,2,2015,2
,24,Ntungamo,2,2015,2
,28,Ntungamo,2,2015,2
,19,Ntungamo,2,2015,2
,20,Ntungamo,2,2015,2
,37,Ntungamo,2,2015,2
,26,Ntungamo,2,2015,2
,17,Ntungamo,2,2015,2
,39,Ntungamo,2,2015,2
,57,Ntungamo,2,2015,2
,13,Ntungamo,2,2015,2
,21,Ntungamo,2,2015,2
,29,Ntungamo,2,2015,2
,22,Ntungamo,2,2015,2
,19,Ntungamo,2,2015,2
,16,Ntungamo,2,2015,2
,39,Ntungamo,2,2015,2
,22,Ntungamo,2,2015,2
,45,Ntungamo,2,2015,2
,30,Ntungamo,2,2015,2
,45,Ntungamo,2,2015,2
,34,Ntungamo,2,2015,2
,45,Ntungamo,2,2015,2
,15,Ntungamo,2,2015,2
,40,Ntungamo,2,2015,2
,60,Ntungamo,2,2015,2
,27,Namutumba,12,2014,2
,72,Namutumba,1,2015,2
,102,Namutumba,1,2015,2
,27,Namutumba,2,2015,2
,44,Namutumba,2,2015,2
,34,Namutumba,2,2015,2
,59,Namutumba,2,2015,2
,53,Namutumba,1,2015,2
,40,Namutumba,2,2015,2
,27,Namutumba,2,2015,2
,38,Namutumba,2,2015,2
,47,Namutumba,1,2015,2
,48,Namutumba,2,2015,2
,96,Namutumba,1,2015,2
,80,Namutumba,12,2014,2
,40,Namutumba,1,2015,2
,59,Namutumba,12,2014,2
,47,Namutumba,1,2015,2
,42,Namutumba,2,2015,2
,47,Namutumba,2,2015,2
,65,Namutumba,1,2015,2
,24,Namutumba,2,2015,2
,35,Namutumba,12,2014,2
,61,Namutumba,1,2015,2
,22,Namutumba,2,2015,2
,19,Namutumba,2,2015,2
,33,Namutumba,2,2015,2
,52,Namutumba,2,2015,2
,51,Namutumba,2,2015,2
,38,Namutumba,2,2015,2
,28,Namutumba,1,2015,2
,41,Namutumba,1,2015,2
,34,Namutumba,2,2015,2
,19,Namutumba,2,2015,2
,24,Namutumba,2,2015,2
,48,Namutumba,12,2014,2
,31,Namutumba,12,2014,2
,43,Namutumba,1,2015,2
,25,Namutumba,12,2014,2
,34,Namutumba,2,2015,2
,33,Namutumba,2,2015,2
,42,Namutumba,1,2015,2
,42,Namutumba,2,2015,2
,43,Namutumba,1,2015,2
,95,Namutumba,1,2015,2
,45,Namutumba,12,2014,2
,41,Namutumba,2,2015,2
,30,Namutumba,2,2015,2
,34,Namutumba,2,2015,2
,34,Namutumba,2,2015,2
,49,Namutumba,12,2014,2
,58,Namutumba,12,2014,2
,42,Namutumba,12,2014,2
,41,Namutumba,2,2015,2
,27,Namutumba,2,2015,2
,44,Namutumba,12,2014,2
,24,Namutumba,12,2014,2
,23,Namutumba,2,2015,2
,55,Namutumba,2,2015,2
,27,Namutumba,2,2015,2
,46,Namutumba,2,2015,2
,34,Namutumba,2,2015,2
,35,Namutumba,2,2015,2
,21,Namutumba,2,2015,2
,72,Namutumba,2,2015,2
,46,Namutumba,2,2015,2
,31,Namutumba,2,2015,2
,76,Namutumba,2,2015,2
,56,Namutumba,2,2015,2
,39,Namutumba,2,2015,2
,54,Namutumba,2,2015,2
,34,Namutumba,2,2015,2
,33,Namutumba,2,2015,2
,34,Namutumba,2,2015,2
,43,Namutumba,12,2014,2
,23,Namutumba,2,2015,2
,44,Namutumba,2,2015,2
,62,Namutumba,1,2015,2
,35,Namutumba,12,2014,2
,35,Namutumba,2,2015,2
,34,Namutumba,2,2015,2
,44,Namutumba,12,2014,2
,32,Namutumba,2,2015,2
,29,Namutumba,12,2014,2
,35,Namutumba,1,2015,2
,21,Namutumba,2,2015,2
,41,Namutumba,2,2015,2
,35,Namutumba,2,2015,2
,40,Namutumba,1,2015,2
,40,Namutumba,12,2014,2
,52,Namutumba,12,2014,2
,72,Namutumba,1,2015,2
,34,Namutumba,2,2015,2
,39,Namutumba,1,2015,2
,44,Namutumba,2,2015,2
,60,Namutumba,12,2014,2
,38,Namutumba,2,2015,2
,39,Namutumba,2,2015,2
,30,Namutumba,2,2015,2
,23,Namutumba,12,2014,2
,37,Namutumba,2,2015,2
,24,Namutumba,2,2015,2
,34,Namutumba,2,2015,2
,46,Namutumba,2,2015,2
,76,Namutumba,2,2015,2
,17,Namutumba,2,2015,2
,84,Namutumba,1,2015,2
,33,Namutumba,2,2015,2
,33,Namutumba,2,2015,2
,46,Namutumba,12,2014,2
,40,Namutumba,2,2015,2
,44,Namutumba,12,2014,2
,36,Namutumba,2,2015,2
,53,Namutumba,2,2015,2
,25,Namutumba,2,2015,2
,40,Namutumba,2,2015,2
,35,Namutumba,2,2015,2
,47,Namutumba,1,2015,2
,40,Namutumba,2,2015,2
,34,Namutumba,1,2015,2
,30,Namutumba,12,2014,2
,34,Namutumba,2,2015,2
,36,Namutumba,2,2015,2
,42,Namutumba,2,2015,2
,45,Namutumba,12,2014,2
,40,Namutumba,2,2015,2
,33,Namutumba,2,2015,2
,45,Namutumba,12,2014,2
,43,Namutumba,2,2015,2
,19,Namutumba,2,2015,2
,36,Namutumba,2,2015,2
,22,Namutumba,2,2015,2
,27,Namutumba,2,2015,2
,35,Namutumba,12,2014,2
,28,Namutumba,12,2014,2
,49,Namutumba,1,2015,2
,42,Namutumba,12,2014,2
,34,Namutumba,2,2015,2
,35,Namutumba,2,2015,2
,32,Namutumba,2,2015,2
,37,Namutumba,1,2015,2
,50,Namutumba,2,2015,2
,46,Namutumba,1,2015,2
,32,Namutumba,2,2015,2
,65,Namutumba,2,2015,2
,44,Namutumba,12,2014,2
,56,Namutumba,12,2014,2
,26,Namutumba,2,2015,2
,66,Namutumba,12,2014,2
,32,Namutumba,2,2015,2
,40,Namutumba,2,2015,2
,46,Namutumba,2,2015,2
,24,Namutumba,12,2014,2
,41,Namutumba,2,2015,2
,48,Namutumba,1,2015,2
,62,Namutumba,2,2015,2
,52,Namutumba,2,2015,2
,42,Namutumba,12,2014,2
,40,Namutumba,1,2015,2
,48,Namutumba,2,2015,2
,54,Namutumba,12,2014,2
,40,Namutumba,2,2015,2
,33,Namutumba,2,2015,2
,21,Namutumba,12,2014,2
,30,Namutumba,1,2015,2
,33,Namutumba,2,2015,2
,55,Namutumba,1,2015,2
,41,Namutumba,2,2015,2
,29,Namutumba,1,2015,2
,48,Namutumba,12,2014,2
,32,Namutumba,1,2015,2
,39,Namutumba,1,2015,2
,33,Namutumba,2,2015,2
,60,Namutumba,2,2015,2
,52,Namutumba,12,2014,2
,36,Namutumba,1,2015,2
,55,Namutumba,12,2014,2
,30,Namutumba,2,2015,2
,31,Namutumba,1,2015,2
,46,Namutumba,1,2015,2
,55,Namutumba,2,2015,2
,34,Namutumba,2,2015,2
,38,Namutumba,12,2014,2
,25,Namutumba,2,2015,2
,25,Namutumba,2,2015,2
,27,Namutumba,12,2014,2
,59,Namutumba,1,2015,2
,53,Namutumba,12,2014,2
,38,Namutumba,2,2015,2
,91,Namutumba,1,2015,2
,52,Namutumba,2,2015,2
,53,Namutumba,12,2014,2
,48,Namutumba,2,2015,2
,38,Namutumba,12,2014,2
,30,Namutumba,2,2015,2
,31,Namutumba,2,2015,2
,45,Namutumba,1,2015,2
,34,Namutumba,12,2014,2
,38,Namutumba,1,2015,2
,30,Namutumba,1,2015,2
,41,Namutumba,1,2015,2
,27,Namutumba,2,2015,2
,46,Namutumba,12,2014,2
,43,Namutumba,2,2015,2
,48,Namutumba,12,2014,2
,32,Namutumba,1,2015,2
,41,Namutumba,2,2015,2
,46,Namutumba,12,2014,2
,31,Namutumba,1,2015,2
,31,Namutumba,12,2014,2
,45,Namutumba,1,2015,2
,38,Namutumba,12,2014,2
,42,Namutumba,2,2015,2
,53,Namutumba,2,2015,2
,34,Namutumba,12,2014,2
,34,Namutumba,2,2015,2
,32,Namutumba,1,2015,2
,70,Namutumba,1,2015,2
,36,Namutumba,2,2015,2
,43,Namutumba,1,2015,2
,40,Namutumba,2,2015,2
,28,Namutumba,2,2015,2
,44,Namutumba,12,2014,2
,59,Namutumba,1,2015,2
,40,Namutumba,1,2015,2
,64,Namutumba,12,2014,2
,35,Namutumba,1,2015,2
,32,Namutumba,12,2014,2
,25,Namutumba,2,2015,2
,36,Namutumba,2,2015,2
,27,Namutumba,12,2014,2
,34,Namutumba,2,2015,2
,51,Namutumba,1,2015,2
,60,Namutumba,12,2014,2
,39,Namutumba,1,2015,2
,34,Namutumba,1,2015,2
,52,Namutumba,1,2015,2
,56,Namutumba,12,2014,2
,46,Namutumba,2,2015,2
,37,Namutumba,12,2014,2
,65,Namutumba,1,2015,2
,30,Namutumba,12,2014,2
,39,Namutumba,2,2015,2
,83,Namutumba,2,2015,2
,52,Namutumba,2,2015,2
,52,Namutumba,1,2015,2
,24,Namutumba,12,2014,2
,32,Namutumba,12,2014,2
,43,Namutumba,12,2014,2
,50,Namutumba,2,2015,2
,31,Namutumba,2,2015,2
,34,Namutumba,2,2015,2
,23,Namutumba,2,2015,2
,63,Namutumba,12,2014,2
,30,Namutumba,2,2015,2
,31,Namutumba,12,2014,2
,43,Namutumba,2,2015,2
,34,Namutumba,2,2015,2
,33,Namutumba,2,2015,2
,45,Namutumba,2,2015,2
,38,Namutumba,12,2014,2
,16,Namutumba,1,2015,2
,26,Namutumba,2,2015,2
,51,Namutumba,12,2014,2
,42,Namutumba,2,2015,2
,47,Namutumba,2,2015,2
,68,Namutumba,12,2014,2
,61,Namutumba,1,2015,2
,68,Namutumba,12,2014,2
,40,Namutumba,1,2015,2
,40,Namutumba,2,2015,2
,64,Namutumba,2,2015,2
,64,Namutumba,12,2014,2
,34,Namutumba,12,2014,2
,47,Namutumba,12,2014,2
,34,Namutumba,2,2015,2
,40,Namutumba,1,2015,2
,33,Namutumba,1,2015,2
,64,Namutumba,1,2015,2
,47,Namutumba,2,2015,2
,43,Namutumba,1,2015,2
,26,Namutumba,12,2014,2
,53,Namutumba,12,2014,2
,32,Namutumba,12,2014,2
,72,Namutumba,12,2014,2
,56,Namutumba,2,2015,2
,51,Namutumba,1,2015,2
,38,Namutumba,1,2015,2
,52,Namutumba,2,2015,2
,66,Namutumba,2,2015,2
,66,Namutumba,12,2014,2
,30,Namutumba,2,2015,2
,45,Namutumba,12,2014,2
,36,Namutumba,2,2015,2
,27,Namutumba,2,2015,2
,40,Namutumba,12,2014,2
,35,Namutumba,1,2015,2
,34,Namutumba,2,2015,2
,23,Namutumba,2,2015,2
,36,Namutumba,2,2015,2
,40,Namutumba,2,2015,2
,64,Namutumba,12,2014,2
,47,Namutumba,1,2015,2
,33,Namutumba,12,2014,2
,53,Namutumba,2,2015,2
,47,Namutumba,2,2015,2
,38,Namutumba,12,2014,2
,44,Namutumba,12,2014,2
,58,Namutumba,1,2015,2
,68,Namutumba,12,2014,2
,41,Namutumba,12,2014,2
,51,Namutumba,2,2015,2
,31,Namutumba,2,2015,2
,81,Namutumba,1,2015,2
,45,Namutumba,12,2014,2
,48,Namutumba,12,2014,2
,35,Namutumba,1,2015,2
,20,Namutumba,2,2015,2
,35,Namutumba,2,2015,2
,33,Namutumba,12,2014,2
,34,Namutumba,1,2015,2
,59,Namutumba,2,2015,2
,42,Namutumba,12,2014,2
,52,Namutumba,12,2014,2
,72,Namutumba,12,2014,2
,36,Namutumba,2,2015,2
,50,Namutumba,2,2015,2
,27,Namutumba,2,2015,2
,58,Namutumba,12,2014,2
,18,Namutumba,2,2015,2
,40,Namutumba,12,2014,2
,42,Namutumba,2,2015,2
,28,Namutumba,2,2015,2
,58,Namutumba,2,2015,2
,54,Namutumba,2,2015,2
,41,Namutumba,1,2015,2
,43,Namutumba,1,2015,2
,54,Namutumba,1,2015,2
,54,Namutumba,2,2015,2
,34,Namutumba,2,2015,2
,81,Namutumba,1,2015,2
,47,Namutumba,2,2015,2
,39,Namutumba,2,2015,2
,26,Namutumba,12,2014,2
,40,Namutumba,2,2015,2
,50,Namutumba,12,2014,2
,50,Namutumba,2,2015,2
,70,Namutumba,12,2014,2
,38,Namutumba,1,2015,2
,31,Namutumba,1,2015,2
,54,Namutumba,12,2014,2
,50,Namutumba,1,2015,2
,34,Namutumba,2,2015,2
,39,Namutumba,12,2014,2
,37,Namutumba,2,2015,2
,47,Namutumba,12,2014,2
,52,Namutumba,1,2015,2
,35,Namutumba,2,2015,2
,117,Namutumba,1,2015,2
,56,Namutumba,12,2014,2
,40,Namutumba,2,2015,2
,47,Namutumba,1,2015,2
,36,Namutumba,1,2015,2
,45,Namutumba,12,2014,2
,50,Namutumba,2,2015,2
,42,Namutumba,1,2015,2
,53,Namutumba,2,2015,2
,42,Namutumba,2,2015,2
,44,Namutumba,2,2015,2
,48,Namutumba,12,2014,2
,49,Namutumba,12,2014,2
,39,Namutumba,12,2014,2
,31,Namutumba,2,2015,2
,31,Namutumba,12,2014,2
,43,Namutumba,2,2015,2
,37,Namutumba,1,2015,2
