ID,cem301_attendees_total,cem011 prgrm,month,year,country
,72,Kibuku  3,5,2013,2
,45,Kibuku  3,4,2014,2
,26,Kibuku  3,3,2015,2
,30,Kibuku  3,5,2013,2
,29,Kibuku  3,4,2014,2
,30,Kibuku  3,5,2013,2
,49,Kibuku  3,4,2014,2
,34,Kibuku  3,4,2013,2
,37,Kibuku  3,4,2013,2
,46,Kibuku  3,5,2013,2
,69,Kibuku  3,4,2014,2
,56,Kibuku  3,5,2013,2
,25,Kibuku  3,5,2013,2
,28,Kibuku  3,4,2013,2
,62,Kibuku  3,5,2013,2
,96,Kibuku  3,5,2013,2
,40,Kibuku  3,5,2013,2
,41,Kibuku  3,5,2013,2
,31,Kibuku  3,3,2015,2
,23,Kibuku  3,5,2013,2
,47,Kibuku  3,5,2013,2
,40,Kibuku  3,5,2013,2
,48,Kibuku  3,5,2013,2
,48,Kibuku  3,4,2013,2
,26,Kibuku  3,4,2013,2
,28,Kibuku  3,5,2013,2
,41,Kibuku  3,5,2013,2
,25,Kibuku  3,3,2015,2
,32,Kibuku  3,4,2013,2
,58,Kibuku  3,5,2013,2
,69,Kibuku  3,5,2013,2
,61,Kibuku  3,3,2015,2
,45,Kibuku  3,5,2013,2
,30,Kibuku  3,5,2013,2
,50,Kibuku  3,5,2013,2
,37,Kibuku  3,4,2013,2
,64,Kibuku  3,5,2013,2
,17,Kibuku  3,3,2015,2
,61,Kibuku  3,5,2013,2
,38,Kibuku  3,5,2013,2
,28,Kibuku  3,4,2013,2
,59,Kibuku  3,4,2013,2
,33,Kibuku  3,3,2015,2
,55,Kibuku  3,5,2013,2
,52,Kibuku  3,3,2015,2
,21,Kibuku  3,5,2013,2
,40,Kibuku  3,4,2013,2
,60,Kibuku  3,5,2013,2
,21,Kibuku  3,4,2014,2
,43,Kibuku  3,4,2013,2
,67,Kibuku  3,5,2013,2
,29,Kibuku  3,4,2013,2
,89,Kibuku  3,5,2013,2
,56,Kibuku  3,5,2013,2
,50,Kibuku  3,4,2014,2
,33,Kibuku  3,5,2013,2
,22,Kibuku  3,4,2013,2
,23,Kibuku  3,5,2013,2
,27,Kibuku  3,5,2013,2
,28,Kibuku  3,5,2013,2
,32,Kibuku  3,4,2013,2
,21,Kibuku  3,4,2013,2
,25,Kibuku  3,4,2014,2
,45,Kibuku  3,5,2013,2
,45,Kibuku  3,5,2013,2
,33,Kibuku  3,4,2013,2
,30,Kibuku  3,5,2013,2
,32,Kibuku  3,3,2015,2
,48,Kibuku  3,4,2013,2
,41,Kibuku  3,4,2013,2
,64,Kibuku  3,3,2015,2
,39,Kibuku  3,5,2013,2
,22,Kibuku  3,4,2013,2
,60,Kibuku  3,5,2013,2
,66,Kibuku  3,3,2015,2
,52,Kibuku  3,3,2015,2
,155,Kibuku  3,4,2013,2
,26,Kibuku  3,4,2014,2
,19,Kibuku  3,4,2013,2
,68,Kibuku  3,4,2013,2
,27,Kibuku  3,5,2013,2
,25,Kibuku  3,4,2013,2
,74,Kibuku  3,5,2013,2
,28,Kibuku  3,4,2014,2
,35,Kibuku  3,5,2013,2
,61,Kibuku  3,5,2013,2
,32,Kibuku  3,4,2013,2
,70,Kibuku  3,5,2013,2
,38,Kibuku  3,5,2013,2
,43,Kibuku  3,5,2013,2
,20,Kibuku  3,5,2013,2
,40,Kibuku  3,5,2013,2
,29,Kibuku  3,4,2013,2
,43,Kibuku  3,5,2013,2
,80,Kibuku  3,5,2013,2
,42,Kibuku  3,4,2014,2
,49,Kibuku  3,5,2013,2
,60,Kibuku  3,5,2013,2
,44,Kibuku  3,5,2013,2
,35,Kibuku  3,5,2013,2
,21,Kibuku  3,4,2014,2
,37,Kibuku  3,4,2013,2
,37,Kibuku  3,4,2013,2
,79,Kibuku  3,5,2013,2
,28,Kibuku  3,5,2013,2
,30,Kibuku  3,4,2013,2
,35,Kibuku  3,4,2013,2
,73,Kibuku  3,3,2015,2
,33,Kibuku  3,5,2013,2
,21,Kibuku  3,4,2014,2
,61,Kibuku  3,5,2013,2
,59,Kibuku  3,4,2014,2
,32,Kibuku  3,4,2014,2
,38,Kibuku  3,4,2013,2
,52,Kibuku  3,4,2013,2
,58,Kibuku  3,3,2015,2
,35,Kibuku  3,5,2013,2
,24,Kibuku  3,5,2013,2
,41,Kibuku  3,5,2013,2
,39,Kibuku  3,5,2013,2
,31,Kibuku  3,4,2013,2
,40,Kibuku  3,5,2013,2
,32,Kibuku  3,4,2013,2
,46,Kibuku  3,5,2013,2
,32,Kibuku  3,4,2013,2
,41,Kibuku  3,5,2013,2
,30,Kibuku  3,5,2013,2
,40,Kibuku  3,3,2015,2
,26,Kibuku  3,3,2015,2
,28,Kibuku  3,4,2014,2
,53,Kibuku  3,3,2015,2
,13,Kibuku  3,3,2015,2
,21,Kibuku  3,4,2013,2
,36,Kibuku  3,5,2013,2
,39,Kibuku  3,5,2013,2
,32,Kibuku  3,4,2013,2
,42,Kibuku  3,5,2013,2
,20,Kibuku  3,3,2015,2
,46,Kibuku  3,5,2013,2
,30,Kibuku  3,4,2014,2
,18,Kibuku  3,3,2015,2
,41,Kibuku  3,5,2013,2
,75,Kibuku  3,4,2013,2
,50,Kibuku  3,5,2013,2
,32,Kibuku  3,5,2013,2
,22,Kibuku  3,5,2013,2
,29,Kibuku  3,4,2013,2
,23,Kibuku  3,4,2014,2
,57,Kibuku  3,5,2013,2
,34,Kibuku  3,4,2013,2
,86,Kibuku  3,5,2013,2
,21,Kibuku  3,4,2013,2
,43,Kibuku  3,3,2015,2
,29,Kibuku  3,5,2013,2
,21,Kibuku  3,5,2013,2
,37,Kibuku  3,3,2015,2
,44,Kibuku  3,4,2013,2
,55,Kibuku  3,3,2015,2
,29,Kibuku  3,5,2013,2
,40,Kibuku  3,5,2013,2
,38,Kibuku  3,5,2013,2
,44,Kibuku  3,3,2015,2
,54,Kibuku  3,3,2015,2
,39,Kibuku  3,5,2013,2
,35,Kibuku  3,5,2013,2
,26,Kibuku  3,4,2013,2
,22,Kibuku  3,5,2013,2
,25,Kibuku  3,5,2013,2
,57,Kibuku  3,4,2014,2
,55,Kibuku  3,5,2013,2
,32,Kibuku  3,4,2013,2
,44,Kibuku  3,4,2013,2
,55,Kibuku  3,5,2013,2
,40,Kibuku  3,4,2014,2
,55,Kibuku  3,5,2013,2
,42,Kibuku  3,5,2013,2
,60,Kibuku  3,5,2013,2
,40,Kibuku  3,5,2013,2
,45,Kibuku  3,5,2013,2
,40,Kibuku  3,5,2013,2
,16,Kibuku  3,5,2013,2
,28,Kibuku  3,4,2014,2
,26,Kibuku  3,4,2013,2
,42,Kibuku  3,4,2013,2
,81,Kibuku  3,3,2015,2
,22,Kibuku  3,4,2013,2
,32,Kibuku  3,6,2014,2
,12,Kibuku  3,5,2013,2
,28,Kibuku  3,5,2013,2
,25,Kibuku  3,5,2013,2
,59,Kibuku  3,4,2013,2
,38,Kibuku  3,5,2013,2
,52,Kibuku  3,4,2013,2
,22,Kibuku  3,5,2013,2
,50,Kibuku  3,5,2013,2
,25,Kibuku  3,4,2013,2
,23,Kibuku  3,5,2013,2
,40,Kibuku  3,5,2013,2
,38,Kibuku  3,4,2013,2
,32,Kibuku  3,4,2013,2
,30,Kibuku  3,3,2015,2
,41,Kibuku  3,5,2013,2
,51,Kibuku  3,5,2013,2
,38,Kibuku  3,3,2015,2
,27,Kibuku  3,4,2014,2
,32,Kibuku  3,3,2015,2
,28,Kibuku  4,8,2013,2
,45,Kibuku  4,4,2014,2
,45,Kibuku  4,4,2014,2
,24,Kibuku  4,7,2013,2
,28,Kibuku  4,4,2014,2
,30,Kibuku  4,8,2013,2
,19,Kibuku  4,4,2014,2
,52,Kibuku  4,7,2013,2
,21,Kibuku  4,8,2013,2
,23,Kibuku  4,4,2014,2
,23,Kibuku  4,8,2013,2
,31,Kibuku  4,4,2014,2
,40,Kibuku  4,8,2013,2
,32,Kibuku  4,8,2013,2
,68,Kibuku  4,7,2013,2
,31,Kibuku  4,8,2013,2
,41,Kibuku  4,4,2014,2
,17,Kibuku  4,4,2014,2
,37,Kibuku  4,8,2013,2
,30,Kibuku  4,8,2013,2
,33,Kibuku  4,8,2013,2
,30,Kibuku  4,7,2013,2
,72,Kibuku  4,8,2013,2
,57,Kibuku  4,8,2013,2
,32,Kibuku  4,8,2013,2
,52,Kibuku  4,8,2013,2
,48,Kibuku  4,8,2013,2
,28,Kibuku  4,8,2013,2
,40,Kibuku  4,8,2013,2
,37,Kibuku  4,8,2013,2
,40,Kibuku  4,5,2013,2
,45,Kibuku  4,8,2013,2
,37,Kibuku  4,8,2013,2
,17,Kibuku  4,8,2013,2
,34,Kibuku  4,8,2013,2
,40,Kibuku  4,8,2013,2
,61,Kibuku  4,7,2013,2
,48,Kibuku  4,8,2013,2
,45,Kibuku  4,8,2013,2
,42,Kibuku  4,8,2013,2
,66,Kibuku  4,8,2013,2
,50,Kibuku  4,8,2013,2
,46,Kibuku  4,8,2013,2
,24,Kibuku  4,8,2013,2
,33,Kibuku  4,4,2014,2
,26,Kibuku  4,4,2014,2
,28,Kibuku  4,4,2014,2
,42,Kibuku  4,8,2013,2
,32,Kibuku  4,4,2014,2
,25,Kibuku  4,4,2014,2
,18,Kibuku  4,8,2013,2
,36,Kibuku  4,4,2013,2
,39,Kibuku  4,8,2013,2
,41,Kibuku  4,8,2013,2
,25,Kibuku  4,8,2013,2
,20,Kibuku  4,8,2013,2
,42,Kibuku  4,7,2013,2
,22,Kibuku  4,1,2013,2
,45,Kibuku  4,7,2013,2
,23,Kibuku  4,4,2014,2
,44,Kibuku  4,7,2013,2
,29,Kibuku  4,7,2013,2
,21,Kibuku  4,8,2013,2
,51,Kibuku  4,8,2013,2
,20,Kibuku  4,4,2014,2
,41,Kibuku  4,8,2013,2
,47,Kibuku  4,7,2013,2
,35,Kibuku  4,5,2013,2
,28,Kibuku  4,4,2014,2
,22,Kibuku  4,8,2013,2
,20,Kibuku  4,8,2013,2
,,Kibuku  4,4,2013,2
,26,Kibuku  4,4,2014,2
,34,Kibuku  4,8,2013,2
,13,Kibuku  4,4,2014,2
,23,Kibuku  4,8,2013,2
,35,Kibuku  4,7,2013,2
,20,Kibuku  4,4,2014,2
,48,Kibuku  4,8,2013,2
,25,Kibuku  4,4,2014,2
,23,Kibuku  4,4,2014,2
,26,Kibuku  4,4,2014,2
,25,Kibuku  4,4,2014,2
,35,Kibuku  4,5,2013,2
,22,Kibuku  4,8,2013,2
,30,Kibuku  4,8,2013,2
,24,Kibuku  4,8,2013,2
,34,Kibuku  4,8,2013,2
,19,Kibuku  4,4,2014,2
,53,Kibuku  4,8,2013,2
,43,Kibuku  4,8,2013,2
,28,Kibuku  4,8,2013,2
,40,Kibuku  4,4,2014,2
,32,Kibuku  4,8,2013,2
,41,Kibuku  4,8,2013,2
,28,Kibuku  4,5,2013,2
,32,Kibuku  4,8,2013,2
,20,Kibuku  4,4,2014,2
,37,Kibuku  4,4,2014,2
,34,Kibuku  4,7,2013,2
,42,Kibuku  4,4,2014,2
,46,Kibuku  4,4,2014,2
,38,Kibuku  4,4,2014,2
,17,Kibuku  4,4,2014,2
,15,Kibuku  4,4,2014,2
,35,Kibuku  4,4,2014,2
,24,Kibuku  4,8,2013,2
,37,Kibuku  4,4,2014,2
,30,Kibuku  4,8,2013,2
,31,Kibuku  4,8,2013,2
,25,Kibuku  4,8,2013,2
,35,Kibuku  4,7,2013,2
,35,Kibuku  4,4,2014,2
,25,Kibuku  4,8,2013,2
,39,Kibuku  4,8,2013,2
,30,Kibuku  4,8,2013,2
,25,Kibuku  4,8,2013,2
,46,Kibuku  4,8,2013,2
,32,Kibuku  4,8,2013,2
,30,Kibuku  4,8,2013,2
,21,Kibuku  4,4,2014,2
,29,Kibuku  4,8,2013,2
,27,Kibuku  4,8,2013,2
,19,Kibuku  4,4,2014,2
,22,Kibuku  4,8,2013,2
,20,Kibuku  4,4,2014,2
,45,Kibuku  4,7,2013,2
,30,Kibuku  4,8,2013,2
,26,Kibuku  4,4,2014,2
,24,Kibuku  4,4,2014,2
,52,Kibuku  4,8,2013,2
,18,Kibuku  4,4,2014,2
,30,Kibuku  4,8,2013,2
,23,Kibuku  4,8,2013,2
,14,Kibuku  4,7,2013,2
,38,Kibuku  4,5,2013,2
,42,Kibuku  4,8,2013,2
,34,Kibuku  4,8,2013,2
,17,Kibuku  4,8,2013,2
,48,Kibuku  4,8,2013,2
,45,Kibuku  4,8,2013,2
,29,Kibuku  4,8,2013,2
,,Kibuku  4,4,2013,2
,33,Kibuku  4,7,2013,2
,43,Kibuku  4,7,2013,2
,23,Kibuku  4,4,2014,2
,50,Kibuku  4,8,2013,2
,31,Kibuku  4,7,2013,2
,46,Kibuku  4,4,2014,2
,23,Kibuku  4,4,2014,2
,25,Kibuku  4,4,2014,2
,46,Kibuku  4,4,2014,2
,53,Kibuku  4,7,2013,2
,25,Kibuku  4,7,2013,2
,33,Kibuku  4,4,2014,2
,38,Kibuku  4,8,2013,2
,40,Kibuku  4,8,2013,2
,58,Kibuku  4,8,2013,2
,64,Kibuku  4,4,2014,2
,33,Kibuku  4,8,2013,2
,38,Kibuku  4,8,2013,2
,48,Kibuku  4,8,2013,2
,31,Kibuku  4,4,2014,2
,45,Kibuku  4,7,2013,2
,40,Kibuku  4,4,2014,2
,28,Kibuku  4,8,2013,2
,15,Kibuku  4,8,2013,2
,31,Kibuku  4,4,2014,2
,38,Kibuku  4,4,2014,2
,10,Kibuku  4,8,2013,2
,33,Kibuku  4,1,2013,2
,62,Kibuku  4,4,2014,2
,46,Kibuku  4,8,2013,2
,41,Kibuku  4,8,2013,2
,40,Kibuku  4,4,2014,2
,31,Kibuku  4,7,2013,2
,34,Kibuku  4,4,2014,2
,49,Kibuku  4,7,2013,2
,28,Kibuku  4,8,2013,2
,50,Kibuku  4,7,2013,2
,30,Kibuku  4,8,2013,2
,50,Kibuku  4,5,2013,2
,24,Kibuku  4,8,2013,2
,20,Kibuku  4,4,2014,2
,28,Kibuku  4,7,2013,2
,51,Kibuku  4,8,2013,2
,49,Kibuku  4,8,2013,2
,28,Kibuku  4,8,2013,2
,28,Kibuku  4,5,2013,2
,48,Kibuku  4,4,2014,2
,89,Kibuku  4,8,2013,2
,53,Kibuku  4,7,2013,2
,54,Kibuku  4,8,2013,2
,21,Kibuku  4,8,2013,2
,26,Kibuku  4,7,2013,2
,21,Kibuku  4,4,2014,2
,50,Kibuku  4,7,2013,2
,51,Kibuku  4,8,2013,2
,20,Kibuku  4,8,2013,2
,36,Kibuku  4,4,2014,2
,69,Kibuku  4,8,2013,2
,35,Kibuku  4,8,2013,2
,25,Kibuku  4,4,2014,2
,52,Kibuku  4,8,2013,2
,24,Kibuku  4,7,2013,2
,20,Kibuku  4,7,2013,2
,49,Kibuku  4,7,2013,2
,29,Kibuku  4,8,2013,2
,34,Kibuku  4,8,2013,2
,32,Kibuku  4,8,2013,2
,30,Mbale,8,2014,2
,38,Mbale,9,2014,2
,60,Mbale,9,2014,2
,30,Mbale,9,2014,2
,33,Mbale,9,2014,2
,14,Mbale,10,2014,2
,33,Mbale,9,2014,2
,40,Mbale,9,2014,2
,22,Mbale,9,2014,2
,37,Mbale,8,2014,2
,26,Mbale,9,2014,2
,18,Mbale,9,2014,2
,44,Mbale,8,2014,2
,38,Mbale,9,2014,2
,32,Mbale,9,2014,2
,16,Mbale,9,2014,2
,21,Mbale,8,2014,2
,28,Mbale,9,2014,2
,31,Mbale,9,2014,2
,20,Mbale,9,2014,2
,67,Mbale,9,2014,2
,25,Mbale,9,2014,2
,45,Mbale,10,2014,2
,38,Mbale,9,2014,2
,33,Mbale,10,2014,2
,14,Mbale,10,2014,2
,17,Mbale,9,2014,2
,26,Mbale,8,2014,2
,38,Mbale,9,2014,2
,35,Mbale,9,2014,2
,39,Mbale,9,2014,2
,22,Mbale,9,2014,2
,35,Mbale,9,2014,2
,23,Mbale,10,2014,2
,24,Mbale,9,2014,2
,21,Mbale,8,2014,2
,30,Mbale,10,2014,2
,23,Mbale,9,2014,2
,349,Mbale,9,2014,2
,33,Mbale,10,2014,2
,56,Mbale,8,2014,2
,25,Mbale,9,2014,2
,17,Mbale,9,2014,2
,32,Mbale,8,2014,2
,20,Mbale,8,2014,2
,51,Mbale,9,2014,2
,51,Mbale,9,2014,2
,21,Mbale,10,2014,2
,18,Mbale,10,2014,2
,47,Mbale,9,2014,2
,30,Mbale,8,2014,2
,67,Mbale,9,2014,2
,37,Mbale,9,2014,2
,40,Mbale,9,2014,2
,37,Mbale,8,2014,2
,10,Mbale,8,2014,2
,25,Mbale,8,2014,2
,47,Mbale,9,2014,2
,29,Mbale,9,2014,2
,12,Mbale,9,2014,2
,45,Mbale,9,2014,2
,36,Mbale,9,2014,2
,20,Mbale,10,2014,2
,53,Mbale,9,2014,2
,17,Mbale,8,2014,2
,31,Mbale,10,2014,2
,48,Mbale,10,2014,2
,15,Mbale,9,2014,2
,28,Mbale,9,2014,2
,31,Mbale,9,2014,2
,24,Mbale,10,2014,2
,26,Mbale,10,2014,2
,27,Mbale,9,2014,2
,30,Mbale,9,2014,2
,12,Mbale,9,2014,2
,15,Mbale,9,2014,2
,45,Mbale,9,2014,2
,30,Mbale,10,2014,2
,33,Mbale,8,2014,2
,29,Mbale,10,2014,2
,32,Mbale,9,2014,2
,27,Mbale,9,2014,2
,48,Mbale,9,2014,2
,27,Mbale,9,2014,2
,46,Mbale,8,2014,2
,23,Mbale,9,2014,2
,51,Mbale,9,2014,2
,16,Mbale,10,2014,2
,38,Mbale,1,2014,2
,39,Mbale,9,2014,2
,26,Mbale,9,2014,2
,25,Mbale,9,2014,2
,49,Mbale,9,2014,2
,57,Mbale,9,2014,2
,50,Mbale,8,2014,2
,48,Mbale,9,2014,2
,40,Mbale,9,2014,2
,45,Mbale,8,2014,2
,36,Mbale,8,2014,2
,45,Mbale,9,2014,2
,23,Mbale,9,2014,2
,58,Mbale,9,2014,2
,55,Mbale,10,2014,2
,19,Mbale,9,2014,2
,34,Mbale,9,2014,2
,21,Mbale,9,2014,2
,49,Mbale,9,2014,2
,17,Mbale,8,2014,2
,40,Mbale,9,2014,2
,35,Mbale,9,2014,2
,40,Mbale,9,2014,2
,31,Mbale,8,2014,2
,32,Mbale,9,2014,2
,25,Mbale,9,2014,2
,60,Mbale,9,2014,2
,38,Mbale,8,2014,2
,76,Mbale,10,2015,2
,24,Mbale,10,2014,2
,18,Mbale,9,2014,2
,29,Mbale,9,2014,2
,26,Mbale,9,2014,2
,40,Mbale,8,2014,2
,29,Mbale,9,2014,2
,17,Mbale,9,2014,2
,30,Mbale,8,2014,2
,46,Mbale,9,2014,2
,34,Mbale,10,2014,2
,33,Mbale,9,2014,2
,21,Mbale,10,2014,2
,35,Mbale,10,2014,2
,59,Mbale,9,2014,2
,38,Mbale,9,2014,2
,45,Mbale,9,2014,2
,42,Mbale,10,2015,2
,47,Mbale,9,2014,2
,68,Mbale,9,2014,2
,37,Mbale,8,2014,2
,55,Mbale,9,2014,2
,53,Mbale,9,2014,2
,32,Mbale,9,2014,2
,28,Mbale,9,2014,2
,34,Mbale,9,2014,2
,50,Mbale,9,2014,2
,150,Mbale,9,2014,2
,26,Mbale,10,2014,2
,17,Mbale,9,2014,2
,22,Mbale,9,2014,2
,30,Mbale,10,2014,2
,27,Mbale,8,2014,2
,44,Mbale,9,2014,2
,43,Mbale,9,2014,2
,32,Mbale,9,2014,2
,22,Mbale,9,2014,2
,31,Mbale,10,2014,2
,22,Mbale,9,2014,2
,39,Mbale,9,2014,2
,23,Mbale,9,2014,2
,27,Mbale,9,2014,2
,42,Mbale,9,2014,2
,44,Mbale,8,2014,2
,25,Mbale,8,2014,2
,21,Mbale,9,2014,2
,23,Mbale,9,2014,2
,22,Mbale,8,2014,2
,35,Mbale,10,2015,2
,36,Mbale,10,2014,2
,40,Mbale,8,2014,2
,60,Mbale,8,2014,2
,25,Mbale,9,2014,2
,23,Mbale,8,2014,2
,34,Mbale,10,2014,2
,28,Mbale,9,2014,2
,16,Mbale,9,2014,2
,49,Mbale,8,2014,2
,62,Mbale,9,2014,2
,19,Mbale,8,2014,2
,10,Mbale,8,2014,2
,35,Mbale,9,2014,2
,45,Mbale,9,2014,2
,26,Mbale,10,2015,2
,47,Mbale,8,2014,2
,52,Mbale,9,2014,2
,24,Mbale,8,2014,2
,23,Mbale,9,2014,2
,55,Mbale,9,2014,2
,21,Mbale,9,2014,2
,54,Mbale,9,2014,2
,35,Mbale,9,2014,2
,25,Mbale,8,2014,2
,99,Mbale,9,2014,2
,34,Mbale,9,2014,2
,15,Mbale,9,2014,2
,20,Mbale,9,2014,2
,22,Mbale,9,2014,2
,15,Mbale,9,2014,2
,35,Mbale,9,2014,2
,23,Mbale,8,2014,2
,43,Mbale,9,2014,2
,18,Mbale,8,2014,2
,18,Mbale,10,2014,2
,29,Mbale,9,2014,2
,18,Mbale,10,2014,2
,40,Mbale,9,2014,2
,52,Mbale,10,2014,2
,48,Mbale,8,2014,2
,30,Mbale,8,2014,2
,32,Mbale,9,2014,2
,21,Mbale,9,2014,2
,42,Mbale,9,2014,2
,38,Mbale,9,2014,2
,22,Mbale,9,2014,2
,59,Mbale,10,2014,2
,20,Mbale,9,2014,2
,12,Mbale,10,2014,2
,17,Mbale,9,2014,2
,45,Mbale,9,2014,2
,27,Mbale,10,2014,2
,30,Mbale,9,2014,2
,22,Mbale,8,2014,2
,51,Mbale,9,2014,2
,34,Mbale,9,2014,2
,22,Mbale,9,2014,2
,37,Mbale,8,2014,2
,40,Mbale,10,2014,2
,24,Mbale,9,2014,2
,20,Mbale,9,2014,2
,46,Mbale,10,2014,2
,40,Mbale,9,2014,2
,38,Mbale,10,2014,2
,16,Mbale,10,2014,2
,36,Mbale,9,2014,2
,56,Mbale,9,2014,2
,56,Mbale,9,2014,2
,49,Mbale,10,2014,2
,45,Mbale,10,2014,2
,20,Mbale,9,2014,2
,19,Mbale,10,2014,2
,15,Mbale,9,2014,2
,34,Mbale,9,2014,2
,42,Mbale,9,2014,2
,14,Mbale,8,2014,2
,25,Mbale,8,2014,2
,17,Mbale,9,2014,2
,32,Mbale,9,2014,2
,23,Mbale,9,2014,2
,30,Mbale,9,2014,2
,32,Mbale,8,2014,2
,29,Mbale,10,2014,2
,58,Mbale,8,2014,2
,20,Mbale,8,2014,2
,44,Mbale,9,2014,2
,43,Mbale,9,2014,2
,40,Mbale,9,2014,2
,35,Mbale,9,2014,2
,22,Mbale,9,2014,2
,36,Mbale,10,2014,2
,44,Mbale,10,2014,2
,41,Mbale,10,2014,2
,36,Mbale,9,2014,2
,42,Mbale,9,2014,2
,22,Mbale,9,2014,2
,23,Mbale,9,2014,2
,23,Mbale,9,2014,2
,28,Mbale,9,2014,2
,26,Mbale,8,2014,2
,23,Mbale,10,2014,2
,31,Mbale,10,2014,2
,45,Mbale,9,2014,2
,28,Mbale,9,2014,2
,55,Mbale,9,2014,2
,36,Mbale,10,2014,2
,35,Mbale,10,2014,2
,67,Mbale,9,2014,2
,51,Mbale,9,2014,2
,55,Mbale,8,2014,2
,66,Mbale,9,2014,2
,19,Mbale,9,2014,2
,60,Mbale,9,2014,2
,52,Mbale,9,2014,2
,38,Mbale,9,2014,2
,56,Mbale,9,2014,2
,31,Mbale,9,2014,2
,20,Mbale,8,2014,2
,61,Mbale,9,2014,2
,52,Mbale,8,2014,2
,43,Mbale,9,2014,2
,20,Mbale,9,2014,2
,24,Mbale,9,2014,2
,36,Mbale,10,2014,2
,21,Mbale,9,2014,2
,58,Mbale,9,2014,2
,22,Mbale,8,2014,2
,21,Mbale,8,2014,2
,60,Mbale,9,2014,2
,34,Mbale,8,2014,2
,32,Mbale,10,2014,2
,34,Mbale,9,2014,2
,18,Mbale,10,2014,2
,55,Mbale,9,2014,2
,30,Mbale,10,2014,2
,50,Mbale,10,2014,2
,43,Mbale,10,2015,2
,14,Mbale,9,2014,2
,27,Mbale,9,2014,2
,33,Mbale,10,2014,2
,42,Mbale,10,2014,2
,31,Mbale,10,2014,2
,69,Mbale,10,2014,2
,54,Mbale,9,2014,2
,40,Mbale,9,2014,2
,25,Mbale,10,2014,2
,40,Mbale,9,2014,2
,46,Mbale,9,2014,2
,42,Mbale,8,2014,2
,23,Mbale,9,2014,2
,56,Mbale,9,2014,2
,50,Mbale,9,2014,2
,27,Mbale,9,2014,2
,31,Mbale,9,2014,2
,19,Mbale,9,2014,2
,52,Mbale,9,2014,2
,90,Mbale,9,2014,2
,30,Mbale,8,2014,2
,68,Mbale,9,2014,2
,56,Mbale,9,2014,2
,29,Mbale,9,2014,2
,45,Mbale,8,2014,2
,40,Mbale,9,2014,2
,60,Mbale,9,2014,2
,30,Mbale,10,2014,2
,28,Mbale,9,2014,2
,22,Mbale,9,2014,2
,31,Mbale,9,2014,2
,42,Mbale,8,2014,2
,19,Mbale,8,2014,2
,20,Mbale,9,2014,2
,23,Mbale,9,2014,2
,67,Mbale,9,2014,2
,18,Mbale,10,2014,2
,27,Mbale,9,2014,2
,25,Mbale,9,2014,2
,29,Mbale,9,2014,2
,53,Mbale,9,2014,2
,27,Mbale,8,2014,2
,35,Mbale,9,2014,2
,38,Mbale,9,2014,2
,29,Mbale,9,2014,2
,19,Mbale,10,2014,2
,41,Mbale,9,2014,2
,29,Mbale,8,2014,2
,122,Mbale,9,2014,2
,33,Mbale,9,2014,2
,34,Mbale,8,2014,2
,34,Mbale,9,2014,2
,26,Mbale,9,2014,2
,20,Mbale,9,2014,2
,40,Mbale,9,2014,2
,65,Mbale,9,2014,2
,49,Mbale,9,2014,2
,92,Mbale,8,2014,2
,31,Mbale,9,2014,2
,36,Mbale,8,2014,2
,40,Mbale,9,2014,2
,19,Mbale,9,2014,2
,40,Mbale,8,2014,2
,31,Mbale,9,2014,2
,49,Mbale,9,2014,2
,27,Mbale,9,2014,2
,26,Mbale,8,2014,2
,68,Mbale,9,2014,2
,21,Mbale,9,2014,2
,40,Mbale,9,2014,2
,28,Mbale,9,2014,2
,24,Mbale,9,2014,2
,32,Mbale,10,2014,2
,22,Mbale,9,2014,2
,24,Mbale,9,2014,2
,23,Mbale,8,2014,2
,24,Mbale,9,2014,2
,45,Mbale,8,2014,2
,25,Mbale,10,2014,2
,59,Mbale,9,2014,2
,40,Mbale,9,2014,2
,42,Mbale,9,2014,2
,27,Mbale,9,2014,2
,44,Mbale,9,2014,2
,31,Mbale,10,2014,2
,20,Mbale,10,2014,2
,30,Mbale,9,2014,2
,24,Mbale,9,2014,2
,71,Mbale,9,2014,2
,34,Mbale,9,2014,2
,39,Mbale,9,2014,2
,45,Mbale,9,2014,2
,25,Mbale,9,2014,2
,32,Mbale,9,2014,2
,27,Mbale,9,2014,2
,45,Mbale,10,2014,2
,32,Mbale,9,2014,2
,19,Mbale,9,2014,2
,38,Mbale,9,2014,2
,38,Mbale,9,2014,2
,28,Mbale,9,2014,2
,18,Mbale,9,2014,2
,23,Mbale,9,2014,2
,45,Mbale,9,2014,2
,28,Mbale,8,2014,2
,45,Mbale,8,2014,2
,35,Mbale,10,2014,2
,25,Mbale,9,2014,2
,34,Mbale,8,2014,2
,34,Mbale,9,2014,2
,50,Mbale,9,2014,2
,29,Mbale,9,2014,2
,18,Mbale,10,2014,2
,45,Mbale,9,2014,2
,14,Mbale,9,2014,2
,33,Mbale,9,2014,2
,15,Mbale,9,2014,2
,46,Mbale,10,2014,2
,62,Mbale,9,2014,2
,30,Mbale,9,2014,2
,19,Mbale,9,2014,2
,43,Mbale,9,2014,2
,29,Mbale,9,2014,2
,23,Mbale,9,2014,2
,39,Mbale,10,2014,2
,34,Mbale,9,2014,2
,27,Mbale,9,2014,2
,60,Mbale,9,2014,2
,35,Mbale,9,2014,2
,36,Mbale,10,2015,2
