id,s102_wpt_id,s206_cl_dispensed,s208_dispprob,s209_dispprob_cas_padlk,s210_dispprob_tnk_vlv,s211_dispprob_stker_tag_paint,s212_nut,month_survey,year_survey,s009_country,s011_prgrm
,10280096,1,0,,,,,4,2015,1,KLF
,10280096,,0,,,,,4,2015,1,KLF
,10280097,1,0,,,,,4,2015,1,KLF
,10280097,1,0,,,,,8,2015,1,KLF
,10280097,1,0,,,,,4,2015,1,KLF
,10280099,1,1,0,0,0,1,8,2014,1,KLF
,10280100,1,0,,,,,4,2015,1,KLF
,10280100,1,0,,,,,8,2014,1,KLF
,10280101,1,0,,,,,4,2015,1,KLF
,10280102,1,0,,,,,4,2015,1,KLF
,10280102,1,0,,,,,4,2015,1,KLF
,10280103,1,0,,,,,4,2015,1,KLF
,10280104,1,1,0,0,0,0,4,2015,1,KLF
,10280104,1,0,,,,,4,2015,1,KLF
,10280104,1,0,,,,,8,2015,1,KLF
,10280106,1,0,,,,,4,2015,1,KLF
,10280106,1,0,,,,,8,2014,1,KLF
,10280106,1,0,,,,,8,2015,1,KLF
,10280107,1,0,,,,,4,2015,1,KLF
,10280109,1,0,,,,,8,2014,1,KLF
,10280109,1,0,,,,,8,2015,1,KLF
,10280110,1,0,,,,,8,2015,1,KLF
,10280110,1,0,,,,,4,2015,1,KLF
,10280111,1,0,,,,,4,2015,1,KLF
,10280111,1,0,,,,,4,2015,1,KLF
,10280111,1,0,,,,,8,2015,1,KLF
,10280112,1,0,,,,,7,2014,1,KLF
,10280112,1,0,,,,,4,2015,1,KLF
,10280112,1,0,,,,,8,2015,1,KLF
,10280112,1,0,,,,,4,2015,1,KLF
,10290002,1,1,0,0,1,0,7,2015,1,VHG
,10290002,0,0,,,,,4,2015,1,VHG
,10290004,1,1,0,0,1,0,5,2016,1,VHG
,10290004,1,1,0,0,1,0,11,2015,1,VHG
,10290004,1,0,,,,,2,2015,1,VHG
,10290004,,,,,,,6,2015,1,VHG
,10290004,1,0,,,,,3,2015,1,VHG
,10290005,1,0,,,,,2,2015,1,VHG
,10290006,1,0,,,,,2,2015,1,VHG
,10290007,1,0,,,,,3,2015,1,VHG
,10290007,1,0,,,,,1,2015,1,VHG
,10290007,1,0,,,,,6,2015,1,VHG
,10290008,1,1,1,0,0,0,6,2015,1,VHG
,10290008,1,0,,,,,3,2015,1,VHG
,10290008,1,0,,,,,1,2015,1,VHG
,10290009,1,0,,,,,6,2015,1,VHG
,10290010,1,1,0,0,1,0,3,2015,1,VHG
,10290010,1,0,,,,,2,2015,1,VHG
,10290011,1,0,,,,,2,2015,1,VHG
,10290014,1,1,0,0,1,0,11,2014,1,VHG
,10290014,1,0,,,,,2,2015,1,VHG
,10290017,1,1,0,0,1,0,1,2016,1,VHG
,10290018,1,0,,,,,3,2015,1,VHG
,10290018,1,1,0,0,1,0,5,2016,1,VHG
,10290018,1,0,,,,,6,2015,1,VHG
,10290019,1,0,,,,,6,2015,1,VHG
,10290020,1,0,,,,,7,2015,1,VHG
,10290020,1,0,,,,,2,2015,1,VHG
,10290021,1,0,,,,,7,2015,1,VHG
,10290022,1,0,,,,,7,2015,1,VHG
,10290022,1,0,,,,,9,2015,1,VHG
,10290023,1,0,,,,,7,2015,1,VHG
,10290023,1,1,0,0,1,0,12,2015,1,VHG
,10290023,1,0,,,,,8,2014,1,VHG
,10290025,1,0,,,,,7,2015,1,VHG
,10290026,1,0,,,,,7,2015,1,VHG
,10290026,,,,,,,4,2016,1,VHG
,10290026,1,0,,,,,2,2015,1,VHG
,10290027,1,0,,,,,7,2015,1,VHG
,10290027,1,0,,,,,3,2015,1,VHG
,10290028,1,0,,,,,6,2015,1,VHG
,10290028,1,1,0,0,1,0,7,2015,1,VHG
,10290029,1,0,,,,,7,2015,1,VHG
,10290030,1,0,,,,,6,2015,1,VHG
,10290031,1,0,,,,,6,2015,1,VHG
,10290032,1,0,,,,,6,2015,1,VHG
,10290032,0,0,,,,,8,2015,1,VHG
,10290033,1,0,,,,,8,2014,1,VHG
,10290033,1,0,,,,,7,2015,1,VHG
,10290035,1,0,,,,,2,2015,1,VHG
,10290037,1,0,,,,,2,2015,1,VHG
,10290037,1,1,1,0,0,0,7,2015,1,VHG
,10290038,,,,,,,3,2015,1,VHG
,10290039,1,0,,,,,7,2015,1,VHG
,10290039,1,0,,,,,2,2015,1,VHG
,10290043,1,0,,,,,3,2015,1,VHG
,10290046,1,0,,,,,2,2015,1,VHG
,10290048,1,0,,,,,2,2015,1,VHG
,10290050,1,0,,,,,2,2015,1,VHG
,10290051,1,1,0,0,1,0,12,2014,1,VHG
,10290052,1,0,,,,,2,2015,1,VHG
,10290053,1,1,0,0,1,0,2,2015,1,VHG
,10290053,1,1,0,0,1,0,5,2015,1,VHG
,10290053,1,0,,,,,2,2015,1,VHG
,10290054,1,0,,,,,3,2015,1,VHG
,10290054,1,0,,,,,5,2015,1,VHG
,10290055,1,0,,,,,2,2015,1,VHG
,10290056,1,0,,,,,7,2015,1,VHG
,10290056,1,1,0,0,1,0,1,2016,1,VHG
,10290056,1,0,,,,,2,2015,1,VHG
,10290057,1,0,,,,,2,2015,1,VHG
,10290059,1,0,,,,,2,2015,1,VHG
,10290059,1,0,,,,,9,2015,1,VHG
,10290060,0,0,,,,,1,2015,1,VHG
,10290061,1,0,,,,,2,2015,1,VHG
,10290061,1,0,,,,,7,2015,1,VHG
,10290062,1,0,,,,,8,2014,1,VHG
,10290063,1,0,,,,,2,2015,1,VHG
,10290064,1,0,,,,,3,2015,1,VHG
,10290068,1,0,,,,,3,2015,1,VHG
,10290068,1,0,,,,,7,2015,1,VHG
,10290070,0,0,,,,,1,2015,1,VHG
,10290071,1,0,,,,,3,2015,1,VHG
,10290072,1,1,1,0,0,0,6,2015,1,VHG
,10290073,1,0,,,,,6,2015,1,VHG
,10290074,1,0,,,,,3,2015,1,VHG
,10290074,1,0,,,,,6,2015,1,VHG
,10290075,,,,,,,5,2015,1,VHG
,10290075,1,1,0,0,1,0,10,2014,1,VHG
,10290076,0,0,,,,,4,2015,1,VHG
,10290076,1,1,0,0,1,0,9,2015,1,VHG
,10290076,1,0,,,,,3,2015,1,VHG
,10290076,1,1,0,1,0,0,6,2015,1,VHG
,10290077,1,0,,,,,3,2015,1,VHG
,10290077,,,,,,,5,2015,1,VHG
,10290078,1,0,,,,,6,2015,1,VHG
,10290079,,1,0,1,0,0,3,2015,1,VHG
,10290079,,0,,,,,12,2014,1,VHG
,10290079,,,,,,,5,2015,1,VHG
,10290080,1,0,,,,,6,2015,1,VHG
,10290080,1,0,,,,,3,2015,1,VHG
,10290081,1,0,,,,,3,2015,1,VHG
,10290081,1,0,,,,,6,2015,1,VHG
,10290081,1,0,,,,,5,2015,1,VHG
,10290082,1,0,,,,,6,2015,1,VHG
,10290083,1,0,,,,,6,2015,1,VHG
,10290084,1,0,,,,,3,2015,1,VHG
,10290084,1,0,,,,,6,2015,1,VHG
,10290085,1,0,,,,,6,2015,1,VHG
,10290086,1,1,0,0,1,0,12,2014,1,VHG
,10290086,1,0,,,,,6,2015,1,VHG
,10290087,1,0,,,,,6,2015,1,VHG
,10290088,1,0,,,,,6,2015,1,VHG
,10290088,1,0,,,,,5,2015,1,VHG
,10290088,1,0,,,,,3,2015,1,VHG
,10290089,1,0,,,,,5,2015,1,VHG
,10290089,1,0,,,,,6,2015,1,VHG
,10290089,1,0,,,,,3,2015,1,VHG
,10290090,1,0,,,,,6,2015,1,VHG
,10290090,0,0,,,,,8,2015,1,VHG
,10290091,1,0,,,,,10,2014,1,VHG
,10290091,1,0,,,,,3,2015,1,VHG
,10290091,1,0,,,,,5,2015,1,VHG
,10290092,1,1,0,0,1,0,2,2016,1,VHG
,10290092,1,1,1,0,0,0,5,2015,1,VHG
,10290094,1,1,0,1,1,0,9,2015,1,VHG
,10290095,1,1,0,0,1,0,1,2015,1,VHG
,10290096,1,0,,,,,3,2015,1,VHG
,10290096,1,0,,,,,5,2015,1,VHG
,10290099,1,1,0,0,1,0,2,2015,1,VHG
,10290100,1,0,,,,,5,2015,1,VHG
,10290103,,1,1,1,0,0,3,2015,1,VHG
,10290104,,,,,,,3,2015,1,VHG
,10290104,1,0,,,,,8,2014,1,VHG
,10290107,1,1,0,0,1,0,10,2014,1,VHG
,10290107,1,1,0,0,1,0,7,2015,1,VHG
,10290107,1,0,,,,,3,2015,1,VHG
,10290109,,1,1,0,0,0,5,2015,1,VHG
,10290110,,,,,,,5,2015,1,VHG
,10290111,1,1,0,0,1,0,6,2015,1,VHG
,10290113,1,0,,,,,10,2015,1,VHG
,10290121,1,1,0,0,1,0,8,2015,1,VHG
,10290122,,0,,,,,1,2016,1,VHG
,10290122,1,1,0,1,1,0,6,2015,1,VHG
,10290122,1,0,,,,,4,2016,1,VHG
,10290129,1,0,,,,,4,2015,1,VHG
,10290131,1,1,0,1,1,0,1,2016,1,VHG
,10290131,1,1,0,0,1,0,4,2016,1,VHG
,10290132,1,0,,,,,9,2014,1,VHG
,10290132,1,1,0,1,1,0,12,2015,1,VHG
,10290140,1,0,,,,,7,2015,1,VHG
,10290141,1,0,,,,,7,2015,1,VHG
,10290143,1,0,,,,,11,2015,1,VHG
,10290144,1,0,,,,,4,2015,1,VHG
,10290144,1,0,,,,,2,2016,1,VHG
,10290145,1,0,,,,,6,2015,1,VHG
,10290145,1,0,,,,,4,2015,1,VHG
,10290145,1,1,0,0,1,0,1,2015,1,VHG
,10290146,1,0,,,,,4,2015,1,VHG
,10290146,1,1,0,0,1,0,3,2015,1,VHG
,10290146,,,,,,,6,2015,1,VHG
,10290147,1,0,,,,,1,2015,1,VHG
,10290147,1,0,,,,,4,2015,1,VHG
,10290148,1,0,,,,,4,2015,1,VHG
,10290148,1,0,,,,,1,2015,1,VHG
,10290151,1,0,,,,,6,2015,1,VHG
,10290151,1,0,,,,,4,2015,1,VHG
,10290152,1,0,,,,,4,2015,1,VHG
,10290152,1,0,,,,,1,2015,1,VHG
,10290153,1,1,0,0,1,0,5,2015,1,VHG
,10290153,1,0,,,,,4,2015,1,VHG
,10290153,1,0,,,,,1,2015,1,VHG
,10290154,1,0,,,,,3,2015,1,VHG
,10290154,1,0,,,,,4,2015,1,VHG
,10290155,1,0,,,,,4,2015,1,VHG
,10290155,1,0,,,,,2,2015,1,VHG
,10290156,1,0,,,,,4,2015,1,VHG
,10290156,1,1,0,0,1,0,2,2015,1,VHG
,10290158,1,0,,,,,6,2015,1,VHG
,10290161,1,0,,,,,4,2015,1,VHG
,10290162,,1,1,0,1,0,4,2015,1,VHG
,10290162,1,0,,,,,6,2015,1,VHG
,10290163,1,0,,,,,6,2015,1,VHG
,10290163,1,1,0,0,1,0,1,2016,1,VHG
,10290165,1,0,,,,,6,2015,1,VHG
,10290166,1,1,0,0,1,0,7,2015,1,VHG
,10290167,1,0,,,,,6,2015,1,VHG
,10290168,1,1,0,0,1,0,6,2015,1,VHG
,10290170,1,0,,,,,5,2015,1,VHG
,10290172,1,1,0,0,1,0,9,2015,1,VHG
,10290173,1,0,,,,,4,2016,1,VHG
,10290174,1,1,0,0,1,0,2,2015,1,VHG
,10290174,1,0,,,,,2,2015,1,VHG
,10290176,1,0,,,,,2,2015,1,VHG
,10290177,1,0,,,,,2,2015,1,VHG
,10290181,1,0,,,,,2,2015,1,VHG
,10290182,1,0,,,,,2,2015,1,VHG
,10290186,1,1,0,0,1,0,10,2015,1,VHG
,10290186,1,1,0,1,0,0,3,2016,1,VHG
,10290186,1,0,,,,,1,2015,1,VHG
,10290190,1,0,,,,,9,2014,1,VHG
,10290191,1,0,,,,,2,2015,1,VHG
,10290196,,0,,,,,5,2015,1,VHG
,10290196,1,0,,,,,3,2016,1,VHG
,10290197,1,0,,,,,5,2015,1,VHG
,10290198,0,0,,,,,4,2015,1,VHG
,10290199,1,0,,,,,5,2015,1,VHG
,10290199,1,0,,,,,3,2016,1,VHG
,10290199,1,1,0,1,0,0,5,2015,1,VHG
,10290200,1,1,0,0,1,0,3,2016,1,VHG
,10290202,1,0,,,,,3,2016,1,VHG
,10290202,1,0,,,,,6,2015,1,VHG
,10290203,1,0,,,,,3,2016,1,VHG
,10290203,1,0,,,,,6,2015,1,VHG
,10290203,1,1,0,0,1,0,7,2015,1,VHG
,10290204,1,0,,,,,3,2016,1,VHG
,10290205,,,,,,,6,2015,1,VHG
,10290208,1,1,0,0,1,0,12,2014,1,VHG
,10290208,1,0,,,,,5,2015,1,VHG
,10290209,1,0,,,,,5,2015,1,VHG
,10290209,1,0,,,,,3,2016,1,VHG
,10290211,1,0,,,,,5,2015,1,VHG
,10290212,1,0,,,,,3,2016,1,VHG
,10290212,1,0,,,,,5,2015,1,VHG
,10290215,1,0,,,,,10,2014,1,VHG
,10290218,,,,,,,5,2015,1,VHG
,10290218,1,0,,,,,2,2015,1,VHG
,10290220,1,0,,,,,2,2015,1,VHG
,10290220,1,0,,,,,4,2016,1,VHG
,10290221,1,0,,,,,2,2015,1,VHG
,10290222,1,1,0,0,1,0,5,2016,1,VHG
,10290222,1,0,,,,,2,2015,1,VHG
,10290222,1,0,,,,,5,2015,1,VHG
,10290222,1,0,,,,,4,2016,1,VHG
,10290223,1,0,,,,,4,2016,1,VHG
,10290223,1,1,0,0,1,0,2,2016,1,VHG
,10290223,1,0,,,,,1,2015,1,VHG
,10290224,1,0,,,,,2,2015,1,VHG
,10290224,1,0,,,,,5,2015,1,VHG
,10290224,0,0,,,,,4,2016,1,VHG
,10290225,1,0,,,,,4,2016,1,VHG
,10290226,1,0,,,,,8,2014,1,VHG
,10290226,1,0,,,,,5,2015,1,VHG
,10290226,1,0,,,,,2,2015,1,VHG
,10290227,1,0,,,,,4,2016,1,VHG
,10290229,1,0,,,,,2,2015,1,VHG
,10290229,1,0,,,,,5,2015,1,VHG
,10290229,1,1,0,0,1,0,12,2014,1,VHG
,10290230,1,1,0,1,0,0,5,2015,1,VHG
,10290231,,,,,,,5,2015,1,VHG
,10290231,1,0,,,,,2,2015,1,VHG
,10290232,1,1,0,0,1,0,6,2015,1,VHG
,10290232,1,0,,,,,4,2016,1,VHG
,10290233,1,0,,,,,4,2016,1,VHG
,10290234,1,0,,,,,4,2016,1,VHG
,10290234,1,0,,,,,10,2014,1,VHG
,10290235,,,,,,,5,2015,1,VHG
,10290236,1,0,,,,,2,2015,1,VHG
,10290239,1,0,,,,,2,2015,1,VHG
,10290239,1,1,0,0,1,0,3,2016,1,VHG
,10290239,1,0,,,,,4,2016,1,VHG
,10290241,,1,1,1,0,0,4,2016,1,VHG
,10290242,1,0,,,,,5,2015,1,VHG
,10290242,0,0,,,,,4,2016,1,VHG
,10290243,1,0,,,,,8,2014,1,VHG
,10290243,1,1,0,0,0,0,4,2016,1,VHG
,10290244,,0,,,,,4,2016,1,VHG
,10290246,1,0,,,,,4,2016,1,VHG
,10290246,1,0,,,,,8,2014,1,VHG
,10290247,1,0,,,,,4,2016,1,VHG
,10290247,1,1,0,0,1,0,3,2015,1,VHG
,10290247,1,0,,,,,4,2016,1,VHG
,10290248,1,0,,,,,4,2016,1,VHG
,10290248,1,0,,,,,5,2015,1,VHG
,10290249,1,0,,,,,5,2015,1,VHG
,10290250,1,0,,,,,5,2015,1,VHG
,10290251,1,1,0,0,1,0,12,2014,1,VHG
,10290252,1,1,0,0,1,0,6,2015,1,VHG
,10290252,1,0,,,,,4,2016,1,VHG
,10290252,1,0,,,,,4,2015,1,VHG
,10290252,1,0,,,,,5,2015,1,VHG
,10290252,0,0,,,,,4,2016,1,VHG
,10290253,1,1,0,0,1,0,5,2016,1,VHG
,10290254,1,0,,,,,4,2016,1,VHG
,10290256,1,0,,,,,4,2016,1,VHG
,10290257,1,0,,,,,4,2015,1,VHG
,10290257,1,1,0,0,1,0,12,2014,1,VHG
,10290259,1,0,,,,,2,2015,1,VHG
,10290259,1,0,,,,,5,2015,1,VHG
,10290260,1,0,,,,,2,2015,1,VHG
,10290260,1,0,,,,,5,2015,1,VHG
,10290261,1,0,,,,,5,2015,1,VHG
,10290262,1,0,,,,,5,2015,1,VHG
,10290262,1,0,,,,,2,2015,1,VHG
,10290263,1,0,,,,,2,2015,1,VHG
,10290263,1,0,,,,,5,2015,1,VHG
,10290264,1,0,,,,,1,2016,1,VHG
,10290268,1,1,0,0,1,0,6,2015,1,VHG
,10290269,0,0,,,,,8,2015,1,VHG
,10290270,1,0,,,,,2,2015,1,VHG
,10290272,1,1,0,0,1,0,5,2015,1,VHG
,10290272,1,0,,,,,2,2015,1,VHG
,10290273,1,0,,,,,2,2015,1,VHG
,10290273,1,1,0,0,1,0,10,2014,1,VHG
,10290275,1,0,,,,,2,2015,1,VHG
,10290278,1,0,,,,,5,2015,1,VHG
,10290278,1,0,,,,,2,2015,1,VHG
,10290279,1,0,,,,,2,2015,1,VHG
,10290279,1,1,0,0,1,0,3,2016,1,VHG
,10290280,1,1,0,0,1,0,11,2015,1,VHG
,10290280,1,0,,,,,5,2015,1,VHG
,10290280,1,0,,,,,2,2015,1,VHG
,10290281,1,1,0,0,1,0,12,2015,1,VHG
,10290281,1,0,,,,,2,2015,1,VHG
,10290282,1,0,,,,,2,2015,1,VHG
,10290294,1,0,,,,,4,2016,1,VHG
,10290294,1,0,,,,,3,2016,1,VHG
,10290294,1,0,,,,,4,2016,1,VHG
,10290300,1,0,,,,,5,2016,1,VHG
,10290304,1,1,0,1,1,0,5,2015,1,VHG
,10290311,1,0,,,,,2,2015,1,VHG
,10290312,,,,,,,7,2015,1,VHG
,10290312,,,,,,,2,2015,1,VHG
,10290315,1,0,,,,,2,2015,1,VHG
,10290315,,,,,,,7,2015,1,VHG
,10290316,1,0,,,,,1,2015,1,VHG
,10290316,1,0,,,,,2,2015,1,VHG
,10290318,1,0,,,,,2,2015,1,VHG
,10290320,,,,,,,3,2015,1,VHG
,10290322,,,,,,,3,2015,1,VHG
,10290322,1,0,,,,,4,2016,1,VHG
,10290323,1,0,,,,,3,2015,1,VHG
,10290323,1,0,,,,,7,2015,1,VHG
,10290324,1,0,,,,,2,2015,1,VHG
,10290325,1,0,,,,,4,2016,1,VHG
,10290332,1,1,1,0,0,0,4,2016,1,VHG
,10290333,1,0,,,,,2,2015,1,VHG
,10290334,1,1,0,1,0,0,4,2016,1,VHG
,10290335,1,0,,,,,2,2015,1,VHG
,10290335,1,1,0,0,1,0,6,2015,1,VHG
,10290335,1,0,,,,,10,2015,1,VHG
,10290335,1,1,1,0,0,0,4,2016,1,VHG
,10290336,1,0,,,,,2,2015,1,VHG
,10290337,1,1,0,1,1,0,3,2016,1,VHG
,10290338,1,0,,,,,4,2016,1,VHG
,10290339,1,1,0,0,1,0,11,2014,1,VHG
,10290339,1,1,0,0,1,0,11,2015,1,VHG
,10290342,1,0,,,,,4,2015,1,VHG
,10290342,1,0,,,,,2,2015,1,VHG
,10290344,1,0,,,,,4,2015,1,VHG
,10290344,1,0,,,,,2,2015,1,VHG
,10290345,1,1,0,0,1,0,1,2016,1,VHG
,10290345,1,1,0,0,1,0,10,2015,1,VHG
,10290345,1,0,,,,,4,2015,1,VHG
,10290345,1,0,,,,,2,2015,1,VHG
,10290345,1,0,,,,,6,2015,1,VHG
,10290346,1,0,,,,,2,2015,1,VHG
,10290346,1,0,,,,,4,2015,1,VHG
,10290347,1,0,,,,,2,2015,1,VHG
,10290347,1,0,,,,,4,2015,1,VHG
,10290349,1,0,,,,,2,2015,1,VHG
,10290350,1,0,,,,,2,2015,1,VHG
,10290350,1,0,,,,,4,2015,1,VHG
,10290352,1,0,,,,,4,2016,1,VHG
,10290352,1,0,,,,,2,2015,1,VHG
,10290352,1,0,,,,,4,2015,1,VHG
,10290352,1,0,,,,,7,2015,1,VHG
,10290354,1,0,,,,,2,2016,1,VHG
,10290354,,,,,,,3,2015,1,VHG
,10290355,1,0,,,,,4,2016,1,VHG
,10290355,1,0,,,,,3,2015,1,VHG
,10290355,1,0,,,,,4,2015,1,VHG
,10290355,1,0,,,,,2,2016,1,VHG
,10290355,1,0,,,,,6,2015,1,VHG
,10290356,1,0,,,,,2,2016,1,VHG
,10290356,1,1,0,0,1,0,1,2015,1,VHG
,10290356,1,1,0,0,1,0,12,2014,1,VHG
,10290356,1,0,,,,,4,2016,1,VHG
,10290357,1,0,,,,,6,2015,1,VHG
,10290357,1,0,,,,,2,2016,1,VHG
,10290358,,,,,,,3,2015,1,VHG
,10290358,,,,,,,2,2016,1,VHG
,10290359,1,0,,,,,4,2016,1,VHG
,10290359,,1,1,0,1,0,6,2015,1,VHG
,10290359,1,0,,,,,2,2016,1,VHG
,10290360,,,,,,,3,2015,1,VHG
,10290360,1,0,,,,,2,2016,1,VHG
,10290362,1,0,,,,,2,2015,1,VHG
,10290363,1,1,0,0,1,0,2,2015,1,VHG
,10290364,1,1,1,0,0,0,7,2015,1,VHG
,10290364,1,1,0,0,1,0,4,2016,1,VHG
,10290365,1,1,0,0,1,1,10,2015,1,VHG
,10290365,1,0,,,,,10,2015,1,VHG
,10290365,1,0,,,,,2,2015,1,VHG
,10290365,1,0,,,,,10,2015,1,VHG
,10290365,1,0,,,,,8,2014,1,VHG
,10290366,,1,1,1,0,0,6,2015,1,VHG
,10290367,1,0,,,,,2,2015,1,VHG
,10290368,1,0,,,,,9,2015,1,VHG
,10290369,1,0,,,,,7,2015,1,VHG
,10290369,1,0,,,,,3,2015,1,VHG
,10290370,1,0,,,,,7,2015,1,VHG
,10290371,1,0,,,,,7,2015,1,VHG
,10290372,1,0,,,,,7,2015,1,VHG
,10290373,1,0,,,,,7,2015,1,VHG
,10290374,,,,,,,7,2015,1,VHG
,10290374,1,1,1,,,,1,2015,1,VHG
,10290375,1,0,,,,,7,2015,1,VHG
,10290376,1,0,,,,,7,2015,1,VHG
,10290377,1,0,,,,,9,2015,1,VHG
,10290377,1,0,,,,,1,2015,1,VHG
,10290377,1,0,,,,,9,2014,1,VHG
,10290377,1,1,1,0,0,0,7,2015,1,VHG
,10290377,1,1,1,0,0,0,7,2015,1,VHG
,10290379,1,1,1,0,0,0,6,2015,1,VHG
,10290379,1,1,0,0,1,0,2,2016,1,VHG
,10290379,,,,,,,3,2015,1,VHG
,10290382,1,0,,,,,6,2015,1,VHG
,10290382,,,,,,,4,2015,1,VHG
,10290383,1,0,,,,,6,2015,1,VHG
,10290383,1,0,,,,,4,2015,1,VHG
,10290384,1,0,,,,,6,2015,1,VHG
,10290385,1,0,,,,,6,2015,1,VHG
,10290385,1,1,0,0,1,0,5,2015,1,VHG
,10290385,1,0,,,,,4,2015,1,VHG
,10290386,1,0,,,,,3,2015,1,VHG
,10290386,1,0,,,,,4,2015,1,VHG
,10290386,1,1,1,0,0,0,6,2015,1,VHG
,10290387,1,0,,,,,6,2015,1,VHG
,10290388,1,0,,,,,6,2015,1,VHG
,10290388,1,1,0,0,1,0,2,2016,1,VHG
,10290389,1,0,,,,,3,2015,1,VHG
,10290389,1,0,,,,,6,2015,1,VHG
,10290390,1,0,,,,,6,2015,1,VHG
,10290392,1,0,,,,,6,2015,1,VHG
,10290393,1,0,,,,,6,2015,1,VHG
,10290396,,,,,,,3,2015,1,VHG
,10290397,,,,,,,3,2015,1,VHG
,10290398,1,0,,,,,11,2014,1,VHG
,10290398,,,,,,,3,2015,1,VHG
,10290400,,,,,,,3,2015,1,VHG
,10290418,1,0,,,,,4,2015,1,VHG
,10290422,1,0,,,,,8,2015,1,VHG
,10290423,1,0,,,,,4,2015,1,VHG
,10290423,0,1,1,0,0,0,4,2015,1,VHG
,10290425,1,0,,,,,7,2015,1,VHG
,10290428,1,1,0,0,1,0,8,2015,1,VHG
,10290428,1,0,,,,,7,2015,1,VHG
,10290428,1,0,,,,,2,2015,1,VHG
,10290430,,0,,,,,2,2015,1,VHG
,10290430,1,0,,,,,6,2015,1,VHG
,10290431,1,0,,,,,9,2015,1,VHG
,10290431,1,0,,,,,7,2015,1,VHG
,10290432,1,1,0,0,1,1,3,2016,1,VHG
,10290432,1,0,,,,,7,2015,1,VHG
,10290432,1,0,,,,,9,2015,1,VHG
,10290433,0,1,0,0,1,0,5,2015,1,VHG
,10290434,1,1,0,0,1,0,5,2015,1,VHG
,10290434,,0,,,,,6,2015,1,VHG
,10290435,1,0,,,,,8,2014,1,VHG
,10290435,1,0,,,,,1,2015,1,VHG
,10290435,,,,,,,4,2016,1,VHG
,10290435,1,0,,,,,6,2015,1,VHG
,10290435,1,0,,,,,4,2015,1,VHG
,10290436,1,0,,,,,8,2014,1,VHG
,10290436,1,0,,,,,6,2015,1,VHG
,10290436,1,0,,,,,1,2015,1,VHG
,10290437,1,0,,,,,6,2015,1,VHG
,10290437,1,0,,,,,8,2014,1,VHG
,10290437,,1,1,1,1,0,9,2015,1,VHG
,10290438,,0,,,,,6,2015,1,VHG
,10290439,1,1,1,0,0,0,8,2014,1,VHG
,10290439,1,0,,,,,6,2015,1,VHG
,10290439,1,0,,,,,4,2015,1,VHG
,10290440,,0,,,,,6,2015,1,VHG
,10290441,1,0,,,,,10,2015,1,VHG
,10290444,1,1,0,0,1,0,3,2015,1,VHG
,10290446,1,0,,,,,6,2015,1,VHG
,10290446,1,1,0,0,1,0,5,2016,1,VHG
,10290447,1,0,,,,,11,2014,1,VHG
,10290447,1,0,,,,,6,2015,1,VHG
,10290448,1,0,,,,,2,2015,1,VHG
,10290448,1,0,,,,,7,2015,1,VHG
,10290448,1,0,,,,,8,2015,1,VHG
,10290448,1,0,,,,,4,2015,1,VHG
,10290449,1,0,,,,,4,2016,1,VHG
,10290449,1,0,,,,,4,2015,1,VHG
,10290449,1,0,,,,,4,2015,1,VHG
,10290450,1,0,,,,,2,2015,1,VHG
,10290450,1,0,,,,,4,2015,1,VHG
,10290450,1,0,,,,,4,2016,1,VHG
,10290451,1,0,,,,,6,2015,1,VHG
,10290454,1,1,0,0,1,1,9,2015,1,VHG
,10290454,1,0,,,,,2,2015,1,VHG
,10290455,1,0,,,,,2,2015,1,VHG
,10290455,1,0,,,,,6,2015,1,VHG
,10290456,1,0,,,,,9,2015,1,VHG
,10290456,1,0,,,,,6,2015,1,VHG
,10290456,1,0,,,,,2,2015,1,VHG
,10290457,1,1,0,0,1,0,9,2015,1,VHG
,10290457,1,1,1,0,0,0,6,2015,1,VHG
,10290457,1,0,,,,,9,2015,1,VHG
,10290458,1,0,,,,,2,2015,1,VHG
,10290458,1,0,,,,,4,2015,1,VHG
,10290458,1,0,,,,,8,2014,1,VHG
,10290459,1,0,,,,,9,2015,1,VHG
,10290459,1,0,,,,,6,2015,1,VHG
,10290459,1,0,,,,,6,2015,1,VHG
,10290459,1,0,,,,,2,2015,1,VHG
,10290460,1,0,,,,,2,2015,1,VHG
,10290461,1,0,,,,,4,2015,1,VHG
,10290461,1,0,,,,,2,2015,1,VHG
,10290462,1,0,,,,,2,2015,1,VHG
,10290463,1,0,,,,,2,2015,1,VHG
,10290463,1,0,,,,,4,2015,1,VHG
,10290464,1,0,,,,,2,2015,1,VHG
,10290465,1,0,,,,,2,2015,1,VHG
,10290466,1,0,,,,,7,2015,1,VHG
,10290466,1,0,,,,,2,2015,1,VHG
,10290467,1,0,,,,,6,2015,1,VHG
,10290467,1,0,,,,,6,2015,1,VHG
,10290467,1,0,,,,,2,2015,1,VHG
,10290468,,,,,,,2,2015,1,VHG
,10290469,1,0,,,,,2,2015,1,VHG
,10290469,1,0,,,,,6,2015,1,VHG
,10290470,1,0,,,,,6,2015,1,VHG
,10290471,1,0,,,,,10,2014,1,VHG
,10290472,1,0,,,,,6,2015,1,VHG
,10290472,1,0,,,,,2,2015,1,VHG
,10290473,1,1,1,0,0,0,7,2015,1,VHG
,10290474,1,1,0,0,1,0,7,2015,1,VHG
,10290475,1,0,,,,,8,2015,1,VHG
,10290475,1,0,,,,,3,2015,1,VHG
