id,s102_wpt_id,s206_cl_dispensed,s208_dispprob,s209_dispprob_cas_padlk,s210_dispprob_tnk_vlv,s211_dispprob_stker_tag_paint,s212_nut,month_survey,year_survey,s009_country,s011_prgrm
,10210386,,0,,,,,5,2014,1,UJA
,10210386,,0,,,,,9,2013,1,UJA
,10210386,,0,,,,,3,2014,1,UJA
,10210387,,0,,,,,5,2014,1,UJA
,10210387,,0,,,,,2,2014,1,UJA
,10210387,,0,,,,,3,2014,1,UJA
,10210387,,0,,,,,4,2015,1,UJA
,10210387,,0,,,,,3,2013,1,UJA
,10210387,0,0,,,,,2,2015,1,UJA
,10210387,,0,,,,,7,2014,1,UJA
,10210387,,0,,,,,11,2014,1,UJA
,10210387,,0,,,,,9,2013,1,UJA
,10210387,1,0,,,,,12,2015,1,UJA
,10210388,1,0,,,,,8,2015,1,UJA
,10210388,,0,,,,,2,2013,1,UJA
,10210388,1,0,,,,,4,2015,1,UJA
,10210388,1,0,,,,,2,2016,1,UJA
,10210388,,0,,,,,9,2013,1,UJA
,10210388,1,0,,,,,6,2015,1,UJA
,10210388,1,0,,,,,2,2015,1,UJA
,10210389,1,0,,,,,4,2015,1,UJA
,10210389,,1,,,11,,3,2013,1,UJA
,10210389,,1,,,11,,9,2013,1,UJA
,10210389,1,0,,,,,6,2015,1,UJA
,10210389,1,0,,,,,2,2015,1,UJA
,10210389,1,0,,,,,1,2016,1,UJA
,10210389,1,0,,,,,9,2013,1,UJA
,10210389,1,1,0,1,1,0,1,2014,1,UJA
,10210390,,0,,,,,3,2014,1,UJA
,10210390,1,0,,,,,8,2015,1,UJA
,10210390,,0,,,,,2,2013,1,UJA
,10210390,1,0,,,,,2,2015,1,UJA
,10210390,1,0,,,,,4,2015,1,UJA
,10210390,,0,,,,,9,2013,1,UJA
,10210391,,1,,,1,,5,2014,1,UJA
,10210391,,0,,,,,3,2013,1,UJA
,10210391,,0,,,,,9,2013,1,UJA
,10210391,1,0,,,,,8,2015,1,UJA
,10210391,1,0,,,,,2,2015,1,UJA
,10210391,1,0,,,,,4,2015,1,UJA
,10210392,,0,,,,,3,2014,1,UJA
,10210392,,0,,,,,3,2014,1,UJA
,10210392,,0,,,,,3,2013,1,UJA
,10210392,1,0,,,,,12,2015,1,UJA
,10210392,1,0,,,,,2,2015,1,UJA
,10210392,1,1,0,1,0,0,8,2015,1,UJA
,10210392,1,0,,,,,4,2015,1,UJA
,10210392,,0,,,,,7,2014,1,UJA
,10210392,,0,,,,,5,2014,1,UJA
,10210392,,0,,,,,9,2013,1,UJA
,10210392,1,0,,,,,10,2015,1,UJA
,10210393,1,0,,,,,4,2015,1,UJA
,10210393,1,0,,,,,6,2015,1,UJA
,10210393,,0,,,,,9,2013,1,UJA
,10210393,,0,,,,,2,2013,1,UJA
,10210393,1,0,,,,,12,2015,1,UJA
,10210393,1,0,,,,,8,2015,1,UJA
,10210394,,1,,,11,,1,2013,1,UJA
,10210394,1,0,,,,,2,2015,1,UJA
,10210394,1,0,,,,,11,2015,1,UJA
,10210394,1,0,,,,,1,2016,1,UJA
,10210394,,0,,,,,10,2013,1,UJA
,10210394,1,0,,,,,4,2015,1,UJA
,10210396,1,0,,,,,2,2015,1,UJA
,10210396,,0,,,,,3,2014,1,UJA
,10210396,,1,,,-996,,5,2014,1,UJA
,10210396,,0,,,,,11,2014,1,UJA
,10210396,,1,,,11,,9,2013,1,UJA
,10210396,1,0,,,,,1,2016,1,UJA
,10210396,1,0,,,,,3,2016,1,UJA
,10210396,,0,,,,,7,2014,1,UJA
,10210396,,0,,,,,2,2013,1,UJA
,10210396,1,0,,,,,8,2015,1,UJA
,10210396,1,0,,,,,4,2015,1,UJA
,10210396,1,0,,,,,6,2015,1,UJA
,10210397,1,0,,,,,8,2015,1,UJA
,10210397,1,0,,,,,1,2016,1,UJA
,10210397,1,0,,,,,11,2015,1,UJA
,10210397,,0,,,,,10,2013,1,UJA
,10210397,,0,,,,,5,2014,1,UJA
,10210397,1,0,,,,,2,2015,1,UJA
,10210397,1,0,,,,,6,2015,1,UJA
,10210397,,0,,,,,2,2013,1,UJA
,10210397,1,0,,,,,4,2015,1,UJA
,10210397,,0,,,,,11,2014,1,UJA
,10210398,1,0,,,,,4,2015,1,UJA
,10210398,,0,,,,,3,2013,1,UJA
,10210398,1,0,,,,,1,2014,1,UJA
,10210398,1,0,,,,,4,2015,1,UJA
,10210398,,0,,,,,5,2014,1,UJA
,10210398,1,0,,,,,8,2015,1,UJA
,10210398,,0,,,,,10,2013,1,UJA
,10210398,1,0,,,,,2,2015,1,UJA
,10210398,1,0,,,,,9,2013,1,UJA
,10210398,,1,,,11,,2,2013,1,UJA
,10210399,0,0,,,,,6,2015,1,UJA
,10210399,,0,,,,,5,2014,1,UJA
,10210399,,0,,,,,11,2014,1,UJA
,10210399,,0,,,,,2,2013,1,UJA
,10210399,1,0,,,,,2,2015,1,UJA
,10210399,1,0,,,,,1,2015,1,UJA
,10210399,,1,,,11,,9,2013,1,UJA
,10210399,,0,,,,,3,2014,1,UJA
,10210399,1,0,,,,,4,2015,1,UJA
,10210399,1,0,,,,,1,2016,1,UJA
,10210401,1,0,,,,,8,2015,1,UJA
,10210401,1,0,,,,,2,2015,1,UJA
,10210401,1,0,,,,,1,2016,1,UJA
,10210401,1,1,1,0,0,0,9,2015,1,UJA
,10210401,,0,,,,,5,2014,1,UJA
,10210401,1,0,,,,,4,2015,1,UJA
,10210401,,0,,,,,10,2013,1,UJA
,10210401,1,0,,,,,6,2015,1,UJA
,10210401,,0,,,,,11,2014,1,UJA
,10210402,,0,,,,,6,2014,1,UJA
,10210402,,1,,,11,,10,2013,1,UJA
,10210402,,0,,,,,11,2014,1,UJA
,10210402,,1,,,-996,,5,2014,1,UJA
,10210402,,0,,,,,3,2014,1,UJA
,10210402,1,0,,,,,6,2015,1,UJA
,10210402,1,0,,,,,4,2015,1,UJA
,10210402,,0,,,,,5,2014,1,UJA
,10210402,1,0,,,,,8,2015,1,UJA
,10210402,1,0,,,,,1,2016,1,UJA
,10210402,1,0,,,,,10,2015,1,UJA
,10210402,,0,,,,,2,2013,1,UJA
,10210402,,1,,,-996,,4,2014,1,UJA
,10210403,1,0,,,,,2,2015,1,UJA
,10210403,1,0,,,,,6,2015,1,UJA
,10210403,,0,,,,,11,2014,1,UJA
,10210403,1,0,,,,,11,2015,1,UJA
,10210403,,0,,,,,3,2014,1,UJA
,10210403,1,0,,,,,4,2015,1,UJA
,10210403,1,0,,,,,8,2015,1,UJA
,10210403,,0,,,,,5,2014,1,UJA
,10210403,,1,,,-996,,2,2013,1,UJA
,10210403,1,0,,,,,1,2016,1,UJA
,10210403,,0,,,,,10,2013,1,UJA
,10210403,1,0,,,,,1,2015,1,UJA
,10210404,,0,,,,,7,2014,1,UJA
,10210404,1,0,,,,,4,2015,1,UJA
,10210404,,0,,,,,2,2013,1,UJA
,10210404,,0,,,,,5,2014,1,UJA
,10210404,1,1,0,0,0,0,2,2015,1,UJA
,10210404,,1,,,11,,9,2013,1,UJA
,10210404,1,0,,,,,1,2014,1,UJA
,10210404,1,0,,,,,3,2016,1,UJA
,10210404,1,0,,,,,9,2013,1,UJA
,10210404,1,1,1,0,0,0,5,2014,1,UJA
,10210404,1,0,,,,,8,2015,1,UJA
,10210404,,0,,,,,11,2014,1,UJA
,10210404,1,0,,,,,10,2015,1,UJA
,10210404,,0,,,,,3,2013,1,UJA
,10210404,,0,,,,,3,2014,1,UJA
,10210404,1,0,,,,,2,2015,1,UJA
,10210405,1,0,,,,,2,2015,1,UJA
,10210405,1,0,,,,,6,2015,1,UJA
,10210405,1,0,,,,,4,2015,1,UJA
,10210405,1,0,,,,,10,2015,1,UJA
,10210405,1,0,,,,,1,2016,1,UJA
,10210405,,0,,,,,2,2013,1,UJA
,10210405,,0,,,,,10,2013,1,UJA
,10210405,1,0,,,,,8,2015,1,UJA
,10210408,,0,,,,,5,2014,1,UJA
,10210408,,0,,,,,11,2014,1,UJA
,10210408,1,0,,,,,4,2015,1,UJA
,10210408,,0,,,,,11,2013,1,UJA
,10210408,,1,,,4,,9,2013,1,UJA
,10210408,1,0,,,,,8,2015,1,UJA
,10210408,1,0,,,,,10,2015,1,UJA
,10210408,,0,,,,,2,2013,1,UJA
,10210408,1,0,,,,,1,2016,1,UJA
,10210408,1,0,,,,,2,2015,1,UJA
,10210409,1,0,,,,,10,2015,1,UJA
,10210409,,0,,,,,7,2014,1,UJA
,10210409,,0,,,,,4,2015,1,UJA
,10210409,,0,,,,,1,2016,1,UJA
,10210409,,0,,,,,10,2013,1,UJA
,10210409,1,1,0,1,0,0,2,2015,1,UJA
,10210409,,0,,,,,2,2013,1,UJA
,10210409,,0,,,,,5,2014,1,UJA
,10210409,,0,,,,,3,2014,1,UJA
,10210409,,0,,,,,11,2014,1,UJA
,10210409,1,0,,,,,3,2016,1,UJA
,10210409,,0,,,,,7,2014,1,UJA
,10210410,1,0,,,,,8,2015,1,UJA
,10210410,1,1,0,1,0,0,11,2015,1,UJA
,10210410,1,0,,,,,4,2015,1,UJA
,10210410,1,0,,,,,2,2015,1,UJA
,10210410,,0,,,,,5,2014,1,UJA
,10210410,,0,,,,,3,2014,1,UJA
,10210410,,0,,,,,1,2013,1,UJA
,10210410,1,0,,,,,1,2016,1,UJA
,10210410,1,0,,,,,1,2015,1,UJA
,10210410,,0,,,,,10,2013,1,UJA
,10210411,,0,,,,,5,2014,1,UJA
,10210411,1,0,,,,,8,2015,1,UJA
,10210411,1,0,,,,,2,2015,1,UJA
,10210411,1,0,,,,,6,2015,1,UJA
,10210411,,1,,,11,,10,2013,1,UJA
,10210411,1,0,,,,,1,2014,1,UJA
,10210411,1,0,,,,,4,2015,1,UJA
,10210411,,0,,,,,11,2014,1,UJA
,10210411,1,0,,,,,2,2016,1,UJA
,10210411,1,0,,,,,10,2015,1,UJA
,10210411,,1,,,11,,2,2013,1,UJA
,10210412,1,0,,,,,1,2016,1,UJA
,10210412,1,0,,,,,8,2015,1,UJA
,10210412,,0,,,,,2,2014,1,UJA
,10210412,1,0,,,,,3,2016,1,UJA
,10210412,,0,,,,,11,2014,1,UJA
,10210412,1,0,,,,,6,2015,1,UJA
,10210412,,1,,,11,,10,2013,1,UJA
,10210412,1,0,,,,,2,2015,1,UJA
,10210412,,0,,,,,5,2014,1,UJA
,10210412,,0,,,,,7,2014,1,UJA
,10210412,1,0,,,,,10,2015,1,UJA
,10210412,1,0,,,,,4,2015,1,UJA
,10210412,,1,,,11,,1,2013,1,UJA
,10210414,1,0,,,,,9,2015,1,UJA
,10210414,1,0,,,,,4,2015,1,UJA
,10210414,,0,,,,,4,2013,1,UJA
,10210414,1,0,,,,,2,2015,1,UJA
,10210414,1,1,1,0,0,0,5,2015,1,UJA
,10210415,1,0,,,,,4,2015,1,UJA
,10210415,,0,,,,,4,2013,1,UJA
,10210415,1,0,,,,,3,2014,1,UJA
,10210415,1,0,,,,,2,2015,1,UJA
,10210415,1,0,,,,,9,2015,1,UJA
,10210415,,0,,,,,8,2013,1,UJA
,10210416,1,0,,,,,11,2015,1,UJA
,10210416,,0,,,,,4,2013,1,UJA
,10210416,1,0,,,,,11,2015,1,UJA
,10210417,,1,,,11,,4,2013,1,UJA
,10210418,1,0,,,,,6,2015,1,UJA
,10210418,,0,,,,,4,2013,1,UJA
,10210418,1,0,,,,,5,2015,1,UJA
,10210418,1,0,,,,,1,2015,1,UJA
,10210418,,0,,,,,8,2013,1,UJA
,10210419,,0,,,,,4,2013,1,UJA
,10210419,1,0,,,,,9,2015,1,UJA
,10210419,1,0,,,,,1,2015,1,UJA
,10210419,1,0,,,,,4,2015,1,UJA
,10210419,1,0,,,,,2,2015,1,UJA
,10210419,1,0,,,,,6,2015,1,UJA
,10210420,1,1,0,1,,,2,2015,1,UJA
,10210420,1,0,,,,,1,2015,1,UJA
,10210420,1,0,,,,,6,2015,1,UJA
,10210420,1,0,,,,,9,2015,1,UJA
,10210420,1,0,,,,,1,2015,1,UJA
,10210421,,0,,,,,4,2013,1,UJA
,10210421,,0,,,,,8,2013,1,UJA
,10210421,1,0,,,,,6,2015,1,UJA
,10210422,1,0,,,,,1,2015,1,UJA
,10210422,1,0,,,,,6,2015,1,UJA
,10210422,1,0,,,,,8,2015,1,UJA
,10210422,,0,,,,,4,2013,1,UJA
,10210423,1,0,,,,,5,2015,1,UJA
,10210423,1,0,,,,,11,2015,1,UJA
,10210423,,0,,,,,4,2013,1,UJA
,10210423,,0,,,,,11,2014,1,UJA
,10210424,,0,,,,,11,2014,1,UJA
,10210424,1,0,,,,,6,2015,1,UJA
,10210424,1,0,,,,,4,2015,1,UJA
,10210424,1,0,,,,,9,2015,1,UJA
,10210424,,0,,,,,4,2013,1,UJA
,10210424,,0,,,,,8,2013,1,UJA
,10210424,1,0,,,,,2,2015,1,UJA
,10210425,1,0,,,,,11,2015,1,UJA
,10210425,,0,,,,,4,2013,1,UJA
,10210425,1,0,,,,,5,2015,1,UJA
,10210427,1,0,,,,,5,2015,1,UJA
,10210427,,0,,,,,4,2013,1,UJA
,10210427,1,0,,,,,11,2015,1,UJA
,10210428,1,0,,,,,4,2015,1,UJA
,10210428,1,0,,,,,2,2015,1,UJA
,10210428,,0,,,,,4,2013,1,UJA
,10210428,1,0,,,,,9,2015,1,UJA
,10210429,1,1,1,1,0,0,10,2015,1,UJA
,10210429,,0,,,,,4,2013,1,UJA
,10210429,,0,,,,,11,2014,1,UJA
,10210429,1,0,,,,,6,2015,1,UJA
,10210429,1,0,,,,,9,2015,1,UJA
,10210429,1,0,,,,,4,2015,1,UJA
,10210429,1,0,,,,,2,2015,1,UJA
,10210430,1,0,,,,,2,2015,1,UJA
,10210430,1,0,,,,,11,2015,1,UJA
,10210430,1,0,,,,,6,2015,1,UJA
,10210430,,0,,,,,4,2013,1,UJA
,10210430,,0,,,,,11,2014,1,UJA
,10210430,1,0,,,,,9,2015,1,UJA
,10210430,1,0,,,,,4,2015,1,UJA
,10210431,1,0,,,,,6,2015,1,UJA
,10210431,1,0,,,,,11,2015,1,UJA
,10210431,0,0,,,,,2,2015,1,UJA
,10210431,,0,,,,,9,2013,1,UJA
,10210431,1,0,,,,,1,2016,1,UJA
,10210431,,0,,,,,1,2014,1,UJA
,10210431,1,0,,,,,9,2015,1,UJA
,10210431,1,0,,,,,3,2016,1,UJA
,10210431,,0,,,,,4,2013,1,UJA
,10210431,,0,,,,,5,2014,1,UJA
,10210431,,0,,,,,12,2014,1,UJA
,10210432,,0,,,,,11,2014,1,UJA
,10210432,1,0,,,,,1,2015,1,UJA
,10210432,1,0,,,,,2,2015,1,UJA
,10210432,,0,,,,,9,2013,1,UJA
,10210432,1,0,,,,,9,2015,1,UJA
,10210432,,0,,,,,1,2014,1,UJA
,10210432,,0,,,,,5,2014,1,UJA
,10210432,,0,,,,,4,2013,1,UJA
,10210432,1,0,,,,,11,2015,1,UJA
,10210432,1,0,,,,,3,2016,1,UJA
,10210432,1,0,,,,,6,2015,1,UJA
,10210432,,0,,,,,10,2014,1,UJA
,10210432,1,0,,,,,1,2016,1,UJA
,10210432,,0,,,,,12,2014,1,UJA
,10210433,,0,,,,,2,2013,1,UJA
,10210433,1,0,,,,,6,2015,1,UJA
,10210433,,0,,,,,1,2014,1,UJA
,10210433,1,0,,,,,11,2015,1,UJA
,10210433,,0,,,,,5,2014,1,UJA
,10210433,1,0,,,,,1,2016,1,UJA
,10210433,,0,,,,,9,2013,1,UJA
,10210433,1,0,,,,,12,2014,1,UJA
,10210434,1,0,,,,,11,2015,1,UJA
,10210434,1,0,,,,,4,2015,1,UJA
,10210434,1,0,,,,,2,2015,1,UJA
,10210434,1,0,,,,,9,2015,1,UJA
,10210434,1,0,,,,,1,2016,1,UJA
,10210434,,0,,,,,10,2013,1,UJA
,10210434,,0,,,,,4,2013,1,UJA
,10210435,1,0,,,,,1,2016,1,UJA
,10210435,1,0,,,,,2,2015,1,UJA
,10210435,1,0,,,,,11,2015,1,UJA
,10210435,1,0,,,,,9,2015,1,UJA
,10210435,,0,,,,,10,2013,1,UJA
,10210435,1,0,,,,,6,2015,1,UJA
,10210435,1,0,,,,,3,2016,1,UJA
,10210435,,0,,,,,2,2013,1,UJA
,10210435,1,0,,,,,5,2015,1,UJA
,10210435,,1,,,11,,9,2013,1,UJA
,10210435,1,1,0,1,0,0,10,2014,1,UJA
,10210436,1,0,,,,,1,2016,1,UJA
,10210436,,0,,,,,12,2014,1,UJA
,10210436,1,0,,,,,11,2015,1,UJA
,10210436,,0,,,,,4,2013,1,UJA
,10210436,1,0,,,,,5,2015,1,UJA
,10210436,,0,,,,,1,2014,1,UJA
,10210436,1,0,,,,,9,2015,1,UJA
,10210436,1,0,,,,,6,2015,1,UJA
,10210436,,0,,,,,10,2013,1,UJA
,10210436,,0,,,,,10,2013,1,UJA
,10210436,0,1,0,0,0,0,2,2015,1,UJA
,10210436,1,0,,,,,11,2015,1,UJA
,10210436,,0,,,,,5,2014,1,UJA
,10210437,1,0,,,,,11,2015,1,UJA
,10210437,,0,,,,,1,2014,1,UJA
,10210437,,0,,,,,10,2013,1,UJA
,10210437,,0,,,,,10,2014,1,UJA
,10210437,1,0,,,,,1,2016,1,UJA
,10210437,,0,,,,,2,2013,1,UJA
,10210437,1,0,,,,,6,2015,1,UJA
,10210437,1,0,,,,,4,2015,1,UJA
,10210437,1,0,,,,,2,2015,1,UJA
,10210437,1,0,,,,,9,2015,1,UJA
,10210437,1,0,,,,,3,2016,1,UJA
,10210437,,0,,,,,12,2014,1,UJA
,10210438,1,0,,,,,1,2016,1,UJA
,10210438,1,0,,,,,5,2015,1,UJA
,10210438,,0,,,,,1,2014,1,UJA
,10210438,,0,,,,,10,2013,1,UJA
,10210438,,0,,,,,9,2013,1,UJA
,10210438,1,0,,,,,2,2015,1,UJA
,10210438,1,0,,,,,6,2015,1,UJA
,10210438,,0,,,,,4,2013,1,UJA
,10210438,1,1,1,0,0,0,4,2015,1,UJA
,10210438,1,0,,,,,11,2015,1,UJA
,10210438,1,0,,,,,9,2015,1,UJA
,10210438,1,1,1,0,1,0,8,2014,1,UJA
,10210440,1,0,,,,,9,2015,1,UJA
,10210440,1,0,,,,,1,2016,1,UJA
,10210440,1,0,,,,,5,2015,1,UJA
,10210440,,1,,,11,,4,2013,1,UJA
,10210440,,1,,,4,,5,2014,1,UJA
,10210440,,0,,,,,9,2013,1,UJA
,10210440,1,0,,,,,11,2015,1,UJA
,10210440,1,0,,,,,2,2015,1,UJA
,10210440,1,0,,,,,2,2015,1,UJA
,10210440,1,0,,,,,3,2016,1,UJA
,10210440,,0,,,,,1,2014,1,UJA
,10210440,,0,,,,,12,2014,1,UJA
,10210440,1,0,,,,,6,2015,1,UJA
,10210441,1,0,,,,,1,2016,1,UJA
,10210441,1,0,,,,,2,2015,1,UJA
,10210441,,1,,,11,,4,2013,1,UJA
,10210441,1,0,,,,,11,2015,1,UJA
,10210441,,0,,,,,5,2016,1,UJA
,10210441,,0,,,,,10,2013,1,UJA
,10210441,,1,,,1,,1,2014,1,UJA
,10210441,1,0,,,,,6,2015,1,UJA
,10210441,1,0,,,,,4,2015,1,UJA
,10210442,,0,,,,,12,2014,1,UJA
,10210442,1,0,,,,,3,2016,1,UJA
,10210442,1,0,,,,,1,2016,1,UJA
,10210442,1,0,,,,,6,2015,1,UJA
,10210442,,0,,,,,1,2014,1,UJA
,10210442,1,0,,,,,9,2015,1,UJA
,10210442,1,0,,,,,5,2015,1,UJA
,10210442,,0,,,,,5,2014,1,UJA
,10210442,1,0,,,,,2,2015,1,UJA
,10210442,,0,,,,,9,2013,1,UJA
,10210442,,0,,,,,4,2013,1,UJA
,10210442,1,0,,,,,11,2015,1,UJA
,10210443,1,0,,,,,9,2015,1,UJA
,10210443,1,0,,,,,11,2015,1,UJA
,10210443,1,0,,,,,5,2015,1,UJA
,10210443,1,0,,,,,2,2015,1,UJA
,10210443,1,0,,,,,1,2015,1,UJA
,10210443,1,0,,,,,6,2015,1,UJA
,10210443,1,0,,,,,3,2016,1,UJA
,10210443,1,0,,,,,1,2014,1,UJA
,10210443,1,0,,,,,1,2016,1,UJA
,10210443,,0,,,,,10,2014,1,UJA
,10210443,,0,,,,,4,2013,1,UJA
,10210443,,0,,,,,12,2014,1,UJA
,10210444,,0,,,,,4,2013,1,UJA
,10210444,1,0,,,,,4,2015,1,UJA
,10210444,1,0,,,,,9,2015,1,UJA
,10210444,,0,,,,,4,2016,1,UJA
,10210444,,0,,,,,5,2014,1,UJA
,10210444,,0,,,,,12,2014,1,UJA
,10210444,,0,,,,,3,2014,1,UJA
,10210444,,0,,,,,10,2014,1,UJA
,10210444,1,0,,,,,1,2016,1,UJA
,10210444,,0,,,,,1,2014,1,UJA
,10210444,1,0,,,,,11,2015,1,UJA
,10210444,1,0,,,,,6,2015,1,UJA
,10210444,1,0,,,,,2,2015,1,UJA
,10210445,1,0,,,,,6,2015,1,UJA
,10210445,,0,,,,,5,2014,1,UJA
,10210445,1,0,,,,,11,2015,1,UJA
,10210445,1,0,,,,,2,2015,1,UJA
,10210445,,0,,,,,4,2013,1,UJA
,10210445,,0,,,,,1,2014,1,UJA
,10210445,1,0,,,,,1,2016,1,UJA
,10210445,1,0,,,,,3,2016,1,UJA
,10210445,1,0,,,,,5,2015,1,UJA
,10210445,,0,,,,,9,2013,1,UJA
,10210445,1,0,,,,,6,2015,1,UJA
,10210445,1,0,,,,,9,2015,1,UJA
,10210446,1,0,,,,,6,2015,1,UJA
,10210446,,0,,,,,1,2014,1,UJA
,10210446,,1,,,11,,4,2013,1,UJA
,10210446,1,0,,,,,6,2015,1,UJA
,10210446,,0,,,,,10,2013,1,UJA
,10210446,1,0,,,,,5,2015,1,UJA
,10210446,1,0,,,,,3,2016,1,UJA
,10210446,,0,,,,,5,2014,1,UJA
,10210446,,0,,,,,12,2014,1,UJA
,10210446,1,0,,,,,2,2015,1,UJA
,10210446,1,0,,,,,11,2015,1,UJA
,10210446,1,0,,,,,9,2015,1,UJA
,10210447,,0,,,,,11,2014,1,UJA
,10210447,,0,,,,,7,2014,1,UJA
,10210447,1,0,,,,,2,2015,1,UJA
,10210447,,0,,,,,2,2013,1,UJA
,10210447,1,0,,,,,1,2016,1,UJA
,10210447,,0,,,,,9,2013,1,UJA
,10210447,1,0,,,,,8,2015,1,UJA
,10210447,1,0,,,,,4,2015,1,UJA
,10210447,1,0,,,,,10,2015,1,UJA
,10210447,,0,,,,,5,2014,1,UJA
,10210447,1,0,,,,,3,2016,1,UJA
,10210448,1,1,0,0,0,0,10,2015,1,UJA
,10210448,,0,,,,,2,2013,1,UJA
,10210448,1,0,,,,,4,2016,1,UJA
,10210448,1,0,,,,,6,2015,1,UJA
,10210448,1,0,,,,,2,2015,1,UJA
,10210448,1,0,,,,,4,2015,1,UJA
,10210448,1,0,,,,,1,2016,1,UJA
,10210448,1,0,,,,,8,2015,1,UJA
,10210449,1,0,,,,,4,2015,1,UJA
,10210449,1,0,,,,,8,2015,1,UJA
,10210449,,0,,,,,2,2013,1,UJA
,10210449,1,0,,,,,1,2016,1,UJA
,10210450,1,0,,,,,2,2015,1,UJA
,10210450,1,0,,,,,4,2015,1,UJA
,10210450,1,0,,,,,1,2016,1,UJA
,10210450,1,0,,,,,4,2016,1,UJA
,10210450,1,0,,,,,8,2015,1,UJA
,10210450,,1,,,11,,2,2013,1,UJA
,10210450,1,0,,,,,6,2015,1,UJA
,10210451,1,0,,,,,4,2016,1,UJA
,10210451,1,0,,,,,4,2015,1,UJA
,10210451,1,0,,,,,8,2015,1,UJA
,10210451,,1,,,-996,,2,2013,1,UJA
,10210451,1,0,,,,,2,2015,1,UJA
,10210452,,0,,,,,5,2015,1,UJA
,10210452,1,0,,,,,1,2016,1,UJA
,10210452,1,0,,,,,4,2015,1,UJA
,10210452,1,0,,,,,8,2015,1,UJA
,10210452,,1,0,1,0,0,3,2016,1,UJA
,10210452,,0,,,,,2,2013,1,UJA
,10210453,1,0,,,,,11,2015,1,UJA
,10210453,1,0,,,,,2,2015,1,UJA
,10210453,1,0,,,,,4,2015,1,UJA
,10210453,1,0,,,,,8,2015,1,UJA
,10210453,1,0,,,,,6,2015,1,UJA
,10210453,1,1,1,1,1,0,5,2015,1,UJA
,10210453,,1,,,11,,2,2013,1,UJA
,10210453,1,0,,,,,7,2015,1,UJA
,10210454,1,0,,,,,1,2016,1,UJA
,10210454,1,0,,,,,8,2015,1,UJA
,10210454,,0,,,,,2,2013,1,UJA
,10210454,1,0,,,,,4,2016,1,UJA
,10210455,,0,,,,,2,2013,1,UJA
,10210455,1,0,,,,,6,2015,1,UJA
,10210455,1,0,,,,,8,2015,1,UJA
,10210455,1,0,,,,,1,2016,1,UJA
,10210455,1,0,,,,,2,2015,1,UJA
,10210456,1,0,,,,,7,2015,1,UJA
,10210456,1,0,,,,,8,2015,1,UJA
,10210456,1,0,,,,,4,2015,1,UJA
,10210456,1,0,,,,,2,2015,1,UJA
,10210456,1,0,,,,,5,2015,1,UJA
,10210456,,1,,,11,,2,2013,1,UJA
,10210456,1,0,,,,,1,2016,1,UJA
,10210457,0,1,0,1,1,0,5,2015,1,UJA
,10210457,1,0,,,,,2,2015,1,UJA
,10210457,1,0,,,,,7,2015,1,UJA
,10210457,1,0,,,,,8,2015,1,UJA
,10210457,,0,,,,,3,2013,1,UJA
,10210457,1,0,,,,,7,2015,1,UJA
,10210457,1,0,,,,,4,2015,1,UJA
,10210458,1,0,,,,,1,2016,1,UJA
,10210458,1,0,,,,,4,2015,1,UJA
,10210458,1,0,,,,,6,2015,1,UJA
,10210458,,0,,,,,2,2013,1,UJA
,10210459,,0,,,,,4,2013,1,UJA
,10210459,1,1,1,0,0,0,2,2015,1,UJA
,10210459,1,0,,,,,8,2015,1,UJA
,10210459,,0,,,,,2,2013,1,UJA
,10210460,1,0,,,,,1,2016,1,UJA
,10210460,1,0,,,,,8,2015,1,UJA
,10210460,,0,,,,,8,2013,1,UJA
,10210460,1,0,,,,,4,2015,1,UJA
,10210460,,0,,,,,2,2013,1,UJA
,10210460,1,0,,,,,4,2016,1,UJA
,10210460,1,0,,,,,2,2015,1,UJA
,10210460,1,0,,,,,6,2015,1,UJA
,10210461,1,0,,,,,8,2015,1,UJA
,10210461,,0,,,,,2,2013,1,UJA
,10210461,1,0,,,,,1,2016,1,UJA
,10210461,1,0,,,,,4,2016,1,UJA
,10210461,1,0,,,,,5,2015,1,UJA
,10210462,,0,,,,,2,2013,1,UJA
,10210462,,,,,,,1,2016,1,UJA
,10210462,,,,,,,8,2015,1,UJA
,10210463,,0,,,,,8,2013,1,UJA
,10210463,1,0,,,,,4,2015,1,UJA
,10210463,1,0,,,,,5,2015,1,UJA
,10210463,,0,,,,,2,2013,1,UJA
,10210463,1,0,,,,,4,2016,1,UJA
,10210463,1,0,,,,,1,2016,1,UJA
,10210463,1,0,,,,,8,2015,1,UJA
,10210463,1,0,,,,,2,2015,1,UJA
,10210464,,0,,,,,3,2013,1,UJA
,10210464,1,0,,,,,1,2016,1,UJA
,10210464,1,0,,,,,4,2016,1,UJA
,10210464,1,0,,,,,8,2015,1,UJA
,10210465,1,0,,,,,1,2016,1,UJA
,10210465,1,0,,,,,4,2015,1,UJA
,10210465,1,0,,,,,8,2015,1,UJA
,10210465,,0,,,,,2,2013,1,UJA
,10210466,1,0,,,,,1,2016,1,UJA
,10210466,,0,,,,,2,2013,1,UJA
,10210466,1,0,,,,,8,2015,1,UJA
,10210467,1,0,,,,,8,2015,1,UJA
,10210467,,0,,,,,7,2014,1,UJA
,10210467,1,0,,,,,5,2016,1,UJA
,10210467,1,0,,,,,1,2016,1,UJA
,10210467,1,0,,,,,2,2015,1,UJA
