ID,program,programID,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
,Busia-KE,10050085,3,618,20.6,0.1456311,0.7281553,2,6,0000-00-00,0000-00-00,6,2017,1
,Busia-KE,10050086,8,530,17.66667,0.4528302,2.264151,3,12,0000-00-00,0000-00-00,4,2017,1
,Busia-KE,10050087,8,724,24.13333,0.3314917,1.657459,3,12,0000-00-00,0000-00-00,9,2017,1
,Yala,10050088,18,1187,39.56667,0.4549284,2.274642,6,21,0000-00-00,0000-00-00,9,2017,1
,Yala,10050089,16,924,30.8,0.5194805,2.597403,5,20,07/04/2042,0000-00-00,8,2017,1
,Yala,10050090,16,950,31.66667,0.5052631,2.526316,5,17,07/04/2042,0000-00-00,9,2017,1
,Yala,10050091,27,1134,37.8,0.7142857,3.571429,8,31,0000-00-00,0000-00-00,8,2017,1
,Yala,10050092,16,924,30.8,0.5194805,2.597403,5,20,07/04/2042,0000-00-00,8,2017,1
,Yala,10050093,22,1135,37.83333,0.5814978,2.907489,7,26,0000-00-00,0000-00-00,8,2017,1
,Yala,10050094,24,1135,37.83333,0.6343613,3.171806,7,28,0000-00-00,0000-00-00,8,2017,1
,Yala,10050095,20,1049,34.96667,0.5719733,2.859867,6,24,0000-00-00,0000-00-00,5,2017,1
,Busia-KE,10050096,19,599,19.96667,0.9515859,4.75793,7,22,0000-00-00,0000-00-00,9,2017,1
,Busia-KE,10050097,18,616,20.53333,0.8766234,4.383117,7,19,0000-00-00,04/01/2043,10,2017,1
,Kakamega,10050098,18,616,20.53333,0.8766234,4.383117,6,20,0000-00-00,04/01/2043,10,2017,1
,Kakamega,10050099,19,616,20.53333,0.9253247,4.626623,6,21,0000-00-00,04/01/2043,10,2017,1
,Busia-KE,10050100,8,258,8.6,0.9302325,4.651163,3,11,0000-00-00,0000-00-00,10,2016,1
,Busia-KE,10050101,17,504,16.8,1.011905,5.059524,6,21,0000-00-00,03/01/2043,10,2017,1
,Busia-KE,10050102,10,596,19.86667,0.5033557,2.516778,4,13,0000-00-00,04/01/2043,10,2017,1
,Kakamega,10050103,1,199,6.633333,0.1507538,0.7537688,2,5,0000-00-00,04/01/2043,10,2017,1
,Busia-KE,10050104,4,622,20.73333,0.192926,0.9646302,2,7,0000-00-00,0000-00-00,6,2017,1
,Busia-KE,10050105,2,548,18.26667,0.1094891,0.5474453,2,5,0000-00-00,0000-00-00,4,2017,1
,Busia-KE,10050106,10,596,19.86667,0.5033557,2.516778,4,13,0000-00-00,04/01/2043,10,2017,1
,Busia-KE,10050107,4,616,20.53333,0.1948052,0.974026,2,6,0000-00-00,0000-00-00,6,2017,1
,Busia-KE,10050108,19,847,28.23333,0.6729634,3.364817,8,22,0000-00-00,0000-00-00,9,2017,1
,Kakamega,10050109,2,222,7.4,0.2702703,1.351351,2,6,0000-00-00,0000-00-00,2,2016,1
,Busia-KE,10050110,17,484,16.13333,1.053719,5.268595,6,19,0000-00-00,0000-00-00,6,2017,1
,Busia-KE,10050111,23,887,29.56667,0.777903,3.889515,9,27,08/11/2042,2043-00-05,9,2017,1
,Busia-KE,10050112,13,886,29.53333,0.4401806,2.200903,5,17,08/11/2042,2043-00-04,9,2017,1
,Busia-KE,10050113,14,504,16.8,0.8333334,4.166667,5,18,0000-00-00,05/07/2043,12,2017,1
,Busia-KE,10050114,15,444,14.8,1.013513,5.067567,5,19,0000-00-00,07/07/2043,12,2017,1
,Busia-KE,10050115,6,335,11.16667,0.5373134,2.686567,3,9,0000-00-00,0000-00-00,8,2017,1
,Busia-KE,10050116,22,554,18.46667,1.191336,5.956678,7,26,0000-00-00,07/07/2043,12,2017,1
,Busia-KE,10050117,19,444,14.8,1.283784,6.418919,6,23,0000-00-00,07/07/2043,12,2017,1
,Busia-KE,10050118,8,520,17.33333,0.4615384,2.307692,4,12,0000-00-00,2043-00-07,9,2017,1
,Busia-KE,10050119,8,520,17.33333,0.4615384,2.307692,4,12,0000-00-00,2043-00-07,9,2017,1
,Busia-KE,10050120,6,518,17.26667,0.3474903,1.737452,4,10,0000-00-00,2043-00-05,9,2017,1
,Busia-KE,10050121,10,518,17.26667,0.5791506,2.895753,4,14,0000-00-00,2043-00-05,9,2017,1
,Busia-KE,10050122,6,517,17.23333,0.3481625,1.740812,3,10,0000-00-00,2043-00-05,9,2017,1
,Busia-KE,10050123,10,520,17.33333,0.5769231,2.884615,4,14,0000-00-00,2043-00-07,9,2017,1
,Busia-KE,10050124,21,615,20.5,1.02439,5.121951,7,24,0000-00-00,03/01/2043,10,2017,1
,Kakamega,10050125,18,866,28.86667,0.6235566,3.117783,6,21,0000-00-00,08/03/2043,10,2017,1
,Busia-KE,10050126,23,626,20.86667,1.102236,5.511182,7,26,0000-00-00,04/02/2043,10,2017,1
,Busia-KE,10050127,17,616,20.53333,0.8279221,4.13961,7,19,0000-00-00,04/01/2043,10,2017,1
,Kakamega,10050128,3,91,3.033333,0.989011,4.945055,2,6,0000-00-00,09/01/2043,10,2017,1
,Busia-KE,10050129,6,268,8.933333,0.6716418,3.358209,3,10,0000-00-00,09/01/2043,10,2017,1
,Busia-KE,10050130,3,97,3.233333,0.927835,4.639175,2,6,0000-00-00,0000-00-00,7,2017,1
,Busia-KE,10050131,10,420,14,0.7142857,3.571429,4,14,0000-00-00,0000-00-00,7,2017,1
,Busia-KE,10050132,8,268,8.933333,0.8955224,4.477612,4,12,0000-00-00,09/01/2043,10,2017,1
,Busia-KE,10050133,15,730,24.33333,0.6164383,3.082192,6,19,0000-00-00,2043-04-00,11,2017,1
,Busia-KE,10050134,26,708,23.6,1.101695,5.508475,8,30,0000-00-00,0000-00-00,9,2017,1
,Kakamega,10050135,12,520,17.33333,0.6923077,3.461538,5,16,0000-00-00,0000-00-00,8,2017,1
,Busia-KE,10050136,7,188,6.266667,1.117021,5.585106,3,10,0000-00-00,0000-00-00,8,2017,1
,Busia-KE,10050137,13,548,18.26667,0.7116789,3.558394,5,16,0000-00-00,0000-00-00,9,2017,1
,Busia-KE,10050138,3,102,3.4,0.8823529,4.411765,2,6,0000-00-00,0000-00-00,6,2016,1
,Busia-KE,10050139,15,551,18.36667,0.8166969,4.083485,5,18,0000-00-00,0000-00-00,9,2017,1
,Busia-KE,10050140,21,726,24.2,0.8677686,4.338843,7,25,0000-00-00,04/02/2043,10,2017,1
,Busia-KE,10050141,17,725,24.16667,0.7034483,3.517241,6,21,0000-00-00,04/02/2043,10,2017,1
,Kakamega,10050142,14,514,17.13333,0.8171206,4.085603,5,17,0000-00-00,01/02/2043,10,2017,1
,Busia-KE,10050143,23,634,21.13333,1.088328,5.441641,8,27,0000-00-00,04/02/2043,10,2017,1
,Busia-KE,10050144,5,560,18.66667,0.2678572,1.339286,3,9,0000-00-00,06/07/2043,12,2017,1
,Busia-KE,10050147,11,560,18.66667,0.5892857,2.946429,5,15,0000-00-00,06/07/2043,12,2017,1
,Busia-KE,10050148,14,560,18.66667,0.75,3.75,6,18,0000-00-00,06/07/2043,12,2017,1
,Kakamega,10050149,11,559,18.63333,0.5903399,2.951699,5,15,0000-00-00,06/07/2043,12,2017,1
,Kakamega,10050150,12,560,18.66667,0.6428572,3.214286,5,16,0000-00-00,06/07/2043,12,2017,1
,Busia-KE,10050151,14,786,26.2,0.5343511,2.671756,6,18,0000-00-00,06/07/2043,12,2017,1
,Busia-KE,10050152,12,559,18.63333,0.6440071,3.220036,5,16,0000-00-00,06/07/2043,12,2017,1
,Busia-KE,10050153,17,560,18.66667,0.9107143,4.553572,6,21,0000-00-00,06/07/2043,12,2017,1
,Busia-KE,10050154,11,835,27.83333,0.3952096,1.976048,4,15,0000-00-00,2043-00-00,9,2017,1
,Busia-KE,10050155,15,723,24.1,0.6224066,3.112033,5,19,0000-00-00,0000-00-00,9,2017,1
,Busia-KE,10050156,16,834,27.8,0.5755396,2.877698,5,20,0000-00-00,0000-00-00,9,2017,1
,Busia-KE,10050157,11,724,24.13333,0.4558011,2.279006,4,15,0000-00-00,2043-00-00,9,2017,1
,Busia-KE,10050158,12,639,21.3,0.5633803,2.816901,6,14,0000-00-00,0000-00-00,3,2017,1
,Kakamega,10050159,17,784,26.13333,0.6505102,3.252551,6,21,0000-00-00,08/01/2043,10,2017,1
,Busia-KE,10050160,14,846,28.2,0.4964539,2.482269,6,17,0000-00-00,08/01/2043,10,2017,1
,Busia-KE,10050161,24,846,28.2,0.8510638,4.255319,8,28,0000-00-00,08/01/2043,10,2017,1
,Busia-KE,10050162,21,853,28.43333,0.7385698,3.692849,7,25,0000-00-00,04/05/2043,11,2017,1
,Busia-KE,10050164,11,853,28.43333,0.3868699,1.934349,5,14,0000-00-00,04/05/2043,11,2017,1
,Busia-KE 3,10050165,3,107,3.566667,0.8411215,4.205607,2,7,0000-00-00,0000-00-00,1,2017,1
,Kakamega,10050166,3,375,12.5,0.24,1.2,2,6,0000-00-00,0000-00-00,3,2017,1
,Busia-KE,10050167,6,478,15.93333,0.376569,1.882845,3,9,0000-00-00,0000-00-00,6,2017,1
,Kakamega,10050168,18,838,27.93333,0.6443914,3.221957,6,21,0000-00-00,2043-01-00,10,2017,1
,Busia-KE,10050169,17,503,16.76667,1.013916,5.069582,6,20,0000-00-00,02/03/2043,10,2017,1
,Busia-KE,10050170,16,614,20.46667,0.781759,3.908795,5,19,0000-00-00,09/03/2043,10,2017,1
,Busia-KE,10050171,15,503,16.76667,0.8946322,4.473161,6,19,0000-00-00,02/03/2043,10,2017,1
,Busia-KE,10050172,16,614,20.46667,0.781759,3.908795,6,18,0000-00-00,09/03/2043,10,2017,1
,Busia-KE,10050173,21,838,27.93333,0.75179,3.75895,7,24,0000-00-00,2043-01-00,10,2017,1
,Kakamega,10050174,15,509,16.96667,0.8840864,4.420432,5,19,0000-00-00,08/03/2043,10,2017,1
,Busia-KE,10050175,17,814,27.13333,0.6265357,3.132678,6,20,0000-00-00,0000-00-00,9,2017,1
,Kakamega,10050176,9,572,19.06667,0.472028,2.36014,4,11,0000-00-00,0000-00-00,9,2017,1
,Kakamega,10050177,12,391,13.03333,0.9207161,4.60358,4,15,0000-00-00,0000-00-00,9,2017,1
,Kakamega,10050178,12,752,25.06667,0.4787234,2.393617,4,16,0000-00-00,0000-00-00,9,2017,1
,Busia-KE,10050179,14,572,19.06667,0.7342657,3.671329,5,17,0000-00-00,0000-00-00,9,2017,1
,Busia-KE,10050181,23,752,25.06667,0.9175532,4.587766,7,27,0000-00-00,0000-00-00,9,2017,1
,Busia-KE,10050182,16,706,23.53333,0.6798867,3.399434,6,20,0000-00-00,0000-00-00,9,2017,1
,Kakamega,10050183,8,525,17.5,0.4571429,2.285714,3,12,0000-00-00,0000-00-00,9,2017,1
,Kakamega,10050184,17,817,27.23333,0.624235,3.121175,6,20,0000-00-00,0000-00-00,9,2017,1
,Busia-KE,10050185,14,832,27.73333,0.5048077,2.524039,6,17,0000-00-00,2043-00-03,9,2017,1
,Busia-KE,10050186,13,832,27.73333,0.46875,2.34375,5,16,0000-00-00,2043-00-03,9,2017,1
,Busia-KE,10050187,13,832,27.73333,0.46875,2.34375,5,16,0000-00-00,2043-00-03,9,2017,1
,Busia-KE,10050188,13,833,27.76667,0.4681873,2.340936,5,16,0000-00-00,2043-00-04,9,2017,1
,Busia-KE,10050189,17,832,27.73333,0.6129808,3.064904,6,20,0000-00-00,2043-00-03,9,2017,1
,Busia-KE,10050190,16,833,27.76667,0.5762305,2.881153,6,19,0000-00-00,2043-00-04,9,2017,1
,Yala,10050191,20,1168,38.93333,0.5136986,2.568493,6,24,0000-00-00,0000-00-00,9,2017,1
,Yala,10050192,16,915,30.5,0.5245901,2.622951,5,20,09/06/2042,0000-00-00,9,2017,1
,Yala,10050193,16,916,30.53333,0.5240175,2.620087,5,20,09/06/2042,0000-00-00,9,2017,1
,Yala,10050194,20,1168,38.93333,0.5136986,2.568493,6,24,0000-00-00,0000-00-00,9,2017,1
,Busia-KE,10060001,11,252,8.4,1.309524,6.547619,4,15,0000-00-00,09/01/2043,10,2017,1
,Busia-KE,10060002,3,84,2.8,1.071429,5.357142,2,5,0000-00-00,04/01/2043,10,2017,1
,Busia-KE,10060003,4,587,19.56667,0.2044293,1.022146,3,8,0000-00-00,0000-00-00,4,2017,1
,Busia-KE,10060004,8,466,15.53333,0.5150214,2.575107,3,11,0000-00-00,0000-00-00,6,2017,1
,Busia-KE,10060007,4,119,3.966667,1.008403,5.042017,2,8,0000-00-00,0000-00-00,2,2017,1
,Busia-KE,10060008,6,559,18.63333,0.3220036,1.610018,4,10,0000-00-00,06/07/2043,12,2017,1
,Busia-KE,10060015,3,94,3.133333,0.9574468,4.787234,2,7,0000-00-00,2043-00-00,9,2017,1
,Busia-KE,10060016,6,180,6,1,5,3,9,0000-00-00,0000-00-00,7,2017,1
,Busia-KE,10060018,4,321,10.7,0.3738318,1.869159,2,8,0000-00-00,0000-00-00,4,2017,1
,Busia-KE,10060019,8,174,5.8,1.37931,6.896551,3,12,0000-00-00,0000-00-00,9,2017,1
,Busia-KE,10060020,10,469,15.63333,0.6396589,3.198294,4,13,0000-00-00,09/03/2043,10,2017,1
,Busia-KE,10060021,12,639,21.3,0.5633803,2.816901,4,16,0000-00-00,01/02/2043,10,2017,1
,Yala,10060022,8,217,7.233333,1.105991,5.529954,3,12,0000-00-00,0000-00-00,9,2017,1
,Yala,10060023,8,843,28.1,0.2846975,1.423488,3,12,08/04/2042,0000-00-00,6,2017,1
,Yala,10060024,13,1046,34.86666,0.372849,1.864245,6,17,0000-00-00,2043-00-07,9,2017,1
,Yala,10060025,24,1194,39.8,0.6030151,3.015075,7,28,0000-00-00,2043-00-07,9,2017,1
,Busia-KE,10060028,17,692,23.06667,0.7369942,3.684971,7,20,0000-00-00,0000-00-00,6,2017,1
,Busia-KE,10060029,5,639,21.3,0.2347418,1.173709,3,8,0000-00-00,0000-00-00,3,2017,1
,Busia-KE,10060030,5,720,24,0.2083333,1.041667,3,9,0000-00-00,06/02/2043,10,2017,1
,Busia-KE,10060033,18,833,27.76667,0.6482593,3.241296,6,21,0000-00-00,2043-00-04,9,2017,1
,Yala,10060064,8,923,30.76667,0.2600217,1.300108,3,12,09/06/2042,0000-00-00,9,2017,1
,Busia-KE,10070001,13,656,21.86667,0.5945122,2.972561,5,17,0000-00-00,0000-00-00,5,2017,1
,Busia-KE,10070002,12,728,24.26667,0.4945055,2.472528,4,15,0000-00-00,0000-00-00,6,2017,1
,Busia-KE,10070003,18,765,25.5,0.7058824,3.529412,7,22,0000-00-00,06/04/2043,11,2017,1
,Busia-KE,10070004,17,840,28,0.6071429,3.035714,7,20,0000-00-00,05/04/2043,11,2017,1
,Busia-KE,10070005,18,834,27.8,0.647482,3.23741,6,21,0000-00-00,2043-00-03,9,2017,1
,Busia-KE,10070006,16,896,29.86667,0.5357143,2.678571,5,19,0000-00-00,03/07/2043,12,2017,1
,Busia-KE,10070007,14,732,24.4,0.5737705,2.868853,5,18,0000-00-00,0000-00-00,7,2017,1
,Busia-KE,10070008,31,865,28.83333,1.075145,5.375723,10,35,0000-00-00,04/02/2043,10,2017,1
,Busia-KE,10070009,15,775,25.83333,0.5806451,2.903226,6,17,0000-00-00,08/01/2043,10,2017,1
,Busia-KE,10070010,18,837,27.9,0.6451613,3.225806,7,19,0000-00-00,02/04/2043,11,2017,1
