id,cem011_prgrm,cem301_attendees_total,cem009_country,month,year
,VHG,460,1,10,2013
,VHG,15,1,10,2013
,VHG,19,1,10,2013
,VHG,20,1,10,2013
,VHG,13,1,10,2013
,VHG,15,1,11,2013
,VHG,13,1,11,2013
,VHG,21,1,11,2013
,VHG,14,1,11,2013
,VHG,14,1,11,2013
,VHG,18,1,11,2013
,VHG,36,1,11,2013
,VHG,23,1,11,2013
,VHG,17,1,11,2013
,VHG,38,1,11,2013
,VHG,16,1,11,2013
,VHG,17,1,11,2013
,VHG,21,1,11,2013
,VHG,12,1,11,2013
,VHG,20,1,11,2013
,VHG,18,1,11,2013
,VHG,18,1,11,2013
,VHG,20,1,11,2013
,VHG,20,1,11,2013
,VHG,12,1,11,2013
,VHG,19,1,11,2013
,VHG,13,1,11,2013
,VHG,21,1,11,2013
,VHG,12,1,11,2013
,VHG,18,1,11,2013
,VHG,24,1,11,2013
,VHG,31,1,11,2013
,VHG,12,1,11,2013
,VHG,12,1,11,2013
,VHG,10,1,11,2013
,VHG,19,1,11,2013
,VHG,22,1,11,2013
,VHG,15,1,11,2013
,VHG,12,1,11,2013
,VHG,24,1,11,2013
,VHG,15,1,11,2013
,VHG,16,1,11,2013
,VHG,26,1,11,2013
,VHG,26,1,11,2013
,VHG,34,1,11,2013
,VHG,16,1,11,2013
,VHG,13,1,11,2013
,VHG,16,1,11,2013
,VHG,20,1,11,2013
,VHG,23,1,11,2013
,VHG,14,1,11,2013
,VHG,20,1,11,2013
,VHG,16,1,11,2013
,VHG,20,1,11,2013
,VHG,19,1,11,2013
,VHG,12,1,11,2013
,VHG,23,1,11,2013
,VHG,17,1,11,2013
,SYA,19,1,11,2013
,SYA,16,1,11,2013
,SYA,20,1,11,2013
,SYA,31,1,11,2013
,SYA,23,1,10,2013
,SYA,20,1,10,2013
,SYA,17,1,10,2013
,SYA,17,1,10,2013
,SYA,21,1,10,2013
,SYA,25,1,10,2013
,SYA,16,1,10,2013
,SYA,19,1,10,2013
,SYA,55,1,10,2013
,SYA,83,1,10,2013
,SYA,19,1,10,2013
,SYA,28,1,10,2013
,SYA,33,1,10,2013
,SYA,18,1,10,2013
,SYA,30,1,10,2013
,SYA,13,1,10,2013
,SYA,49,1,10,2013
,SYA,40,1,10,2013
,SYA,20,1,10,2013
,SYA,27,1,10,2013
,SYA,15,1,10,2013
,SYA,22,1,10,2013
,SYA,30,1,10,2013
,SYA,17,1,10,2013
,SYA,12,1,11,2013
,SYA,30,1,11,2013
,SYA,12,1,11,2013
,SYA,12,1,11,2013
,SYA,13,1,11,2013
,SYA,30,1,11,2013
,SYA,17,1,11,2013
,SYA,34,1,11,2013
,SYA,46,1,11,2013
,SYA,18,1,11,2013
,SYA,19,1,11,2013
,SYA,26,1,11,2013
,SYA,27,1,11,2013
,SYA,17,1,11,2013
,SYA,24,1,11,2013
,SYA,18,1,11,2013
,SYA,28,1,11,2013
,SYA,45,1,11,2013
,SYA,41,1,11,2013
,SYA,22,1,11,2013
,SYA,13,1,11,2013
,SYA,14,1,11,2013
,SYA,22,1,11,2013
,SYA,15,1,11,2013
,SYA,14,1,11,2013
,SYA,14,1,11,2013
,SYA,32,1,11,2013
,SYA,18,1,11,2013
,SYA,20,1,11,2013
,SYA,22,1,11,2013
,SYA,22,1,11,2013
,SYA,28,1,11,2013
,SYA,44,1,11,2013
,SYA,44,1,11,2013
,SYA,18,1,11,2013
,SYA,17,1,11,2013
,SYA,15,1,11,2013
,SYA,17,1,11,2013
,SYA,29,1,11,2013
,SYA,22,1,11,2013
,SYA,16,1,11,2013
,SYA,34,1,11,2013
,SYA,17,1,11,2013
,SYA,24,1,11,2013
,SYA,30,1,11,2013
,SYA,25,1,11,2013
,SYA,45,1,11,2013
,SYA,45,1,11,2013
,SYA,29,1,11,2013
,SYA,21,1,11,2013
,SYA,13,1,11,2013
,SYA,35,1,11,2013
,SYA,39,1,11,2013
,SYA,26,1,11,2013
,SYA,21,1,11,2013
,SYA,23,1,11,2013
,SYA,16,1,11,2013
,SYA,15,1,11,2013
,SYA,43,1,11,2013
,SYA,27,1,11,2013
,SYA,25,1,11,2013
,SYA,17,1,11,2013
,SYA,20,1,11,2013
,SYA,23,1,11,2013
,SYA,27,1,11,2013
,SYA,16,1,12,2013
,SYA,15,1,12,2013
,SYA,21,1,11,2013
,SYA,15,1,11,2013
,SYA,45,1,11,2013
,SYA,24,1,11,2013
,SYA,32,1,11,2013
,SYA,20,1,11,2013
,SYA,15,1,11,2013
,SYA,15,1,11,2013
,SYA,34,1,11,2013
,SYA,23,1,11,2013
,SYA,20,1,11,2013
,SYA,18,1,11,2013
,SYA,36,1,11,2013
,SYA,40,1,11,2013
,SYA,19,1,12,2013
,SYA,31,1,11,2013
,SYA,23,1,12,2013
,SYA,27,1,11,2013
,SYA,33,1,11,2013
,SYA,16,1,11,2013
,SYA,23,1,11,2013
,SYA,25,1,11,2013
,SYA,21,1,11,2013
,SYA,19,1,11,2013
,SYA,23,1,11,2013
,SYA,19,1,11,2013
,SYA,25,1,11,2013
,SYA,14,1,11,2013
,SYA,18,1,11,2013
,SYA,15,1,11,2013
,SYA,23,1,11,2013
,SYA,17,1,11,2013
,SYA,17,1,11,2013
,SYA,20,1,11,2013
,SYA,25,1,11,2013
,SYA,15,1,11,2013
,SYA,27,1,11,2013
,SYA,25,1,11,2013
,SYA,19,1,11,2013
,SYA,25,1,12,2013
,SYA,21,1,11,2013
,SYA,13,1,11,2013
,SYA,20,1,11,2013
,SYA,21,1,11,2013
,SYA,12,1,11,2013
,SYA,13,1,11,2013
,SYA,15,1,11,2013
,SYA,23,1,11,2013
,SYA,35,1,11,2013
,SYA,39,1,11,2013
,SYA,74,1,11,2013
,SYA,49,1,11,2013
,SYA,27,1,11,2013
,SYA,28,1,11,2013
,SYA,27,1,11,2013
,SYA,41,1,11,2013
,SYA,20,1,11,2013
,SYA,22,1,11,2013
,SYA,19,1,11,2013
,SYA,22,1,11,2013
,SYA,21,1,11,2013
,SYA,9,1,11,2013
,SYA,67,1,11,2013
,SYA,38,1,11,2013
,SYA,20,1,11,2013
,SYA,19,1,11,2013
,SYA,22,1,11,2013
,SYA,13,1,11,2013
,SYA,24,1,11,2013
,SYA,20,1,11,2013
,SYA,14,1,11,2013
,SYA,18,1,11,2013
,SYA,14,1,11,2013
,SYA,18,1,11,2013
,SYA,13,1,11,2013
,SYA,31,1,11,2013
,SYA,27,1,11,2013
,SYA,25,1,11,2013
,SYA,22,1,11,2013
,SYA,14,1,11,2013
,SYA,9,1,11,2013
,SYA,16,1,11,2013
,SYA,16,1,11,2013
,SYA,24,1,11,2013
,SYA,9,1,11,2013
,SYA,15,1,11,2013
,SYA,22,1,11,2013
,SYA,16,1,11,2013
,SYA,20,1,11,2013
,SYA,54,1,11,2013
,SYA,67,1,11,2013
,SYA,18,1,11,2013
,SYA,24,1,11,2013
,SYA,18,1,11,2013
,SYA,11,1,11,2013
,SYA,14,1,12,2013
,SYA,11,1,11,2013
,SYA,25,1,11,2013
,SYA,12,1,11,2013
,SYA,17,1,11,2013
,SYA,13,1,12,2013
,SYA,32,1,11,2013
,SYA,28,1,11,2013
,SYA,14,1,11,2013
,SYA,28,1,11,2013
,SYA,19,1,11,2013
,SYA,13,1,11,2013
,SYA,12,1,11,2013
,SYA,14,1,11,2013
,SYA,14,1,11,2013
,SYA,28,1,11,2013
,SYA,13,1,11,2013
,SYA,13,1,11,2013
,SYA,26,1,11,2013
,SYA,34,1,11,2013
,SYA,47,1,11,2013
,SYA,15,1,11,2013
,SYA,21,1,11,2013
,SYA,16,1,11,2013
,SYA,33,1,11,2013
,SYA,22,1,11,2013
,SYA,15,1,11,2013
,SYA,13,1,11,2013
,SYA,15,1,11,2013
,SYA,19,1,11,2013
,SYA,13,1,11,2013
,SYA,15,1,10,2013
,SYA,20,1,10,2013
,SYA,14,1,10,2013
,SYA,20,1,12,2013
,SYA,17,1,10,2013
,SYA,22,1,10,2013
,SYA,20,1,10,2013
,SYA,20,1,10,2013
,SYA,16,1,11,2013
,SYA,15,1,11,2013
,SYA,13,1,10,2013
,SYA,43,1,12,2013
,SYA,31,1,11,2013
,SYA,16,1,12,2013
,SYA,16,1,11,2013
,SYA,16,1,11,2013
,SYA,49,1,11,2013
,SYA,30,1,11,2013
,SYA,16,1,11,2013
,SYA,24,1,11,2013
,SYA,20,1,11,2013
,SYA,14,1,11,2013
,SYA,20,1,11,2013
,SYA,27,1,11,2013
,SYA,33,1,11,2013
,SYA,18,1,11,2013
,SYA,23,1,11,2013
,SYA,25,1,12,2013
,SYA,20,1,11,2013
,SYA,17,1,11,2013
,SYA,15,1,11,2013
,SYA,13,1,11,2013
,SYA,17,1,11,2013
,SYA,24,1,11,2013
,SYA,55,1,11,2013
,SYA,24,1,11,2013
,SYA,26,1,11,2013
,SYA,17,1,11,2013
,SYA,20,1,11,2013
,SYA,17,1,11,2013
,SYA,17,1,11,2013
,SYA,91,1,11,2013
,SYA,23,1,11,2013
,SYA,43,1,11,2013
,SYA,84,1,11,2013
,SYA,22,1,11,2013
,SYA,18,1,11,2013
,SYA,40,1,11,2014
,SYA,16,1,11,2013
,SYA,32,1,11,2013
,SYA,19,1,11,2013
,SYA,28,1,11,2013
,SYA,22,1,11,2013
,SYA,26,1,11,2013
,SYA,21,1,11,2013
,SYA,38,1,11,2013
,SYA,28,1,11,2013
,SYA,15,1,11,2013
,SYA,20,1,12,2013
,SYA,22,1,11,2013
,SYA,25,1,11,2013
,SYA,34,1,11,2013
,SYA,23,1,11,2013
,SYA,20,1,11,2013
,SYA,12,1,11,2013
,SYA,16,1,11,2013
,SYA,30,1,11,2013
,SYA,19,1,11,2013
,SYA,23,1,11,2013
,SYA,17,1,11,2013
,SYA,18,1,11,2013
,SYA,16,1,11,2013
,SYA,16,1,11,2013
,SYA,98,1,11,2013
,SYA,85,1,11,2013
,SYA,48,1,11,2013
,SYA,30,1,11,2013
,SYA,31,1,11,2013
,SYA,43,1,11,2013
,SYA,28,1,11,2013
,SYA,14,1,11,2013
,SYA,20,1,11,2013
,SYA,20,1,11,2013
,SYA,18,1,11,2013
,SYA,17,1,11,2013
,SYA,16,1,11,2013
,SYA,15,1,11,2013
,SYA,14,1,11,2014
,SYA,20,1,11,2013
,SYA,14,1,11,2014
,SYA,35,1,11,2013
,SYA,16,1,11,2014
,SYA,23,1,11,2013
,SYA,28,1,11,2013
,SYA,25,1,11,2013
,SYA,14,1,11,2013
,SYA,14,1,11,2013
,SYA,29,1,11,2013
,SYA,25,1,11,2013
,SYA,27,1,11,2013
,SYA,26,1,11,2013
,SYA,31,1,11,2013
,SYA,16,1,11,2013
,SYA,18,1,11,2013
,SYA,17,1,11,2013
,SYA,20,1,11,2013
,SYA,22,1,11,2014
,SYA,25,1,11,2013
,SYA,28,1,11,2013
,SYA,24,1,11,2013
,SYA,22,1,11,2013
,SYA,47,1,11,2013
,SYA,26,1,11,2013
,SYA,24,1,11,2013
,SYA,23,1,11,2013
,SYA,26,1,11,2013
,SYA,21,1,11,2013
,SYA,15,1,11,2013
,SYA,45,1,11,2013
,SYA,40,1,11,2013
,SYA,30,1,11,2013
,SYA,28,1,11,2013
,SYA,15,1,11,2013
,SYA,22,1,11,2013
,SYA,28,1,11,2013
,SYA,28,1,11,2013
,SYA,20,1,11,2013
,SYA,15,1,11,2013
,SYA,42,1,11,2013
,SYA,28,1,12,2013
,SYA,21,1,11,2013
,SYA,26,1,11,2013
,SYA,17,1,11,2013
,SYA,20,1,11,2013
,SYA,39,1,11,2013
,SYA,21,1,11,2013
,SYA,34,1,11,2013
,SYA,15,1,11,2013
,SYA,13,1,11,2013
,SYA,23,1,10,2013
,SYA,16,1,10,2013
,SYA,19,1,10,2013
,SYA,19,1,10,2013
,SYA,21,1,10,2013
,SYA,24,1,10,2013
,SYA,23,1,10,2013
,SYA,12,1,10,2013
,SYA,29,1,10,2013
,SYA,21,1,10,2013
,SYA,20,1,10,2013
,SYA,20,1,10,2013
,SYA,23,1,10,2013
,SYA,21,1,10,2013
,SYA,28,1,10,2013
,SYA,18,1,10,2013
,SYA,13,1,10,2013
,SYA,30,1,10,2013
,SYA,31,1,11,2013
,SYA,25,1,10,2013
,SYA,15,1,12,2013
,SYA,12,1,11,2013
,SYA,13,1,11,2013
,SYA,18,1,11,2013
,SYA,26,1,11,2013
,SYA,13,1,11,2013
,SYA,15,1,11,2013
,SYA,18,1,11,2013
,SYA,12,1,11,2013
,SYA,19,1,11,2013
,SYA,17,1,11,2013
,SYA,19,1,11,2013
,SYA,13,1,11,2013
,SYA,36,1,11,2013
,SYA,37,1,11,2013
,SYA,38,1,11,2013
,SYA,16,1,11,2013
,SYA,13,1,10,2013
,SYA,31,1,10,2013
,SYA,26,1,10,2013
,SYA,28,1,10,2013
,SYA,20,1,10,2013
,SYA,15,1,10,2013
,SYA,50,1,10,2013
,SYA,28,1,10,2013
,SYA,26,1,10,2013
,SYA,21,1,10,2013
,SYA,26,1,10,2013
,SYA,24,1,10,2013
,SYA,22,1,10,2013
,SYA,51,1,10,2013
,SYA,30,1,10,2013
,SYA,36,1,10,2013
,SYA,28,1,11,2013
,SYA,20,1,11,2013
,SYA,28,1,10,2013
,SYA,15,1,10,2013
,SYA,14,1,10,2013
,SYA,21,1,10,2013
,SYA,14,1,11,2013
,SYA,12,1,10,2013
,SYA,14,1,10,2013
,SYA,14,1,10,2013
,SYA,23,1,10,2013
,SYA,16,1,10,2013
,SYA,16,1,10,2013
,SYA,17,1,10,2013
,SYA,41,1,10,2013
,SYA,15,1,10,2013
,SYA,16,1,10,2013
,SYA,10,1,10,2013
,SYA,23,1,10,2013
,SYA,14,1,10,2013
,SYA,15,1,10,2013
,SYA,16,1,10,2013
,SYA,24,1,12,2013
,SYA,13,1,10,2013
,SYA,11,1,10,2013
,SYA,18,1,10,2013
,SYA,14,1,10,2013
,SYA,14,1,10,2013
,SYA,18,1,10,2013
,SYA,16,1,10,2013
,SYA,10,1,10,2013
,SYA,20,1,10,2013
,SYA,17,1,10,2013
,SYA,16,1,10,2013
,SYA,14,1,10,2013
,SYA,13,1,10,2013
,SYA,49,1,10,2013
,SYA,13,1,10,2013
,SYA,23,1,10,2013
,SYA,22,1,10,2013
,SYA,15,1,10,2013
,SYA,63,1,10,2013
,SYA,20,1,10,2013
,SYA,15,1,10,2013
,SYA,12,1,10,2013
,SYA,16,1,10,2013
,SYA,20,1,10,2013
,SYA,15,1,10,2013
,SYA,16,1,10,2013
,SYA,30,1,10,2013
,SYA,12,1,10,2013
,SYA,13,1,11,2013
,SYA,26,1,10,2013
,SYA,17,1,10,2013
,SYA,17,1,10,2013
,SYA,35,1,10,2013
,SYA,11,1,11,2013
,SYA,24,1,10,2013
,SYA,11,1,10,2013
,SYA,16,1,11,2013
,SYA,15,1,10,2013
,SYA,20,1,10,2013
,SYA,17,1,10,2013
,SYA,16,1,10,2013
,SYA,25,1,10,2013
,SYA,35,1,10,2013
,SYA,16,1,10,2013
,SYA,17,1,10,2013
,SYA,25,1,10,2013
,SYA,18,1,10,2013
,SYA,22,1,10,2013
,SYA,12,1,10,2013
,SYA,18,1,10,2013
,SYA,13,1,10,2013
,SYA,20,1,10,2013
,SYA,12,1,10,2013
,SYA,20,1,11,2013
,SYA,17,1,10,2013
,SYA,19,1,10,2013
,SYA,30,1,11,2013
,SYA,17,1,10,2013
,SYA,15,1,10,2013
,SYA,16,1,10,2013
,SYA,15,1,10,2013
,SYA,22,1,10,2013
,SYA,12,1,10,2013
,SYA,12,1,10,2013
,SYA,13,1,10,2013
,SYA,30,1,10,2013
,SYA,15,1,10,2013
,SYA,15,1,10,2013
,SYA,18,1,10,2013
,SYA,20,1,10,2013
,SYA,17,1,10,2013
,SYA,22,1,10,2013
,SYA,22,1,11,2013
,SYA,31,1,11,2013
,SYA,15,1,11,2013
,SYA,11,1,11,2013
,SYA,17,1,11,2013
,SYA,16,1,11,2013
,SYA,30,1,11,2013
,SYA,21,1,11,2013
,SYA,25,1,11,2013
,SYA,20,1,11,2013
,SYA,17,1,11,2013
,SYA,13,1,11,2013
,SYA,21,1,11,2013
,SYA,25,1,11,2013
,SYA,26,1,11,2013
,SYA,15,1,11,2013
,SYA,17,1,11,2013
,SYA,15,1,11,2013
,SYA,26,1,11,2013
,SYA,40,1,11,2013
,SYA,20,1,11,2013
,SYA,17,1,11,2013
,SYA,20,1,11,2013
,SYA,14,1,11,2013
,SYA,10,1,11,2013
,SYA,29,1,11,2013
,SYA,24,1,11,2013
,SYA,18,1,11,2013
,SYA,27,1,11,2013
,SYA,26,1,11,2013
,SYA,13,1,11,2013
,SYA,16,1,11,2013
,SYA,20,1,11,2013
,SYA,20,1,11,2013
,SYA,15,1,11,2013
,SYA,16,1,11,2013
,SYA,15,1,11,2013
,SYA,13,1,11,2013
,SYA,30,1,11,2013
,SYA,29,1,11,2013
,SYA,16,1,11,2013
,SYA,26,1,11,2013
,SYA,21,1,10,2013
,SYA,13,1,10,2013
,SYA,32,1,11,2013
,SYA,16,1,11,2013
,SYA,15,1,10,2013
,SYA,39,1,10,2013
,SYA,16,1,11,2013
,SYA,19,1,10,2013
,SYA,25,1,11,2013
,SYA,20,1,11,2013
,SYA,13,1,11,2013
,SYA,33,1,11,2013
,SYA,24,1,11,2013
,SYA,12,1,11,2013
,SYA,24,1,11,2013
,SYA,23,1,11,2013
,SYA,20,1,11,2013
,SYA,13,1,11,2013
,SYA,26,1,11,2013
,SYA,15,1,11,2013
,SYA,21,1,11,2013
,SYA,13,1,11,2013
,SYA,16,1,11,2013
,SYA,14,1,11,2013
,SYA,16,1,11,2013
,SYA,21,1,11,2013
,SYA,15,1,11,2013
,SYA,20,1,11,2013
,SYA,42,1,11,2013
,SYA,16,1,11,2013
,SYA,11,1,11,2013
,SYA,20,1,11,2013
,SYA,12,1,11,2013
,SYA,13,1,11,2013
,SYA,29,1,11,2013
,SYA,25,1,11,2013
,SYA,26,1,11,2013
,SYA,33,1,11,2013
,SYA,23,1,11,2013
,SYA,19,1,11,2013
,SYA,17,1,11,2013
,SYA,30,1,11,2013
,SYA,15,1,11,2013
,SYA,45,1,11,2013
,SYA,21,1,12,2013
,SYA,34,1,11,2013
,SYA,25,1,11,2013
,SYA,18,1,11,2013
,SYA,11,1,11,2013
,SYA,25,1,11,2013
,SYA,11,1,11,2013
,SYA,27,1,11,2013
,SYA,16,1,11,2013
,SYA,13,1,11,2013
,SYA,15,1,11,2013
,SYA,16,1,11,2013
,SYA,65,1,11,2013
,SYA,20,1,11,2013
,SYA,14,1,11,2013
,SYA,14,1,11,2013
,SYA,14,1,11,2013
,SYA,12,1,11,2013
,SYA,23,1,11,2013
,SYA,15,1,11,2013
,SYA,18,1,11,2013
,SYA,22,1,11,2013
,SYA,23,1,10,2013
,SYA,22,1,11,2013
,SYA,21,1,11,2013
,SYA,13,1,10,2013
,SYA,15,1,10,2013
,SYA,16,1,10,2013
,SYA,16,1,11,2013
,SYA,14,1,10,2013
,SYA,15,1,10,2013
,SYA,16,1,10,2013
,SYA,18,1,10,2013
,SYA,30,1,10,2013
,SYA,15,1,10,2013
,SYA,14,1,10,2013
,SYA,13,1,10,2013
,SYA,16,1,11,2013
,SYA,17,1,11,2013
,SYA,19,1,11,2013
,SYA,18,1,11,2013
,SYA,16,1,11,2013
,SYA,22,1,11,2013
,SYA,21,1,11,2013
,SYA,16,1,11,2013
,SYA,23,1,11,2013
,SYA,16,1,11,2013
,SYA,24,1,11,2013
,SYA,16,1,11,2013
,SYA,10,1,11,2013
,SYA,15,1,11,2013
,SYA,12,1,11,2013
,SYA,17,1,11,2013
,SYA,16,1,11,2013
,SYA,16,1,11,2013
,SYA,13,1,11,2013
,SYA,14,1,11,2013
,SYA,15,1,11,2013
,SYA,18,1,11,2013
,SYA,26,1,11,2013
,SYA,10,1,11,2013
,SYA,25,1,11,2013
,SYA,20,1,12,2013
,SYA,17,1,11,2013
,SYA,17,1,11,2013
,SYA,24,1,11,2013
,SYA,23,1,11,2013
,SYA,26,1,11,2013
,SYA,25,1,11,2013
,SYA,15,1,11,2013
,SYA,15,1,11,2013
,SYA,14,1,11,2013
,SYA,28,1,11,2013
,SYA,11,1,11,2013
,SYA,11,1,11,2013
,SYA,11,1,11,2013
,SYA,36,1,11,2013
,SYA,24,1,11,2013
,SYA,18,1,11,2013
,SYA,27,1,11,2013
,SYA,15,1,11,2013
,SYA,17,1,11,2013
,SYA,15,1,11,2013
,SYA,18,1,11,2013
,SYA,18,1,11,2013
,SYA,26,1,11,2013
,SYA,32,1,11,2013
,SYA,26,1,11,2013
,SYA,21,1,11,2013
,SYA,15,1,11,2013
,SYA,50,1,11,2013
,SYA,34,1,11,2013
,SYA,32,1,12,2013
,SYA,25,1,12,2013
,SYA,30,1,11,2013
,SYA,30,1,11,2013
,SYA,13,1,11,2013
,SYA,32,1,11,2013
,SYA,13,1,11,2013
,SYA,12,1,11,2013
,SYA,12,1,11,2013
,SYA,27,1,11,2013
,SYA,23,1,11,2013
,SYA,19,1,11,2013
,SYA,35,1,11,2013
,SYA,37,1,11,2014
,SYA,24,1,11,2014
,SYA,20,1,12,2013
,SYA,21,1,12,2013
,SYA,30,1,12,2013
,SYA,20,1,12,2013
,SYA,13,1,12,2013
,SYA,24,1,12,2013
,SYA,23,1,12,2013
,SYA,42,1,12,2013
,SYA,30,1,12,2013
,SYA,15,1,12,2013
,SYA,16,1,12,2013
,SYA,18,1,12,2013
,SYA,28,1,12,2013
,SYA,46,1,12,2013
,SYA,17,1,12,2013
,SYA,18,1,12,2013
,SYA,16,1,12,2013
,SYA,32,1,11,2014
,SYA,31,1,11,2014
,SYA,26,1,12,2013
,SYA,44,1,11,2013
,SYA,49,1,11,2013
,SYA,25,1,12,2013
,SYA,11,1,12,2013
,SYA,23,1,12,2013
,SYA,16,1,12,2013
,SYA,15,1,11,2013
,SYA,16,1,12,2013
,SYA,17,1,11,2013
,SYA,23,1,11,2014
,SYA,63,1,11,2014
,SYA,10,1,12,2013
,SYA,29,1,11,2013
,SYA,32,1,12,2013
,SYA,17,1,11,2013
,SYA,25,1,11,2013
,SYA,13,1,11,2013
,SYA,17,1,12,2013
,SYA,16,1,12,2013
,SYA,20,1,12,2013
,SYA,17,1,12,2013
,SYA,20,1,12,2013
,SYA,16,1,12,2013
,SYA,17,1,12,2013
,SYA,16,1,11,2013
,SYA,17,1,11,2013
,SYA,26,1,11,2013
,SYA,31,1,11,2013
,SYA,35,1,11,2013
,SYA,20,1,11,2013
,SYA,24,1,11,2013
,SYA,54,1,12,2013
,SYA,38,1,11,2013
,SYA,35,1,11,2013
,SYA,21,1,11,2013
,SYA,18,1,12,2013
,SYA,20,1,11,2013
,SYA,15,1,11,2013
,SYA,15,1,11,2013
,SYA,21,1,11,2013
,SYA,17,1,11,2013
,SYA,14,1,11,2013
,SYA,13,1,11,2013
,SYA,13,1,11,2013
,SYA,20,1,11,2013
,SYA,20,1,11,2013
,SYA,13,1,11,2013
,SYA,20,1,11,2013
,SYA,12,1,11,2013
,SYA,30,1,11,2013
,SYA,18,1,11,2013
,SYA,35,1,11,2013
,SYA,30,1,11,2013
,SYA,40,1,11,2013
,SYA,17,1,11,2013
,SYA,30,1,11,2013
,SYA,43,1,11,2013
,SYA,31,1,11,2013
,SYA,15,1,11,2013
,SYA,32,1,11,2013
,SYA,27,1,11,2013
,SYA,20,1,11,2013
,SYA,22,1,11,2013
,SYA,27,1,11,2013
,SYA,34,1,11,2013
,SYA,22,1,12,2013
,SYA,24,1,12,2013
,SYA,22,1,12,2013
,SYA,30,1,12,2013
,SYA,24,1,12,2013
,SYA,23,1,12,2013
,SYA,30,1,12,2013
,SYA,25,1,11,2013
,SYA,17,1,11,2013
,SYA,24,1,12,2013
,SYA,17,1,11,2013
,SYA,20,1,12,2013
,SYA,56,1,11,2013
,SYA,20,1,11,2013
,SYA,20,1,12,2013
,SYA,22,1,11,2013
,SYA,25,1,11,2013
,KKM2,32,1,11,2013
,KKM2,33,1,11,2013
,KKM2,24,1,11,2013
,KKM2,26,1,11,2013
,KKM2,15,1,11,2013
,KKM2,20,1,11,2013
,KKM2,40,1,11,2013
,KKM2,19,1,11,2013
,KKM2,24,1,11,2013
,KKM2,36,1,11,2013
,KKM2,27,1,11,2013
,KKM2,40,1,11,2013
,KKM2,27,1,11,2013
,KKM2,40,1,11,2013
,KKM2,20,1,11,2013
,KKM2,79,1,11,2013
,SYA,27,1,10,2013
,SYA,20,1,10,2013
,SYA,30,1,10,2013
,SYA,32,1,10,2013
,SYA,21,1,10,2013
,SYA,30,1,11,2013
,SYA,37,1,11,2013
,SYA,16,1,11,2013
,SYA,25,1,11,2013
,SYA,33,1,10,2013
,SYA,38,1,10,2013
,SYA,26,1,11,2013
,SYA,31,1,11,2013
,SYA,21,1,11,2013
,SYA,13,1,11,2013
,SYA,59,1,11,2013
,SYA,13,1,11,2013
,SYA,16,1,11,2013
,SYA,13,1,11,2013
,SYA,19,1,11,2013
,SYA,31,1,11,2013
,SYA,33,1,11,2013
,SYA,21,1,11,2013
,SYA,18,1,11,2013
,SYA,19,1,11,2014
,SYA,19,1,11,2014
,SYA,22,1,11,2013
,SYA,20,1,11,2013
,SYA,22,1,11,2013
,SYA,20,1,11,2013
,SYA,31,1,11,2013
,SYA,12,1,11,2013
,SYA,10,1,11,2013
,SYA,25,1,11,2013
,SYA,13,1,11,2013
,SYA,44,1,11,2013
,SYA,38,1,11,2013
,SYA,38,1,11,2013
,SYA,16,1,11,2013
,SYA,30,1,12,2013
,SYA,16,1,10,2013
,SYA,16,1,10,2013
,SYA,19,1,11,2013
,SYA,18,1,11,2013
,SYA,27,1,11,2013
,SYA,13,1,11,2013
,SYA,10,1,11,2013
,SYA,16,1,11,2013
,SYA,18,1,11,2013
,SYA,15,1,11,2013
,SYA,15,1,11,2013
,SYA,17,1,12,2013
,SYA,24,1,10,2013
,SYA,19,1,10,2013
,SYA,11,1,10,2013
,SYA,27,1,11,2013
,SYA,24,1,10,2013
,SYA,11,1,12,2013
,SYA,16,1,11,2013
,SYA,22,1,11,2013
,SYA,25,1,11,2013
,SYA,20,1,11,2013
,SYA,22,1,11,2013
,SYA,12,1,11,2013
,SYA,28,1,11,2013
,SYA,17,1,11,2013
,SYA,50,1,12,2013
,SYA,15,1,12,2013
,SYA,30,1,12,2013
,SYA,12,1,11,2013
,SYA,26,1,12,2013
,SYA,16,1,11,2013
,SYA,13,1,11,2013
,SYA,16,1,11,2013
,SYA,12,1,11,2013
,SYA,16,1,11,2013
,SYA,15,1,11,2013
,SYA,11,1,11,2014
,SYA,22,1,11,2013
,SYA,16,1,11,2014
,SYA,21,1,11,2014
,SYA,14,1,11,2014
,SYA,49,1,11,2014
,SYA,24,1,11,2014
,SYA,35,1,1,2015
,SYA,16,1,10,2014
,SYA,15,1,10,2014
,SYA,18,1,10,2014
,SYA,19,1,10,2014
,SYA,24,1,10,2014
,SYA,36,1,11,2014
,SYA,35,1,11,2014
,SYA,20,1,11,2014
,SYA,17,1,11,2014
,SYA,25,1,11,2014
,SYA,26,1,11,2014
,SYA,18,1,11,2014
,SYA,35,1,1,2015
,SYA,28,1,11,2014
,SYA,22,1,10,2014
,SYA,18,1,10,2014
,SYA,22,1,10,2014
,SYA,25,1,12,2014
,SYA,23,1,11,2014
,SYA,20,1,12,2014
,SYA,23,1,12,2014
,SYA,23,1,11,2014
,SYA,15,1,11,2014
,SYA,21,1,11,2014
,SYA,22,1,11,2014
,SYA,13,1,11,2014
,SYA,12,1,11,2014
,SYA,24,1,11,2014
,SYA,20,1,11,2014
,SYA,24,1,11,2014
,SYA,21,1,12,2014
,SYA,30,1,11,2014
,SYA,22,1,10,2014
,SYA,33,1,11,2014
