id,cem011_prgrm,cem301_attendees_total,cem009_country,month,year
,BSA,13,1,6,2010
,BSA,12,1,6,2010
,BSA,16,1,6,2010
,BSA,16,1,6,2010
,BSA,21,1,6,2010
,BSA,16,1,6,2010
,BSA,21,1,6,2010
,BSA,11,1,6,2010
,BSA,17,1,6,2010
,BSA,19,1,6,2010
,BSA,16,1,6,2010
,BSA,23,1,6,2010
,BSA,18,1,6,2010
,BSA,12,1,6,2010
,BSA,22,1,6,2010
,BSA,15,1,9,2010
,BSA,29,1,9,2010
,BSA,15,1,9,2010
,BSA,21,1,9,2010
,BSA,15,1,3,2011
,BSA,20,1,2,2011
,BSA,14,1,3,2011
,BSA,27,1,2,2011
,BSA,23,1,2,2011
,BSA,15,1,3,2011
,KKM,24,1,3,2011
,BSA,23,1,3,2011
,BSA,25,1,3,2011
,BSA,14,1,3,2011
,KKM2,16,1,3,2011
,KKM2,19,1,3,2011
,BSA,15,1,3,2011
,BSA,14,1,3,2011
,BSA,22,1,3,2011
,BSA,16,1,2,2011
,BSA,13,1,3,2011
,BSA,14,1,3,2011
,BSA,51,1,3,2011
,BSA,18,1,2,2011
,KKM,12,1,2,2011
,BSA,25,1,2,2011
,BSA,24,1,2,2011
,BSA,35,1,2,2011
,BSA,28,1,2,2011
,BSA,18,1,3,2011
,KKM2,16,1,3,2011
,KKM2,14,1,3,2011
,BSA,12,1,3,2011
,BSA,16,1,3,2011
,BSA,19,1,3,2011
,KKM,30,1,3,2011
,BSA,16,1,2,2011
,BSA,14,1,2,2011
,BSA,12,1,2,2011
,BSA,11,1,2,2011
,KKM2,12,1,3,2011
,KKM2,20,1,3,2011
,KKM2,15,1,3,2011
,KKM2,19,1,3,2011
,KKM2,16,1,3,2011
,BSA,28,1,2,2011
,KKM,35,1,2,2011
,KKM,17,1,2,2011
,BSA,32,1,2,2011
,BSA,11,1,2,2011
,BSA,15,1,2,2011
,KKM,25,1,3,2011
,KKM2,10,1,3,2011
,KKM2,22,1,3,2011
,BSA,16,1,3,2011
,KKM2,24,1,3,2011
,KKM2,12,1,3,2011
,BSA,18,1,3,2011
,BSA,14,1,2,2011
,BSA,15,1,2,2011
,BSA,17,1,2,2011
,BSA,27,1,3,2011
,BSA,18,1,3,2011
,BSA,24,1,3,2011
,BSA,25,1,3,2011
,BSA,12,1,3,2011
,BSA,18,1,3,2011
,BSA,12,1,3,2011
,BSA,22,1,3,2011
,BSA,11,1,3,2011
,BSA,28,1,3,2011
,BSA,16,1,2,2011
,KKM,30,1,3,2011
,BSA,18,1,2,2011
,BSA,27,1,2,2011
,BSA,27,1,2,2011
,KKM,15,1,2,2011
,BSA,11,1,2,2011
,BSA,15,1,3,2011
,BSA,23,1,2,2011
,BSA,19,1,2,2011
,BSA,20,1,3,2011
,KKM,21,1,3,2011
,BSA,10,1,3,2011
,BSA,15,1,3,2011
,KKM,15,1,3,2011
,BSA,23,1,3,2011
,BSA,19,1,3,2011
,BSA,18,1,3,2011
,KKM,14,1,3,2011
,KKM,13,1,3,2011
,BSA,21,1,2,2011
,BSA,32,1,2,2011
,BSA,21,1,2,2011
,BSA,31,1,3,2011
,BSA,31,1,2,2011
,KKM2,17,1,3,2011
,KKM2,19,1,3,2011
,KKM2,18,1,3,2011
,BSA,15,1,8,2010
,BSA,15,1,8,2010
,BSA,8,1,8,2010
,BSA,17,1,8,2010
,BSA,22,1,8,2010
,BSA,22,1,8,2010
,BSA,20,1,8,2010
,BSA,17,1,8,2010
,BSA,15,1,8,2010
,BSA,19,1,8,2010
,BSA,16,1,8,2010
,KKM2,16,1,8,2010
,BSA,23,1,8,2010
,BSA,14,1,8,2010
,BSA,16,1,8,2010
,BSA,12,1,11,2010
,BSA,18,1,11,2010
,BSA,21,1,11,2010
,BSA,31,1,11,2010
,BSA,19,1,11,2010
,BSA,16,1,11,2010
,BSA,10,1,11,2010
,BSA,20,1,11,2010
,BSA,40,1,11,2010
,BSA,16,1,11,2010
,BSA,28,1,11,2010
,BSA,22,1,11,2010
,BSA,38,1,11,2010
,BSA,33,1,11,2010
,BSA,14,1,11,2010
,BSA,14,1,11,2010
,BSA,18,1,11,2010
,BSA,18,1,11,2010
,BSA,24,1,11,2010
,BSA,28,1,11,2010
,BSA,16,1,11,2010
,BSA,17,1,11,2010
,BSA,18,1,11,2010
,BSA,16,1,11,2010
,BSA,26,1,11,2010
,KKM,13,1,5,2014
,KKM,14,1,5,2014
,KKM,11,1,5,2014
,KKM,19,1,5,2014
,KKM,25,1,5,2014
,KKM,16,1,5,2014
,KKM,15,1,5,2014
,KKM,6,1,5,2014
,VHG,16,1,7,2011
,VHG,21,1,6,2011
,KKM,23,1,6,2011
,KKM,20,1,6,2011
,KKM,14,1,5,2014
,VHG,18,1,6,2011
,KKM,24,1,6,2011
,KKM,18,1,6,2011
,VHG,16,1,7,2011
,KKM,7,1,5,2014
,VHG,18,1,7,2011
,KKM,22,1,5,2014
,KKM,10,1,5,2014
,KKM,20,1,5,2014
,KKM,12,1,5,2014
,KKM,19,1,5,2014
,KKM,22,1,5,2014
,KKM,19,1,5,2014
,KKM,16,1,5,2014
,KKM,15,1,5,2014
,KKM,15,1,6,2011
,KKM,23,1,5,2014
,VHG,15,1,7,2011
,KKM,10,1,5,2014
,KKM,16,1,5,2014
,KKM,21,1,5,2014
,KKM,16,1,5,2014
,KKM,19,1,5,2014
,KKM,16,1,5,2014
,KKM,19,1,5,2014
,KKM,16,1,6,2011
,KKM,16,1,5,2014
,KKM,16,1,5,2014
,KKM,15,1,5,2014
,KKM,15,1,5,2014
,KKM,14,1,5,2014
,KKM,15,1,5,2014
,KKM,13,1,6,2011
,KKM,33,1,6,2011
,KKM,15,1,6,2011
,KKM,18,1,5,2014
,VHG,13,1,7,2011
,KKM,16,1,3,2014
,KKM,15,1,6,2011
,VHG,20,1,7,2011
,KKM,15,1,5,2014
,KKM,18,1,5,2014
,BSA,14,1,12,2010
,BSA,13,1,12,2010
,BSA,14,1,12,2010
,BSA,16,1,12,2010
,BSA,19,1,12,2010
,BSA,19,1,12,2010
,BSA,15,1,12,2010
,BSA,12,1,11,2010
,BGM,20,1,3,2011
,BGM,42,1,3,2011
,BGM,25,1,5,2013
,BGM,21,1,11,2012
,BGM,11,1,10,2012
,BGM,32,1,3,2011
,BGM,16,1,10,2012
,BGM,15,1,3,2011
,BGM,13,1,10,2012
,BGM,24,1,3,2011
,BGM,18,1,3,2011
,BGM,21,1,5,2013
,BGM,22,1,3,2011
,BGM,49,1,11,2012
,BGM,28,1,11,2012
,BGM,28,1,11,2012
,BGM,13,1,11,2012
,BGM,11,1,11,2012
,BGM,15,1,3,2011
,BGM,12,1,11,2012
,BGM,26,1,3,2011
,BGM,30,1,6,2012
,BGM,15,1,3,2011
,BGM,12,1,11,2012
,BGM,16,1,11,2012
,BGM,21,1,5,2012
,BGM,25,1,3,2011
,BGM,15,1,3,2011
,BGM,13,1,3,2011
,BGM,25,1,5,2013
,BGM,18,1,5,2013
,BGM,13,1,11,2013
,BGM,21,1,3,2011
,BGM,15,1,3,2011
,BGM,28,1,3,2011
,BGM,15,1,3,2011
,BGM,16,1,3,2011
,BGM,14,1,3,2011
,BGM,14,1,3,2011
,BGM,68,1,5,2013
,BGM,27,1,5,2013
,BGM,18,1,5,2013
,BGM,12,1,5,2013
,BGM,20,1,11,2012
,BGM,24,1,11,2012
,BGM,22,1,3,2011
,BGM,11,1,5,2014
,BGM,13,1,11,2012
,BGM,14,1,11,2012
,BGM,14,1,11,2012
,BGM,34,1,4,2011
,BGM,16,1,5,2013
,BGM,19,1,3,2011
,BGM,22,1,3,2011
,BGM,24,1,10,2011
,BGM,26,1,3,2011
,BGM,11,1,5,2013
,BGM,22,1,3,2011
,BGM,24,1,11,2013
,BGM,18,1,3,2011
,BGM,31,1,11,2012
,BGM,16,1,11,2012
,BGM,12,1,11,2012
,BGM,27,1,3,2011
,BGM,15,1,11,2011
,BGM,14,1,11,2012
,BGM,17,1,5,2012
,BGM,16,1,5,2013
,BGM,26,1,8,2011
,BGM,13,1,3,2011
,BGM,29,1,11,2012
,BGM,24,1,11,2012
,BGM,14,1,3,2011
,BGM,12,1,11,2012
,BGM,13,1,5,2013
,BGM,22,1,11,2012
,BGM,15,1,11,2012
,BGM,20,1,3,2011
,BGM,20,1,3,2011
,BGM,9,1,11,2012
,BGM,25,1,3,2011
,BGM,14,1,4,2011
,BGM,17,1,11,2012
,BGM,17,1,5,2013
,BGM,9,1,11,2012
,BGM,24,1,6,2011
,BGM,12,1,11,2012
,BGM,15,1,11,2012
,BGM,21,1,11,2012
,BGM,31,1,3,2011
,BGM,36,1,11,2012
,BGM,19,1,5,2013
,BGM,17,1,11,2012
,BGM,27,1,3,2011
,BGM,17,1,3,2011
,BGM,36,1,3,2011
,BGM,21,1,5,2012
,BGM,24,1,5,2014
,BGM,27,1,11,2012
,BGM,12,1,11,2012
,BGM,23,1,11,2012
,BGM,25,1,4,2011
,BGM,14,1,11,2012
,BGM,46,1,11,2012
,BGM,28,1,11,2012
,BGM,20,1,11,2012
,BGM,15,1,11,2012
,BGM,29,1,11,2012
,BGM,18,1,10,2012
,BGM,11,1,5,2013
,BGM,22,1,11,2012
,BGM,18,1,6,2013
,BGM,49,1,11,2012
,BGM,24,1,2,2011
,BGM,14,1,10,2012
,BGM,19,1,10,2012
,BGM,14,1,2,2011
,BGM,19,1,2,2011
,BGM,20,1,10,2012
,BGM,27,1,5,2013
,BGM,14,1,2,2011
,BGM,24,1,10,2012
,BGM,14,1,11,2012
,BGM,16,1,2,2011
,BGM,18,1,3,2011
,BGM,31,1,11,2012
,BGM,42,1,2,2011
,BGM,16,1,10,2012
,BGM,22,1,4,2014
,BGM,23,1,5,2013
,BGM,20,1,5,2013
,BGM,15,1,5,2013
,BGM,18,1,5,2013
,BGM,10,1,11,2011
,BGM,9,1,5,2013
,BGM,33,1,11,2012
,BGM,10,1,5,2013
,BGM,16,1,5,2013
,BGM,24,1,3,2013
,BGM,21,1,10,2012
,BGM,24,1,10,2012
,BGM,20,1,10,2012
,BGM,28,1,10,2012
,BGM,27,1,10,2012
,BGM,31,1,2,2011
,BGM,24,1,2,2011
,BGM,14,1,11,2012
,BGM,14,1,11,2012
,BGM,32,1,5,2013
,BGM,16,1,11,2012
,BGM,14,1,11,2012
,BGM,13,1,11,2012
,BGM,9,1,5,2013
,BGM,40,1,2,2012
,BGM,11,1,5,2013
,BGM,15,1,5,2013
,BGM,17,1,10,2012
,BGM,13,1,10,2012
,BGM,16,1,10,2012
,BGM,27,1,10,2012
,BGM,10,1,11,2012
,BGM,11,1,10,2012
,BGM,25,1,10,2012
,BGM,22,1,2,2011
,BGM,17,1,5,2013
,BGM,26,1,5,2013
,BGM,12,1,5,2013
,BGM,15,1,5,2013
,BGM,18,1,2,2011
,BGM,24,1,10,2012
,BGM,23,1,5,2013
,BGM,17,1,3,2011
,1AF,29,1,4,2014
,1AF,16,1,4,2014
,1AF,42,1,4,2014
,1AF,21,1,4,2014
,1AF,24,1,4,2014
,1AF,15,1,2,2010
,1AF,30,1,4,2014
,1AF,15,1,2,2010
,1AF,12,1,6,2014
,1AF,30,1,2,2010
,1AF,39,1,2,2010
,1AF,19,1,4,2014
,1AF,19,1,6,2014
,1AF,45,1,4,2014
,1AF,18,1,11,2011
,1AF,21,1,12,2011
,1AF,23,1,12,2011
,1AF,26,1,12,2011
,1AF,36,1,11,2011
,1AF,26,1,11,2011
,1AF,16,1,11,2011
,1AF,25,1,11,2011
,1AF,19,1,12,2011
,1AF,34,1,12,2011
,1AF,49,1,12,2011
,1AF,31,1,11,2011
,1AF,28,1,11,2011
,1AF,24,1,11,2011
,1AF,21,1,11,2011
,1AF,41,1,12,2011
,1AF,26,1,11,2011
,1AF,44,1,11,2011
,1AF,23,1,11,2011
,1AF,37,1,11,2011
,1AF,23,1,11,2011
,KKM2,37,1,11,2011
,KKM2,16,1,11,2011
,KKM2,18,1,12,2011
,KKM2,17,1,11,2011
,KKM2,40,1,11,2011
,KKM2,34,1,11,2011
,KKM2,18,1,12,2011
,KKM2,31,1,12,2011
,KKM2,31,1,11,2011
,KKM2,24,1,11,2011
,KKM2,19,1,11,2011
,KKM2,23,1,11,2011
,KKM2,17,1,11,2011
,KKM2,18,1,11,2011
,KKM2,24,1,11,2011
,1AF,20,1,6,2013
,1AF,22,1,6,2013
,1AF,23,1,6,2013
,1AF,23,1,6,2013
,1AF,16,1,6,2013
,1AF,26,1,6,2013
,1AF,20,1,6,2013
,1AF,29,1,11,2011
,1AF,32,1,6,2013
,1AF,20,1,6,2013
,1AF,20,1,6,2013
,1AF,24,1,6,2013
,1AF,16,1,6,2013
,1AF,18,1,6,2013
,1AF,29,1,6,2013
,1AF,41,1,6,2013
,1AF,23,1,6,2013
,1AF,29,1,6,2013
,1AF,29,1,6,2013
,1AF,16,1,6,2013
,1AF,25,1,12,2011
,KKM2,28,1,11,2011
,KKM2,23,1,11,2011
,KKM2,20,1,11,2011
,1AF,32,1,11,2011
,1AF,21,1,11,2011
,1AF,23,1,7,2013
,1AF,26,1,7,2013
,1AF,16,1,7,2013
,1AF,18,1,7,2013
,1AF,17,1,12,2011
,1AF,23,1,7,2013
,1AF,18,1,7,2013
,1AF,30,1,7,2013
,1AF,21,1,7,2013
,1AF,21,1,7,2013
,1AF,26,1,7,2013
,1AF,22,1,7,2013
,1AF,19,1,11,2011
,1AF,18,1,7,2013
,1AF,19,1,7,2013
,1AF,30,1,7,2013
,1AF,16,1,7,2013
,1AF,26,1,7,2013
,1AF,26,1,6,2013
,1AF,27,1,7,2013
,1AF,22,1,7,2013
,1AF,26,1,7,2013
,1AF,16,1,7,2013
,1AF,22,1,7,2013
,1AF,25,1,7,2013
,1AF,26,1,6,2013
,1AF,16,1,6,2013
,1AF,16,1,6,2013
,1AF,18,1,6,2013
,1AF,22,1,6,2013
,1AF,20,1,6,2013
,1AF,16,1,5,2013
,1AF,27,1,5,2013
,1AF,35,1,6,2013
,1AF,25,1,6,2013
,1AF,22,1,6,2013
,1AF,27,1,6,2013
,1AF,15,1,7,2013
,1AF,26,1,6,2013
,KKM2,23,1,12,2011
,KKM2,16,1,11,2011
,KKM2,18,1,12,2011
,KKM2,21,1,11,2011
,KKM2,21,1,11,2011
,KKM2,38,1,11,2011
,KKM2,24,1,12,2011
,KKM2,33,1,11,2011
,KKM2,38,1,11,2011
,KKM2,26,1,11,2011
,KKM2,37,1,12,2011
,KKM2,24,1,12,2011
,KKM2,27,1,11,2011
,KKM2,22,1,12,2011
,KKM2,15,1,12,2011
,KKM2,26,1,12,2011
,KKM2,29,1,11,2011
,KKM2,25,1,11,2011
,KKM2,20,1,12,2011
,KKM2,20,1,12,2011
,KKM2,39,1,12,2011
,KKM2,24,1,11,2011
,1AF,20,1,7,2013
,1AF,14,1,11,2011
,1AF,23,1,11,2011
,1AF,23,1,7,2013
,1AF,20,1,7,2013
,1AF,20,1,7,2013
,1AF,19,1,11,2011
,1AF,24,1,11,2011
,1AF,20,1,11,2011
,1AF,24,1,7,2013
,1AF,23,1,7,2013
,1AF,26,1,11,2011
,1AF,22,1,11,2011
,1AF,16,1,11,2011
,1AF,26,1,11,2011
,1AF,23,1,6,2013
,1AF,18,1,6,2013
,1AF,21,1,6,2013
,1AF,30,1,6,2013
,1AF,22,1,6,2013
,1AF,27,1,6,2013
,1AF,19,1,6,2013
,1AF,27,1,5,2013
,1AF,14,1,5,2013
,1AF,19,1,5,2013
,1AF,16,1,5,2013
,1AF,20,1,5,2013
,1AF,38,1,5,2013
,1AF,31,1,5,2013
,1AF,19,1,5,2013
,1AF,18,1,5,2013
,1AF,25,1,5,2013
,1AF,24,1,5,2013
,1AF,20,1,5,2013
,1AF,20,1,11,2011
,1AF,31,1,5,2013
,1AF,26,1,5,2013
,1AF,17,1,5,2013
,1AF,17,1,5,2013
,1AF,24,1,5,2013
,1AF,20,1,5,2013
,1AF,20,1,5,2013
,1AF,20,1,5,2013
,1AF,37,1,5,2013
,1AF,18,1,5,2013
,1AF,17,1,5,2013
,1AF,20,1,6,2013
,1AF,19,1,5,2013
,1AF,62,1,7,2013
,1AF,25,1,7,2013
,1AF,31,1,7,2013
,1AF,32,1,7,2013
,1AF,49,1,7,2013
,1AF,30,1,12,2011
,1AF,20,1,11,2011
,1AF,22,1,12,2011
,1AF,33,1,7,2013
,1AF,21,1,7,2013
,1AF,33,1,7,2013
,1AF,28,1,7,2013
,1AF,22,1,7,2013
,1AF,18,1,7,2013
,1AF,29,1,7,2013
,1AF,15,1,11,2011
,1AF,15,1,11,2011
,1AF,43,1,5,2013
,1AF,30,1,5,2013
,1AF,18,1,5,2013
,1AF,21,1,11,2011
,1AF,24,1,5,2013
,1AF,20,1,5,2013
,1AF,15,1,5,2013
,1AF,23,1,5,2013
,1AF,15,1,5,2013
,1AF,15,1,12,2011
,1AF,21,1,12,2011
,1AF,18,1,12,2011
,1AF,16,1,5,2013
,1AF,22,1,11,2011
,1AF,17,1,11,2011
,1AF,20,1,11,2011
,1AF,16,1,11,2011
,1AF,33,1,7,2013
,1AF,17,1,7,2013
,1AF,45,1,7,2013
,1AF,27,1,7,2013
,1AF,32,1,5,2013
,1AF,24,1,5,2013
,1AF,19,1,5,2013
,1AF,22,1,11,2011
,1AF,20,1,5,2013
,1AF,21,1,5,2013
,1AF,22,1,5,2013
,1AF,22,1,11,2011
,1AF,24,1,5,2013
,1AF,20,1,5,2013
,1AF,20,1,5,2013
,1AF,10,1,5,2013
,1AF,12,1,5,2013
,1AF,11,1,5,2013
,1AF,17,1,5,2013
,1AF,16,1,5,2013
,1AF,23,1,7,2013
,1AF,19,1,6,2013
,1AF,24,1,6,2013
,1AF,15,1,6,2013
,1AF,21,1,6,2013
,1AF,20,1,6,2013
,1AF,28,1,6,2013
,1AF,19,1,12,2011
,1AF,22,1,11,2011
,1AF,17,1,5,2013
,1AF,19,1,5,2013
,1AF,21,1,11,2011
,1AF,24,1,5,2013
,1AF,20,1,5,2013
,1AF,19,1,5,2013
,1AF,19,1,12,2011
,1AF,22,1,5,2013
,1AF,14,1,5,2013
,1AF,24,1,5,2013
,1AF,22,1,11,2011
,1AF,23,1,5,2013
,1AF,29,1,5,2013
,1AF,20,1,5,2013
,1AF,22,1,5,2013
,1AF,17,1,5,2013
,1AF,20,1,5,2013
,1AF,233,1,5,2013
,1AF,43,1,5,2013
,1AF,39,1,5,2013
,1AF,19,1,5,2013
,1AF,20,1,6,2013
,1AF,16,1,6,2013
,1AF,23,1,5,2013
,1AF,25,1,6,2013
,1AF,21,1,5,2013
,1AF,20,1,5,2013
,1AF,19,1,5,2013
,1AF,29,1,5,2013
,1AF,17,1,5,2013
,1AF,21,1,5,2013
,1AF,34,1,5,2013
,1AF,22,1,5,2013
,1AF,11,1,5,2013
,1AF,18,1,5,2013
,1AF,33,1,5,2013
,1AF,29,1,5,2013
,1AF,19,1,5,2013
,1AF,17,1,5,2013
,1AF,20,1,5,2013
,1AF,30,1,5,2013
,1AF,20,1,5,2013
,1AF,36,1,5,2013
,1AF,21,1,5,2013
,1AF,28,1,5,2013
,1AF,16,1,5,2013
,1AF,17,1,5,2013
,1AF,25,1,5,2013
,1AF,20,1,5,2013
,1AF,19,1,5,2013
,1AF,23,1,5,2013
,1AF,37,1,5,2013
,1AF,20,1,5,2013
,1AF,34,1,5,2013
,1AF,25,1,5,2013
,1AF,19,1,5,2013
,1AF,24,1,2,2012
,1AF,28,1,5,2013
,1AF,16,1,5,2013
,1AF,17,1,11,2011
,1AF,22,1,5,2013
,1AF,23,1,5,2013
,1AF,30,1,11,2011
,1AF,19,1,11,2011
,1AF,19,1,11,2011
,1AF,24,1,12,2011
,1AF,20,1,2,2012
,1AF,24,1,5,2013
,1AF,19,1,5,2013
,1AF,21,1,5,2013
,1AF,20,1,6,2013
,1AF,18,1,6,2013
,1AF,19,1,6,2013
,1AF,28,1,11,2011
,1AF,20,1,6,2013
,1AF,18,1,6,2013
,1AF,29,1,6,2013
,1AF,19,1,6,2013
,1AF,31,1,6,2013
,1AF,27,1,6,2013
,1AF,25,1,7,2013
,1AF,18,1,12,2011
,1AF,20,1,12,2011
,1AF,51,1,12,2011
,1AF,24,1,12,2011
,1AF,28,1,11,2011
,1AF,22,1,12,2011
,1AF,22,1,11,2011
,KKM2,25,1,12,2011
,1AF,23,1,11,2011
,1AF,27,1,11,2011
,1AF,20,1,5,2013
,1AF,14,1,11,2011
,1AF,27,1,11,2011
,1AF,48,1,5,2013
,1AF,36,1,5,2013
,1AF,21,1,5,2013
,1AF,31,1,5,2013
,1AF,15,1,12,2011
,1AF,17,1,5,2013
,1AF,22,1,5,2013
,1AF,22,1,5,2013
,1AF,25,1,5,2013
,1AF,21,1,5,2013
,1AF,16,1,11,2011
,1AF,46,1,5,2013
,1AF,19,1,11,2011
,1AF,30,1,5,2013
,1AF,18,1,5,2013
,1AF,24,1,5,2013
,1AF,20,1,11,2011
,1AF,26,1,5,2013
,1AF,16,1,11,2011
,1AF,16,1,5,2013
,1AF,32,1,5,2013
,1AF,41,1,5,2013
,1AF,31,1,5,2013
,1AF,32,1,11,2011
,1AF,24,1,5,2013
,1AF,28,1,12,2011
,1AF,25,1,5,2013
,1AF,31,1,5,2013
,1AF,27,1,5,2013
,1AF,17,1,5,2013
,1AF,21,1,5,2013
,1AF,26,1,5,2013
,1AF,23,1,7,2013
,1AF,26,1,5,2013
