id,cr011_prgrm,cr102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country,
,MGR,10340286,6,119,3.966667,1.512605,7.563025,3,8,2015/06/22,2015/10/19,10,2015,1,
,MGR,10340287,5,119,3.966667,1.260504,6.302521,3,7,2015/06/22,2015/10/19,10,2015,1,
,MGR,10340288,5,119,3.966667,1.260504,6.302521,3,9,2015/06/22,2015/10/19,10,2015,1,
,MGR,10340289,5,119,3.966667,1.260504,6.302521,3,7,2015/06/22,2015/10/19,10,2015,1,
,MGR,10340290,3,109,3.633333,0.8256881,4.12844,2,5,2015/07/02,2015/10/19,10,2015,1,
,MGR,10340291,4,106,3.533333,1.132075,5.660377,2,7,2015/07/01,2015/10/15,10,2015,1,
,MGR,10340292,6,106,3.533333,1.698113,8.490566,3,10,2015/07/01,2015/10/15,10,2015,1,
,MGR,10340293,3,111,3.7,0.8108108,4.054054,3,8,2015/06/30,2015/10/19,10,2015,1,
,MGR,10340294,7,119,3.966667,1.764706,8.823529,3,11,2015/06/22,2015/10/19,10,2015,1,
,MGR,10340295,8,119,3.966667,2.016807,10.08403,3,12,2015/06/22,2015/10/19,10,2015,1,
,MGR,10340296,2,79,2.633333,0.7594936,3.797468,2,3,2015/06/29,2015/09/16,9,2015,1,
,MGR,10340297,4,78,2.6,1.538462,7.692308,2,7,2015/06/30,2015/09/16,9,2015,1,
,MGR,10340298,3,80,2.666667,1.125,5.625,2,7,2015/06/27,2015/09/15,9,2015,1,
,MGR,10340299,4,78,2.6,1.538462,7.692308,2,6,2015/06/29,2015/09/15,9,2015,1,
,MGR,10340300,1,78,2.6,0.3846154,1.923077,2,3,2015/06/29,2015/09/15,9,2015,1,
,MGR,10340302,4,77,2.566667,1.558442,7.792208,2,8,2015/06/30,2015/09/15,9,2015,1,
,MGR,10340303,3,78,2.6,1.153846,5.769231,2,4,2015/06/30,2015/09/16,9,2015,1,
,MGR,10340305,2,77,2.566667,0.7792208,3.896104,2,5,2015/06/30,2015/09/15,9,2015,1,
,MGR,10340306,4,78,2.6,1.538462,7.692308,2,7,2015/06/29,2015/09/15,9,2015,1,
,MGR,10340307,4,78,2.6,1.538462,7.692308,2,8,2015/06/29,2015/09/15,9,2015,1,
,MGR,10340308,3,80,2.666667,1.125,5.625,2,6,2015/06/27,2015/09/15,9,2015,1,
,MGR,10340309,4,80,2.666667,1.5,7.5,2,8,2015/06/27,2015/09/15,9,2015,1,
,MGR,10340310,4,80,2.666667,1.5,7.5,2,8,2015/06/27,2015/09/15,9,2015,1,
,MGR,10340311,2,79,2.633333,0.7594936,3.797468,2,4,2015/06/29,2015/09/16,9,2015,1,
,MGR,10340312,3,79,2.633333,1.139241,5.696202,2,5,2015/06/29,2015/09/16,9,2015,1,
,MGR,10340313,2,79,2.633333,0.7594936,3.797468,2,5,2015/06/29,2015/09/16,9,2015,1,
,MGR,10340314,4,54,1.8,2.222222,11.11111,2,8,2015/06/27,2015/08/20,8,2015,1,
,MGR,10340315,4,80,2.666667,1.5,7.5,2,6,2015/06/27,2015/09/15,9,2015,1,
,MGR,10340316,3,79,2.633333,1.139241,5.696202,2,6,2015/06/29,2015/09/16,9,2015,1,
,MGR,10340317,4,78,2.6,1.538462,7.692308,2,7,2015/06/29,2015/09/15,9,2015,1,
,MGR,10340318,3,85,2.833333,1.058824,5.294118,2,4,2015/06/26,2015/09/19,9,2015,1,
,MGR,10340319,4,85,2.833333,1.411765,7.058824,2,8,2015/06/26,2015/09/19,9,2015,1,
,MGR,10340320,2,85,2.833333,0.7058824,3.529412,2,4,2015/06/26,2015/09/19,9,2015,1,
,MGR,10340321,4,85,2.833333,1.411765,7.058824,2,6,2015/06/26,2015/09/19,9,2015,1,
,MGR,10340323,4,85,2.833333,1.411765,7.058824,2,8,2015/06/26,2015/09/19,9,2015,1,
,MGR,10340325,3,85,2.833333,1.058824,5.294118,2,6,2015/06/26,2015/09/19,9,2015,1,
,MGR,10340326,3,85,2.833333,1.058824,5.294118,2,6,2015/06/26,2015/09/19,9,2015,1,
,MGR,10340327,3,85,2.833333,1.058824,5.294118,2,6,2015/06/26,2015/09/19,9,2015,1,
,MGR,10340328,1,85,2.833333,0.3529412,1.764706,2,2,2015/06/26,2015/09/19,9,2015,1,
,MGR,10340329,2,80,2.666667,0.75,3.75,2,6,2015/07/01,2015/09/19,9,2015,1,
,MGR,10340330,4,56,1.866667,2.142857,10.71428,2,7,2015/07/01,2015/08/26,8,2015,1,
,MGR,10340332,2,56,1.866667,1.071429,5.357142,2,5,2015/07/01,2015/08/26,8,2015,1,
,MGR,10340333,3,80,2.666667,1.125,5.625,2,7,2015/07/01,2015/09/19,9,2015,1,
,MGR,10340352,3,55,1.833333,1.636364,8.181818,2,7,2015/02/11,2015/04/07,4,2015,1,
,MGR,10340370,2,74,2.466667,0.8108108,4.054054,2,4,2015/01/23,2015/04/07,4,2015,1,
,MGR,10340371,0,74,2.466667,0,0,2,3,2015/01/23,2015/04/07,4,2015,1,
,MGR,10340372,1,74,2.466667,0.4054054,2.027027,2,3,2015/01/23,2015/04/07,4,2015,1,
,MGR,10340373,1,74,2.466667,0.4054054,2.027027,2,5,2015/01/23,2015/04/07,4,2015,1,
,MGR,10340375,1,70,2.333333,0.4285714,2.142857,2,3,2015/01/23,2015/04/03,4,2015,1,
,MGR,10340409,4,68,2.266667,1.764706,8.823529,2,7,2015/06/06,2015/08/13,8,2015,1,
,MGR,10340410,3,139,4.633333,0.647482,3.23741,3,4,2015/06/06,2015/10/23,10,2015,1,
,MGR,10340411,4,62,2.066667,1.935484,9.67742,2,6,2015/06/12,2015/08/13,8,2015,1,
,MGR,10340412,2,137,4.566667,0.4379562,2.189781,2,5,2015/06/06,2015/10/21,10,2015,1,
,MGR,10340413,4,68,2.266667,1.764706,8.823529,2,7,2015/06/06,2015/08/13,8,2015,1,
,MGR,10340414,3,92,3.066667,0.9782609,4.891304,2,6,2015/07/21,2015/10/21,10,2015,1,
,MGR,10340415,6,129,4.3,1.395349,6.976744,3,8,2015/06/15,2015/10/22,10,2015,1,
,MGR,10340416,5,138,4.6,1.086957,5.434783,3,6,2015/06/06,2015/10/22,10,2015,1,
,MGR,10340418,4,129,4.3,0.9302325,4.651163,3,6,2015/06/15,2015/10/22,10,2015,1,
,MGR,10340421,4,92,3.066667,1.304348,6.521739,2,8,2015/07/21,2015/10/21,10,2015,1,
,MGR,10340422,6,129,4.3,1.395349,6.976744,3,8,2015/06/15,2015/10/22,10,2015,1,
,MGR,10340423,3,129,4.3,0.6976744,3.488372,2,6,2015/06/15,2015/10/22,10,2015,1,
,MGR,10340424,4,93,3.1,1.290323,6.451613,2,8,2015/07/21,2015/10/22,10,2015,1,
,MGR,10340425,7,137,4.566667,1.532847,7.664233,3,8,2015/06/06,2015/10/21,10,2015,1,
,MGR,10340426,2,83,2.766667,0.7228916,3.614458,2,4,2015/06/12,2015/09/03,9,2015,1,
,MGR,10340428,8,279,9.3,0.860215,4.301075,4,9,2015/02/04,2015/11/10,11,2015,1,
,MGR,10340429,5,279,9.3,0.5376344,2.688172,4,8,2015/02/04,2015/11/10,11,2015,1,
,MGR,10340430,7,279,9.3,0.7526882,3.763441,4,11,2015/02/04,2015/11/10,11,2015,1,
,MGR,10340432,3,84,2.8,1.071429,5.357142,2,5,2015/06/10,2015/09/02,9,2015,1,
,MGR,10340433,5,167,5.566667,0.8982036,4.491018,3,6,2015/06/10,2015/11/24,11,2015,1,
,MGR,10340434,3,84,2.8,1.071429,5.357142,2,6,2015/06/12,2015/09/04,9,2015,1,
,MGR,10340435,3,84,2.8,1.071429,5.357142,2,7,2015/06/12,2015/09/04,9,2015,1,
,MGR,10340436,7,212,7.066667,0.9905661,4.95283,3,9,2015/02/04,2015/09/04,9,2015,1,
,MGR,10340437,5,153,5.1,0.9803922,4.901961,3,8,2015/06/10,2015/11/10,11,2015,1,
,MGR,10340438,7,166,5.533333,1.26506,6.325302,3,11,2015/06/11,2015/11/24,11,2015,1,
,MGR,10340439,6,166,5.533333,1.084337,5.421687,4,9,2015/06/11,2015/11/24,11,2015,1,
,MGR,10340442,4,167,5.566667,0.7185629,3.592814,3,5,2015/06/10,2015/11/24,11,2015,1,
,MGR,10340443,7,167,5.566667,1.257485,6.287425,3,11,2015/06/10,2015/11/24,11,2015,1,
,MGR,10340444,7,167,5.566667,1.257485,6.287425,3,10,2015/06/10,2015/11/24,11,2015,1,
,MGR,10340447,3,84,2.8,1.071429,5.357142,2,7,2015/06/12,2015/09/04,9,2015,1,
,MGR,10340448,4,89,2.966667,1.348315,6.741573,2,6,2015/06/06,2015/09/03,9,2015,1,
,MGR,10340449,5,157,5.233333,0.9554141,4.77707,3,8,2015/06/06,2015/11/10,11,2015,1,
,MGR,10340451,5,126,4.2,1.190476,5.952382,3,9,2015/07/20,2015/11/23,11,2015,1,
,MGR,10340452,5,113,3.766667,1.327434,6.637168,3,6,2015/07/20,2015/11/10,11,2015,1,
,MGR,10340453,6,113,3.766667,1.59292,7.964602,3,8,2015/07/20,2015/11/10,11,2015,1,
,MGR,10340454,6,120,4,1.5,7.5,3,9,2015/05/11,2015/09/08,9,2015,1,
,MGR,10340455,8,164,5.466667,1.463415,7.317073,4,10,2015/05/11,2015/10/22,10,2015,1,
,MGR,10340456,6,126,4.2,1.428571,7.142858,3,7,2015/07/21,2015/11/24,11,2015,1,
,MGR,10340458,6,118,3.933333,1.525424,7.627118,3,10,2015/07/16,2015/11/11,11,2015,1,
,MGR,10340459,3,54,1.8,1.666667,8.333334,2,5,2015/07/16,2015/09/08,9,2015,1,
,MGR,10340460,7,139,4.633333,1.510791,7.553957,3,9,2015/06/06,2015/10/23,10,2015,1,
,MGR,10340461,6,139,4.633333,1.294964,6.47482,3,9,2015/06/06,2015/10/23,10,2015,1,
,MGR,10340463,4,64,2.133333,1.875,9.374999,2,7,2015/06/09,2015/08/12,8,2015,1,
,MGR,10340464,8,135,4.5,1.777778,8.888889,3,10,2015/06/09,2015/10/22,10,2015,1,
,MGR,10340466,7,129,4.3,1.627907,8.139535,3,10,2015/06/15,2015/10/22,10,2015,1,
,MGR,10340467,5,130,4.333333,1.153846,5.769231,3,7,2015/06/15,2015/10/23,10,2015,1,
,MGR,10340468,8,168,5.6,1.428571,7.142858,3,10,2015/06/08,2015/11/23,11,2015,1,
,MGR,10340469,8,168,5.6,1.428571,7.142858,3,10,2015/06/08,2015/11/23,11,2015,1,
,MGR,10340470,8,168,5.6,1.428571,7.142858,3,9,2015/06/08,2015/11/23,11,2015,1,
,MGR,10340471,7,168,5.6,1.25,6.25,3,9,2015/06/08,2015/11/23,11,2015,1,
,MGR,10340472,7,168,5.6,1.25,6.25,3,11,2015/06/08,2015/11/23,11,2015,1,
,MGR,10340474,8,168,5.6,1.428571,7.142858,3,9,2015/06/08,2015/11/23,11,2015,1,
,MGR,10340475,8,168,5.6,1.428571,7.142858,3,10,2015/06/08,2015/11/23,11,2015,1,
,MGR,10340476,11,197,6.566667,1.675127,8.375634,4,15,2015/05/11,2015/11/24,11,2015,1,
,MGR,10340478,8,167,5.566667,1.437126,7.185629,3,9,2015/06/10,2015/11/24,11,2015,1,
,MGR,10340479,6,167,5.566667,1.077844,5.389222,3,7,2015/06/10,2015/11/24,11,2015,1,
,MGR,10340481,8,168,5.6,1.428571,7.142858,3,11,2015/06/08,2015/11/23,11,2015,1,
,MGR,10340482,4,118,3.933333,1.016949,5.084746,3,8,2015/07/16,2015/11/11,11,2015,1,
,MGR,10340483,7,130,4.333333,1.615385,8.076923,3,11,2015/07/16,2015/11/23,11,2015,1,
,MGR,10340485,3,62,2.066667,1.451613,7.258065,2,7,2015/07/21,2015/09/21,9,2015,1,
,MGR,10340486,4,63,2.1,1.904762,9.52381,2,8,2015/07/20,2015/09/21,9,2015,1,
,MGR,10340487,1,63,2.1,0.4761905,2.380953,2,3,2015/07/20,2015/09/21,9,2015,1,
,MGR,10340508,7,126,4.2,1.666667,8.333334,3,11,2015/04/20,2015/08/24,8,2015,1,
,MGR,10340509,9,189,6.3,1.428571,7.142857,4,12,2015/04/20,2015/10/26,10,2015,1,
,MGR,10340512,7,189,6.3,1.111111,5.555555,4,9,2015/04/20,2015/10/26,10,2015,1,
,MGR,10340513,7,192,6.4,1.09375,5.46875,4,9,2015/04/20,2015/10/29,10,2015,1,
,MGR,10340514,10,190,6.333333,1.578947,7.894736,4,13,2015/04/20,2015/10/27,10,2015,1,
,MGR,10340515,11,190,6.333333,1.736842,8.68421,4,13,2015/04/20,2015/10/27,10,2015,1,
,MGR,10340517,6,123,4.1,1.463415,7.317073,4,9,2015/04/20,2015/08/21,8,2015,1,
,MGR,10340518,8,189,6.3,1.269841,6.349206,3,12,2015/04/20,2015/10/26,10,2015,1,
,MGR,10340521,2,64,2.133333,0.9374999,4.6875,2,4,2015/04/20,2015/06/23,6,2015,1,
,MGR,10340523,7,199,6.633333,1.055276,5.276382,4,10,2015/04/20,2015/11/05,11,2015,1,
,MGR,10340524,10,192,6.4,1.5625,7.8125,4,12,2015/04/20,2015/10/29,10,2015,1,
,MGR,10340525,6,176,5.866667,1.022727,5.113636,4,10,2015/05/06,2015/10/29,10,2015,1,
,MGR,10340526,8,192,6.4,1.25,6.25,4,11,2015/04/20,2015/10/29,10,2015,1,
,MGR,10340527,8,192,6.4,1.25,6.25,4,10,2015/04/20,2015/10/29,10,2015,1,
,MGR,10340528,7,190,6.333333,1.105263,5.526316,4,11,2015/04/20,2015/10/27,10,2015,1,
,MGR,10340529,6,123,4.1,1.463415,7.317073,3,8,2015/04/20,2015/08/21,8,2015,1,
,MGR,10340530,7,122,4.066667,1.721311,8.606557,3,11,2015/04/21,2015/08/21,8,2015,1,
,MGR,10340531,5,122,4.066667,1.229508,6.147541,3,7,2015/04/21,2015/08/21,8,2015,1,
,MGR,10340532,3,179,5.966667,0.5027933,2.513967,3,7,2015/04/30,2015/10/26,10,2015,1,
,MGR,10340533,9,188,6.266667,1.43617,7.180851,4,12,2015/04/21,2015/10/26,10,2015,1,
,MGR,10340534,3,133,4.433333,0.6766917,3.383459,2,4,2015/06/15,2015/10/26,10,2015,1,
,MGR,10340537,8,139,4.633333,1.726619,8.633094,4,13,2015/06/17,2015/11/04,11,2015,1,
,MGR,10340539,4,169,5.633333,0.7100592,3.550296,3,6,2015/05/11,2015/10/27,10,2015,1,
,MGR,10340540,4,112,3.733333,1.071429,5.357142,3,7,2015/04/30,2015/08/20,8,2015,1,
,MGR,10340541,10,180,6,1.666667,8.333333,4,13,2015/04/30,2015/10/27,10,2015,1,
,MGR,10340542,7,127,4.233333,1.653543,8.267716,3,11,2015/06/22,2015/10/27,10,2015,1,
,MGR,10340543,10,181,6.033333,1.657459,8.287292,4,14,2015/04/30,2015/10/28,10,2015,1,
,MGR,10340544,9,181,6.033333,1.491713,7.458563,4,12,2015/04/30,2015/10/28,10,2015,1,
,MGR,10340545,3,69,2.3,1.304348,6.521739,2,5,2015/08/20,2015/10/28,10,2015,1,
,MGR,10340546,6,133,4.433333,1.353383,6.766917,3,8,2015/06/17,2015/10/28,10,2015,1,
,MGR,10340547,8,133,4.433333,1.804511,9.022556,3,11,2015/06/17,2015/10/28,10,2015,1,
,MGR,10340549,2,134,4.466667,0.4477612,2.238806,3,5,2015/06/24,2015/11/05,11,2015,1,
,MGR,10340550,6,134,4.466667,1.343284,6.716418,3,9,2015/06/24,2015/11/05,11,2015,1,
,MGR,10340551,4,134,4.466667,0.8955224,4.477612,3,7,2015/06/24,2015/11/05,11,2015,1,
,MGR,10340552,6,134,4.466667,1.343284,6.716418,3,10,2015/06/24,2015/11/05,11,2015,1,
,MGR,10340554,2,132,4.4,0.4545454,2.272727,3,4,2015/06/16,2015/10/26,10,2015,1,
,MGR,10340556,5,132,4.4,1.136364,5.681818,3,8,2015/06/16,2015/10/26,10,2015,1,
,MGR,10340557,3,61,2.033333,1.47541,7.377049,2,5,2015/06/17,2015/08/17,8,2015,1,
,MGR,10340558,6,132,4.4,1.363636,6.818182,3,8,2015/06/16,2015/10/26,10,2015,1,
,MGR,10340559,12,179,5.966667,2.011173,10.05587,4,13,2015/04/30,2015/10/26,10,2015,1,
,MGR,10340561,7,110,3.666667,1.909091,9.545454,3,11,2015/05/06,2015/08/24,8,2015,1,
,MGR,10340562,5,111,3.7,1.351351,6.756757,3,9,2015/05/05,2015/08/24,8,2015,1,
,MGR,10340563,6,111,3.7,1.621622,8.108109,3,9,2015/05/05,2015/08/24,8,2015,1,
,MGR,10340564,3,111,3.7,0.8108108,4.054054,3,4,2015/05/05,2015/08/24,8,2015,1,
,MGR,10340565,8,188,6.266667,1.276596,6.382978,3,12,2015/05/05,2015/11/09,11,2015,1,
,MGR,10340566,4,188,6.266667,0.6382979,3.191489,3,7,2015/05/05,2015/11/09,11,2015,1,
,MGR,10340567,8,185,6.166667,1.297297,6.486487,4,9,2015/05/05,2015/11/06,11,2015,1,
,MGR,10340568,8,137,4.566667,1.751825,8.759125,3,11,2015/06/25,2015/11/09,11,2015,1,
,MGR,10340569,8,190,6.333333,1.263158,6.315789,4,12,2015/04/30,2015/11/06,11,2015,1,
,MGR,10340570,9,190,6.333333,1.421053,7.105263,4,12,2015/04/30,2015/11/06,11,2015,1,
,MGR,10340571,11,190,6.333333,1.736842,8.68421,4,15,2015/04/30,2015/11/06,11,2015,1,
,MGR,10340572,6,190,6.333333,0.9473684,4.736842,3,9,2015/04/30,2015/11/06,11,2015,1,
,MGR,10340573,7,115,3.833333,1.826087,9.130435,3,9,2015/05/05,2015/08/28,8,2015,1,
,MGR,10340574,2,115,3.833333,0.5217391,2.608696,2,5,2015/05/05,2015/08/28,8,2015,1,
,MGR,10340575,8,187,6.233333,1.283422,6.417112,4,12,2015/05/06,2015/11/09,11,2015,1,
,MGR,10340577,9,187,6.233333,1.44385,7.219252,4,13,2015/05/06,2015/11/09,11,2015,1,
,MGR,10340579,6,134,4.466667,1.343284,6.716418,3,8,2015/06/24,2015/11/05,11,2015,1,
,MGR,10340580,7,125,4.166667,1.68,8.400001,3,10,2015/04/30,2015/09/02,9,2015,1,
,MGR,10340581,7,176,5.866667,1.193182,5.965909,4,8,2015/05/06,2015/10/29,10,2015,1,
,MGR,10340582,3,190,6.333333,0.4736842,2.368421,3,6,2015/04/30,2015/11/06,11,2015,1,
,MGR,10340583,7,190,6.333333,1.105263,5.526316,4,10,2015/04/30,2015/11/06,11,2015,1,
,MGR,10340584,5,115,3.833333,1.304348,6.521739,3,7,2015/05/05,2015/08/28,8,2015,1,
,MGR,10340585,10,188,6.266667,1.595745,7.978723,4,13,2015/05/05,2015/11/09,11,2015,1,
,MGR,10340586,9,178,5.933333,1.516854,7.58427,4,12,2015/05/04,2015/10/29,10,2015,1,
,MGR,10340587,2,72,2.4,0.8333333,4.166667,2,6,2015/05/04,2015/07/15,7,2015,1,
,MGR,10340588,8,189,6.3,1.269841,6.349206,4,10,2015/05/04,2015/11/09,11,2015,1,
,MGR,10340592,6,147,4.9,1.22449,6.122449,3,7,2015/05/18,2015/10/12,10,2015,1,
,MGR,10340593,5,147,4.9,1.020408,5.102041,3,6,2015/05/18,2015/10/12,10,2015,1,
,MGR,10340594,12,206,6.866667,1.747573,8.737864,4,14,2015/03/20,2015/10/12,10,2015,1,
,MGR,10340595,8,144,4.8,1.666667,8.333333,3,11,2015/05/21,2015/10/12,10,2015,1,
,MGR,10340596,8,147,4.9,1.632653,8.163265,3,12,2015/05/18,2015/10/12,10,2015,1,
,MGR,10340597,9,206,6.866667,1.31068,6.553398,4,12,2015/03/20,2015/10/12,10,2015,1,
,MGR,10340598,7,147,4.9,1.428571,7.142857,3,9,2015/05/18,2015/10/12,10,2015,1,
,MGR,10340603,3,84,2.8,1.071429,5.357142,2,6,2015/07/06,2015/09/28,9,2015,1,
,MGR,10340605,2,78,2.6,0.7692308,3.846154,2,5,2015/07/06,2015/09/22,9,2015,1,
,MGR,10340606,3,77,2.566667,1.168831,5.844156,2,6,2015/07/06,2015/09/21,9,2015,1,
,MGR,10340608,4,76,2.533333,1.578947,7.894737,2,8,2015/07/09,2015/09/23,9,2015,1,
,MGR,10340609,3,76,2.533333,1.184211,5.921053,2,6,2015/07/09,2015/09/23,9,2015,1,
,MGR,10340611,2,76,2.533333,0.7894737,3.947369,2,6,2015/07/07,2015/09/21,9,2015,1,
,MGR,10340612,4,83,2.766667,1.445783,7.228916,2,7,2015/07/07,2015/09/28,9,2015,1,
,MGR,10340613,3,76,2.533333,1.184211,5.921053,2,5,2015/07/07,2015/09/21,9,2015,1,
,MGR,10340614,1,77,2.566667,0.3896104,1.948052,2,5,2015/07/07,2015/09/22,9,2015,1,
,MGR,10340615,2,77,2.566667,0.7792208,3.896104,2,5,2015/07/07,2015/09/22,9,2015,1,
,MGR,10340616,3,77,2.566667,1.168831,5.844156,2,6,2015/07/07,2015/09/22,9,2015,1,
,MGR,10340618,3,77,2.566667,1.168831,5.844156,2,4,2015/07/07,2015/09/22,9,2015,1,
,MGR,10340619,4,76,2.533333,1.578947,7.894737,2,6,2015/07/07,2015/09/21,9,2015,1,
,MGR,10340620,3,76,2.533333,1.184211,5.921053,2,5,2015/07/07,2015/09/21,9,2015,1,
,MGR,10340625,3,67,2.233333,1.343284,6.716418,2,6,2015/07/23,2015/09/28,9,2015,1,
,MGR,10340626,3,76,2.533333,1.184211,5.921053,2,5,2015/07/09,2015/09/23,9,2015,1,
,MGR,10340628,1,76,2.533333,0.3947369,1.973684,2,4,2015/07/09,2015/09/23,9,2015,1,
,MGR,10340665,4,105,3.5,1.142857,5.714286,2,6,2015/01/23,2015/05/08,5,2015,1,
,MGR,10340666,7,144,4.8,1.458333,7.291666,3,8,2015/05/21,2015/10/12,10,2015,1,
,MGR,10340667,4,69,2.3,1.73913,8.695652,2,8,2015/08/04,2015/10/12,10,2015,1,
,MGR,10340668,1,69,2.3,0.4347826,2.173913,2,4,2015/08/04,2015/10/12,10,2015,1,
,MGR,10340669,4,144,4.8,0.8333333,4.166667,3,6,2015/05/21,2015/10/12,10,2015,1,
,MGR,10340670,7,173,5.766667,1.213873,6.069364,3,10,2015/04/22,2015/10/12,10,2015,1,
,MGR,10340690,8,139,4.633333,1.726619,8.633094,3,10,2015/05/20,2015/10/06,10,2015,1,
,MGR,10340691,5,139,4.633333,1.079137,5.395684,3,8,2015/05/20,2015/10/06,10,2015,1,
,MGR,10340692,3,68,2.266667,1.323529,6.617647,2,6,2015/07/30,2015/10/06,10,2015,1,
,MGR,10340693,2,68,2.266667,0.8823529,4.411765,2,5,2015/07/30,2015/10/06,10,2015,1,
,MGR,10340694,6,140,4.666667,1.285714,6.428572,3,8,2015/05/19,2015/10/06,10,2015,1,
,MGR,10340695,4,56,1.866667,2.142857,10.71428,2,7,2015/06/04,2015/07/30,7,2015,1,
,MGR,10340696,4,56,1.866667,2.142857,10.71428,2,8,2015/06/04,2015/07/30,7,2015,1,
,MGR,10340697,3,72,2.4,1.25,6.25,2,5,2015/05/20,2015/07/31,7,2015,1,
,MGR,10340698,7,139,4.633333,1.510791,7.553957,3,10,2015/05/20,2015/10/06,10,2015,1,
,MGR,10340699,8,139,4.633333,1.726619,8.633094,3,11,2015/05/20,2015/10/06,10,2015,1,
,MGR,10340700,2,57,1.9,1.052632,5.263158,2,5,2015/06/04,2015/07/31,7,2015,1,
,MGR,10340701,3,124,4.133333,0.7258065,3.629032,3,6,2015/06/04,2015/10/06,10,2015,1,
,MGR,10340704,4,139,4.633333,0.8633094,4.316547,3,7,2015/05/20,2015/10/06,10,2015,1,
,MGR,10340705,7,140,4.666667,1.5,7.5,3,9,2015/05/19,2015/10/06,10,2015,1,
,MGR,10340706,1,68,2.266667,0.4411765,2.205882,2,5,2015/07/30,2015/10/06,10,2015,1,
,MGR,10340707,1,67,2.233333,0.4477612,2.238806,2,4,2015/07/31,2015/10/06,10,2015,1,
,MGR,10340708,4,68,2.266667,1.764706,8.823529,2,8,2015/07/30,2015/10/06,10,2015,1,
,MGR,10340709,7,140,4.666667,1.5,7.5,3,9,2015/05/19,2015/10/06,10,2015,1,
,MGR,10340752,1,80,2.666667,0.375,1.875,2,2,2015/07/08,2015/09/26,9,2015,1,
,MGR,10340753,2,80,2.666667,0.75,3.75,2,4,2015/07/08,2015/09/26,9,2015,1,
,MGR,10340754,2,76,2.533333,0.7894737,3.947369,2,4,2015/07/10,2015/09/24,9,2015,1,
,MGR,10340755,3,83,2.766667,1.084337,5.421687,2,5,2015/07/03,2015/09/24,9,2015,1,
,MGR,10340760,2,78,2.6,0.7692308,3.846154,2,4,2015/07/08,2015/09/24,9,2015,1,
,MGR,10340761,1,78,2.6,0.3846154,1.923077,2,2,2015/07/08,2015/09/24,9,2015,1,
,MGR,10340762,2,78,2.6,0.7692308,3.846154,2,5,2015/07/08,2015/09/24,9,2015,1,
,MGR,10340764,3,78,2.6,1.153846,5.769231,2,6,2015/07/08,2015/09/24,9,2015,1,
,MGR,10340766,3,78,2.6,1.153846,5.769231,2,6,2015/07/08,2015/09/24,9,2015,1,
,MGR,10340769,7,142,4.733333,1.478873,7.394366,3,11,2015/05/07,2015/09/26,9,2015,1,
,MGR,10340770,5,140,4.666667,1.071429,5.357143,3,8,2015/05/07,2015/09/24,9,2015,1,
,MGR,10340771,3,140,4.666667,0.6428572,3.214286,3,6,2015/05/07,2015/09/24,9,2015,1,
,MGR,10340773,6,140,4.666667,1.285714,6.428572,3,9,2015/05/07,2015/09/24,9,2015,1,
,MGR,10340788,3,86,2.866667,1.046512,5.232558,2,5,2015/01/25,2015/04/21,4,2015,1,
,MGR,10340790,4,88,2.933333,1.363636,6.818182,2,7,2015/01/22,2015/04/20,4,2015,1,
,MGR,10340791,3,88,2.933333,1.022727,5.113636,2,5,2015/01/22,2015/04/20,4,2015,1,
,MGR,10340792,3,88,2.933333,1.022727,5.113636,2,4,2015/01/22,2015/04/20,4,2015,1,
,MGR,10340794,1,85,2.833333,0.3529412,1.764706,2,5,2015/01/25,2015/04/20,4,2015,1,
,MGR,10340795,3,88,2.933333,1.022727,5.113636,2,6,2015/01/22,2015/04/20,4,2015,1,
,MGR,10340799,4,88,2.933333,1.363636,6.818182,2,7,2015/01/22,2015/04/20,4,2015,1,
,MGR,10340800,3,89,2.966667,1.011236,5.05618,2,7,2015/01/22,2015/04/21,4,2015,1,
,MGR,10340801,4,89,2.966667,1.348315,6.741573,2,7,2015/01/22,2015/04/21,4,2015,1,
,MGR,10340802,2,89,2.966667,0.6741573,3.370787,2,5,2015/01/22,2015/04/21,4,2015,1,
,MGR,10340803,3,89,2.966667,1.011236,5.05618,2,5,2015/01/22,2015/04/21,4,2015,1,
,MGR,10340810,3,90,3,1,5,2,6,2015/01/22,2015/04/22,4,2015,1,
,MGR,10340811,4,90,3,1.333333,6.666667,2,7,2015/01/22,2015/04/22,4,2015,1,
,MGR,10340830,3,91,3.033333,0.989011,4.945055,2,6,2015/01/22,2015/04/23,4,2015,1,
,MGR,10340831,3,92,3.066667,0.9782609,4.891304,2,6,2015/01/22,2015/04/24,4,2015,1,
,MGR,10340832,4,91,3.033333,1.318681,6.593407,2,7,2015/01/22,2015/04/23,4,2015,1,
,MGR,10340834,4,91,3.033333,1.318681,6.593407,3,12,2015/01/22,2015/04/24,4,2015,1,
,MGR,10340835,4,91,3.033333,1.318681,6.593407,2,6,2015/01/22,2015/04/23,4,2015,1,
,MGR,10340838,4,89,2.966667,1.348315,6.741573,2,7,2015/01/23,2015/04/22,4,2015,1,
,MGR,10340841,3,92,3.066667,0.9782609,4.891304,2,5,2015/01/22,2015/04/24,4,2015,1,
