ID,t011_prgrm,t311_wpt_pass,t301_wpt_flow_rate,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t009_country,month,year
,PLS,1,1,,1,1,1,,3,3,,270.8333435,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,47.91666794,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,45,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,0,1,,0,,0,,,,,,,2,3,2015
,PLS,1,1,,,,1,,3,3,11,80,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,40,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,18.75,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,341.6666565,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,52.91666794,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,100,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,120,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,229.1666718,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,100,1,2,3,2015
,PLS,1,1,,,,1,,3,3,,108,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,67.08333588,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,21.75,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,370.8333435,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,57.91666794,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,30,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,35.83333206,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,35,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,40,1,2,3,2015
,PLS,1,1,,1,1,1,,2,3,,100,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,0,,1,,3,3,,54.16666794,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,42.91666794,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,30,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,50,1,2,3,2015
,PLS,0,1,1,,,0,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,58.33333206,1,2,3,2015
,PLS,1,1,,,,1,,3,3,,100,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,35,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,79.58333588,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,45,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,23.33333397,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,40,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,129.1666718,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,89.16666412,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,40,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,42.08333206,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,27.91666603,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,22.91666603,1,2,3,2015
,PLS,0,0,,1,1,0,,,,,,,2,3,2015
,PLS,1,1,,,,1,,3,3,,60,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,45.83333206,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,62.91666794,1,2,3,2015
,PLS,1,1,1,,,1,,3,3,,59,1,2,3,2015
,PLS,0,1,,0,,1,,3,3,,8.583333015,,2,3,2015
,PLS,1,1,,0,,1,,3,3,,30,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,18.75,1,2,3,2015
,PLS,1,1,,,,1,,3,3,,120,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,16.66666603,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,40,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,21.75,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,50,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,0,,1,,3,3,,50,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,37.5,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,13.33333302,1,2,3,2015
,PLS,1,0,,0,,1,,3,3,,18.75,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,0,,1,,3,3,,200,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,120.8333359,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,48.33333206,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,60,1,2,3,2015
,PLS,0,1,1,,,1,,3,3,,41.16666794,0,2,3,2015
,PLS,1,1,,0,,1,,3,3,,50,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,270.8333435,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,43.75,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,111.6666641,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,38,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,50,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,35.83333206,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,35,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,36.25,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,40,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,30,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,35,1,2,3,2015
,PLS,0,0,,0,,0,,,,,,,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,22.91666603,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,58,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,60,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,64.16666412,1,2,3,2015
,PLS,1,1,,,,1,,3,3,,90,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,0,,1,,3,3,,85.83333588,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,90,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,35.83333206,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,9,29.16666603,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,35,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,50,1,2,3,2015
,PLS,1,1,,,,1,,3,3,,40,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,27.91666603,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,,,1,,3,3,,50,1,2,3,2015
,PLS,1,1,,,,1,,3,3,,50,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,45,1,2,3,2015
,PLS,1,1,,,,1,,3,3,,120,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,44.08333206,1,2,3,2015
,PLS,1,1,,,,1,,3,3,,60,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,69,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,50,1,2,3,2015
,PLS,0,1,,1,1,0,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,358.3333435,1,2,3,2015
,PLS,1,1,,,,1,,3,3,,100,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,100,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,45,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,70,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,67.91666412,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,30,1,2,3,2015
,PLS,1,1,,,,1,,3,3,,100,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,,,1,,3,3,,60,1,2,3,2015
,PLS,1,1,,,,1,,3,3,,100,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,37.91666794,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,87,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,24.16666603,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,30,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,40,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,74.16666412,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,40,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,30,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,75.83333588,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,50,1,2,3,2015
,PLS,1,1,,,,1,,3,3,,60,1,2,3,2015
,PLS,1,1,,,,1,,3,3,,100,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,65.83333588,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,300,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,30,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,49.66666794,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,40,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,50,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,67.08333588,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,67.08333588,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,,,1,,3,3,,200,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,125,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,28,1,2,3,2015
,PLS,0,0,,1,1,0,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,68.75,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,80,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,115,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,50,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,325,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,270.8333435,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,27.91666603,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,64.16666412,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,110.4166641,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,71.66666412,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,65,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,200,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,60,1,2,3,2015
,PLS,0,1,,1,1,1,,3,3,,9.333333015,,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,,,1,,3,3,,50,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,37.91666794,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,237.5,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,17.91666603,1,2,3,2015
,PLS,1,1,,1,1,1,,2,3,,65,1,2,3,2015
,PLS,0,1,,,,0,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,30,1,2,3,2015
,PLS,0,1,,1,0,,,,,,,,2,3,2015
,PLS,1,1,,0,,1,,3,3,,67.08333588,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,13.16666698,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,80,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,45.83333206,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,50,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,60,1,2,3,2015
,PLS,1,1,,,,1,,3,3,,100,1,2,3,2015
,PLS,0,0,,0,,0,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,68,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,100,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,59.16666794,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,50,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,9,66.91666412,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,35,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,100,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,64.16666412,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,47.08333206,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,,,1,,3,3,,60,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,57.08333206,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,69.16666412,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,27.91666603,1,2,3,2015
,PLS,1,1,1,,,1,,3,3,,10,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,300,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,46.25,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,40,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,95,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,26.75,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,38.91666794,1,2,3,2015
,PLS,1,1,,1,1,1,,2,3,,158.3333282,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,46,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,74.16666412,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,0,,1,,3,3,,50,1,2,3,2015
,PLS,1,0,1,,,1,,3,3,,20,1,2,3,2015
,PLS,1,1,,,,1,,3,3,,100,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,24.16666603,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,35,1,2,3,2015
,PLS,0,0,0,,,,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,45,1,2,3,2015
,PLS,0,0,,,,1,,1,1,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,30,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,77.91666412,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,45.83333206,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,85,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,30,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,28.33333397,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,35,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,50,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,0,,1,,3,3,,78.33333588,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,50,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,182.5,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,35,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,60,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,90,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,70,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,30.75,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,94.58333588,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,,,1,,3,3,,70,1,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,0,0,,,,,,,,,,,2,3,2015
,PLS,1,1,,0,,1,,3,3,,95,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,63,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,50,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,25.83333397,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,70.5,1,2,3,2015
,PLS,1,1,,,,1,,3,3,,80,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,120,1,2,3,2015
,PLS,1,1,,0,,1,,2,3,,66,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,100,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,300,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,45.83333206,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,35,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,35,1,2,3,2015
,PLS,1,1,,0,,1,,3,3,,40,1,2,3,2015
,PLS,1,1,,1,1,1,,3,3,,17.08333397,1,2,3,2015
,SRK1,1,1,,0,,1,,3,3,,16.25,1,2,5,2014
,SRK1,0,1,,0,,0,,,,,,,2,7,2014
,SRK1,0,1,,1,1,1,,1,2,,,,2,5,2014
,SRK1,0,1,,0,,0,,,,,,,2,5,2014
,SRK1,1,1,,0,,1,,2,3,,15.25,1,2,5,2014
,SRK1,0,1,,0,,0,,,,,,,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,25,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,55.83333333,1,2,5,2014
,SRK1,1,1,,,,1,,3,3,,30,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,12.5,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,0,,1,,2,3,,18.75,1,2,5,2014
,SRK1,0,1,,1,1,1,1,1,3,,,,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,30,1,2,5,2014
,SRK1,1,1,,1,1,1,,2,3,,17.5,1,2,5,2014
,SRK1,1,1,,1,1,1,1,3,3,,55,1,2,5,2014
,SRK1,1,1,,1,1,1,1,3,3,,30,1,2,7,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,29,1,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,50,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,1,,,1,,3,3,,21.66666667,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,15,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,60.83333333,1,2,5,2014
,SRK1,1,1,,1,1,1,,2,3,,53,1,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,88.33333333,1,2,5,2014
,SRK1,0,1,,0,,1,,3,3,8,,,2,4,2014
,SRK1,0,1,,0,,1,0,1,3,,,,2,7,2014
,SRK1,1,1,,0,,1,,2,3,,40,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,58,1,2,5,2014
,SRK1,0,1,,0,,1,,1,3,,,,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,0,1,,1,1,1,,1,3,,,,2,5,2014
,SRK1,1,1,,0,,1,1,3,3,,50,1,2,7,2014
,SRK1,1,1,,0,,1,,2,3,,18.66666667,1,2,5,2014
,SRK1,1,1,,,,1,,3,3,,36.66666667,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,50,1,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,40,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,50,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,1,1,1,,2,3,,32,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,43.33333333,1,2,5,2014
,SRK1,1,1,,1,1,1,1,3,3,,30,1,2,5,2014
,SRK1,1,1,,,,1,1,2,3,,49,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,65,1,2,4,2014
,SRK1,1,1,,0,,1,,2,3,,100,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,129.1666667,1,2,4,2014
,SRK1,1,1,,0,,1,,3,3,,53.33333333,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,20,1,2,5,2014
,SRK1,1,1,,0,,1,,2,3,,10,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,55,1,2,4,2014
,SRK1,1,1,,1,1,1,,3,3,,24,1,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,166.6666667,1,2,5,2014
,SRK1,0,1,1,,,0,,,,,,,2,5,2014
,SRK1,0,1,1,,,1,,3,3,,5,,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,60,1,2,5,2014
,SRK1,1,1,,1,1,1,1,3,3,,16.66666667,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,41.66666667,1,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,23.33333333,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,0,,1,,2,3,,26.66666667,1,2,5,2014
,SRK1,1,1,1,,,1,,3,3,,30,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,14,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,15,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,18,1,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,108.3333333,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,0,,1,,3,3,9,35,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,90,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,0,1,,0,,0,,,,,,,2,5,2014
,SRK1,1,1,1,,,1,,3,3,,12.5,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,11.66666667,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,24,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,1,1,1,,2,3,,10,1,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,25,1,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,46.25,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,0,,1,,2,2,,13,1,2,4,2014
,SRK1,1,1,,0,,1,,2,3,,30,1,2,5,2014
,SRK1,0,1,,1,1,1,,3,3,,15,0,2,7,2014
,SRK1,1,1,,1,1,1,,3,3,,30,1,2,5,2014
,SRK1,1,1,,0,,1,,2,3,,25,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,30,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,0,1,,1,1,1,,1,3,,,,2,5,2014
,SRK1,1,1,,1,1,1,,2,3,,18.75,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,25,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,4,2014
,SRK1,1,1,,1,1,1,,2,3,,20,1,2,5,2014
,SRK1,0,1,,1,1,1,,3,3,,9,,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,1,1,1,,2,3,,30,1,2,5,2014
,SRK1,1,1,1,,,1,,3,3,,20,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,26.66666667,1,2,4,2014
,SRK1,1,1,,1,1,1,,3,3,,31.66666667,1,2,5,2014
,SRK1,1,1,,0,,1,,2,3,,83.33333333,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,104,1,2,7,2014
,SRK1,1,1,1,,,1,,2,3,10,26.66666667,1,2,5,2014
,SRK1,1,1,,1,1,1,,2,3,,50,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,1,1,1,,2,3,,80,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,35,1,2,5,2014
,SRK1,1,1,,0,,1,,2,3,,33.33333333,1,2,5,2014
,SRK1,1,1,,1,1,1,,2,3,10,12.5,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,100,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,0,,1,,2,3,,33.33333333,1,2,4,2014
,SRK1,1,1,,1,1,1,,1,3,,,1,2,5,2014
,SRK1,0,1,,1,1,0,,,,,,,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,0,,1,1,3,3,,50,1,2,7,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,0,1,,0,,1,,3,3,,4.5,,2,4,2014
,SRK1,1,1,,1,1,1,,2,3,,60,1,2,5,2014
,SRK1,0,1,,0,,0,,,,,,,2,5,2014
,SRK1,1,1,1,,,1,,3,3,,45,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,25,1,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,55.83333333,1,2,5,2014
,SRK1,1,1,,,,1,,3,3,,28.33333333,1,2,5,2014
,SRK1,1,1,,0,,1,,2,3,,28.58333333,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,1,1,1,,2,3,,46.25,1,2,5,2014
,SRK1,0,1,,0,,1,,1,3,,,,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,1,1,1,,2,3,,51.66666667,1,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,50,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,30,1,2,5,2014
,SRK1,1,1,,1,1,1,1,3,3,,28.33333333,1,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,17.5,1,2,5,2014
,SRK1,0,1,,0,,0,,,,,,,2,5,2014
,SRK1,0,1,,,,1,,3,3,,6,,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,44.75,1,2,5,2014
,SRK1,0,1,1,,,1,,3,3,,2,,2,5,2014
,SRK1,1,1,,0,,1,,2,3,,33.33333333,1,2,4,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,80,1,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,11.25,1,2,5,2014
,SRK1,0,1,,1,1,1,,3,3,6,,,2,5,2014
,SRK1,0,1,1,,,1,,3,3,,5,,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,28,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,1,1,,0,,1,,3,3,,40,1,2,5,2014
,SRK1,0,0,,,,,,,,,,,2,5,2014
,SRK1,0,1,,0,,0,,,,,,,2,5,2014
,SRK1,1,1,,1,1,1,,3,3,,39.16666667,1,2,5,2014
,SRK1,1,1,1,,,1,,3,3,,55,1,2,5,2014
,SRK1,1,1,,0,,1,1,3,3,,30,1,2,7,2014
