ID,t011_prgrm,t311_wpt_pass,t301_wpt_flow_rate,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t009_country,month,year
,MBL1,0,0,,,,,,,,,,,2,6,2014
,MBL1,1,1,,0,,1,,2,3,,29.16666667,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,6,2014
,MBL1,0,1,,0,,1,,3,3,6,,,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,10.83333333,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,18.75,1,2,5,2014
,MBL1,0,1,,,,0,,,,,,,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,,55,1,2,6,2014
,MBL1,1,1,,1,1,1,1,3,3,,26,1,2,5,2014
,MBL1,1,1,,0,,1,,2,3,9,45,1,2,5,2014
,MBL1,0,1,,1,1,1,,3,3,,12,0,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,,19.33333333,1,2,6,2014
,MBL1,0,1,,0,,0,,,,,,,2,6,2014
,MBL1,1,1,,1,1,1,,2,2,,90,1,2,5,2014
,MBL1,1,1,,1,1,1,1,3,3,,30,1,2,5,2014
,MBL1,0,1,,,,0,,,,,,,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,40,1,2,6,2014
,MBL1,0,1,,1,0,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,27.41666667,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,,2,3,,16.66666667,1,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,33.33333333,1,2,5,2014
,MBL1,1,1,,0,,1,,2,2,,20,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,73.33333333,1,2,6,2014
,MBL1,1,1,,,,1,1,2,3,,20,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,40,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,200,1,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,9,37.5,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,1,1,,,1,,3,3,7,,,2,5,2014
,MBL1,0,1,,0,,1,,1,3,,,,2,5,2014
,MBL1,0,1,,,,1,,3,3,,9,,2,6,2014
,MBL1,1,1,,0,,1,,2,3,,30,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,20,1,2,6,2014
,MBL1,0,1,,0,,0,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,60,1,2,6,2014
,MBL1,1,1,,1,1,1,,2,3,,38.33333333,1,2,6,2014
,MBL1,1,1,,1,1,1,,2,3,,15,1,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,,12,1,2,5,2014
,MBL1,0,1,1,,,1,,1,3,,,,2,6,2014
,MBL1,1,1,,,,1,1,2,3,,70,1,2,5,2014
,MBL1,1,1,,1,1,1,1,3,3,,20,1,2,5,2014
,MBL1,0,1,,0,,1,,3,3,8,,,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,93.33333333,1,2,6,2014
,MBL1,1,1,,0,,1,,2,3,,18.75,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,35,1,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,1,,,,0,,,,,,,2,5,2014
,MBL1,1,1,,,,1,1,2,3,,20,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,,2,3,,15,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,10,1,2,5,2014
,MBL1,0,1,,,,0,,,,,,,2,5,2014
,MBL1,0,1,,0,,0,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,58.33333333,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,30,1,2,5,2014
,MBL1,1,1,,1,1,1,1,3,3,,55,1,2,5,2014
,MBL1,0,1,,0,,0,,,,,,,2,6,2014
,MBL1,0,1,,0,,0,,,,,,,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,,90,1,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,1,3,3,,50,1,2,5,2014
,MBL1,0,1,,1,1,1,,1,3,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,11,75,1,2,6,2014
,MBL1,1,1,,0,,1,,2,3,9,130,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,1,,0,,1,,3,3,,9,,2,6,2014
,MBL1,0,1,,0,,0,,,,,,,2,6,2014
,MBL1,1,1,,0,,1,,2,3,,26.5,1,2,5,2014
,MBL1,1,1,,,,1,1,2,3,,25,1,2,5,2014
,MBL1,0,1,,1,1,0,,,,,,,2,6,2014
,MBL1,1,0,,,,,,,,,,1,2,5,2014
,MBL1,0,1,,0,,1,,1,3,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,40,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,10.83333333,1,2,6,2014
,MBL1,1,1,,1,1,1,,2,3,9,13.33333333,1,2,6,2014
,MBL1,0,1,,1,1,1,1,3,3,,8,,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,11.66666667,1,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,40,1,2,5,2014
,MBL1,0,1,,0,,0,,,,,,,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,,116.6666667,1,2,5,2014
,MBL1,1,1,1,,,1,,3,3,,20,1,2,5,2014
,MBL1,0,1,,1,0,,,,,,,,2,5,2014
,MBL1,0,1,,,,0,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,13,1,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,91.33333333,1,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,,40,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,52.5,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,46.25,1,2,5,2014
,MBL1,0,1,,0,,1,,3,3,7,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,50,1,2,5,2014
,MBL1,1,1,,0,,1,,2,3,10,38.33333333,1,2,5,2014
,MBL1,0,1,,0,,1,,3,3,6,,,2,5,2014
,MBL1,0,1,,0,,0,,,,,,,2,6,2014
,MBL1,0,1,,0,,1,,3,3,,3,,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,40,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,20,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,1,,1,1,0,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,20,1,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,40,1,2,5,2014
,MBL1,1,1,,1,1,1,1,3,3,,20,1,2,5,2014
,MBL1,0,1,0,,,,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,1,3,3,,40,1,2,6,2014
,MBL1,1,1,,1,1,1,1,3,3,,30,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,150,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,30,1,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,,12,1,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,,2,3,,31.25,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,,2,3,,25,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,35,1,2,6,2014
,MBL1,0,1,,1,1,1,1,3,3,5,,,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,,28,1,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,26.66666667,1,2,5,2014
,MBL1,0,1,,0,,0,,,,,,,2,6,2014
,MBL1,1,1,,0,,1,,2,3,,126.6666667,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,60,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,35,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,10,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,1,,0,,0,,,,,,,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,,2,3,,10.5,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,25,1,2,5,2014
,MBL1,1,1,1,,,1,1,2,3,,20,1,2,5,2014
,MBL1,1,1,,1,1,1,,2,3,,13.33333333,1,2,5,2014
,MBL1,1,1,,,,1,,3,3,,60,1,2,5,2014
,MBL1,0,1,,0,,0,,,,,,,2,6,2014
,MBL1,1,1,,1,1,1,,2,3,,35,1,2,6,2014
,MBL1,1,1,,1,1,1,,2,3,,11,1,2,6,2014
,MBL1,0,1,,1,1,1,,1,3,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,26.25,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,35,1,2,6,2014
,MBL1,0,1,,1,1,0,,,,,,,2,6,2014
,MBL1,1,1,,1,1,1,1,3,3,,30,1,2,6,2014
,MBL1,1,1,,1,1,1,,2,3,9,85,1,2,5,2014
,MBL1,0,1,,,,1,,3,3,,8,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,50,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,41.25,1,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,35,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,1,,1,1,1,,3,3,7,,,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,1,,1,1,1,,1,3,,,,2,5,2014
,MBL1,0,1,,1,1,1,,3,3,8,,,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,30,1,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,,20,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,30,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,21,1,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,1,,,1,,3,3,,30,1,2,5,2014
,MBL1,0,1,1,,,1,,1,3,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,46.25,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,9,80,1,2,5,2014
,MBL1,1,1,,,,1,1,2,3,,15,1,2,5,2014
,MBL1,0,1,1,,,1,,3,3,9,6,,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,1,,,,1,,3,3,,30,0,2,5,2014
,MBL1,1,1,,1,1,1,1,3,3,,20,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,6,2014
,MBL1,1,1,1,,,1,,3,3,,33.33333333,1,2,5,2014
,MBL1,1,1,,,,1,,2,3,,20,1,2,6,2014
,MBL1,0,1,,0,,1,,1,3,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,23.33333333,1,2,5,2014
,MBL1,1,1,,,,1,,2,3,,40,1,2,5,2014
,MBL1,0,1,,0,,1,,3,3,,9,,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,23.33333333,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,15,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,50,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,50,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,1,,0,,0,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,1,,0,,1,,1,3,,,,2,5,2014
,MBL1,1,1,,1,1,1,,2,3,,37.33333333,1,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,80,1,2,5,2014
,MBL1,0,1,,0,,0,,,,,,,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,1,,1,1,1,,1,3,,,,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,50,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,90,1,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,50,1,2,5,2012
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,,,1,1,2,3,,80,1,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,30,1,2,6,2014
,MBL1,1,1,,1,1,1,,2,3,,44.66666667,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,20,1,2,5,2014
,MBL1,0,1,,1,1,1,,3,3,,4,,2,6,2014
,MBL1,0,1,,,,1,,3,3,,1,,2,5,2014
,MBL1,0,1,,1,1,1,1,3,3,,5,,2,5,2014
,MBL1,1,1,,0,,1,,2,3,9,35,1,2,5,2014
,MBL1,0,1,,1,1,0,,,,,,,2,5,2014
,MBL1,1,1,,,,1,1,2,3,,55,1,2,5,2014
,MBL1,0,1,1,,,1,,1,3,,,,2,5,2014
,MBL1,1,1,,,,1,1,2,3,,50,1,2,6,2014
,MBL1,1,1,1,,,1,1,2,3,9,30,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,,,1,,3,3,,60,1,2,5,2014
,MBL1,0,1,,0,,1,,1,3,,,,2,6,2014
,MBL1,1,1,,,,1,1,2,3,,50,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,1,,1,1,1,,1,1,,,,2,5,2014
,MBL1,1,1,1,,,1,,3,3,10,32,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,25,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,38.33333333,1,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,9,62.5,1,2,5,2014
,MBL1,1,1,1,,,1,,3,3,,18.75,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,35,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,6,2014
,MBL1,1,1,,1,1,1,,2,3,,116.6666667,1,2,5,2014
,MBL1,1,1,,1,1,1,,2,3,10,166.6666667,1,2,5,2014
,MBL1,1,1,,,,1,,2,3,,65,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,,,1,,3,3,,40,1,2,6,2014
,MBL1,1,1,,0,,1,,2,3,,216.6666667,1,2,6,2014
,MBL1,1,1,1,,,1,,3,3,,23,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,50,1,2,5,2014
,MBL1,1,1,,1,1,1,,2,3,,83.33333333,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,40,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,55,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,13,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,60,1,2,5,2014
,MBL1,1,1,,,,1,,3,3,,18.66666667,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,41.25,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,53.33333333,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,103.3333333,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,35,1,2,6,2014
,MBL1,0,1,,0,,1,,2,3,8,,,2,5,2014
,MBL1,1,1,,,,1,1,2,3,,30,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,60,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,76.25,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,18.5,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,29.33333333,1,2,5,2014
,MBL1,1,1,,1,1,1,1,3,3,,30,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,33.33333333,1,2,5,2014
,MBL1,0,1,,,,1,,1,3,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,1,,1,1,0,,,,,,,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,100,1,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,,,1,1,2,3,,60,1,2,5,2014
,MBL1,1,1,,1,1,1,,2,3,,36.66666667,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,1,,0,,1,,1,1,,,,2,5,2014
,MBL1,0,1,,1,1,0,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,,2,3,,35,1,2,6,2014
,MBL1,1,1,,,,1,1,3,3,,50,1,2,6,2014
,MBL1,1,1,,1,1,1,,2,3,,18.75,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,30,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,75,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,40,1,2,6,2014
,MBL1,1,1,,1,1,1,,2,3,9,62.5,1,2,6,2014
,MBL1,0,1,1,,,0,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,,2,3,9,16.66666667,1,2,5,2014
,MBL1,0,1,,1,1,1,,1,1,,,,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,1,,0,,0,,,,,,,2,5,2014
,MBL1,1,1,,,,1,1,2,3,,40,1,2,5,2014
,MBL1,0,1,,,,0,,,,,,,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,,23.33333333,1,2,5,2014
,MBL1,1,1,,1,1,1,1,3,3,,15,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,53,1,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,40,1,2,5,2014
,MBL1,1,1,,1,1,1,1,3,3,,15,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,18,1,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,220,1,2,6,2014
,MBL1,1,1,,1,1,1,1,3,3,,45,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,50,1,2,5,2014
,MBL1,0,1,,0,,1,,3,3,8,,,2,5,2014
,MBL1,1,1,,,,1,1,2,3,,15,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,200,1,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,,18,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,9,36.66666667,1,2,5,2014
,MBL1,0,1,,0,,0,,,,,,,2,5,2014
,MBL1,0,1,,,,1,,1,1,,,,2,6,2014
,MBL1,1,1,,0,,1,,2,3,,67.5,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,45,1,2,5,2014
,MBL1,0,1,,,,0,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,48,1,2,6,2014
,MBL1,1,1,,,,1,,3,3,,46.25,1,2,5,2014
,MBL1,1,1,,1,1,1,,2,3,,12.5,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,96.66666667,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,9,30,1,2,5,2014
,MBL1,0,1,,1,1,1,,2,3,9,2.75,,2,5,2014
,MBL1,0,1,,0,,0,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,45,1,2,6,2014
,MBL1,1,1,,0,,1,,2,3,,25,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,9,36.25,1,2,5,2014
,MBL1,1,1,,1,1,1,,2,3,,25,1,2,5,2014
,MBL1,1,1,,1,1,1,1,3,3,,30,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,23.66666667,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,61.66666667,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,6,2014
,MBL1,0,1,1,,,1,,3,3,7,,,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,20,1,2,5,2014
,MBL1,0,1,1,,,1,,3,1,,,,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,50,1,2,5,2014
,MBL1,1,1,1,,,1,,3,3,,55,1,2,5,2014
,MBL1,0,1,,0,,0,,,,,,,2,6,2014
,MBL1,1,1,,1,1,1,1,3,3,,20,1,2,5,2014
,MBL1,1,1,,,,1,1,3,3,,25,1,2,6,2014
,MBL1,0,1,,1,1,1,1,3,3,6,,,2,5,2014
,MBL1,0,1,,0,,1,,3,3,6,,,2,5,2014
,MBL1,1,1,,,,1,1,2,3,,50,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,35,1,2,5,2014
,MBL1,1,1,,1,1,1,1,3,3,,70,1,2,5,2014
,MBL1,0,1,,0,,1,,1,3,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,9,85,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,50,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,33,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,120,1,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,21.75,1,2,6,2014
,MBL1,1,1,,1,1,1,,2,3,,28.33333333,1,2,5,2014
,MBL1,1,1,,1,1,1,,2,3,,33.33333333,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,60,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,193.3333333,1,2,6,2014
,MBL1,0,1,1,,,0,,,,,,,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,,50,1,2,5,2014
,MBL1,1,1,1,,,1,,3,3,,35,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,9,26.25,1,2,5,2014
,MBL1,0,1,1,,,0,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,166.6666667,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,,,1,1,2,3,,60,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,150,1,2,6,2014
,MBL1,1,1,,,,1,1,2,3,,25,1,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,9,66.25,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,45,1,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,,93.33333333,1,2,5,2014
,MBL1,0,1,,1,1,1,,1,2,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,76.25,1,2,5,2014
,MBL1,1,1,,,,1,,3,3,,20,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,25,1,2,5,2014
,MBL1,1,1,,1,1,1,,3,3,,30,1,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,66.66666667,1,2,6,2014
,MBL1,1,1,,,,1,1,3,3,,30,1,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,,36.66666667,1,2,5,2014
,MBL1,1,1,,1,1,1,1,3,3,,35,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,28,1,2,5,2014
,MBL1,1,1,1,,,1,,3,3,,65,1,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,30,1,2,5,2014
,MBL1,0,1,,1,1,0,,,,,,,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,,15,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,100,1,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,1,,1,1,1,,1,3,,,,2,6,2014
,MBL1,0,1,,1,1,1,,1,2,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,58,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,10,1,2,5,2014
,MBL1,1,1,,1,1,1,1,3,3,10,10,1,2,5,2014
,MBL1,1,1,,1,1,1,1,3,3,,35,1,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,30,1,2,5,2014
,MBL1,0,1,,,,0,,,,,,,2,5,2014
,MBL1,1,1,,,,1,1,3,3,,15,1,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,,50,1,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,1,1,1,1,3,3,,20,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,45,1,2,6,2014
,MBL1,1,1,,0,,1,,3,3,,35,1,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,10,55,1,2,5,2014
,MBL1,0,1,,1,1,0,,,,,,,2,5,2014
,MBL1,0,1,1,,,1,,3,3,8,,,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,0,1,,1,1,0,,,,,,,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,,30,1,2,5,2014
,MBL1,1,1,,,,1,,3,3,,40,1,2,5,2014
,MBL1,0,1,,0,,0,,,,,,,2,5,2014
,MBL1,0,1,,0,,1,,3,3,6,,,2,6,2014
,MBL1,1,1,1,,,1,,3,3,9,15,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,23.33333333,1,2,5,2014
,MBL1,0,1,,0,,1,,1,3,,,,2,6,2014
,MBL1,1,1,,1,1,1,,3,3,10,26.66666667,1,2,6,2014
,MBL1,1,1,,1,1,1,1,3,3,,15,1,2,5,2014
,MBL1,0,1,1,,,0,,,,,,,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,6,2014
,MBL1,0,1,,1,0,,,,,,,,2,6,2014
,MBL1,0,0,,,,,,,,,,,2,6,2014
,MBL1,1,1,,,,1,1,2,3,,60,1,2,5,2014
,MBL1,1,1,,0,,1,,2,3,,40,1,2,5,2014
,MBL1,0,1,,0,,0,,,,,,,2,5,2014
,MBL1,0,0,,,,,,,,,,,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,20,1,2,5,2014
,MBL1,1,1,,0,,1,,3,3,,23.33333333,1,2,5,2014
,MBL1,0,1,,,,0,,,,,,,2,5,2014
