id,vcs201_attendees_total,vcs011_prgrm,month,year,vcs009_country
,37,VHG,1,2014,1
,51,VHG,7,2013,1
,42,UGS5,7,2015,1
,48,VHG,5,2014,1
,73,VHG,1,2014,1
,29,VHG,7,2013,1
,30,VHG,7,2013,1
,243,VHG,4,2014,1
,55,VHG,8,2013,1
,374,VHG,8,2013,1
,68,VHG,1,2014,1
,25,UGS5,8,2015,1
,60,KKM2,10,2014,1
,35,UGS5,8,2015,1
,58,VHG,1,2014,1
,29,KKM2,10,2014,1
,21,UGS5,8,2015,1
,57,VHG,4,2014,1
,26,UGS5,7,2015,1
,26,1AF,10,2014,1
,71,VHG,4,2014,1
,25,UGS5,7,2015,1
,35,UGS5,7,2015,1
,35,1AF,10,2014,1
,181,VHG,7,2013,1
,29,1AF,10,2014,1
,20,UGS5,7,2015,1
,47,UGS5,7,2015,1
,71,UGS5,8,2015,1
,44,1AF,10,2014,1
,44,VHG,4,2014,1
,21,UGS5,7,2015,1
,101,VHG,4,2014,1
,93,VHG,7,2013,1
,98,VHG,4,2014,1
,54,VHG,7,2013,1
,30,VHG,5,2014,1
,40,UGS5,7,2015,1
,38,1AF,10,2014,1
,37,VHG,4,2014,1
,52,UGS5,8,2015,1
