t101a_wpt_verifn_id,t011_program,t313_wpt_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t008_country,month,year,t005_today
"2234322702","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,37,"Yes",,4,2015,19apr2015
"2234322703","ZMB6",,,,0,,"Yes",,"Clear","Clear",,153,"Yes",,4,2015,19apr2015
"2234322704","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,20.66667,"Yes",,4,2015,19apr2015
"2234322705","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,114.3333,"Yes",,4,2015,19apr2015
"2234322801","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,60,"Yes",,4,2015,20apr2015
"2234322901","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",,20,"Yes",,4,2015,14apr2015
"2234322902","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,80,"Yes",,4,2015,14apr2015
"2234323001","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,45,"Yes",,4,2015,17apr2015
"2234323101","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,40,"Yes",,4,2015,16apr2015
"2234323201","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,30,"Yes",,4,2015,16apr2015
"2234323202","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,35,"Yes",,4,2015,16apr2015
"2234323301","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,34,"Yes",,4,2015,21apr2015
"2234323302","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,58.33333,"Yes",,4,2015,21apr2015
"2234323401","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,53.33333,"Yes",,4,2015,19apr2015
"2234323402","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,41.66667,"Yes",,4,2015,21apr2015
"2234323403","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,63.33333,"Yes",,4,2015,19apr2015
"2234323501","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,75.33333,"Yes",,4,2015,18apr2015
"2234323701","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,78.33333,"Yes",,4,2015,18apr2015
"2234323702","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,50,"Yes",,4,2015,19apr2015
"2234323801","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,80,"Yes",,4,2015,21apr2015
"2234323901","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,25,"Yes",,4,2015,21apr2015
"2234324001","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,95.83333,"Yes",,4,2015,21apr2015
"2234324101","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,19.16667,"Yes",,4,2015,21apr2015
"2234324102","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,19.16667,"Yes",,4,2015,21apr2015
"2234324103","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,28.33333,"Yes",,4,2015,21apr2015
"2234324104","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",,12,"Yes",,4,2015,21apr2015
"2234324201","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,71.66667,"Yes",,4,2015,17apr2015
"2234324202","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",,25,"Yes",,4,2015,16apr2015
"2234324203","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",,11.75,"Yes",,4,2015,22apr2015
"2234324204","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,15,"Yes",,4,2015,15apr2015
"2234324301","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,96,"Yes",,4,2015,17apr2015
"2234324401","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",,25,"Yes",,4,2015,21apr2015
"2234324402","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,40,"Yes",,4,2015,21apr2015
"2234324403","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",,25,"Yes",,4,2015,21apr2015
"2234324501","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,150,"Yes",,4,2015,19apr2015
"2234324601","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,120,"Yes",,4,2015,18apr2015
"2234324701","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,60,"Yes",,4,2015,18apr2015
"2234324702","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,25,"Yes",,4,2015,18apr2015
"2234324703","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,52,"Yes",,4,2015,18apr2015
"2234324801","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,45,"Yes",,4,2015,19apr2015
"2234324901","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,120,"Yes",,4,2015,22apr2015
"2234325001","ZMB6",,,,0,,"Yes",,"Clear","Clear",,50,"Yes",,4,2015,22apr2015
"2234325101","ZMB6",,,,0,,"Yes",,"Clear","Clear",,40,"Yes",,4,2015,22apr2015
"2234325201","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,21,"Yes",,4,2015,17apr2015
"2234325202","ZMB6",,,,0,,"Yes",,"Clear","Clear",,75,"Yes",,4,2015,22apr2015
"2234325203","ZMB6",,,,0,,"Yes",,"Clear","Clear",,55,"Yes",,4,2015,22apr2015
"2234325204","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,17.5,"Yes",,4,2015,17apr2015
"2234325401","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,20,"Yes",,4,2015,20apr2015
"2234325402","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,15,"Yes",,4,2015,21apr2015
"2234325403","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,80,"Yes",,4,2015,20apr2015
"2234325501","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,100,"Yes",,4,2015,21apr2015
"2234325601","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,112,"Yes",,4,2015,15apr2015
"2234325701","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,80,"Yes",,4,2015,16apr2015
"2234325801","ZMB6",,"Yes",,1,1,"Yes",,"Clear","Clear",,57,"Yes",,4,2015,19apr2015
"2234325802","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,49.66667,"Yes",,4,2015,19apr2015
"2234325901","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,18,"Yes",,4,2015,22apr2015
"2234326001","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,71,"Yes",,4,2015,16apr2015
"2234326101","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,56,"Yes",,4,2015,22apr2015
"2234326201","ZMB6",,"Yes",,1,1,"Yes",,"Clear","Clear",,36,"Yes",,4,2015,19apr2015
"2234326301","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,23.33333,"Yes",,4,2015,22apr2015
"2234326302","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,13.66667,"Yes",,4,2015,22apr2015
"2234326303","ZMB6",,"Yes",,1,1,"Yes",,"Clear","Clear",,22,"Yes",,4,2015,17apr2015
"2234326304","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,36,"Yes",,4,2015,22apr2015
"2234326401","ZMB6",,,,0,,"Yes",,"Clear","Clear",,15,"Yes",,4,2015,15apr2015
"2234326402","ZMB6",,,,0,,"Yes",,"Clear","Clear",,11.33333,"Yes",,4,2015,15apr2015
"2234326501","ZMB6",,,,0,,"Yes",,"Clear","Clear",,44,"Yes",,4,2015,18apr2015
"2234326601","ZMB6",,,,0,,"Yes",,"Tea With No Milk","Clear",,65,"Yes",,4,2015,18apr2015
"2234326602","ZMB6",,"Yes",,0,,"Yes",,"Clear","Clear",,12,"Yes",,4,2015,18apr2015
"2234326701","ZMB6",,,,0,,"Yes",,"Clear","Clear",,50,"Yes",,4,2015,18apr2015
"2234326702","ZMB6",,,,0,,"Yes",,"Clear","Clear",,15,"Yes",,4,2015,20apr2015
"2234326703","ZMB6",,,,0,,"Yes",,"Clear","Clear",,10,"Yes",,4,2015,20apr2015
"2234326704","ZMB6",,,,0,,"Yes",,"Clear","Clear",,12,"Yes",,4,2015,20apr2015
"2234326705","ZMB6",,,,0,,"Yes",,"Clear","Clear",,17,"Yes",,4,2015,18apr2015
"2234326706","ZMB6",,,,0,,"Yes",,"Clear","Clear",,17,"Yes",,4,2015,18apr2015
"2234326801","ZMB6",,,,0,,"Yes",,"Clear","Clear",,40,"Yes",,4,2015,17apr2015
"2234326802","ZMB6",,,,0,,"Yes",,"Clear","Clear",,20,"No",,4,2015,17apr2015
"2234326803","ZMB6",,,,0,,"Yes",,"Clear","Clear",,15,"Yes",,4,2015,17apr2015
"2234326901","ZMB6",,,,1,1,"Yes",,"Clear","Clear",10,12.33333,"Yes",,4,2015,15apr2015
"2234326902","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,24.25,"Yes",,4,2015,15apr2015
"2234327001","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",,15.83333,"Yes",,4,2015,16apr2015
"2234327002","ZMB6",,,,0,,"Yes",,"Clear","Clear",,16.25,"Yes",,4,2015,17apr2015
"2234327003","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,29.25,"Yes",,4,2015,16apr2015
"2234327101","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,30,"Yes",,4,2015,18apr2015
"2234327102","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,15,"Yes",,4,2015,18apr2015
"2234327103","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,20,"Yes",,4,2015,18apr2015
"2234327104","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",,12,"Yes",,4,2015,18apr2015
"2234331101","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,64,"Yes",,4,2015,16apr2015
"2234331501","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",,19,"Yes",,4,2015,16apr2015
"2234331502","ZMB6",,,,0,,"Yes",,"Clear","Clear",,27,"Yes",,4,2015,16apr2015
"2234331503","ZMB6",,,,0,,"Yes",,"Clear","Clear",,12.33333,"Yes",,4,2015,16apr2015
"2234331504","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,40,"Yes",,4,2015,16apr2015
"2234331505","ZMB6",,,,0,,"Yes",,"Clear","Clear",,19,"Yes",,4,2015,16apr2015
"2234331506","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",,16.5,"Yes",,4,2015,11apr2015
"2234331507","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,13.33333,"Yes",,4,2015,11apr2015
"2234331601","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,60,"Yes",,4,2015,16apr2015
"2234331701","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,16,"Yes",,4,2015,16apr2015
"2234331702","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,25,"Yes",,4,2015,16apr2015
"2234331801","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,19,"Yes",,4,2015,16apr2015
"2234331901","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,90,"Yes",,4,2015,16apr2015
"2234332001","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,50,"Yes",,4,2015,15apr2015
"2234332101","ZMB6",,,"Yes",,,"Yes",,"Clear","Tea With No Milk",,29.75,"Yes",,4,2015,15apr2015
"2234332102","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,30,"Yes",,4,2015,19apr2015
"2234332103","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,39,"Yes",,4,2015,15apr2015
"2234332201","ZMB6",,,,1,1,"Yes",,"Clear","Clear",12,66,"Yes",,4,2015,15apr2015
"2234332202","ZMB6",,,"Yes",,,"Yes",,"Tea With No Milk","Clear",,19.25,"Yes",,4,2015,19apr2015
"2234332301","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,34.16667,"Yes",,4,2015,22apr2015
"2234332302","ZMB6",,,,0,,"Yes",,"Clear","Clear",,44.16667,"Yes",,4,2015,21apr2015
"2234332303","ZMB6",,,,1,1,"Yes",,"Tea With No Milk","Tea With No Milk",,35.83333,"Yes",,4,2015,22apr2015
"2234332304","ZMB6",,,,,,"Yes",,"Tea With No Milk","Tea With No Milk",11,12.08333,"Yes",,4,2015,21apr2015
"2234332305","ZMB6",,,,1,1,"Yes",,"Tea With No Milk","Tea With No Milk",,17.08333,"Yes",,4,2015,22apr2015
"2234332306","ZMB6",,,,1,1,"Yes",,"Tea With No Milk","Tea With No Milk",,20,"Yes",,4,2015,21apr2015
"2234332307","ZMB6",,,"Yes",,,"Yes",,"Tea With No Milk","Tea With No Milk",,12.91667,"Yes",,4,2015,21apr2015
"2234332308","ZMB6",,,"Yes",,,"Yes",,"Tea With No Milk","Tea With No Milk",,12,"Yes",,4,2015,21apr2015
"2234332401","ZMB6",,"Yes",,1,1,"Yes",,"Clear","Clear",,18,"Yes",,4,2016,18apr2016
"2234332701","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",,17,"No",,4,2016,19apr2016
"2234332702","ZMB6",,,,,,"Yes",,"Clear","Clear",,56,"No",,4,2016,19apr2016
"2234332801","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,48,"Yes",,4,2015,14apr2015
"2234332901","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,70,"Yes",,4,2015,13apr2015
"2234333001","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,110,"Yes",,4,2015,13apr2015
"2234333101","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,15,"Yes",,4,2015,15apr2015
"2234333102","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,12,"Yes",,4,2015,17apr2015
"2234333103","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,11,"Yes",,4,2015,15apr2015
"2234333104","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,10,"Yes",,4,2015,15apr2015
"2234333105","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,90,"Yes",,4,2015,15apr2015
"2234333106","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,23,"Yes",,4,2015,12apr2015
"2234333201","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,28,"Yes",,4,2015,13apr2015
"2234333202","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,10,"Yes",,4,2015,15apr2015
"2234333203","ZMB6",,,,1,1,"Yes",,"Clear","Clear",10,25.33333,"Yes",,4,2015,16apr2015
"2234333204","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,38,"Yes",,4,2015,13apr2015
"2234333205","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",,18,"Yes",,4,2015,13apr2015
"2234333301","ZMB6",,"Yes",,1,1,"Yes",,"Clear","Clear",,53,"Yes",,4,2015,15apr2015
"2234333401","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,51,"Yes",,4,2015,12apr2015
"2234333402","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,57,"Yes",,4,2015,18apr2015
"2234333403","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",,27,"Yes",,4,2015,18apr2015
"2234333501","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,46.66667,"Yes",,4,2015,14apr2015
"2234333502","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",10,56.66667,"Yes",,4,2015,13apr2015
"2234333503","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,65,"Yes",,4,2015,14apr2015
"2234333504","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",,40,"Yes",,4,2015,14apr2015
"2234333601","ZMB6",,"Yes",,1,1,"Yes",,"Clear","Clear",,170.8333,"Yes",,4,2015,17apr2015
"2234333602","ZMB6","No",,,1,1,"Yes",,"Clear","Clear",12,6.666667,,,4,2015,17apr2015
"2234333603","ZMB6","No",,,1,1,"Yes",,"Clear","Clear",6,,,,4,2015,15apr2015
"2234333701","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,33,"Yes",,4,2015,14apr2015
"2234333702","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,65,"Yes",,4,2015,14apr2015
"2234333703","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,52,"Yes",,4,2015,14apr2015
"2234333704","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,15,"Yes",,4,2015,14apr2015
"2234333705","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,47,"Yes",,4,2015,14apr2015
"2234333801","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",,78,"Yes",,4,2015,13apr2015
"2234333901","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,105,"Yes",,4,2015,18apr2015
"2234334001","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,76.66667,"Yes",,4,2015,16apr2015
"2234334002","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,56.66667,"Yes",,4,2015,17apr2015
"2234334101","ZMB6",,,,1,1,"Yes",,"Clear","Clear",11,23,"Yes",,4,2015,15apr2015
"2234334102","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",,23,"Yes",,4,2015,20apr2015
"2234334201","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,24,"Yes",,4,2015,15apr2015
"2234334202","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,35,"Yes",,4,2015,14apr2015
"2234334203","ZMB6",,,"Yes",,,"Yes",,"Clear","Clear",,22.91667,"Yes",,4,2015,14apr2015
"2234334204","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,22,"Yes",,4,2015,14apr2015
"2234334301","ZMB6",,,,0,,"Yes",,"Clear","Clear",,35,"Yes",,4,2015,14apr2015
"2234334401","ZMB6",,,,0,,"Yes",,"Clear","Clear",,18,"Yes",,4,2015,14apr2015
"2234334501","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,45,"Yes",,4,2015,15apr2015
"2234334502","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,55,"Yes",,4,2015,15apr2015
"2234334503","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,50,"Yes",,4,2015,15apr2015
"2234334601","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,33.75,"Yes",,4,2015,13apr2015
"2234334602","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,265,"Yes",,4,2015,13apr2015
"2234334603","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,12,"Yes",,4,2015,14apr2015
"2234334604","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,60,"Yes",,4,2015,14apr2015
"2234334701","ZMB6",,,,1,1,"Yes",,"Clear","Tea With No Milk",,51,"Yes",,4,2015,19apr2015
"2234334702","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,16,"Yes",,4,2015,19apr2015
"2234334703","ZMB6",,,,1,1,"Yes",,"Clear","Tea With No Milk",,30,"Yes",,4,2015,19apr2015
"2234334704","ZMB6",,"Yes",,1,1,"Yes",,"Clear","Tea With No Milk",,11,"Yes",,4,2015,19apr2015
"2234334705","ZMB6",,,,1,1,"Yes",,"Clear","Tea With No Milk",,53.33333,"Yes",,4,2015,19apr2015
"2234334801","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,67.5,"Yes",,4,2015,18apr2015
"22343348010","ZMB6",,,,1,1,"Yes",,"Clear","Clear",10,30,"Yes",,4,2015,18apr2015
"22343348011","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,30,"Yes",,4,2015,18apr2015
"2234334802","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,36.25,"Yes",,4,2015,17apr2015
"2234334803","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,11.5,"Yes",,4,2015,18apr2015
"2234334804","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,12.5,"Yes",,4,2015,20apr2015
"2234334805","ZMB6",,,,1,1,"Yes",,"Clear","Clear",10,35.75,"Yes",,4,2015,15apr2015
"2234334806","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,42.5,"Yes",,4,2015,18apr2015
"2234334807","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,38.75,"Yes",,4,2015,17apr2015
"2234334808","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,18.66667,"Yes",,4,2015,15apr2015
"2234334809","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,47.08333,"Yes",,4,2015,15apr2015
"2234334901","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,32.66667,"Yes",,4,2015,14apr2015
"2234334902","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,22,"Yes",,4,2015,16apr2015
"2234334903","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,23.33333,"Yes",,4,2015,15apr2015
"2234334904","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,37.33333,"Yes",,4,2015,14apr2015
"2234334905","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,58,"Yes",,4,2015,16apr2015
"2234334906","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,60,"Yes",,4,2015,14apr2015
"2234335001","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,34,"Yes",,4,2015,18apr2015
"2234335002","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,28,"Yes",,4,2015,16apr2015
"2234335003","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,36.66667,"Yes",,4,2015,16apr2015
"2234335004","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,63,"Yes",,4,2015,16apr2015
"2234335005","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,41.66667,"Yes",,4,2015,16apr2015
"2234335101","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,43.5,"Yes",,4,2015,12apr2015
"2234335102","ZMB6","Yes",,,1,1,"Yes",,"Tea With Milk","Clear",,,,,4,2015,12apr2015
"2234335103","ZMB6","Yes",,,1,1,"Yes",,"Tea With Milk","Clear",,,,,4,2015,12apr2015
"2234335104","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,50,"Yes",,4,2015,11apr2015
"2234335201","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,25,"Yes",,4,2015,17apr2015
"2234335202","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,20.16667,"Yes",,4,2015,17apr2015
"2234335301","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,13.16667,"Yes",,4,2015,20apr2015
"2234335302","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,13,"Yes",,4,2015,20apr2015
"2234335401","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,23.33333,"Yes",,4,2015,17apr2015
"2234335601","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,17,"Yes",,4,2015,15apr2015
"2234335701","ZMB6",,"Yes",,0,,"Yes",,"Clear","Clear",,26,"Yes",,4,2015,17apr2015
"2234335702","ZMB6",,,,0,,"Yes",,"Clear","Clear",,15,"Yes",,4,2015,17apr2015
"2234335703","ZMB6",,"Yes",,1,1,"Yes",,"Clear","Clear",,37.5,"Yes",,4,2015,14apr2015
"2234335704","ZMB6",,"Yes",,0,,"Yes",,"Clear","Clear",,40,"Yes",,4,2015,15apr2015
"2234335705","ZMB6",,,,0,,"Yes",,"Clear","Clear",,30,"Yes",,4,2015,17apr2015
"2234335706","ZMB6",,"Yes",,0,,"Yes",,"Clear","Clear",,35,"Yes",,4,2015,17apr2015
"2234335707","ZMB6",,"Yes",,0,,"Yes",,"Clear","Clear",,44.16667,"Yes",,4,2015,15apr2015
"2234335801","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,40,"Yes",,4,2015,16apr2015
"2234335802","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,13,"Yes",,4,2015,16apr2015
"2234335803","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,10,"Yes",,4,2015,16apr2015
"2234335901","ZMB6",,,,1,1,"Yes",,"Clear","Clear",9,18.5,"Yes",,4,2015,14apr2015
"2234335902","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,22.33333,"Yes",,4,2015,14apr2015
"2234335903","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,18,"Yes",,4,2015,17apr2015
"2234335904","ZMB6",,,,1,1,"Yes",,"Clear","Clear",9,10.5,"Yes",,4,2015,14apr2015
"2234336001","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,31,"Yes",,4,2015,18apr2015
"2234336002","ZMB6",,,,1,1,"Yes",,"Clear","Clear",9,11,"Yes",,4,2015,15apr2015
"2234336101","ZMB6",,"Yes",,1,1,"Yes",,"Clear","Clear",,24,"Yes",,4,2015,14apr2015
"2234336201","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,28,"Yes",,4,2015,17apr2015
"2234336301","ZMB6",,,,0,,"Yes",,"Clear","Clear",,54,"Yes",,4,2015,17apr2015
"2234336401","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,35,"Yes",,4,2015,17apr2015
"2234341101","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,68,"Yes",,5,2015,02may2015
"2234341201","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,35,"No",,4,2015,29apr2015
"2234341202","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,16,"Yes",,4,2015,29apr2015
"2234341203","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,41,"Yes",,4,2015,30apr2015
"2234341204","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,28,"Yes",,4,2015,30apr2015
"2234341205","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,41,"Yes",,4,2015,30apr2015
"2234341206","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,97,"Yes",,4,2015,30apr2015
"2234341301","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,95,"Yes",,4,2015,30apr2015
"2234341302","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,95,"Yes",,4,2015,29apr2015
"2234341303","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,46.66667,"Yes",,4,2015,21apr2015
"2234341401","ZMB6",,"Yes",,1,1,"Yes",,"Clear","Clear",,60,"Yes",,4,2015,29apr2015
"2234341601","ZMB6",,"Yes",,1,1,"Yes",,"Clear","Clear",,433.3333,"Yes",,5,2015,04may2015
"2234341701","ZMB6",,"Yes",,1,1,"Yes",,"Clear","Clear",,42,"Yes",,4,2015,30apr2015
"2234341702","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,200,"Yes",,4,2015,30apr2015
"2234341901","ZMB6",,"Yes",,1,1,"Yes",,"Clear","Clear",,90,"Yes",,5,2015,04may2015
"2234342101","ZMB6",,,,0,,"Yes",,"Clear","Clear",,68,"Yes",,5,2015,04may2015
"2234342201","ZMB6",,,,0,,"Yes",,"Clear","Clear",,30,"Yes",,5,2015,04may2015
"2234342301","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,40,"Yes",,5,2015,04may2015
"2234342701","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,20.41667,"Yes",,4,2015,27apr2015
"2234342801","ZMB6","Yes","No",,,,,,,,,,,,4,2015,27apr2015
"2234342802","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,37.83333,"Yes",,8,2014,23aug2014
"2234342803","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,110,"Yes",,4,2015,28apr2015
"2234342901","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,55,"Yes",,4,2015,27apr2015
"2234342902","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,26,"Yes",,4,2015,30apr2015
"2234342903","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,30,"Yes",,4,2015,27apr2015
"2234342904","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,56,"Yes",,4,2015,27apr2015
"2234343001","ZMB6",,,,1,1,"Yes",,"Clear","Clear",,46.66667,"Yes",,4,2015,21apr2015
