t101a_wpt_verifn_id,t011_program,t313_wpt_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t008_country,month,year,t005_today
"2131467504","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,49,"Yes","Malawi",9,2014,23sep2014
"2131467601","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,50,"Yes","Malawi",9,2014,23sep2014
"2131467801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,80,"Yes","Malawi",9,2014,20sep2014
"2131467901","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,50,"Yes","Malawi",9,2014,23sep2014
"2131467902","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,15,"Yes","Malawi",9,2014,23sep2014
"2131467903","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",11,19.58333,"Yes","Malawi",9,2014,23sep2014
"2131468001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",12,56.66667,"Yes","Malawi",9,2014,24sep2014
"2131468101","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,40,"Yes","Malawi",9,2014,23sep2014
"2131475101","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,20,"Yes","Malawi",9,2014,13sep2014
"2131475202","ZMB3","No",.s,.s,,,"Yes",.s,"Clear","Clear",.s,6,.s,"Malawi",9,2014,12sep2014
"2131475301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,10,"Yes","Malawi",9,2014,13sep2014
"2131475302","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,30,"Yes","Malawi",9,2014,13sep2014
"2131475303","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,16,"Yes","Malawi",9,2014,13sep2014
"2131475304","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,18,"Yes","Malawi",9,2014,13sep2014
"2131475305","ZMB3","No",.s,.s,,,"Yes",.s,"Clear","Clear",.s,6,.s,"Malawi",9,2014,13sep2014
"2131475401","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Tea With No Milk",.s,16,"Yes","Malawi",9,2014,16sep2014
"2131475404","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,12,"Yes","Malawi",9,2014,10sep2014
"2131475405","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,50,"Yes","Malawi",9,2014,17sep2014
"2131475502","ZMB3",.s,.s,.s,,,"Yes",.s,"Tea With No Milk","Clear",.s,35,"Yes","Malawi",9,2014,12sep2014
"2131475503","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,28,"Yes","Malawi",9,2014,16sep2014
"2131475504","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,12.75,"Yes","Malawi",9,2014,16sep2014
"2131475602","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,40,"Yes","Malawi",9,2014,08sep2014
"2131475603","ZMB3",.s,.s,.s,,,"Yes",.s,"Tea With No Milk","Clear",.s,50,"Yes","Malawi",9,2014,10sep2014
"2131475701","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,40,"Yes","Malawi",9,2014,15sep2014
"2131475702","ZMB3",.s,.s,.s,,,"Yes",.s,"Tea With No Milk","Clear",.s,20,"Yes","Malawi",9,2014,16sep2014
"2131475702","ZMB3",.s,.s,.s,,,"Yes",.s,"Tea With No Milk","Clear",.s,22,"Yes","Malawi",9,2014,16sep2014
"2131475703","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,13.5,"Yes","Malawi",9,2014,16sep2014
"2131475704","ZMB3",.s,.s,.s,,,"Yes",.s,"Tea With No Milk","Clear",.s,18,"Yes","Malawi",9,2014,16sep2014
"2131475704","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,15,"Yes","Malawi",9,2014,16sep2014
"2131475705","ZMB3",.s,.s,.s,,,"Yes",.s,"Tea With No Milk","Clear",.s,27.5,"Yes","Malawi",9,2014,12sep2014
"2131475801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,15,"Yes","Malawi",9,2014,11sep2014
"2131475902","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,23,"Yes","Malawi",9,2014,09sep2014
"2131475903","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,20,"Yes","Malawi",9,2014,09sep2014
"2131476001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,40,"Yes","Malawi",9,2014,09sep2014
"2131476002","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,18,"Yes","Malawi",9,2014,09sep2014
"2131476003","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,40,"Yes","Malawi",9,2014,09sep2014
"2131476004","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,18,"Yes","Malawi",9,2014,09sep2014
"2131476101","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,20,"Yes","Malawi",9,2014,10sep2014
"2131476102","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,14,"Yes","Malawi",9,2014,10sep2014
"2131476103","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,20,"Yes","Malawi",9,2014,10sep2014
"2131476104","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,14,"Yes","Malawi",9,2014,10sep2014
"2131476105","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,15,"Yes","Malawi",9,2014,10sep2014
"2131476106","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,26,"Yes","Malawi",9,2014,10sep2014
"2131476201","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,45,"Yes","Malawi",9,2014,09sep2014
"2131476201","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,20,"Yes","Malawi",9,2014,11sep2014
"2131476202","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,21,"Yes","Malawi",9,2014,11sep2014
"2131476203","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,19,"Yes","Malawi",9,2014,11sep2014
"2131476204","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,18,"Yes","Malawi",9,2014,11sep2014
"2131476205","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,19,"Yes","Malawi",9,2014,11sep2014
"2131476301","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,55.33333,"Yes","Malawi",9,2014,15sep2014
"2131476302","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,46.66667,"Yes","Malawi",9,2014,15sep2014
"2131476401","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,51.66667,"Yes","Malawi",9,2014,12sep2014
"2131476404","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,26,"Yes","Malawi",9,2014,26sep2014
"2131476405","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,18,"Yes","Malawi",9,2014,26sep2014
"2131476502","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,48.33333,"Yes","Malawi",9,2014,09sep2014
"2131476503","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",12,28.33333,"Yes","Malawi",9,2014,09sep2014
"2131476504","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,23.33333,"Yes","Malawi",9,2014,09sep2014
"2131476504","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,15.33333,"Yes","Malawi",9,2014,10sep2014
"2131476505","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,22.66667,"Yes","Malawi",9,2014,10sep2014
"2131476601","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,40,"Yes","Malawi",9,2014,13sep2014
"2131476602","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,75.33334,"Yes","Malawi",9,2014,13sep2014
"2131476701","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,56,"Yes","Malawi",9,2014,13sep2014
"2131476801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,50,"Yes","Malawi",9,2014,13sep2014
"2131476902","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,18,"Yes","Malawi",9,2014,11sep2014
"2131477001","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,67.33334,"Yes","Malawi",9,2014,08sep2014
"2131477002","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,102,"Yes","Malawi",9,2014,08sep2014
"2131477101","ZMB4",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,50,"Yes","Malawi",10,2014,09oct2014
"2131477101","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,35.33333,"Yes","Malawi",9,2014,08sep2014
"2131477102","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,60,"Yes","Malawi",9,2014,08sep2014
"2131477104","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,40,"Yes","Malawi",9,2014,10sep2014
"2131477105","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,40,"Yes","Malawi",9,2014,10sep2014
"2131477201","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,40,"Yes","Malawi",9,2014,12sep2014
"2131477202","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,40,"Yes","Malawi",9,2014,12sep2014
"2131477301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,20,"Yes","Malawi",9,2014,12sep2014
"2131477302","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,17.91667,"Yes","Malawi",9,2014,12sep2014
"2131477303","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,30,"Yes","Malawi",9,2014,12sep2014
"2131485101","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,30,"Yes","Malawi",9,2014,12sep2014
"2131485201","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,53,"Yes","Malawi",9,2014,16sep2014
"2131485202","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,14,"Yes","Malawi",9,2014,16sep2014
"2131485203","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,27,"Yes","Malawi",9,2014,16sep2014
"2131485204","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,46,"Yes","Malawi",9,2014,16sep2014
"2131485301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,35.5,"Yes","Malawi",9,2014,15sep2014
"2131485402","ZMB3",.s,.s,.s,,,"Yes",.s,"Tea With No Milk","Tea With No Milk",.s,31,"Yes","Malawi",9,2014,15sep2014
"2131485403","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,16,"Yes","Malawi",9,2014,15sep2014
"2131485404","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,20,"Yes","Malawi",9,2014,15sep2014
"2131485405","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,170,"Yes","Malawi",9,2014,15sep2014
"2131485406","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,19,"Yes","Malawi",9,2014,15sep2014
"2131485501","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,36,"Yes","Malawi",9,2014,16sep2014
"2131485502","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,25,"Yes","Malawi",9,2014,16sep2014
"2131485503","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,11,"Yes","Malawi",9,2014,16sep2014
"2131485504","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,12,"Yes","Malawi",9,2014,16sep2014
"2131485505","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,18,"Yes","Malawi",9,2014,16sep2014
"2131485506","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,23,"Yes","Malawi",9,2014,16sep2014
"2131485507","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,24,"Yes","Malawi",9,2014,16sep2014
"2131485508","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,110,"Yes","Malawi",9,2014,16sep2014
"2131485603","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,91.66666,"Yes","Malawi",9,2014,16sep2014
"2131485604","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,31.66667,"Yes","Malawi",9,2014,16sep2014
"2131485801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,67.5,"Yes","Malawi",9,2014,16sep2014
"2131486001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,20,"Yes","Malawi",9,2014,14sep2014
"2131486003","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,43,"Yes","Malawi",9,2014,14sep2014
"2131486101","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,15.5,"Yes","Malawi",9,2014,13sep2014
"2131486104","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,34,"Yes","Malawi",9,2014,13sep2014
"2131486301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,66.5,"Yes","Malawi",9,2014,13sep2014
"2131486302","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,13,"Yes","Malawi",9,2014,13sep2014
"2131486303","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,72,"Yes","Malawi",9,2014,13sep2014
"2131486401","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,68,"Yes","Malawi",9,2014,14sep2014
"2131486402","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,27.5,"Yes","Malawi",9,2014,14sep2014
"2131486403","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,26.5,"Yes","Malawi",9,2014,14sep2014
"2131486404","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,12,"Yes","Malawi",9,2014,14sep2014
"2131486501","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,258.3333,"Yes","Malawi",1,2012,01jan2012
"2131486601","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,100,"Yes","Malawi",1,2012,01jan2012
"2131486602","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,30,"Yes","Malawi",1,2012,02jan2012
"2131486701","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,120,"Yes","Malawi",1,2012,01jan2012
"2131486801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,51.66667,"Yes","Malawi",1,2012,01jan2012
"2131486802","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,150,"Yes","Malawi",1,2012,01jan2012
"2131486901","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,16,"Yes","Malawi",1,2012,01jan2012
"2131486902","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,30,"Yes","Malawi",1,2012,01jan2012
"2131486902","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,39.58333,"Yes","Malawi",1,2012,02jan2012
"2131487102","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,34.16667,"Yes","Malawi",9,2014,13sep2014
"2131487203","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,37.91667,"Yes","Malawi",9,2014,13sep2014
"2131487301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,35.83333,"Yes","Malawi",9,2014,13sep2014
"2131487401","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,160,"Yes","Malawi",9,2014,16sep2014
"2131487501","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,30,"Yes","Malawi",9,2014,16sep2014
"2131487501","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,14.25,"Yes","Malawi",9,2014,11sep2014
"2131487502","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,87.5,"Yes","Malawi",9,2014,16sep2014
"2131487601","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,61.66667,"Yes","Malawi",9,2014,16sep2014
"2131487701","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,120,"Yes","Malawi",9,2014,16sep2014
"2131487702","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,17.91667,"Yes","Malawi",9,2014,16sep2014
"2131487801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,140,"Yes","Malawi",9,2014,10sep2014
"2131487901","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,96.66666,"Yes","Malawi",9,2014,13sep2014
"2131487903","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,80,"Yes","Malawi",9,2014,16sep2014
"2131488001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,80,"Yes","Malawi",9,2014,13sep2014
"2131488002","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,86.66666,"Yes","Malawi",9,2014,13sep2014
"2131488101","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,54.66667,"Yes","Malawi",9,2014,12sep2014
"2131488201","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,73.33334,"Yes","Malawi",9,2014,12sep2014
"2131488202","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,34.66667,"Yes","Malawi",9,2014,12sep2014
"2131488401","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,55,"Yes","Malawi",9,2014,10sep2014
"2131488402","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,250,"Yes","Malawi",9,2014,13sep2014
"2131488501","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,80,"Yes","Malawi",9,2014,13sep2014
"2131495101","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,47.5,"Yes","Malawi",9,2014,10sep2014
"2131495201","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Tea With No Milk",.s,35,"Yes","Malawi",9,2014,09sep2014
"2131495202","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,53.33333,"Yes","Malawi",9,2014,10sep2014
"2131495203","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,73.33334,"Yes","Malawi",9,2014,10sep2014
"2131495204","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,63.33333,"Yes","Malawi",9,2014,15sep2014
"2131495205","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,70,"Yes","Malawi",9,2014,15sep2014
"2131495206","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,66.66666,"Yes","Malawi",9,2014,16sep2014
"2131495207","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,70,"Yes","Malawi",9,2014,16sep2014
"2131495209","ZMB3",.s,"Yes","Yes",,,"Yes",.s,"Clear","Clear",.s,45,"Yes","Malawi",9,2014,16sep2014
"2131495210","ZMB3",.s,"Yes","Don't know",,,"Yes",.s,"Clear","Clear",12,40,"Yes","Malawi",9,2014,17sep2014
"2131495301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,56.25,"Yes","Malawi",9,2014,16sep2014
"2131495401","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,52,"Yes","Malawi",9,2014,11sep2014
"2131495501","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,65,"Yes","Malawi",9,2014,16sep2014
"2131495601","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,110,"Yes","Malawi",9,2014,13sep2014
"2131495701","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,25,"Yes","Malawi",9,2014,10sep2014
"2131495801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,100,"Yes","Malawi",9,2014,13sep2014
"2131495901","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,150,"Yes","Malawi",9,2014,16sep2014
"2131496001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,50,"Yes","Malawi",9,2014,16sep2014
"2131496101","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,110,"Yes","Malawi",9,2014,16sep2014
"2131496201","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,70,"Yes","Malawi",9,2014,16sep2014
"2131496202","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,50,"Yes","Malawi",9,2014,16sep2014
"2131496301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,33,"Yes","Malawi",9,2014,08sep2014
"2131496302","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,30,"Yes","Malawi",9,2014,08sep2014
"2131496402","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,80,"Yes","Malawi",9,2014,12sep2014
"2131496502","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,28,"Yes","Malawi",9,2014,17sep2014
"2131496502","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,125,"Yes","Malawi",9,2014,17sep2014
"2131496503","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",9,24,"Yes","Malawi",9,2014,17sep2014
"2131496601","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,42,"Yes","Malawi",9,2014,16sep2014
"2131496602","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,28,"Yes","Malawi",9,2014,16sep2014
"2131496801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,48,"Yes","Malawi",9,2014,16sep2014
"2131496802","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,38,"Yes","Malawi",9,2014,16sep2014
"2131496901","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,60,"Yes","Malawi",9,2014,15sep2014
"2131496902","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,20,"Yes","Malawi",9,2014,15sep2014
"2131496904","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,120,"Yes","Malawi",9,2014,16sep2014
"2131496905","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,110,"Yes","Malawi",9,2014,16sep2014
"2131496906","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,30,"Yes","Malawi",9,2014,16sep2014
"2131497001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,254.1667,"Yes","Malawi",9,2014,13sep2014
"2131497201","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,325.4167,"Yes","Malawi",9,2014,12sep2014
"2131497202","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,189.3333,"Yes","Malawi",9,2014,12sep2014
"2131497203","ZMB3","No","No",,,,,.s,.s,.s,.s,,,"Malawi",9,2014,12sep2014
"2131497204","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",12,41.83333,"Yes","Malawi",9,2014,12sep2014
"2131497301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,26,"Yes","Malawi",9,2014,16sep2014
"2131497301","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,58,"Yes","Malawi",9,2014,12sep2014
"2131497301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,29,"Yes","Malawi",9,2014,17sep2014
"2131497302","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,44,"Yes","Malawi",9,2014,17sep2014
"2131497401","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,11,"Yes","Malawi",9,2014,16sep2014
"2131497402","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,34,"Yes","Malawi",9,2014,16sep2014
"2131497404","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,38,"Yes","Malawi",9,2014,16sep2014
"2131497405","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,20.33333,"Yes","Malawi",9,2014,16sep2014
"2131497406","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,24.75,"Yes","Malawi",9,2014,16sep2014
"2131497501","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,85,"Yes","Malawi",9,2014,15sep2014
"2131497502","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,33.33333,"Yes","Malawi",9,2014,15sep2014
"2131497503","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,21,"Yes","Malawi",9,2014,15sep2014
"2131497505","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,23,"Yes","Malawi",9,2014,16sep2014
"2131497601","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,21,"Yes","Malawi",1,2012,01jan2012
"2131497602","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,13,"Yes","Malawi",1,2012,01jan2012
"2131497701","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,18,"Yes","Malawi",1,2012,01jan2012
"2131497702","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,18,"Yes","Malawi",1,2012,01jan2012
"2131497704","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,18,"Yes","Malawi",1,2012,01jan2012
"2131497705","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,49.66667,"Yes","Malawi",9,2014,10sep2014
"2131497801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,10,"Yes","Malawi",9,2014,08sep2014
"2131497802","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,30,"Yes","Malawi",9,2014,08sep2014
"2131497803","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,50,"Yes","Malawi",9,2014,09sep2014
"2131497804","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,18,"Yes","Malawi",9,2014,09sep2014
"2131497805","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,26,"Yes","Malawi",9,2014,09sep2014
"2131497806","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,24.16667,"Yes","Malawi",9,2014,09sep2014
