id,program,i102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
,Zomba 4,80040216,12,670,22.33333,0.5373134,2.686567,7,14,28-Aug-15,28-Jun-17,6,2017,3
,Zomba 4,80040217,18,551,18.36667,0.9800363,4.900182,11,22,13-Jan-16,17-Jul-17,7,2017,3
,Zomba 4,80040218,8,406,13.53333,0.591133,2.955665,5,10,11-Jan-16,20-Feb-17,2,2017,3
,Zomba 4,80040219,6,347,11.56667,0.518732,2.59366,5,10,05-Feb-16,17-Jan-17,1,2017,3
,Zomba 4,80040220,6,543,18.1,0.3314917,1.657459,4,10,11-Jan-16,07-Jul-17,7,2017,3
,Zomba 4,80040221,10,528,17.6,0.5681818,2.840909,6,12,18dec2015,29may2017,5,2017,3
,Zomba 4,80040222,16,726,24.2,0.661157,3.305785,10,20,09-Aug-15,07-Aug-17,8,2017,3
,Zomba 4,80040223,16,456,15.2,1.052632,5.263158,11,24,04-Feb-16,02may2017,5,2017,3
,Zomba 4,80040224,4,70,2.333333,1.714286,8.571428,3,8,30-Aug-16,08-Nov-16,11,2016,3
,Zomba 4,80040225,4,326,10.86667,0.3680982,1.840491,3,6,25-Jul-16,16-Jun-17,6,2017,3
,Zomba 4,80040226,12,517,17.23333,0.6963249,3.481625,7,14,10-Feb-16,11-Jul-17,7,2017,3
,Zomba 4,80040227,21,558,18.6,1.129032,5.645161,12,23,10-Feb-16,21-Aug-17,8,2017,3
,Zomba 4,80040228,8,588,19.6,0.4081632,2.040816,7,14,05oct2015,26-Apr-17,4,2017,3
,Zomba 4,80040229,4,395,13.16667,0.3037975,1.518987,3,6,19-Apr-16,19may2017,5,2017,3
,Zomba 4,80040231,23,623,20.76667,1.107544,5.537721,13,25,05oct2015,19-Jun-17,6,2017,3
,Zomba 4,80040232,4,417,13.9,0.2877698,1.438849,3,6,25-Jan-16,17mar2017,3,2017,3
,Zomba 4,80040233,6,466,15.53333,0.3862661,1.93133,4,8,21mar2016,30-Jun-17,6,2017,3
,Zomba 4,80040235,4,328,10.93333,0.3658537,1.829268,3,6,11may2016,04-Apr-17,4,2017,3
,Zomba 4,80040236,8,473,15.76667,0.5073996,2.536998,5,10,07-Jan-16,24-Apr-17,4,2017,3
,Zomba 4,80040237,6,503,16.76667,0.3578529,1.789264,4,8,29mar2016,14-Aug-17,8,2017,3
,Zomba 4,80040238,4,595,19.83333,0.2016807,1.008403,3,6,22-Sep-15,09may2017,5,2017,3
,Zomba 4,80040239,8,547,18.23333,0.4387569,2.193784,4,12,14-Jan-16,14-Jul-17,7,2017,3
,Zomba 4,80040240,8,489,16.3,0.4907976,2.453988,5,10,07-Jan-16,10may2017,5,2017,3
,Zomba 4,80040241,18,455,15.16667,1.186813,5.934066,9,22,16-Feb-16,16may2017,5,2017,3
,Zomba 4,80040242,4,399,13.3,0.3007519,1.503759,3,6,31dec2015,02-Feb-17,2,2017,3
,Zomba 4,80040243,7,426,14.2,0.4929577,2.464789,4,8,08dec2015,06-Feb-17,2,2017,3
,Zomba 4,80040244,66,721,24.03333,2.746186,13.73093,21,74,14-Sep-15,15-Aug-17,8,2017,3
,Zomba 4,80040245,19,498,16.6,1.144578,5.722892,8,21,15-Feb-16,27-Jun-17,6,2017,3
,Zomba 4,80040246,4,284,9.466666,0.4225352,2.112676,3,8,25-Feb-16,05dec2016,12,2016,3
,Zomba 4,80040247,9,539,17.96667,0.5009276,2.504638,4,13,25-Feb-16,17-Aug-17,8,2017,3
,Zomba 4,80040248,14,409,13.63333,1.026895,5.134475,7,19,06-Jan-16,18-Feb-17,2,2017,3
,Zomba 4,80040249,2,26,0.8666667,2.307692,11.53846,2,4,25-Feb-16,22mar2016,3,2016,3
,Zomba 4,80040250,10,435,14.5,0.6896552,3.448276,5,14,25-Feb-16,05may2017,5,2017,3
,Zomba 4,80040251,16,469,15.63333,1.023454,5.117271,7,18,19-Jan-16,02may2017,5,2017,3
,Zomba 4,80040252,14,639,21.3,0.657277,3.286385,8,16,17-Sep-15,17-Jun-17,6,2017,3
,Zomba 4,80040253,6,324,10.8,0.5555555,2.777778,4,8,19mar2016,06-Feb-17,2,2017,3
,Zomba 4,80040254,6,468,15.6,0.3846154,1.923077,4,8,25-Feb-16,07-Jun-17,6,2017,3
,Zomba 4,80040255,6,455,15.16667,0.3956044,1.978022,4,8,25-Feb-16,25may2017,5,2017,3
,Zomba 4,80040256,10,532,17.73333,0.5639098,2.819549,5,12,02-Jan-16,17-Jun-17,6,2017,3
,Zomba 4,80040257,8,510,17,0.4705882,2.352941,7,14,11-Jan-16,18may2017,5,2017,3
,Zomba 4,80040258,4,154,5.133333,0.7792208,3.896104,3,6,25-Feb-16,28-Jul-16,7,2016,3
,Zomba 4,80040259,8,486,16.2,0.4938271,2.469136,6,12,25-Feb-16,09-Jun-17,6,2017,3
,Zomba 4,80040260,14,483,16.1,0.8695652,4.347826,6,17,25-Feb-16,22-Jun-17,6,2017,3
,Zomba 4,80040261,6,455,15.16667,0.3956044,1.978022,4,10,25-Feb-16,25may2017,5,2017,3
,Zomba 4,80040262,4,261,8.7,0.4597701,2.298851,3,8,25-Feb-16,12-Nov-16,11,2016,3
,Zomba 4,80040263,16,608,20.26667,0.7894737,3.947369,8,18,23dec2015,22-Aug-17,8,2017,3
,Zomba 4,80040264,4,156,5.2,0.7692308,3.846154,2,6,06dec2016,11may2017,5,2017,3
,Zomba 4,80040265,2,358,11.93333,0.1675978,0.8379889,2,4,18-Jan-16,10-Jan-17,1,2017,3
,Zomba 4,80040266,11,523,17.43333,0.6309752,3.154876,7,15,08-Feb-16,18-Jul-17,7,2017,3
,Zomba 4,80040267,15,568,18.93333,0.7922536,3.961268,7,19,05oct2015,25-Apr-17,4,2017,3
,Zomba 4,80040268,21,471,15.7,1.33758,6.687898,8,23,05-Apr-16,20-Jul-17,7,2017,3
,Zomba 4,80040269,10,425,14.16667,0.7058823,3.529412,5,14,25-Feb-16,25-Apr-17,4,2017,3
,Zomba 4,80040270,18,600,20,0.9,4.5,9,24,08dec2015,31-Jul-17,7,2017,3
,Zomba 4,80040271,18,512,17.06667,1.054688,5.273438,10,20,22-Jan-16,17-Jun-17,6,2017,3
,Zomba 4,80040273,14,495,16.5,0.8484849,4.242424,8,16,17dec2015,25-Apr-17,4,2017,3
,Zomba 4,80040274,18,459,15.3,1.176471,5.882353,8,20,28-Apr-16,31-Jul-17,7,2017,3
,Zomba 4,80040275,14,551,18.36667,0.7622504,3.811252,10,18,31dec2015,07-Jun-17,6,2017,3
,Zomba 4,80040276,27,595,19.83333,1.361344,6.806722,17,32,30dec2015,11-Aug-17,8,2017,3
,Zomba 4,80040277,21,508,16.93333,1.240158,6.200788,13,24,08-Jan-16,26may2017,5,2017,3
,Zomba 4,80040278,16,590,19.66667,0.8135594,4.067797,11,20,23-Jan-16,18-Aug-17,8,2017,3
,Zomba 4,80040279,38,627,20.9,1.818182,9.090909,26,48,02-Jan-16,08-Aug-17,8,2017,3
,Zomba 4,80040280,17,542,18.06667,0.9409593,4.704797,11,21,29-Feb-16,04-Aug-17,8,2017,3
,Zomba 4,80040281,14,610,20.33333,0.6885245,3.442623,8,16,04-Sep-15,06may2017,5,2017,3
,Zomba 4,80040282,4,369,12.3,0.3252032,1.626016,3,6,30-Jun-16,04-Jul-17,7,2017,3
,Zomba 4,80040283,9,593,19.76667,0.455312,2.27656,5,10,01oct2015,16may2017,5,2017,3
,Zomba 4,80040284,32,584,19.46667,1.643836,8.219177,12,34,18-Jan-16,24-Aug-17,8,2017,3
,Zomba 4,80040285,19,528,17.6,1.079545,5.397727,10,24,08dec2015,28-Apr-17,4,2017,3
,Zomba 4,80040286,21,560,18.66667,1.125,5.625,8,25,22-Jan-16,04-Aug-17,8,2017,3
,Zomba 4,80040287,27,421,14.03333,1.92399,9.619952,6,35,08-Feb-16,04-Apr-17,4,2017,3
,Zomba 4,80040288,12,435,14.5,0.8275862,4.137931,6,14,28-Sep-15,06dec2016,12,2016,3
,Zomba 4,80040289,24,435,14.5,1.655172,8.275863,12,32,09-Feb-16,25-Apr-17,4,2017,3
,Zomba 4,80040290,6,713,23.76667,0.2524544,1.262272,4,8,15-Sep-15,28-Aug-17,8,2017,3
,Zomba 4,80040291,4,443,14.76667,0.2708804,1.354402,3,8,18-Apr-16,05-Jul-17,7,2017,3
,Zomba 4,80040292,15,689,22.96667,0.6531205,3.265602,9,19,17-Sep-15,18-Jul-17,7,2017,3
,Zomba 4,80040293,14,475,15.83333,0.8842105,4.421052,6,18,21-Apr-16,09-Aug-17,8,2017,3
,Zomba 4,80040294,19,567,18.9,1.005291,5.026455,11,23,09-Feb-16,09-Aug-17,8,2017,3
,Zomba 4,80040295,20,521,17.36667,1.151631,5.758157,11,24,07mar2016,14-Aug-17,8,2017,3
,Zomba 4,80040296,22,562,18.73333,1.174377,5.871886,12,26,28dec2015,17-Jul-17,7,2017,3
,Zomba 4,80040297,15,647,21.56667,0.6955177,3.477589,7,18,08dec2015,29-Aug-17,8,2017,3
,Zomba 4,80040298,24,689,22.96667,1.044993,5.224963,13,26,09-Sep-15,29-Jul-17,7,2017,3
,Zomba 4,80040299,6,432,14.4,0.4166667,2.083333,4,8,06dec2015,10-Feb-17,2,2017,3
,Zomba 4,80040300,32,710,23.66667,1.352113,6.760564,19,43,28-Sep-15,10-Jul-17,7,2017,3
,Zomba 4,80040301,14,526,17.53333,0.7984791,3.992396,8,16,23dec2015,01-Jun-17,6,2017,3
,Zomba 4,80040302,12,455,15.16667,0.7912088,3.956044,6,15,09may2016,07-Aug-17,8,2017,3
,Zomba 4,80040303,18,675,22.5,0.8,4,9,26,23-Sep-15,31-Jul-17,7,2017,3
,Zomba 4,80040304,19,525,17.5,1.085714,5.428572,10,21,07mar2016,14-Aug-17,8,2017,3
,Zomba 4,80040305,5,171,5.7,0.877193,4.385965,3,8,28-Sep-15,17mar2016,3,2016,3
,Zomba 4,80040306,27.5,561,18.7,1.470588,7.352941,16,36,18-Feb-16,16-Aug-17,8,2017,3
,Zomba 4,80040307,22,493,16.43333,1.338742,6.693712,13,26,18-Jan-16,25may2017,5,2017,3
,Zomba 4,80040308,19,567,18.9,1.005291,5.026455,10,21,14dec2015,03-Jul-17,7,2017,3
,Zomba 4,80040309,10,263,8.766666,1.140684,5.703423,6,12,04-Aug-16,24-Apr-17,4,2017,3
,Zomba 4,80040310,10,350,11.66667,0.8571428,4.285714,5,12,19may2016,04may2017,5,2017,3
,Zomba 4,80040311,9,462,15.4,0.5844156,2.922078,5,11,04-Apr-16,10-Jul-17,7,2017,3
,Zomba 4,80040312,4,258,8.6,0.4651163,2.325581,3,6,13-Sep-16,29may2017,5,2017,3
,Zomba 4,80040313,4,325,10.83333,0.3692308,1.846154,3,6,13-Sep-16,04-Aug-17,8,2017,3
,Zomba 4,80040314,16,541,18.03333,0.8872459,4.43623,9,20,18-Feb-16,01-Aug-17,8,2017,3
,Zomba 4,80040315,17.5,593,19.76667,0.8853288,4.426644,11,25,14-Jan-16,28-Aug-17,8,2017,3
,Zomba 4,80040316,12,625,20.83333,0.576,2.88,8,18,01dec2015,14-Aug-17,8,2017,3
,Zomba 4,80040317,12,569,18.96667,0.6326889,3.163445,6,14,09-Nov-15,31may2017,5,2017,3
,Zomba 4,80040318,16,438,14.6,1.09589,5.479452,8,20,30dec2015,07mar2017,3,2017,3
,Zomba 4,80040319,10,466,15.53333,0.6437768,3.218884,6,12,31dec2015,10-Apr-17,4,2017,3
,Zomba 4,80040320,12,568,18.93333,0.6338028,3.169014,6,16,17dec2015,07-Jul-17,7,2017,3
,Zomba 4,80040321,34,721,24.03333,1.414702,7.073509,15,37,03-Sep-15,24-Aug-17,8,2017,3
,Zomba 4,80040322,22,624,20.8,1.057692,5.288462,10,25,06dec2015,21-Aug-17,8,2017,3
,Zomba 4,80040323,14,494,16.46667,0.8502024,4.251012,10,20,28-Jan-16,07-Jun-17,6,2017,3
,Zomba 4,80040324,14,508,16.93333,0.8267717,4.133858,7,20,07mar2016,03-Aug-17,8,2017,3
,Zomba 4,80040325,14,454,15.13333,0.9251102,4.625551,8,16,15dec2015,13mar2017,3,2017,3
,Zomba 4,80040326,52,696,23.2,2.241379,11.2069,20,57,14-Sep-15,26-Jul-17,7,2017,3
,Zomba 4,80040327,19,524,17.46667,1.087786,5.438931,12,22,22-Jan-16,03-Jul-17,7,2017,3
,Zomba 4,80040328,12,647,21.56667,0.5564142,2.782071,7,14,28-Aug-15,05-Jun-17,6,2017,3
,Zomba 4,80040331,8,532,17.73333,0.4511278,2.255639,5,10,15dec2015,30may2017,5,2017,3
,Zomba 4,80040332,22,568,18.93333,1.161972,5.80986,12,28,20-Jan-16,09-Aug-17,8,2017,3
,Zomba 4,80040333,2,391,13.03333,0.1534527,0.7672634,2,4,18-Jan-16,12-Feb-17,2,2017,3
,Zomba 4,80040334,14,562,18.73333,0.747331,3.736655,8,18,05oct2015,19-Apr-17,4,2017,3
,Zomba 4,80040335,14,726,24.2,0.5785124,2.892562,7,18,09-Aug-15,04-Aug-17,8,2017,3
,Zomba 4,80040336,8,511,17.03333,0.4696673,2.348337,5,10,23-Sep-15,15-Feb-17,2,2017,3
,Zomba 4,80040337,2,36,1.2,1.666667,8.333333,2,4,23-Aug-16,28-Sep-16,9,2016,3
,Zomba 4,80040338,4,310,10.33333,0.3870968,1.935484,3,6,24-Aug-16,30-Jun-17,6,2017,3
,Zomba 4,80040339,8,562,18.73333,0.4270463,2.135231,5,10,19-Jan-16,03-Aug-17,8,2017,3
,Zomba 4,80040340,32,398,13.26667,2.41206,12.0603,9,36,28-Jun-16,31-Jul-17,7,2017,3
,Zomba 4,80040341,24,618,20.6,1.165048,5.825243,8,32,02-Sep-15,12may2017,5,2017,3
,Zomba 4,80040342,39,700,23.33333,1.671429,8.357142,11,42,01-Sep-15,01-Aug-17,8,2017,3
,Zomba 4,80040343,28,639,21.3,1.314554,6.572771,9,38,09oct2015,14-Jul-17,7,2017,3
,Zomba 4,80040344,32,717,23.9,1.338912,6.694561,9,36,01-Sep-15,18-Aug-17,8,2017,3
,Zomba 4,80040345,72,579,19.3,3.73057,18.65285,17,81,29-Jan-16,01-Aug-17,8,2017,3
,Zomba 4,80040346,21,513,17.1,1.22807,6.140351,6,25,23-Feb-16,20-Jul-17,7,2017,3
,Zomba 4,80040347,34,578,19.26667,1.764706,8.823529,12,46,02oct2015,02may2017,5,2017,3
,Zomba 4,80040348,32,634,21.13333,1.514196,7.570978,10,36,04-Sep-15,30may2017,5,2017,3
,Zomba 4,80040349,16,525,17.5,0.9142857,4.571429,5,19,07-Jan-16,15-Jun-17,6,2017,3
,Zomba 4,80040350,46,666,22.2,2.072072,10.36036,15,60,05oct2015,04-Aug-17,8,2017,3
,Zomba 4,80040351,52,689,22.96667,2.264151,11.32075,11,56,31-Aug-15,20-Jul-17,7,2017,3
,Zomba 4,80040352,49,696,23.2,2.112069,10.56034,14,58,09oct2015,14-Aug-17,8,2017,3
,Zomba 4,80040353,26,510,17,1.529412,7.647059,8,34,29mar2016,21-Aug-17,8,2017,3
,Zomba 4,80040354,8,252,8.4,0.952381,4.761905,3,12,11-Jan-16,19-Sep-16,9,2016,3
,Zomba 4,80040355,28,574,19.13333,1.463415,7.317073,8,32,09oct2015,05may2017,5,2017,3
,Zomba 4,80040356,44,677,22.56667,1.949778,9.748892,12,48,16-Sep-15,24-Jul-17,7,2017,3
,Zomba 4,80040357,55,538,17.93333,3.066915,15.33457,17,68,25-Feb-16,25-Aug-17,8,2017,3
,Zomba 4,80040358,19,450,15,1.266667,6.333333,6,24,26-Jan-16,20-Apr-17,4,2017,3
,Zomba 4,80040359,37,759,25.3,1.462451,7.312253,11,45,09-Aug-15,28-Aug-17,8,2017,3
,Zomba 4,80040360,59,555,18.5,3.189189,15.94595,14,63,03-Feb-16,11-Aug-17,8,2017,3
,Zomba 4,80040361,60,732,24.4,2.459016,12.29508,16,64,09-Aug-15,10-Aug-17,8,2017,3
,Zomba 4,80040362,62,724,24.13333,2.569061,12.8453,16,70,04-Sep-15,14-Aug-17,8,2017,3
,Zomba 4,80040363,83,679,22.63333,3.667158,18.33579,17,87,18-Sep-15,28-Jul-17,7,2017,3
,Zomba 4,80040364,16,422,14.06667,1.137441,5.687204,6,24,15-Feb-16,17mar2017,3,2017,3
,Zomba 4,80040366,59,702,23.4,2.521368,12.60684,14,63,21-Sep-15,23-Aug-17,8,2017,3
,Zomba 4,80040367,39,509,16.96667,2.298625,11.49312,10,43,02mar2016,24-Jul-17,7,2017,3
,Zomba 4,80040368,31,727,24.23333,1.27923,6.396148,10,40,31-Aug-15,28-Aug-17,8,2017,3
,Zomba 4,80040369,24,414,13.8,1.73913,8.695652,5,28,07dec2015,24-Jan-17,1,2017,3
,Zomba 4,80040370,64,587,19.56667,3.270869,16.35434,14,68,08-Jan-16,17-Aug-17,8,2017,3
,Zomba 4,80040371,17,668,22.26667,0.763473,3.817365,6,22,18-Sep-15,17-Jul-17,7,2017,3
,Zomba 4,80040372,20,304,10.13333,1.973684,9.868421,6,24,19-Jul-16,19may2017,5,2017,3
,Zomba 4,80040373,54,650,21.66667,2.492308,12.46154,12,64,09oct2015,19-Jul-17,7,2017,3
,Zomba 4,80040374,8,67,2.233333,3.582089,17.91045,3,12,17mar2017,23may2017,5,2017,3
,Zomba 4,80040375,36,697,23.23333,1.549498,7.747489,10,40,21-Sep-15,18-Aug-17,8,2017,3
,Zomba 4,80040376,60,675,22.5,2.666667,13.33333,16,64,09oct2015,14-Aug-17,8,2017,3
,Zomba 4,80040377,44,711,23.7,1.85654,9.282701,12,48,14-Sep-15,25-Aug-17,8,2017,3
,Zomba 4,80040378,28,503,16.76667,1.66998,8.349901,9,36,30mar2016,25-Jul-17,7,2017,3
,Zomba 4,80040379,36,698,23.26667,1.547278,7.73639,10,41,16-Sep-15,14-Aug-17,8,2017,3
,Zomba 4,80040380,46,613,20.43333,2.251224,11.25612,16,64,04-Jan-16,14-Aug-17,8,2017,3
,Zomba 4,80040381,29,693,23.1,1.255411,6.277056,8,33,04-Sep-15,28-Jul-17,7,2017,3
,Zomba 4,80040382,84,823,27.43333,3.061969,15.30984,25,114,09-Aug-15,18-Aug-17,8,2017,3
,Zomba 4,80040383,24,462,15.4,1.558442,7.792208,6,28,12-Feb-16,19may2017,5,2017,3
,Zomba 4,80040384,34,652,21.73333,1.564417,7.822085,10,40,01-Sep-15,14-Jun-17,6,2017,3
,Zomba 4,80040385,8,318,10.6,0.7547169,3.773585,3,10,05-Aug-16,19-Jun-17,6,2017,3
,Zomba 4,80040386,38,593,19.76667,1.922428,9.612142,8,42,09oct2015,24may2017,5,2017,3
,Zomba 4,80040387,32,546,18.2,1.758242,8.791208,8,36,20-Jan-16,19-Jul-17,7,2017,3
,Zomba 4,80040388,39,593,19.76667,1.973019,9.865092,13,50,03-Sep-15,24-Apr-17,4,2017,3
,Zomba 4,80040389,31,578,19.26667,1.608997,8.044983,9,34,03-Sep-15,03-Apr-17,4,2017,3
,Zomba 4,80040390,28,592,19.73333,1.418919,7.094594,8,32,18dec2015,01-Aug-17,8,2017,3
,Zomba 4,80040391,41,534,17.8,2.303371,11.51686,11,46,26dec2015,12-Jun-17,6,2017,3
,Zomba 4,80040392,27,591,19.7,1.370558,6.852792,8,31,18dec2015,31-Jul-17,7,2017,3
,Zomba 4,80040393,12,479,15.96667,0.7515658,3.757829,4,16,08-Apr-16,31-Jul-17,7,2017,3
,Zomba 4,80040394,34,545,18.16667,1.87156,9.357799,11,42,31dec2015,19-Jun-17,6,2017,3
,Zomba 4,80040395,20,514,17.13333,1.167315,5.836576,6,24,04-Jan-16,01-Jun-17,6,2017,3
,Zomba 4,80040396,14,553,18.43333,0.7594937,3.797469,4,18,11-Jan-16,17-Jul-17,7,2017,3
,Zomba 4,80040397,16,591,19.7,0.8121827,4.060914,5,20,05-Jan-16,18-Aug-17,8,2017,3
,Zomba 4,80040398,55,674,22.46667,2.448071,12.24036,15,59,05oct2015,09-Aug-17,8,2017,3
,Zomba 4,80040399,36,511,17.03333,2.113503,10.56751,11,44,09mar2016,02-Aug-17,8,2017,3
,Zomba 4,80040400,16,494,16.46667,0.9716599,4.858299,5,20,18-Apr-16,25-Aug-17,8,2017,3
,Zomba 4,80040401,49.5,717,23.9,2.07113,10.35565,16,64,15-Sep-15,11-Aug-17,8,2017,3
,Zomba 4,80040402,12,439,14.63333,0.8200456,4.100228,4,16,17mar2016,30may2017,5,2017,3
,Zomba 4,80040403,4,28,0.9333333,4.285714,21.42857,2,8,15-Feb-16,14mar2016,3,2016,3
,Zomba 4,80040404,43.5,701,23.36667,1.861626,9.308131,11,52,24-Sep-15,28-Aug-17,8,2017,3
,Zomba 4,80040405,25,458,15.26667,1.637555,8.187773,7,29,09may2016,10-Aug-17,8,2017,3
,Zomba 4,80040406,7,462,15.4,0.4545455,2.272727,3,12,26-Jan-16,02may2017,5,2017,3
,Zomba 4,80040407,69,610,20.33333,3.393443,16.96721,17,84,19-Jan-16,27-Aug-17,8,2017,3
,Zomba 4,80040408,50,577,19.23333,2.599653,12.99827,12,54,15dec2015,14-Jul-17,7,2017,3
,Zomba 4,80040409,40,689,22.96667,1.741655,8.708273,11,44,21-Sep-15,10-Aug-17,8,2017,3
,Zomba 4,80040410,30,688,22.93333,1.30814,6.540698,9,34,19-Sep-15,07-Aug-17,8,2017,3
,Zomba 4,80040411,12,276,9.2,1.304348,6.521739,4,16,18oct2016,21-Jul-17,7,2017,3
,Zomba 4,80040412,70,740,24.66667,2.837838,14.18919,21,82,29-Sep-15,22-Aug-17,8,2017,3
,Zomba 4,80040414,23,431,14.36667,1.600928,8.004641,8,31,15-Feb-16,21-Apr-17,4,2017,3
,Zomba 4,80040415,36,671,22.36667,1.609538,8.047689,9,41,24-Sep-15,26-Jul-17,7,2017,3
,Zomba 4,80040416,14,584,19.46667,0.7191781,3.595891,4,18,12-Jan-16,18-Aug-17,8,2017,3
,Zomba 4,80040417,31,498,16.6,1.86747,9.337349,8,35,29mar2016,09-Aug-17,8,2017,3
,Zomba 4,80040418,12,251,8.366667,1.434263,7.171314,4,16,09-Feb-16,17oct2016,10,2016,3
,Zomba 4,80040419,36,691,23.03333,1.562952,7.814761,11,44,18-Sep-15,14-Aug-17,8,2017,3
,Zomba 4,80040420,54,541,18.03333,2.994455,14.97227,13,64,08-Feb-16,11-Jul-17,7,2017,3
,Zomba 4,80040421,20,490,16.33333,1.22449,6.122448,6,24,12-Jan-16,16may2017,5,2017,3
,Zomba 4,80040422,30,627,20.9,1.435407,7.177033,9,36,17-Sep-15,05-Jun-17,6,2017,3
,Zomba 4,80040423,28,575,19.16667,1.46087,7.304348,8,32,15dec2015,12-Jul-17,7,2017,3
,Zomba 4,80040424,57,701,23.36667,2.439372,12.19686,16,61,22-Sep-15,23-Aug-17,8,2017,3
,Zomba 4,80040425,18,598,19.93333,0.9030101,4.51505,6,24,29-Sep-15,19may2017,5,2017,3
,Zomba 4,80040426,10,364,12.13333,0.8241758,4.120879,4,14,20-Apr-16,19-Apr-17,4,2017,3
,Zomba 4,80040427,40,612,20.4,1.960784,9.803922,11,44,05-Sep-15,09may2017,5,2017,3
,Zomba 4,80040428,34,722,24.06667,1.412742,7.063712,10,42,15-Sep-15,23-Aug-17,8,2017,3
,Zomba 4,80040429,28,595,19.83333,1.411765,7.058823,10,38,08-Jan-16,16-Aug-17,8,2017,3
,Zomba 4,80040430,32,524,17.46667,1.832061,9.160305,10,36,02-Feb-16,10-Jul-17,7,2017,3
,Zomba 4,80040431,78,622,20.73333,3.762058,18.81029,23,89,02-Jan-16,18-Aug-17,8,2017,3
,Zomba 4,80040432,28,723,24.1,1.161826,5.809128,15,30,30-Aug-15,22-Aug-17,8,2017,3
,Zomba 4,80040433,16,553,18.43333,0.8679928,4.339964,10,20,08-Feb-16,15-Aug-17,8,2017,3
,Zomba 4,80040434,28,558,18.6,1.505376,7.526882,19,38,12-Feb-16,24-Jul-17,7,2017,3
,Zomba 4,80040435,24,507,16.9,1.420118,7.100592,15,32,26-Apr-16,21-Aug-17,8,2017,3
,Zomba 4,80040436,16,607,20.23333,0.7907743,3.953871,9,18,04-Sep-15,03may2017,5,2017,3
,Zomba 4,80040437,26,571,19.03333,1.366025,6.830123,17,34,09mar2016,28-Aug-17,8,2017,3
,Zomba 4,80040438,26,731,24.36667,1.067032,5.335157,15,30,27-Aug-15,09-Aug-17,8,2017,3
,Zomba 4,80040439,4,179,5.966667,0.6703911,3.351955,5,10,23-Sep-15,08mar2016,3,2016,3
,Zomba 4,80040440,6,399,13.3,0.4511278,2.255639,4,8,22-Apr-16,26may2017,5,2017,3
,Zomba 4,80040441,24,477,15.9,1.509434,7.54717,13,26,21mar2016,11-Jul-17,7,2017,3
,Zomba 4,80040442,16,581,19.36667,0.8261618,4.130809,9,18,22-Sep-15,25-Apr-17,4,2017,3
,Zomba 4,80040443,14,657,21.9,0.6392694,3.196347,9,18,23-Sep-15,11-Jul-17,7,2017,3
,Zomba 4,80040444,10,430,14.33333,0.6976745,3.488372,7,14,18-Apr-16,19-Jun-17,6,2017,3
,Zomba 4,80040446,4,665,22.16667,0.1804511,0.9022557,3,6,05oct2015,31-Jul-17,7,2017,3
,Zomba 4,80040448,14,394,13.13333,1.06599,5.329949,9,18,15-Feb-16,15mar2017,3,2017,3
,Zomba 4,80040449,18,663,22.1,0.8144796,4.072398,12,24,03-Sep-15,16-Jun-17,6,2017,3
,Zomba 4,80040450,14,437,14.56667,0.9610984,4.805492,8,16,26-Feb-16,08may2017,5,2017,3
,Zomba 4,80040451,4,561,18.7,0.2139037,1.069519,3,6,08-Feb-16,22-Aug-17,8,2017,3
,Zomba 4,80040452,8,540,18,0.4444444,2.222222,5,10,29-Feb-16,22-Aug-17,8,2017,3
,Zomba 4,80040454,12,717,23.9,0.5020921,2.51046,7,14,28-Aug-15,14-Aug-17,8,2017,3
,Zomba 4,80040456,14,473,15.76667,0.8879493,4.439746,8,16,08-Apr-16,25-Jul-17,7,2017,3
,Zomba 4,80040459,32,734,24.46667,1.307902,6.539509,21,42,21-Sep-15,22-Aug-17,8,2017,3
,Zomba 4,80040460,14,540,18,0.7777778,3.888889,9,18,08-Feb-16,18-Jul-17,7,2017,3
,Zomba 4,80040461,22,696,23.2,0.9482758,4.741379,16,32,31-Aug-15,12-Jul-17,7,2017,3
,Zomba 4,80040462,16,478,15.93333,1.004184,5.020921,9,18,21mar2016,12-Jul-17,7,2017,3
,Zomba 4,80040463,20,669,22.3,0.896861,4.484305,12,24,21-Sep-15,24-Jul-17,7,2017,3
,Zomba 4,80040465,22,473,15.76667,1.395349,6.976745,12,24,25-Feb-16,12-Jun-17,6,2017,3
,Zomba 4,80040467,20,558,18.6,1.075269,5.376344,12,24,11-Feb-16,17-Aug-17,8,2017,3
,Zomba 4,80040468,18,509,16.96667,1.060904,5.304518,11,22,19-Feb-16,18-Jul-17,7,2017,3
,Zomba 4,80040469,14,634,21.13333,0.6624606,3.312303,8,16,27-Aug-15,22may2017,5,2017,3
,Zomba 4,80040470,10,503,16.76667,0.5964215,2.982107,6,12,06-Apr-16,22-Aug-17,8,2017,3
,Zomba 4,80040471,4,344,11.46667,0.3488372,1.744186,3,6,01mar2016,08-Feb-17,2,2017,3
,Zomba 4,80040472,12,514,17.13333,0.7003891,3.501945,7,14,29-Feb-16,27-Jul-17,7,2017,3
,Zomba 4,80040473,2,64,2.133333,0.9374999,4.6875,2,4,15dec2016,17-Feb-17,2,2017,3
,Zomba 4,80040474,10,502,16.73333,0.5976096,2.988048,7,14,03-Feb-16,19-Jun-17,6,2017,3
