id,program,cem301_attendees_total,cem009_country,month,year,country
,Migori,41,1,1,2015,1
,Migori,24,1,1,2015,1
,Migori,17,1,11,2014,1
,Migori,20,1,11,2014,1
,Migori,16,1,1,2015,1
,Migori,15,1,12,2014,1
,Migori,17,1,12,2014,1
,Migori,40,1,1,2015,1
,Migori,17,1,1,2015,1
,Migori,40,1,1,2015,1
,Migori,19,1,11,2014,1
,Migori,23,1,11,2014,1
,Migori,20,1,1,2015,1
,Migori,25,1,11,2014,1
,Migori,25,1,11,2014,1
,Migori,24,1,1,2015,1
,Migori,16,1,1,2015,1
,Migori,35,1,1,2015,1
,Migori,20,1,1,2015,1
,Migori,23,1,1,2015,1
,Migori,42,1,1,2015,1
,Migori,16,1,1,2015,1
,Migori,18,1,1,2015,1
,Migori,22,1,1,2015,1
,Migori,22,1,1,2015,1
,Migori,18,1,1,2015,1
,Migori,24,1,12,2014,1
,Migori,20,1,1,2015,1
,Migori,18,1,12,2014,1
,Migori,20,1,12,2014,1
,Migori,23,1,1,2015,1
,Migori,15,1,1,2015,1
,Migori,35,1,12,2014,1
,Migori,24,1,1,2015,1
,Migori,49,1,1,2015,1
,Migori,17,1,1,2015,1
,Migori,12,1,1,2015,1
,Migori,19,1,1,2015,1
,Migori,24,1,1,2015,1
,Migori,15,1,1,2015,1
,Migori,16,1,1,2015,1
,Migori,11,1,1,2015,1
,Migori,20,1,1,2015,1
,Migori,19,1,1,2015,1
,Migori,25,1,12,2014,1
,Migori,15,1,12,2014,1
,Migori,15,1,12,2014,1
,Migori,22,1,12,2014,1
,Migori,23,1,12,2014,1
,Migori,12,1,12,2014,1
,Migori,16,1,12,2014,1
,Migori,18,1,12,2014,1
,Migori,20,1,12,2014,1
,Migori,24,1,12,2014,1
,Migori,16,1,12,2014,1
,Migori,13,1,12,2014,1
,Migori,29,1,1,2015,1
,Migori,31,1,1,2015,1
,Migori,24,1,12,2014,1
,Migori,25,1,11,2014,1
,Migori,13,1,1,2015,1
,Migori,22,1,12,2014,1
,Migori,22,1,12,2014,1
,Migori,20,1,12,2014,1
,Migori,26,1,1,2015,1
,Migori,19,1,1,2015,1
,Migori,14,1,1,2015,1
,Migori,17,1,1,2015,1
,Migori,28,1,1,2015,1
,Migori,15,1,12,2014,1
,Migori,20,1,12,2014,1
,Migori,22,1,12,2014,1
,Migori,30,1,11,2014,1
,Migori,14,1,11,2014,1
,Migori,29,1,11,2014,1
,Migori,20,1,12,2014,1
,Migori,23,1,12,2014,1
,Migori,28,1,12,2014,1
,Migori,20,1,11,2014,1
,Migori,19,1,1,2015,1
,Migori,23,1,1,2015,1
,Migori,30,1,1,2015,1
,Migori,18,1,1,2015,1
,Migori,23,1,1,2015,1
,Migori,23,1,11,2014,1
,Migori,21,1,11,2014,1
,Migori,16,1,11,2014,1
,Migori,35,1,11,2014,1
,Migori,21,1,11,2014,1
,Migori,26,1,11,2014,1
,Migori,29,1,11,2014,1
,Migori,23,1,1,2015,1
,Migori,19,1,11,2014,1
,Migori,20,1,11,2014,1
,Migori,16,1,12,2014,1
,Migori,16,1,12,2014,1
,Migori,19,1,11,2014,1
,Migori,18,1,11,2014,1
,Migori,22,1,11,2014,1
,Migori,49,1,1,2015,1
,Migori,27,1,11,2014,1
,Migori,23,1,11,2014,1
,Migori,15,1,1,2015,1
,Migori,25,1,1,2015,1
,Migori,42,1,1,2015,1
,Migori,32,1,1,2015,1
,Migori,14,1,11,2014,1
,Migori,14,1,11,2014,1
,Migori,24,1,11,2014,1
,Migori,18,1,11,2014,1
,Migori,20,1,11,2014,1
,Migori,20,1,1,2015,1
,Migori,18,1,11,2014,1
,Migori,25,1,1,2015,1
,Migori,15,1,11,2014,1
,Migori,13,1,11,2014,1
,Migori,30,1,1,2015,1
,Migori,15,1,1,2015,1
,Migori,22,1,11,2014,1
,Migori,22,1,11,2014,1
,Migori,19,1,11,2014,1
,Migori,16,1,11,2014,1
,Migori,22,1,11,2014,1
,Migori,18,1,10,2014,1
,Migori,16,1,11,2014,1
,Migori,20,1,1,2015,1
,Migori,31,1,1,2015,1
,Migori,20,1,11,2014,1
,Migori,10,1,11,2014,1
,Migori,20,1,11,2014,1
,Migori,15,1,11,2014,1
,Migori,17,1,11,2014,1
,Migori,18,1,12,2014,1
,Migori,19,1,12,2014,1
,Migori,25,1,12,2014,1
,Migori,22,1,12,2014,1
,Migori,20,1,1,2015,1
,Migori,30,1,12,2014,1
,Migori,23,1,11,2014,1
,Migori,24,1,11,2014,1
,Migori,14,1,11,2014,1
,Migori,17,1,11,2014,1
,Migori,15,1,1,2015,1
,Migori,20,1,12,2014,1
,Migori,18,1,1,2015,1
,Migori,20,1,12,2014,1
,Migori,24,1,12,2014,1
,Migori,24,1,11,2014,1
,Migori,27,1,11,2014,1
,Migori,30,1,11,2014,1
,Migori,17,1,1,2015,1
,Migori,11,1,11,2014,1
,Migori,17,1,11,2014,1
,Migori,18,1,11,2014,1
,Migori,14,1,1,2015,1
,Migori,18,1,11,2014,1
,Migori,24,1,1,2015,1
,Migori,17,1,11,2014,1
,Migori,28,1,11,2014,1
,Migori,15,1,11,2014,1
,Migori,20,1,11,2014,1
,Migori,26,1,12,2014,1
,Migori,15,1,12,2014,1
,Migori,15,1,1,2015,1
,Migori,15,1,1,2015,1
,Migori,16,1,12,2014,1
,Migori,20,1,11,2014,1
,Migori,17,1,11,2014,1
,Migori,27,1,11,2014,1
,Migori,19,1,11,2014,1
,Migori,33,1,11,2014,1
,Migori,15,1,11,2014,1
,Migori,18,1,11,2014,1
,Migori,20,1,11,2014,1
,Migori,24,1,11,2014,1
,Migori,16,1,11,2014,1
,Migori,31,1,1,2015,1
,Migori,20,1,11,2014,1
,Migori,14,1,11,2014,1
,Migori,20,1,11,2014,1
,Migori,18,1,11,2014,1
,Migori,27,1,11,2014,1
,Migori,24,1,12,2014,1
,Migori,41,1,11,2014,1
,Migori,26,1,11,2014,1
,Migori,23,1,11,2014,1
,Migori,17,1,10,2014,1
,Migori,22,1,1,2015,1
,Migori,33,1,11,2014,1
,Migori,30,1,10,2014,1
,Migori,26,1,12,2014,1
,Migori,22,1,12,2014,1
,Migori,33,1,11,2014,1
,Migori,20,1,10,2014,1
,Migori,17,1,1,2015,1
,Migori,10,1,10,2014,1
,Migori,28,1,11,2014,1
,Migori,20,1,11,2014,1
,Migori,23,1,10,2014,1
,Migori,20,1,11,2014,1
,Migori,30,1,11,2014,1
,Migori,26,1,1,2015,1
,Migori,20,1,11,2014,1
,Migori,20,1,10,2014,1
,Migori,10,1,11,2014,1
,Migori,10,1,11,2014,1
,Migori,20,1,11,2014,1
,Migori,20,1,11,2014,1
,Migori,27,1,11,2014,1
,Migori,35,1,11,2014,1
,Migori,43,1,11,2014,1
,Migori,16,1,1,2015,1
,Migori,20,1,11,2014,1
,Migori,21,1,1,2015,1
,Migori,10,1,1,2015,1
,Migori,24,1,1,2015,1
,Migori,33,1,11,2014,1
,Migori,16,1,11,2014,1
,Migori,30,1,11,2014,1
,Migori,16,1,11,2014,1
,Migori,21,1,11,2014,1
,Migori,15,1,11,2014,1
,Migori,15,1,1,2015,1
,Migori,15,1,1,2015,1
,Migori,57,1,1,2015,1
,Migori,24,1,1,2015,1
,Migori,19,1,11,2014,1
,Migori,15,1,11,2014,1
,Migori,10,1,1,2015,1
,Migori,20,1,1,2015,1
,Migori,22,1,1,2015,1
,Migori,31,1,11,2014,1
,Migori,25,1,11,2014,1
,Migori,10,1,1,2015,1
,Migori,23,1,12,2014,1
,Migori,15,1,1,2015,1
,Migori,14,1,12,2014,1
,Migori,20,1,1,2015,1
,Migori,13,1,1,2015,1
,Migori,14,1,1,2015,1
,Migori,20,1,12,2014,1
,Migori,18,1,1,2015,1
,Migori,24,1,12,2014,1
,Migori,15,1,1,2015,1
,Migori,12,1,1,2015,1
,Migori,21,1,11,2014,1
,Migori,34,1,11,2014,1
,Migori,33,1,11,2014,1
,Migori,18,1,11,2014,1
,Migori,24,1,11,2014,1
,Migori,20,1,11,2014,1
,Migori,19,1,11,2014,1
,Migori,18,1,11,2014,1
,Migori,15,1,11,2014,1
,Migori,18,1,11,2014,1
,Migori,15,1,11,2014,1
,Migori,20,1,11,2014,1
,Migori,24,1,11,2014,1
,Migori,20,1,1,2015,1
,Migori,23,1,1,2015,1
,Migori,22,1,10,2014,1
,Migori,20,1,11,2014,1
,Migori,27,1,1,2015,1
,Migori,16,1,11,2014,1
,Migori,15,1,11,2014,1
,Migori,15,1,1,2015,1
,Migori,23,1,11,2014,1
,Migori,19,1,10,2014,1
,Migori,23,1,11,2014,1
,Migori,18,1,10,2014,1
,Migori,20,1,11,2014,1
,Migori,24,1,11,2014,1
,Migori,20,1,11,2014,1
,Migori,19,1,11,2014,1
,Migori,21,1,11,2014,1
,Migori,31,1,11,2014,1
,Migori,18,1,11,2014,1
,Migori,26,1,11,2014,1
,Migori,19,1,11,2014,1
,Migori,22,1,11,2014,1
,Migori,23,1,11,2014,1
,Migori,19,1,11,2014,1
,Migori,15,1,1,2015,1
,Migori,25,1,11,2014,1
,Migori,21,1,11,2014,1
,Migori,17,1,1,2015,1
,Migori,17,1,1,2015,1
,Migori,22,1,11,2014,1
,Migori,19,1,11,2014,1
,Migori,17,1,1,2015,1
,Migori,20,1,11,2014,1
,Migori,31,1,11,2014,1
,Migori,20,1,11,2014,1
,Migori,19,1,12,2014,1
,Migori,22,1,11,2014,1
,Migori,29,1,11,2014,1
,Migori,28,1,1,2015,1
,Migori,21,1,11,2014,1
,Yala,41,1,12,2014,1
,Yala,23,1,12,2014,1
,Yala,28,1,12,2014,1
,Yala,30,1,12,2014,1
,Yala,14,1,12,2014,1
,Yala,37,1,12,2014,1
,Yala,21,1,12,2014,1
,Yala,28,1,12,2014,1
,Yala,18,1,12,2014,1
,Yala,16,1,12,2014,1
,Yala,27,1,12,2014,1
,Yala,34,1,12,2014,1
,Yala,16,1,11,2014,1
,Yala,28,1,11,2014,1
,Yala,26,1,12,2014,1
,Yala,16,1,11,2014,1
,Yala,24,1,11,2014,1
,Yala,16,1,11,2014,1
,Yala,14,1,11,2014,1
,Yala,10,1,11,2014,1
,Yala,33,1,11,2014,1
,Yala,21,1,12,2014,1
,Yala,13,1,11,2014,1
,Yala,15,1,11,2014,1
,Yala,14,1,12,2014,1
,Yala,18,1,12,2014,1
,Yala,24,1,11,2014,1
,Yala,34,1,11,2014,1
,Yala,28,1,11,2014,1
,Yala,21,1,11,2014,1
,Yala,19,1,11,2014,1
,Yala,22,1,11,2014,1
,Yala,21,1,11,2014,1
,Yala,10,1,10,2014,1
,Yala,13,1,10,2014,1
,Yala,14,1,10,2014,1
,Yala,13,1,10,2014,1
,Yala,10,1,10,2014,1
,Yala,11,1,10,2014,1
,Yala,17,1,10,2014,1
,Yala,22,1,11,2014,1
,Yala,32,1,10,2014,1
,Yala,22,1,10,2014,1
,Yala,33,1,10,2014,1
,Yala,12,1,12,2014,1
,Yala,20,1,11,2014,1
,Yala,17,1,11,2014,1
,Yala,22,1,10,2014,1
,Yala,20,1,11,2014,1
,Yala,18,1,11,2014,1
,Yala,13,1,11,2014,1
,Yala,19,1,11,2014,1
,Yala,20,1,11,2014,1
,Yala,20,1,11,2014,1
,Yala,30,1,12,2014,1
,Yala,22,1,11,2014,1
,Yala,19,1,12,2014,1
,Yala,34,1,12,2014,1
,Yala,17,1,10,2014,1
,Yala,26,1,10,2014,1
,Yala,16,1,11,2014,1
,Yala,15,1,11,2014,1
,Yala,13,1,11,2014,1
,Yala,33,1,11,2014,1
,Yala,23,1,11,2014,1
,Yala,33,1,11,2014,1
,Yala,12,1,11,2014,1
,Yala,13,1,11,2014,1
,Yala,9,1,11,2014,1
,Yala,23,1,11,2014,1
,Yala,14,1,11,2014,1
,Yala,25,1,10,2014,1
,Yala,13,1,10,2014,1
,Yala,13,1,10,2014,1
,Yala,18,1,10,2014,1
,Yala,20,1,12,2014,1
,Yala,17,1,12,2014,1
,Yala,25,1,1,2015,1
,Yala,14,1,12,2014,1
,Yala,33,1,12,2014,1
,Yala,20,1,12,2014,1
,Yala,22,1,12,2014,1
,Yala,30,1,12,2014,1
,Yala,23,1,10,2014,1
,Yala,38,1,12,2014,1
,Yala,10,1,12,2014,1
,Yala,33,1,12,2014,1
,Yala,16,1,12,2014,1
,Yala,23,1,12,2014,1
,Yala,15,1,12,2014,1
,Yala,18,1,12,2014,1
,Yala,20,1,1,2015,1
,Yala,29,1,12,2014,1
,Yala,15,1,1,2015,1
,Yala,21,1,12,2014,1
,Yala,19,1,12,2014,1
,Yala,38,1,12,2014,1
,Yala,20,1,12,2014,1
,Yala,46,1,12,2014,1
,Yala,16,1,1,2015,1
,Yala,26,1,10,2014,1
,Yala,42,1,11,2014,1
,Yala,30,1,11,2014,1
,Yala,24,1,11,2014,1
,Yala,35,1,11,2014,1
,Yala,35,1,11,2014,1
,Yala,39,1,11,2014,1
,Yala,20,1,11,2014,1
,Yala,33,1,11,2014,1
,Yala,24,1,11,2014,1
,Yala,36,1,11,2014,1
,Yala,29,1,12,2014,1
,Yala,29,1,12,2014,1
,Yala,17,1,10,2014,1
,Yala,23,1,10,2014,1
,Yala,19,1,10,2014,1
,Yala,20,1,12,2014,1
,Yala,18,1,12,2014,1
,Yala,37,1,12,2014,1
,Yala,19,1,12,2014,1
,Yala,25,1,12,2014,1
,Yala,36,1,12,2014,1
,Yala,30,1,12,2014,1
,Yala,13,1,12,2014,1
,Yala,18,1,12,2014,1
,Yala,26,1,11,2014,1
,Yala,63,1,11,2014,1
,Yala,18,1,11,2014,1
,Yala,47,1,11,2014,1
,Yala,43,1,11,2014,1
,Yala,15,1,11,2014,1
,Yala,22,1,12,2014,1
,Yala,12,1,12,2014,1
,Yala,24,1,11,2014,1
,Yala,44,1,11,2014,1
,Yala,41,1,11,2014,1
,Yala,59,1,11,2014,1
,Yala,74,1,12,2014,1
,Yala,17,1,12,2014,1
,Yala,24,1,11,2014,1
,Yala,27,1,11,2014,1
,Yala,25,1,11,2014,1
,Yala,14,1,11,2014,1
,Yala,21,1,11,2014,1
,Yala,22,1,11,2014,1
,Yala,25,1,11,2014,1
,Yala,25,1,11,2014,1
,Yala,12,1,12,2014,1
,Yala,20,1,12,2014,1
,Yala,30,1,12,2014,1
,Yala,14,1,12,2014,1
,Yala,17,1,12,2014,1
,Yala,14,1,12,2014,1
,Yala,24,1,12,2014,1
,Yala,17,1,12,2014,1
,Yala,24,1,12,2014,1
,Yala,20,1,12,2014,1
,Yala,23,1,12,2014,1
,Yala,22,1,12,2014,1
,Yala,17,1,12,2014,1
,Yala,17,1,12,2014,1
,Yala,20,1,12,2014,1
,Yala,38,1,12,2014,1
,Yala,16,1,12,2014,1
,Yala,13,1,12,2014,1
,Yala,13,1,12,2014,1
,Yala,16,1,12,2014,1
,Yala,19,1,12,2014,1
,Yala,16,1,12,2014,1
,Yala,18,1,12,2014,1
,Yala,20,1,12,2014,1
,Yala,13,1,12,2014,1
,Yala,20,1,12,2014,1
,Yala,22,1,12,2014,1
,Yala,19,1,12,2014,1
,Yala,23,1,12,2014,1
,Yala,30,1,12,2014,1
,Yala,15,1,12,2014,1
,Yala,48,1,12,2014,1
,Yala,60,1,12,2014,1
,Yala,27,1,12,2014,1
,Yala,16,1,12,2014,1
,Yala,24,1,12,2014,1
,Yala,25,1,12,2014,1
,Yala,23,1,11,2014,1
,Yala,29,1,11,2014,1
,Yala,25,1,11,2014,1
,Yala,20,1,11,2014,1
,Yala,23,1,11,2014,1
,Yala,26,1,11,2014,1
,Yala,54,1,11,2014,1
,Yala,44,1,11,2014,1
,Yala,30,1,11,2014,1
,Yala,20,1,11,2014,1
,Yala,18,1,11,2014,1
,Yala,30,1,11,2014,1
,Yala,29,1,1,2015,1
,Yala,27,1,11,2014,1
,Yala,23,1,11,2014,1
,Yala,27,1,11,2014,1
,Yala,30,1,11,2014,1
,Yala,14,1,11,2014,1
,Yala,26,1,11,2014,1
,Yala,11,1,11,2014,1
,Yala,11,1,1,2015,1
,Yala,18,1,11,2014,1
,Yala,21,1,11,2014,1
,Yala,13,1,11,2014,1
,Yala,26,1,11,2014,1
,Yala,34,1,11,2014,1
,Yala,56,1,11,2014,1
,Yala,12,1,12,2014,1
,Yala,16,1,12,2014,1
,Yala,29,1,12,2014,1
,Yala,21,1,12,2014,1
,Yala,28,1,12,2014,1
,Yala,23,1,10,2014,1
,Yala,13,1,10,2014,1
,Yala,31,1,12,2014,1
,Yala,24,1,12,2014,1
,Yala,34,1,10,2014,1
,Yala,33,1,11,2014,1
,Yala,27,1,12,2014,1
,Yala,24,1,10,2014,1
,Yala,17,1,10,2014,1
,Yala,16,1,10,2014,1
,Yala,25,1,11,2014,1
,Yala,41,1,11,2014,1
,Yala,20,1,12,2014,1
,Yala,29,1,12,2014,1
,Yala,34,1,10,2014,1
,Yala,36,1,11,2014,1
,Yala,22,1,1,2015,1
,Yala,35,1,10,2014,1
,Yala,24,1,10,2014,1
,Yala,30,1,10,2014,1
,Yala,18,1,10,2014,1
,Yala,21,1,11,2014,1
,Yala,14,1,12,2014,1
,Yala,18,1,11,2014,1
,Yala,30,1,11,2014,1
,Yala,19,1,11,2014,1
,Yala,28,1,11,2014,1
,Yala,24,1,11,2014,1
,Yala,15,1,12,2014,1
,Yala,23,1,12,2014,1
,Yala,16,1,12,2014,1
,Yala,52,1,12,2014,1
,Yala,11,1,12,2014,1
,Yala,12,1,12,2014,1
,Yala,17,1,12,2014,1
,Yala,20,1,12,2014,1
,Yala,24,1,12,2014,1
,Yala,17,1,12,2014,1
,Yala,21,1,12,2014,1
,Yala,10,1,12,2014,1
,Yala,21,1,12,2014,1
,Yala,24,1,12,2014,1
,Yala,21,1,12,2014,1
,Yala,18,1,1,2015,1
,Yala,22,1,12,2014,1
,Yala,34,1,11,2014,1
,Yala,16,1,12,2014,1
,Yala,18,1,1,2015,1
,Yala,15,1,12,2014,1
,Yala,25,1,11,2014,1
,Yala,27,1,11,2014,1
,Yala,32,1,11,2014,1
,Yala,23,1,12,2014,1
,Yala,17,1,12,2014,1
,Yala,57,1,12,2014,1
,Yala,31,1,12,2014,1
,Yala,22,1,12,2014,1
,Yala,20,1,12,2014,1
,Yala,28,1,12,2014,1
,Yala,42,1,12,2014,1
,Yala,43,1,12,2014,1
,Yala,13,1,11,2014,1
,Yala,34,1,11,2014,1
,Yala,25,1,11,2014,1
,Yala,24,1,11,2014,1
,Yala,33,1,12,2014,1
,Yala,48,1,11,2014,1
,Yala,24,1,12,2014,1
,Yala,15,1,12,2014,1
,Yala,25,1,11,2014,1
,Yala,32,1,11,2014,1
,Yala,18,1,11,2014,1
,Yala,13,1,12,2014,1
,Yala,23,1,11,2014,1
,Yala,21,1,11,2014,1
,Yala,27,1,11,2014,1
,Yala,31,1,11,2014,1
,Yala,19,1,11,2014,1
,Yala,18,1,11,2014,1
,Yala,25,1,11,2014,1
,Yala,26,1,12,2014,1
,Yala,23,1,12,2014,1
,Yala,33,1,11,2014,1
,Yala,15,1,11,2014,1
,Yala,16,1,11,2014,1
,Yala,27,1,11,2014,1
,Yala,17,1,11,2014,1
,Yala,25,1,11,2014,1
,Yala,29,1,11,2014,1
,Yala,13,1,3,2015,1
,Yala,49,1,11,2014,1
,Yala,38,1,11,2014,1
,Yala,22,1,11,2014,1
,Yala,21,1,11,2014,1
,Yala,19,1,11,2014,1
,Yala,28,1,12,2014,1
,Yala,30,1,11,2014,1
,Yala,19,1,11,2014,1
,Yala,34,1,11,2014,1
,Yala,17,1,1,2015,1
,Yala,29,1,12,2014,1
,Yala,15,1,11,2014,1
,Yala,15,1,11,2014,1
,Yala,26,1,11,2014,1
,Yala,31,1,11,2014,1
,Yala,28,1,1,2015,1
,Yala,20,1,11,2014,1
,Yala,25,1,12,2014,1
,Yala,18,1,12,2014,1
,Yala,16,1,12,2014,1
,Yala,32,1,12,2014,1
,Yala,13,1,12,2014,1
,Yala,20,1,12,2014,1
,Yala,22,1,12,2014,1
,Yala,46,1,12,2014,1
,Yala,22,1,12,2014,1
,Yala,14,1,12,2014,1
,Yala,18,1,12,2014,1
,Yala,19,1,11,2014,1
,Yala,23,1,11,2014,1
,Yala,18,1,11,2014,1
,Yala,42,1,11,2014,1
,Yala,18,1,11,2014,1
,Yala,16,1,11,2014,1
,Yala,18,1,11,2014,1
,Yala,12,1,11,2014,1
,Yala,20,1,12,2014,1
,Yala,23,1,11,2014,1
,Yala,18,1,11,2014,1
,Yala,13,1,12,2014,1
,Yala,20,1,11,2014,1
,Yala,15,1,12,2014,1
,Yala,21,1,11,2014,1
,Yala,14,1,10,2014,1
,Yala,15,1,12,2014,1
,Yala,14,1,10,2014,1
,Yala,20,1,11,2014,1
,Yala,101,1,11,2014,1
,Yala,35,1,11,2014,1
,Yala,18,1,11,2014,1
,Yala,25,1,10,2014,1
,Yala,23,1,11,2014,1
,Yala,20,1,11,2014,1
,Yala,18,1,11,2014,1
,Yala,21,1,11,2014,1
,Yala,27,1,3,2015,1
,Yala,21,1,11,2014,1
,Yala,17,1,11,2014,1
,Yala,21,1,11,2014,1
,Yala,8,1,10,2014,1
,Yala,15,1,10,2014,1
,Yala,52,1,11,2014,1
,Yala,20,1,11,2014,1
,Yala,23,1,11,2014,1
,Yala,22,1,11,2014,1
,Yala,37,1,11,2014,1
,Yala,30,1,11,2014,1
,Yala,23,1,11,2014,1
,Yala,31,1,11,2014,1
,Yala,18,1,10,2014,1
,Yala,13,1,10,2014,1
,Yala,16,1,10,2014,1
,Yala,19,1,11,2014,1
,Yala,21,1,11,2014,1
,Yala,17,1,11,2014,1
,Yala,15,1,10,2014,1
,Yala,14,1,12,2014,1
,Yala,13,1,12,2014,1
,Yala,38,1,12,2014,1
,Yala,23,1,12,2014,1
,Yala,16,1,11,2014,1
,Yala,17,1,11,2014,1
,Yala,23,1,12,2014,1
,Yala,27,1,12,2014,1
,Yala,31,1,12,2014,1
,Yala,13,1,12,2014,1
,Yala,15,1,12,2014,1
,Yala,32,1,1,2015,1
,Yala,18,1,11,2014,1
,Yala,12,1,1,2015,1
,Yala,20,1,12,2014,1
,Yala,21,1,12,2014,1
,Yala,13,1,12,2014,1
,Yala,26,1,12,2014,1
,Yala,19,1,12,2014,1
,Yala,11,1,12,2014,1
,Yala,29,1,12,2014,1
,Yala,24,1,12,2014,1
,Yala,19,1,12,2014,1
,Yala,35,1,12,2014,1
,Yala,41,1,11,2014,1
,Yala,39,1,11,2014,1
,Yala,32,1,11,2014,1
,Yala,32,1,11,2014,1
,Yala,26,1,11,2014,1
,Yala,41,1,12,2014,1
,Yala,33,1,11,2014,1
,Yala,73,1,11,2014,1
,Yala,17,1,11,2014,1
,Yala,23,1,11,2014,1
,Yala,19,1,11,2014,1
,Yala,31,1,12,2014,1
,Yala,14,1,11,2014,1
,Yala,34,1,11,2014,1
,Yala,21,1,11,2014,1
,Yala,27,1,11,2014,1
,Yala,21,1,12,2014,1
,Yala,27,1,12,2014,1
,Yala,15,1,12,2014,1
,Yala,40,1,12,2014,1
,Yala,22,1,12,2014,1
,Yala,19,1,11,2014,1
,Yala,17,1,12,2014,1
,Yala,18,1,12,2014,1
,Yala,17,1,12,2014,1
,Yala,26,1,12,2014,1
,Yala,16,1,12,2014,1
,Yala,17,1,12,2014,1
,Yala,19,1,11,2014,1
,Yala,19,1,11,2014,1
,Yala,18,1,11,2014,1
,Yala,16,1,11,2014,1
,Yala,35,1,11,2014,1
,Yala,41,1,12,2014,1
,Yala,34,1,11,2014,1
,Yala,44,1,11,2014,1
,Yala,15,1,11,2014,1
,Yala,25,1,11,2014,1
,Yala,19,1,11,2014,1
,Yala,20,1,11,2014,1
,Yala,37,1,11,2014,1
,Yala,32,1,11,2014,1
,Yala,37,1,11,2014,1
,Yala,40,1,11,2014,1
,Yala,39,1,11,2014,1
,Yala,30,1,11,2014,1
,Yala,35,1,11,2014,1
,Yala,16,1,11,2014,1
,Yala,21,1,11,2014,1
,Yala,15,1,11,2014,1
,Yala,39,1,11,2014,1
,Yala,26,1,11,2014,1
,Yala,24,1,11,2014,1
,Yala,29,1,11,2014,1
,Yala,23,1,11,2014,1
,Yala,29,1,11,2014,1
,Yala,16,1,11,2014,1
,Yala,19,1,11,2014,1
,Yala,13,1,11,2014,1
,Yala,19,1,11,2014,1
,Yala,39,1,11,2014,1
,Yala,23,1,11,2014,1
,Yala,24,1,11,2014,1
,Yala,24,1,11,2014,1
,Yala,15,1,11,2014,1
,Yala,25,1,11,2014,1
,Yala,35,1,11,2014,1
,Yala,13,1,10,2014,1
,Yala,25,1,10,2014,1
,Yala,18,1,10,2014,1
,Yala,20,1,10,2014,1
,Yala,19,1,10,2014,1
,Yala,16,1,10,2014,1
,Yala,26,1,10,2014,1
,Yala,42,1,10,2014,1
,Yala,30,1,11,2014,1
,Yala,42,1,10,2014,1
,Yala,19,1,11,2014,1
,Yala,15,1,11,2014,1
,Yala,22,1,11,2014,1
,Yala,21,1,11,2014,1
,Yala,25,1,10,2014,1
,Yala,28,1,10,2014,1
,Yala,30,1,10,2014,1
,Yala,33,1,10,2014,1
,Yala,25,1,10,2014,1
,Yala,14,1,11,2014,1
,Yala,22,1,10,2014,1
,Yala,30,1,10,2014,1
,Yala,12,1,10,2014,1
,Yala,14,1,10,2014,1
,Yala,22,1,10,2014,1
,Yala,21,1,10,2014,1
,Yala,21,1,10,2014,1
,Yala,28,1,10,2014,1
,Yala,26,1,10,2014,1
,Yala,14,1,10,2014,1
,Yala,12,1,10,2014,1
,Yala,35,1,11,2014,1
,Yala,35,1,10,2014,1
,Yala,16,1,5,2014,1
,Yala,13,1,10,2014,1
,Yala,24,1,10,2014,1
,Yala,57,1,10,2014,1
,Yala,18,1,10,2014,1
,Yala,32,1,10,2014,1
,Yala,25,1,11,2014,1
,Yala,21,1,10,2014,1
,Kakamega,24,1,1,2015,1
,Kakamega,27,1,1,2015,1
,Kakamega,22,1,1,2015,1
,Kakamega,52,1,1,2015,1
,Kakamega,24,1,1,2015,1
,Kakamega,16,1,1,2015,1
,Kakamega,21,1,1,2015,1
,Kakamega,14,1,1,2015,1
,Kakamega,14,1,1,2015,1
,Kakamega,22,1,1,2015,1
,Kakamega,15,1,1,2015,1
,Kakamega,87,1,1,2015,1
,Kakamega,22,1,2,2015,1
,Kakamega,33,1,2,2015,1
,Kakamega,42,1,1,2015,1
,Kakamega,22,1,1,2015,1
,Kakamega,43,1,2,2015,1
,Kakamega,31,1,1,2015,1
,Kakamega,26,1,1,2015,1
,Kakamega,28,1,1,2015,1
,Kakamega,23,1,1,2015,1
,Kakamega,36,1,1,2015,1
,Kakamega,14,1,2,2015,1
,Kakamega,59,1,2,2015,1
,Kakamega,33,1,1,2015,1
,Kakamega,24,1,1,2015,1
,Kakamega,29,1,2,2015,1
,Kakamega,17,1,1,2015,1
,Kakamega,31,1,1,2015,1
,Kakamega,49,1,1,2015,1
,Kakamega,37,1,1,2015,1
,Kakamega,14,1,2,2015,1
,Kakamega,66,1,1,2015,1
,Kakamega,38,1,1,2015,1
,Kakamega,31,1,1,2015,1
,Kakamega,42,1,1,2015,1
,Kakamega,12,1,2,2015,1
,Kakamega,21,1,2,2015,1
,Kakamega,30,1,1,2015,1
,Kakamega,19,1,1,2015,1
,Kakamega,27,1,1,2015,1
,Kakamega,28,1,2,2015,1
,Kakamega,34,1,2,2015,1
,Kakamega,20,1,2,2015,1
,Kakamega,21,1,2,2015,1
,Kakamega,18,1,2,2015,1
,Kakamega,37,1,1,2015,1
,Kakamega,35,1,1,2015,1
,Kakamega,34,1,2,2015,1
,Kakamega,18,1,2,2015,1
,Kakamega,18,1,2,2015,1
,Kakamega,21,1,2,2015,1
,Kakamega,17,1,2,2015,1
,Kakamega,11,1,1,2015,1
