id,program,cem301_attendees_total,cem009_country,month,year,country
,Siaya,21,1,9,2013,1
,Siaya,25,1,9,2013,1
,Siaya,25,1,9,2013,1
,Siaya,136,1,9,2013,1
,Siaya,21,1,9,2013,1
,Siaya,22,1,9,2013,1
,Siaya,38,1,9,2013,1
,Siaya,23,1,9,2013,1
,Siaya,49,1,9,2013,1
,Siaya,19,1,9,2013,1
,Siaya,23,1,9,2013,1
,Siaya,24,1,9,2013,1
,Siaya,24,1,9,2013,1
,Siaya,29,1,9,2013,1
,Siaya,30,1,9,2013,1
,Siaya,19,1,9,2013,1
,Siaya,13,1,9,2013,1
,Siaya,16,1,9,2013,1
,Siaya,27,1,9,2013,1
,Siaya,25,1,9,2013,1
,Siaya,32,1,9,2013,1
,Siaya,20,1,10,2013,1
,Siaya,16,1,10,2013,1
,Siaya,80,1,10,2013,1
,Siaya,15,1,9,2013,1
,Siaya,22,1,9,2013,1
,Siaya,22,1,9,2013,1
,Siaya,19,1,9,2013,1
,Siaya,41,1,9,2013,1
,Siaya,24,1,9,2013,1
,Siaya,22,1,10,2013,1
,Siaya,16,1,10,2013,1
,Siaya,16,1,10,2013,1
,Siaya,18,1,9,2013,1
,Siaya,21,1,9,2013,1
,Siaya,25,1,10,2013,1
,Siaya,29,1,9,2013,1
,Siaya,25,1,9,2013,1
,Siaya,22,1,10,2013,1
,Siaya,19,1,9,2013,1
,Siaya,24,1,9,2013,1
,Siaya,22,1,10,2013,1
,Siaya,25,1,9,2013,1
,Siaya,89,1,9,2013,1
,Siaya,20,1,9,2013,1
,Siaya,19,1,9,2013,1
,Siaya,15,1,9,2013,1
,Siaya,19,1,9,2013,1
,Siaya,15,1,9,2013,1
,Siaya,17,1,9,2013,1
,Siaya,12,1,9,2013,1
,Siaya,15,1,9,2013,1
,Siaya,19,1,9,2013,1
,Siaya,15,1,9,2013,1
,Siaya,23,1,9,2013,1
,Siaya,15,1,9,2013,1
,Siaya,26,1,9,2013,1
,Siaya,27,1,9,2013,1
,Siaya,19,1,9,2013,1
,Siaya,27,1,9,2013,1
,Siaya,16,1,9,2013,1
,Siaya,18,1,9,2013,1
,Siaya,18,1,9,2013,1
,Siaya,32,1,9,2013,1
,Siaya,22,1,9,2013,1
,Siaya,31,1,9,2013,1
,Siaya,52,1,9,2013,1
,Siaya,12,1,9,2013,1
,Siaya,12,1,9,2013,1
,Siaya,56,1,9,2013,1
,Siaya,17,1,9,2013,1
,Siaya,30,1,9,2013,1
,Siaya,50,1,9,2013,1
,Siaya,26,1,9,2013,1
,Siaya,20,1,9,2013,1
,Siaya,17,1,9,2013,1
,Siaya,16,1,9,2013,1
,Siaya,15,1,9,2013,1
,Siaya,22,1,9,2013,1
,Siaya,13,1,9,2013,1
,Siaya,14,1,9,2013,1
,Siaya,24,1,9,2013,1
,Siaya,21,1,9,2013,1
,Siaya,18,1,9,2013,1
,Siaya,33,1,9,2013,1
,Siaya,25,1,10,2013,1
,Siaya,19,1,9,2013,1
,Siaya,14,1,9,2013,1
,Siaya,24,1,9,2013,1
,Siaya,21,1,10,2013,1
,Siaya,16,1,10,2013,1
,Siaya,23,1,9,2013,1
,Siaya,23,1,9,2013,1
,Siaya,16,1,9,2013,1
,Siaya,17,1,9,2013,1
,Siaya,20,1,9,2013,1
,Siaya,17,1,9,2013,1
,Siaya,16,1,9,2013,1
,Siaya,26,1,9,2013,1
,Siaya,15,1,9,2013,1
,Siaya,15,1,9,2013,1
,Siaya,10,1,9,2013,1
,Siaya,16,1,10,2013,1
,Siaya,15,1,9,2013,1
,Siaya,16,1,9,2013,1
,Siaya,21,1,9,2013,1
,Siaya,31,1,9,2013,1
,Siaya,28,1,9,2013,1
,Siaya,25,1,10,2013,1
,Siaya,19,1,9,2013,1
,Siaya,13,1,9,2013,1
,Siaya,11,1,10,2013,1
,Siaya,19,1,9,2013,1
,Siaya,25,1,9,2013,1
,Siaya,23,1,9,2013,1
,Siaya,17,1,9,2013,1
,Siaya,16,1,9,2013,1
,Siaya,22,1,9,2013,1
,Siaya,12,1,9,2013,1
,Siaya,14,1,9,2013,1
,Siaya,18,1,9,2013,1
,Siaya,22,1,10,2013,1
,Siaya,12,1,9,2013,1
,Siaya,14,1,9,2013,1
,Siaya,19,1,10,2013,1
,Siaya,33,1,9,2013,1
,Siaya,16,1,9,2013,1
,Siaya,23,1,9,2013,1
,Siaya,22,1,10,2013,1
,Siaya,18,1,9,2013,1
,Siaya,38,1,9,2013,1
,Siaya,31,1,9,2013,1
,Siaya,36,1,9,2013,1
,Siaya,28,1,9,2013,1
,Siaya,27,1,9,2013,1
,Siaya,21,1,10,2013,1
,Siaya,26,1,9,2013,1
,Siaya,16,1,9,2013,1
,Siaya,20,1,9,2013,1
,Siaya,19,1,9,2013,1
,Siaya,24,1,9,2013,1
,Siaya,26,1,9,2013,1
,Siaya,23,1,9,2013,1
,Siaya,24,1,9,2013,1
,Siaya,21,1,9,2013,1
,Siaya,12,1,9,2013,1
,Siaya,32,1,9,2013,1
,Siaya,28,1,9,2013,1
,Siaya,27,1,9,2013,1
,Siaya,16,1,9,2013,1
,Siaya,24,1,9,2013,1
,Siaya,21,1,9,2013,1
,Siaya,20,1,9,2013,1
,Siaya,18,1,9,2013,1
,Siaya,19,1,9,2013,1
,Siaya,28,1,9,2013,1
,Siaya,20,1,9,2013,1
,Siaya,34,1,9,2013,1
,Siaya,17,1,9,2013,1
,Siaya,12,1,9,2013,1
,Siaya,22,1,9,2013,1
,Siaya,21,1,9,2013,1
,Siaya,19,1,9,2013,1
,Siaya,14,1,9,2013,1
,Siaya,81,1,9,2013,1
,Siaya,13,1,9,2013,1
,Siaya,21,1,9,2013,1
,Siaya,28,1,9,2013,1
,Siaya,24,1,9,2013,1
,Siaya,17,1,9,2013,1
,Siaya,23,1,9,2013,1
,Siaya,17,1,10,2013,1
,Siaya,13,1,9,2013,1
,Siaya,32,1,9,2013,1
,Siaya,62,1,9,2013,1
,Siaya,78,1,9,2013,1
,Siaya,22,1,9,2013,1
,Siaya,41,1,9,2013,1
,Siaya,16,1,9,2013,1
,Siaya,32,1,9,2013,1
,Siaya,13,1,9,2013,1
,Siaya,38,1,9,2013,1
,Siaya,28,1,9,2013,1
,Siaya,27,1,9,2013,1
,Siaya,16,1,9,2013,1
,Siaya,44,1,9,2013,1
,Siaya,17,1,9,2013,1
,Siaya,42,1,9,2013,1
,Siaya,17,1,10,2013,1
,Siaya,23,1,9,2013,1
,Siaya,31,1,9,2013,1
,Siaya,18,1,10,2013,1
,Siaya,35,1,9,2013,1
,Siaya,18,1,10,2013,1
,Siaya,62,1,9,2013,1
,Siaya,23,1,10,2013,1
,Siaya,29,1,10,2013,1
,Siaya,30,1,10,2013,1
,Siaya,28,1,10,2013,1
,Siaya,51,1,10,2013,1
,Siaya,49,1,10,2013,1
,Siaya,30,1,10,2013,1
,Siaya,17,1,10,2013,1
,Siaya,40,1,10,2013,1
,Siaya,19,1,10,2013,1
,Siaya,11,1,10,2013,1
,Siaya,23,1,9,2013,1
,Siaya,38,1,9,2013,1
,Siaya,31,1,10,2013,1
,Siaya,18,1,9,2013,1
,Siaya,21,1,9,2013,1
,Siaya,23,1,9,2013,1
,Siaya,32,1,9,2013,1
,Siaya,16,1,10,2013,1
,Siaya,19,1,9,2013,1
,Siaya,19,1,10,2013,1
,Siaya,17,1,9,2013,1
,Siaya,19,1,9,2013,1
,Siaya,21,1,10,2013,1
,Siaya,19,1,10,2013,1
,Vihiga,23,1,8,2013,1
,Vihiga,27,1,8,2013,1
,Vihiga,30,1,8,2013,1
,Vihiga,35,1,8,2013,1
,Vihiga,15,1,8,2013,1
,Vihiga,26,1,8,2013,1
,Vihiga,25,1,8,2013,1
,Vihiga,19,1,8,2013,1
,Vihiga,20,1,8,2013,1
,Vihiga,18,1,8,2013,1
,Vihiga,31,1,8,2013,1
,Vihiga,21,1,8,2013,1
,Vihiga,21,1,8,2013,1
,Vihiga,24,1,8,2013,1
,Vihiga,19,1,8,2013,1
,Vihiga,29,1,8,2013,1
,Vihiga,22,1,8,2013,1
,Vihiga,18,1,8,2013,1
,Vihiga,23,1,8,2013,1
,Vihiga,19,1,8,2013,1
,Vihiga,16,1,8,2013,1
,Vihiga,20,1,8,2013,1
,Vihiga,17,1,8,2013,1
,Vihiga,15,1,8,2013,1
,Vihiga,20,1,8,2013,1
,Vihiga,21,1,8,2013,1
,Vihiga,12,1,8,2013,1
,Vihiga,40,1,8,2013,1
,Vihiga,30,1,8,2013,1
,Vihiga,28,1,8,2013,1
,Vihiga,36,1,8,2013,1
,Vihiga,40,1,8,2013,1
,Vihiga,11,1,10,2013,1
,Vihiga,26,1,8,2013,1
,Vihiga,15,1,8,2013,1
,Vihiga,17,1,8,2013,1
,Vihiga,10,1,8,2013,1
,Vihiga,25,1,8,2013,1
,Vihiga,28,1,8,2013,1
,Vihiga,32,1,8,2013,1
,Vihiga,31,1,8,2013,1
,Vihiga,22,1,8,2013,1
,Vihiga,19,1,10,2013,1
,Vihiga,20,1,8,2013,1
,Vihiga,34,1,8,2013,1
,Vihiga,24,1,8,2013,1
,Vihiga,28,1,10,2013,1
,Vihiga,26,1,8,2013,1
,Vihiga,23,1,8,2013,1
,Vihiga,23,1,8,2013,1
,Vihiga,15,1,8,2013,1
,Vihiga,17,1,8,2013,1
,Vihiga,12,1,8,2013,1
,Vihiga,30,1,8,2013,1
,Vihiga,25,1,8,2013,1
,Vihiga,34,1,8,2013,1
,Vihiga,35,1,8,2013,1
,Vihiga,27,1,8,2013,1
,Vihiga,19,1,8,2013,1
,Vihiga,46,1,8,2013,1
,Vihiga,23,1,8,2013,1
,Vihiga,18,1,8,2013,1
,Vihiga,35,1,8,2013,1
,Vihiga,31,1,8,2013,1
,Vihiga,17,1,10,2013,1
,Vihiga,23,1,8,2013,1
,Vihiga,18,1,8,2013,1
,Vihiga,27,1,8,2013,1
,Vihiga,21,1,10,2013,1
,Vihiga,17,1,8,2013,1
,Vihiga,25,1,8,2013,1
,Vihiga,52,1,8,2013,1
,Vihiga,26,1,8,2013,1
,Vihiga,40,1,8,2013,1
,Vihiga,19,1,8,2013,1
,Vihiga,20,1,8,2013,1
,Vihiga,48,1,8,2013,1
,Vihiga,26,1,8,2013,1
,Vihiga,23,1,8,2013,1
,Vihiga,27,1,8,2013,1
,Vihiga,29,1,8,2013,1
,Vihiga,36,1,8,2013,1
,Vihiga,35,1,8,2013,1
,Vihiga,29,1,8,2013,1
,Vihiga,45,1,8,2013,1
,Vihiga,45,1,8,2013,1
,Vihiga,34,1,8,2013,1
,Vihiga,26,1,8,2013,1
,Vihiga,21,1,8,2013,1
,Vihiga,16,1,8,2013,1
,Vihiga,41,1,8,2013,1
,Vihiga,65,1,10,2013,1
,Vihiga,28,1,8,2013,1
,Vihiga,28,1,8,2013,1
,Vihiga,18,1,8,2013,1
,Vihiga,81,1,8,2013,1
,Vihiga,22,1,8,2013,1
,Vihiga,24,1,8,2013,1
,Vihiga,38,1,8,2013,1
,Vihiga,51,1,8,2013,1
,Vihiga,31,1,8,2013,1
,Vihiga,26,1,8,2013,1
,Vihiga,22,1,8,2013,1
,Vihiga,51,1,8,2013,1
,Vihiga,54,1,8,2013,1
,Vihiga,49,1,8,2013,1
,Vihiga,25,1,10,2013,1
,Vihiga,26,1,8,2013,1
,Vihiga,30,1,8,2013,1
,Vihiga,17,1,8,2013,1
,Vihiga,27,1,8,2013,1
,Vihiga,22,1,8,2013,1
,Vihiga,15,1,8,2013,1
,Vihiga,33,1,8,2013,1
,Vihiga,35,1,8,2013,1
,Vihiga,19,1,8,2013,1
,Vihiga,22,1,8,2013,1
,Vihiga,22,1,8,2013,1
,Vihiga,22,1,8,2013,1
,Vihiga,18,1,8,2013,1
,Vihiga,35,1,8,2013,1
,Vihiga,21,1,8,2013,1
,Vihiga,22,1,8,2013,1
,Vihiga,40,1,8,2013,1
,Vihiga,50,1,8,2013,1
,Vihiga,30,1,8,2013,1
,Vihiga,34,1,8,2013,1
,Vihiga,27,1,8,2013,1
,Vihiga,33,1,8,2013,1
,Vihiga,28,1,8,2013,1
,Vihiga,35,1,8,2013,1
,Vihiga,38,1,8,2013,1
,Vihiga,33,1,8,2013,1
,Vihiga,28,1,8,2013,1
,Vihiga,33,1,8,2013,1
,Vihiga,50,1,8,2013,1
,Vihiga,20,1,8,2013,1
,Vihiga,18,1,10,2013,1
,Vihiga,28,1,8,2013,1
,Vihiga,20,1,10,2013,1
,Vihiga,32,1,8,2013,1
,Vihiga,32,1,8,2013,1
,Vihiga,22,1,8,2013,1
,Vihiga,36,1,8,2013,1
,Vihiga,31,1,8,2013,1
,Vihiga,31,1,8,2013,1
,Vihiga,33,1,8,2013,1
,Vihiga,16,1,10,2013,1
,Vihiga,24,1,8,2013,1
,Vihiga,25,1,8,2013,1
,Vihiga,24,1,8,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,40,1,8,2013,1
,Vihiga,37,1,8,2013,1
,Vihiga,13,1,9,2013,1
,Vihiga,14,1,10,2013,1
,Vihiga,25,1,8,2013,1
,Vihiga,20,1,8,2013,1
,Vihiga,34,1,8,2013,1
,Vihiga,33,1,8,2013,1
,Vihiga,34,1,8,2013,1
,Vihiga,32,1,8,2013,1
,Vihiga,32,1,8,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,30,1,8,2013,1
,Vihiga,15,1,10,2013,1
,Vihiga,31,1,8,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,32,1,8,2013,1
,Vihiga,20,1,8,2013,1
,Vihiga,25,1,8,2013,1
,Vihiga,33,1,8,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,50,1,8,2013,1
,Vihiga,34,1,8,2013,1
,Vihiga,18,1,8,2013,1
,Vihiga,34,1,8,2013,1
,Vihiga,33,1,8,2013,1
,Vihiga,23,1,8,2013,1
,Vihiga,24,1,8,2013,1
,Vihiga,36,1,8,2013,1
,Vihiga,22,1,8,2013,1
,Vihiga,19,1,8,2013,1
,Vihiga,32,1,8,2013,1
,Vihiga,24,1,8,2013,1
,Vihiga,34,1,8,2013,1
,Vihiga,22,1,8,2013,1
,Vihiga,10,1,9,2013,1
,Vihiga,40,1,8,2013,1
,Vihiga,27,1,9,2013,1
,Vihiga,30,1,8,2013,1
,Vihiga,37,1,8,2013,1
,Vihiga,15,1,8,2013,1
,Vihiga,32,1,8,2013,1
,Vihiga,35,1,8,2013,1
,Vihiga,21,1,8,2013,1
,Vihiga,17,1,8,2013,1
,Vihiga,22,1,8,2013,1
,Vihiga,11,1,10,2013,1
,Vihiga,20,1,8,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,30,1,8,2013,1
,Vihiga,17,1,8,2013,1
,Vihiga,19,1,8,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,43,1,8,2013,1
,Vihiga,37,1,8,2013,1
,Vihiga,51,1,8,2013,1
,Vihiga,21,1,8,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,24,1,8,2013,1
,Vihiga,31,1,8,2013,1
,Vihiga,27,1,8,2013,1
,Vihiga,50,1,8,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,29,1,8,2013,1
,Vihiga,42,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,31,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,36,1,9,2013,1
,Vihiga,48,1,8,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,41,1,9,2013,1
,Vihiga,40,1,9,2013,1
,Vihiga,37,1,9,2013,1
,Vihiga,13,1,9,2013,1
,Vihiga,30,1,9,2013,1
,Vihiga,35,1,9,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,25,1,9,2013,1
,Vihiga,11,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,30,1,9,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,29,1,9,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,35,1,9,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,26,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,15,1,9,2013,1
,Vihiga,15,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,16,1,8,2013,1
,Vihiga,28,1,8,2013,1
,Vihiga,37,1,9,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,36,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,14,1,9,2013,1
,Vihiga,26,1,9,2013,1
,Vihiga,12,1,9,2013,1
,Vihiga,98,1,9,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,49,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,36,1,9,2013,1
,Vihiga,30,1,9,2013,1
,Vihiga,15,1,9,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,26,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,16,1,10,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,31,1,9,2013,1
,Vihiga,61,1,9,2013,1
,Vihiga,11,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,34,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,30,1,9,2013,1
,Vihiga,32,1,9,2013,1
,Vihiga,406,1,9,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,12,1,9,2013,1
,Vihiga,15,1,9,2013,1
,Vihiga,13,1,9,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,40,1,9,2013,1
,Vihiga,33,1,9,2013,1
,Vihiga,26,1,9,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,35,1,9,2013,1
,Vihiga,35,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,25,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,10,1,9,2013,1
,Vihiga,29,1,9,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,27,1,9,2013,1
,Vihiga,40,1,9,2013,1
,Vihiga,25,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,34,1,9,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,27,1,9,2013,1
,Vihiga,26,1,9,2013,1
,Vihiga,25,1,9,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,11,1,9,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,30,1,9,2013,1
,Vihiga,38,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,30,1,9,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,27,1,10,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,32,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,38,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,28,1,9,2013,1
,Vihiga,13,1,10,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,45,1,9,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,17,1,10,2013,1
,Vihiga,12,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,14,1,10,2013,1
,Vihiga,33,1,9,2013,1
,Vihiga,34,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,26,1,9,2013,1
,Vihiga,30,1,9,2013,1
,Vihiga,26,1,9,2013,1
,Vihiga,37,1,9,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,30,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,69,1,9,2013,1
,Vihiga,37,1,9,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,25,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,30,1,9,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,31,1,9,2013,1
,Vihiga,31,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,360,1,9,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,16,1,10,2013,1
,Vihiga,17,1,10,2013,1
,Vihiga,24,1,10,2013,1
,Vihiga,21,1,10,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,21,1,10,2013,1
,Vihiga,31,1,9,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,27,1,9,2013,1
,Vihiga,27,1,9,2013,1
,Vihiga,26,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,15,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,27,1,9,2013,1
,Vihiga,31,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,15,1,9,2013,1
,Vihiga,30,1,9,2013,1
,Vihiga,36,1,9,2013,1
,Vihiga,12,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,77,1,9,2013,1
,Vihiga,27,1,9,2013,1
,Vihiga,32,1,9,2013,1
,Vihiga,27,1,9,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,31,1,9,2013,1
,Vihiga,45,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,26,1,9,2013,1
,Vihiga,32,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,14,1,9,2013,1
,Vihiga,21,1,10,2013,1
,Vihiga,200,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,28,1,9,2013,1
,Vihiga,32,1,9,2013,1
,Vihiga,30,1,9,2013,1
,Vihiga,27,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,11,1,10,2013,1
,Vihiga,25,1,10,2013,1
,Vihiga,36,1,10,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,38,1,9,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,13,1,10,2013,1
,Vihiga,11,1,10,2013,1
,Vihiga,15,1,9,2013,1
,Vihiga,13,1,10,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,69,1,9,2013,1
,Vihiga,31,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,25,1,9,2013,1
,Vihiga,28,1,9,2013,1
,Vihiga,33,1,9,2013,1
,Vihiga,41,1,9,2013,1
,Vihiga,28,1,9,2013,1
,Vihiga,20,1,10,2013,1
,Vihiga,25,1,10,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,25,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,12,1,10,2013,1
,Vihiga,20,1,10,2013,1
,Vihiga,20,1,10,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,29,1,9,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,10,1,9,2013,1
,Vihiga,12,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,13,1,9,2013,1
,Vihiga,41,1,9,2013,1
,Vihiga,28,1,9,2013,1
,Vihiga,11,1,10,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,28,1,9,2013,1
,Vihiga,31,1,10,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,12,1,10,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,14,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,26,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,14,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,25,1,9,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,33,1,9,2013,1
,Vihiga,15,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,14,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,35,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,26,1,9,2013,1
,Vihiga,31,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,28,1,9,2013,1
,Vihiga,36,1,9,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,32,1,9,2013,1
,Vihiga,49,1,9,2013,1
,Vihiga,36,1,8,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,35,1,9,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,25,1,9,2013,1
,Vihiga,32,1,9,2013,1
,Vihiga,28,1,9,2013,1
,Vihiga,13,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,27,1,9,2013,1
,Vihiga,26,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,39,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,14,1,9,2013,1
,Vihiga,30,1,10,2013,1
,Vihiga,26,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,14,1,9,2013,1
,Vihiga,16,1,10,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,29,1,9,2013,1
,Vihiga,49,1,9,2013,1
,Vihiga,40,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,30,1,9,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,29,1,9,2013,1
,Vihiga,13,1,9,2013,1
,Vihiga,15,1,10,2013,1
,Vihiga,14,1,9,2013,1
,Vihiga,19,1,11,2013,1
,Vihiga,25,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,32,1,9,2013,1
,Vihiga,31,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,15,1,9,2013,1
,Vihiga,15,1,9,2013,1
