ID,vcs201_attendees_total,vcs011_prgrm,month,year,country
,31,NGM,12,2014,2
,26,NGM,12,2014,2
,35,NGM,12,2014,2
,24,NGM,12,2014,2
,18,NGM,12,2014,2
,19,NGM,12,2014,2
,53,TRR,9,2015,2
,67,TRR,10,2015,2
,46,TRR,10,2015,2
,26,PLS,4,2015,2
,30,PLS,4,2015,2
,23,PLS,4,2015,2
,23,PLS,4,2015,2
,55,PLS,4,2015,2
,52,PLS,4,2015,2
,36,PLS,4,2015,2
,24,PLS,4,2015,2
,46,PLS,4,2015,2
,89,PLS,4,2015,2
,27,PLS,4,2015,2
,30,PLS,4,2015,2
,48,PLS,4,2015,2
,59,PLS,4,2015,2
,68,PLS,4,2015,2
,60,PLS,4,2015,2
,18,PLS,4,2015,2
,30,PLS,4,2015,2
,41,PLS,4,2015,2
,39,PLS,4,2015,2
,110,PLS,4,2015,2
,74,PLS,4,2015,2
,44,PLS,4,2015,2
,98,PLS,4,2015,2
,37,PLS,4,2015,2
,45,PLS,4,2015,2
,42,PLS,4,2015,2
,55,PLS,4,2015,2
,73,PLS,4,2015,2
,33,PLS,4,2015,2
,65,PLS,4,2015,2
,25,PLS,4,2015,2
,34,PLS,4,2015,2
,75,PLS,4,2015,2
,34,PLS,4,2015,2
,46,PLS,4,2015,2
,30,PLS,4,2015,2
,33,PLS,4,2015,2
,22,PLS,4,2015,2
,36,PLS,4,2015,2
,50,PLS,4,2015,2
,27,PLS,4,2015,2
,33,PLS,4,2015,2
,49,PLS,4,2015,2
,20,PLS,4,2015,2
,15,PLS,4,2015,2
,26,PLS,4,2015,2
,59,PLS,4,2015,2
,54,PLS,4,2015,2
,41,PLS,4,2015,2
,40,PLS,4,2015,2
,64,PLS,4,2015,2
,27,PLS,4,2015,2
,19,PLS,4,2015,2
,42,PLS,4,2015,2
,58,PLS,4,2015,2
,33,PLS,4,2015,2
,88,PLS,4,2015,2
,59,PLS,4,2015,2
,55,PLS,4,2015,2
,60,PLS,4,2015,2
,41,PLS,4,2015,2
,61,PLS,4,2015,2
,66,PLS,4,2015,2
,26,PLS,4,2015,2
,73,PLS,4,2015,2
,68,PLS,4,2015,2
,30,PLS,4,2015,2
,33,PLS,4,2015,2
,48,PLS,4,2015,2
,52,PLS,4,2015,2
,30,PLS,4,2015,2
,59,PLS,4,2015,2
,41,PLS,4,2015,2
,61,PLS,4,2015,2
,44,PLS,5,2015,2
,61,PLS,5,2015,2
,57,PLS,4,2015,2
,49,PLS,4,2015,2
,39,PLS,4,2015,2
,60,PLS,4,2015,2
,54,PLS,4,2015,2
,98,PLS,4,2015,2
,72,PLS,4,2015,2
,45,PLS,4,2015,2
,49,PLS,4,2015,2
,78,PLS,4,2015,2
,56,PLS,4,2015,2
,46,PLS,4,2015,2
,53,PLS,4,2015,2
,43,PLS,4,2015,2
,49,PLS,4,2015,2
,49,PLS,4,2015,2
,48,PLS,4,2015,2
,49,PLS,4,2015,2
,43,PLS,4,2015,2
,30,PLS,4,2015,2
,27,PLS,4,2015,2
,36,PLS,4,2015,2
,39,PLS,4,2015,2
,57,PLS,4,2015,2
,35,PLS,4,2015,2
,40,PLS,4,2015,2
,36,PLS,5,2015,2
,21,PLS,4,2015,2
,63,PLS,5,2015,2
,53,PLS,4,2015,2
,29,PLS,5,2015,2
,52,PLS,4,2015,2
,64,PLS,4,2015,2
,48,PLS,4,2015,2
,31,PLS,5,2015,2
,47,PLS,4,2015,2
,52,PLS,4,2015,2
,42,PLS,4,2015,2
,34,PLS,4,2015,2
,45,PLS,4,2015,2
,47,PLS,4,2015,2
,76,PLS,4,2015,2
,47,PLS,4,2015,2
,55,PLS,4,2015,2
,44,PLS,4,2015,2
,22,PLS,4,2015,2
,31,PLS,4,2015,2
,42,PLS,4,2015,2
,38,PLS,4,2015,2
,31,PLS,4,2015,2
,34,PLS,4,2015,2
,36,PLS,4,2015,2
,21,PLS,4,2015,2
,36,PLS,4,2015,2
,42,PLS,4,2015,2
,60,PLS,4,2015,2
,49,PLS,4,2015,2
,34,PLS,4,2015,2
,28,PLS,4,2015,2
,49,PLS,4,2015,2
,32,PLS,4,2015,2
,51,PLS,4,2015,2
,46,PLS,4,2015,2
,61,PLS,4,2015,2
,37,PLS,4,2015,2
,69,PLS,4,2015,2
,44,PLS,4,2015,2
,56,PLS,4,2015,2
,60,PLS,4,2015,2
,56,PLS,4,2015,2
,36,PLS,4,2015,2
,65,PLS,4,2015,2
,26,PLS,4,2015,2
,66,PLS,4,2015,2
,37,PLS,4,2015,2
,46,PLS,4,2015,2
,29,PLS,4,2015,2
,32,PLS,4,2015,2
,70,PLS,4,2015,2
,63,PLS,4,2015,2
,98,PLS,4,2015,2
,29,PLS,4,2015,2
,46,PLS,4,2015,2
,56,PLS,4,2015,2
,72,PLS,4,2015,2
,85,PLS,4,2015,2
,38,PLS,4,2015,2
,63,PLS,4,2015,2
,23,PLS,4,2015,2
,44,PLS,4,2015,2
,140,PLS,4,2015,2
,53,PLS,4,2015,2
,36,PLS,4,2015,2
,77,PLS,4,2015,2
,43,PLS,4,2015,2
,44,PLS,4,2015,2
,49,PLS,4,2015,2
,39,PLS,4,2015,2
,30,PLS,4,2015,2
,78,PLS,4,2015,2
,30,PLS,4,2015,2
,37,PLS,4,2015,2
,45,PLS,4,2015,2
,60,PLS,4,2015,2
,68,PLS,4,2015,2
,32,PLS,4,2015,2
,62,PLS,4,2015,2
,66,PLS,4,2015,2
,56,PLS,4,2015,2
,50,PLS,4,2015,2
,22,PLS,4,2015,2
,45,PLS,4,2015,2
,48,PLS,4,2015,2
,78,PLS,4,2015,2
,78,PLS,4,2015,2
,42,PLS,4,2015,2
,113,PLS,4,2015,2
,98,PLS,4,2015,2
,36,PLS,4,2015,2
,31,PLS,4,2015,2
,35,PLS,4,2015,2
,32,PLS,4,2015,2
,98,PLS,4,2015,2
,76,PLS,4,2015,2
,110,PLS,4,2015,2
,49,PLS,4,2015,2
,74,PLS,4,2015,2
,59,PLS,4,2015,2
,45,PLS,4,2015,2
,32,PLS,4,2015,2
,55,PLS,5,2015,2
,36,PLS,5,2015,2
,23,PLS,4,2015,2
,32,PLS,4,2015,2
,25,PLS,4,2015,2
,88,PLS,5,2015,2
,41,PLS,5,2015,2
,35,PLS,5,2015,2
,60,PLS,5,2015,2
,30,PLS,5,2015,2
,21,PLS,5,2015,2
,37,PLS,5,2015,2
,78,PLS,5,2015,2
,25,PLS,5,2015,2
,54,PLS,5,2015,2
,24,PLS,5,2015,2
,34,PLS,5,2015,2
,22,PLS,5,2015,2
,50,PLS,5,2015,2
,37,PLS,5,2015,2
,38,PLS,5,2015,2
,42,PLS,5,2015,2
,38,PLS,5,2015,2
,32,PLS,5,2015,2
,41,PLS,5,2015,2
,29,PLS,5,2015,2
,30,PLS,5,2015,2
,56,PLS,5,2015,2
,52,PLS,5,2015,2
,57,PLS,5,2015,2
,51,PLS,5,2015,2
,68,PLS,5,2015,2
,42,PLS,5,2015,2
,47,PLS,5,2015,2
,51,PLS,5,2015,2
,49,PLS,5,2015,2
,37,PLS,5,2015,2
,56,PLS,5,2015,2
,54,PLS,5,2015,2
,31,PLS,5,2015,2
,42,PLS,5,2015,2
,53,PLS,5,2015,2
,58,PLS,5,2015,2
,31,PLS,5,2015,2
,24,PLS,5,2015,2
,30,PLS,5,2015,2
,41,PLS,5,2015,2
,36,PLS,5,2015,2
,49,PLS,5,2015,2
,93,PLS,5,2015,2
,49,PLS,5,2015,2
,40,PLS,5,2015,2
,83,PLS,4,2015,2
,48,PLS,5,2015,2
,59,PLS,5,2015,2
,24,PLS,4,2015,2
,30,PLS,4,2015,2
,97,PLS,4,2015,2
,64,PLS,4,2015,2
,64,PLS,4,2015,2
,90,PLS,4,2015,2
,105,PLS,4,2015,2
,54,PLS,4,2015,2
,30,PLS,4,2015,2
,27,PLS,4,2015,2
,24,PLS,4,2015,2
,41,PLS,4,2015,2
,39,PLS,5,2015,2
,34,PLS,4,2015,2
,47,PLS,4,2015,2
,50,PLS,4,2015,2
,41,PLS,4,2015,2
,52,PLS,4,2015,2
,48,PLS,4,2015,2
,60,PLS,4,2015,2
,54,PLS,4,2015,2
,57,PLS,4,2015,2
,27,PLS,4,2015,2
,37,PLS,4,2015,2
,68,PLS,4,2015,2
,70,PLS,4,2015,2
,70,PLS,4,2015,2
,67,PLS,4,2015,2
,40,PLS,4,2015,2
,58,PLS,4,2015,2
,41,PLS,4,2015,2
,67,PLS,4,2015,2
,32,PLS,4,2015,2
,30,PLS,4,2015,2
,21,PLS,4,2015,2
,36,PLS,4,2015,2
,31,PLS,4,2015,2
,73,PLS,4,2015,2
,44,PLS,4,2015,2
,46,PLS,4,2015,2
,44,PLS,4,2015,2
,98,PLS,4,2015,2
,47,PLS,4,2015,2
,30,PLS,4,2015,2
,32,PLS,5,2015,2
,37,PLS,5,2015,2
,30,PLS,4,2015,2
,52,PLS,4,2015,2
,73,PLS,4,2015,2
,58,PLS,4,2015,2
,45,PLS,4,2015,2
,73,PLS,4,2015,2
,52,PLS,4,2015,2
,69,PLS,4,2015,2
,69,PLS,4,2015,2
,98,PLS,4,2015,2
,31,PLS,4,2015,2
,90,PLS,4,2015,2
,66,PLS,4,2015,2
,42,PLS,4,2015,2
,55,PLS,4,2015,2
,35,PLS,4,2015,2
,53,PLS,4,2015,2
,74,PLS,4,2015,2
,47,PLS,4,2015,2
,49,PLS,4,2015,2
,51,PLS,4,2015,2
,79,PLS,4,2015,2
,32,PLS,4,2015,2
,54,PLS,4,2015,2
,65,PLS,4,2015,2
,66,PLS,4,2015,2
,44,PLS,4,2015,2
,53,PLS,4,2015,2
,49,PLS,4,2015,2
,74,PLS,4,2015,2
,53,PLS,4,2015,2
,75,PLS,4,2015,2
,98,PLS,4,2015,2
,96,PLS,4,2015,2
,48,PLS,4,2015,2
,100,PLS,4,2015,2
,49,PLS,4,2015,2
,49,PLS,4,2015,2
,78,PLS,4,2015,2
,41,PLS,4,2015,2
,98,PLS,4,2015,2
,79,PLS,4,2015,2
,65,PLS,4,2015,2
,49,PLS,4,2015,2
,41,PLS,4,2015,2
,54,PLS,4,2015,2
,44,PLS,4,2015,2
,49,PLS,4,2015,2
,42,PLS,4,2015,2
,97,PLS,4,2015,2
,48,PLS,4,2015,2
,33,PLS,4,2015,2
,76,PLS,4,2015,2
,36,PLS,4,2015,2
,36,PLS,4,2015,2
,50,PLS,4,2015,2
,40,PLS,4,2015,2
,52,PLS,4,2015,2
,44,PLS,4,2015,2
,44,PLS,4,2015,2
,80,PLS,4,2015,2
,34,PLS,4,2015,2
,27,PLS,4,2015,2
,55,PLS,4,2015,2
,88,PLS,4,2015,2
,76,PLS,4,2015,2
,51,PLS,4,2015,2
,86,PLS,4,2015,2
,31,PLS,4,2015,2
,38,PLS,4,2015,2
,42,PLS,4,2015,2
,49,PLS,4,2015,2
,41,PLS,4,2015,2
,65,PLS,4,2015,2
,58,PLS,4,2015,2
,76,PLS,4,2015,2
,89,PLS,4,2015,2
,30,PLS,4,2015,2
,108,PLS,4,2015,2
,52,PLS,4,2015,2
,40,PLS,4,2015,2
,67,PLS,5,2015,2
,49,PLS,5,2015,2
,36,PLS,5,2015,2
,37,PLS,4,2015,2
,31,PLS,4,2015,2
,44,PLS,4,2015,2
,49,PLS,4,2015,2
,56,PLS,4,2015,2
,58,PLS,4,2015,2
,73,PLS,4,2015,2
,54,PLS,4,2015,2
,123,PLS,4,2015,2
,74,PLS,4,2015,2
,43,PLS,4,2015,2
,65,PLS,4,2015,2
,25,PLS,4,2015,2
,38,PLS,4,2015,2
,42,PLS,4,2015,2
,41,PLS,4,2015,2
,54,PLS,4,2015,2
,55,PLS,4,2015,2
,89,PLS,4,2015,2
,58,PLS,4,2015,2
,64,PLS,4,2015,2
,51,PLS,4,2015,2
,52,PLS,5,2015,2
,41,PLS,4,2015,2
,45,PLS,4,2015,2
,38,PLS,4,2015,2
,47,PLS,4,2015,2
,49,PLS,4,2015,2
,40,PLS,4,2015,2
,57,PLS,4,2015,2
,37,PLS,4,2015,2
,106,PLS,4,2015,2
,65,PLS,4,2015,2
,60,PLS,4,2015,2
,60,PLS,4,2015,2
,50,PLS,4,2015,2
,46,TRR,10,2015,2
,63,TRR,10,2015,2
,82,TRR,10,2015,2
,64,TRR,10,2015,2
,64,TRR,10,2015,2
,58,TRR,10,2015,2
,89,TRR,10,2015,2
,65,TRR,10,2015,2
,70,TRR,10,2015,2
,68,TRR,10,2015,2
,87,TRR,10,2015,2
,72,TRR,10,2015,2
,69,TRR,10,2015,2
,90,TRR,9,2015,2
,63,TRR,10,2015,2
,34,TRR,10,2015,2
,38,TRR,10,2015,2
,72,TRR,9,2015,2
,85,TRR,9,2015,2
,74,TRR,10,2015,2
,55,TRR,9,2015,2
,56,TRR,10,2015,2
,80,TRR,10,2015,2
,30,TRR,10,2015,2
,39,TRR,10,2015,2
,56,TRR,10,2015,2
,82,TRR,10,2015,2
,41,TRR,10,2015,2
,46,TRR,10,2015,2
,56,TRR,10,2015,2
,82,TRR,9,2015,2
,61,TRR,9,2015,2
,215,TRR,9,2015,2
,205,TRR,9,2015,2
,62,TRR,10,2015,2
,80,TRR,10,2015,2
,40,TRR,10,2015,2
,68,TRR,10,2015,2
,50,TRR,10,2015,2
,227,TRR,9,2015,2
,55,TRR,10,2015,2
,50,TRR,10,2015,2
,91,TRR,10,2015,2
,80,TRR,10,2015,2
,58,TRR,9,2015,2
,56,TRR,9,2015,2
,50,TRR,9,2015,2
,49,TRR,9,2015,2
,50,TRR,1,2012,2
,81,TRR,1,2012,2
,72,TRR,10,2015,2
,52,TRR,9,2015,2
,61,TRR,9,2015,2
,80,TRR,1,2012,2
,67,TRR,1,2012,2
,52,TRR,10,2015,2
,85,TRR,10,2015,2
,48,TRR,10,2015,2
,48,TRR,10,2015,2
,70,TRR,10,2015,2
,80,TRR,10,2015,2
,69,TRR,10,2015,2
,56,TRR,9,2015,2
,105,TRR,10,2015,2
,52,TRR,10,2015,2
,74,TRR,10,2015,2
,40,TRR,10,2015,2
,50,TRR,10,2015,2
,82,TRR,10,2015,2
,36,TRR,9,2015,2
,34,TRR,10,2015,2
,56,TRR,10,2015,2
,42,TRR,10,2015,2
,82,TRR,10,2015,2
,60,TRR,10,2015,2
,72,TRR,10,2015,2
,58,TRR,10,2015,2
,44,TRR,10,2015,2
,62,TRR,10,2015,2
,59,TRR,10,2015,2
,47,TRR,10,2015,2
,80,TRR,10,2015,2
,69,TRR,10,2015,2
,120,TRR,10,2015,2
,71,TRR,10,2015,2
,56,TRR,9,2015,2
,78,TRR,9,2015,2
,69,TRR,9,2015,2
,39,TRR,9,2015,2
,38,TRR,9,2015,2
,61,TRR,9,2015,2
,58,TRR,9,2015,2
,32,TRR,9,2015,2
,210,TRR,9,2015,2
,58,TRR,10,2015,2
,81,TRR,9,2015,2
,40,TRR,9,2015,2
,55,TRR,9,2015,2
,45,TRR,9,2015,2
,161,TRR,9,2015,2
,51,TRR,9,2015,2
,43,TRR,9,2015,2
,38,TRR,9,2015,2
,34,TRR,9,2015,2
,74,TRR,10,2015,2
,49,TRR,9,2015,2
,73,TRR,9,2015,2
,49,TRR,9,2015,2
,28,TRR,9,2015,2
,95,TRR,9,2015,2
,51,TRR,9,2015,2
,58,TRR,9,2015,2
,67,TRR,9,2015,2
,55,TRR,9,2015,2
,69,TRR,10,2015,2
,44,TRR,9,2015,2
,53,TRR,9,2015,2
,22,TRR,9,2015,2
,39,TRR,9,2015,2
,44,TRR,9,2015,2
,41,TRR,9,2015,2
,36,TRR,9,2015,2
,30,TRR,9,2015,2
,44,TRR,9,2015,2
,45,TRR,9,2015,2
,59,TRR,9,2015,2
,50,TRR,9,2015,2
,96,TRR,9,2015,2
,83,TRR,9,2015,2
,31,TRR,9,2015,2
,80,TRR,10,2015,2
,120,TRR,10,2015,2
,64,TRR,9,2015,2
,121,TRR,10,2015,2
,44,TRR,10,2015,2
,107,TRR,10,2015,2
,52,TRR,9,2015,2
,50,TRR,10,2015,2
,48,TRR,10,2015,2
,44,TRR,9,2015,2
,38,TRR,9,2015,2
,59,TRR,10,2015,2
,65,TRR,10,2015,2
,58,TRR,9,2015,2
,71,TRR,9,2015,2
,50,TRR,9,2015,2
,49,TRR,10,2015,2
,78,TRR,10,2015,2
,40,TRR,9,2015,2
,40,TRR,9,2015,2
,108,TRR,9,2015,2
,87,TRR,9,2015,2
,92,TRR,1,2012,2
,67,TRR,10,2015,2
,97,TRR,1,2012,2
,99,TRR,9,2015,2
,66,TRR,9,2015,2
,77,TRR,9,2015,2
,49,TRR,9,2015,2
,69,TRR,9,2015,2
,96,TRR,9,2015,2
,67,TRR,9,2015,2
,81,TRR,9,2015,2
,52,TRR,9,2015,2
,90,TRR,10,2015,2
,60,TRR,10,2015,2
,52,TRR,9,2015,2
,77,TRR,10,2015,2
,51,TRR,9,2015,2
,48,TRR,9,2015,2
,44,TRR,9,2015,2
,36,TRR,9,2015,2
,35,TRR,9,2015,2
,42,TRR,9,2015,2
,70,TRR,10,2015,2
,94,TRR,9,2015,2
,30,TRR,9,2015,2
,23,TRR,9,2015,2
,40,TRR,9,2015,2
,22,TRR,9,2015,2
,39,TRR,9,2015,2
,55,TRR,9,2015,2
,33,TRR,9,2015,2
,98,TRR,9,2015,2
,73,TRR,9,2015,2
,68,TRR,9,2015,2
,107,TRR,9,2015,2
,49,TRR,10,2015,2
,40,TRR,10,2015,2
,98,TRR,9,2015,2
,87,TRR,9,2015,2
,59,TRR,9,2015,2
,102,TRR,9,2015,2
,66,TRR,9,2015,2
,52,TRR,9,2015,2
,35,TRR,9,2015,2
,44,TRR,9,2015,2
,98,TRR,9,2015,2
,85,TRR,9,2015,2
,38,TRR,10,2015,2
,40,TRR,10,2015,2
,44,TRR,9,2015,2
,50,TRR,9,2015,2
,78,TRR,9,2015,2
,142,TRR,9,2015,2
,59,TRR,9,2015,2
,57,TRR,9,2015,2
,97,TRR,9,2015,2
,63,TRR,9,2015,2
,207,TRR,9,2015,2
,43,TRR,10,2015,2
,35,TRR,9,2015,2
,40,TRR,9,2015,2
,40,TRR,9,2015,2
,25,TRR,9,2015,2
,81,TRR,10,2015,2
,48,TRR,10,2015,2
,44,TRR,10,2015,2
,57,TRR,9,2015,2
,83,TRR,9,2015,2
,150,TRR,9,2015,2
,39,TRR,9,2015,2
,38,TRR,9,2015,2
,47,TRR,9,2015,2
,62,TRR,9,2015,2
,74,TRR,9,2015,2
,36,TRR,9,2015,2
,52,TRR,9,2015,2
,50,TRR,9,2015,2
,41,TRR,10,2015,2
,66,TRR,10,2015,2
,52,TRR,10,2015,2
,65,TRR,9,2015,2
,76,TRR,9,2015,2
,46,TRR,9,2015,2
,34,TRR,9,2015,2
,230,TRR,9,2015,2
,59,TRR,9,2015,2
,175,TRR,9,2015,2
,36,TRR,9,2015,2
,74,TRR,10,2015,2
,49,TRR,9,2015,2
,77,TRR,1,2012,2
,127,TRR,9,2015,2
,59,TRR,1,2012,2
,70,TRR,9,2015,2
,56,TRR,9,2015,2
,49,TRR,9,2015,2
,33,TRR,9,2015,2
,35,TRR,9,2015,2
,42,TRR,9,2015,2
,43,TRR,9,2015,2
,102,TRR,9,2015,2
,62,TRR,10,2015,2
,48,TRR,10,2015,2
,64,TRR,10,2015,2
,38,TRR,9,2015,2
,46,TRR,9,2015,2
,71,TRR,10,2015,2
,102,TRR,1,2012,2
,93,TRR,9,2015,2
,62,TRR,10,2015,2
,37,TRR,9,2015,2
,41,TRR,9,2015,2
,87,TRR,10,2015,2
,56,TRR,9,2015,2
,36,TRR,9,2015,2
,60,TRR,10,2015,2
,40,TRR,9,2015,2
,35,TRR,9,2015,2
,42,TRR,9,2015,2
,63,TRR,9,2015,2
,51,TRR,9,2015,2
,74,TRR,10,2015,2
,98,TRR,10,2015,2
,81,TRR,9,2015,2
,68,TRR,10,2015,2
,86,TRR,9,2015,2
,72,TRR,10,2015,2
,80,TRR,9,2015,2
,70,TRR,9,2015,2
,58,TRR,9,2015,2
,80,TRR,10,2015,2
,72,TRR,9,2015,2
,55,TRR,10,2015,2
,36,TRR,9,2015,2
,43,TRR,9,2015,2
,58,TRR,10,2015,2
,64,TRR,10,2015,2
,50,TRR,9,2015,2
,52,TRR,9,2015,2
,48,TRR,9,2015,2
,80,TRR,10,2015,2
,60,TRR,9,2015,2
,58,TRR,9,2015,2
,54,TRR,9,2015,2
,36,TRR,9,2015,2
,51,TRR,9,2015,2
,56,TRR,9,2015,2
,49,TRR,9,2015,2
,45,TRR,10,2015,2
,61,TRR,9,2015,2
,60,TRR,9,2015,2
,76,TRR,9,2015,2
,126,TRR,9,2015,2
,62,TRR,9,2015,2
,52,TRR,9,2015,2
,35,TRR,9,2015,2
,38,TRR,9,2015,2
,52,TRR,9,2015,2
,72,TRR,10,2015,2
,38,TRR,9,2015,2
,64,TRR,10,2015,2
,58,TRR,10,2015,2
,95,TRR,10,2015,2
,50,TRR,9,2015,2
,57,TRR,9,2015,2
,48,TRR,9,2015,2
,101,TRR,10,2015,2
,59,TRR,10,2015,2
,55,TRR,9,2015,2
,82,TRR,9,2015,2
,46,TRR,9,2015,2
,49,TRR,9,2015,2
,62,TRR,9,2015,2
,49,TRR,10,2015,2
,51,TRR,10,2015,2
,49,TRR,10,2015,2
,89,TRR,10,2015,2
,80,TRR,10,2015,2
,67,TRR,10,2015,2
,80,TRR,10,2015,2
,51,TRR,10,2015,2
,117,TRR,10,2015,2
,80,TRR,10,2015,2
,84,TRR,10,2015,2
,80,TRR,10,2015,2
,78,TRR,10,2015,2
,46,TRR,10,2015,2
,52,TRR,10,2015,2
,62,TRR,10,2015,2
,46,TRR,10,2015,2
,58,TRR,10,2015,2
,38,TRR,10,2015,2
,46,TRR,10,2015,2
,57,TRR,10,2015,2
,102,TRR,10,2015,2
,50,TRR,10,2015,2
,71,TRR,10,2015,2
,65,TRR,10,2015,2
,60,TRR,10,2015,2
,53,TRR,10,2015,2
,60,TRR,10,2015,2
,65,TRR,10,2015,2
,63,TRR,10,2015,2
,45,TRR,10,2015,2
,44,TRR,10,2015,2
,62,TRR,10,2015,2
,74,TRR,10,2015,2
,69,TRR,10,2015,2
,39,TRR,10,2015,2
,42,TRR,10,2015,2
,79,TRR,10,2015,2
,87,TRR,10,2015,2
,54,TRR,10,2015,2
,41,TRR,10,2015,2
,47,TRR,10,2015,2
,76,TRR,10,2015,2
,80,TRR,10,2015,2
,60,TRR,10,2015,2
,72,TRR,10,2015,2
,49,TRR,10,2015,2
,58,TRR,10,2015,2
,60,TRR,10,2015,2
,56,TRR,10,2015,2
,70,TRR,10,2015,2
,95,TRR,10,2015,2
,49,TRR,10,2015,2
,54,TRR,10,2015,2
,88,TRR,10,2015,2
,70,TRR,10,2015,2
,57,TRR,10,2015,2
,43,TRR,10,2015,2
,30,TRR,10,2015,2
,86,TRR,10,2015,2
,51,TRR,10,2015,2
,69,TRR,10,2015,2
,72,TRR,10,2015,2
,49,TRR,10,2015,2
,90,TRR,10,2015,2
,58,TRR,10,2015,2
,76,TRR,10,2015,2
,46,TRR,10,2015,2
,58,TRR,10,2015,2
,50,TRR,10,2015,2
,82,TRR,10,2015,2
,59,TRR,10,2015,2
,67,TRR,10,2015,2
,75,TRR,10,2015,2
,56,TRR,10,2015,2
,68,TRR,10,2015,2
,41,TRR,10,2015,2
,78,TRR,10,2015,2
,86,TRR,10,2015,2
,72,TRR,10,2015,2
,21,TRR,10,2015,2
,64,TRR,10,2015,2
,75,TRR,10,2015,2
,47,TRR,10,2015,2
,53,TRR,10,2015,2
,63,TRR,9,2015,2
,50,TRR,9,2015,2
,80,TRR,9,2015,2
,35,TRR,9,2015,2
,92,TRR,9,2015,2
,47,TRR,9,2015,2
,53,TRR,9,2015,2
,73,TRR,9,2015,2
,53,TRR,9,2015,2
,57,TRR,9,2015,2
,40,KBK3,11,2013,2
,27,KBK4,6,2013,2
,27,KBK4,7,2013,2
,56,KBK4,7,2013,2
,31,KBK4,6,2013,2
,26,KBK4,6,2013,2
,30,KBK4,7,2013,2
,25,KBK4,1,2013,2
,27,KBK4,7,2013,2
,46,KBK4,7,2013,2
,95,KBK4,7,2013,2
,88,MFW,10,2014,2
,30,MBL,10,2014,2
,22,MBL,10,2014,2
,32,MBL,10,2014,2
,51,MBL,10,2014,2
,25,MBL,10,2014,2
,63,MBL,10,2014,2
,18,MBL,10,2014,2
,54,MBL,10,2014,2
,34,MBL,10,2014,2
,54,MBL,10,2014,2
,49,MBL,10,2014,2
,27,MBL,10,2014,2
,30,MBL,10,2014,2
,35,MBL,10,2014,2
,29,MBL,10,2014,2
,35,MBL,10,2014,2
,43,MBL,10,2014,2
,30,MBL,10,2014,2
,76,MBL,10,2014,2
,52,MBL,10,2014,2
,30,MBL,10,2014,2
,27,MBL,10,2014,2
,17,MBL,10,2014,2
,60,MBL,10,2014,2
,35,MBL,10,2014,2
,30,MBL,10,2014,2
,42,MBL,10,2014,2
,48,MBL,10,2014,2
,30,MBL,10,2014,2
,45,MBL,10,2014,2
,31,MBL,10,2014,2
,24,MBL,10,2014,2
,23,MBL,10,2014,2
,34,MBL,10,2014,2
,64,MBL,10,2014,2
,24,MBL,10,2014,2
,34,MBL,10,2014,2
,41,MBL,10,2014,2
,38,MBL,10,2014,2
,20,MBL,10,2014,2
,47,KBK4,7,2013,2
,28,PLS,4,2015,2
,86,PLS,4,2015,2
,55,PLS,4,2015,2
,42,PLS,4,2015,2
,98,PLS,4,2015,2
,67,TRR,10,2015,2
,34,TRR,9,2015,2
,60,PLS,4,2015,2
,52,KBK4,7,2013,2
,43,KBK4,7,2013,2
,37,KBK4,7,2013,2
,49,KBK4,7,2013,2
,69,KBK4,7,2013,2
,35,KBK4,7,2013,2
,32,KBK4,6,2013,2
,42,KBK4,7,2013,2
,44,KBK4,7,2013,2
,35,KBK4,7,2013,2
,30,KBK4,7,2013,2
,55,KBK4,6,2013,2
,26,KBK4,7,2013,2
,54,KBK4,7,2013,2
,54,KBK4,7,2013,2
,80,KBK4,7,2013,2
,49,KBK4,7,2013,2
,47,KBK4,7,2013,2
,40,KBK4,7,2013,2
,47,KBK4,7,2013,2
,35,KBK4,7,2013,2
,59,KBK4,6,2013,2
,59,KBK4,7,2013,2
,43,KBK4,6,2013,2
,43,KBK4,7,2013,2
,50,KBK4,7,2013,2
,49,KBK4,7,2013,2
,49,KBK4,7,2013,2
,40,KBK4,7,2013,2
,134,KBK4,7,2013,2
,54,KBK4,7,2013,2
,41,KBK4,7,2013,2
,36,KBK4,7,2013,2
,36,KBK4,7,2013,2
,39,KBK4,7,2013,2
,59,KBK4,7,2013,2
,62,KBK4,7,2013,2
,41,KBK4,7,2013,2
,41,KBK4,7,2013,2
,36,KBK4,7,2013,2
,25,KBK4,7,2013,2
,33,KBK4,6,2013,2
,30,KBK4,7,2013,2
,40,KBK4,7,2013,2
,32,KBK4,7,2013,2
,36,KBK4,7,2013,2
,28,KBK4,7,2013,2
,28,KBK4,7,2013,2
,39,KBK4,7,2013,2
,39,KBK4,7,2013,2
,39,TRR,9,2015,2
,30,KBK4,7,2013,2
,98,KBK4,1,2013,2
,50,KBK4,7,2013,2
,41,KBK4,7,2013,2
,41,KBK4,6,2013,2
,30,KBK4,7,2013,2
,40,KBK4,7,2013,2
,36,KBK4,7,2013,2
,54,KBK4,7,2013,2
,31,KBK4,7,2013,2
,74,KBK4,7,2013,2
,30,KBK4,7,2013,2
,30,KBK4,7,2013,2
,67,KBK4,7,2013,2
,49,KBK4,7,2013,2
,50,KBK4,7,2013,2
,53,KBK4,7,2013,2
,49,KBK4,7,2013,2
,400,KBK4,7,2013,2
,35,KBK4,7,2013,2
,30,KBK4,6,2013,2
,35,KBK4,7,2013,2
