ID,vcs201_attendees_total,vcs011_prgrm,year,vcs009_country,vcs014_mtg_date
,43,Namutumba,2014,Uganda,15-Nov-14
,32,Butaleja,2014,Uganda,15-Nov-14
,48,Butaleja,2014,Uganda,15-Nov-14
,39,Namutumba,2014,Uganda,15-Nov-14
,49,Namutumba,2014,Uganda,15-Nov-14
,47,Butaleja,2014,Uganda,15-Nov-14
,44,Butaleja,2014,Uganda,16-Nov-14
,28,Butaleja,2014,Uganda,17-Nov-14
,62,Butaleja,2014,Uganda,17-Nov-14
,30,Namutumba,2014,Uganda,17-Nov-14
,49,Namutumba,2014,Uganda,17-Nov-14
,32,Namutumba,2014,Uganda,17-Nov-14
,42,Butaleja,2014,Uganda,17-Nov-14
,36,Butaleja,2014,Uganda,17-Nov-14
,62,Namutumba,2014,Uganda,17-Nov-14
,50,Namutumba,2014,Uganda,17-Nov-14
,45,Namutumba,2014,Uganda,17-Nov-14
,24,Butaleja,2014,Uganda,17-Nov-14
,30,Butaleja,2014,Uganda,17-Nov-14
,26,Butaleja,2014,Uganda,17-Nov-14
,27,Namutumba,2014,Uganda,17-Nov-14
,77,Butaleja,2014,Uganda,17-Nov-14
,41,Namutumba,2014,Uganda,17-Nov-14
,60,Butaleja,2014,Uganda,17-Nov-14
,32,Butaleja,2014,Uganda,17-Nov-14
,24,Namutumba,2014,Uganda,17-Nov-14
,75,Namutumba,2014,Uganda,17-Nov-14
,72,Namutumba,2014,Uganda,17-Nov-14
,25,Namutumba,2014,Uganda,17-Nov-14
,54,Namutumba,2014,Uganda,17-Nov-14
,39,Butaleja,2014,Uganda,17-Nov-14
,37,Namutumba,2014,Uganda,17-Nov-14
,19,Butaleja,2014,Uganda,17-Nov-14
,30,Namutumba,2014,Uganda,17-Nov-14
,38,Namutumba,2014,Uganda,17-Nov-14
,37,Butaleja,2014,Uganda,17-Nov-14
,55,Namutumba,2014,Uganda,17-Nov-14
,34,Butaleja,2014,Uganda,17-Nov-14
,34,Butaleja,2014,Uganda,17-Nov-14
,44,Namutumba,2014,Uganda,17-Nov-14
,53,Butaleja,2014,Uganda,17-Nov-14
,20,Butaleja,2014,Uganda,17-Nov-14
,56,Butaleja,2014,Uganda,17-Nov-14
,27,Namutumba,2014,Uganda,17-Nov-14
,68,Namutumba,2014,Uganda,17-Nov-14
,43,Namutumba,2014,Uganda,17-Nov-14
,20,Butaleja,2014,Uganda,17-Nov-14
,54,Namutumba,2014,Uganda,17-Nov-14
,20,Butaleja,2014,Uganda,17-Nov-14
,29,Namutumba,2014,Uganda,17-Nov-14
,34,Namutumba,2014,Uganda,17-Nov-14
,48,Namutumba,2014,Uganda,17-Nov-14
,37,Butaleja,2014,Uganda,17-Nov-14
,31,Namutumba,2014,Uganda,17-Nov-14
,25,Butaleja,2014,Uganda,17-Nov-14
,40,Namutumba,2014,Uganda,17-Nov-14
,22,Butaleja,2014,Uganda,17-Nov-14
,60,Namutumba,2014,Uganda,17-Nov-14
,32,Namutumba,2014,Uganda,17-Nov-14
,42,Butaleja,2014,Uganda,17-Nov-14
,63,Butaleja,2014,Uganda,17-Nov-14
,40,Namutumba,2014,Uganda,17-Nov-14
,48,Namutumba,2014,Uganda,17-Nov-14
,50,Butaleja,2014,Uganda,17-Nov-14
,51,Namutumba,2014,Uganda,17-Nov-14
,55,Butaleja,2014,Uganda,17-Nov-14
,31,Namutumba,2014,Uganda,18-Nov-14
,44,Butaleja,2014,Uganda,18-Nov-14
,35,Butaleja,2014,Uganda,18-Nov-14
,52,Namutumba,2014,Uganda,18-Nov-14
,39,Butaleja,2014,Uganda,18-Nov-14
,74,Butaleja,2014,Uganda,18-Nov-14
,40,Butaleja,2014,Uganda,18-Nov-14
,55,Namutumba,2014,Uganda,18-Nov-14
,57,Namutumba,2014,Uganda,18-Nov-14
,67,Butaleja,2014,Uganda,18-Nov-14
,71,Namutumba,2014,Uganda,18-Nov-14
,48,Butaleja,2014,Uganda,18-Nov-14
,55,Namutumba,2014,Uganda,18-Nov-14
,31,Namutumba,2014,Uganda,18-Nov-14
,36,Butaleja,2014,Uganda,18-Nov-14
,37,Butaleja,2014,Uganda,18-Nov-14
,46,Namutumba,2014,Uganda,18-Nov-14
,62,Butaleja,2014,Uganda,18-Nov-14
,50,Butaleja,2014,Uganda,18-Nov-14
,32,Namutumba,2014,Uganda,18-Nov-14
,51,Namutumba,2014,Uganda,18-Nov-14
,46,Butaleja,2014,Uganda,18-Nov-14
,34,Namutumba,2014,Uganda,18-Nov-14
,40,Namutumba,2014,Uganda,18-Nov-14
,35,Namutumba,2014,Uganda,18-Nov-14
,66,Namutumba,2014,Uganda,18-Nov-14
,78,Namutumba,2014,Uganda,18-Nov-14
,20,Butaleja,2014,Uganda,18-Nov-14
,68,Namutumba,2014,Uganda,18-Nov-14
,55,Namutumba,2014,Uganda,18-Nov-14
,46,Namutumba,2014,Uganda,18-Nov-14
,22,Butaleja,2014,Uganda,18-Nov-14
,40,Butaleja,2014,Uganda,18-Nov-14
,48,Butaleja,2014,Uganda,18-Nov-14
,22,Namutumba,2014,Uganda,18-Nov-14
,69,Butaleja,2014,Uganda,18-Nov-14
,41,Namutumba,2014,Uganda,18-Nov-14
,28,Butaleja,2014,Uganda,18-Nov-14
,46,Butaleja,2014,Uganda,18-Nov-14
,37,Namutumba,2014,Uganda,18-Nov-14
,43,Butaleja,2014,Uganda,18-Nov-14
,80,Butaleja,2014,Uganda,18-Nov-14
,46,Namutumba,2014,Uganda,18-Nov-14
,27,Namutumba,2014,Uganda,18-Nov-14
,52,Namutumba,2014,Uganda,18-Nov-14
,62,Butaleja,2014,Uganda,18-Nov-14
,31,Butaleja,2014,Uganda,18-Nov-14
,42,Namutumba,2014,Uganda,18-Nov-14
,34,Namutumba,2014,Uganda,18-Nov-14
,50,Butaleja,2014,Uganda,18-Nov-14
,36,Namutumba,2014,Uganda,18-Nov-14
,62,Namutumba,2014,Uganda,18-Nov-14
,42,Butaleja,2014,Uganda,18-Nov-14
,74,Namutumba,2014,Uganda,19-Nov-14
,42,Butaleja,2014,Uganda,19-Nov-14
,30,Namutumba,2014,Uganda,19-Nov-14
,48,Butaleja,2014,Uganda,19-Nov-14
,44,Butaleja,2014,Uganda,19-Nov-14
,51,Namutumba,2014,Uganda,19-Nov-14
,34,Butaleja,2014,Uganda,19-Nov-14
,46,Namutumba,2014,Uganda,19-Nov-14
,32,Butaleja,2014,Uganda,19-Nov-14
,70,Namutumba,2014,Uganda,19-Nov-14
,55,Butaleja,2014,Uganda,19-Nov-14
,47,Namutumba,2014,Uganda,19-Nov-14
,52,Butaleja,2014,Uganda,19-Nov-14
,33,Butaleja,2014,Uganda,19-Nov-14
,23,Butaleja,2014,Uganda,19-Nov-14
,39,Butaleja,2014,Uganda,19-Nov-14
,70,Butaleja,2014,Uganda,19-Nov-14
,37,Butaleja,2014,Uganda,19-Nov-14
,61,Namutumba,2014,Uganda,19-Nov-14
,38,Namutumba,2014,Uganda,19-Nov-14
,34,Namutumba,2014,Uganda,19-Nov-14
,55,Namutumba,2014,Uganda,19-Nov-14
,25,Butaleja,2014,Uganda,19-Nov-14
,24,Butaleja,2014,Uganda,19-Nov-14
,76,Namutumba,2014,Uganda,19-Nov-14
,64,Namutumba,2014,Uganda,19-Nov-14
,36,Butaleja,2014,Uganda,19-Nov-14
,25,Butaleja,2014,Uganda,19-Nov-14
,56,Butaleja,2014,Uganda,19-Nov-14
,25,Butaleja,2014,Uganda,19-Nov-14
,74,Butaleja,2014,Uganda,19-Nov-14
,30,Butaleja,2014,Uganda,19-Nov-14
,61,Namutumba,2014,Uganda,19-Nov-14
,40,Namutumba,2014,Uganda,19-Nov-14
,60,Namutumba,2014,Uganda,19-Nov-14
,38,Namutumba,2014,Uganda,19-Nov-14
,32,Namutumba,2014,Uganda,19-Nov-14
,88,Namutumba,2014,Uganda,19-Nov-14
,30,Butaleja,2014,Uganda,19-Nov-14
,33,Namutumba,2014,Uganda,19-Nov-14
,53,Namutumba,2014,Uganda,19-Nov-14
,43,Namutumba,2014,Uganda,19-Nov-14
,40,Butaleja,2014,Uganda,19-Nov-14
,34,Butaleja,2014,Uganda,19-Nov-14
,29,Butaleja,2014,Uganda,19-Nov-14
,76,Butaleja,2014,Uganda,19-Nov-14
,28,Namutumba,2014,Uganda,19-Nov-14
,39,Butaleja,2014,Uganda,19-Nov-14
,56,Butaleja,2014,Uganda,19-Nov-14
,67,Namutumba,2014,Uganda,19-Nov-14
,62,Butaleja,2014,Uganda,19-Nov-14
,45,Butaleja,2014,Uganda,19-Nov-14
,46,Namutumba,2014,Uganda,19-Nov-14
,31,Namutumba,2014,Uganda,19-Nov-14
,48,Namutumba,2014,Uganda,19-Nov-14
,56,Butaleja,2014,Uganda,19-Nov-14
,41,Butaleja,2014,Uganda,19-Nov-14
,42,Namutumba,2014,Uganda,19-Nov-14
,19,Butaleja,2014,Uganda,20-Nov-14
,55,Namutumba,2014,Uganda,20-Nov-14
,68,Butaleja,2014,Uganda,20-Nov-14
,40,Namutumba,2014,Uganda,20-Nov-14
,47,Namutumba,2014,Uganda,20-Nov-14
,53,Butaleja,2014,Uganda,20-Nov-14
,26,Butaleja,2014,Uganda,20-Nov-14
,42,Namutumba,2014,Uganda,20-Nov-14
,34,Butaleja,2014,Uganda,20-Nov-14
,41,Namutumba,2014,Uganda,20-Nov-14
,37,Namutumba,2014,Uganda,20-Nov-14
,50,Namutumba,2014,Uganda,20-Nov-14
,42,Butaleja,2014,Uganda,20-Nov-14
,24,Butaleja,2014,Uganda,20-Nov-14
,65,Namutumba,2014,Uganda,20-Nov-14
,20,Butaleja,2014,Uganda,20-Nov-14
,31,Namutumba,2014,Uganda,20-Nov-14
,30,Butaleja,2014,Uganda,20-Nov-14
,40,Butaleja,2014,Uganda,20-Nov-14
,56,Butaleja,2014,Uganda,20-Nov-14
,27,Butaleja,2014,Uganda,20-Nov-14
,71,Namutumba,2014,Uganda,20-Nov-14
,50,Butaleja,2014,Uganda,20-Nov-14
,40,Butaleja,2014,Uganda,20-Nov-14
,61,Namutumba,2014,Uganda,20-Nov-14
,50,Butaleja,2014,Uganda,20-Nov-14
,33,Namutumba,2014,Uganda,20-Nov-14
,71,Butaleja,2014,Uganda,20-Nov-14
,38,Namutumba,2014,Uganda,20-Nov-14
,60,Butaleja,2014,Uganda,20-Nov-14
,53,Namutumba,2014,Uganda,20-Nov-14
,18,Butaleja,2014,Uganda,20-Nov-14
,44,Butaleja,2014,Uganda,20-Nov-14
,64,Namutumba,2014,Uganda,20-Nov-14
,60,Butaleja,2014,Uganda,20-Nov-14
,38,Namutumba,2014,Uganda,20-Nov-14
,61,Butaleja,2014,Uganda,20-Nov-14
,56,Namutumba,2014,Uganda,20-Nov-14
,71,Namutumba,2014,Uganda,20-Nov-14
,62,Namutumba,2014,Uganda,20-Nov-14
,31,Namutumba,2014,Uganda,20-Nov-14
,61,Butaleja,2014,Uganda,20-Nov-14
,24,Butaleja,2014,Uganda,20-Nov-14
,43,Namutumba,2014,Uganda,20-Nov-14
,46,Butaleja,2014,Uganda,20-Nov-14
,34,Namutumba,2014,Uganda,20-Nov-14
,49,Butaleja,2014,Uganda,20-Nov-14
,36,Namutumba,2014,Uganda,20-Nov-14
,20,Butaleja,2014,Uganda,20-Nov-14
,42,Butaleja,2014,Uganda,20-Nov-14
,72,Namutumba,2014,Uganda,20-Nov-14
,55,Butaleja,2014,Uganda,20-Nov-14
,26,Butaleja,2014,Uganda,20-Nov-14
,31,Namutumba,2014,Uganda,20-Nov-14
,54,Butaleja,2014,Uganda,20-Nov-14
,48,Namutumba,2014,Uganda,21-Nov-14
,74,Namutumba,2014,Uganda,21-Nov-14
,41,Butaleja,2014,Uganda,21-Nov-14
,73,Namutumba,2014,Uganda,21-Nov-14
,30,Butaleja,2014,Uganda,21-Nov-14
,49,Namutumba,2014,Uganda,21-Nov-14
,47,Namutumba,2014,Uganda,21-Nov-14
,97,Butaleja,2014,Uganda,21-Nov-14
,53,Namutumba,2014,Uganda,21-Nov-14
,40,Namutumba,2014,Uganda,21-Nov-14
,54,Butaleja,2014,Uganda,21-Nov-14
,88,Namutumba,2014,Uganda,21-Nov-14
,41,Butaleja,2014,Uganda,21-Nov-14
,36,Namutumba,2014,Uganda,21-Nov-14
,28,Namutumba,2014,Uganda,21-Nov-14
,49,Butaleja,2014,Uganda,21-Nov-14
,49,Namutumba,2014,Uganda,21-Nov-14
,37,Namutumba,2014,Uganda,21-Nov-14
,42,Namutumba,2014,Uganda,21-Nov-14
,64,Namutumba,2014,Uganda,21-Nov-14
,26,Butaleja,2014,Uganda,21-Nov-14
,51,Namutumba,2014,Uganda,21-Nov-14
,34,Namutumba,2014,Uganda,21-Nov-14
,49,Namutumba,2014,Uganda,21-Nov-14
,69,Namutumba,2014,Uganda,21-Nov-14
,43,Butaleja,2014,Uganda,21-Nov-14
,38,Namutumba,2014,Uganda,21-Nov-14
,30,Butaleja,2014,Uganda,21-Nov-14
,46,Butaleja,2014,Uganda,21-Nov-14
,42,Butaleja,2014,Uganda,21-Nov-14
,26,Butaleja,2014,Uganda,21-Nov-14
,39,Butaleja,2014,Uganda,21-Nov-14
,31,Butaleja,2014,Uganda,21-Nov-14
,33,Butaleja,2014,Uganda,21-Nov-14
,26,Butaleja,2014,Uganda,21-Nov-14
,46,Butaleja,2014,Uganda,21-Nov-14
,42,Butaleja,2014,Uganda,21-Nov-14
,46,Butaleja,2014,Uganda,21-Nov-14
,81,Namutumba,2014,Uganda,21-Nov-14
,37,Butaleja,2014,Uganda,21-Nov-14
,27,Namutumba,2014,Uganda,21-Nov-14
,67,Namutumba,2014,Uganda,21-Nov-14
,40,Namutumba,2014,Uganda,21-Nov-14
,50,Namutumba,2014,Uganda,21-Nov-14
,62,Butaleja,2014,Uganda,21-Nov-14
,38,Butaleja,2014,Uganda,21-Nov-14
,50,Butaleja,2014,Uganda,21-Nov-14
,28,Butaleja,2014,Uganda,22-Nov-14
,35,Namutumba,2014,Uganda,22-Nov-14
,65,Namutumba,2014,Uganda,22-Nov-14
,31,Namutumba,2014,Uganda,22-Nov-14
,28,Butaleja,2014,Uganda,22-Nov-14
,91,Namutumba,2014,Uganda,22-Nov-14
,50,Butaleja,2014,Uganda,22-Nov-14
,43,Namutumba,2014,Uganda,22-Nov-14
,98,Namutumba,2014,Uganda,22-Nov-14
,46,Namutumba,2014,Uganda,22-Nov-14
,44,Namutumba,2014,Uganda,22-Nov-14
,49,Butaleja,2014,Uganda,22-Nov-14
,41,Butaleja,2014,Uganda,22-Nov-14
,24,Butaleja,2014,Uganda,22-Nov-14
,40,Butaleja,2014,Uganda,22-Nov-14
,49,Namutumba,2014,Uganda,22-Nov-14
,44,Butaleja,2014,Uganda,22-Nov-14
,43,Butaleja,2014,Uganda,22-Nov-14
,53,Namutumba,2014,Uganda,22-Nov-14
,72,Butaleja,2014,Uganda,22-Nov-14
,50,Butaleja,2014,Uganda,22-Nov-14
,33,Namutumba,2014,Uganda,22-Nov-14
,54,Namutumba,2014,Uganda,22-Nov-14
,38,Butaleja,2014,Uganda,22-Nov-14
,44,Namutumba,2014,Uganda,22-Nov-14
,41,Butaleja,2014,Uganda,22-Nov-14
,53,Namutumba,2014,Uganda,22-Nov-14
,22,Butaleja,2014,Uganda,22-Nov-14
,48,Namutumba,2014,Uganda,22-Nov-14
,57,Butaleja,2014,Uganda,22-Nov-14
,34,Butaleja,2014,Uganda,22-Nov-14
,35,Namutumba,2014,Uganda,22-Nov-14
,34,Namutumba,2014,Uganda,22-Nov-14
,27,Butaleja,2014,Uganda,22-Nov-14
,54,Butaleja,2014,Uganda,22-Nov-14
,33,Namutumba,2014,Uganda,22-Nov-14
,61,Namutumba,2014,Uganda,22-Nov-14
,46,Namutumba,2014,Uganda,22-Nov-14
,27,Namutumba,2014,Uganda,22-Nov-14
,34,Namutumba,2014,Uganda,22-Nov-14
,50,Namutumba,2014,Uganda,22-Nov-14
,40,Namutumba,2014,Uganda,22-Nov-14
,21,Butaleja,2014,Uganda,22-Nov-14
,24,Butaleja,2014,Uganda,23-Nov-14
,23,Butaleja,2014,Uganda,23-Nov-14
,65,Butaleja,2014,Uganda,23-Nov-14
,46,Butaleja,2014,Uganda,24-Nov-14
,36,Butaleja,2014,Uganda,24-Nov-14
,23,Butaleja,2014,Uganda,24-Nov-14
,26,Butaleja,2014,Uganda,24-Nov-14
,43,Butaleja,2014,Uganda,24-Nov-14
,32,Butaleja,2014,Uganda,24-Nov-14
,29,Namutumba,2014,Uganda,24-Nov-14
,41,Butaleja,2014,Uganda,24-Nov-14
,42,Namutumba,2014,Uganda,24-Nov-14
,50,Butaleja,2014,Uganda,24-Nov-14
,34,Namutumba,2014,Uganda,24-Nov-14
,34,Butaleja,2014,Uganda,24-Nov-14
,36,Namutumba,2014,Uganda,24-Nov-14
,24,Butaleja,2014,Uganda,24-Nov-14
,28,Butaleja,2014,Uganda,24-Nov-14
,51,Butaleja,2014,Uganda,24-Nov-14
,31,Namutumba,2014,Uganda,24-Nov-14
,49,Butaleja,2014,Uganda,24-Nov-14
,51,Butaleja,2014,Uganda,24-Nov-14
,54,Namutumba,2014,Uganda,24-Nov-14
,60,Namutumba,2014,Uganda,25-Nov-14
,46,Namutumba,2014,Uganda,25-Nov-14
,41,Butaleja,2014,Uganda,25-Nov-14
,35,Namutumba,2014,Uganda,26-Nov-14
,24,Namutumba,2014,Uganda,26-Nov-14
,38,Butaleja,2014,Uganda,26-Nov-14
,51,Butaleja,2014,Uganda,26-Nov-14
,30,Butaleja,2014,Uganda,26-Nov-14
,47,Butaleja,2014,Uganda,26-Nov-14
,32,Butaleja,2014,Uganda,28-Nov-14
,47,Ntungamo,2014,Uganda,04-Dec-14
,37,Ntungamo,2014,Uganda,04-Dec-14
,37,Ntungamo,2014,Uganda,04-Dec-14
,28,Ntungamo,2014,Uganda,04-Dec-14
,33,Ntungamo,2014,Uganda,04-Dec-14
,32,Ntungamo,2014,Uganda,04-Dec-14
,32,Ntungamo,2014,Uganda,04-Dec-14
,18,Ntungamo,2014,Uganda,05-Dec-14
,17,Ntungamo,2014,Uganda,05-Dec-14
,29,Ntungamo,2014,Uganda,05-Dec-14
,19,Ntungamo,2014,Uganda,05-Dec-14
,16,Ntungamo,2014,Uganda,05-Dec-14
,35,Ntungamo,2014,Uganda,05-Dec-14
,31,Ntungamo,2014,Uganda,05-Dec-14
,27,Ntungamo,2014,Uganda,06-Dec-14
,30,Ntungamo,2014,Uganda,06-Dec-14
,31,Ntungamo,2014,Uganda,06-Dec-14
,45,Ntungamo,2014,Uganda,06-Dec-14
,49,Ntungamo,2014,Uganda,06-Dec-14
,27,Ntungamo,2014,Uganda,06-Dec-14
,31,Ntungamo,2014,Uganda,06-Dec-14
,31,Ntungamo,2014,Uganda,06-Dec-14
,29,Ntungamo,2014,Uganda,07-Dec-14
,23,Ntungamo,2014,Uganda,07-Dec-14
,25,Ntungamo,2014,Uganda,07-Dec-14
,48,Ntungamo,2014,Uganda,08-Dec-14
,31,Ntungamo,2014,Uganda,08-Dec-14
,24,Ntungamo,2014,Uganda,08-Dec-14
,57,Ntungamo,2014,Uganda,08-Dec-14
,32,Ntungamo,2014,Uganda,08-Dec-14
,44,Ntungamo,2014,Uganda,08-Dec-14
,26,Ntungamo,2014,Uganda,08-Dec-14
,33,Ntungamo,2014,Uganda,08-Dec-14
,32,Ntungamo,2014,Uganda,10-Dec-14
,102,Tororo,2015,2,17-Sep-15
,56,Tororo,2015,2,25-Sep-15
,71,Tororo,2015,2,25-Sep-15
,63,Tororo,2015,2,26-Sep-15
,47,Tororo,2015,2,26-Sep-15
,81,Tororo,2015,2,26-Sep-15
,44,Tororo,2015,2,26-Sep-15
,99,Tororo,2015,2,26-Sep-15
,35,Tororo,2015,2,26-Sep-15
,51,Tororo,2015,2,26-Sep-15
,23,Tororo,2015,2,26-Sep-15
,58,Tororo,2015,2,26-Sep-15
,39,Tororo,2015,2,26-Sep-15
,44,Tororo,2015,2,26-Sep-15
,50,Tororo,2015,2,26-Sep-15
,80,Tororo,2015,2,26-Sep-15
,67,Tororo,2015,2,26-Sep-15
,36,Tororo,2015,2,26-Sep-15
,68,Tororo,2015,2,26-Sep-15
,80,Tororo,2015,2,26-Sep-15
,78,Tororo,2015,2,26-Sep-15
,62,Tororo,2015,2,26-Sep-15
,61,Tororo,2015,2,26-Sep-15
,78,Tororo,2015,2,26-Sep-15
,66,Tororo,2015,2,26-Sep-15
,102,Tororo,2015,2,26-Sep-15
,45,Tororo,2015,2,26-Sep-15
,60,Tororo,2015,2,26-Sep-15
,58,Tororo,2015,2,26-Sep-15
,39,Tororo,2015,2,26-Sep-15
,50,Tororo,2015,2,26-Sep-15
,61,Tororo,2015,2,26-Sep-15
,59,Tororo,2015,2,26-Sep-15
,93,Tororo,2015,2,26-Sep-15
,49,Tororo,2015,2,26-Sep-15
,47,Tororo,2015,2,26-Sep-15
,73,Tororo,2015,2,26-Sep-15
,60,Tororo,2015,2,26-Sep-15
,28,Tororo,2015,2,26-Sep-15
,82,Tororo,2015,2,26-Sep-15
,61,Tororo,2015,2,26-Sep-15
,78,Tororo,2015,2,26-Sep-15
,58,Tororo,2015,2,26-Sep-15
,81,Tororo,2015,2,26-Sep-15
,88,Tororo,2015,2,26-Sep-15
,39,Tororo,2015,2,26-Sep-15
,46,Tororo,2015,2,26-Sep-15
,98,Tororo,2015,2,26-Sep-15
,55,Tororo,2015,2,26-Sep-15
,30,Tororo,2015,2,26-Sep-15
,46,Tororo,2015,2,26-Sep-15
,49,Tororo,2015,2,26-Sep-15
,56,Tororo,2015,2,26-Sep-15
,34,Tororo,2015,2,26-Sep-15
,38,Tororo,2015,2,26-Sep-15
,56,Tororo,2015,2,26-Sep-15
,63,Tororo,2015,2,26-Sep-15
,72,Tororo,2015,2,26-Sep-15
,40,Tororo,2015,2,26-Sep-15
,62,Tororo,2015,2,26-Sep-15
,49,Tororo,2015,2,26-Sep-15
,52,Tororo,2015,2,26-Sep-15
,36,Tororo,2015,2,26-Sep-15
,49,Tororo,2015,2,26-Sep-15
,59,Tororo,2015,2,26-Sep-15
,33,Tororo,2015,2,26-Sep-15
,56,Tororo,2015,2,26-Sep-15
,92,Tororo,2015,2,26-Sep-15
,48,Tororo,2015,2,26-Sep-15
,58,Tororo,2015,2,26-Sep-15
,62,Tororo,2015,2,26-Sep-15
,113,Tororo,2015,2,26-Sep-15
,48,Tororo,2015,2,26-Sep-15
,52,Tororo,2015,2,26-Sep-15
,74,Tororo,2015,2,26-Sep-15
,22,Tororo,2015,2,26-Sep-15
,98,Tororo,2015,2,26-Sep-15
,87,Tororo,2015,2,26-Sep-15
,87,Tororo,2015,2,26-Sep-15
,46,Tororo,2015,2,26-Sep-15
,48,Tororo,2015,2,26-Sep-15
,69,Tororo,2015,2,26-Sep-15
,142,Tororo,2015,2,26-Sep-15
,22,Tororo,2015,2,26-Sep-15
,44,Tororo,2015,2,26-Sep-15
,35,Tororo,2015,2,26-Sep-15
,39,Tororo,2015,2,26-Sep-15
,73,Tororo,2015,2,26-Sep-15
,57,Tororo,2015,2,26-Sep-15
,49,Tororo,2015,2,26-Sep-15
,58,Tororo,2015,2,26-Sep-15
,53,Tororo,2015,2,26-Sep-15
,54,Tororo,2015,2,26-Sep-15
,52,Tororo,2015,2,26-Sep-15
,36,Tororo,2015,2,26-Sep-15
,87,Tororo,2015,2,26-Sep-15
,51,Tororo,2015,2,26-Sep-15
,34,Tororo,2015,2,26-Sep-15
,41,Tororo,2015,2,27-Sep-15
,57,Tororo,2015,2,27-Sep-15
,57,Tororo,2015,2,27-Sep-15
,35,Tororo,2015,2,27-Sep-15
,32,Tororo,2015,2,27-Sep-15
,44,Tororo,2015,2,27-Sep-15
,50,Tororo,2015,2,27-Sep-15
,40,Tororo,2015,2,27-Sep-15
,44,Tororo,2015,2,27-Sep-15
,42,Tororo,2015,2,27-Sep-15
,38,Tororo,2015,2,27-Sep-15
,33,Tororo,2015,2,27-Sep-15
,33,Tororo,2015,2,27-Sep-15
,35,Tororo,2015,2,27-Sep-15
,52,Tororo,2015,2,27-Sep-15
,40,Tororo,2015,2,27-Sep-15
,40,Tororo,2015,2,27-Sep-15
,102,Tororo,2015,2,27-Sep-15
,70,Tororo,2015,2,27-Sep-15
,44,Tororo,2015,2,27-Sep-15
,36,Tororo,2015,2,27-Sep-15
,207,Tororo,2015,2,27-Sep-15
,126,Tororo,2015,2,27-Sep-15
,35,Tororo,2015,2,27-Sep-15
,83,Tororo,2015,2,27-Sep-15
,41,Tororo,2015,2,27-Sep-15
,49,Tororo,2015,2,27-Sep-15
,37,Tororo,2015,2,27-Sep-15
,150,Tororo,2015,2,27-Sep-15
,53,Tororo,2015,2,27-Sep-15
,42,Tororo,2015,2,27-Sep-15
,38,Tororo,2015,2,27-Sep-15
,76,Tororo,2015,2,27-Sep-15
,52,Tororo,2015,2,27-Sep-15
,36,Tororo,2015,2,27-Sep-15
,48,Tororo,2015,2,27-Sep-15
,108,Tororo,2015,2,27-Sep-15
,35,Tororo,2015,2,27-Sep-15
,97,Tororo,2015,2,27-Sep-15
,36,Tororo,2015,2,27-Sep-15
,95,Tororo,2015,2,27-Sep-15
,50,Tororo,2015,2,27-Sep-15
,56,Tororo,2015,2,27-Sep-15
,63,Tororo,2015,2,27-Sep-15
,30,Tororo,2015,2,27-Sep-15
,52,Tororo,2015,2,27-Sep-15
,50,Tororo,2015,2,27-Sep-15
,94,Tororo,2015,2,27-Sep-15
,81,Tororo,2015,2,27-Sep-15
,49,Tororo,2015,2,27-Sep-15
,40,Tororo,2015,2,27-Sep-15
,36,Tororo,2015,2,27-Sep-15
,40,Tororo,2015,2,27-Sep-15
,52,Tororo,2015,2,27-Sep-15
,62,Tororo,2015,2,27-Sep-15
,55,Tororo,2015,2,27-Sep-15
,38,Tororo,2015,2,27-Sep-15
,40,Tororo,2015,2,27-Sep-15
,55,Tororo,2015,2,27-Sep-15
,51,Tororo,2015,2,27-Sep-15
,86,Tororo,2015,2,27-Sep-15
,25,Tororo,2015,2,27-Sep-15
,107,Tororo,2015,2,28-Sep-15
,230,Tororo,2015,2,28-Sep-15
,50,Tororo,2015,2,28-Sep-15
,61,Tororo,2015,2,28-Sep-15
,82,Tororo,2015,2,28-Sep-15
,46,Tororo,2015,2,28-Sep-15
,58,Tororo,2015,2,28-Sep-15
,52,Tororo,2015,2,28-Sep-15
,61,Tororo,2015,2,28-Sep-15
,98,Tororo,2015,2,28-Sep-15
,161,Tororo,2015,2,28-Sep-15
,56,Tororo,2015,2,28-Sep-15
,42,Tororo,2015,2,28-Sep-15
,65,Tororo,2015,2,28-Sep-15
,210,Tororo,2015,2,28-Sep-15
,79,Tororo,2015,2,28-Sep-15
,45,Tororo,2015,2,28-Sep-15
,36,Tororo,2015,2,28-Sep-15
,96,Tororo,2015,2,28-Sep-15
,83,Tororo,2015,2,28-Sep-15
,76,Tororo,2015,2,28-Sep-15
,215,Tororo,2015,2,28-Sep-15
,69,Tororo,2015,2,28-Sep-15
,43,Tororo,2015,2,28-Sep-15
,34,Tororo,2015,2,28-Sep-15
,61,Tororo,2015,2,28-Sep-15
,59,Tororo,2015,2,28-Sep-15
,56,Tororo,2015,2,28-Sep-15
,38,Tororo,2015,2,28-Sep-15
,36,Tororo,2015,2,28-Sep-15
,53,Tororo,2015,2,28-Sep-15
,50,Tororo,2015,2,28-Sep-15
,50,Tororo,2015,2,28-Sep-15
,43,Tororo,2015,2,28-Sep-15
,38,Tororo,2015,2,28-Sep-15
,205,Tororo,2015,2,28-Sep-15
,127,Tororo,2015,2,28-Sep-15
,39,Tororo,2015,2,28-Sep-15
,39,Tororo,2015,2,28-Sep-15
