ID,vcs201_attendees_total,vcs011_prgrm,year,vcs009_country,vcs014_mtg_date
,60,Manafwa,2014,Uganda,21-Jan-14
,49,Manafwa,2014,Uganda,21-Jan-14
,67,Manafwa,2014,Uganda,21-Jan-14
,61,Manafwa,2014,Uganda,21-Jan-14
,54,Manafwa,2014,Uganda,21-Jan-14
,75,Manafwa,2014,Uganda,21-Jan-14
,27,Manafwa,2014,Uganda,21-Jan-14
,57,Manafwa,2014,Uganda,21-Jan-14
,38,Sironko,2014,Uganda,03-Jun-14
,30,Mbale,2014,Uganda,03-Jun-14
,35,Mbale,2014,Uganda,04-Jun-14
,27,Mbale,2014,Uganda,04-Jun-14
,36,Sironko,2014,Uganda,05-Jun-14
,32,Sironko,2014,Uganda,05-Jun-14
,44,Sironko,2014,Uganda,05-Jun-14
,27,Mbale,2014,Uganda,10-Jun-14
,46,Mbale,2014,Uganda,12-Jun-14
,24,Sironko,2014,Uganda,12-Jun-14
,35,Sironko,2014,Uganda,12-Jun-14
,25,Sironko,2014,Uganda,14-Jun-14
,51,Sironko,2014,Uganda,14-Jun-14
,42,Sironko,2014,Uganda,16-Jun-14
,33,Mbale,2014,Uganda,16-Jun-14
,27,Sironko,2014,Uganda,16-Jun-14
,52,Sironko,2014,Uganda,16-Jun-14
,40,Sironko,2014,Uganda,16-Jun-14
,38,Sironko,2014,Uganda,16-Jun-14
,46,Sironko,2014,Uganda,16-Jun-14
,73,Sironko,2014,Uganda,17-Jun-14
,36,Sironko,2014,Uganda,17-Jun-14
,33,Sironko,2014,Uganda,17-Jun-14
,34,Sironko,2014,Uganda,18-Jun-14
,32,Sironko,2014,Uganda,18-Jun-14
,41,Mbale,2014,Uganda,18-Jun-14
,35,Sironko,2014,Uganda,18-Jun-14
,33,Mbale,2014,Uganda,18-Jun-14
,35,Sironko,2014,Uganda,18-Jun-14
,28,Mbale,2014,Uganda,18-Jun-14
,24,Sironko,2014,Uganda,18-Jun-14
,33,Sironko,2014,Uganda,18-Jun-14
,32,Sironko,2014,Uganda,18-Jun-14
,38,Mbale,2014,Uganda,18-Jun-14
,32,Sironko,2014,Uganda,18-Jun-14
,41,Sironko,2014,Uganda,18-Jun-14
,35,Sironko,2014,Uganda,18-Jun-14
,25,Sironko,2014,Uganda,18-Jun-14
,37,Sironko,2014,Uganda,18-Jun-14
,31,Mbale,2014,Uganda,18-Jun-14
,25,Sironko,2014,Uganda,18-Jun-14
,28,Sironko,2014,Uganda,18-Jun-14
,30,Mbale,2014,Uganda,19-Jun-14
,41,Mbale,2014,Uganda,19-Jun-14
,31,Sironko,2014,Uganda,19-Jun-14
,31,Sironko,2014,Uganda,19-Jun-14
,40,Sironko,2014,Uganda,19-Jun-14
,19,Sironko,2014,Uganda,19-Jun-14
,32,Mbale,2014,Uganda,19-Jun-14
,31,Mbale,2014,Uganda,19-Jun-14
,31,Mbale,2014,Uganda,19-Jun-14
,41,Mbale,2014,Uganda,19-Jun-14
,38,Sironko,2014,Uganda,19-Jun-14
,32,Sironko,2014,Uganda,19-Jun-14
,52,Mbale,2014,Uganda,19-Jun-14
,34,Sironko,2014,Uganda,19-Jun-14
,23,Sironko,2014,Uganda,19-Jun-14
,103,Sironko,2014,Uganda,19-Jun-14
,34,Mbale,2014,Uganda,19-Jun-14
,40,Sironko,2014,Uganda,19-Jun-14
,36,Mbale,2014,Uganda,20-Jun-14
,18,Mbale,2014,Uganda,20-Jun-14
,98,Sironko,2014,Uganda,20-Jun-14
,37,Sironko,2014,Uganda,20-Jun-14
,22,Mbale,2014,Uganda,20-Jun-14
,13,Mbale,2014,Uganda,20-Jun-14
,33,Sironko,2014,Uganda,20-Jun-14
,29,Sironko,2014,Uganda,20-Jun-14
,21,Sironko,2014,Uganda,20-Jun-14
,33,Sironko,2014,Uganda,20-Jun-14
,43,Mbale,2014,Uganda,20-Jun-14
,42,Mbale,2014,Uganda,20-Jun-14
,32,Mbale,2014,Uganda,20-Jun-14
,16,Mbale,2014,Uganda,20-Jun-14
,42,Sironko,2014,Uganda,20-Jun-14
,26,Sironko,2014,Uganda,20-Jun-14
,27,Mbale,2014,Uganda,20-Jun-14
,54,Sironko,2014,Uganda,20-Jun-14
,76,Mbale,2014,Uganda,20-Jun-14
,44,Mbale,2014,Uganda,20-Jun-14
,29,Mbale,2014,Uganda,20-Jun-14
,41,Sironko,2014,Uganda,20-Jun-14
,49,Sironko,2014,Uganda,20-Jun-14
,24,Sironko,2014,Uganda,20-Jun-14
,33,Sironko,2014,Uganda,20-Jun-14
,59,Mbale,2014,Uganda,20-Jun-14
,32,Mbale,2014,Uganda,20-Jun-14
,62,Mbale,2014,Uganda,21-Jun-14
,56,Mbale,2014,Uganda,21-Jun-14
,42,Mbale,2014,Uganda,21-Jun-14
,31,Mbale,2014,Uganda,21-Jun-14
,31,Sironko,2014,Uganda,21-Jun-14
,32,Mbale,2014,Uganda,21-Jun-14
,38,Sironko,2014,Uganda,21-Jun-14
,60,Mbale,2014,Uganda,21-Jun-14
,46,Sironko,2014,Uganda,21-Jun-14
,35,Mbale,2014,Uganda,21-Jun-14
,18,Sironko,2014,Uganda,21-Jun-14
,33,Sironko,2014,Uganda,21-Jun-14
,30,Mbale,2014,Uganda,21-Jun-14
,35,Sironko,2014,Uganda,21-Jun-14
,38,Mbale,2014,Uganda,21-Jun-14
,40,Mbale,2014,Uganda,21-Jun-14
,52,Mbale,2014,Uganda,21-Jun-14
,38,Sironko,2014,Uganda,21-Jun-14
,44,Sironko,2014,Uganda,21-Jun-14
,24,Sironko,2014,Uganda,21-Jun-14
,26,Mbale,2014,Uganda,21-Jun-14
,50,Mbale,2014,Uganda,21-Jun-14
,37,Sironko,2014,Uganda,21-Jun-14
,52,Sironko,2014,Uganda,22-Jun-14
,31,Mbale,2014,Uganda,23-Jun-14
,28,Sironko,2014,Uganda,23-Jun-14
,26,Sironko,2014,Uganda,23-Jun-14
,32,Sironko,2014,Uganda,23-Jun-14
,32,Sironko,2014,Uganda,23-Jun-14
,27,Sironko,2014,Uganda,23-Jun-14
,23,Sironko,2014,Uganda,23-Jun-14
,37,Mbale,2014,Uganda,23-Jun-14
,40,Sironko,2014,Uganda,23-Jun-14
,64,Mbale,2014,Uganda,23-Jun-14
,31,Mbale,2014,Uganda,23-Jun-14
,47,Mbale,2014,Uganda,23-Jun-14
,26,Mbale,2014,Uganda,23-Jun-14
,40,Sironko,2014,Uganda,23-Jun-14
,14,Sironko,2014,Uganda,23-Jun-14
,34,Mbale,2014,Uganda,23-Jun-14
,53,Mbale,2014,Uganda,23-Jun-14
,28,Mbale,2014,Uganda,23-Jun-14
,40,Sironko,2014,Uganda,23-Jun-14
,48,Mbale,2014,Uganda,23-Jun-14
,24,Mbale,2014,Uganda,23-Jun-14
,40,Mbale,2014,Uganda,23-Jun-14
,41,Sironko,2014,Uganda,23-Jun-14
,42,Mbale,2014,Uganda,23-Jun-14
,38,Mbale,2014,Uganda,23-Jun-14
,26,Mbale,2014,Uganda,23-Jun-14
,26,Mbale,2014,Uganda,23-Jun-14
,34,Mbale,2014,Uganda,24-Jun-14
,42,Sironko,2014,Uganda,24-Jun-14
,64,Mbale,2014,Uganda,24-Jun-14
,39,Mbale,2014,Uganda,24-Jun-14
,49,Mbale,2014,Uganda,24-Jun-14
,12,Mbale,2014,Uganda,24-Jun-14
,45,Mbale,2014,Uganda,24-Jun-14
,37,Mbale,2014,Uganda,24-Jun-14
,25,Sironko,2014,Uganda,24-Jun-14
,38,Mbale,2014,Uganda,24-Jun-14
,49,Sironko,2014,Uganda,24-Jun-14
,34,Mbale,2014,Uganda,24-Jun-14
,30,Sironko,2014,Uganda,24-Jun-14
,35,Mbale,2014,Uganda,24-Jun-14
,21,Mbale,2014,Uganda,24-Jun-14
,49,Mbale,2014,Uganda,24-Jun-14
,50,Mbale,2014,Uganda,24-Jun-14
,19,Sironko,2014,Uganda,24-Jun-14
,43,Mbale,2014,Uganda,24-Jun-14
,30,Mbale,2014,Uganda,24-Jun-14
,72,Mbale,2014,Uganda,24-Jun-14
,26,Sironko,2014,Uganda,24-Jun-14
,45,Mbale,2014,Uganda,24-Jun-14
,45,Sironko,2014,Uganda,24-Jun-14
,25,Mbale,2014,Uganda,24-Jun-14
,44,Sironko,2014,Uganda,24-Jun-14
,41,Sironko,2014,Uganda,24-Jun-14
,33,Sironko,2014,Uganda,24-Jun-14
,64,Sironko,2014,Uganda,24-Jun-14
,49,Sironko,2014,Uganda,24-Jun-14
,35,Sironko,2014,Uganda,25-Jun-14
,78,Mbale,2014,Uganda,25-Jun-14
,22,Sironko,2014,Uganda,25-Jun-14
,30,Sironko,2014,Uganda,25-Jun-14
,33,Mbale,2014,Uganda,25-Jun-14
,34,Sironko,2014,Uganda,25-Jun-14
,28,Sironko,2014,Uganda,25-Jun-14
,48,Mbale,2014,Uganda,25-Jun-14
,66,Sironko,2014,Uganda,25-Jun-14
,33,Sironko,2014,Uganda,25-Jun-14
,63,Sironko,2014,Uganda,25-Jun-14
,48,Sironko,2014,Uganda,25-Jun-14
,42,Sironko,2014,Uganda,25-Jun-14
,31,Sironko,2014,Uganda,25-Jun-14
,40,Sironko,2014,Uganda,25-Jun-14
,22,Sironko,2014,Uganda,25-Jun-14
,35,Sironko,2014,Uganda,25-Jun-14
,26,Mbale,2014,Uganda,25-Jun-14
,16,Mbale,2014,Uganda,25-Jun-14
,17,Mbale,2014,Uganda,25-Jun-14
,38,Sironko,2014,Uganda,25-Jun-14
,26,Mbale,2014,Uganda,25-Jun-14
,58,Mbale,2014,Uganda,25-Jun-14
,33,Sironko,2014,Uganda,25-Jun-14
,35,Sironko,2014,Uganda,25-Jun-14
,38,Mbale,2014,Uganda,25-Jun-14
,36,Mbale,2014,Uganda,25-Jun-14
,41,Sironko,2014,Uganda,25-Jun-14
,43,Mbale,2014,Uganda,25-Jun-14
,62,Sironko,2014,Uganda,25-Jun-14
,73,Mbale,2014,Uganda,25-Jun-14
,54,Sironko,2014,Uganda,25-Jun-14
,32,Mbale,2014,Uganda,25-Jun-14
,49,Sironko,2014,Uganda,25-Jun-14
,33,Mbale,2014,Uganda,26-Jun-14
,36,Mbale,2014,Uganda,26-Jun-14
,65,Mbale,2014,Uganda,26-Jun-14
,69,Sironko,2014,Uganda,26-Jun-14
,34,Mbale,2014,Uganda,26-Jun-14
,40,Sironko,2014,Uganda,26-Jun-14
,40,Mbale,2014,Uganda,26-Jun-14
,48,Sironko,2014,Uganda,26-Jun-14
,41,Sironko,2014,Uganda,26-Jun-14
,31,Sironko,2014,Uganda,26-Jun-14
,36,Sironko,2014,Uganda,26-Jun-14
,41,Sironko,2014,Uganda,26-Jun-14
,25,Mbale,2014,Uganda,26-Jun-14
,43,Sironko,2014,Uganda,26-Jun-14
,33,Sironko,2014,Uganda,26-Jun-14
,44,Mbale,2014,Uganda,26-Jun-14
,31,Sironko,2014,Uganda,26-Jun-14
,23,Sironko,2014,Uganda,26-Jun-14
,27,Mbale,2014,Uganda,26-Jun-14
,27,Sironko,2014,Uganda,26-Jun-14
,30,Mbale,2014,Uganda,26-Jun-14
,43,Sironko,2014,Uganda,26-Jun-14
,32,Sironko,2014,Uganda,26-Jun-14
,38,Mbale,2014,Uganda,26-Jun-14
,38,Mbale,2014,Uganda,26-Jun-14
,38,Mbale,2014,Uganda,26-Jun-14
,61,Sironko,2014,Uganda,26-Jun-14
,25,Mbale,2014,Uganda,26-Jun-14
,28,Sironko,2014,Uganda,27-Jun-14
,30,Sironko,2014,Uganda,27-Jun-14
,34,Mbale,2014,Uganda,27-Jun-14
,32,Sironko,2014,Uganda,27-Jun-14
,27,Mbale,2014,Uganda,27-Jun-14
,34,Mbale,2014,Uganda,27-Jun-14
,22,Sironko,2014,Uganda,27-Jun-14
,31,Sironko,2014,Uganda,27-Jun-14
,47,Sironko,2014,Uganda,27-Jun-14
,54,Sironko,2014,Uganda,27-Jun-14
,45,Mbale,2014,Uganda,27-Jun-14
,28,Mbale,2014,Uganda,27-Jun-14
,41,Sironko,2014,Uganda,27-Jun-14
,49,Mbale,2014,Uganda,27-Jun-14
,22,Sironko,2014,Uganda,27-Jun-14
,38,Mbale,2014,Uganda,27-Jun-14
,50,Mbale,2014,Uganda,27-Jun-14
,29,Mbale,2014,Uganda,27-Jun-14
,40,Mbale,2014,Uganda,27-Jun-14
,38,Mbale,2014,Uganda,27-Jun-14
,55,Mbale,2014,Uganda,27-Jun-14
,30,Sironko,2014,Uganda,27-Jun-14
,23,Mbale,2014,Uganda,27-Jun-14
,47,Mbale,2014,Uganda,28-Jun-14
,49,Mbale,2014,Uganda,28-Jun-14
,22,Mbale,2014,Uganda,28-Jun-14
,36,Mbale,2014,Uganda,28-Jun-14
,58,Mbale,2014,Uganda,28-Jun-14
,48,Mbale,2014,Uganda,28-Jun-14
,50,Mbale,2014,Uganda,28-Jun-14
,28,Sironko,2014,Uganda,28-Jun-14
,61,Mbale,2014,Uganda,28-Jun-14
,25,Sironko,2014,Uganda,28-Jun-14
,35,Mbale,2014,Uganda,28-Jun-14
,25,Sironko,2014,Uganda,28-Jun-14
,31,Sironko,2014,Uganda,28-Jun-14
,44,Sironko,2014,Uganda,28-Jun-14
,30,Sironko,2014,Uganda,28-Jun-14
,26,Mbale,2014,Uganda,28-Jun-14
,21,Sironko,2014,Uganda,28-Jun-14
,39,Sironko,2014,Uganda,28-Jun-14
,25,Sironko,2014,Uganda,30-Jun-14
,69,Sironko,2014,Uganda,30-Jun-14
,30,Mbale,2014,Uganda,30-Jun-14
,29,Mbale,2014,Uganda,30-Jun-14
,43,Sironko,2014,Uganda,30-Jun-14
,38,Mbale,2014,Uganda,30-Jun-14
,38,Sironko,2014,Uganda,30-Jun-14
,19,Sironko,2014,Uganda,30-Jun-14
,35,Mbale,2014,Uganda,30-Jun-14
,23,Sironko,2014,Uganda,30-Jun-14
,24,Mbale,2014,Uganda,30-Jun-14
,19,Sironko,2014,Uganda,30-Jun-14
,33,Mbale,2014,Uganda,30-Jun-14
,54,Mbale,2014,Uganda,30-Jun-14
,34,Mbale,2014,Uganda,30-Jun-14
,25,Mbale,2014,Uganda,30-Jun-14
,29,Sironko,2014,Uganda,30-Jun-14
,35,Mbale,2014,Uganda,30-Jun-14
,26,Sironko,2014,Uganda,30-Jun-14
,62,Mbale,2014,Uganda,30-Jun-14
,32,Mbale,2014,Uganda,30-Jun-14
,49,Sironko,2014,Uganda,30-Jun-14
,37,Sironko,2014,Uganda,01-Jul-14
,33,Mbale,2014,Uganda,01-Jul-14
,34,Mbale,2014,Uganda,01-Jul-14
,40,Mbale,2014,Uganda,01-Jul-14
,24,Sironko,2014,Uganda,01-Jul-14
,25,Sironko,2014,Uganda,01-Jul-14
,68,Mbale,2014,Uganda,01-Jul-14
,35,Sironko,2014,Uganda,01-Jul-14
,37,Mbale,2014,Uganda,01-Jul-14
,24,Sironko,2014,Uganda,01-Jul-14
,45,Mbale,2014,Uganda,01-Jul-14
,29,Mbale,2014,Uganda,01-Jul-14
,34,Mbale,2014,Uganda,01-Jul-14
,23,Mbale,2014,Uganda,01-Jul-14
,23,Sironko,2014,Uganda,01-Jul-14
,40,Mbale,2014,Uganda,01-Jul-14
,36,Sironko,2014,Uganda,01-Jul-14
,46,Mbale,2014,Uganda,01-Jul-14
,36,Mbale,2014,Uganda,01-Jul-14
,31,Mbale,2014,Uganda,01-Jul-14
,30,Sironko,2014,Uganda,01-Jul-14
,40,Mbale,2014,Uganda,01-Jul-14
,30,Sironko,2014,Uganda,01-Jul-14
,24,Sironko,2014,Uganda,01-Jul-14
,46,Sironko,2014,Uganda,01-Jul-14
,23,Mbale,2014,Uganda,01-Jul-14
,25,Sironko,2014,Uganda,01-Jul-14
,37,Mbale,2014,Uganda,01-Jul-14
,39,Sironko,2014,Uganda,01-Jul-14
,51,Sironko,2014,Uganda,02-Jul-14
,24,Mbale,2014,Uganda,02-Jul-14
,21,Mbale,2014,Uganda,02-Jul-14
,24,Sironko,2014,Uganda,02-Jul-14
,36,Mbale,2014,Uganda,02-Jul-14
,24,Mbale,2014,Uganda,02-Jul-14
,21,Sironko,2014,Uganda,02-Jul-14
,51,Mbale,2014,Uganda,02-Jul-14
,37,Mbale,2014,Uganda,02-Jul-14
,24,Mbale,2014,Uganda,02-Jul-14
,32,Mbale,2014,Uganda,02-Jul-14
,40,Mbale,2014,Uganda,02-Jul-14
,26,Sironko,2014,Uganda,02-Jul-14
,32,Sironko,2014,Uganda,02-Jul-14
,46,Mbale,2014,Uganda,02-Jul-14
,47,Mbale,2014,Uganda,02-Jul-14
,35,Sironko,2014,Uganda,02-Jul-14
,31,Sironko,2014,Uganda,02-Jul-14
,28,Sironko,2014,Uganda,02-Jul-14
,35,Mbale,2014,Uganda,02-Jul-14
,27,Mbale,2014,Uganda,02-Jul-14
,90,Mbale,2014,Uganda,02-Jul-14
,42,Mbale,2014,Uganda,02-Jul-14
,34,Mbale,2014,Uganda,02-Jul-14
,40,Mbale,2014,Uganda,02-Jul-14
,49,Mbale,2014,Uganda,02-Jul-14
,21,Mbale,2014,Uganda,02-Jul-14
,27,Sironko,2014,Uganda,02-Jul-14
,31,Mbale,2014,Uganda,02-Jul-14
,46,Sironko,2014,Uganda,02-Jul-14
,36,Mbale,2014,Uganda,02-Jul-14
,32,Mbale,2014,Uganda,02-Jul-14
,19,Mbale,2014,Uganda,02-Jul-14
,30,Sironko,2014,Uganda,03-Jul-14
,18,Mbale,2014,Uganda,03-Jul-14
,35,Mbale,2014,Uganda,03-Jul-14
,23,Sironko,2014,Uganda,03-Jul-14
,52,Sironko,2014,Uganda,03-Jul-14
,39,Sironko,2014,Uganda,03-Jul-14
,37,Mbale,2014,Uganda,03-Jul-14
,23,Mbale,2014,Uganda,03-Jul-14
,47,Sironko,2014,Uganda,03-Jul-14
,31,Sironko,2014,Uganda,03-Jul-14
,20,Mbale,2014,Uganda,03-Jul-14
,28,Mbale,2014,Uganda,03-Jul-14
,30,Sironko,2014,Uganda,03-Jul-14
,38,Mbale,2014,Uganda,03-Jul-14
,37,Sironko,2014,Uganda,03-Jul-14
,36,Mbale,2014,Uganda,03-Jul-14
,57,Sironko,2014,Uganda,03-Jul-14
,42,Mbale,2014,Uganda,03-Jul-14
,32,Mbale,2014,Uganda,03-Jul-14
,25,Sironko,2014,Uganda,03-Jul-14
,49,Sironko,2014,Uganda,03-Jul-14
,33,Mbale,2014,Uganda,03-Jul-14
,24,Mbale,2014,Uganda,03-Jul-14
,28,Mbale,2014,Uganda,03-Jul-14
,46,Mbale,2014,Uganda,03-Jul-14
,36,Sironko,2014,Uganda,03-Jul-14
,40,Sironko,2014,Uganda,03-Jul-14
,26,Sironko,2014,Uganda,03-Jul-14
,31,Sironko,2014,Uganda,03-Jul-14
,35,Sironko,2014,Uganda,03-Jul-14
,29,Sironko,2014,Uganda,03-Jul-14
,28,Mbale,2014,Uganda,03-Jul-14
,29,Mbale,2014,Uganda,03-Jul-14
,31,Sironko,2014,Uganda,03-Jul-14
,36,Mbale,2014,Uganda,03-Jul-14
,46,Mbale,2014,Uganda,03-Jul-14
,41,Mbale,2014,Uganda,04-Jul-14
,37,Sironko,2014,Uganda,04-Jul-14
,27,Sironko,2014,Uganda,04-Jul-14
,24,Sironko,2014,Uganda,04-Jul-14
,24,Mbale,2014,Uganda,04-Jul-14
,33,Sironko,2014,Uganda,04-Jul-14
,34,Sironko,2014,Uganda,04-Jul-14
,49,Mbale,2014,Uganda,04-Jul-14
,52,Mbale,2014,Uganda,04-Jul-14
,24,Sironko,2014,Uganda,04-Jul-14
,27,Mbale,2014,Uganda,04-Jul-14
,20,Mbale,2014,Uganda,04-Jul-14
,35,Sironko,2014,Uganda,04-Jul-14
,39,Mbale,2014,Uganda,04-Jul-14
,31,Sironko,2014,Uganda,04-Jul-14
,30,Mbale,2014,Uganda,04-Jul-14
,23,Mbale,2014,Uganda,04-Jul-14
,22,Mbale,2014,Uganda,04-Jul-14
,24,Sironko,2014,Uganda,04-Jul-14
,31,Sironko,2014,Uganda,04-Jul-14
,31,Sironko,2014,Uganda,04-Jul-14
,34,Sironko,2014,Uganda,04-Jul-14
,26,Mbale,2014,Uganda,04-Jul-14
,29,Sironko,2014,Uganda,04-Jul-14
,20,Mbale,2014,Uganda,04-Jul-14
,28,Sironko,2014,Uganda,04-Jul-14
,33,Mbale,2014,Uganda,04-Jul-14
,35,Mbale,2014,Uganda,04-Jul-14
,48,Mbale,2014,Uganda,04-Jul-14
,50,Mbale,2014,Uganda,04-Jul-14
,23,Mbale,2014,Uganda,05-Jul-14
,48,Mbale,2014,Uganda,05-Jul-14
,50,Sironko,2014,Uganda,05-Jul-14
,34,Mbale,2014,Uganda,05-Jul-14
,49,Sironko,2014,Uganda,05-Jul-14
,37,Mbale,2014,Uganda,05-Jul-14
,20,Sironko,2014,Uganda,05-Jul-14
,61,Mbale,2014,Uganda,05-Jul-14
,33,Mbale,2014,Uganda,05-Jul-14
,36,Mbale,2014,Uganda,05-Jul-14
,31,Sironko,2014,Uganda,05-Jul-14
,47,Sironko,2014,Uganda,05-Jul-14
,30,Sironko,2014,Uganda,05-Jul-14
,29,Mbale,2014,Uganda,05-Jul-14
,86,Mbale,2014,Uganda,05-Jul-14
,24,Mbale,2014,Uganda,05-Jul-14
,42,Sironko,2014,Uganda,05-Jul-14
,26,Mbale,2014,Uganda,05-Jul-14
,25,Sironko,2014,Uganda,05-Jul-14
,65,Mbale,2014,Uganda,05-Jul-14
,37,Sironko,2014,Uganda,05-Jul-14
,37,Mbale,2014,Uganda,05-Jul-14
,24,Sironko,2014,Uganda,06-Jul-14
,35,Sironko,2014,Uganda,07-Jul-14
,46,Sironko,2014,Uganda,07-Jul-14
,50,Mbale,2014,Uganda,07-Jul-14
,25,Sironko,2014,Uganda,07-Jul-14
,19,Sironko,2014,Uganda,07-Jul-14
,30,Sironko,2014,Uganda,07-Jul-14
,38,Sironko,2014,Uganda,07-Jul-14
,35,Mbale,2014,Uganda,07-Jul-14
,25,Mbale,2014,Uganda,07-Jul-14
,34,Mbale,2014,Uganda,07-Jul-14
,40,Sironko,2014,Uganda,07-Jul-14
,42,Mbale,2014,Uganda,07-Jul-14
,24,Sironko,2014,Uganda,07-Jul-14
,31,Sironko,2014,Uganda,07-Jul-14
,70,Mbale,2014,Uganda,07-Jul-14
,29,Sironko,2014,Uganda,07-Jul-14
,28,Sironko,2014,Uganda,07-Jul-14
,24,Sironko,2014,Uganda,07-Jul-14
,47,Sironko,2014,Uganda,07-Jul-14
,19,Sironko,2014,Uganda,07-Jul-14
,37,Mbale,2014,Uganda,07-Jul-14
,22,Mbale,2014,Uganda,07-Jul-14
,26,Mbale,2014,Uganda,07-Jul-14
,26,Sironko,2014,Uganda,07-Jul-14
,61,Mbale,2014,Uganda,07-Jul-14
,41,Mbale,2014,Uganda,07-Jul-14
,40,Sironko,2014,Uganda,07-Jul-14
,42,Mbale,2014,Uganda,07-Jul-14
,40,Sironko,2014,Uganda,07-Jul-14
,30,Sironko,2014,Uganda,07-Jul-14
,55,Mbale,2014,Uganda,07-Jul-14
,31,Mbale,2014,Uganda,07-Jul-14
,38,Sironko,2014,Uganda,07-Jul-14
,45,Mbale,2014,Uganda,08-Jul-14
,29,Mbale,2014,Uganda,08-Jul-14
,25,Sironko,2014,Uganda,08-Jul-14
,43,Mbale,2014,Uganda,08-Jul-14
,33,Sironko,2014,Uganda,08-Jul-14
,26,Mbale,2014,Uganda,08-Jul-14
,35,Mbale,2014,Uganda,08-Jul-14
,44,Sironko,2014,Uganda,08-Jul-14
,42,Mbale,2014,Uganda,08-Jul-14
,20,Sironko,2014,Uganda,08-Jul-14
,22,Sironko,2014,Uganda,08-Jul-14
,25,Sironko,2014,Uganda,08-Jul-14
,40,Sironko,2014,Uganda,08-Jul-14
,33,Sironko,2014,Uganda,08-Jul-14
,31,Mbale,2014,Uganda,08-Jul-14
,18,Mbale,2014,Uganda,08-Jul-14
,34,Mbale,2014,Uganda,08-Jul-14
,32,Sironko,2014,Uganda,08-Jul-14
,24,Sironko,2014,Uganda,08-Jul-14
,28,Mbale,2014,Uganda,08-Jul-14
,32,Mbale,2014,Uganda,08-Jul-14
,26,Sironko,2014,Uganda,08-Jul-14
,365,Sironko,2014,Uganda,08-Jul-14
,63,Mbale,2014,Uganda,08-Jul-14
,23,Mbale,2014,Uganda,08-Jul-14
,30,Sironko,2014,Uganda,08-Jul-14
,20,Sironko,2014,Uganda,08-Jul-14
,35,Sironko,2014,Uganda,08-Jul-14
,30,Sironko,2014,Uganda,08-Jul-14
,27,Sironko,2014,Uganda,08-Jul-14
,41,Sironko,2014,Uganda,08-Jul-14
,38,Mbale,2014,Uganda,08-Jul-14
,35,Sironko,2014,Uganda,08-Jul-14
,38,Mbale,2014,Uganda,08-Jul-14
,40,Sironko,2014,Uganda,08-Jul-14
,54,Mbale,2014,Uganda,08-Jul-14
,41,Mbale,2014,Uganda,09-Jul-14
,51,Mbale,2014,Uganda,09-Jul-14
,24,Sironko,2014,Uganda,09-Jul-14
,29,Mbale,2014,Uganda,09-Jul-14
,23,Mbale,2014,Uganda,09-Jul-14
,53,Mbale,2014,Uganda,09-Jul-14
,65,Sironko,2014,Uganda,09-Jul-14
,35,Sironko,2014,Uganda,09-Jul-14
,54,Mbale,2014,Uganda,09-Jul-14
,39,Sironko,2014,Uganda,09-Jul-14
,49,Sironko,2014,Uganda,09-Jul-14
,22,Mbale,2014,Uganda,09-Jul-14
,24,Sironko,2014,Uganda,09-Jul-14
,58,Mbale,2014,Uganda,09-Jul-14
,20,Sironko,2014,Uganda,09-Jul-14
,31,Sironko,2014,Uganda,09-Jul-14
,30,Mbale,2014,Uganda,09-Jul-14
,45,Sironko,2014,Uganda,09-Jul-14
,31,Mbale,2014,Uganda,09-Jul-14
,28,Mbale,2014,Uganda,09-Jul-14
,50,Mbale,2014,Uganda,09-Jul-14
,29,Sironko,2014,Uganda,09-Jul-14
,30,Sironko,2014,Uganda,09-Jul-14
,32,Mbale,2014,Uganda,09-Jul-14
,38,Mbale,2014,Uganda,09-Jul-14
,23,Mbale,2014,Uganda,09-Jul-14
,25,Mbale,2014,Uganda,09-Jul-14
,34,Sironko,2014,Uganda,09-Jul-14
,24,Sironko,2014,Uganda,09-Jul-14
,68,Sironko,2014,Uganda,09-Jul-14
,41,Sironko,2014,Uganda,09-Jul-14
,52,Mbale,2014,Uganda,09-Jul-14
,38,Sironko,2014,Uganda,09-Jul-14
,49,Mbale,2014,Uganda,09-Jul-14
,22,Sironko,2014,Uganda,09-Jul-14
,51,Mbale,2014,Uganda,09-Jul-14
,27,Mbale,2014,Uganda,09-Jul-14
,41,Mbale,2014,Uganda,09-Jul-14
,29,Sironko,2014,Uganda,09-Jul-14
,41,Sironko,2014,Uganda,09-Jul-14
,36,Sironko,2014,Uganda,09-Jul-14
,23,Mbale,2014,Uganda,10-Jul-14
,41,Sironko,2014,Uganda,10-Jul-14
,32,Mbale,2014,Uganda,10-Jul-14
,23,Sironko,2014,Uganda,10-Jul-14
,29,Sironko,2014,Uganda,10-Jul-14
,45,Sironko,2014,Uganda,10-Jul-14
,36,Mbale,2014,Uganda,10-Jul-14
,33,Sironko,2014,Uganda,10-Jul-14
,22,Sironko,2014,Uganda,10-Jul-14
,34,Mbale,2014,Uganda,10-Jul-14
,42,Sironko,2014,Uganda,10-Jul-14
,33,Sironko,2014,Uganda,10-Jul-14
,42,Mbale,2014,Uganda,10-Jul-14
,26,Sironko,2014,Uganda,10-Jul-14
,31,Sironko,2014,Uganda,10-Jul-14
,36,Sironko,2014,Uganda,10-Jul-14
,20,Mbale,2014,Uganda,10-Jul-14
,46,Sironko,2014,Uganda,10-Jul-14
,17,Sironko,2014,Uganda,10-Jul-14
