ID,cem301_attendees_total,month,year,country
,45,3,2014,2
,35,3,2014,2
,50,3,2014,2
,36,3,2014,2
,32,3,2014,2
,54,3,2014,2
,24,3,2014,2
,50,3,2014,2
,32,3,2014,2
,48,3,2014,2
,40,3,2014,2
,38,3,2014,2
,31,3,2014,2
,35,3,2014,2
,40,3,2014,2
,38,3,2014,2
,52,3,2014,2
,61,3,2014,2
,54,3,2014,2
,70,3,2014,2
,47,3,2014,2
,41,3,2014,2
,54,3,2014,2
,26,3,2014,2
,68,3,2014,2
,54,3,2014,2
,42,3,2014,2
,26,3,2014,2
,21,3,2014,2
,23,3,2014,2
,41,3,2014,2
,43,3,2014,2
,36,3,2014,2
,30,3,2014,2
,35,3,2014,2
,58,3,2014,2
,38,3,2014,2
,25,3,2014,2
,35,3,2014,2
,33,3,2014,2
,41,3,2014,2
,29,3,2014,2
,50,3,2014,2
,64,3,2014,2
,22,3,2014,2
,25,3,2014,2
,36,3,2014,2
,31,3,2014,2
,30,3,2014,2
,32,3,2014,2
,40,3,2014,2
,27,3,2014,2
,19,3,2014,2
,42,3,2014,2
,29,3,2014,2
,46,3,2014,2
,27,3,2014,2
,40,3,2014,2
,18,3,2014,2
,46,3,2014,2
,20,3,2014,2
,45,3,2014,2
,63,3,2014,2
,25,3,2014,2
,55,3,2014,2
,41,3,2014,2
,41,3,2014,2
,36,3,2014,2
,32,3,2014,2
,41,3,2014,2
,32,3,2014,2
,39,3,2014,2
,56,3,2014,2
,34,3,2014,2
,41,3,2014,2
,38,3,2014,2
,25,3,2014,2
,35,3,2014,2
,28,3,2014,2
,59,3,2014,2
,23,3,2014,2
,76,3,2014,2
,15,3,2014,2
,27,3,2014,2
,29,3,2014,2
,22,3,2014,2
,24,3,2014,2
,55,3,2014,2
,25,3,2014,2
,30,3,2014,2
,48,3,2014,2
,24,3,2014,2
,20,3,2014,2
,35,3,2014,2
,35,3,2014,2
,13,3,2014,2
,25,3,2014,2
,52,3,2014,2
,60,3,2014,2
,35,3,2014,2
,40,4,2014,2
,52,4,2014,2
,21,4,2014,2
,45,4,2014,2
,20,4,2014,2
,26,4,2014,2
,45,4,2014,2
,28,4,2014,2
,30,4,2014,2
,69,4,2014,2
,42,4,2014,2
,31,4,2014,2
,25,4,2014,2
,20,4,2014,2
,56,4,2014,2
,31,4,2014,2
,28,4,2014,2
,25,4,2014,2
,50,4,2014,2
,32,4,2014,2
,51,4,2014,2
,28,4,2014,2
,31,4,2014,2
,28,4,2014,2
,23,4,2014,2
,29,4,2014,2
,52,4,2014,2
,53,4,2014,2
,43,4,2014,2
,37,4,2014,2
,21,4,2014,2
,32,4,2014,2
,37,4,2014,2
,46,4,2014,2
,37,4,2014,2
,33,4,2014,2
,24,4,2014,2
,23,4,2014,2
,21,4,2014,2
,26,4,2014,2
,27,4,2014,2
,46,4,2014,2
,28,4,2014,2
,30,4,2014,2
,23,4,2014,2
,33,4,2014,2
,28,4,2014,2
,26,4,2014,2
,49,4,2014,2
,48,4,2014,2
,28,4,2014,2
,45,4,2014,2
,40,4,2014,2
,28,4,2014,2
,18,4,2014,2
,42,4,2014,2
,23,4,2014,2
,20,4,2014,2
,57,4,2014,2
,40,4,2014,2
,21,4,2014,2
,42,4,2014,2
,25,4,2014,2
,26,4,2014,2
,31,4,2014,2
,19,4,2014,2
,62,4,2014,2
,64,4,2014,2
,46,4,2014,2
,15,4,2014,2
,26,4,2014,2
,35,4,2014,2
,28,4,2014,2
,21,4,2014,2
,25,4,2014,2
,33,4,2014,2
,59,4,2014,2
,21,4,2014,2
,24,4,2014,2
,35,4,2014,2
,38,4,2014,2
,17,4,2014,2
,34,4,2014,2
,37,4,2014,2
,20,4,2014,2
,13,4,2014,2
,26,4,2014,2
,23,4,2014,2
,25,4,2014,2
,23,4,2014,2
,25,4,2014,2
,45,4,2014,2
,46,4,2014,2
,19,4,2014,2
,38,4,2014,2
,41,4,2014,2
,40,4,2014,2
,33,4,2014,2
,23,4,2014,2
,40,4,2014,2
,18,4,2014,2
,31,4,2014,2
,22,4,2014,2
,36,4,2014,2
,20,4,2014,2
,19,4,2014,2
,20,4,2014,2
,36,4,2014,2
,17,4,2014,2
,28,4,2014,2
,25,4,2014,2
,24,4,2014,2
,33,6,2014,2
,32,6,2014,2
,28,8,2014,2
,22,8,2014,2
,36,8,2014,2
,45,8,2014,2
,29,8,2014,2
,31,8,2014,2
,41,8,2014,2
,53,8,2014,2
,34,8,2014,2
,21,8,2014,2
,28,8,2014,2
,28,8,2014,2
,37,8,2014,2
,29,8,2014,2
,41,8,2014,2
,38,8,2014,2
,40,8,2014,2
,59,8,2014,2
,41,8,2014,2
,10,8,2014,2
,58,8,2014,2
,76,8,2014,2
,30,8,2014,2
,29,8,2014,2
,37,8,2014,2
,34,8,2014,2
,49,8,2014,2
,33,8,2014,2
,36,8,2014,2
,30,8,2014,2
,56,8,2014,2
,28,8,2014,2
,30,8,2014,2
,18,8,2014,2
,35,8,2014,2
,18,8,2014,2
,37,8,2014,2
,30,8,2014,2
,36,8,2014,2
,30,8,2014,2
,37,8,2014,2
,38,8,2014,2
,24,8,2014,2
,43,8,2014,2
,30,8,2014,2
,44,8,2014,2
,20,8,2014,2
,48,8,2014,2
,61,8,2014,2
,68,8,2014,2
,25,8,2014,2
,33,8,2014,2
,26,8,2014,2
,31,8,2014,2
,33,8,2014,2
,31,8,2014,2
,27,8,2014,2
,28,8,2014,2
,21,8,2014,2
,30,8,2014,2
,36,8,2014,2
,34,8,2014,2
,67,8,2014,2
,30,8,2014,2
,40,8,2014,2
,24,8,2014,2
,13,8,2014,2
,42,8,2014,2
,30,8,2014,2
,42,8,2014,2
,73,8,2014,2
,33,8,2014,2
,49,8,2014,2
,22,8,2014,2
,34,8,2014,2
,20,8,2014,2
,41,8,2014,2
,42,8,2014,2
,45,8,2014,2
,35,8,2014,2
,23,8,2014,2
,31,8,2014,2
,14,8,2014,2
,29,8,2014,2
,44,8,2014,2
,52,8,2014,2
,20,8,2014,2
,26,8,2014,2
,25,8,2014,2
,51,8,2014,2
,47,8,2014,2
,10,8,2014,2
,19,8,2014,2
,35,8,2014,2
,15,8,2014,2
,32,8,2014,2
,25,8,2014,2
,60,8,2014,2
,23,8,2014,2
,32,8,2014,2
,23,8,2014,2
,40,8,2014,2
,45,8,2014,2
,52,8,2014,2
,45,8,2014,2
,40,8,2014,2
,43,8,2014,2
,38,8,2014,2
,24,8,2014,2
,43,8,2014,2
,28,8,2014,2
,37,8,2014,2
,25,8,2014,2
,18,8,2014,2
,46,8,2014,2
,53,8,2014,2
,68,8,2014,2
,30,8,2014,2
,32,8,2014,2
,53,8,2014,2
,47,8,2014,2
,52,8,2014,2
,45,8,2014,2
,55,8,2014,2
,15,8,2014,2
,36,8,2014,2
,42,8,2014,2
,69,8,2014,2
,28,8,2014,2
,20,8,2014,2
,40,8,2014,2
,43,8,2014,2
,42,8,2014,2
,48,8,2014,2
,52,8,2014,2
,32,8,2014,2
,35,8,2014,2
,42,8,2014,2
,40,8,2014,2
,30,8,2014,2
,23,8,2014,2
,58,8,2014,2
,34,8,2014,2
,38,8,2014,2
,39,8,2014,2
,35,8,2014,2
,48,8,2014,2
,59,8,2014,2
,25,8,2014,2
,58,8,2014,2
,17,8,2014,2
,69,8,2014,2
,20,8,2014,2
,40,8,2014,2
,42,8,2014,2
,51,8,2014,2
,47,8,2014,2
,56,8,2014,2
,33,8,2014,2
,21,8,2014,2
,32,8,2014,2
,62,8,2014,2
,38,8,2014,2
,35,8,2014,2
,49,8,2014,2
,30,8,2014,2
,54,8,2014,2
,46,8,2014,2
,59,8,2014,2
,58,8,2014,2
,20,8,2014,2
,20,8,2014,2
,47,8,2014,2
,31,8,2014,2
,27,8,2014,2
,36,8,2014,2
,49,8,2014,2
,21,8,2014,2
,28,8,2014,2
,25,8,2014,2
,25,8,2014,2
,31,8,2014,2
,38,8,2014,2
,30,8,2014,2
,52,8,2014,2
,22,8,2014,2
,27,8,2014,2
,27,8,2014,2
,47,8,2014,2
,23,8,2014,2
,33,8,2014,2
,35,8,2014,2
,25,8,2014,2
,38,8,2014,2
,50,8,2014,2
,50,8,2014,2
,38,8,2014,2
,34,8,2014,2
,39,8,2014,2
,42,8,2014,2
,39,8,2014,2
,37,8,2014,2
,33,8,2014,2
,30,8,2014,2
,30,8,2014,2
,21,8,2014,2
,58,8,2014,2
,28,8,2014,2
,30,8,2014,2
,20,8,2014,2
,33,8,2014,2
,34,8,2014,2
,22,8,2014,2
,39,8,2014,2
,30,8,2014,2
,30,8,2014,2
,35,8,2014,2
,25,8,2014,2
,21,8,2014,2
,20,8,2014,2
,76,8,2014,2
,19,8,2014,2
,43,8,2014,2
,26,8,2014,2
,31,8,2014,2
,28,8,2014,2
,31,8,2014,2
,40,8,2014,2
,67,8,2014,2
,33,8,2014,2
,26,8,2014,2
,35,8,2014,2
,18,8,2014,2
,49,8,2014,2
,38,8,2014,2
,40,8,2014,2
,22,8,2014,2
,40,8,2014,2
,45,8,2014,2
,39,8,2014,2
,92,8,2014,2
,44,8,2014,2
,32,8,2014,2
,32,8,2014,2
,25,8,2014,2
,17,8,2014,2
,17,8,2014,2
,40,8,2014,2
,54,8,2014,2
,30,8,2014,2
,50,8,2014,2
,19,8,2014,2
,49,8,2014,2
,37,8,2014,2
,30,8,2014,2
,48,8,2014,2
,24,8,2014,2
,42,8,2014,2
,27,8,2014,2
,50,8,2014,2
,30,8,2014,2
,34,8,2014,2
,33,8,2014,2
,24,8,2014,2
,42,8,2014,2
,41,8,2014,2
,36,8,2014,2
,28,8,2014,2
,38,8,2014,2
,17,8,2014,2
,21,8,2014,2
,23,8,2014,2
,60,8,2014,2
,37,8,2014,2
,45,8,2014,2
,37,8,2014,2
,24,8,2014,2
,29,8,2014,2
,52,8,2014,2
,22,8,2014,2
,48,8,2014,2
,21,8,2014,2
,48,8,2014,2
,31,8,2014,2
,50,8,2014,2
,30,8,2014,2
,44,8,2014,2
,32,8,2014,2
,25,8,2014,2
,40,8,2014,2
,44,8,2014,2
,40,8,2014,2
,86,8,2014,2
,50,8,2014,2
,38,8,2014,2
,26,9,2014,2
,40,9,2014,2
,55,9,2014,2
,26,9,2014,2
,24,9,2014,2
,55,9,2014,2
,35,9,2014,2
,30,9,2014,2
,30,9,2014,2
,34,9,2014,2
,34,9,2014,2
,20,9,2014,2
,21,9,2014,2
,43,9,2014,2
,12,9,2014,2
,36,9,2014,2
,42,9,2014,2
,28,9,2014,2
,35,9,2014,2
,36,9,2014,2
,38,9,2014,2
,71,9,2014,2
,45,9,2014,2
,50,9,2014,2
,81,9,2014,2
,21,9,2014,2
,30,9,2014,2
,28,9,2014,2
,22,9,2014,2
,20,9,2014,2
,23,9,2014,2
,38,9,2014,2
,40,9,2014,2
,40,9,2014,2
,42,9,2014,2
,25,9,2014,2
,90,9,2014,2
,39,9,2014,2
,32,9,2014,2
,28,9,2014,2
,68,9,2014,2
,40,9,2014,2
,47,9,2014,2
,44,9,2014,2
,29,9,2014,2
,68,9,2014,2
,21,9,2014,2
,48,9,2014,2
,31,9,2014,2
,32,9,2014,2
,39,9,2014,2
,40,9,2014,2
,60,9,2014,2
,40,9,2014,2
,32,9,2014,2
,50,9,2014,2
,55,9,2014,2
,24,9,2014,2
,23,9,2014,2
,23,9,2014,2
,21,9,2014,2
,24,9,2014,2
,33,9,2014,2
,30,9,2014,2
,67,9,2014,2
,45,9,2014,2
,63,9,2014,2
,59,9,2014,2
,63,9,2014,2
,76,9,2014,2
,26,9,2014,2
,23,9,2014,2
,25,9,2014,2
,50,9,2014,2
,24,9,2014,2
,45,9,2014,2
,45,9,2014,2
,43,9,2014,2
,44,9,2014,2
,20,9,2014,2
,29,9,2014,2
,21,9,2014,2
,32,9,2014,2
,48,9,2014,2
,32,9,2014,2
,27,9,2014,2
,32,9,2014,2
,46,9,2014,2
,22,9,2014,2
,49,9,2014,2
,48,9,2014,2
,54,9,2014,2
,79,9,2014,2
,26,9,2014,2
,35,9,2014,2
,51,9,2014,2
,113,9,2014,2
,37,9,2014,2
,38,9,2014,2
,40,9,2014,2
,32,9,2014,2
,38,9,2014,2
,32,9,2014,2
,65,9,2014,2
,67,9,2014,2
,55,9,2014,2
,36,9,2014,2
,29,9,2014,2
,28,9,2014,2
,32,9,2014,2
,35,9,2014,2
,60,9,2014,2
,29,9,2014,2
,72,9,2014,2
,20,9,2014,2
,45,9,2014,2
,37,9,2014,2
,30,9,2014,2
,60,9,2014,2
,72,9,2014,2
,26,9,2014,2
,43,9,2014,2
,48,9,2014,2
,20,9,2014,2
,65,9,2014,2
,55,9,2014,2
,23,9,2014,2
,21,9,2014,2
,36,9,2014,2
,32,9,2014,2
,35,9,2014,2
,24,9,2014,2
,36,9,2014,2
,25,9,2014,2
,35,9,2014,2
,20,9,2014,2
,26,9,2014,2
,29,9,2014,2
,38,9,2014,2
,41,9,2014,2
,30,9,2014,2
,40,9,2014,2
,60,9,2014,2
,40,9,2014,2
,59,9,2014,2
,45,9,2014,2
,46,9,2014,2
,97,9,2014,2
,31,9,2014,2
,38,9,2014,2
,40,9,2014,2
,69,9,2014,2
,21,9,2014,2
,22,9,2014,2
,51,9,2014,2
,37,9,2014,2
,21,9,2014,2
,57,9,2014,2
,54,9,2014,2
,35,9,2014,2
,36,9,2014,2
,40,9,2014,2
,27,9,2014,2
,67,9,2014,2
,48,9,2014,2
,51,9,2014,2
,35,9,2014,2
,67,9,2014,2
,36,9,2014,2
,25,9,2014,2
,27,9,2014,2
,15,9,2014,2
,38,9,2014,2
,48,9,2014,2
,26,9,2014,2
,26,9,2014,2
,16,9,2014,2
,10,9,2014,2
,46,9,2014,2
,46,9,2014,2
,38,9,2014,2
,46,9,2014,2
,34,9,2014,2
,35,9,2014,2
,20,9,2014,2
,53,9,2014,2
,32,9,2014,2
,53,9,2014,2
,55,9,2014,2
,43,9,2014,2
,45,9,2014,2
,28,9,2014,2
,36,9,2014,2
,32,9,2014,2
,20,9,2014,2
,39,9,2014,2
,20,9,2014,2
,32,9,2014,2
,10,9,2014,2
,30,9,2014,2
,29,9,2014,2
,25,9,2014,2
,28,9,2014,2
,40,9,2014,2
,28,9,2014,2
,27,9,2014,2
,60,9,2014,2
,24,9,2014,2
,22,9,2014,2
,24,9,2014,2
,21,9,2014,2
,30,9,2014,2
,13,9,2014,2
,21,9,2014,2
,68,9,2014,2
,24,9,2014,2
,29,9,2014,2
,49,9,2014,2
,38,9,2014,2
,14,9,2014,2
,48,9,2014,2
,20,9,2014,2
,47,9,2014,2
,35,9,2014,2
,30,9,2014,2
,56,9,2014,2
,31,9,2014,2
,23,9,2014,2
,48,9,2014,2
,28,9,2014,2
,99,9,2014,2
,30,9,2014,2
,27,9,2014,2
,26,9,2014,2
,35,9,2014,2
,35,9,2014,2
,34,9,2014,2
,15,9,2014,2
,22,9,2014,2
,37,9,2014,2
,68,9,2014,2
,39,9,2014,2
,34,9,2014,2
,55,9,2014,2
,60,9,2014,2
,35,9,2014,2
,48,9,2014,2
,53,9,2014,2
,58,9,2014,2
,30,9,2014,2
,30,9,2014,2
,55,9,2014,2
,18,9,2014,2
,40,9,2014,2
,51,9,2014,2
,28,9,2014,2
,23,9,2014,2
,56,9,2014,2
,35,9,2014,2
,50,9,2014,2
,41,9,2014,2
,36,9,2014,2
,28,9,2014,2
,30,9,2014,2
,42,9,2014,2
,25,9,2014,2
,33,9,2014,2
,23,9,2014,2
,36,9,2014,2
,26,9,2014,2
,30,9,2014,2
,28,9,2014,2
,23,9,2014,2
,32,9,2014,2
,27,9,2014,2
,42,9,2014,2
,48,9,2014,2
,32,9,2014,2
,40,9,2014,2
,17,9,2014,2
,65,9,2014,2
,62,9,2014,2
,38,9,2014,2
,55,9,2014,2
,35,9,2014,2
,32,9,2014,2
,58,9,2014,2
,34,9,2014,2
,33,9,2014,2
,28,9,2014,2
,29,9,2014,2
,43,9,2014,2
,34,9,2014,2
,39,9,2014,2
,43,9,2014,2
,17,9,2014,2
,66,9,2014,2
,41,9,2014,2
,39,9,2014,2
,29,9,2014,2
,19,9,2014,2
,16,9,2014,2
,34,9,2014,2
,49,9,2014,2
,19,9,2014,2
,22,9,2014,2
,15,9,2014,2
,53,9,2014,2
,30,9,2014,2
,60,9,2014,2
,19,9,2014,2
,67,9,2014,2
,39,9,2014,2
,30,9,2014,2
,38,9,2014,2
,38,9,2014,2
,40,9,2014,2
,35,9,2014,2
,51,9,2014,2
,38,9,2014,2
,20,9,2014,2
,25,9,2014,2
,17,9,2014,2
,47,9,2014,2
,62,9,2014,2
,41,9,2014,2
,19,9,2014,2
,12,9,2014,2
,39,9,2014,2
,40,9,2014,2
,40,9,2014,2
,40,9,2014,2
,34,9,2014,2
,25,9,2014,2
,23,9,2014,2
,51,9,2014,2
,35,9,2014,2
,22,9,2014,2
,16,9,2014,2
,30,9,2014,2
,30,9,2014,2
,25,9,2014,2
,34,9,2014,2
,30,9,2014,2
,19,9,2014,2
,39,9,2014,2
,20,9,2014,2
,27,9,2014,2
,48,9,2014,2
,26,9,2014,2
,68,9,2014,2
,40,9,2014,2
,52,9,2014,2
,15,9,2014,2
,20,9,2014,2
,37,9,2014,2
,59,9,2014,2
,18,9,2014,2
,24,9,2014,2
,20,9,2014,2
,28,9,2014,2
,29,9,2014,2
,21,9,2014,2
,45,9,2014,2
,27,9,2014,2
,44,9,2014,2
,34,9,2014,2
,28,9,2014,2
,27,9,2014,2
,38,9,2014,2
,53,9,2014,2
,58,9,2014,2
,32,9,2014,2
,35,9,2014,2
,73,9,2014,2
,28,9,2014,2
,24,9,2014,2
,58,9,2014,2
,41,9,2014,2
,40,9,2014,2
,38,9,2014,2
,20,9,2014,2
,19,9,2014,2
,41,9,2014,2
,32,9,2014,2
,35,9,2014,2
,76,9,2014,2
,13,9,2014,2
,37,9,2014,2
,34,9,2014,2
,16,9,2014,2
,43,9,2014,2
,15,9,2014,2
,29,9,2014,2
,43,9,2014,2
,52,9,2014,2
,42,9,2014,2
,24,9,2014,2
,34,9,2014,2
,19,9,2014,2
,20,9,2014,2
,38,9,2014,2
,25,9,2014,2
,38,9,2014,2
,57,9,2014,2
,35,9,2014,2
,38,9,2014,2
,39,9,2014,2
,29,9,2014,2
,34,9,2014,2
,35,9,2014,2
,56,9,2014,2
,72,9,2014,2
,45,9,2014,2
,60,9,2014,2
,20,9,2014,2
,122,9,2014,2
,39,9,2014,2
,32,9,2014,2
,28,9,2014,2
,35,9,2014,2
,25,9,2014,2
,14,9,2014,2
,30,9,2014,2
,62,9,2014,2
,38,9,2014,2
,27,9,2014,2
,50,9,2014,2
,33,9,2014,2
,26,9,2014,2
,40,9,2014,2
,19,9,2014,2
,22,9,2014,2
,43,9,2014,2
,21,9,2014,2
,43,9,2014,2
,45,9,2014,2
,55,9,2014,2
,58,9,2014,2
,40,9,2014,2
,37,9,2014,2
,38,9,2014,2
,20,9,2014,2
,30,9,2014,2
,50,9,2014,2
,39,9,2014,2
,48,9,2014,2
,36,9,2014,2
,35,9,2014,2
,30,9,2014,2
,33,9,2014,2
,25,9,2014,2
,44,9,2014,2
,28,9,2014,2
,69,9,2014,2
,34,9,2014,2
,44,9,2014,2
,23,9,2014,2
,28,9,2014,2
,35,9,2014,2
,27,9,2014,2
,25,9,2014,2
,25,9,2014,2
,22,9,2014,2
,42,9,2014,2
,27,9,2014,2
,22,9,2014,2
,29,9,2014,2
,30,9,2014,2
,22,9,2014,2
,29,9,2014,2
,35,9,2014,2
,33,9,2014,2
,110,9,2014,2
,15,9,2014,2
,36,9,2014,2
,18,9,2014,2
,66,9,2014,2
,15,9,2014,2
,20,9,2014,2
,23,9,2014,2
,30,9,2014,2
,22,9,2014,2
,31,9,2014,2
,60,9,2014,2
,31,9,2014,2
,21,9,2014,2
,38,9,2014,2
,41,9,2014,2
,31,9,2014,2
,38,9,2014,2
,29,9,2014,2
,16,9,2014,2
,42,9,2014,2
,35,9,2014,2
,21,9,2014,2
,28,9,2014,2
,42,9,2014,2
,42,9,2014,2
,29,9,2014,2
,15,9,2014,2
,21,9,2014,2
,32,9,2014,2
,33,9,2014,2
,15,9,2014,2
,43,9,2014,2
,32,9,2014,2
,62,9,2014,2
,60,9,2014,2
,40,9,2014,2
,16,9,2014,2
,15,9,2014,2
,27,9,2014,2
,28,9,2014,2
,30,9,2014,2
,44,9,2014,2
,44,9,2014,2
,15,9,2014,2
,40,9,2014,2
,17,9,2014,2
,46,9,2014,2
,29,9,2014,2
,40,9,2014,2
,52,9,2014,2
,23,9,2014,2
,39,9,2014,2
,15,9,2014,2
,33,9,2014,2
,17,9,2014,2
,16,9,2014,2
,20,9,2014,2
,50,9,2014,2
,61,9,2014,2
,38,9,2014,2
,55,9,2014,2
,349,9,2014,2
,18,9,2014,2
,23,9,2014,2
,25,9,2014,2
,16,9,2014,2
,26,9,2014,2
,34,9,2014,2
,50,9,2014,2
,52,9,2014,2
,27,9,2014,2
,30,9,2014,2
,45,9,2014,2
,53,9,2014,2
,35,9,2014,2
,45,9,2014,2
,37,9,2014,2
,12,9,2014,2
,36,9,2014,2
,25,9,2014,2
,21,9,2014,2
,40,9,2014,2
,31,9,2014,2
,32,9,2014,2
,25,9,2014,2
,21,9,2014,2
,37,9,2014,2
,19,9,2014,2
,33,9,2014,2
,44,9,2014,2
,36,9,2014,2
,30,9,2014,2
,47,9,2014,2
,32,9,2014,2
,22,9,2014,2
,18,9,2014,2
,25,9,2014,2
,31,9,2014,2
,66,9,2014,2
,49,9,2014,2
,25,9,2014,2
,28,9,2014,2
,25,9,2014,2
,38,9,2014,2
,112,9,2014,2
,30,9,2014,2
,22,9,2014,2
,30,9,2014,2
,47,9,2014,2
,31,9,2014,2
,21,9,2014,2
,27,9,2014,2
,37,9,2014,2
,35,9,2014,2
,34,9,2014,2
,39,9,2014,2
,47,9,2014,2
,61,9,2014,2
,27,9,2014,2
,24,9,2014,2
,28,9,2014,2
,59,9,2014,2
,38,9,2014,2
,39,9,2014,2
,51,9,2014,2
,36,9,2014,2
,14,9,2014,2
,43,9,2014,2
,25,9,2014,2
,42,9,2014,2
,18,9,2014,2
,62,9,2014,2
,16,9,2014,2
,38,9,2014,2
,38,9,2014,2
,24,9,2014,2
,49,9,2014,2
,37,9,2014,2
,47,9,2014,2
,48,9,2014,2
,50,9,2014,2
,35,9,2014,2
,38,9,2014,2
,28,9,2014,2
,28,9,2014,2
,27,9,2014,2
,22,9,2014,2
,60,9,2014,2
,25,9,2014,2
,38,9,2014,2
,25,9,2014,2
,60,9,2014,2
,54,9,2014,2
,12,9,2014,2
,20,9,2014,2
,22,9,2014,2
,150,9,2014,2
,44,9,2014,2
,20,9,2014,2
,32,9,2014,2
,16,9,2014,2
,46,9,2014,2
,30,9,2014,2
,20,9,2014,2
,33,9,2014,2
,47,9,2014,2
,22,9,2014,2
,17,9,2014,2
,40,9,2014,2
,38,9,2014,2
,29,9,2014,2
,43,9,2014,2
,31,9,2014,2
,31,9,2014,2
,27,9,2014,2
,37,9,2014,2
,33,9,2014,2
,17,9,2014,2
,32,9,2014,2
,60,9,2014,2
,31,9,2014,2
,38,9,2014,2
,29,9,2014,2
,20,9,2014,2
,50,9,2014,2
,40,9,2014,2
,49,9,2014,2
,29,9,2014,2
,23,9,2014,2
,15,9,2014,2
,14,9,2014,2
,25,9,2014,2
,18,9,2014,2
,33,9,2014,2
,23,9,2014,2
,41,9,2014,2
,15,9,2014,2
,60,9,2014,2
,80,9,2014,2
,28,9,2014,2
,35,9,2014,2
,47,9,2014,2
,33,9,2014,2
,25,9,2014,2
,18,9,2014,2
,12,9,2014,2
,25,9,2014,2
,19,9,2014,2
,30,9,2014,2
,52,9,2014,2
,31,9,2014,2
,60,9,2014,2
,32,9,2014,2
,24,9,2014,2
,67,9,2014,2
,21,9,2014,2
,45,9,2014,2
,20,9,2014,2
,38,9,2014,2
,48,9,2014,2
,39,9,2014,2
,19,9,2014,2
,20,9,2014,2
,20,9,2014,2
,25,9,2014,2
,51,9,2014,2
,23,9,2014,2
,57,9,2014,2
,31,9,2014,2
,12,9,2014,2
,61,9,2014,2
,19,9,2014,2
,22,9,2014,2
,31,9,2014,2
,17,9,2014,2
,38,9,2014,2
,25,9,2014,2
,15,9,2014,2
,20,9,2014,2
,30,9,2014,2
,29,9,2014,2
,67,9,2014,2
,55,9,2014,2
,69,9,2014,2
,34,9,2014,2
,15,9,2014,2
,21,9,2014,2
,33,9,2014,2
,20,9,2014,2
,59,9,2014,2
,42,9,2014,2
,48,9,2014,2
,32,9,2014,2
,17,9,2014,2
,41,9,2014,2
,100,9,2014,2
,29,9,2014,2
,45,9,2014,2
,23,9,2014,2
,25,9,2014,2
,58,9,2014,2
,30,9,2014,2
,34,9,2014,2
,52,9,2014,2
,400,9,2014,2
,68,9,2014,2
,20,9,2014,2
,38,9,2014,2
,56,9,2014,2
,70,9,2014,2
,84,9,2014,2
,40,9,2014,2
,35,9,2014,2
,42,9,2014,2
,39,9,2014,2
,38,9,2014,2
,31,9,2014,2
,56,9,2014,2
,20,9,2014,2
,35,9,2014,2
,46,9,2014,2
,33,9,2014,2
,56,9,2014,2
,51,9,2014,2
,20,9,2014,2
,33,9,2014,2
,19,9,2014,2
,31,9,2014,2
,16,9,2014,2
,40,9,2014,2
,42,9,2014,2
,83,9,2014,2
,48,9,2014,2
,37,9,2014,2
,70,9,2014,2
,29,9,2014,2
,30,9,2014,2
,22,9,2014,2
,30,9,2014,2
,27,9,2014,2
,20,9,2014,2
,46,9,2014,2
,45,9,2014,2
,38,9,2014,2
,31,9,2014,2
,68,9,2014,2
,27,9,2014,2
,45,9,2014,2
,21,9,2014,2
,30,9,2014,2
,60,9,2014,2
,60,9,2014,2
,22,9,2014,2
,34,9,2014,2
,23,9,2014,2
,30,9,2014,2
,41,9,2014,2
,17,9,2014,2
,27,9,2014,2
,27,9,2014,2
,36,9,2014,2
,59,9,2014,2
,30,9,2014,2
,30,9,2014,2
,16,9,2014,2
,45,9,2014,2
,36,9,2014,2
,28,9,2014,2
,19,9,2014,2
,22,9,2014,2
,49,9,2014,2
,41,9,2014,2
,50,9,2014,2
,72,9,2014,2
,56,9,2014,2
,29,9,2014,2
,20,9,2014,2
,24,9,2014,2
,21,9,2014,2
,33,9,2014,2
,25,9,2014,2
,23,9,2014,2
,58,9,2014,2
,50,9,2014,2
,26,9,2014,2
,42,9,2014,2
,23,9,2014,2
,32,9,2014,2
,28,9,2014,2
,35,9,2014,2
,39,9,2014,2
,36,9,2014,2
,40,9,2014,2
,40,9,2014,2
,15,9,2014,2
,21,9,2014,2
,30,9,2014,2
,29,9,2014,2
,38,9,2014,2
,16,9,2014,2
,29,9,2014,2
,17,9,2014,2
,20,9,2014,2
,90,9,2014,2
,33,9,2014,2
,16,9,2014,2
,23,9,2014,2
,52,9,2014,2
,33,9,2014,2
,16,9,2014,2
,24,9,2014,2
,40,9,2014,2
,24,9,2014,2
,58,9,2014,2
,42,9,2014,2
,23,9,2014,2
,34,9,2014,2
,23,9,2014,2
,30,9,2014,2
,28,9,2014,2
,33,9,2014,2
,35,9,2014,2
,55,9,2014,2
,40,9,2014,2
,60,9,2014,2
,15,9,2014,2
,32,9,2014,2
,45,9,2014,2
,40,9,2014,2
,43,9,2014,2
,16,9,2014,2
,35,9,2014,2
,20,9,2014,2
,38,9,2014,2
,31,9,2014,2
,19,9,2014,2
,41,9,2014,2
,34,9,2014,2
,26,9,2014,2
,15,9,2014,2
,39,9,2014,2
,77,9,2014,2
,76,9,2014,2
,24,9,2014,2
,40,9,2014,2
,26,9,2014,2
,36,9,2014,2
,30,9,2014,2
,32,9,2014,2
,35,9,2014,2
,29,9,2014,2
,27,9,2014,2
,55,9,2014,2
,30,9,2014,2
,12,9,2014,2
