id,cem301_attendees_total,cem011_prgrm,month,year,cem009_country
,22,One Acre Fund,7,2013,1
,26,One Acre Fund,7,2013,1
,16,One Acre Fund,7,2013,1
,22,One Acre Fund,7,2013,1
,25,One Acre Fund,7,2013,1
,26,One Acre Fund,6,2013,1
,16,One Acre Fund,6,2013,1
,16,One Acre Fund,6,2013,1
,18,One Acre Fund,6,2013,1
,22,One Acre Fund,6,2013,1
,20,One Acre Fund,6,2013,1
,16,One Acre Fund,5,2013,1
,27,One Acre Fund,5,2013,1
,35,One Acre Fund,6,2013,1
,25,One Acre Fund,6,2013,1
,22,One Acre Fund,6,2013,1
,27,One Acre Fund,6,2013,1
,15,One Acre Fund,7,2013,1
,26,One Acre Fund,6,2013,1
,23,One Acre Fund,7,2013,1
,16,One Acre Fund,7,2013,1
,18,One Acre Fund,7,2013,1
,21,One Acre Fund,7,2013,1
,21,One Acre Fund,7,2013,1
,38,One Acre Fund,7,2013,1
,24,One Acre Fund,7,2013,1
,33,One Acre Fund,7,2013,1
,38,One Acre Fund,7,2013,1
,26,One Acre Fund,7,2013,1
,37,One Acre Fund,7,2013,1
,24,One Acre Fund,7,2013,1
,27,One Acre Fund,7,2013,1
,22,One Acre Fund,7,2013,1
,15,One Acre Fund,7,2013,1
,26,One Acre Fund,7,2013,1
,29,One Acre Fund,7,2013,1
,25,One Acre Fund,7,2013,1
,20,One Acre Fund,7,2013,1
,20,One Acre Fund,7,2013,1
,39,One Acre Fund,7,2013,1
,24,One Acre Fund,7,2013,1
,20,One Acre Fund,7,2013,1
,14,One Acre Fund,8,2013,1
,23,One Acre Fund,9,2013,1
,23,One Acre Fund,7,2013,1
,20,One Acre Fund,7,2013,1
,20,One Acre Fund,7,2013,1
,19,One Acre Fund,7,2013,1
,24,One Acre Fund,7,2013,1
,20,One Acre Fund,7,2013,1
,24,One Acre Fund,7,2013,1
,23,One Acre Fund,7,2013,1
,26,One Acre Fund,7,2013,1
,22,One Acre Fund,7,2013,1
,16,One Acre Fund,7,2013,1
,26,One Acre Fund,7,2013,1
,23,One Acre Fund,6,2013,1
,18,One Acre Fund,6,2013,1
,21,One Acre Fund,6,2013,1
,30,One Acre Fund,6,2013,1
,22,One Acre Fund,6,2013,1
,27,One Acre Fund,6,2013,1
,19,One Acre Fund,6,2013,1
,27,One Acre Fund,5,2013,1
,14,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,16,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,38,One Acre Fund,5,2013,1
,31,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,18,One Acre Fund,5,2013,1
,25,One Acre Fund,5,2013,1
,24,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,31,One Acre Fund,5,2013,1
,26,One Acre Fund,5,2013,1
,17,One Acre Fund,5,2013,1
,17,One Acre Fund,5,2013,1
,28,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,37,One Acre Fund,5,2013,1
,18,One Acre Fund,5,2013,1
,17,One Acre Fund,5,2013,1
,20,One Acre Fund,6,2013,1
,19,One Acre Fund,5,2013,1
,62,One Acre Fund,7,2013,1
,25,One Acre Fund,7,2013,1
,31,One Acre Fund,7,2013,1
,32,One Acre Fund,7,2013,1
,49,One Acre Fund,7,2013,1
,30,One Acre Fund,7,2013,1
,20,One Acre Fund,7,2013,1
,22,One Acre Fund,7,2013,1
,33,One Acre Fund,7,2013,1
,21,One Acre Fund,7,2013,1
,33,One Acre Fund,7,2013,1
,28,One Acre Fund,7,2013,1
,22,One Acre Fund,7,2013,1
,18,One Acre Fund,7,2013,1
,29,One Acre Fund,7,2013,1
,15,One Acre Fund,5,2013,1
,15,One Acre Fund,5,2013,1
,43,One Acre Fund,5,2013,1
,30,One Acre Fund,5,2013,1
,18,One Acre Fund,5,2013,1
,21,One Acre Fund,5,2013,1
,24,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,15,One Acre Fund,6,2013,1
,15,One Acre Fund,5,2013,1
,15,One Acre Fund,5,2013,1
,15,One Acre Fund,5,2013,1
,21,One Acre Fund,5,2013,1
,18,One Acre Fund,5,2013,1
,16,One Acre Fund,5,2013,1
,22,One Acre Fund,5,2013,1
,17,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,16,One Acre Fund,5,2013,1
,33,One Acre Fund,7,2013,1
,17,One Acre Fund,7,2013,1
,45,One Acre Fund,7,2013,1
,27,One Acre Fund,7,2013,1
,32,One Acre Fund,5,2013,1
,24,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,22,One Acre Fund,6,2013,1
,20,One Acre Fund,5,2013,1
,21,One Acre Fund,5,2013,1
,22,One Acre Fund,5,2013,1
,22,One Acre Fund,5,2013,1
,24,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,10,One Acre Fund,5,2013,1
,12,One Acre Fund,5,2013,1
,11,One Acre Fund,5,2013,1
,17,One Acre Fund,5,2013,1
,16,One Acre Fund,5,2013,1
,23,One Acre Fund,7,2013,1
,19,One Acre Fund,6,2013,1
,24,One Acre Fund,6,2013,1
,15,One Acre Fund,6,2013,1
,21,One Acre Fund,6,2013,1
,20,One Acre Fund,6,2013,1
,28,One Acre Fund,6,2013,1
,20,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,22,One Acre Fund,5,2013,1
,17,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,21,One Acre Fund,5,2013,1
,24,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,22,One Acre Fund,5,2013,1
,14,One Acre Fund,5,2013,1
,24,One Acre Fund,5,2013,1
,22,One Acre Fund,5,2013,1
,23,One Acre Fund,5,2013,1
,29,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,22,One Acre Fund,5,2013,1
,17,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,233,One Acre Fund,5,2013,1
,43,One Acre Fund,5,2013,1
,39,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,20,One Acre Fund,6,2013,1
,16,One Acre Fund,6,2013,1
,23,One Acre Fund,5,2013,1
,25,One Acre Fund,6,2013,1
,21,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,29,One Acre Fund,5,2013,1
,17,One Acre Fund,5,2013,1
,21,One Acre Fund,5,2013,1
,34,One Acre Fund,5,2013,1
,22,One Acre Fund,5,2013,1
,11,One Acre Fund,5,2013,1
,18,One Acre Fund,5,2013,1
,33,One Acre Fund,5,2013,1
,29,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,17,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,30,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,36,One Acre Fund,5,2013,1
,21,One Acre Fund,5,2013,1
,28,One Acre Fund,5,2013,1
,16,One Acre Fund,5,2013,1
,17,One Acre Fund,5,2013,1
,25,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,23,One Acre Fund,5,2013,1
,37,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,34,One Acre Fund,5,2013,1
,25,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,24,One Acre Fund,5,2013,1
,28,One Acre Fund,5,2013,1
,16,One Acre Fund,5,2013,1
,17,One Acre Fund,5,2013,1
,22,One Acre Fund,5,2013,1
,23,One Acre Fund,5,2013,1
,30,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,24,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,24,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,21,One Acre Fund,5,2013,1
,20,One Acre Fund,6,2013,1
,18,One Acre Fund,6,2013,1
,19,One Acre Fund,6,2013,1
,20,One Acre Fund,6,2013,1
,18,One Acre Fund,6,2013,1
,29,One Acre Fund,6,2013,1
,19,One Acre Fund,6,2013,1
,31,One Acre Fund,6,2013,1
,27,One Acre Fund,6,2013,1
,10,One Acre Fund,5,2013,1
,18,One Acre Fund,7,2013,1
,20,One Acre Fund,7,2013,1
,51,One Acre Fund,7,2013,1
,24,One Acre Fund,7,2013,1
,28,One Acre Fund,7,2013,1
,22,One Acre Fund,7,2013,1
,22,One Acre Fund,7,2013,1
,25,One Acre Fund,7,2013,1
,23,One Acre Fund,5,2013,1
,27,One Acre Fund,7,2013,1
,20,One Acre Fund,5,2013,1
,14,One Acre Fund,5,2013,1
,27,One Acre Fund,5,2013,1
,48,One Acre Fund,5,2013,1
,36,One Acre Fund,5,2013,1
,21,One Acre Fund,5,2013,1
,31,One Acre Fund,5,2013,1
,15,One Acre Fund,9,2013,1
,17,One Acre Fund,5,2013,1
,22,One Acre Fund,5,2013,1
,22,One Acre Fund,5,2013,1
,25,One Acre Fund,5,2013,1
,21,One Acre Fund,5,2013,1
,16,One Acre Fund,6,2013,1
,46,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,30,One Acre Fund,5,2013,1
,18,One Acre Fund,5,2013,1
,24,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,26,One Acre Fund,5,2013,1
,16,One Acre Fund,6,2013,1
,16,One Acre Fund,5,2013,1
,32,One Acre Fund,5,2013,1
,41,One Acre Fund,5,2013,1
,31,One Acre Fund,5,2013,1
,32,One Acre Fund,5,2013,1
,24,One Acre Fund,5,2013,1
,23,One Acre Fund,5,2013,1
,25,One Acre Fund,5,2013,1
,31,One Acre Fund,5,2013,1
,27,One Acre Fund,5,2013,1
,17,One Acre Fund,8,2013,1
,21,One Acre Fund,5,2013,1
,26,One Acre Fund,5,2013,1
,23,One Acre Fund,6,2013,1
,26,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,26,One Acre Fund,5,2013,1
,23,One Acre Fund,5,2013,1
,22,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,24,One Acre Fund,5,2013,1
,28,One Acre Fund,5,2013,1
,18,One Acre Fund,5,2013,1
,24,One Acre Fund,5,2013,1
,33,One Acre Fund,5,2013,1
,17,One Acre Fund,5,2013,1
,32,One Acre Fund,5,2013,1
,31,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,26,One Acre Fund,5,2013,1
,26,One Acre Fund,5,2013,1
,20,One Acre Fund,6,2013,1
,21,One Acre Fund,6,2013,1
,28,One Acre Fund,6,2013,1
,22,One Acre Fund,6,2013,1
,22,One Acre Fund,7,2013,1
,20,One Acre Fund,7,2013,1
,49,One Acre Fund,7,2013,1
,43,One Acre Fund,7,2013,1
,23,One Acre Fund,7,2013,1
,20,One Acre Fund,7,2013,1
,18,One Acre Fund,7,2013,1
,17,One Acre Fund,7,2013,1
,31,One Acre Fund,7,2013,1
,15,One Acre Fund,7,2013,1
,20,One Acre Fund,6,2013,1
,18,One Acre Fund,7,2013,1
,29,One Acre Fund,7,2013,1
,19,One Acre Fund,7,2013,1
,21,One Acre Fund,7,2013,1
,13,One Acre Fund,6,2013,1
,39,One Acre Fund,5,2013,1
,29,One Acre Fund,6,2013,1
,26,One Acre Fund,6,2013,1
,24,One Acre Fund,6,2013,1
,23,One Acre Fund,5,2013,1
,23,One Acre Fund,6,2013,1
,20,One Acre Fund,6,2013,1
,30,One Acre Fund,6,2013,1
,24,One Acre Fund,6,2013,1
,31,One Acre Fund,6,2013,1
,33,One Acre Fund,6,2013,1
,22,One Acre Fund,6,2013,1
,32,One Acre Fund,6,2013,1
,19,One Acre Fund,6,2013,1
,38,One Acre Fund,6,2013,1
,32,One Acre Fund,6,2013,1
,31,One Acre Fund,6,2013,1
,27,One Acre Fund,7,2013,1
,16,One Acre Fund,6,2013,1
,28,One Acre Fund,6,2013,1
,24,One Acre Fund,6,2013,1
,17,One Acre Fund,6,2013,1
,36,One Acre Fund,6,2013,1
,28,One Acre Fund,7,2013,1
,23,One Acre Fund,6,2013,1
,24,One Acre Fund,6,2013,1
,30,One Acre Fund,6,2013,1
,33,One Acre Fund,6,2013,1
,18,One Acre Fund,7,2013,1
,29,One Acre Fund,7,2013,1
,39,One Acre Fund,7,2013,1
,25,One Acre Fund,7,2013,1
,44,One Acre Fund,7,2013,1
,28,One Acre Fund,7,2013,1
,20,One Acre Fund,7,2013,1
,31,One Acre Fund,7,2013,1
,29,One Acre Fund,7,2013,1
,32,One Acre Fund,7,2013,1
,25,One Acre Fund,7,2013,1
,17,One Acre Fund,6,2013,1
,25,One Acre Fund,6,2013,1
,20,One Acre Fund,6,2013,1
,26,One Acre Fund,6,2013,1
,28,One Acre Fund,6,2013,1
,23,One Acre Fund,6,2013,1
,40,One Acre Fund,6,2013,1
,22,One Acre Fund,6,2013,1
,17,One Acre Fund,6,2013,1
,27,One Acre Fund,6,2013,1
,34,One Acre Fund,6,2013,1
,23,One Acre Fund,7,2013,1
,27,One Acre Fund,7,2013,1
,21,One Acre Fund,7,2013,1
,18,One Acre Fund,7,2013,1
,23,One Acre Fund,7,2013,1
,24,One Acre Fund,7,2013,1
,26,One Acre Fund,7,2013,1
,29,One Acre Fund,5,2013,1
,24,One Acre Fund,7,2013,1
,25,One Acre Fund,7,2013,1
,16,One Acre Fund,7,2013,1
,27,One Acre Fund,7,2013,1
,47,One Acre Fund,7,2013,1
,17,One Acre Fund,7,2013,1
,19,One Acre Fund,7,2013,1
,23,One Acre Fund,7,2013,1
,24,One Acre Fund,7,2013,1
,22,One Acre Fund,7,2013,1
,23,One Acre Fund,6,2013,1
,25,One Acre Fund,6,2013,1
,20,One Acre Fund,6,2013,1
,31,One Acre Fund,5,2013,1
,24,One Acre Fund,6,2013,1
,25,One Acre Fund,7,2013,1
,26,One Acre Fund,7,2013,1
,17,One Acre Fund,8,2013,1
,26,One Acre Fund,7,2013,1
,13,One Acre Fund,6,2013,1
,20,One Acre Fund,7,2013,1
,20,One Acre Fund,6,2013,1
,27,One Acre Fund,6,2013,1
,27,One Acre Fund,7,2013,1
,22,One Acre Fund,6,2013,1
,22,One Acre Fund,6,2013,1
,20,One Acre Fund,6,2013,1
,29,One Acre Fund,6,2013,1
,26,One Acre Fund,6,2013,1
,29,One Acre Fund,6,2013,1
,23,One Acre Fund,6,2013,1
,15,One Acre Fund,6,2013,1
,28,One Acre Fund,6,2013,1
,22,One Acre Fund,6,2013,1
,23,One Acre Fund,6,2013,1
,24,One Acre Fund,6,2013,1
,30,One Acre Fund,6,2013,1
,23,One Acre Fund,6,2013,1
,31,One Acre Fund,6,2013,1
,15,One Acre Fund,6,2013,1
,21,One Acre Fund,6,2013,1
,30,One Acre Fund,6,2013,1
,21,One Acre Fund,6,2013,1
,22,One Acre Fund,6,2013,1
,22,One Acre Fund,6,2013,1
,20,One Acre Fund,7,2013,1
,20,One Acre Fund,7,2013,1
,23,One Acre Fund,6,2013,1
,22,One Acre Fund,6,2013,1
,30,One Acre Fund,6,2013,1
,37,One Acre Fund,5,2013,1
,22,One Acre Fund,5,2013,1
,29,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,27,One Acre Fund,5,2013,1
,39,One Acre Fund,7,2013,1
,21,One Acre Fund,6,2013,1
,17,One Acre Fund,5,2013,1
,25,One Acre Fund,6,2013,1
,23,One Acre Fund,9,2013,1
,19,One Acre Fund,7,2013,1
,31,One Acre Fund,7,2013,1
,25,One Acre Fund,6,2013,1
,30,One Acre Fund,6,2013,1
,29,One Acre Fund,6,2013,1
,33,One Acre Fund,6,2013,1
,34,One Acre Fund,7,2013,1
,23,One Acre Fund,7,2013,1
,34,One Acre Fund,7,2013,1
,28,One Acre Fund,7,2013,1
,21,One Acre Fund,7,2013,1
,25,One Acre Fund,5,2013,1
,16,One Acre Fund,5,2013,1
,25,One Acre Fund,7,2013,1
,41,One Acre Fund,6,2013,1
,24,One Acre Fund,6,2013,1
,15,One Acre Fund,7,2013,1
,21,One Acre Fund,6,2013,1
,26,One Acre Fund,7,2013,1
,15,One Acre Fund,7,2013,1
,29,One Acre Fund,7,2013,1
,27,One Acre Fund,5,2013,1
,25,One Acre Fund,6,2013,1
,23,One Acre Fund,6,2013,1
,21,One Acre Fund,6,2013,1
,20,One Acre Fund,6,2013,1
,21,One Acre Fund,6,2013,1
,27,One Acre Fund,6,2013,1
,23,One Acre Fund,6,2013,1
,40,One Acre Fund,6,2013,1
,20,One Acre Fund,6,2013,1
,32,One Acre Fund,6,2013,1
,22,One Acre Fund,6,2013,1
,49,One Acre Fund,7,2013,1
,32,One Acre Fund,6,2013,1
,23,One Acre Fund,6,2013,1
,22,One Acre Fund,6,2013,1
,15,One Acre Fund,5,2013,1
,16,One Acre Fund,5,2013,1
,28,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,16,One Acre Fund,5,2013,1
,21,One Acre Fund,5,2013,1
,21,One Acre Fund,5,2013,1
,27,One Acre Fund,5,2013,1
,15,One Acre Fund,5,2013,1
,31,One Acre Fund,5,2013,1
,19,One Acre Fund,5,2013,1
,18,One Acre Fund,5,2013,1
,21,One Acre Fund,5,2013,1
,39,One Acre Fund,5,2013,1
,18,One Acre Fund,5,2013,1
,40,One Acre Fund,6,2013,1
,31,One Acre Fund,7,2013,1
,24,One Acre Fund,6,2013,1
,21,One Acre Fund,5,2013,1
,22,One Acre Fund,5,2013,1
,28,One Acre Fund,7,2013,1
,25,One Acre Fund,7,2013,1
,25,One Acre Fund,7,2013,1
,18,One Acre Fund,6,2013,1
,46,One Acre Fund,7,2013,1
,44,One Acre Fund,6,2013,1
,29,One Acre Fund,6,2013,1
,23,One Acre Fund,6,2013,1
,28,One Acre Fund,5,2013,1
,26,One Acre Fund,6,2013,1
,16,One Acre Fund,7,2013,1
,19,One Acre Fund,7,2013,1
,24,One Acre Fund,6,2013,1
,48,One Acre Fund,6,2013,1
,10,One Acre Fund,5,2013,1
,20,One Acre Fund,6,2013,1
,20,One Acre Fund,6,2013,1
,22,One Acre Fund,7,2013,1
,21,One Acre Fund,7,2013,1
,27,One Acre Fund,9,2013,1
,20,One Acre Fund,9,2013,1
,20,One Acre Fund,9,2013,1
,17,One Acre Fund,9,2013,1
,16,One Acre Fund,9,2013,1
,19,One Acre Fund,7,2013,1
,19,One Acre Fund,7,2013,1
,30,One Acre Fund,7,2013,1
,39,One Acre Fund,7,2013,1
,23,One Acre Fund,7,2013,1
,18,One Acre Fund,6,2013,1
,26,One Acre Fund,6,2013,1
,26,One Acre Fund,6,2013,1
,26,One Acre Fund,7,2013,1
,30,One Acre Fund,6,2013,1
,21,One Acre Fund,6,2013,1
,28,One Acre Fund,7,2013,1
,16,One Acre Fund,7,2013,1
,19,One Acre Fund,7,2013,1
,17,One Acre Fund,7,2013,1
,15,One Acre Fund,6,2013,1
,21,One Acre Fund,5,2013,1
,20,One Acre Fund,5,2013,1
,18,One Acre Fund,5,2013,1
,21,One Acre Fund,5,2013,1
,21,One Acre Fund,5,2013,1
,23,One Acre Fund,5,2013,1
,31,One Acre Fund,7,2013,1
,16,One Acre Fund,6,2013,1
,17,One Acre Fund,6,2013,1
,20,One Acre Fund,5,2013,1
,30,One Acre Fund,5,2013,1
,30,One Acre Fund,5,2013,1
,24,One Acre Fund,6,2013,1
,22,One Acre Fund,6,2013,1
,46,One Acre Fund,6,2013,1
,22,One Acre Fund,6,2013,1
,16,One Acre Fund,6,2013,1
,23,One Acre Fund,5,2013,1
,37,One Acre Fund,5,2013,1
,15,One Acre Fund,5,2013,1
,22,One Acre Fund,6,2013,1
,22,One Acre Fund,6,2013,1
,25,One Acre Fund,6,2013,1
,25,One Acre Fund,6,2013,1
,24,One Acre Fund,6,2013,1
,29,One Acre Fund,6,2013,1
,24,One Acre Fund,6,2013,1
,17,One Acre Fund,7,2013,1
,27,One Acre Fund,6,2013,1
,24,One Acre Fund,6,2013,1
,19,One Acre Fund,6,2013,1
,25,One Acre Fund,6,2013,1
,21,One Acre Fund,7,2013,1
,32,One Acre Fund,7,2013,1
,30,One Acre Fund,7,2013,1
,35,One Acre Fund,7,2013,1
,27,One Acre Fund,7,2013,1
,16,One Acre Fund,7,2013,1
,28,One Acre Fund,7,2013,1
,37,One Acre Fund,5,2013,1
,26,One Acre Fund,5,2013,1
,30,One Acre Fund,5,2013,1
,24,One Acre Fund,6,2013,1
,25,One Acre Fund,5,2013,1
,28,One Acre Fund,5,2013,1
,30,One Acre Fund,5,2013,1
,11,One Acre Fund,6,2013,1
,18,One Acre Fund,5,2013,1
,24,One Acre Fund,6,2013,1
,24,One Acre Fund,5,2013,1
,28,One Acre Fund,5,2013,1
,28,One Acre Fund,6,2013,1
,28,One Acre Fund,6,2013,1
,16,One Acre Fund,7,2013,1
,21,One Acre Fund,6,2013,1
,15,One Acre Fund,5,2013,1
,20,One Acre Fund,6,2013,1
,20,One Acre Fund,6,2013,1
,32,One Acre Fund,7,2013,1
,21,One Acre Fund,6,2013,1
,26,One Acre Fund,5,2013,1
,22,One Acre Fund,8,2013,1
,27,One Acre Fund,5,2013,1
,18,One Acre Fund,6,2013,1
,15,One Acre Fund,6,2013,1
,19,One Acre Fund,6,2013,1
,23,One Acre Fund,6,2013,1
,16,One Acre Fund,7,2013,1
,33,One Acre Fund,7,2013,1
,45,One Acre Fund,7,2013,1
,18,One Acre Fund,6,2013,1
,27,One Acre Fund,6,2013,1
,24,One Acre Fund,6,2013,1
,22,One Acre Fund,8,2013,1
,34,One Acre Fund,7,2013,1
,24,One Acre Fund,7,2013,1
,36,One Acre Fund,6,2013,1
,35,One Acre Fund,7,2013,1
,25,One Acre Fund,7,2013,1
,29,One Acre Fund,7,2013,1
,22,One Acre Fund,7,2013,1
,23,One Acre Fund,6,2013,1
,21,One Acre Fund,6,2013,1
,29,One Acre Fund,7,2013,1
,25,One Acre Fund,6,2013,1
,21,One Acre Fund,6,2013,1
,29,One Acre Fund,6,2013,1
,45,One Acre Fund,6,2013,1
,20,One Acre Fund,7,2013,1
,21,One Acre Fund,7,2013,1
,24,One Acre Fund,7,2013,1
,42,One Acre Fund,7,2013,1
,12,One Acre Fund,6,2013,1
,18,One Acre Fund,6,2013,1
,19,One Acre Fund,6,2013,1
,15,One Acre Fund,9,2013,1
,22,One Acre Fund,6,2013,1
,23,One Acre Fund,5,2013,1
