id,vcs201_attendees_total,vcs011_prgrm,month,year,vcs009_country
,39,Zomba3,11,2014,3
,57,Zomba3,11,2014,3
,55,Zomba3,10,2014,3
,41,Zomba3,10,2014,3
,117,Zomba3,10,2014,3
,54,Zomba3,11,2014,3
,123,Zomba3,11,2014,3
,40,Zomba3,10,2014,3
,30,Zomba4,11,2014,3
,150,Zomba4,10,2014,3
,71,Zomba4,10,2014,3
,56,Zomba4,10,2014,3
,56,Zomba4,10,2014,3
,374,Zomba4,10,2014,3
,422,Zomba4,10,2014,3
,75,Zomba4,11,2014,3
,542,Zomba4,10,2014,3
,56,Zomba4,10,2014,3
,60,Zomba4,10,2014,3
,695,Zomba4,10,2014,3
,45,Zomba4,11,2014,3
,468,Zomba4,10,2014,3
,15,Zomba4,10,2014,3
,72,Zomba4,10,2014,3
,28,Zomba4,10,2014,3
,240,Zomba4,10,2014,3
,9,Zomba4,10,2014,3
,117,Zomba4,10,2014,3
,36,Zomba4,11,2014,3
,374,Zomba4,10,2014,3
,55,Zomba4,10,2014,3
,20,Zomba4,10,2014,3
,76,Zomba4,10,2014,3
,102,Zomba4,11,2014,3
,86,Zomba4,10,2014,3
,47,Zomba4,10,2014,3
,150,Zomba4,10,2014,3
,113,Zomba4,10,2014,3
,89,Zomba4,10,2014,3
,82,Zomba4,10,2014,3
,20,Zomba4,10,2014,3
,95,Zomba4,10,2014,3
,28,Zomba4,10,2014,3
,15,Zomba4,11,2014,3
,30,Zomba4,10,2014,3
,20,Zomba4,10,2014,3
,90,Zomba4,10,2014,3
,360,Zomba4,10,2014,3
,46,Zomba4,10,2014,3
,35,Zomba4,11,2014,3
,82,Zomba4,10,2014,3
,20,Zomba4,10,2014,3
,20,Zomba4,10,2014,3
,45,Zomba4,10,2014,3
,310,Zomba4,10,2014,3
,16,Zomba4,11,2014,3
,58,Zomba4,10,2014,3
,25,Zomba4,11,2014,3
,20,Zomba4,10,2014,3
,46,Zomba4,10,2014,3
,20,Zomba4,11,2014,3
,195,Zomba4,10,2014,3
,80,Zomba4,10,2014,3
,19,Zomba4,10,2014,3
,25,Zomba4,10,2014,3
,80,Zomba4,11,2014,3
,33,Zomba4,11,2014,3
,54,Zomba4,10,2014,3
,34,Zomba4,11,2014,3
,46,Zomba4,5,2015,3
,65,Zomba4,10,2014,3
,45,Zomba4,10,2014,3
,654,Zomba4,10,2014,3
,24,Zomba4,5,2015,3
,350,Zomba4,10,2014,3
,60,Zomba4,11,2014,3
,47,Zomba4,11,2014,3
,150,Zomba4,10,2014,3
,85,Zomba4,11,2014,3
,31,Zomba4,10,2014,3
,41,Zomba4,11,2014,3
,52,Zomba4,10,2014,3
,20,Zomba4,10,2014,3
,31,Zomba4,10,2014,3
,41,Zomba4,11,2014,3
,67,Zomba4,11,2014,3
,31,Zomba4,5,2015,3
,232,Zomba4,10,2014,3
,85,Zomba4,10,2014,3
,26,Zomba4,10,2014,3
,44,Zomba4,10,2014,3
,52,Zomba4,10,2014,3
,25,Zomba4,10,2014,3
,160,Zomba4,10,2014,3
,400,Zomba4,10,2014,3
,28,Zomba4,10,2014,3
,130,Zomba4,10,2014,3
,45,Zomba4,11,2014,3
,956,Zomba4,10,2014,3
,33,Zomba4,11,2014,3
,22,Zomba4,10,2014,3
,201,Zomba4,10,2014,3
,138,Zomba4,11,2014,3
,41,Zomba4,10,2014,3
,25,Zomba4,10,2014,3
,57,Zomba4,11,2014,3
,74,Zomba4,10,2014,3
,29,Zomba4,11,2014,3
,23,Zomba4,10,2014,3
,104,Zomba4,10,2014,3
,38,Zomba4,10,2014,3
,101,Zomba4,10,2014,3
,286,Zomba4,10,2014,3
,321,Zomba4,10,2014,3
,58,Zomba4,10,2014,3
,74,Zomba4,10,2014,3
,121,Zomba4,10,2014,3
,28,Zomba4,10,2014,3
,120,Zomba4,10,2014,3
,95,Zomba5,5,2015,3
,38,Zomba5,5,2015,3
,52,Zomba5,4,2015,3
,180,Zomba5,5,2015,3
,62,Zomba5,4,2015,3
,77,Zomba5,5,2015,3
,84,Zomba5,10,2014,3
,60,Zomba5,4,2015,3
,36,Zomba5,4,2015,3
,400,Zomba5,1,2013,3
,65,Zomba5,4,2015,3
,41,Zomba5,5,2015,3
,80,Zomba5,5,2015,3
,119,Zomba5,4,2015,3
,85,Zomba5,5,2015,3
,589,Zomba5,4,2015,3
,40,Zomba5,4,2015,3
,80,Zomba5,5,2015,3
,80,Zomba5,5,2015,3
,60,Zomba5,4,2015,3
,56,Zomba5,10,2014,3
,83,Zomba5,5,2015,3
,182,Zomba5,5,2015,3
,483,Zomba5,4,2015,3
,85,Zomba5,5,2015,3
,59,Zomba5,4,2015,3
,48,Zomba5,4,2015,3
,129,Zomba5,5,2015,3
,180,Zomba5,5,2015,3
,35,Zomba5,5,2015,3
,72,Zomba5,5,2015,3
,34,Zomba5,5,2015,3
,59,Zomba5,5,2015,3
,30,Zomba5,4,2015,3
,85,Zomba5,5,2015,3
,54,Zomba5,4,2015,3
,63,Zomba5,5,2015,3
,16,Zomba5,4,2015,3
,530,Zomba5,4,2015,3
,84,Zomba5,5,2015,3
,11,Zomba5,4,2015,3
,36,Zomba5,4,2015,3
,17,Zomba5,4,2015,3
,41,Zomba5,5,2015,3
,78,Zomba5,5,2015,3
,68,Zomba5,4,2015,3
,215,Zomba5,5,2015,3
,350,Zomba5,5,2015,3
,45,Zomba5,4,2015,3
,205,Zomba5,5,2015,3
,29,Zomba5,4,2015,3
,150,Zomba5,5,2015,3
,49,Zomba5,4,2015,3
,80,Zomba5,4,2015,3
,92,Zomba5,5,2015,3
,120,Zomba5,5,2015,3
,742,Zomba5,5,2015,3
,100,Zomba5,5,2015,3
,35,Zomba5,5,2015,3
,89,Zomba5,5,2015,3
,145,Zomba5,10,2014,3
,69,Zomba5,5,2015,3
,940,Zomba5,4,2015,3
