id,cem301_attendees_total,program,month,year,country,cem005_today
,35,Zomba 4,3,2015,3,03mar2015
,90,Zomba 4,3,2015,3,03mar2015
,50,Zomba 4,3,2015,3,04mar2015
,40,Zomba 4,3,2015,3,05mar2015
,28,Zomba 4,3,2015,3,05mar2015
,80,Zomba 4,3,2015,3,05mar2015
,80,Zomba 4,3,2015,3,05mar2015
,11,Zomba 4,3,2015,3,06mar2015
,35,Zomba 4,3,2015,3,06mar2015
,21,Zomba 4,3,2015,3,06mar2015
,8,Zomba 4,3,2015,3,06mar2015
,16,Zomba 4,3,2015,3,08mar2015
,14,Zomba 4,3,2015,3,08mar2015
,21,Zomba 4,3,2015,3,08mar2015
,20,Zomba 4,3,2015,3,08mar2015
,7,Zomba 4,3,2015,3,08mar2015
,20,Zomba 4,3,2015,3,09mar2015
,10,Zomba 4,3,2015,3,09mar2015
,17,Zomba 4,3,2015,3,09mar2015
,23,Zomba 4,3,2015,3,09mar2015
,24,Zomba 4,3,2015,3,09mar2015
,20,Zomba 4,3,2015,3,09mar2015
,30,Zomba 4,3,2015,3,10mar2015
,28,Zomba 4,3,2015,3,10mar2015
,20,Zomba 4,3,2015,3,10mar2015
,45,Zomba 4,3,2015,3,10mar2015
,30,Zomba 4,3,2015,3,10mar2015
,7,Zomba 4,3,2015,3,10mar2015
,60,Zomba 4,3,2015,3,10mar2015
,38,Zomba 4,3,2015,3,10mar2015
,12,Zomba 4,3,2015,3,10mar2015
,39,Zomba 4,3,2015,3,10mar2015
,10,Zomba 4,3,2015,3,10mar2015
,25,Zomba 4,3,2015,3,10mar2015
,46,Zomba 4,3,2015,3,10mar2015
,35,Zomba 4,3,2015,3,10mar2015
,32,Zomba 4,3,2015,3,10mar2015
,10,Zomba 4,3,2015,3,10mar2015
,25,Zomba 4,3,2015,3,10mar2015
,46,Zomba 4,3,2015,3,10mar2015
,28,Zomba 4,3,2015,3,10mar2015
,13,Zomba 4,3,2015,3,10mar2015
,55,Zomba 4,3,2015,3,10mar2015
,8,Zomba 4,3,2015,3,10mar2015
,20,Zomba 4,3,2015,3,10mar2015
,35,Zomba 4,3,2015,3,10mar2015
,11,Zomba 4,3,2015,3,10mar2015
,20,Zomba 4,3,2015,3,10mar2015
,15,Zomba 4,3,2015,3,10mar2015
,36,Zomba 4,3,2015,3,10mar2015
,25,Zomba 4,3,2015,3,10mar2015
,15,Zomba 4,3,2015,3,10mar2015
,20,Zomba 4,3,2015,3,10mar2015
,28,Zomba 4,3,2015,3,11mar2015
,40,Zomba 4,3,2015,3,11mar2015
,20,Zomba 4,3,2015,3,11mar2015
,50,Zomba 4,3,2015,3,11mar2015
,18,Zomba 4,3,2015,3,11mar2015
,45,Zomba 4,3,2015,3,11mar2015
,14,Zomba 4,3,2015,3,12mar2015
,35,Zomba 4,3,2015,3,12mar2015
,15,Zomba 4,3,2015,3,12mar2015
,14,Zomba 4,3,2015,3,12mar2015
,20,Zomba 4,3,2015,3,12mar2015
,19,Zomba 4,3,2015,3,12mar2015
,17,Zomba 4,3,2015,3,12mar2015
,16,Zomba 4,3,2015,3,12mar2015
,48,Zomba 4,3,2015,3,12mar2015
,15,Zomba 4,3,2015,3,13mar2015
,19,Zomba 4,3,2015,3,13mar2015
,50,Zomba 4,3,2015,3,13mar2015
,26,Zomba 4,3,2015,3,13mar2015
,21,Zomba 4,3,2015,3,13mar2015
,15,Zomba 4,3,2015,3,13mar2015
,15,Zomba 4,3,2015,3,13mar2015
,18,Zomba 4,3,2015,3,13mar2015
,35,Zomba 4,3,2015,3,13mar2015
,54,Zomba 4,3,2015,3,13mar2015
,25,Zomba 4,3,2015,3,13mar2015
,40,Zomba 4,3,2015,3,13mar2015
,50,Zomba 4,3,2015,3,13mar2015
,28,Zomba 4,3,2015,3,13mar2015
,69,Zomba 4,3,2015,3,13mar2015
,25,Zomba 4,3,2015,3,13mar2015
,20,Zomba 4,3,2015,3,13mar2015
,22,Zomba 4,3,2015,3,13mar2015
,30,Zomba 4,3,2015,3,13mar2015
,25,Zomba 4,3,2015,3,13mar2015
,32,Zomba 4,3,2015,3,13mar2015
,50,Zomba 4,3,2015,3,13mar2015
,52,Zomba 4,3,2015,3,13mar2015
,18,Zomba 4,3,2015,3,13mar2015
,11,Zomba 4,3,2015,3,13mar2015
,41,Zomba 4,3,2015,3,13mar2015
,31,Zomba 4,3,2015,3,13mar2015
,18,Zomba 4,3,2015,3,13mar2015
,18,Zomba 4,3,2015,3,13mar2015
,25,Zomba 4,3,2015,3,14mar2015
,19,Zomba 4,3,2015,3,14mar2015
,20,Zomba 4,3,2015,3,14mar2015
,29,Zomba 4,3,2015,3,14mar2015
,45,Zomba 4,3,2015,3,14mar2015
,38,Zomba 4,3,2015,3,14mar2015
,20,Zomba 4,3,2015,3,14mar2015
,20,Zomba 4,3,2015,3,14mar2015
,30,Zomba 4,3,2015,3,14mar2015
,15,Zomba 4,3,2015,3,14mar2015
,16,Zomba 4,3,2015,3,14mar2015
,42,Zomba 4,3,2015,3,15mar2015
,30,Zomba 4,3,2015,3,15mar2015
,46,Zomba 4,3,2015,3,15mar2015
,30,Zomba 4,3,2015,3,15mar2015
,15,Zomba 4,3,2015,3,15mar2015
,38,Zomba 4,3,2015,3,15mar2015
,38,Zomba 4,3,2015,3,15mar2015
,45,Zomba 4,3,2015,3,16mar2015
,50,Zomba 4,3,2015,3,16mar2015
,60,Zomba 4,3,2015,3,16mar2015
,40,Zomba 4,3,2015,3,16mar2015
,30,Zomba 4,3,2015,3,17mar2015
,16,Zomba 4,3,2015,3,17mar2015
,60,Zomba 4,3,2015,3,17mar2015
,50,Zomba 4,3,2015,3,17mar2015
,19,Zomba 4,3,2015,3,17mar2015
,20,Zomba 4,3,2015,3,17mar2015
,37,Zomba 4,3,2015,3,17mar2015
,40,Zomba 4,3,2015,3,17mar2015
,27,Zomba 4,3,2015,3,17mar2015
,45,Zomba 4,3,2015,3,17mar2015
,85,Zomba 4,3,2015,3,17mar2015
,18,Zomba 4,3,2015,3,17mar2015
,17,Zomba 4,3,2015,3,17mar2015
,85,Zomba 4,3,2015,3,17mar2015
,24,Zomba 4,3,2015,3,17mar2015
,19,Zomba 4,3,2015,3,17mar2015
,40,Zomba 4,3,2015,3,17mar2015
,28,Zomba 4,3,2015,3,17mar2015
,60,Zomba 4,3,2015,3,17mar2015
,65,Zomba 4,3,2015,3,17mar2015
,20,Zomba 4,3,2015,3,17mar2015
,35,Zomba 4,3,2015,3,17mar2015
,38,Zomba 4,3,2015,3,17mar2015
,28,Zomba 4,3,2015,3,17mar2015
,27,Zomba 4,3,2015,3,17mar2015
,35,Zomba 4,3,2015,3,17mar2015
,29,Zomba 4,3,2015,3,17mar2015
,40,Zomba 4,3,2015,3,17mar2015
,23,Zomba 4,3,2015,3,17mar2015
,20,Zomba 4,3,2015,3,17mar2015
,52,Zomba 4,3,2015,3,17mar2015
,19,Zomba 4,3,2015,3,18mar2015
,80,Zomba 4,3,2015,3,18mar2015
,29,Zomba 4,3,2015,3,18mar2015
,41,Zomba 4,3,2015,3,18mar2015
,36,Zomba 4,3,2015,3,18mar2015
,33,Zomba 4,3,2015,3,18mar2015
,26,Zomba 4,3,2015,3,18mar2015
,61,Zomba 4,3,2015,3,18mar2015
,17,Zomba 4,3,2015,3,18mar2015
,39,Zomba 4,3,2015,3,18mar2015
,32,Zomba 4,3,2015,3,18mar2015
,28,Zomba 4,3,2015,3,18mar2015
,24,Zomba 4,3,2015,3,18mar2015
,22,Zomba 4,3,2015,3,18mar2015
,37,Zomba 4,3,2015,3,18mar2015
,24,Zomba 4,3,2015,3,18mar2015
,60,Zomba 4,3,2015,3,18mar2015
,63,Zomba 4,3,2015,3,18mar2015
,18,Zomba 4,3,2015,3,18mar2015
,51,Zomba 4,3,2015,3,18mar2015
,80,Zomba 4,3,2015,3,18mar2015
,33,Zomba 4,3,2015,3,18mar2015
,60,Zomba 4,3,2015,3,18mar2015
,45,Zomba 4,3,2015,3,18mar2015
,38,Zomba 4,3,2015,3,18mar2015
,32,Zomba 4,3,2015,3,18mar2015
,24,Zomba 4,3,2015,3,18mar2015
,70,Zomba 4,3,2015,3,18mar2015
,65,Zomba 4,3,2015,3,18mar2015
,60,Zomba 4,3,2015,3,18mar2015
,33,Zomba 4,3,2015,3,18mar2015
,26,Zomba 4,3,2015,3,18mar2015
,43,Zomba 4,3,2015,3,18mar2015
,48,Zomba 4,3,2015,3,18mar2015
,19,Zomba 4,3,2015,3,18mar2015
,25,Zomba 4,3,2015,3,18mar2015
,33,Zomba 4,3,2015,3,18mar2015
,31,Zomba 4,3,2015,3,18mar2015
,45,Zomba 4,3,2015,3,18mar2015
,37,Zomba 4,3,2015,3,18mar2015
,80,Zomba 4,3,2015,3,18mar2015
,80,Zomba 4,3,2015,3,18mar2015
,15,Zomba 4,3,2015,3,18mar2015
,55,Zomba 4,3,2015,3,18mar2015
,37,Zomba 4,3,2015,3,18mar2015
,50,Zomba 4,3,2015,3,18mar2015
,50,Zomba 4,3,2015,3,18mar2015
,21,Zomba 4,3,2015,3,18mar2015
,35,Zomba 4,3,2015,3,18mar2015
,54,Zomba 4,3,2015,3,19mar2015
,55,Zomba 4,3,2015,3,19mar2015
,42,Zomba 4,3,2015,3,19mar2015
,21,Zomba 4,3,2015,3,19mar2015
,50,Zomba 4,3,2015,3,19mar2015
,32,Zomba 4,3,2015,3,19mar2015
,38,Zomba 4,3,2015,3,19mar2015
,42,Zomba 4,3,2015,3,19mar2015
,25,Zomba 4,3,2015,3,19mar2015
,52,Zomba 4,3,2015,3,19mar2015
,39,Zomba 4,3,2015,3,20mar2015
,33,Zomba 4,3,2015,3,20mar2015
,42,Zomba 4,3,2015,3,20mar2015
,42,Zomba 4,3,2015,3,20mar2015
,38,Zomba 4,3,2015,3,20mar2015
,40,Zomba 4,3,2015,3,20mar2015
,26,Zomba 4,3,2015,3,20mar2015
,41,Zomba 4,3,2015,3,20mar2015
,20,Zomba 4,3,2015,3,21mar2015
,48,Zomba 4,3,2015,3,21mar2015
,26,Zomba 4,3,2015,3,21mar2015
,18,Zomba 4,3,2015,3,21mar2015
,75,Zomba 4,3,2015,3,21mar2015
,75,Zomba 4,3,2015,3,21mar2015
,29,Zomba 4,3,2015,3,21mar2015
,28,Zomba 4,3,2015,3,21mar2015
,50,Zomba 4,3,2015,3,21mar2015
,39,Zomba 4,3,2015,3,21mar2015
,49,Zomba 4,3,2015,3,21mar2015
,43,Zomba 4,3,2015,3,21mar2015
,84,Zomba 4,3,2015,3,21mar2015
,43,Zomba 4,3,2015,3,21mar2015
,31,Zomba 4,3,2015,3,22mar2015
,67,Zomba 4,3,2015,3,22mar2015
,32,Zomba 4,3,2015,3,22mar2015
,27,Zomba 4,3,2015,3,22mar2015
,38,Zomba 4,3,2015,3,22mar2015
,30,Zomba 4,3,2015,3,22mar2015
,22,Zomba 4,3,2015,3,22mar2015
,34,Zomba 4,3,2015,3,22mar2015
,42,Zomba 4,3,2015,3,22mar2015
,44,Zomba 4,3,2015,3,22mar2015
,107,Zomba 4,3,2015,3,22mar2015
,43,Zomba 4,3,2015,3,23mar2015
,43,Zomba 4,3,2015,3,23mar2015
,32,Zomba 4,3,2015,3,23mar2015
,35,Zomba 4,3,2015,3,23mar2015
,30,Zomba 4,3,2015,3,23mar2015
,40,Zomba 4,3,2015,3,24mar2015
,18,Zomba 4,3,2015,3,24mar2015
,7,Zomba 4,3,2015,3,24mar2015
,51,Zomba 4,3,2015,3,24mar2015
,40,Zomba 4,3,2015,3,24mar2015
,24,Zomba 4,3,2015,3,24mar2015
,15,Zomba 4,3,2015,3,24mar2015
,20,Zomba 4,3,2015,3,24mar2015
,55,Zomba 4,3,2015,3,24mar2015
,26,Zomba 4,3,2015,3,24mar2015
,38,Zomba 4,3,2015,3,24mar2015
,22,Zomba 4,3,2015,3,24mar2015
,15,Zomba 4,3,2015,3,24mar2015
,32,Zomba 4,3,2015,3,24mar2015
,60,Zomba 4,3,2015,3,24mar2015
,30,Zomba 4,3,2015,3,24mar2015
,24,Zomba 4,3,2015,3,24mar2015
,19,Zomba 4,3,2015,3,24mar2015
,24,Zomba 4,3,2015,3,24mar2015
,20,Zomba 4,3,2015,3,24mar2015
,27,Zomba 4,3,2015,3,24mar2015
,35,Zomba 4,3,2015,3,24mar2015
,19,Zomba 4,3,2015,3,24mar2015
,20,Zomba 4,3,2015,3,24mar2015
,44,Zomba 4,3,2015,3,24mar2015
,38,Zomba 4,3,2015,3,24mar2015
,12,Zomba 4,3,2015,3,24mar2015
,21,Zomba 4,3,2015,3,24mar2015
,10,Zomba 4,3,2015,3,24mar2015
,19,Zomba 4,3,2015,3,24mar2015
,20,Zomba 4,3,2015,3,24mar2015
,18,Zomba 4,3,2015,3,24mar2015
,60,Zomba 4,3,2015,3,24mar2015
,20,Zomba 4,3,2015,3,25mar2015
,20,Zomba 4,3,2015,3,25mar2015
,18,Zomba 4,3,2015,3,25mar2015
,23,Zomba 4,3,2015,3,25mar2015
,29,Zomba 4,3,2015,3,25mar2015
,16,Zomba 4,3,2015,3,25mar2015
,19,Zomba 4,3,2015,3,25mar2015
,22,Zomba 4,3,2015,3,25mar2015
,16,Zomba 4,3,2015,3,25mar2015
,15,Zomba 4,3,2015,3,25mar2015
,19,Zomba 4,3,2015,3,25mar2015
,47,Zomba 4,3,2015,3,25mar2015
,20,Zomba 4,3,2015,3,25mar2015
,17,Zomba 4,3,2015,3,25mar2015
,15,Zomba 4,3,2015,3,25mar2015
,47,Zomba 4,3,2015,3,25mar2015
,19,Zomba 4,3,2015,3,25mar2015
,30,Zomba 4,3,2015,3,25mar2015
,13,Zomba 4,3,2015,3,25mar2015
,20,Zomba 4,3,2015,3,25mar2015
,22,Zomba 4,3,2015,3,25mar2015
,16,Zomba 4,3,2015,3,25mar2015
,18,Zomba 4,3,2015,3,25mar2015
,28,Zomba 4,3,2015,3,25mar2015
,29,Zomba 4,3,2015,3,25mar2015
,32,Zomba 4,3,2015,3,25mar2015
,15,Zomba 4,3,2015,3,26mar2015
,18,Zomba 4,3,2015,3,26mar2015
,20,Zomba 4,3,2015,3,26mar2015
,15,Zomba 4,3,2015,3,26mar2015
,20,Zomba 4,3,2015,3,26mar2015
,28,Zomba 4,3,2015,3,26mar2015
,41,Zomba 4,3,2015,3,26mar2015
,29,Zomba 4,3,2015,3,26mar2015
,20,Zomba 4,3,2015,3,26mar2015
,19,Zomba 4,3,2015,3,26mar2015
,23,Zomba 4,3,2015,3,26mar2015
,40,Zomba 4,3,2015,3,26mar2015
,52,Zomba 4,3,2015,3,27mar2015
,50,Zomba 4,3,2015,3,27mar2015
,43,Zomba 4,3,2015,3,27mar2015
,45,Zomba 4,3,2015,3,27mar2015
,50,Zomba 4,3,2015,3,27mar2015
,39,Zomba 4,3,2015,3,27mar2015
,96,Zomba 4,3,2015,3,27mar2015
,45,Zomba 4,3,2015,3,27mar2015
,46,Zomba 4,3,2015,3,27mar2015
,13,Zomba 4,3,2015,3,28mar2015
,20,Zomba 4,3,2015,3,29mar2015
,16,Zomba 4,3,2015,4,29mar2015
,20,Zomba 4,3,2015,3,30mar2015
,56,Zomba 4,3,2015,3,30mar2015
,38,Zomba 4,3,2015,3,30mar2015
,36,Zomba 4,3,2015,3,30mar2015
,20,Zomba 4,3,2015,3,31mar2015
,68,Zomba 4,3,2015,3,31mar2015
,26,Zomba 4,3,2015,3,31mar2015
,46,Zomba 4,3,2015,3,31mar2015
,54,Zomba 4,3,2015,3,31mar2015
,27,Zomba 4,3,2015,3,31mar2015
,52,Zomba 4,3,2015,3,31mar2015
,16,Zomba 4,3,2015,3,31mar2015
,40,Zomba 4,3,2015,3,31mar2015
,34,Zomba 4,3,2015,3,31mar2015
,20,Zomba 4,3,2015,3,31mar2015
,35,Zomba 4,3,2015,3,31mar2015
,36,Zomba 4,4,2015,3,01-Apr-15
,42,Zomba 4,4,2015,3,01-Apr-15
,34,Zomba 4,4,2015,3,01-Apr-15
,85,Zomba 4,4,2015,3,01-Apr-15
,28,Zomba 4,4,2015,3,01-Apr-15
,40,Zomba 4,4,2015,3,01-Apr-15
,85,Zomba 4,4,2015,3,01-Apr-15
,56,Zomba 4,4,2015,3,01-Apr-15
,45,Zomba 4,4,2015,3,01-Apr-15
,25,Zomba 4,4,2015,3,01-Apr-15
,35,Zomba 4,4,2015,3,02-Apr-15
,80,Zomba 4,4,2015,3,02-Apr-15
,80,Zomba 4,4,2015,3,02-Apr-15
,34,Zomba 3,4,2015,3,03-Apr-15
,36,Zomba 3,4,2015,3,03-Apr-15
,40,Zomba 3,4,2015,3,04-Apr-15
,25,Zomba 4,4,2015,3,04-Apr-15
,48,Zomba 4,4,2015,3,06-Apr-15
,23,Zomba 4,4,2015,3,06-Apr-15
,18,Zomba 4,4,2015,3,07-Apr-15
,49,Zomba 3,4,2015,3,08-Apr-15
,10,Zomba 4,4,2015,3,08-Apr-15
,25,Zomba 3,4,2015,3,10-Apr-15
,25,Zomba 3,4,2015,3,10-Apr-15
,50,Zomba 3,4,2015,3,12-Apr-15
,42,Zomba 4,4,2015,3,13-Apr-15
,50,Zomba 4,4,2015,3,13-Apr-15
,30,Zomba 4,4,2015,3,13-Apr-15
,27,Zomba 4,4,2015,3,15-Apr-15
,10,Zomba 4,4,2015,3,19-Apr-15
,11,Zomba 4,4,2015,3,19-Apr-15
,18,Zomba 3,4,2015,3,22-Apr-15
,30,Zomba 5,5,2015,3,02may2015
,104,Zomba 5,5,2015,3,05may2015
,105,Zomba 5,5,2015,3,05may2015
,125,Zomba 5,5,2015,3,05may2015
,122,Zomba 5,5,2015,3,05may2015
,119,Zomba 5,5,2015,3,05may2015
,161,Zomba 5,5,2015,3,07may2015
,119,Zomba 5,5,2015,3,07may2015
,133,Zomba 5,5,2015,3,07may2015
,120,Zomba 5,5,2015,3,07may2015
,105,Zomba 5,5,2015,3,07may2015
,115,Zomba 5,5,2015,3,07may2015
,105,Zomba 5,5,2015,3,07may2015
,90,Zomba 4,5,2015,3,12may2015
,90,Zomba 4,5,2015,3,12may2015
,90,Zomba 4,5,2015,3,12may2015
,90,Zomba 4,5,2015,3,12may2015
,32,Zomba 5,5,2015,3,18may2015
,20,Zomba 5,5,2015,3,18may2015
,32,Zomba 5,5,2015,3,18may2015
,10,Zomba 5,5,2015,3,18may2015
,23,Zomba 5,5,2015,3,18may2015
,35,Zomba 5,5,2015,3,19may2015
,27,Zomba 5,5,2015,3,19may2015
,20,Zomba 5,5,2015,3,19may2015
,23,Zomba 5,5,2015,3,19may2015
,40,Zomba 5,5,2015,3,19may2015
,47,Zomba 5,5,2015,3,19may2015
,12,Zomba 5,5,2015,3,19may2015
,40,Zomba 5,5,2015,3,19may2015
,50,Zomba 5,5,2015,3,19may2015
,50,Zomba 5,5,2015,3,20may2015
,50,Zomba 5,5,2015,3,20may2015
,35,Zomba 5,5,2015,3,21may2015
,21,Zomba 5,5,2015,3,21may2015
,20,Zomba 5,5,2015,3,21may2015
,78,Zomba 5,5,2015,3,21may2015
,20,Zomba 5,5,2015,3,22may2015
,25,Zomba 5,5,2015,3,22may2015
,68,Zomba 5,5,2015,3,22may2015
,30,Zomba 5,5,2015,3,22may2015
,20,Zomba 5,5,2015,3,22may2015
,37,Zomba 5,5,2015,3,22may2015
,15,Zomba 5,5,2015,3,22may2015
,28,Zomba 5,5,2015,3,22may2015
,43,Zomba 5,5,2015,3,23may2015
,50,Zomba 5,5,2015,3,23may2015
,34,Zomba 5,5,2015,3,23may2015
,47,Zomba 5,5,2015,3,23may2015
,50,Zomba 5,5,2015,3,24may2015
,28,Zomba 5,5,2015,3,24may2015
,62,Zomba 5,5,2015,3,24may2015
,38,Zomba 5,5,2015,3,24may2015
,50,Zomba 5,5,2015,3,24may2015
,62,Zomba 5,5,2015,3,24may2015
,25,Zomba 5,5,2015,3,24may2015
,75,Zomba 5,5,2015,3,24may2015
,49,Zomba 5,5,2015,3,25may2015
,23,Zomba 5,5,2015,3,25may2015
,47,Zomba 5,5,2015,3,25may2015
,15,Zomba 5,5,2015,3,25may2015
,65,Zomba 5,5,2015,3,25may2015
,28,Zomba 5,5,2015,3,25may2015
,50,Zomba 5,5,2015,3,25may2015
,17,Zomba 5,5,2015,3,25may2015
,20,Zomba 5,5,2015,3,25may2015
,58,Zomba 5,5,2015,3,25may2015
,40,Zomba 5,5,2015,3,25may2015
,13,Zomba 5,5,2015,3,25may2015
,20,Zomba 5,5,2015,3,25may2015
,54,Zomba 5,5,2015,3,25may2015
,55,Zomba 5,5,2015,3,25may2015
,30,Zomba 5,5,2015,3,25may2015
,14,Zomba 5,5,2015,3,25may2015
,62,Zomba 5,5,2015,3,25may2015
,40,Zomba 5,5,2015,3,25may2015
,40,Zomba 5,5,2015,3,25may2015
,30,Zomba 5,5,2015,3,25may2015
,36,Zomba 5,5,2015,3,25may2015
,20,Zomba 5,5,2015,3,26may2015
,40,Zomba 5,5,2015,3,26may2015
,20,Zomba 5,5,2015,3,26may2015
,20,Zomba 5,5,2015,3,26may2015
,51,Zomba 5,5,2015,3,26may2015
,30,Zomba 5,5,2015,3,26may2015
,25,Zomba 5,5,2015,3,26may2015
,42,Zomba 5,5,2015,3,26may2015
,45,Zomba 5,5,2015,3,26may2015
,40,Zomba 5,5,2015,3,26may2015
,55,Zomba 5,5,2015,3,26may2015
,50,Zomba 5,5,2015,3,26may2015
,40,Zomba 5,5,2015,3,26may2015
,40,Zomba 5,5,2015,3,26may2015
,30,Zomba 5,5,2015,3,26may2015
,80,Zomba 5,5,2015,3,26may2015
,24,Zomba 5,5,2015,3,26may2015
,181,Zomba 5,5,2015,3,26may2015
,32,Zomba 5,5,2015,3,26may2015
,45,Zomba 5,5,2015,3,26may2015
,32,Zomba 5,5,2015,3,26may2015
,24,Zomba 5,5,2015,3,26may2015
,70,Zomba 5,5,2015,3,26may2015
,45,Zomba 5,5,2015,3,26may2015
,85,Zomba 5,5,2015,3,26may2015
,50,Zomba 5,5,2015,3,26may2015
,28,Zomba 5,5,2015,3,26may2015
,62,Zomba 5,5,2015,3,26may2015
,30,Zomba 5,5,2015,3,26may2015
,75,Zomba 5,5,2015,3,26may2015
,71,Zomba 5,5,2015,3,26may2015
,18,Zomba 5,5,2015,3,26may2015
,55,Zomba 5,5,2015,3,26may2015
,50,Zomba 5,5,2015,3,26may2015
,28,Zomba 5,5,2015,3,26may2015
,35,Zomba 5,5,2015,3,26may2015
,48,Zomba 5,5,2015,3,27may2015
,56,Zomba 5,5,2015,3,27may2015
,50,Zomba 5,5,2015,3,27may2015
,38,Zomba 5,5,2015,3,27may2015
,56,Zomba 5,5,2015,3,27may2015
,45,Zomba 5,5,2015,3,27may2015
,35,Zomba 5,5,2015,3,27may2015
,30,Zomba 5,5,2015,3,27may2015
,14,Zomba 5,5,2015,3,27may2015
,30,Zomba 5,5,2015,3,27may2015
,40,Zomba 5,5,2015,3,27may2015
,37,Zomba 5,5,2015,3,27may2015
,15,Zomba 5,5,2015,3,27may2015
,35,Zomba 5,5,2015,3,27may2015
,35,Zomba 5,5,2015,3,27may2015
,48,Zomba 5,5,2015,3,27may2015
,56,Zomba 5,5,2015,3,27may2015
,40,Zomba 5,5,2015,3,27may2015
,11,Zomba 5,5,2015,3,27may2015
,65,Zomba 5,5,2015,3,27may2015
,25,Zomba 5,5,2015,3,27may2015
,40,Zomba 5,5,2015,3,27may2015
,20,Zomba 5,5,2015,3,27may2015
,40,Zomba 5,5,2015,3,27may2015
,15,Zomba 5,5,2015,3,27may2015
,20,Zomba 5,5,2015,3,27may2015
,30,Zomba 5,5,2015,3,27may2015
,60,Zomba 5,5,2015,3,27may2015
,50,Zomba 5,5,2015,3,27may2015
,23,Zomba 5,5,2015,3,27may2015
,38,Zomba 5,5,2015,3,27may2015
,20,Zomba 5,5,2015,3,27may2015
,38,Zomba 5,5,2015,3,27may2015
,100,Zomba 5,5,2015,3,27may2015
,63,Zomba 5,5,2015,3,27may2015
,30,Zomba 5,5,2015,3,27may2015
,45,Zomba 5,5,2015,3,27may2015
,50,Zomba 5,5,2015,3,27may2015
,20,Zomba 5,5,2015,3,27may2015
,14,Zomba 5,5,2015,3,27may2015
,24,Zomba 5,5,2015,3,27may2015
,20,Zomba 5,5,2015,3,27may2015
,25,Zomba 5,5,2015,3,27may2015
,40,Zomba 5,5,2015,3,27may2015
,20,Zomba 5,5,2015,3,27may2015
,28,Zomba 5,5,2015,3,27may2015
,32,Zomba 5,5,2015,3,27may2015
,70,Zomba 5,5,2015,3,27may2015
,30,Zomba 5,5,2015,3,27may2015
,30,Zomba 5,5,2015,3,27may2015
,26,Zomba 5,5,2015,3,27may2015
,30,Zomba 5,5,2015,3,28may2015
,70,Zomba 5,5,2015,3,28may2015
,85,Zomba 5,5,2015,3,28may2015
,54,Zomba 5,5,2015,3,28may2015
,20,Zomba 5,5,2015,3,28may2015
,38,Zomba 5,5,2015,3,28may2015
,50,Zomba 5,5,2015,3,28may2015
,17,Zomba 5,5,2015,3,28may2015
,53,Zomba 5,5,2015,3,28may2015
,30,Zomba 5,5,2015,3,28may2015
,120,Zomba 5,5,2015,3,28may2015
,18,Zomba 5,5,2015,3,28may2015
,25,Zomba 5,5,2015,3,28may2015
,108,Zomba 5,5,2015,3,28may2015
,68,Zomba 5,5,2015,3,28may2015
,18,Zomba 5,5,2015,3,28may2015
,20,Zomba 5,5,2015,3,28may2015
,40,Zomba 5,5,2015,3,28may2015
,20,Zomba 5,5,2015,3,28may2015
,40,Zomba 5,5,2015,3,28may2015
,48,Zomba 5,5,2015,3,28may2015
,25,Zomba 5,5,2015,3,28may2015
,20,Zomba 5,5,2015,3,28may2015
,24,Zomba 5,5,2015,3,28may2015
,30,Zomba 5,5,2015,3,28may2015
,40,Zomba 5,5,2015,3,28may2015
,41,Zomba 5,5,2015,3,28may2015
,55,Zomba 5,5,2015,3,28may2015
,26,Zomba 5,5,2015,3,28may2015
,18,Zomba 5,5,2015,3,28may2015
,19,Zomba 5,5,2015,3,28may2015
,17,Zomba 5,5,2015,3,28may2015
,26,Zomba 5,5,2015,3,28may2015
,34,Zomba 5,5,2015,3,28may2015
,30,Zomba 5,5,2015,3,28may2015
,183,Zomba 5,5,2015,3,28may2015
,28,Zomba 5,5,2015,3,29may2015
,15,Zomba 5,5,2015,3,29may2015
,25,Zomba 5,5,2015,3,29may2015
,30,Zomba 5,5,2015,3,29may2015
,50,Zomba 5,5,2015,3,29may2015
,43,Zomba 5,5,2015,3,29may2015
,24,Zomba 5,5,2015,3,29may2015
,40,Zomba 5,5,2015,3,29may2015
,20,Zomba 5,5,2015,3,29may2015
,40,Zomba 5,5,2015,3,29may2015
,15,Zomba 5,5,2015,3,29may2015
,40,Zomba 5,5,2015,3,29may2015
,17,Zomba 5,5,2015,3,29may2015
,18,Zomba 5,5,2015,3,29may2015
,50,Zomba 5,5,2015,3,29may2015
,20,Zomba 5,5,2015,3,29may2015
,56,Zomba 5,5,2015,3,29may2015
,55,Zomba 5,5,2015,3,29may2015
,50,Zomba 5,5,2015,3,29may2015
,36,Zomba 5,5,2015,3,29may2015
,20,Zomba 5,5,2015,3,29may2015
,41,Zomba 5,5,2015,3,29may2015
,41,Zomba 5,5,2015,3,29may2015
,108,Zomba 5,5,2015,3,29may2015
,30,Zomba 5,5,2015,3,29may2015
,36,Zomba 5,5,2015,3,29may2015
,40,Zomba 5,5,2015,3,29may2015
,106,Zomba 5,5,2015,3,29may2015
,34,Zomba 5,5,2015,3,29may2015
,28,Zomba 5,5,2015,3,29may2015
,28,Zomba 5,5,2015,3,29may2015
,10,Zomba 5,5,2015,3,29may2015
,20,Zomba 5,5,2015,3,29may2015
,20,Zomba 5,5,2015,3,29may2015
,85,Zomba 5,5,2015,3,29may2015
