id,cem301_attendees_total,program,month,year,country,cem005_today
,40,Zomba 5,5,2015,3,29may2015
,35,Zomba 5,5,2015,3,29may2015
,41,Zomba 5,5,2015,3,29may2015
,35,Zomba 5,5,2015,3,29may2015
,10,Zomba 5,5,2015,3,29may2015
,42,Zomba 5,5,2015,3,29may2015
,15,Zomba 5,5,2015,3,29may2015
,23,Zomba 5,5,2015,3,29may2015
,30,Zomba 5,5,2015,3,29may2015
,14,Zomba 6,5,2015,3,30may2015
,12,Zomba 6,5,2015,3,30may2015
,60,Zomba 5,5,2015,3,30may2015
,45,Zomba 5,5,2015,3,30may2015
,59,Zomba 5,5,2015,3,30may2015
,38,Zomba 5,5,2015,3,30may2015
,30,Zomba 5,5,2015,3,30may2015
,37,Zomba 5,5,2015,3,30may2015
,20,Zomba 5,5,2015,3,30may2015
,28,Zomba 5,5,2015,3,30may2015
,38,Zomba 5,5,2015,3,30may2015
,19,Zomba 6,5,2015,3,30may2015
,10,Zomba 5,5,2015,3,30may2015
,38,Zomba 5,5,2015,3,30may2015
,51,Zomba 5,5,2015,3,31may2015
,20,Zomba 5,5,2015,3,31may2015
,11,Zomba 5,5,2015,3,31may2015
,27,Zomba 5,5,2015,3,31may2015
,62,Zomba 5,5,2015,3,31may2015
,35,Zomba 5,5,2015,3,31may2015
,30,Zomba 5,5,2015,3,31may2015
,27,Zomba 5,5,2015,4,31may2015
,30,Zomba 5,5,2015,3,31may2015
,44,Zomba 5,5,2015,3,31may2015
,28,Zomba 5,5,2015,3,31may2015
,20,Zomba 5,5,2015,3,31may2015
,23,Zomba 5,5,2015,3,31may2015
,62,Zomba 5,5,2015,3,31may2015
,50,Zomba 5,5,2015,3,31may2015
,11,Zomba 6,5,2015,3,31may2015
,16,Zomba 6,6,2015,3,01-Jun-15
,26,Zomba 5,6,2015,3,01-Jun-15
,20,Zomba 5,6,2015,3,01-Jun-15
,41,Zomba 6,6,2015,3,01-Jun-15
,25,Zomba 5,6,2015,3,01-Jun-15
,15,Zomba 5,6,2015,3,01-Jun-15
,20,Zomba 5,6,2015,3,01-Jun-15
,15,Zomba 5,6,2015,3,01-Jun-15
,20,Zomba 5,6,2015,3,01-Jun-15
,35,Zomba 5,6,2015,3,01-Jun-15
,64,Zomba 5,6,2015,3,01-Jun-15
,35,Zomba 5,6,2015,3,01-Jun-15
,18,Zomba 6,6,2015,3,01-Jun-15
,20,Zomba 6,6,2015,3,01-Jun-15
,34,Zomba 5,6,2015,3,01-Jun-15
,37,Zomba 5,6,2015,3,01-Jun-15
,80,Zomba 5,6,2015,3,01-Jun-15
,24,Zomba 5,6,2015,3,01-Jun-15
,28,Zomba 5,6,2015,3,01-Jun-15
,40,Zomba 5,6,2015,3,01-Jun-15
,35,Zomba 5,6,2015,3,01-Jun-15
,20,Zomba 5,6,2015,3,01-Jun-15
,40,Zomba 5,6,2015,3,01-Jun-15
,70,Zomba 5,6,2015,3,01-Jun-15
,22,Zomba 5,6,2015,3,01-Jun-15
,40,Zomba 5,6,2015,3,01-Jun-15
,12,Zomba 6,6,2015,3,02-Jun-15
,80,Zomba 5,6,2015,3,02-Jun-15
,30,Zomba 6,6,2015,3,02-Jun-15
,40,Zomba 6,6,2015,3,02-Jun-15
,20,Zomba 6,6,2015,3,02-Jun-15
,14,Zomba 6,6,2015,3,02-Jun-15
,59,Zomba 5,6,2015,3,02-Jun-15
,22,Zomba 6,6,2015,3,02-Jun-15
,16,Zomba 6,6,2015,3,02-Jun-15
,18,Zomba 6,6,2015,3,02-Jun-15
,19,Zomba 5,6,2015,3,02-Jun-15
,25,Zomba 6,6,2015,3,02-Jun-15
,35,Zomba 5,6,2015,3,02-Jun-15
,29,Zomba 5,6,2015,3,02-Jun-15
,50,Zomba 5,6,2015,3,02-Jun-15
,60,Zomba 5,6,2015,3,02-Jun-15
,42,Zomba 5,6,2015,3,02-Jun-15
,31,Zomba 5,6,2015,3,02-Jun-15
,40,Zomba 5,6,2015,3,02-Jun-15
,50,Zomba 5,6,2015,3,02-Jun-15
,12,Zomba 6,6,2015,3,02-Jun-15
,20,Zomba 5,6,2015,3,02-Jun-15
,55,Zomba 5,6,2015,3,02-Jun-15
,41,Zomba 5,6,2015,3,02-Jun-15
,15,Zomba 5,6,2015,3,02-Jun-15
,15,Zomba 5,6,2015,3,02-Jun-15
,16,Zomba 6,6,2015,3,02-Jun-15
,18,Zomba 5,6,2015,3,02-Jun-15
,15,Zomba 6,6,2015,3,02-Jun-15
,58,Zomba 5,6,2015,3,02-Jun-15
,36,Zomba 5,6,2015,3,02-Jun-15
,36,Zomba 5,6,2015,3,02-Jun-15
,30,Zomba 5,6,2015,3,02-Jun-15
,41,Zomba 5,6,2015,3,03-Jun-15
,25,Zomba 6,6,2015,3,03-Jun-15
,30,Zomba 5,6,2015,3,03-Jun-15
,30,Zomba 5,6,2015,3,03-Jun-15
,11,Zomba 6,6,2015,3,03-Jun-15
,15,Zomba 6,6,2015,3,03-Jun-15
,15,Zomba 6,6,2015,3,03-Jun-15
,45,Zomba 5,6,2015,3,04-Jun-15
,40,Zomba 5,6,2015,3,04-Jun-15
,15,Zomba 6,6,2015,3,04-Jun-15
,15,Zomba 5,6,2015,3,04-Jun-15
,37,Zomba 5,6,2015,3,04-Jun-15
,29,Zomba 5,6,2015,3,04-Jun-15
,54,Zomba 5,6,2015,3,04-Jun-15
,20,Zomba 6,6,2015,3,04-Jun-15
,15,Zomba 6,6,2015,3,04-Jun-15
,10,Zomba 6,6,2015,3,04-Jun-15
,320,Zomba 5,6,2015,3,04-Jun-15
,60,Zomba 5,6,2015,3,04-Jun-15
,30,Zomba 5,6,2015,3,04-Jun-15
,31,Zomba 5,6,2015,3,04-Jun-15
,10,Zomba 6,6,2015,3,04-Jun-15
,30,Zomba 5,6,2015,3,04-Jun-15
,22,Zomba 5,6,2015,3,04-Jun-15
,35,Zomba 5,6,2015,3,04-Jun-15
,39,Zomba 5,6,2015,3,04-Jun-15
,42,Zomba 5,6,2015,3,04-Jun-15
,22,Zomba 6,6,2015,3,04-Jun-15
,22,Zomba 5,6,2015,3,04-Jun-15
,40,Zomba 5,6,2015,3,04-Jun-15
,55,Zomba 5,6,2015,3,04-Jun-15
,25,Zomba 6,6,2015,3,04-Jun-15
,35,Zomba 6,6,2015,3,04-Jun-15
,28,Zomba 5,6,2015,3,04-Jun-15
,30,Zomba 5,6,2015,3,04-Jun-15
,15,Zomba 6,6,2015,3,04-Jun-15
,54,Zomba 5,6,2015,3,04-Jun-15
,70,Zomba 6,6,2015,3,05-Jun-15
,13,Zomba 6,6,2015,3,05-Jun-15
,22,Zomba 6,6,2015,3,05-Jun-15
,10,Zomba 6,6,2015,3,05-Jun-15
,35,Zomba 6,6,2015,3,05-Jun-15
,78,Zomba 6,6,2015,3,05-Jun-15
,14,Zomba 6,6,2015,3,05-Jun-15
,10,Zomba 6,6,2015,3,05-Jun-15
,20,Zomba 6,6,2015,3,05-Jun-15
,23,Zomba 6,6,2015,3,05-Jun-15
,253,Zomba 5,6,2015,3,05-Jun-15
,32,Zomba 5,6,2015,3,05-Jun-15
,19,Zomba 6,6,2015,3,05-Jun-15
,11,Zomba 6,6,2015,3,05-Jun-15
,12,Zomba 6,6,2015,3,05-Jun-15
,36,Zomba 5,6,2015,3,05-Jun-15
,15,Zomba 6,6,2015,3,05-Jun-15
,32,Zomba 6,6,2015,3,05-Jun-15
,17,Zomba 6,6,2015,3,05-Jun-15
,11,Zomba 6,6,2015,3,05-Jun-15
,35,Zomba 5,6,2015,3,05-Jun-15
,20,Zomba 6,6,2015,3,05-Jun-15
,10,Zomba 6,6,2015,3,05-Jun-15
,16,Zomba 6,6,2015,3,05-Jun-15
,15,Zomba 6,6,2015,3,05-Jun-15
,16,Zomba 6,6,2015,3,05-Jun-15
,15,Zomba 6,6,2015,3,05-Jun-15
,11,Zomba 5,6,2015,3,05-Jun-15
,24,Zomba 6,6,2015,3,05-Jun-15
,10,Zomba 6,6,2015,3,05-Jun-15
,74,Zomba 5,6,2015,3,05-Jun-15
,11,Zomba 6,6,2015,3,05-Jun-15
,10,Zomba 6,6,2015,3,05-Jun-15
,18,Zomba 6,6,2015,3,06-Jun-15
,11,Zomba 6,6,2015,3,06-Jun-15
,10,Zomba 6,6,2015,3,06-Jun-15
,18,Zomba 6,6,2015,3,06-Jun-15
,35,Zomba 6,6,2015,3,06-Jun-15
,30,Zomba 5,6,2015,3,06-Jun-15
,11,Zomba 6,6,2015,3,06-Jun-15
,13,Zomba 6,6,2015,3,06-Jun-15
,12,Zomba 6,6,2015,3,06-Jun-15
,10,Zomba 6,6,2015,3,06-Jun-15
,18,Zomba 6,6,2015,3,06-Jun-15
,10,Zomba 6,6,2015,3,06-Jun-15
,14,Zomba 6,6,2015,3,06-Jun-15
,30,Zomba 5,6,2015,3,07-Jun-15
,40,Zomba 5,6,2015,3,07-Jun-15
,12,Zomba 6,6,2015,3,07-Jun-15
,50,Zomba 5,6,2015,3,07-Jun-15
,50,Zomba 5,6,2015,3,07-Jun-15
,21,Zomba 6,6,2015,3,07-Jun-15
,10,Zomba 6,6,2015,3,07-Jun-15
,15,Zomba 6,6,2015,3,07-Jun-15
,19,Zomba 6,6,2015,3,07-Jun-15
,13,Zomba 6,6,2015,3,07-Jun-15
,60,Zomba 5,6,2015,3,07-Jun-15
,11,Zomba 6,6,2015,3,07-Jun-15
,17,Zomba 6,6,2015,3,07-Jun-15
,40,Zomba 5,6,2015,3,07-Jun-15
,60,Zomba 6,6,2015,3,07-Jun-15
,20,Zomba 6,6,2015,3,07-Jun-15
,18,Zomba 6,6,2015,3,08-Jun-15
,20,Zomba 6,6,2015,3,08-Jun-15
,60,Zomba 5,6,2015,3,08-Jun-15
,10,Zomba 6,6,2015,3,08-Jun-15
,40,Zomba 6,6,2015,3,08-Jun-15
,14,Zomba 6,6,2015,3,08-Jun-15
,13,Zomba 6,6,2015,3,08-Jun-15
,12,Zomba 6,6,2015,3,08-Jun-15
,11,Zomba 6,6,2015,3,08-Jun-15
,9,Zomba 6,6,2015,3,08-Jun-15
,10,Zomba 6,6,2015,3,08-Jun-15
,30,Zomba 5,6,2015,3,08-Jun-15
,10,Zomba 6,6,2015,3,08-Jun-15
,45,Zomba 5,6,2015,3,08-Jun-15
,11,Zomba 6,6,2015,3,08-Jun-15
,14,Zomba 6,6,2015,3,08-Jun-15
,19,Zomba 6,6,2015,3,08-Jun-15
,13,Zomba 6,6,2015,3,08-Jun-15
,28,Zomba 6,6,2015,3,08-Jun-15
,14,Zomba 6,6,2015,3,08-Jun-15
,12,Zomba 6,6,2015,3,08-Jun-15
,30,Zomba 5,6,2015,3,08-Jun-15
,36,Zomba 6,6,2015,3,09-Jun-15
,20,Zomba 6,6,2015,3,09-Jun-15
,24,Zomba 5,6,2015,3,09-Jun-15
,22,Zomba 5,6,2015,3,09-Jun-15
,25,Zomba 6,6,2015,3,09-Jun-15
,40,Zomba 6,6,2015,3,09-Jun-15
,23,Zomba 6,6,2015,3,09-Jun-15
,20,Zomba 6,6,2015,3,09-Jun-15
,50,Zomba 6,6,2015,3,09-Jun-15
,34,Zomba 5,6,2015,3,09-Jun-15
,18,Zomba 6,6,2015,3,09-Jun-15
,72,Zomba 6,6,2015,3,10-Jun-15
,14,Zomba 6,6,2015,3,10-Jun-15
,30,Zomba 6,6,2015,3,10-Jun-15
,50,Zomba 6,6,2015,3,10-Jun-15
,12,Zomba 6,6,2015,3,10-Jun-15
,22,Zomba 6,6,2015,3,10-Jun-15
,6,Zomba 6,6,2015,3,10-Jun-15
,90,Zomba 6,6,2015,3,10-Jun-15
,40,Zomba 6,6,2015,3,10-Jun-15
,11,Zomba 6,6,2015,3,10-Jun-15
,8,Zomba 6,6,2015,3,10-Jun-15
,85,Zomba 6,6,2015,3,10-Jun-15
,72,Zomba 6,6,2015,3,10-Jun-15
,13,Zomba 6,6,2015,3,10-Jun-15
,30,Zomba 6,6,2015,3,10-Jun-15
,26,Zomba 6,6,2015,3,10-Jun-15
,40,Zomba 6,6,2015,3,10-Jun-15
,15,Zomba 6,6,2015,3,10-Jun-15
,30,Zomba 6,6,2015,3,10-Jun-15
,7,Zomba 6,6,2015,3,10-Jun-15
,38,Zomba 6,6,2015,3,11-Jun-15
,29,Zomba 6,6,2015,3,11-Jun-15
,53,Zomba 6,6,2015,3,11-Jun-15
,34,Zomba 6,6,2015,3,11-Jun-15
,48,Zomba 6,6,2015,3,11-Jun-15
,30,Zomba 6,6,2015,3,11-Jun-15
,18,Zomba 6,6,2015,3,11-Jun-15
,20,Zomba 6,6,2015,3,11-Jun-15
,27,Zomba 6,6,2015,3,11-Jun-15
,38,Zomba 6,6,2015,3,11-Jun-15
,25,Zomba 6,6,2015,3,11-Jun-15
,41,Zomba 6,6,2015,3,11-Jun-15
,54,Zomba 6,6,2015,3,11-Jun-15
,33,Zomba 6,6,2015,3,11-Jun-15
,41,Zomba 6,6,2015,3,11-Jun-15
,36,Zomba 6,6,2015,3,11-Jun-15
,89,Zomba 6,6,2015,3,11-Jun-15
,78,Zomba 6,6,2015,3,11-Jun-15
,70,Zomba 6,6,2015,3,11-Jun-15
,50,Zomba 6,6,2015,3,11-Jun-15
,25,Zomba 6,6,2015,3,11-Jun-15
,40,Zomba 6,6,2015,3,11-Jun-15
,40,Zomba 6,6,2015,3,11-Jun-15
,17,Zomba 6,6,2015,3,11-Jun-15
,40,Zomba 6,6,2015,3,11-Jun-15
,50,Zomba 6,6,2015,3,11-Jun-15
,70,Zomba 6,6,2015,3,11-Jun-15
,10,Zomba 6,6,2015,3,12-Jun-15
,40,Zomba 6,6,2015,3,12-Jun-15
,20,Zomba 6,6,2015,3,12-Jun-15
,48,Zomba 6,6,2015,3,12-Jun-15
,27,Zomba 6,6,2015,3,12-Jun-15
,44,Zomba 6,6,2015,3,12-Jun-15
,25,Zomba 6,6,2015,3,12-Jun-15
,40,Zomba 6,6,2015,3,12-Jun-15
,59,Zomba 6,6,2015,3,12-Jun-15
,10,Zomba 6,6,2015,3,12-Jun-15
,22,Zomba 6,6,2015,3,12-Jun-15
,20,Zomba 6,6,2015,3,12-Jun-15
,70,Zomba 6,6,2015,3,12-Jun-15
,15,Zomba 6,6,2015,3,12-Jun-15
,30,Zomba 6,6,2015,3,12-Jun-15
,56,Zomba 6,6,2015,3,12-Jun-15
,5,Zomba 6,6,2015,3,12-Jun-15
,50,Zomba 6,6,2015,3,12-Jun-15
,65,Zomba 6,6,2015,3,12-Jun-15
,11,Zomba 6,6,2015,3,12-Jun-15
,200,Zomba 6,6,2015,3,12-Jun-15
,10,Zomba 6,6,2015,3,12-Jun-15
,30,Zomba 6,6,2015,3,12-Jun-15
,18,Zomba 6,6,2015,3,13-Jun-15
,39,Zomba 6,6,2015,3,13-Jun-15
,25,Zomba 6,6,2015,3,13-Jun-15
,39,Zomba 6,6,2015,3,13-Jun-15
,22,Zomba 6,6,2015,3,13-Jun-15
,52,Zomba 6,6,2015,3,13-Jun-15
,40,Zomba 6,6,2015,3,13-Jun-15
,19,Zomba 6,6,2015,3,13-Jun-15
,32,Zomba 6,6,2015,3,13-Jun-15
,37,Zomba 6,6,2015,3,13-Jun-15
,29,Zomba 6,6,2015,3,14-Jun-15
,22,Zomba 6,6,2015,3,14-Jun-15
,19,Zomba 6,6,2015,3,14-Jun-15
,10,Zomba 6,6,2015,3,14-Jun-15
,60,Zomba 6,6,2015,3,14-Jun-15
,14,Zomba 6,6,2015,3,14-Jun-15
,14,Zomba 6,6,2015,3,14-Jun-15
,26,Zomba 6,6,2015,3,14-Jun-15
,22,Zomba 6,6,2015,3,14-Jun-15
,50,Zomba 6,6,2015,3,14-Jun-15
,24,Zomba 6,6,2015,3,14-Jun-15
,15,Zomba 6,6,2015,3,14-Jun-15
,19,Zomba 6,6,2015,3,14-Jun-15
,19,Zomba 6,6,2015,3,14-Jun-15
,13,Zomba 6,6,2015,3,14-Jun-15
,43,Zomba 6,6,2015,3,14-Jun-15
,13,Zomba 6,6,2015,3,14-Jun-15
,12,Zomba 6,6,2015,3,14-Jun-15
,12,Zomba 6,6,2015,3,14-Jun-15
,18,Zomba 6,6,2015,3,14-Jun-15
,18,Zomba 6,6,2015,3,14-Jun-15
,14,Zomba 6,6,2015,3,14-Jun-15
,18,Zomba 6,6,2015,3,14-Jun-15
,10,Zomba 6,6,2015,3,14-Jun-15
,38,Zomba 6,6,2015,3,14-Jun-15
,10,Zomba 6,6,2015,3,15-Jun-15
,11,Zomba 6,6,2015,3,15-Jun-15
,30,Zomba 6,6,2015,3,15-Jun-15
,80,Zomba 6,6,2015,3,15-Jun-15
,10,Zomba 6,6,2015,3,15-Jun-15
,60,Zomba 6,6,2015,3,15-Jun-15
,42,Zomba 6,6,2015,3,15-Jun-15
,50,Zomba 6,6,2015,3,15-Jun-15
,38,Zomba 6,6,2015,3,15-Jun-15
,16,Zomba 6,6,2015,3,15-Jun-15
,6,Zomba 6,6,2015,3,15-Jun-15
,60,Zomba 6,6,2015,3,15-Jun-15
,11,Zomba 6,6,2015,3,15-Jun-15
,20,Zomba 6,6,2015,3,15-Jun-15
,10,Zomba 6,6,2015,3,15-Jun-15
,15,Zomba 6,6,2015,3,15-Jun-15
,46,Zomba 6,6,2015,3,15-Jun-15
,12,Zomba 6,6,2015,3,15-Jun-15
,50,Zomba 6,6,2015,3,16-Jun-15
,30,Zomba 6,6,2015,3,16-Jun-15
,30,Zomba 6,6,2015,3,16-Jun-15
,50,Zomba 6,6,2015,3,16-Jun-15
,52,Zomba 6,6,2015,3,16-Jun-15
,40,Zomba 6,6,2015,3,16-Jun-15
,11,Zomba 6,6,2015,3,16-Jun-15
,25,Zomba 6,6,2015,3,16-Jun-15
,10,Zomba 6,6,2015,3,16-Jun-15
,30,Zomba 6,6,2015,3,16-Jun-15
,10,Zomba 6,6,2015,3,16-Jun-15
,15,Zomba 6,6,2015,3,16-Jun-15
,25,Zomba 6,6,2015,3,16-Jun-15
,35,Zomba 6,6,2015,3,16-Jun-15
,30,Zomba 6,6,2015,3,16-Jun-15
,50,Zomba 6,6,2015,3,16-Jun-15
,6,Zomba 6,6,2015,3,16-Jun-15
,59,Zomba 6,6,2015,3,16-Jun-15
,26,Zomba 6,6,2015,3,16-Jun-15
,60,Zomba 6,6,2015,3,16-Jun-15
,40,Zomba 6,6,2015,3,16-Jun-15
,36,Zomba 6,6,2015,3,17-Jun-15
,33,Zomba 6,6,2015,3,17-Jun-15
,13,Zomba 6,6,2015,3,17-Jun-15
,30,Zomba 6,6,2015,3,17-Jun-15
,18,Zomba 6,6,2015,3,17-Jun-15
,15,Zomba 6,6,2015,3,17-Jun-15
,30,Zomba 6,6,2015,3,17-Jun-15
,42,Zomba 6,6,2015,3,17-Jun-15
,46,Zomba 6,6,2015,3,17-Jun-15
,27,Zomba 6,6,2015,3,17-Jun-15
,40,Zomba 6,6,2015,3,17-Jun-15
,83,Zomba 6,6,2015,3,18-Jun-15
,4,Zomba 6,6,2015,3,18-Jun-15
,18,Zomba 6,6,2015,3,18-Jun-15
,36,Zomba 6,6,2015,3,18-Jun-15
,29,Zomba 6,6,2015,3,18-Jun-15
,22,Zomba 6,6,2015,3,18-Jun-15
,30,Zomba 6,6,2015,3,18-Jun-15
,20,Zomba 6,6,2015,3,18-Jun-15
,19,Zomba 6,6,2015,3,18-Jun-15
,36,Zomba 6,6,2015,3,18-Jun-15
,60,Zomba 6,6,2015,3,18-Jun-15
,32,Zomba 6,6,2015,3,18-Jun-15
,36,Zomba 6,6,2015,3,18-Jun-15
,46,Zomba 6,6,2015,3,18-Jun-15
,24,Zomba 6,6,2015,3,18-Jun-15
,56,Zomba 6,6,2015,3,18-Jun-15
,59,Zomba 6,6,2015,3,18-Jun-15
,48,Zomba 6,6,2015,3,18-Jun-15
,51,Zomba 6,6,2015,3,18-Jun-15
,18,Zomba 6,6,2015,3,18-Jun-15
,80,Zomba 6,6,2015,3,19-Jun-15
,62,Zomba 6,6,2015,3,19-Jun-15
,52,Zomba 6,6,2015,3,19-Jun-15
,26,Zomba 6,6,2015,3,19-Jun-15
,30,Zomba 6,6,2015,3,19-Jun-15
,70,Zomba 6,6,2015,3,19-Jun-15
,28,Zomba 6,6,2015,3,19-Jun-15
,20,Zomba 6,6,2015,3,19-Jun-15
,50,Zomba 6,6,2015,3,19-Jun-15
,16,Zomba 6,6,2015,3,19-Jun-15
,15,Zomba 6,6,2015,3,19-Jun-15
,45,Zomba 6,6,2015,3,19-Jun-15
,27,Zomba 6,6,2015,3,19-Jun-15
,80,Zomba 6,6,2015,3,19-Jun-15
,37,Zomba 6,6,2015,3,19-Jun-15
,46,Zomba 6,6,2015,3,19-Jun-15
,70,Zomba 6,6,2015,3,19-Jun-15
,60,Zomba 6,6,2015,3,19-Jun-15
,40,Zomba 6,6,2015,3,19-Jun-15
,50,Zomba 6,6,2015,3,19-Jun-15
,40,Zomba 6,6,2015,3,19-Jun-15
,60,Zomba 6,6,2015,3,19-Jun-15
,60,Zomba 6,6,2015,3,19-Jun-15
,50,Zomba 6,6,2015,3,19-Jun-15
,70,Zomba 6,6,2015,3,19-Jun-15
,17,Zomba 6,6,2015,3,19-Jun-15
,45,Zomba 6,6,2015,3,19-Jun-15
,45,Zomba 6,6,2015,3,19-Jun-15
,40,Zomba 6,6,2015,3,19-Jun-15
,45,Zomba 6,6,2015,3,19-Jun-15
,50,Zomba 6,6,2015,3,19-Jun-15
,18,Zomba 6,6,2015,3,19-Jun-15
,40,Zomba 6,6,2015,3,19-Jun-15
,71,Zomba 6,6,2015,3,19-Jun-15
,50,Zomba 6,6,2015,3,19-Jun-15
,85,Zomba 6,6,2015,3,19-Jun-15
,90,Zomba 6,6,2015,3,20-Jun-15
,18,Zomba 6,6,2015,3,20-Jun-15
,21,Zomba 6,6,2015,3,20-Jun-15
,12,Zomba 6,6,2015,3,20-Jun-15
,26,Zomba 6,6,2015,3,20-Jun-15
,20,Zomba 6,6,2015,3,20-Jun-15
,49,Zomba 6,6,2015,3,20-Jun-15
,20,Zomba 6,6,2015,3,20-Jun-15
,16,Zomba 6,6,2015,3,20-Jun-15
,38,Zomba 6,6,2015,3,20-Jun-15
,28,Zomba 6,6,2015,3,20-Jun-15
,56,Zomba 6,6,2015,3,20-Jun-15
,13,Zomba 6,6,2015,3,20-Jun-15
,29,Zomba 6,6,2015,3,20-Jun-15
,29,Zomba 6,6,2015,3,20-Jun-15
,20,Zomba 6,6,2015,3,20-Jun-15
,7,Zomba 6,6,2015,3,20-Jun-15
,33,Zomba 6,6,2015,3,20-Jun-15
,20,Zomba 6,6,2015,3,20-Jun-15
,64,Zomba 6,6,2015,3,20-Jun-15
,17,Zomba 6,6,2015,3,21-Jun-15
,22,Zomba 6,6,2015,3,21-Jun-15
,21,Zomba 6,6,2015,3,21-Jun-15
,40,Zomba 6,6,2015,3,21-Jun-15
,10,Zomba 6,6,2015,3,21-Jun-15
,28,Zomba 6,6,2015,3,21-Jun-15
,21,Zomba 6,6,2015,3,21-Jun-15
,40,Zomba 6,6,2015,3,21-Jun-15
,18,Zomba 6,6,2015,3,21-Jun-15
,23,Zomba 6,6,2015,3,21-Jun-15
,20,Zomba 6,6,2015,3,21-Jun-15
,15,Zomba 6,6,2015,3,21-Jun-15
,35,Zomba 6,6,2015,3,21-Jun-15
,16,Zomba 6,6,2015,3,21-Jun-15
,7,Zomba 6,6,2015,3,21-Jun-15
,8,Zomba 6,6,2015,3,21-Jun-15
,22,Zomba 6,6,2015,3,21-Jun-15
,6,Zomba 6,6,2015,3,21-Jun-15
,12,Zomba 6,6,2015,3,21-Jun-15
,56,Zomba 6,6,2015,3,21-Jun-15
,14,Zomba 6,6,2015,3,21-Jun-15
,38,Zomba 6,6,2015,3,21-Jun-15
,28,Zomba 6,6,2015,3,22-Jun-15
,15,Zomba 6,6,2015,3,22-Jun-15
,19,Zomba 6,6,2015,3,22-Jun-15
,30,Zomba 6,6,2015,3,22-Jun-15
,20,Zomba 6,6,2015,3,22-Jun-15
,27,Zomba 6,6,2015,3,22-Jun-15
,20,Zomba 6,6,2015,3,22-Jun-15
,15,Zomba 6,6,2015,3,22-Jun-15
,16,Zomba 6,6,2015,3,22-Jun-15
,18,Zomba 6,6,2015,3,22-Jun-15
,20,Zomba 6,6,2015,3,22-Jun-15
,30,Zomba 6,6,2015,3,22-Jun-15
,18,Zomba 6,6,2015,3,22-Jun-15
,17,Zomba 6,6,2015,3,22-Jun-15
,11,Zomba 6,6,2015,3,22-Jun-15
,13,Zomba 6,6,2015,3,22-Jun-15
,26,Zomba 6,6,2015,3,22-Jun-15
,53,Zomba 6,6,2015,3,22-Jun-15
,13,Zomba 6,6,2015,3,23-Jun-15
,12,Zomba 6,6,2015,3,23-Jun-15
,17,Zomba 6,6,2015,3,23-Jun-15
,18,Zomba 6,6,2015,3,23-Jun-15
,21,Zomba 6,6,2015,3,23-Jun-15
,28,Zomba 6,6,2015,3,23-Jun-15
,16,Zomba 6,6,2015,3,23-Jun-15
,18,Zomba 6,6,2015,3,23-Jun-15
,29,Zomba 6,6,2015,3,23-Jun-15
,38,Zomba 6,6,2015,3,23-Jun-15
,40,Zomba 6,6,2015,3,23-Jun-15
,18,Zomba 6,6,2015,3,23-Jun-15
,20,Zomba 6,6,2015,3,23-Jun-15
,11,Zomba 6,6,2015,3,23-Jun-15
,25,Zomba 6,6,2015,3,23-Jun-15
,29,Zomba 6,6,2015,3,23-Jun-15
,25,Zomba 6,6,2015,3,23-Jun-15
,26,Zomba 6,6,2015,3,23-Jun-15
,12,Zomba 6,6,2015,3,23-Jun-15
,20,Zomba 6,6,2015,3,23-Jun-15
,22,Zomba 6,6,2015,3,23-Jun-15
,55,Zomba 6,6,2015,3,23-Jun-15
,40,Zomba 6,6,2015,3,23-Jun-15
,31,Zomba 6,6,2015,3,23-Jun-15
,43,Zomba 6,6,2015,3,23-Jun-15
,21,Zomba 6,6,2015,3,23-Jun-15
,20,Zomba 6,6,2015,3,23-Jun-15
,24,Zomba 6,6,2015,3,23-Jun-15
,22,Zomba 6,6,2015,3,23-Jun-15
,30,Zomba 6,6,2015,3,23-Jun-15
,14,Zomba 6,6,2015,3,23-Jun-15
,34,Zomba 6,6,2015,3,23-Jun-15
,50,Zomba 6,6,2015,3,23-Jun-15
,11,Zomba 6,6,2015,3,23-Jun-15
,32,Zomba 6,6,2015,3,23-Jun-15
,22,Zomba 6,6,2015,3,23-Jun-15
,52,Zomba 6,6,2015,3,24-Jun-15
,12,Zomba 6,6,2015,3,24-Jun-15
,32,Zomba 6,6,2015,3,24-Jun-15
,48,Zomba 6,6,2015,3,24-Jun-15
,13,Zomba 6,6,2015,3,24-Jun-15
,39,Zomba 6,6,2015,3,24-Jun-15
,9,Zomba 6,6,2015,3,24-Jun-15
,29,Zomba 6,6,2015,3,24-Jun-15
,59,Zomba 6,6,2015,3,24-Jun-15
,15,Zomba 6,6,2015,3,24-Jun-15
,8,Zomba 6,6,2015,3,24-Jun-15
,12,Zomba 6,6,2015,3,24-Jun-15
,19,Zomba 6,6,2015,3,24-Jun-15
,16,Zomba 6,6,2015,3,24-Jun-15
,14,Zomba 6,6,2015,3,24-Jun-15
,20,Zomba 6,6,2015,3,24-Jun-15
,46,Zomba 6,6,2015,3,24-Jun-15
,21,Zomba 6,6,2015,3,24-Jun-15
,35,Zomba 6,6,2015,3,25-Jun-15
,50,Zomba 6,6,2015,3,25-Jun-15
,45,Zomba 6,6,2015,3,25-Jun-15
,45,Zomba 6,6,2015,3,25-Jun-15
,27,Zomba 6,6,2015,3,25-Jun-15
,28,Zomba 6,6,2015,3,25-Jun-15
,18,Zomba 6,6,2015,3,25-Jun-15
,19,Zomba 6,6,2015,3,25-Jun-15
