id,t011_program,t313_wpt_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t008_country,month,year
,Zomba 7,,,,0,,1,,3,3,,40,1,3,7,2015
,Zomba 6,,,1,,,1,,3,3,,55,1,3,9,2015
,Zomba 6,,,1,,,1,,3,3,,25.83333333,1,3,4,2015
,Zomba 1,,,1,,,1,,3,3,,20.33333333,1,3,1,2016
,Zomba 6,,,,1,1,1,,3,3,,52,1,3,4,2015
,Zomba 5,,,,1,1,1,,3,3,,77.33333333,1,3,2,2015
,Zomba 9,,,,1,1,1,,3,3,,135,1,3,12,2015
,Zomba 9,,,,0,,1,,3,3,,82,1,3,1,2016
,Zomba 5,,,1,,,1,,3,3,,100,1,3,1,2016
,Zomba 8,,1,,0,,1,,3,3,,10,1,3,8,2015
,Zomba 7,,,,1,1,1,,3,3,,141.6666667,1,3,8,2015
,Zomba 4,,,,1,1,1,,3,3,,18.91666667,1,3,10,2014
,Zomba 3,,,,1,1,1,,3,3,,50,1,3,9,2014
,Zomba 3,,,,1,1,1,,3,3,,78,1,3,9,2014
,Zomba 4,,,,1,1,1,,3,3,,30,1,3,10,2014
,Zomba 8,,,,1,1,1,,3,3,,14,1,3,8,2015
,Zomba 6,,,,1,1,1,,3,3,,35,1,3,4,2015
,Zomba 5,,,,0,,1,,3,3,,35,1,3,2,2015
,Zomba 5,,,,0,,1,,3,3,,100,1,3,2,2015
,Zomba 6,,,1,,,1,,3,3,,11,1,3,1,2016
,Zomba 6,,,1,,,1,,3,3,,10.5,1,3,4,2015
,Zomba 8,,,,1,1,1,,3,3,,18,1,3,8,2015
,Zomba 5,,,1,,,1,,3,3,,14,1,3,4,2015
,Zomba 4,,,,1,1,1,,3,3,,40,1,3,4,2015
,Zomba 4,,,,1,1,1,,3,3,,24,1,3,10,2015
,Zomba 6,,,,0,,1,,3,3,,54,1,3,4,2015
,Zomba 6,,,,1,1,1,,3,3,,30,1,3,4,2015
,Zomba 6,,1,,1,1,1,,3,3,,12,1,3,9,2015
,Zomba 9,,,,1,1,1,,3,3,,50,1,3,12,2015
,Zomba 3,,,,1,1,1,,3,3,,49,1,3,9,2014
,Zomba 3,,,,1,1,1,,3,3,,62,1,3,9,2014
,Zomba 4,,,,1,1,1,,3,3,,11.33333333,1,3,10,2014
,Zomba 8,,,,1,1,1,,3,3,12,16.5,1,3,8,2015
,Zomba 6,,1,1,,,1,,3,3,,10,1,3,9,2015
,Zomba 6,,,,1,1,1,,3,3,,170,1,3,4,2015
,Zomba 3,,,,1,1,1,,3,3,,35,1,3,1,2016
,Zomba 8,,,1,,,1,,3,3,,10,1,3,9,2015
,Zomba 4,,,1,,,1,,3,3,,15,1,3,9,2015
,Zomba 4,,,,1,1,1,,3,3,,55.5,1,3,10,2014
,Zomba 4,,,,0,,1,,3,3,,48.33333333,1,3,9,2014
,Zomba 4,,,,1,1,1,,3,3,,59.5,1,3,10,2014
,Zomba 3,,1,,1,1,1,,3,3,,70,1,3,9,2014
,Zomba 1,,,,1,1,1,,3,3,9,27.66666667,1,3,2,2016
,Zomba 3,,,,0,,1,,3,3,,19,1,3,9,2014
,Zomba 9,,,,0,,1,,3,3,12,18.75,1,3,1,2016
,Zomba 5,,,,1,1,1,,3,3,,40,1,3,1,2016
,Zomba 3,,1,,0,,1,,3,3,,93.33333333,1,3,8,2014
,Zomba 4,,,1,,,1,,3,3,,20,1,3,10,2014
,Zomba 8,,,,1,1,1,,3,3,,13,1,3,8,2015
,Zomba 4,,,,0,,1,,3,3,,13,1,3,9,2014
,Zomba 5,,,,0,,1,,3,3,,75,1,3,2,2015
,Zomba 3,,,,0,,1,,3,3,,36.91666667,1,3,9,2014
,Zomba 3,,,,1,1,1,,3,3,,20,1,3,2,2016
,Zomba 8,,,,1,1,1,,3,3,,64,1,3,9,2015
,Zomba 3,,,,1,1,1,,3,3,,354.1666667,1,3,9,2014
,Zomba 6,,,,1,1,1,,3,3,,40,1,3,5,2015
,Zomba 6,,,,1,1,1,,3,3,,29.25,1,3,4,2015
,Zomba 5,,,,0,,1,,3,3,,45.83333333,1,3,2,2015
,Zomba 6,,,,1,1,1,,3,3,,30,1,3,4,2015
,Zomba 6,,,,1,1,1,,3,3,,250,1,3,5,2015
,Zomba 7,Don't know,0,,,,,,,,,,,3,7,2015
,Zomba 8,,,,0,,1,,3,3,,35,1,3,8,2015
,Zomba 4,,,,1,1,1,,2,3,,11,1,3,10,2014
,Zomba 5,,,,1,1,1,,3,3,,55,1,3,1,2016
,Zomba 6,,,,0,,1,,3,3,,20,1,3,4,2015
,Zomba 4,1,,0,,,,,,,,,,3,10,2014
,Zomba 9,,,,1,1,1,,3,3,,43.75,1,3,12,2015
,Zomba 6,,,,1,1,1,,3,3,,45,1,3,4,2015
,Zomba 5,,,1,,,1,,3,3,,30,1,3,4,2015
,Zomba 3,,1,,1,1,1,,3,3,,70,1,3,9,2014
,Zomba 4,,,,1,1,1,,3,2,,11,1,3,10,2014
,Zomba 8,,,1,,,1,,3,3,,19,1,3,8,2015
,Zomba 4,,,,1,1,1,,3,3,12,12,1,3,9,2014
,Zomba 6,,,,1,1,1,,3,3,,16.66666667,1,3,1,2016
,Zomba 4,,,,1,1,1,,3,3,,13,1,3,2,2016
,Zomba 9,,,,0,,1,,3,3,,12,1,3,4,2016
,Zomba 6,,,,1,1,1,,3,3,,19,1,3,8,2015
,Zomba 3,,,1,,,1,,3,3,,27.08333333,1,3,9,2014
,Zomba 6,,,,1,1,1,,3,3,,11,1,3,1,2016
,Zomba 6,,,,1,1,1,,3,3,9,18.5,1,3,4,2015
,Zomba 6,,,,1,1,1,,3,3,,36.66666667,1,3,4,2015
,Zomba 3,,1,,0,,1,,3,3,,37.91666667,1,3,9,2014
,Zomba 6,,,,1,1,1,,3,3,,19,1,3,8,2015
,Zomba 6,,,,1,1,1,,3,3,,25,1,3,9,2015
,Zomba 6,,,,1,1,1,,3,3,,175,1,3,4,2015
,Zomba 4,,,,1,1,1,,3,3,,25,1,3,10,2014
,Zomba 7,,,,1,1,1,,3,3,,42,1,3,7,2015
,Zomba 3,,,,1,1,1,,3,3,,30,1,3,9,2014
,Zomba 4,,,,1,1,1,,3,3,,38.33333333,1,3,9,2014
,Zomba 6,,,,1,1,1,,3,3,,50,1,3,4,2015
,Zomba 9,,,,1,1,1,,3,3,,15,1,3,12,2015
,Zomba 3,,1,,1,1,1,,3,3,,46.66666667,1,3,7,2014
,Zomba 6,,1,,1,1,1,,3,3,,34,1,3,9,2015
,Zomba 6,,,,0,,1,,3,3,,21,1,3,4,2015
,Zomba 8,,,,1,1,1,,3,3,,12,1,3,9,2015
,Zomba 4,,,,1,1,1,,3,3,,20,1,3,2,2016
,Zomba 3,,,1,,,1,,3,3,,22,1,3,1,2016
,Zomba 6,,,1,,,1,,3,3,,21,1,3,4,2015
,Zomba 9,,,,1,1,1,,3,3,,29,1,3,12,2015
,Zomba 2,,,,,,1,,3,3,,,1,3,11,2013
,Zomba 5,,,,0,,1,,3,3,,70,1,3,8,2015
,Zomba 4,,,,1,1,1,,3,3,,53,1,3,8,2015
,Zomba 6,,1,,1,1,1,,3,3,,17,1,3,4,2015
,Zomba 4,,,,0,,1,,3,3,,61,1,3,10,2014
,Zomba 6,,,1,,,1,,3,3,,20,1,3,5,2015
,Zomba 3,,,1,,,1,,3,3,,13,1,3,9,2014
,Zomba 4,,,,1,1,1,,3,3,,38.33333333,1,3,9,2015
,Zomba 9,,,,,,1,,3,3,,10,1,3,1,2016
,Zomba 7,,,,1,1,1,,3,3,,55.83333333,1,3,8,2015
,Zomba 6,,,,0,,1,,3,3,,43.5,1,3,9,2015
,Zomba 3,,,,1,1,1,,3,3,,95,1,3,9,2014
,Zomba 9,,,,1,1,1,,3,3,,31,1,3,12,2015
,Zomba 5,,,,1,1,1,,3,3,,130,1,3,2,2015
,Zomba 3,,,,0,,1,,3,3,,18,1,3,9,2014
,Zomba 6,,,1,,,1,,3,3,,30,1,3,9,2015
,Zomba 5,,,,1,1,1,,3,3,,210,1,3,4,2015
,Zomba 3,,,,0,,1,,3,3,,20,1,3,9,2014
,Zomba 6,,,,0,,1,,3,3,,13.25,1,3,5,2015
,Zomba 7,,,,1,1,1,,3,3,,25,1,3,8,2015
,Zomba 3,,,,1,1,1,,3,3,,33.33333333,1,3,8,2014
,Zomba 6,,,,0,,1,,2,2,,10,1,3,8,2015
,Zomba 5,,,1,,,1,,2,2,,12,1,3,1,2016
,Zomba 5,,,1,,,1,,3,3,,30,1,3,4,2015
,Zomba 3,,,,1,1,1,,3,3,,152,1,3,9,2014
,Zomba 7,,,,0,,1,,3,3,,50,1,3,7,2015
,Zomba 7,,,,0,,1,,3,3,,150,1,3,8,2015
,Zomba 4,,,,1,1,1,,3,3,,32.5,1,3,10,2014
,Zomba 7,,,,1,1,1,,3,3,,60,1,3,7,2015
,Zomba 4,,,,1,1,1,,3,3,,57.5,1,3,10,2014
,Zomba 4,0,0,,,,,,,,,,,3,10,2014
,Zomba 4,,,,1,1,1,,3,3,,56.66666667,1,3,10,2014
,Zomba 6,,,1,,,1,,3,3,,10,1,3,5,2015
,Zomba 6,,,,1,1,1,,3,3,,37.83333333,1,3,4,2015
,Zomba 4,,,,1,1,1,,2,3,,18.75,1,3,10,2014
,Zomba 4,1,0,,,,,,,,,,,3,10,2014
,Zomba 3,,,,1,1,1,,3,3,,46.66666667,1,3,8,2015
,Zomba 5,,,,1,1,1,,3,3,,77,1,3,1,2015
,Zomba 3,,,1,,,1,,3,2,,13.5,1,3,9,2014
,Zomba 4,,1,,1,1,1,,3,3,,20,1,3,10,2014
,Zomba 4,,,,1,1,1,,2,3,,12,1,3,10,2014
,Zomba 4,,,1,,,1,,3,3,,12,1,3,10,2014
,Zomba 6,,,,1,1,1,,3,3,,30,1,3,9,2015
,Zomba 6,,1,,1,1,1,,3,3,,25,1,3,1,2016
,Zomba 9,,,,0,,1,,3,3,,45,1,3,12,2015
,Zomba 4,,,1,,,1,,3,3,,15,1,3,9,2015
,Zomba 5,,,,1,1,1,,3,3,,30,1,3,8,2015
,Zomba 6,,,,1,1,1,,3,3,,56.66666667,1,3,5,2015
,Zomba 6,,,,1,1,1,,3,3,,50,1,3,4,2015
,Zomba 6,,,,1,1,1,,3,3,,71,1,3,4,2015
,Zomba 5,,,,1,1,1,,3,3,,82,1,3,4,2015
,Zomba 5,,,,1,1,1,,3,3,,183.3333333,1,3,4,2015
,Zomba 5,,,1,,,1,,3,3,,26.33333333,1,3,2,2015
,Zomba 6,,,,1,1,1,,3,3,,30,1,3,8,2015
,Zomba 5,,,,0,,1,,3,3,,52,1,3,2,2015
,Zomba 5,,,1,,,1,,3,3,,27.5,1,3,1,2016
,Zomba 9,,,,1,1,1,,3,3,,35,1,3,1,2016
,Zomba 3,,,,0,,1,,3,3,,120,1,3,9,2014
,Zomba 4,,,,1,1,1,,3,3,,55,1,3,9,2014
,Zomba 1,,,,1,1,1,,3,3,12,51.66666667,1,3,1,2016
,Zomba 4,,,,1,1,1,,3,3,,13,1,3,9,2014
,Zomba 7,,,,0,,1,,3,3,11,50,1,3,8,2015
,Zomba 7,,,,1,1,1,,3,3,,60,1,3,7,2015
,Zomba 4,,1,,1,1,1,,3,3,,48.33333333,1,3,10,2014
,Zomba 7,,,,0,,1,,3,3,,23,1,3,7,2015
,Zomba 9,0,0,,,,,,,,,,,3,12,2015
,Zomba 4,,,,1,1,1,,3,3,,37,1,3,9,2015
,Zomba 7,,,,0,,1,,3,3,,45,1,3,7,2015
,Zomba 6,,,1,,,1,,3,3,,49,1,3,4,2015
,Zomba 8,,,,1,1,1,,3,3,,23.33333333,1,3,8,2015
,Zomba 5,,,,1,1,1,,3,3,,121.6666667,1,3,4,2015
,Zomba 6,,,1,,,1,,3,3,,12,1,3,4,2015
,Zomba 3,,,,1,1,1,,3,3,12,41.83333333,1,3,9,2014
,Zomba 6,,,1,,,1,,3,3,,14,1,3,8,2015
,Zomba 4,0,,1,,,1,,3,3,,5,,3,9,2014
,Zomba 7,,,,0,,1,,3,3,,88.75,1,3,8,2015
,Zomba 6,,,,1,1,1,,3,3,,11.66666667,1,3,9,2015
,Zomba 4,,,,,,1,,3,3,,20,1,3,9,2014
,Zomba 3,,,,0,,1,,3,3,,20,1,3,2,2016
,Zomba 6,,1,,1,1,1,,3,3,,13.33333333,1,3,4,2015
,Zomba 5,,,,0,,1,,3,3,,97,1,3,3,2015
,Zomba 7,,,,1,1,1,,3,3,,60.83333333,1,3,7,2015
,Zomba 4,,1,,0,,1,,3,3,,98,1,3,10,2014
,Zomba 4,0,0,,,,,,,,,,,3,10,2014
,Zomba 6,,,,1,1,1,,3,3,,21.66666667,1,3,1,2016
,Zomba 5,,,,1,1,1,,3,3,,100,1,3,1,2016
,Zomba 5,,,,1,1,1,,3,3,,25,1,3,4,2015
,Zomba 7,,,,1,1,1,,3,3,,170,1,3,7,2015
,Zomba 3,,,,1,1,1,,3,3,,80,1,3,9,2014
,Zomba 4,,,,1,1,1,,3,3,,12,1,3,9,2014
,Zomba 8,,,,1,1,1,,3,3,,21.66666667,1,3,8,2015
,Zomba 5,,,1,,,1,,3,3,,13,1,3,2,2014
,Zomba 4,,,,0,,1,,3,3,9,32.25,1,3,9,2015
,Zomba 3,,,,1,1,1,,3,3,,24.75,1,3,9,2014
,Zomba 2,1,,,,,,,,,,,,3,1,2014
,Zomba 6,,,,1,1,1,,3,3,,56,1,3,4,2015
,Zomba 6,,,,1,1,1,,3,3,,17.5,1,3,4,2015
,Zomba 6,,,,1,1,1,,3,3,,40,1,3,5,2015
,Zomba 2,,,,,,1,,3,3,,,1,3,1,2014
,Zomba 5,,,,1,1,1,,3,3,,43.33333333,1,3,3,2015
,Zomba 3,,,,1,1,1,,3,3,,233.3333333,1,3,9,2014
,Zomba 5,,,,1,1,1,,3,3,,13,1,3,3,2015
,Zomba 3,,,,1,1,1,,3,3,,53.33333333,1,3,1,2016
,Zomba 9,,,,0,,1,,3,3,,23,1,3,1,2016
,Zomba 7,,,,1,1,1,,3,3,,58,1,3,8,2015
,Zomba 4,,,,1,1,1,,3,3,,115,1,3,9,2014
,Zomba 5,,,,0,,1,,3,3,,33,1,3,3,2015
,Zomba 5,,,,1,1,1,,3,3,,26.66666667,1,3,3,2015
,Zomba 5,,1,,1,1,1,,3,3,,50,1,3,2,2015
,Zomba 3,,,,1,1,1,,3,3,,42,1,3,9,2014
,Zomba 7,,,,1,1,1,,3,3,,58.66666667,1,3,7,2015
,Zomba 5,,,,0,,1,,3,3,,70,1,3,4,2015
,Zomba 6,,,,1,1,1,,3,3,,25,1,3,4,2015
,Zomba 7,,,,0,,1,,3,3,,28,1,3,7,2015
,Zomba 9,,,,1,1,1,,3,3,,16.66666667,1,3,12,2015
,Zomba 3,,,,1,1,1,,3,3,,60,1,3,9,2014
,Zomba 4,,,,0,,1,,3,3,,31,1,3,9,2015
,Zomba 5,,,,1,1,1,,3,3,,26.66666667,1,3,3,2015
,Zomba 1,,,,1,1,1,,3,3,10,14,1,3,2,2016
,Zomba 4,,,1,,,1,,3,3,,15.5,1,3,9,2015
,Zomba 2,,,,,,1,,3,3,,,1,3,1,2014
,Zomba 4,,,,1,1,1,,3,3,,30,1,3,2,2016
,Zomba 9,,,,0,,1,,3,3,,13.75,1,3,1,2016
,Zomba 4,1,0,,,,,,,,,,,3,10,2014
,Zomba 3,,,,1,1,1,,3,3,,54,1,3,9,2014
,Zomba 4,,,1,,,1,,3,3,,15,1,3,9,2014
,Zomba 6,,,,1,1,1,,3,3,,11,1,3,8,2015
,Zomba 6,,,,1,1,1,,3,3,,106.1666667,1,3,4,2015
,Zomba 6,,,,1,1,1,,3,3,,38.33333333,1,3,8,2015
,Zomba 7,,,,0,,1,,3,3,,12,1,3,7,2015
,Zomba 6,,,,1,1,1,,3,3,10,30,1,3,4,2015
,Zomba 6,,,,1,1,1,,3,3,,80,1,3,4,2015
,Zomba 1,,,,1,1,1,,3,3,,21.66666667,1,3,2,2016
,Zomba 4,1,0,,,,,,,,,,,3,10,2014
,Zomba 4,,,,1,1,1,,3,3,,10.83333333,1,3,9,2014
,Zomba 5,,,,1,1,1,,3,3,,33.33333333,1,3,2,2015
,Zomba 9,,,1,,,1,,3,3,,20,1,3,12,2015
,Zomba 5,,,1,,,1,,3,3,,50,1,3,1,2016
,Zomba 5,,,,1,1,1,,3,3,,40,1,3,4,2015
,Zomba 3,,,,1,1,1,,3,3,,80,1,3,8,2015
,Zomba 6,,,,1,1,1,,3,3,,33,1,3,4,2015
,Zomba 6,,,,1,1,1,,3,3,,117.9166667,1,3,5,2015
,Zomba 6,,,,1,1,1,,3,3,,30,1,3,5,2015
,Zomba 6,,,,1,1,1,,3,2,,51,1,3,4,2015
,Zomba 7,,,,0,,1,,3,3,,13,1,3,7,2015
,Zomba 5,,,,1,1,1,,3,3,,100,1,3,1,2015
,Zomba 7,,,,1,1,1,,3,3,,57,1,3,8,2015
,Zomba 2,,,,,,1,,3,3,,,1,3,1,2014
,Zomba 6,,,1,,,1,,3,3,,11,1,3,1,2016
,Zomba 5,0,1,,0,,1,,3,3,,6.333333333,,3,2,2015
,Zomba 7,,,,1,1,1,,3,3,,60,1,3,7,2015
,Zomba 3,,,,1,1,1,,3,3,,49,1,3,9,2014
,Zomba 7,,1,,1,1,1,,3,3,,42.16666667,1,3,7,2015
,Zomba 7,,,,0,,1,,3,3,,22,1,3,8,2015
,Zomba 6,,,,1,1,1,,3,3,,20,1,3,1,2016
,Zomba 6,,,,1,1,1,,3,3,,23.33333333,1,3,4,2015
,Zomba 5,,,,1,1,1,,3,3,,51.66666667,1,3,2,2015
,Zomba 9,,,,0,,1,,3,3,,51.33333333,1,3,1,2016
,Zomba 6,,,1,,,1,,2,2,,12.91666667,1,3,4,2015
,Zomba 3,,,,1,1,1,,3,3,,65,1,3,9,2014
,Zomba 8,,1,,0,,1,,3,3,12,10.5,1,3,8,2015
,Zomba 2,Don't know,,,,,,,,,,,,3,1,2014
,Zomba 6,,,,1,1,1,,3,3,,15,1,3,5,2015
,Zomba 4,,,,0,,1,,3,3,9,28.33333333,1,3,10,2014
,Zomba 4,,1,,0,,1,,3,3,,64,1,3,10,2014
,Zomba 4,,,,0,,1,,3,3,,17.91666667,1,3,9,2015
,Zomba 6,,1,,1,1,1,,3,3,,29.33333333,1,3,9,2015
,Zomba 6,,,,1,1,1,,3,3,,60,1,3,4,2015
,Zomba 5,,,,0,,1,,3,3,,55,1,3,2,2015
,Zomba 6,1,0,,,,,,,,,,,3,4,2015
,Zomba 3,,,,1,1,1,,3,3,,42.33333333,1,3,8,2015
,Zomba 5,,,,0,,1,,3,3,,20,1,3,8,2015
,Zomba 5,,,,1,1,1,,3,3,,120,1,3,4,2015
,Zomba 6,,,,0,,1,,3,3,,110,1,3,4,2015
,Zomba 5,,,,1,1,1,,3,3,,40,1,3,4,2015
,Zomba 4,,,,1,1,1,,3,3,,20,1,3,10,2014
,Zomba 7,,,,1,1,1,,3,3,,94.58333333,1,3,7,2015
,Zomba 4,,,,1,1,1,,3,3,,26,1,3,10,2014
,Zomba 6,,,,1,1,1,,3,3,,16.66666667,1,3,5,2015
,Zomba 7,,,,0,,1,,3,3,,140,1,3,8,2015
,Zomba 8,,,,1,1,1,,3,3,12,47.5,1,3,9,2015
,Zomba 1_2,1,,,,,,,,,,,,3,11,2013
,Zomba 9,,,,1,1,1,,3,3,,30,1,3,12,2015
,Zomba 7,,,,0,,1,,3,3,,93.33333333,1,3,7,2015
,Zomba 5,,,1,,,1,,3,3,,19,1,3,1,2016
,Zomba 4,,,,0,,1,,3,3,,10,1,3,10,2014
,Zomba 6,,,,1,1,1,,3,3,,20,1,3,4,2015
,Zomba 3,,,,1,1,1,,3,3,,40,1,3,9,2014
,Zomba 6,,,1,,,1,,3,3,,18,1,3,4,2015
,Zomba 6,,,,1,1,1,,3,3,,20,1,3,4,2015
,Zomba 5,,,,1,1,1,,3,3,,73.33333333,1,3,3,2015
,Zomba 7,,,,1,1,1,,3,3,,61,1,3,7,2015
,Zomba 6,,,,0,,1,,3,3,,50.5,1,3,1,2014
,Zomba 6,,,,1,1,1,,3,3,,150,1,3,4,2015
,Zomba 4,,1,,0,,1,,3,3,,32,1,3,10,2014
,Zomba 8,,,,0,,1,,3,3,,11.75,1,3,8,2015
,Zomba 5,,,1,,,1,,3,3,,32.33333333,0,3,4,2015
,Zomba 6,,,,1,1,1,,3,3,,18.75,1,3,4,2015
,Zomba 3,,,,1,1,1,,3,3,,47,1,3,8,2014
,Zomba 6,,,,1,1,1,,3,3,,146.6666667,1,3,4,2015
,Zomba 4,,,1,,,1,,3,3,,12,1,3,10,2014
,Zomba 5,,,,0,,1,,3,3,,30,1,3,2,2015
,Zomba 7,,,,0,,1,,3,3,,10,1,3,7,2015
,Zomba 5,,,,1,1,1,,3,3,,50,1,3,4,2015
,Zomba 3,,,,1,1,1,,3,3,,51.66666667,1,3,9,2014
,Zomba 6,,,,1,1,1,,3,3,,22.83333333,1,3,4,2015
,Zomba 2,1,,,,,0,,,,,,,3,1,2014
,Zomba 6,1,0,,,,,,,,,,,3,5,2015
,Zomba 7,,,,0,,1,,3,3,,48,1,3,7,2015
,Zomba 3,,,,0,,1,,3,3,,56.25,1,3,9,2014
,Zomba 8,,,,1,1,1,,3,3,,15,1,3,8,2015
,Zomba 6,,1,,1,1,1,,3,3,,36,1,3,4,2015
,Zomba 5,,,,0,,1,,3,3,,182.4166667,1,3,2,2015
,Zomba 6,,,,1,1,1,,3,3,,50,1,3,4,2015
,Zomba 4,,,1,,,1,,3,3,,372.0833333,1,3,8,2015
,Zomba 8,,,,1,1,1,,3,3,,14,1,3,8,2015
,Zomba 3,,,,1,1,1,,3,3,,45,1,3,9,2014
,Zomba 5,0,,,1,1,1,,3,3,,4.5,,3,4,2015
,Zomba 4,,,1,,,1,,3,3,,17,1,3,10,2014
,Zomba 4,,1,,0,,1,,3,3,,45,1,3,10,2014
,Zomba 7,,,,1,1,1,,3,3,,59,1,3,7,2015
,Zomba 2,,,1,,,1,,3,3,,,1,3,1,2014
,Zomba 5,,,1,,,1,,3,3,,15,1,3,4,2015
,Zomba 7,,,,0,,1,,3,3,,12,1,3,7,2015
,Zomba 7,,1,,1,1,1,,3,3,,193,1,3,7,2015
,Zomba 3,,,,0,,1,,3,3,,130,1,3,9,2014
,Zomba 4,,,,1,1,1,,3,3,,10,1,3,10,2014
,Zomba 3,,,,0,,1,,3,3,,60,1,3,9,2014
,Zomba 4,,,,1,1,1,,3,3,,14,1,3,10,2014
,Zomba 7,,,,1,1,1,,3,3,,37,1,3,7,2015
,Zomba 2,,,1,,,1,,3,3,9,,1,3,1,2014
,Zomba 5,,,,1,1,1,,3,3,,70,1,3,4,2015
,Zomba 5,,,,1,1,1,,3,3,,70.66666667,1,3,4,2015
,Zomba 3,,1,,0,,1,,3,3,,207.5,1,3,9,2014
,Zomba 6,,,,1,1,1,,3,3,,41,1,3,4,2015
,Zomba 4,,,,0,,1,,3,3,,20,1,3,9,2015
,Zomba 7,,,,0,,1,,3,3,,143.3333333,1,3,7,2015
,Zomba 3,,,,1,1,1,,3,3,,78.66666667,1,3,9,2014
,Zomba 4,,,,1,1,1,,3,3,,23,1,3,10,2014
,Zomba 6,,,1,,,1,,3,3,,12,1,3,5,2015
,Zomba 3,,,,1,1,1,,3,3,,11,1,3,9,2014
,Zomba 4,,,,1,1,1,,3,3,,28,1,3,10,2014
,Zomba 9,,,,0,,1,,3,3,,100,1,3,12,2015
,Zomba 5,,,,1,1,1,,3,3,,28.33333333,1,3,3,2015
,Zomba 7,,,,0,,1,,3,3,,35,1,3,7,2015
,Zomba 4,,1,,1,1,1,,3,3,,11,1,3,10,2014
,Zomba 1,,,1,,,1,,3,3,10,20,1,3,2,2016
,Zomba 4,,,,1,1,1,,3,3,,22.5,1,3,10,2014
,Zomba 4,,,,1,1,1,,3,3,,10,1,3,10,2014
,Zomba 1,,,,1,1,1,,3,3,,56.66666667,1,3,1,2016
,Zomba 6,,,,1,1,1,,3,3,,31,1,3,4,2015
,Zomba 6,,,,1,1,1,,3,3,,77.08333333,1,3,4,2015
,Zomba 3,,,,1,1,1,,3,3,,34.66666667,1,3,9,2014
,Zomba 9,,,,0,,1,,3,3,,229.1666667,1,3,12,2015
,Zomba 1,,,,1,1,1,,3,3,,45.83333333,1,3,2,2016
,Zomba 9,,,,1,1,1,,3,3,,50,1,3,12,2015
,Zomba 5,,,,1,1,1,,3,3,,50,1,3,2,2015
,Zomba 3,,,1,,,1,,3,3,,24,1,3,9,2014
,Zomba 3,,,,1,1,1,,3,2,,35,1,3,9,2014
,Zomba 4,,,,1,1,1,,3,3,,28,1,3,10,2014
,Zomba 3,,,1,,,1,,3,3,,30,1,3,9,2014
,Zomba 6,,,,1,1,1,,3,3,,65,1,3,4,2015
,Zomba 7,,,,1,1,1,,3,3,,80,1,3,7,2015
,Zomba 7,,,,1,1,1,,3,3,,96,1,3,7,2015
,Zomba 7,,,,1,1,1,,3,3,,25.66666667,1,3,7,2015
,Zomba 4,,,,0,,1,,3,3,,50,1,3,10,2014
,Zomba 3,,,1,,,1,,3,3,,32,1,3,9,2014
,Zomba 9,,,1,,,1,,3,3,,1354,1,3,1,2016
,Zomba 9,,,,1,1,1,,3,3,,11,1,3,12,2015
,Zomba 7,,,,1,1,1,,3,3,,42,1,3,7,2015
,Zomba 3,,,,1,1,1,,3,3,,53.33333333,1,3,9,2014
,Zomba 6,,,,1,1,1,,3,3,,20,1,3,4,2015
,Zomba 5,,,,0,,1,,3,3,,140,1,3,3,2015
,Zomba 2,,,,,,1,,3,3,,,1,3,1,2014
,Zomba 4,,1,,1,1,1,,3,3,,10,1,3,8,2014
,Zomba 6,,,1,,,1,,3,3,,17,0,3,4,2015
,Zomba 4,,,,0,,1,,3,3,,10,1,3,9,2015
,Zomba 6,,,,0,,1,,2,3,,65,1,3,4,2015
,Zomba 4,,,,1,1,1,,3,3,,14,1,3,9,2014
,Zomba 3,1,0,,,,,,,,,,,3,9,2014
,Zomba 4,,,,1,1,1,,3,3,,20,1,3,10,2014
,Zomba 5,,,,1,1,1,,3,3,,52,1,3,2,2015
,Zomba 8,,,1,,,1,,3,3,,40,1,3,8,2015
,Zomba 4,,,,1,1,1,,3,3,,12,1,3,10,2014
,Zomba 4,,,1,,,1,,2,2,,60,1,3,8,2014
,Zomba 3,,,,1,1,1,,3,3,,17,1,3,9,2014
,Zomba 3,,,,0,,1,,3,3,,98,1,3,9,2014
,Zomba 5,,,,1,1,1,,3,3,,30,1,3,8,2015
,Zomba 3,1,,1,,,1,,1,1,,,,3,9,2014
,Zomba 6,,,1,,,1,,3,3,,19.08333333,1,3,4,2015
,Zomba 4,,,1,,,1,,3,3,,24,1,3,9,2014
,Zomba 6,,,,1,1,1,,3,3,,53.33333333,1,3,4,2015
,Zomba 5,,,,1,1,1,,3,3,,46,1,3,3,2015
,Zomba 3,,1,,1,1,1,,2,2,,30.5,1,3,1,2016
,Zomba 7,,,,1,1,1,,3,3,,12,1,3,7,2015
,Zomba 3,,,,0,,1,,3,3,,30,1,3,8,2014
,Zomba 5,,,,0,,1,,3,3,,38.75,1,3,2,2015
,Zomba 8,,,,0,,1,,3,3,,22,1,3,8,2015
,Zomba 6,,1,,1,1,1,,3,3,,22.5,1,3,5,2015
,Zomba 3,,1,,0,,1,,3,3,,102.9166667,1,3,9,2014
,Zomba 4,,,,1,1,1,,3,3,,30,1,3,10,2015
