id,t011_program,t313_wpt_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t008_country,month,year
,Zomba 4,,,,,,1,,3,3,,26.5,1,3,10,2014
,Zomba 3,,,,1,1,1,,3,3,,40,1,3,9,2014
,Zomba 7,,,,1,1,1,,3,3,,20,1,3,8,2015
,Zomba 8,1,0,,,,,,,,,,,3,9,2015
,Zomba 4,,,,1,1,1,,3,3,,23,1,3,9,2014
,Zomba 6,,,,1,1,1,,3,3,,25,1,3,4,2015
,Zomba 6,,,,0,,1,,3,3,,46.66666667,1,3,4,2015
,Zomba 4,1,0,,,,,,,,,,,3,10,2014
,Zomba 6,,,,1,1,1,,3,3,,25.33333333,1,3,4,2015
,Zomba 3,,,,1,1,1,,3,3,,46.33333333,1,3,9,2014
,Zomba 6,,,,1,1,1,,3,3,,20,1,3,4,2015
,Zomba 4,,,,1,1,1,,3,3,,48.33333333,1,3,9,2014
,Zomba 6,,,,1,1,1,,3,3,,26.66666667,1,3,8,2015
,Zomba 9,0,,1,,,1,,3,3,,1,,3,12,2015
,Zomba 6,,,,0,,1,,3,3,,16.08333333,1,3,4,2015
,Zomba 7,,,,0,,1,,3,3,,89,1,3,8,2015
,Zomba 6,,,,1,1,1,,3,3,,22,1,3,1,2016
,Zomba 6,,,,1,1,1,,3,3,,47,1,3,1,2016
,Zomba 6,,,1,,,1,,3,3,,16.66666667,1,3,9,2015
,Zomba 5,,,,1,1,1,,3,3,,73.33333333,1,3,3,2015
,Zomba 5,,,,1,1,1,,3,3,,25,1,3,4,2015
,Zomba 6,,1,,1,1,1,,3,3,,11.5,1,3,9,2015
,Zomba 6,,,,1,1,1,,3,3,,46.66666667,1,3,4,2015
,Zomba 9,,,,1,1,1,,3,3,,109,1,3,12,2015
,Zomba 4,,,,1,1,1,,3,3,,25,1,3,10,2014
,Zomba 6,,,,1,1,1,,3,3,,11,1,3,4,2015
,Zomba 4,,,,1,1,1,,3,3,,15,1,3,10,2014
,Zomba 5,,,,1,1,1,,3,3,,100,1,3,4,2015
,Zomba 6,,,,1,1,1,,3,3,,13.75,1,3,8,2015
,Zomba 6,,,,1,1,1,1,,,,80,1,3,8,2015
,Zomba 3,,,,0,,1,,3,3,,25,1,3,9,2014
,Zomba 6,,,,1,1,1,,3,3,,18,1,3,4,2015
,Zomba 6,,,,1,1,1,,3,3,,29.25,1,3,1,2016
,Zomba 4,,,1,,,1,,3,3,,15,1,3,9,2015
,Zomba 4,,,1,,,1,,3,3,,56.66666667,1,3,9,2014
,Zomba 3,,,1,,,1,,3,3,,44.16666667,0,3,1,2016
,Zomba 7,,,,0,,1,,3,3,,11,1,3,7,2015
,Zomba 8,,,,1,1,1,,3,3,,22.08333333,1,3,8,2015
,Zomba 4,,,,,,1,,3,3,,23.33333333,1,3,9,2015
,Zomba 7,,,,1,1,1,,3,3,,60,1,3,7,2015
,Zomba 7,,1,,1,1,1,,3,3,,48.33333333,1,3,7,2015
,Zomba 7,,,,1,1,1,,3,3,,17.83333333,1,3,8,2015
,Zomba 4,,,,1,1,1,,3,3,,10,1,3,8,2014
,Zomba 5,,,,1,1,1,,3,3,,76,1,3,2,2015
,Zomba 4,1,,,1,1,1,,3,3,,7.5,,3,9,2014
,Zomba 3,,,,1,1,1,,3,3,,45,1,3,9,2014
,Zomba 7,0,,1,,,1,,3,3,,4,,3,7,2015
,Zomba 6,,,,1,1,1,,3,3,10,12.33333333,1,3,4,2015
,Zomba 9,,,1,,,1,,3,3,,12,1,3,12,2015
,Zomba 9,,,,1,1,1,,3,3,,172,1,3,12,2015
,Zomba 3,,,1,,,1,,3,3,,50,1,3,9,2014
,Zomba 5,,,,0,,1,,3,3,,60,1,3,3,2015
,Zomba 5,,,,0,,1,,3,3,,22,1,3,8,2015
,Zomba 6,,,1,,,1,,3,3,,33.33333333,1,3,4,2015
,Zomba 4,,,,1,1,1,,3,3,12,30,1,3,10,2015
,Zomba 5,,,,1,1,1,,3,3,,26,1,3,2,2015
,Zomba 7,,,,0,,1,,3,3,,14,1,3,7,2015
,Zomba 6,0,0,,,,,,,,,,,3,4,2015
,Zomba 7,,,1,,,1,,3,3,,12,1,3,7,2015
,Zomba 9,,,,1,1,1,,3,3,,16,1,3,12,2015
,Zomba 3,,,,1,1,1,,3,3,,133.3333333,1,3,9,2014
,Zomba 4,,,,1,1,1,,3,3,,50,1,3,9,2014
,Zomba 3,,,,0,,1,,3,3,,26,1,3,9,2014
,Zomba 5,,,,1,1,1,,3,3,,10,1,3,8,2015
,Zomba 5,,,,1,1,1,,3,3,,100,1,3,2,2015
,Zomba 7,,,,,,1,,3,3,,12.5,1,3,7,2015
,Zomba 7,,1,,1,1,1,,3,3,,66.25,1,3,7,2015
,Zomba 8,,,,0,,1,,3,3,,75.16666667,1,3,8,2015
,Zomba 1,,,,,,1,,3,3,,,0,3,11,2013
,Zomba 5,,,,1,1,1,,3,3,,100,1,3,1,2015
,Zomba 5,,,,1,1,1,,3,3,,35,1,3,3,2015
,Zomba 7,0,,,1,1,1,,2,3,,9.5,,3,7,2015
,Zomba 5,,,,1,1,1,,3,3,,300,1,3,4,2015
,Zomba 5,,,,1,1,1,,3,3,,50,1,3,1,2016
,Zomba 2,,,1,,,1,,3,3,,,1,3,1,2014
,Zomba 9,,1,,1,1,1,,3,3,,15,1,3,12,2015
,Zomba 5,,,,1,1,1,,3,3,,20,1,3,3,2015
,Zomba 5,,,,1,1,1,,3,3,,82,1,3,2,2015
,Zomba 4,,,,1,1,1,,3,3,,43.33333333,1,3,10,2014
,Zomba 6,,,,0,,1,,3,3,,76,1,3,5,2015
,Zomba 5,,,,1,1,1,,3,3,,28.66666667,1,3,4,2015
,Zomba 5,,,,1,1,1,,3,3,,173.3333333,1,3,4,2015
,Zomba 6,,,,0,,1,,3,3,,13,1,3,4,2015
,Zomba 6,,1,,1,1,1,,3,3,,12.91666667,1,3,4,2015
,Zomba 4,,,1,,,1,,3,3,,17,1,3,9,2015
,Zomba 9,,,,1,1,1,,3,3,,28.33333333,1,3,12,2015
,Zomba 7,,,1,,,1,,3,3,,35,1,3,7,2015
,Zomba 4,,,,1,1,1,,3,3,,10,1,3,9,2014
,Zomba 7,,,,0,,1,,3,3,,100,1,3,8,2015
,Zomba 8,,,,1,1,1,,3,3,,25.33333333,1,3,8,2015
,Zomba 7,,,,1,1,1,,3,3,,20,1,3,7,2015
,Zomba 5,,,,1,1,1,,3,3,,34.16666667,1,3,4,2015
,Zomba 4,,,1,,,1,,3,3,,10,1,3,9,2014
,Zomba 5,,,,1,1,1,,3,3,,41,1,3,2,2015
,Zomba 4,,,1,,,1,,3,3,,56.66666667,1,3,10,2014
,Zomba 3,,,,1,1,1,,3,3,,29,1,3,9,2014
,Zomba 8,,,,1,1,1,,3,3,,42.5,1,3,8,2015
,Zomba 7,,,,1,1,1,,3,3,,31,1,3,8,2015
,Zomba 6,,,,1,1,1,,3,3,,26,1,3,4,2015
,Zomba 4,,,,,,1,,3,3,,10,1,3,10,2014
,Zomba 4,,,,0,,1,,3,3,,70,1,3,10,2014
,Zomba 5,,,,,,1,,3,3,,38.33333333,1,3,3,2015
,Zomba 4,0,,,1,1,1,,3,3,,9.75,,3,9,2015
,Zomba 7,,,,1,1,1,,3,3,,15,1,3,7,2015
,Zomba 8,0,0,,,,,,,,,,,3,8,2015
,Zomba 7,,,,1,1,1,,3,3,,200,1,3,7,2015
,Zomba 4,,,,1,1,1,,3,3,,40,1,3,9,2015
,Zomba 3,,,1,,,1,,3,3,,25,1,3,9,2014
,Zomba 4,1,0,,,,,,,,,,,3,10,2014
,Zomba 3,,,,1,1,1,,3,3,,60,1,3,9,2014
,Zomba 9,,,,1,1,1,,3,3,,29.58333333,1,3,12,2015
,Zomba 6,,,,1,1,1,,3,3,,45,1,3,4,2015
,Zomba 3,,,1,,,1,,3,3,,22.91666667,1,3,1,2016
,Zomba 3,,,,1,1,1,,3,3,,49.66666667,1,3,9,2014
,Zomba 3,,,,0,,1,,3,3,,125,1,3,9,2014
,Zomba 4,1,0,,,,,,,,,,,3,10,2014
,Zomba 6,,,1,,,1,,3,3,,25,1,3,4,2015
,Zomba 6,,,,0,,1,,3,3,,29,1,3,5,2015
,Zomba 6,,,,1,1,1,,3,3,,56,1,3,4,2015
,Zomba 7,,,,1,1,1,,3,3,,50,1,3,7,2015
,Zomba 7,,1,,1,1,1,,3,3,,113.3333333,1,3,7,2015
,Zomba 4,,,1,,,1,,3,3,,15,1,3,9,2015
,Zomba 3,,,,1,1,1,,3,3,,112.5,1,3,9,2014
,Zomba 6,,,,1,1,1,,3,3,,15,1,3,4,2015
,Zomba 5,,,,1,1,1,,3,3,,41.66666667,1,3,4,2015
,Zomba 4,,,,1,1,1,,3,3,,15,1,3,9,2014
,Zomba 3,,,,0,,1,,3,3,,47,1,3,1,2016
,Zomba 9,,1,1,,,1,,3,3,,24.41666667,1,3,1,2016
,Zomba 3,,,,0,,1,,3,3,,15,1,3,9,2014
,Zomba 6,,,,1,1,1,,3,3,,25,1,3,4,2015
,Zomba 4,,,,1,1,1,,2,3,,17.91666667,1,3,10,2014
,Zomba 4,,1,,0,,1,,3,3,,43,1,3,10,2014
,Zomba 6,,,1,,,1,,3,3,,20,1,3,8,2015
,Zomba 6,,,,1,1,1,,3,3,,22,1,3,5,2015
,Zomba 3,,,,1,1,1,,2,2,,40,1,3,9,2014
,Zomba 3,,,,1,1,1,,3,3,,110,1,3,9,2014
,Zomba 3,,,,1,1,1,,3,3,,105,1,3,9,2014
,Zomba 4,,,,1,1,1,,3,3,,17,1,3,10,2014
,Zomba 1,,,,1,1,1,,3,3,,123.3333333,1,3,1,2016
,Zomba 7,,,,1,1,1,,3,3,,16,1,3,7,2015
,Zomba 6,,,1,,,1,,3,3,,48.75,1,3,5,2015
,Zomba 3,,,,1,1,1,,3,3,,196.6666667,1,3,8,2014
,Zomba 5,,,,0,,1,,3,3,,47,1,3,3,2015
,Zomba 6,,,,1,1,1,,3,3,,75.33333333,1,3,4,2015
,Zomba 1_2,1,,,,,,,,,,,,3,1,2014
,Zomba 5,,1,,1,1,1,,3,3,,45,1,3,4,2015
,Zomba 7,,,,1,1,1,,3,3,,75.66666667,1,3,7,2015
,Zomba 7,,,,0,,1,,3,3,12,96,1,3,7,2015
,Zomba 6,,,,1,1,1,,3,3,,100,1,3,4,2015
,Zomba 8,0,0,,,,,,,,,,,3,8,2015
