id,cr011_prgrm,cr102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
,Kibuku 4,7020536,10,401,13.36667,0.7481297,3.740648,5,14,2014-07-07,2015-08-25,8,2015,2
,Kibuku 4,7020538,2,198,6.6,0.3030303,1.515152,4,10,2014-07-08,2015-08-13,8,2015,2
,Kibuku 4,7020539,11.2,373,12.43333,0.9008043,4.504022,4,15,2014-08-05,2015-08-13,8,2015,2
,Kibuku 4,7020540,6,488,16.26667,0.3688525,1.844262,3,10,2014-04-11,2015-08-12,8,2015,2
,Kibuku 4,7020541,6.8,399,13.3,0.5112782,2.556391,4,11,2014-07-08,2015-08-26,8,2015,2
,Kibuku 4,7020542,11.2,395,13.16667,0.8506329,4.253164,7,19,2014-07-08,2015-08-26,8,2015,2
,Kibuku 4,7020543,4.8,372,12.4,0.3870968,1.935484,3,12,2014-08-05,2015-08-12,8,2015,2
,Kibuku 4,7020544,5,400,13.33333,0.375,1.875,3,6,2014-07-08,2015-08-12,8,2015,2
,Kibuku 4,7020545,11,474,15.8,0.6962025,3.481013,5,13,2014-08-08,2015-12-02,12,2015,2
,Kibuku 4,7020546,12.8,420,14,0.9142857,4.571429,7,20,2014-04-23,2015-11-25,11,2015,2
,Kibuku 4,7020547,11,311,10.36667,1.061093,5.305466,6,18,2014-08-08,2015-11-24,11,2015,2
,Kibuku 4,7020548,16,426,14.2,1.126761,5.633803,8,24,2014-04-17,2015-11-26,11,2015,2
,Kibuku 4,7020549,16,586,19.53333,0.8191127,4.095563,6,20,2014-04-17,2015-11-24,11,2015,2
,Kibuku 4,7020550,14,578,19.26667,0.7266436,3.633218,6,17,2014-04-25,2015-11-24,11,2015,2
,Kibuku 4,7020551,10,395,13.16667,0.7594936,3.797468,6,17,2014-04-17,2015-11-24,11,2015,2
,Kibuku 4,7020552,15,505,16.83333,0.8910891,4.455445,5,19,2014-07-07,2015-11-24,11,2015,2
,Kibuku 4,7020553,13,505,16.83333,0.7722772,3.861386,5,17,2014-07-07,2015-11-24,11,2015,2
,Kibuku 4,7020554,14,581,19.36667,0.7228916,3.614458,5,18,2014-04-23,2015-11-25,11,2015,2
,Kibuku 4,7020555,10,582,19.4,0.5154639,2.57732,5,13,2014-04-22,2015-11-25,11,2015,2
,Kibuku 4,7020556,10,587,19.56667,0.5110732,2.555366,4,14,2014-04-22,2015-11-30,11,2015,2
,Kibuku 4,7020557,10.8,324,10.8,1,5,6,18,2014-04-17,2015-11-30,11,2015,2
,Kibuku 4,7020559,16.2,592,19.73333,0.820946,4.10473,6,20,2014-04-17,2015-11-30,11,2015,2
