ID,cem301_attendees_total,cem011 prgrm,month,year,cem005_today
,84,Manafwa,2,2014,22-Feb-14
,38,Manafwa,2,2014,22-Feb-14
,70,Manafwa,2,2014,22-Feb-14
,52,Manafwa,2,2014,22-Feb-14
,63,Manafwa,2,2014,22-Feb-14
,66,Manafwa,2,2014,22-Feb-14
,56,Manafwa,2,2014,22-Feb-14
,41,Manafwa,2,2014,22-Feb-14
,46,Manafwa,2,2014,22-Feb-14
,50,Manafwa,2,2014,22-Feb-14
,38,Manafwa,2,2014,22-Feb-14
,21,Manafwa,2,2014,22-Feb-14
,47,Manafwa,2,2014,23-Feb-14
,68,Manafwa,2,2014,23-Feb-14
,69,Manafwa,2,2014,23-Feb-14
,117,Manafwa,2,2014,23-Feb-14
,70,Manafwa,2,2014,24-Feb-14
,60,Manafwa,2,2014,24-Feb-14
,47,Manafwa,2,2014,24-Feb-14
,49,Manafwa,2,2014,24-Feb-14
,79,Manafwa,2,2014,24-Feb-14
,49,Manafwa,2,2014,24-Feb-14
,61,Manafwa,2,2014,24-Feb-14
,30,Manafwa,2,2014,24-Feb-14
,38,Manafwa,2,2014,24-Feb-14
,22,Manafwa,2,2014,24-Feb-14
,27,Manafwa,2,2014,24-Feb-14
,28,Manafwa,2,2014,24-Feb-14
,63,Manafwa,2,2014,24-Feb-14
,50,Manafwa,2,2014,24-Feb-14
,34,Manafwa,2,2014,24-Feb-14
,46,Manafwa,2,2014,24-Feb-14
,47,Manafwa,2,2014,25-Feb-14
,50,Manafwa,2,2014,25-Feb-14
,65,Manafwa,2,2014,25-Feb-14
,35,Manafwa,2,2014,25-Feb-14
,42,Manafwa,2,2014,25-Feb-14
,44,Manafwa,2,2014,25-Feb-14
,65,Manafwa,2,2014,25-Feb-14
,28,Manafwa,2,2014,25-Feb-14
,42,Manafwa,2,2014,25-Feb-14
,35,Manafwa,2,2014,25-Feb-14
,30,Manafwa,2,2014,25-Feb-14
,53,Manafwa,2,2014,25-Feb-14
,72,Manafwa,2,2014,25-Feb-14
,70,Manafwa,2,2014,25-Feb-14
,56,Manafwa,2,2014,25-Feb-14
,48,Manafwa,2,2014,25-Feb-14
,28,Manafwa,2,2014,25-Feb-14
,38,Manafwa,2,2014,26-Feb-14
,67,Manafwa,2,2014,26-Feb-14
,38,Manafwa,2,2014,26-Feb-14
,59,Manafwa,2,2014,26-Feb-14
,79,Manafwa,2,2014,26-Feb-14
,58,Manafwa,2,2014,26-Feb-14
,65,Manafwa,2,2014,26-Feb-14
,40,Manafwa,2,2014,26-Feb-14
,66,Manafwa,2,2014,26-Feb-14
,62,Manafwa,2,2014,26-Feb-14
,49,Manafwa,2,2014,26-Feb-14
,49,Manafwa,2,2014,26-Feb-14
,54,Manafwa,2,2014,26-Feb-14
,77,Manafwa,2,2014,26-Feb-14
,57,Manafwa,2,2014,27-Feb-14
,57,Manafwa,2,2014,27-Feb-14
,25,Manafwa,2,2014,27-Feb-14
,52,Manafwa,2,2014,27-Feb-14
,57,Manafwa,2,2014,27-Feb-14
,20,Manafwa,2,2014,27-Feb-14
,72,Manafwa,2,2014,27-Feb-14
,20,Manafwa,2,2014,27-Feb-14
,29,Manafwa,2,2014,27-Feb-14
,22,Manafwa,2,2014,27-Feb-14
,32,Manafwa,2,2014,27-Feb-14
,18,Manafwa,2,2014,27-Feb-14
,35,Manafwa,2,2014,27-Feb-14
,28,Manafwa,2,2014,27-Feb-14
,71,Manafwa,2,2014,27-Feb-14
,35,Manafwa,2,2014,27-Feb-14
,78,Manafwa,2,2014,28-Feb-14
,62,Manafwa,2,2014,28-Feb-14
,37,Manafwa,2,2014,28-Feb-14
,30,Manafwa,2,2014,28-Feb-14
,65,Manafwa,2,2014,28-Feb-14
,52,Manafwa,3,2014,01-Mar-14
,78,Manafwa,3,2014,01-Mar-14
,73,Manafwa,3,2014,01-Mar-14
,35,Manafwa,3,2014,01-Mar-14
,32,Manafwa,3,2014,01-Mar-14
,71,Manafwa,3,2014,01-Mar-14
,28,Manafwa,3,2014,02-Mar-14
,32,Manafwa,3,2014,02-Mar-14
,32,Manafwa,3,2014,03-Mar-14
,25,Manafwa,3,2014,03-Mar-14
,24,Manafwa,3,2014,04-Mar-14
,32,Manafwa,3,2014,04-Mar-14
,63,Manafwa,3,2014,04-Mar-14
,58,Manafwa,3,2014,04-Mar-14
,54,Manafwa,3,2014,04-Mar-14
,22,Manafwa,3,2014,04-Mar-14
,67,Manafwa,3,2014,04-Mar-14
,78,Manafwa,3,2014,04-Mar-14
,53,Manafwa,3,2014,04-Mar-14
,44,Manafwa,3,2014,04-Mar-14
,135,Manafwa,3,2014,04-Mar-14
,18,Manafwa,3,2014,04-Mar-14
,151,Manafwa,3,2014,04-Mar-14
,38,Manafwa,3,2014,04-Mar-14
,80,Manafwa,3,2014,04-Mar-14
,43,Manafwa,3,2014,04-Mar-14
,70,Manafwa,3,2014,04-Mar-14
,40,Manafwa,3,2014,04-Mar-14
,64,Manafwa,3,2014,04-Mar-14
,69,Manafwa,3,2014,04-Mar-14
,62,Manafwa,3,2014,04-Mar-14
,26,Manafwa,3,2014,04-Mar-14
,20,Manafwa,3,2014,05-Mar-14
,30,Manafwa,3,2014,05-Mar-14
,34,Manafwa,3,2014,05-Mar-14
,40,Manafwa,3,2014,05-Mar-14
,49,Manafwa,3,2014,05-Mar-14
,28,Manafwa,3,2014,05-Mar-14
,72,Manafwa,3,2014,05-Mar-14
,31,Manafwa,3,2014,05-Mar-14
,35,Manafwa,3,2014,05-Mar-14
,34,Manafwa,3,2014,05-Mar-14
,45,Manafwa,3,2014,05-Mar-14
,67,Manafwa,3,2014,05-Mar-14
,24,Manafwa,3,2014,05-Mar-14
,31,Manafwa,3,2014,05-Mar-14
,41,Manafwa,3,2014,05-Mar-14
,96,Manafwa,3,2014,05-Mar-14
,25,Manafwa,3,2014,05-Mar-14
,42,Manafwa,3,2014,05-Mar-14
,40,Manafwa,3,2014,06-Mar-14
,35,Manafwa,3,2014,06-Mar-14
,48,Manafwa,3,2014,06-Mar-14
,50,Manafwa,3,2014,06-Mar-14
,32,Manafwa,3,2014,06-Mar-14
,45,Manafwa,3,2014,06-Mar-14
,50,Manafwa,3,2014,06-Mar-14
,31,Manafwa,3,2014,06-Mar-14
,32,Manafwa,3,2014,06-Mar-14
,24,Manafwa,3,2014,06-Mar-14
,32,Manafwa,3,2014,06-Mar-14
,62,Manafwa,3,2014,06-Mar-14
,51,Manafwa,3,2014,06-Mar-14
,54,Manafwa,3,2014,06-Mar-14
,45,Manafwa,3,2014,06-Mar-14
,38,Manafwa,3,2014,06-Mar-14
,27,Manafwa,3,2014,06-Mar-14
,50,Manafwa,3,2014,06-Mar-14
,53,Manafwa,3,2014,06-Mar-14
,36,Manafwa,3,2014,06-Mar-14
,61,Manafwa,3,2014,07-Mar-14
,41,Manafwa,3,2014,07-Mar-14
,31,Manafwa,3,2014,07-Mar-14
,52,Manafwa,3,2014,07-Mar-14
,47,Manafwa,3,2014,07-Mar-14
,38,Manafwa,3,2014,07-Mar-14
,54,Manafwa,3,2014,07-Mar-14
,35,Manafwa,3,2014,07-Mar-14
,26,Manafwa,3,2014,07-Mar-14
,70,Manafwa,3,2014,07-Mar-14
,54,Manafwa,3,2014,07-Mar-14
,40,Manafwa,3,2014,07-Mar-14
,68,Manafwa,3,2014,07-Mar-14
,54,Manafwa,3,2014,09-Mar-14
,26,Manafwa,3,2014,10-Mar-14
,42,Manafwa,3,2014,10-Mar-14
,30,Manafwa,3,2014,15-Mar-14
,41,Manafwa,3,2014,15-Mar-14
,25,Manafwa,3,2014,15-Mar-14
,23,Manafwa,3,2014,15-Mar-14
,35,Manafwa,3,2014,15-Mar-14
,58,Manafwa,3,2014,15-Mar-14
,43,Manafwa,3,2014,15-Mar-14
,36,Manafwa,3,2014,15-Mar-14
,21,Manafwa,3,2014,15-Mar-14
,33,Manafwa,3,2014,15-Mar-14
,35,Manafwa,3,2014,15-Mar-14
,38,Manafwa,3,2014,15-Mar-14
,32,Manafwa,3,2014,17-Mar-14
,64,Manafwa,3,2014,17-Mar-14
,41,Manafwa,3,2014,17-Mar-14
,40,Manafwa,3,2014,17-Mar-14
,50,Manafwa,3,2014,17-Mar-14
,31,Manafwa,3,2014,17-Mar-14
,29,Manafwa,3,2014,17-Mar-14
,25,Manafwa,3,2014,17-Mar-14
,30,Manafwa,3,2014,17-Mar-14
,22,Manafwa,3,2014,17-Mar-14
,36,Manafwa,3,2014,17-Mar-14
,27,Manafwa,3,2014,17-Mar-14
,20,Manafwa,3,2014,18-Mar-14
,42,Manafwa,3,2014,18-Mar-14
,27,Manafwa,3,2014,18-Mar-14
,19,Manafwa,3,2014,18-Mar-14
,45,Manafwa,3,2014,18-Mar-14
,40,Manafwa,3,2014,18-Mar-14
,46,Manafwa,3,2014,18-Mar-14
,46,Manafwa,3,2014,18-Mar-14
,18,Manafwa,3,2014,18-Mar-14
,29,Manafwa,3,2014,18-Mar-14
,41,Manafwa,3,2014,19-Mar-14
,41,Manafwa,3,2014,19-Mar-14
,39,Manafwa,3,2014,19-Mar-14
,34,Manafwa,3,2014,19-Mar-14
,41,Manafwa,3,2014,19-Mar-14
,25,Manafwa,3,2014,19-Mar-14
,41,Manafwa,3,2014,19-Mar-14
,36,Manafwa,3,2014,19-Mar-14
,32,Manafwa,3,2014,19-Mar-14
,25,Manafwa,3,2014,19-Mar-14
,63,Manafwa,3,2014,19-Mar-14
,56,Manafwa,3,2014,19-Mar-14
,55,Manafwa,3,2014,19-Mar-14
,38,Manafwa,3,2014,19-Mar-14
,32,Manafwa,3,2014,19-Mar-14
,59,Manafwa,3,2014,20-Mar-14
,29,Manafwa,3,2014,20-Mar-14
,55,Manafwa,3,2014,20-Mar-14
,76,Manafwa,3,2014,20-Mar-14
,28,Manafwa,3,2014,20-Mar-14
,27,Manafwa,3,2014,20-Mar-14
,35,Manafwa,3,2014,20-Mar-14
,15,Manafwa,3,2014,20-Mar-14
,22,Manafwa,3,2014,20-Mar-14
,23,Manafwa,3,2014,20-Mar-14
,24,Manafwa,3,2014,20-Mar-14
,35,Manafwa,3,2014,21-Mar-14
,52,Manafwa,3,2014,21-Mar-14
,24,Manafwa,3,2014,21-Mar-14
,20,Manafwa,3,2014,21-Mar-14
,48,Manafwa,3,2014,21-Mar-14
,35,Manafwa,3,2014,21-Mar-14
,13,Manafwa,3,2014,21-Mar-14
,25,Manafwa,3,2014,21-Mar-14
,30,Manafwa,3,2014,21-Mar-14
,25,Manafwa,3,2014,21-Mar-14
,60,Manafwa,3,2014,22-Mar-14
,35,Manafwa,3,2014,26-Mar-14
,40,Kibuku 3,4,2014,03-Apr-14
,45,Kibuku 3,4,2014,08-Apr-14
,52,Kibuku 3,4,2014,08-Apr-14
,45,Kibuku 2,4,2014,08-Apr-14
,31,Kibuku 3,4,2014,08-Apr-14
,20,Kibuku 4,4,2014,08-Apr-14
,25,Kibuku 3,4,2014,08-Apr-14
,28,Kibuku 3,4,2014,08-Apr-14
,30,Kibuku 3,4,2014,08-Apr-14
,42,Kibuku 4,4,2014,08-Apr-14
,26,Kibuku 3,4,2014,08-Apr-14
,21,Kibuku 3,4,2014,08-Apr-14
,69,Kibuku 3,4,2014,08-Apr-14
,50,Kibuku 3,4,2014,09-Apr-14
,20,Kibuku 3,4,2014,09-Apr-14
,33,Kibuku 3,4,2014,09-Apr-14
,43,Kibuku 3,4,2014,09-Apr-14
,37,Kibuku 3,4,2014,09-Apr-14
,28,Kibuku 3,4,2014,09-Apr-14
,37,Kibuku 3,4,2014,09-Apr-14
,51,Kibuku 3,4,2014,09-Apr-14
,21,Kibuku 3,4,2014,09-Apr-14
,23,Kibuku 4,4,2014,09-Apr-14
,37,Kibuku 4,4,2014,09-Apr-14
,25,Kibuku 3,4,2014,09-Apr-14
,27,Kibuku 3,4,2014,09-Apr-14
,32,Kibuku 3,4,2014,09-Apr-14
,30,Kibuku 3,4,2014,09-Apr-14
,29,Kibuku 3,4,2014,09-Apr-14
,31,Kibuku 4,4,2014,09-Apr-14
,28,Kibuku 3,4,2014,09-Apr-14
,56,Kibuku 3,4,2014,09-Apr-14
,28,Kibuku 3,4,2014,09-Apr-14
,46,Kibuku 4,4,2014,09-Apr-14
,26,Kibuku 3,4,2014,09-Apr-14
,53,Kibuku 3,4,2014,09-Apr-14
,31,Kibuku 3,4,2014,09-Apr-14
,23,Kibuku 3,4,2014,09-Apr-14
,24,Kibuku 3,4,2014,09-Apr-14
,33,Kibuku 4,4,2014,09-Apr-14
,52,Kibuku 3,4,2014,09-Apr-14
,23,Kibuku 3,4,2014,09-Apr-14
,21,Kibuku 4,4,2014,09-Apr-14
,28,Kibuku 3,4,2014,09-Apr-14
,28,Kibuku 3,4,2014,09-Apr-14
,46,Kibuku 3,4,2014,09-Apr-14
,32,Kibuku 4,4,2014,09-Apr-14
,40,Kibuku 3,4,2014,10-Apr-14
,42,Kibuku 3,4,2014,10-Apr-14
,48,Kibuku 4,4,2014,10-Apr-14
,20,Kibuku 4,4,2014,10-Apr-14
,25,Kibuku 4,4,2014,10-Apr-14
,57,Kibuku 3,4,2014,10-Apr-14
,28,Kibuku 3,4,2014,10-Apr-14
,45,Kibuku 4,4,2014,10-Apr-14
,28,Kibuku 4,4,2014,10-Apr-14
,18,Kibuku 3,4,2014,10-Apr-14
,23,Kibuku 4,4,2014,10-Apr-14
,40,Kibuku 4,4,2014,10-Apr-14
,42,Kibuku 3,4,2014,10-Apr-14
,21,Kibuku 3,4,2014,10-Apr-14
,26,Kibuku 4,4,2014,10-Apr-14
,49,Kibuku 3,4,2014,10-Apr-14
,28,Kibuku 4,4,2014,11-Apr-14
,15,Kibuku 4,4,2014,11-Apr-14
,19,Kibuku 4,4,2014,11-Apr-14
,62,Kibuku 4,4,2014,11-Apr-14
,26,Kibuku 4,4,2014,11-Apr-14
,64,Kibuku 4,4,2014,11-Apr-14
,46,Kibuku 4,4,2014,11-Apr-14
,26,Kibuku 4,4,2014,11-Apr-14
,21,Kibuku 4,4,2014,11-Apr-14
,35,Kibuku 4,4,2014,11-Apr-14
,25,Kibuku 4,4,2014,11-Apr-14
,31,Kibuku 4,4,2014,11-Apr-14
,34,Kibuku 4,4,2014,12-Apr-14
,23,Kibuku 4,4,2014,12-Apr-14
,24,Kibuku 3,4,2014,12-Apr-14
,20,Kibuku 4,4,2014,12-Apr-14
,21,Kibuku 3,4,2014,12-Apr-14
,25,Kibuku 4,4,2014,12-Apr-14
,17,Kibuku 4,4,2014,12-Apr-14
,33,Kibuku 3,4,2014,12-Apr-14
,13,Kibuku 4,4,2014,12-Apr-14
,38,Kibuku 4,4,2014,12-Apr-14
,35,Kibuku 4,4,2014,12-Apr-14
,59,Kibuku 3,4,2014,12-Apr-14
,26,Kibuku 4,4,2014,12-Apr-14
,37,Kibuku 4,4,2014,12-Apr-14
,19,Kibuku 4,4,2014,14-Apr-14
,40,Kibuku 4,4,2014,14-Apr-14
,23,Kibuku 4,4,2014,14-Apr-14
,18,Kibuku 4,4,2014,14-Apr-14
,40,Kibuku 4,4,2014,14-Apr-14
,45,Kibuku 4,4,2014,14-Apr-14
,41,Kibuku 4,4,2014,14-Apr-14
,38,Kibuku 4,4,2014,14-Apr-14
,33,Kibuku 4,4,2014,14-Apr-14
,46,Kibuku 4,4,2014,14-Apr-14
,25,Kibuku 4,4,2014,14-Apr-14
,23,Kibuku 4,4,2014,14-Apr-14
,20,Kibuku 4,4,2014,15-Apr-14
,17,Kibuku 4,4,2014,15-Apr-14
,22,Kibuku 2,4,2014,15-Apr-14
,20,Kibuku 4,4,2014,15-Apr-14
,28,Kibuku 4,4,2014,15-Apr-14
,31,Kibuku 4,4,2014,15-Apr-14
,36,Kibuku 2,4,2014,15-Apr-14
,36,Kibuku 4,4,2014,15-Apr-14
,19,Kibuku 4,4,2014,15-Apr-14
,25,Kibuku 4,4,2014,16-Apr-14
,24,Kibuku 4,4,2014,16-Apr-14
,33,Kibuku 3,6,2014,07-Jun-14
,32,Kibuku 3,6,2014,14-Jun-14
,64,Pallisa,6,2015,20-Jun-15
,31,Mbale,8,2014,20-Aug-14
,28,Sironko,8,2014,20-Aug-14
,37,Sironko,8,2014,20-Aug-14
,29,Mbale,8,2014,20-Aug-14
,36,Mbale,8,2014,20-Aug-14
,53,Mbale,8,2014,20-Aug-14
,34,Mbale,8,2014,20-Aug-14
,45,Mbale,8,2014,20-Aug-14
,38,Sironko,8,2014,21-Aug-14
,28,Mbale,8,2014,20-Aug-14
,21,Mbale,8,2014,20-Aug-14
,41,Mbale,8,2014,20-Aug-14
,41,Sironko,8,2014,20-Aug-14
,29,Mbale,8,2014,20-Aug-14
,18,Sironko,8,2014,21-Aug-14
,30,Mbale,8,2014,21-Aug-14
,24,Sironko,8,2014,21-Aug-14
,41,Sironko,8,2014,21-Aug-14
,37,Mbale,8,2014,21-Aug-14
,22,Mbale,8,2014,20-Aug-14
,36,Mbale,8,2014,21-Aug-14
,56,Mbale,8,2014,21-Aug-14
,10,Mbale,8,2014,21-Aug-14
,28,Mbale,8,2014,21-Aug-14
,37,Mbale,8,2014,21-Aug-14
,40,Mbale,8,2014,21-Aug-14
,30,Mbale,8,2014,21-Aug-14
,35,Sironko,8,2014,21-Aug-14
,34,Mbale,8,2014,21-Aug-14
,30,Mbale,8,2014,21-Aug-14
,33,Sironko,8,2014,21-Aug-14
,31,Mbale,8,2014,22-Aug-14
,27,Mbale,8,2014,22-Aug-14
,34,Sironko,8,2014,22-Aug-14
,26,Mbale,8,2014,22-Aug-14
,28,Sironko,8,2014,22-Aug-14
,48,Mbale,8,2014,22-Aug-14
,20,Sironko,8,2014,22-Aug-14
,30,Mbale,8,2014,22-Aug-14
,44,Mbale,8,2014,22-Aug-14
,33,Sironko,8,2014,22-Aug-14
,25,Mbale,8,2014,22-Aug-14
,21,Sironko,8,2014,22-Aug-14
,43,Sironko,8,2014,22-Aug-14
,68,Sironko,8,2014,22-Aug-14
,36,Mbale,8,2014,22-Aug-14
,61,Mbale,8,2014,22-Aug-14
,39,Sironko,8,2014,22-Aug-14
,33,Mbale,8,2014,22-Aug-14
,31,Mbale,8,2014,22-Aug-14
,30,Mbale,8,2014,22-Aug-14
,13,Mbale,8,2014,23-Aug-14
,67,Sironko,8,2014,23-Aug-14
,30,Mbale,8,2014,23-Aug-14
,24,Sironko,8,2014,23-Aug-14
,45,Mbale,8,2014,23-Aug-14
,44,Mbale,8,2014,23-Aug-14
,40,Mbale,8,2014,23-Aug-14
,47,Mbale,8,2014,24-Aug-14
,42,Mbale,8,2014,23-Aug-14
,42,Sironko,8,2014,23-Aug-14
,73,Sironko,8,2014,23-Aug-14
,35,Mbale,8,2014,23-Aug-14
,41,Sironko,8,2014,23-Aug-14
,52,Mbale,8,2014,23-Aug-14
,31,Mbale,8,2014,23-Aug-14
,33,Mbale,8,2014,23-Aug-14
,30,Mbale,8,2014,23-Aug-14
,29,Mbale,8,2014,23-Aug-14
,34,Sironko,8,2014,23-Aug-14
,43,Mbale,8,2014,23-Aug-14
,23,Mbale,8,2014,23-Aug-14
,42,Sironko,8,2014,23-Aug-14
,20,Mbale,8,2014,24-Aug-14
,25,Mbale,8,2014,24-Aug-14
,14,Mbale,8,2014,23-Aug-14
,10,Mbale,8,2014,24-Aug-14
,51,Mbale,8,2014,24-Aug-14
,26,Mbale,8,2014,24-Aug-14
,28,Mbale,8,2014,25-Aug-14
,30,Mbale,8,2014,25-Aug-14
,32,Mbale,8,2014,25-Aug-14
,40,Mbale,8,2014,25-Aug-14
,32,Sironko,8,2014,25-Aug-14
,30,Sironko,8,2014,25-Aug-14
,37,Mbale,8,2014,25-Aug-14
,25,Mbale,8,2014,25-Aug-14
,52,Mbale,8,2014,25-Aug-14
,53,Sironko,8,2014,25-Aug-14
,38,Mbale,8,2014,25-Aug-14
,45,Mbale,8,2014,25-Aug-14
,36,Sironko,8,2014,25-Aug-14
,23,Mbale,8,2014,25-Aug-14
,68,Sironko,8,2014,25-Aug-14
,32,Mbale,8,2014,26-Aug-14
,15,Mbale,8,2014,25-Aug-14
,45,Mbale,8,2014,25-Aug-14
,25,Mbale,8,2014,25-Aug-14
,40,Sironko,8,2014,25-Aug-14
,43,Sironko,8,2014,25-Aug-14
,35,Mbale,8,2014,25-Aug-14
,19,Mbale,8,2014,25-Aug-14
,23,Mbale,8,2014,25-Aug-14
,18,Mbale,8,2014,25-Aug-14
,24,Sironko,8,2014,25-Aug-14
,46,Mbale,8,2014,25-Aug-14
,55,Mbale,8,2014,26-Aug-14
,42,Mbale,8,2014,26-Aug-14
,35,Sironko,8,2014,26-Aug-14
,35,Mbale,8,2014,26-Aug-14
,39,Mbale,8,2014,26-Aug-14
,25,Mbale,8,2014,26-Aug-14
,48,Sironko,8,2014,26-Aug-14
,45,Sironko,8,2014,26-Aug-14
,52,Mbale,8,2014,26-Aug-14
,34,Mbale,8,2014,26-Aug-14
,42,Mbale,8,2014,26-Aug-14
,48,Sironko,8,2014,26-Aug-14
,58,Mbale,8,2014,26-Aug-14
,28,Mbale,8,2014,26-Aug-14
,69,Sironko,8,2014,26-Aug-14
,38,Sironko,8,2014,26-Aug-14
,15,Mbale,8,2014,26-Aug-14
,20,Mbale,8,2014,26-Aug-14
,59,Mbale,8,2014,26-Aug-14
,47,Mbale,8,2014,26-Aug-14
,40,Sironko,8,2014,26-Aug-14
,40,Sironko,8,2014,26-Aug-14
,17,Mbale,8,2014,26-Aug-14
,30,Sironko,8,2014,26-Aug-14
,53,Mbale,8,2014,26-Aug-14
,23,Mbale,8,2014,26-Aug-14
,43,Sironko,8,2014,26-Aug-14
,36,Mbale,8,2014,26-Aug-14
,52,Sironko,8,2014,26-Aug-14
,35,Mbale,8,2014,27-Aug-14
,49,Sironko,8,2014,27-Aug-14
,31,Mbale,8,2014,27-Aug-14
,51,Sironko,8,2014,27-Aug-14
,20,Sironko,8,2014,27-Aug-14
,32,Mbale,8,2014,27-Aug-14
,42,Mbale,8,2014,27-Aug-14
,59,Sironko,8,2014,27-Aug-14
,20,Mbale,8,2014,27-Aug-14
,54,Sironko,8,2014,27-Aug-14
,30,Mbale,8,2014,27-Aug-14
,47,Sironko,8,2014,27-Aug-14
,38,Sironko,8,2014,27-Aug-14
,79,Mbale,8,2014,27-Aug-14
,21,Sironko,8,2014,27-Aug-14
,33,Mbale,8,2014,27-Aug-14
,36,Mbale,8,2014,27-Aug-14
,69,Sironko,8,2014,27-Aug-14
,49,Mbale,8,2014,21-Aug-14
,58,Mbale,8,2014,27-Aug-14
,62,Sironko,8,2014,27-Aug-14
,46,Mbale,8,2014,27-Aug-14
,40,Mbale,8,2014,27-Aug-14
,25,Mbale,8,2014,28-Aug-14
,56,Mbale,8,2014,27-Aug-14
,27,Sironko,8,2014,27-Aug-14
,30,Sironko,8,2014,28-Aug-14
,38,Mbale,8,2014,28-Aug-14
,21,Mbale,8,2014,28-Aug-14
,34,Sironko,8,2014,28-Aug-14
,50,Mbale,8,2014,28-Aug-14
,30,Sironko,8,2014,28-Aug-14
,39,Sironko,8,2014,28-Aug-14
,33,Sironko,8,2014,28-Aug-14
,30,Sironko,8,2014,28-Aug-14
,30,Mbale,8,2014,28-Aug-14
,39,Sironko,8,2014,28-Aug-14
,27,Mbale,8,2014,28-Aug-14
,33,Mbale,8,2014,28-Aug-14
,25,Sironko,8,2014,28-Aug-14
,37,Sironko,8,2014,28-Aug-14
,20,Mbale,8,2014,28-Aug-14
,28,Mbale,8,2014,28-Aug-14
,49,Sironko,8,2014,28-Aug-14
,38,Sironko,8,2014,28-Aug-14
,47,Mbale,8,2014,28-Aug-14
,30,Sironko,8,2014,28-Aug-14
,21,Sironko,8,2014,28-Aug-14
,25,Sironko,8,2014,28-Aug-14
,35,Mbale,8,2014,28-Aug-14
,58,Mbale,8,2014,28-Aug-14
,38,Sironko,8,2014,28-Aug-14
,34,Sironko,8,2014,28-Aug-14
,42,Sironko,8,2014,28-Aug-14
,31,Sironko,8,2014,28-Aug-14
,23,Mbale,8,2014,28-Aug-14
,33,Sironko,8,2014,28-Aug-14
,27,Mbale,8,2014,28-Aug-14
,28,Mbale,8,2014,28-Aug-14
,22,Mbale,8,2014,28-Aug-14
,50,Sironko,8,2014,28-Aug-14
,39,Mbale,8,2014,28-Aug-14
,20,Mbale,8,2014,28-Aug-14
,25,Sironko,8,2014,28-Aug-14
,22,Mbale,8,2014,28-Aug-14
,21,Mbale,8,2014,28-Aug-14
,30,Mbale,8,2014,28-Aug-14
,52,Sironko,8,2014,28-Aug-14
,33,Mbale,8,2014,29-Aug-14
,34,Mbale,8,2014,29-Aug-14
,22,Mbale,8,2014,29-Aug-14
,31,Sironko,8,2014,29-Aug-14
,40,Sironko,8,2014,29-Aug-14
,44,Sironko,8,2014,29-Aug-14
,17,Mbale,8,2014,29-Aug-14
,32,Sironko,8,2014,29-Aug-14
,38,Mbale,8,2014,29-Aug-14
,37,Mbale,8,2014,29-Aug-14
,19,Mbale,8,2014,29-Aug-14
,43,Sironko,8,2014,29-Aug-14
,30,Mbale,8,2014,29-Aug-14
,25,Mbale,8,2014,29-Aug-14
,31,Sironko,8,2014,29-Aug-14
,33,Sironko,8,2014,29-Aug-14
,92,Mbale,8,2014,29-Aug-14
,76,Mbale,8,2014,29-Aug-14
,19,Mbale,8,2014,29-Aug-14
,30,Sironko,8,2014,29-Aug-14
,28,Mbale,8,2014,29-Aug-14
,45,Mbale,8,2014,29-Aug-14
,50,Mbale,8,2014,29-Aug-14
,40,Sironko,8,2014,29-Aug-14
,39,Sironko,8,2014,29-Aug-14
,24,Mbale,8,2014,29-Aug-14
,42,Sironko,8,2014,29-Aug-14
,50,Mbale,8,2014,29-Aug-14
,27,Mbale,8,2014,29-Aug-14
,32,Sironko,8,2014,29-Aug-14
,30,Mbale,8,2014,29-Aug-14
,67,Mbale,8,2014,29-Aug-14
,48,Sironko,8,2014,29-Aug-14
,49,Sironko,8,2014,29-Aug-14
,35,Sironko,8,2014,28-Aug-14
,49,Mbale,8,2014,29-Aug-14
,54,Mbale,8,2014,29-Aug-14
,18,Mbale,8,2014,29-Aug-14
,35,Sironko,8,2014,29-Aug-14
,40,Sironko,8,2014,29-Aug-14
,17,Mbale,8,2014,29-Aug-14
,24,Sironko,8,2014,29-Aug-14
,26,Mbale,8,2014,29-Aug-14
,32,Sironko,8,2014,30-Aug-14
,50,Sironko,8,2014,30-Aug-14
,29,Mbale,8,2014,30-Aug-14
,22,Mbale,8,2014,30-Aug-14
,21,Mbale,8,2014,30-Aug-14
,44,Sironko,8,2014,30-Aug-14
,31,Sironko,8,2014,30-Aug-14
,36,Sironko,8,2014,30-Aug-14
,86,Sironko,8,2014,30-Aug-14
,24,Mbale,8,2014,30-Aug-14
,40,Mbale,8,2014,30-Aug-14
,41,Sironko,8,2014,30-Aug-14
,42,Sironko,8,2014,30-Aug-14
,25,Mbale,8,2014,30-Aug-14
,37,Mbale,8,2014,30-Aug-14
,21,Mbale,8,2014,30-Aug-14
,48,Sironko,8,2014,30-Aug-14
,45,Mbale,8,2014,30-Aug-14
,44,Sironko,8,2014,30-Aug-14
,17,Mbale,8,2014,30-Aug-14
,28,Sironko,8,2014,30-Aug-14
,48,Mbale,8,2014,30-Aug-14
,30,Sironko,8,2014,30-Aug-14
,26,Mbale,8,2014,29-Aug-14
,50,Sironko,8,2014,30-Aug-14
,60,Mbale,8,2014,30-Aug-14
,52,Sironko,8,2014,30-Aug-14
,26,Mbale,8,2014,30-Aug-14
,23,Mbale,8,2014,30-Aug-14
,38,Sironko,8,2014,30-Aug-14
,40,Sironko,8,2014,30-Aug-14
,38,Sironko,8,2014,31-Aug-14
,34,Mbale,9,2014,01-Sep-14
,35,Sironko,9,2014,01-Sep-14
