ID,t101a_wpt_verifn_id,t011_prgrm,t313_wpt_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t009_country,month,year,t005_today
,6344417006,RNG,1,,1,,,1,,1,2,,,,1,9,2014,01-Sep-14
,6344417005,RNG,,,,,,1,,2,3,,20,1,1,9,2014,01-Sep-14
,6344417003,RNG,1,,,,,1,,1,2,,,,1,9,2014,01-Sep-14
,6447445902,MGR,1,0,,,,,,,,,,,1,3,2014,10-Mar-14
,6447445901,MGR,1,0,,,,,,,,,,,1,3,2014,10-Mar-14
,6436446012,MGR,,,,1,1,1,,3,3,,13,1,1,8,2014,25-Aug-14
,6436446006,MGR,1,,1,,,1,,3,3,,1.75,,1,8,2014,25-Aug-14
,6436446004,MGR,,,,,,1,,3,3,,10.5,1,1,8,2014,25-Aug-14
,6436446003,MGR,,,1,,,1,,3,3,,10,1,1,8,2014,25-Aug-14
,6436446007,MGR,1,,1,,,1,,2,3,,9.75,,1,8,2014,25-Aug-14
,6436446010,MGR,1,,1,,,0,,,,,,,1,8,2014,25-Aug-14
,6436446008,MGR,1,,1,,,1,,2,3,,4,,1,8,2014,25-Aug-14
,6436446005,MGR,1,,,0,,0,,,,,,,1,8,2014,25-Aug-14
,6436446009,MGR,,,1,,,1,,3,3,,10.75,1,1,8,2014,25-Aug-14
,6436446002,MGR,1,,1,,,0,,,,,,,1,8,2014,25-Aug-14
,6436446011,MGR,1,,1,,,1,,3,2,,8,,1,8,2014,25-Aug-14
,6436446001,MGR,1,,1,,,1,,1,3,,,,1,8,2014,25-Aug-14
,5944416305,BGM2,1,,,,,0,,,,,,,1,3,2015,20-Mar-15
,5944416303,BGM2,1,,,,,0,,,,,,,1,3,2015,20-Mar-15
,5944416302,BGM2,1,0,,,,,,,,,,,1,3,2015,20-Mar-15
,5944416307,BGM2,1,,,,,0,,,,,,,1,3,2015,20-Mar-15
,5944416309,BGM2,1,,1,,,0,,,,,,,1,3,2015,20-Mar-15
,5944416306,BGM2,1,0,,,,,,,,,,,1,3,2015,20-Mar-15
,5944416310,BGM2,1,,1,,,0,,,,,,,1,3,2015,20-Mar-15
,5944416304,BGM2,1,,,,,1,,3,3,,4.333333333,,1,3,2015,20-Mar-15
,5944416308,BGM2,1,,,,,0,,,,,,,1,3,2015,20-Mar-15
,5734416302,LGR,,,1,,,1,,3,3,,,1,1,10,2013,08-Oct-13
,5734416312,LGR,1,,1,,,1,,3,3,,,,1,10,2013,08-Oct-13
,5733415914,LGR,1,,1,,,1,,3,3,,,,1,2,2014,10-Feb-14
,5734416301,LGR,,,1,,,1,,3,3,,,1,1,10,2013,08-Oct-13
,5734416308,LGR,,,1,,,1,,3,3,,,1,1,10,2013,08-Oct-13
,5734416311,LGR,,,1,,,1,,3,3,,,1,1,10,2013,08-Oct-13
,5734416307,LGR,,,1,,,1,,3,3,,,1,1,10,2013,08-Oct-13
,5734416313,LGR,1,,1,,,1,,3,3,,,,1,10,2013,08-Oct-13
,5733415916,LGR,1,,1,,,1,,3,3,,,,1,2,2014,10-Feb-14
,5734416305,LGR,1,,1,,,0,,,,,,,1,10,2013,08-Oct-13
,5734416306,LGR,1,,1,,,1,,3,3,,,,1,10,2013,08-Oct-13
,5734416303,LGR,,,1,,,1,,3,3,,,1,1,10,2013,08-Oct-13
,5734416304,LGR,1,,1,,,0,,,,,,,1,10,2013,08-Oct-13
,5733415917,LGR,1,,,,,1,,3,3,,,,1,2,2014,10-Feb-14
,5734416309,LGR,,,1,,,1,,3,3,,,1,1,10,2013,08-Oct-13
,5734416310,LGR,1,,1,,,0,,,,,,,1,10,2013,08-Oct-13
,5736416601,LGR,,,1,,,1,,3,3,,,1,1,12,2013,14-Dec-13
,5736416622,LGR,1,,,,,1,,3,3,,,,1,4,2014,02-Apr-14
,5736416621,LGR,1,,1,,,1,,3,3,,,,1,4,2014,02-Apr-14
,5736416620,LGR,,,,,,1,,3,3,,,1,1,4,2014,02-Apr-14
,6441416301,MGR,1,,1,,,1,,1,1,,,,1,9,2014,10-Sep-14
,,UJA,,,1,,,,,2,3,,,,1,8,2012,29-Aug-12
,,UJA,,,1,,,,,3,3,,,,1,8,2012,29-Aug-12
,,UJA,,,1,,,,,2,3,,,,1,8,2012,29-Aug-12
,,UJA,,,1,,,,,2,3,,,,1,8,2012,29-Aug-12
,,UJA,,,1,,,,,3,3,,,,1,10,2012,13-Oct-12
,,UJA,,,1,,,,,2,2,,,,1,8,2012,29-Aug-12
,4653447004,TNZ,1,,1,,,1,,3,3,,1,,1,4,2015,24-Apr-15
,4653447003,TNZ,1,,1,,,1,,3,3,,1,,1,4,2015,24-Apr-15
,4653447015,TNZ,1,,1,,,1,,3,3,,2,,1,4,2015,24-Apr-15
,4653447012,TNZ,1,,1,,,1,,3,3,,4,,1,4,2015,24-Apr-15
,4653447008,TNZ,,,1,,,1,,3,3,,10,1,1,4,2015,24-Apr-15
,4653447013,TNZ,1,,1,,,1,,3,3,,1,,1,4,2015,24-Apr-15
,4653447005,TNZ,1,,1,,,1,,3,3,,1,,1,4,2015,24-Apr-15
,4653447007,TNZ,1,,1,,,0,,,,,,,1,4,2015,25-Apr-15
,4653447006,TNZ,1,,1,,,0,,,,,,,1,4,2015,24-Apr-15
,4653447016,TNZ,1,,1,,,1,,3,3,,3,,1,4,2015,24-Apr-15
,4653447011,TNZ,1,,,,,1,,3,3,,1,,1,4,2015,24-Apr-15
,4653447009,TNZ,,,1,,,1,,3,3,,31,1,1,4,2015,24-Apr-15
,4653447017,TNZ,1,,1,,,0,,,,,,,1,4,2015,24-Apr-15
,4653447010,TNZ,1,,1,,,0,,,,,,,1,4,2015,24-Apr-15
,4653447001,TNZ,1,,1,,,1,,3,3,,3,,1,4,2015,24-Apr-15
,4653447014,TNZ,1,,1,,,1,,3,3,,1,,1,4,2015,24-Apr-15
,4653447002,TNZ,1,,1,,,1,,3,3,,3,,1,4,2015,24-Apr-15
,5948416602,BGM2,1,,1,,,1,,3,2,,7,,1,3,2015,18-Mar-15
,5948416603,BGM2,1,,1,,,1,,3,3,,6.25,,1,3,2015,18-Mar-15
,5948416601,BGM2,,,,,,1,,3,3,,35,1,1,3,2015,18-Mar-15
,4641416712,TNZ,1,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,4641416714,TNZ,1,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,4641416706,TNZ,1,,1,,,0,,,,,,,1,2,2015,24-Feb-15
,4641416711,TNZ,1,,1,,,1,,3,3,,2,,1,2,2015,25-Feb-15
,4641416716,TNZ,1,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,4641416718,TNZ,1,,1,,,1,,3,3,,2,,1,2,2015,25-Feb-15
,4641416717,TNZ,1,,1,,,1,,3,3,,3,,1,2,2015,25-Feb-15
,4641416710,TNZ,1,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,4641416705,TNZ,1,,1,,,0,,,,,,,1,2,2015,24-Feb-15
,4641416702,TNZ,,1,1,,,1,,3,3,,40,1,1,2,2015,24-Feb-15
,4641416703,TNZ,1,,1,,,1,,3,3,,8,,1,2,2015,24-Feb-15
,4641416708,TNZ,,,1,,,1,,3,3,,20,1,1,2,2015,24-Feb-15
,4641416713,TNZ,1,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,4641416715,TNZ,1,,1,,,1,,3,3,,3,,1,2,2015,25-Feb-15
,4641416709,TNZ,1,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,4641416704,TNZ,1,,1,,,0,,,,,,,1,2,2015,24-Feb-15
,4641415508,TNZ,,,1,,,1,,3,3,,10.25,1,1,2,2015,25-Feb-15
,4641415509,TNZ,1,,1,,,1,,3,3,,7.833333333,,1,2,2015,25-Feb-15
,4641415618,TNZ,1,,,,,1,,2,3,,9,,1,2,2015,25-Feb-15
,4641415605,TNZ,1,,,,,0,,,,,,,1,2,2015,24-Feb-15
,5739416003,KKM2,1,,,,,1,,3,3,,1,,1,8,2014,19-Aug-14
,4641415608,TNZ,1,,1,,,0,,,,,,,1,2,2015,24-Feb-15
,5739416005,KKM2,,,,,,1,,3,3,,16.25,1,1,8,2014,19-Aug-14
