id,cem301_attendees_total,cem009_country,month,year,country
,24,1,5,2014,1
,50,1,5,2014,1
,24,1,5,2014,1
,13,1,7,2014,1
,11,1,5,2014,1
,15,1,5,2014,1
,13,1,5,2014,1
,23,1,5,2014,1
,15,1,5,2014,1
,32,1,5,2014,1
,35,1,5,2014,1
,21,1,6,2014,1
,24,1,6,2014,1
,24,1,6,2014,1
,20,1,6,2014,1
,9,1,6,2014,1
,15,1,6,2014,1
,27,1,7,2014,1
,42,1,6,2014,1
,19,1,6,2014,1
,16,1,6,2014,1
,22,1,6,2014,1
,21,1,6,2014,1
,19,1,6,2014,1
,12,1,6,2014,1
,13,1,6,2014,1
,22,1,6,2014,1
,20,1,7,2014,1
,12,1,6,2014,1
,13,1,6,2014,1
,16,1,6,2014,1
,14,1,6,2014,1
,13,1,6,2014,1
,29,1,6,2014,1
,37,1,7,2014,1
,29,1,6,2014,1
,26,1,6,2014,1
,23,1,6,2014,1
,28,1,6,2014,1
,25,1,6,2014,1
,18,1,6,2014,1
,22,1,6,2014,1
,18,1,6,2014,1
,31,1,6,2014,1
,24,1,6,2014,1
,31,1,6,2014,1
,18,1,6,2014,1
,11,1,6,2014,1
,27,1,6,2014,1
,42,1,6,2014,1
,63,1,6,2014,1
,40,1,6,2014,1
,21,1,6,2014,1
,15,1,6,2014,1
,12,1,6,2014,1
,26,1,6,2014,1
,20,1,6,2014,1
,28,1,6,2014,1
,17,1,6,2014,1
,30,1,6,2014,1
,29,1,6,2014,1
,24,1,7,2014,1
,32,1,5,2014,1
,47,1,5,2014,1
,38,1,5,2014,1
,17,1,5,2014,1
,12,1,7,2014,1
,15,1,7,2014,1
,10,1,7,2014,1
,28,1,6,2014,1
,20,1,6,2014,1
,61,1,5,2014,1
,15,1,5,2014,1
,20,1,6,2014,1
,18,1,6,2014,1
,24,1,6,2014,1
,17,1,6,2014,1
,25,1,6,2014,1
,27,1,6,2014,1
,24,1,5,2014,1
,13,1,6,2014,1
,16,1,6,2014,1
,21,1,7,2014,1
,32,1,5,2014,1
,47,1,6,2014,1
,19,1,6,2014,1
,20,1,6,2014,1
,13,1,6,2014,1
,20,1,6,2014,1
,13,1,6,2014,1
,19,1,6,2014,1
,23,1,6,2014,1
,17,1,7,2014,1
,14,1,6,2014,1
,12,1,6,2014,1
,21,1,7,2014,1
,17,1,5,2014,1
,16,1,5,2014,1
,11,1,5,2014,1
,12,1,5,2014,1
,10,1,6,2014,1
,20,1,6,2014,1
,12,1,5,2014,1
,9,1,5,2014,1
,18,1,6,2014,1
,9,1,6,2014,1
,21,1,5,2014,1
,36,1,5,2014,1
,19,1,6,2014,1
,10,1,6,2014,1
,23,1,7,2014,1
,17,1,6,2014,1
,18,1,6,2014,1
,15,1,6,2014,1
,18,1,6,2014,1
,23,1,6,2014,1
,31,1,6,2014,1
,10,1,6,2014,1
,20,1,5,2014,1
,34,1,7,2014,1
,18,1,6,2014,1
,13,1,6,2014,1
,20,1,6,2014,1
,35,1,5,2014,1
,15,1,6,2014,1
,35,1,5,2014,1
,23,1,6,2014,1
,15,1,6,2014,1
,33,1,6,2014,1
,28,1,6,2014,1
,31,1,6,2014,1
,16,1,6,2014,1
,20,1,6,2014,1
,24,1,6,2014,1
,30,1,6,2014,1
,24,1,6,2014,1
,40,1,6,2014,1
,30,1,6,2014,1
,20,1,6,2014,1
,15,1,6,2014,1
,17,1,6,2014,1
,23,1,6,2014,1
,21,1,6,2014,1
,21,1,6,2014,1
,29,1,6,2014,1
,26,1,6,2014,1
,25,1,6,2014,1
,21,1,6,2014,1
,18,1,6,2014,1
,15,1,6,2014,1
,32,1,6,2014,1
,26,1,6,2014,1
,24,1,6,2014,1
,13,1,6,2014,1
,11,1,6,2014,1
,24,1,6,2014,1
,13,1,6,2014,1
,23,1,6,2014,1
,13,1,6,2014,1
,20,1,6,2014,1
,25,1,6,2014,1
,20,1,6,2014,1
,14,1,6,2014,1
,37,1,6,2014,1
,31,1,6,2014,1
,32,1,6,2014,1
,25,1,6,2014,1
,9,1,6,2014,1
,14,1,6,2014,1
,22,1,6,2014,1
,62,1,6,2014,1
,13,1,6,2014,1
,17,1,6,2014,1
,15,1,6,2014,1
,23,1,6,2014,1
,22,1,6,2014,1
,39,1,6,2014,1
,20,1,6,2014,1
,20,1,6,2014,1
,18,1,6,2014,1
,12,1,5,2014,1
,9,1,5,2014,1
,11,1,5,2014,1
,11,1,5,2014,1
,13,1,5,2014,1
,10,1,7,2014,1
,23,1,7,2014,1
,12,1,7,2014,1
,17,1,7,2014,1
,14,1,7,2014,1
,14,1,7,2014,1
,12,1,7,2014,1
,15,1,7,2014,1
,9,1,6,2014,1
,12,1,6,2014,1
,12,1,7,2014,1
,12,1,7,2014,1
,12,1,7,2014,1
,13,1,7,2014,1
,15,1,7,2014,1
,12,1,7,2014,1
,15,1,7,2014,1
,22,1,7,2014,1
,14,1,7,2014,1
,13,1,7,2014,1
,22,1,7,2014,1
,17,1,7,2014,1
,33,1,7,2014,1
,13,1,7,2014,1
,19,1,7,2014,1
,22,1,7,2014,1
,17,1,7,2014,1
,17,1,7,2014,1
,12,1,7,2014,1
,11,1,7,2014,1
,16,1,7,2014,1
,9,1,7,2014,1
,30,1,7,2014,1
,14,1,7,2014,1
,12,1,7,2014,1
,10,1,7,2014,1
,10,1,7,2014,1
,12,1,7,2014,1
,30,1,7,2014,1
,23,1,7,2014,1
,25,1,7,2014,1
,33,1,6,2014,1
,13,1,7,2014,1
,20,1,7,2014,1
,18,1,7,2014,1
,19,1,7,2014,1
,13,1,7,2014,1
,13,1,7,2014,1
,18,1,7,2014,1
,11,1,7,2014,1
,16,1,7,2014,1
,15,1,7,2014,1
,20,1,6,2014,1
,15,1,6,2014,1
,16,1,7,2014,1
,18,1,7,2014,1
,33,1,7,2014,1
,25,1,7,2014,1
,14,1,7,2014,1
,20,1,7,2014,1
,18,1,7,2014,1
,28,1,7,2014,1
,10,1,7,2014,1
,19,1,7,2014,1
,12,1,7,2014,1
,11,1,7,2014,1
,13,1,7,2014,1
,17,1,7,2014,1
,14,1,7,2014,1
,20,1,6,2014,1
,19,1,7,2014,1
,22,1,7,2014,1
,10,1,7,2014,1
,14,1,7,2014,1
,15,1,7,2014,1
,10,1,7,2014,1
,12,1,7,2014,1
,21,1,7,2014,1
,20,1,7,2014,1
,16,1,7,2014,1
,14,1,7,2014,1
,11,1,7,2014,1
,12,1,7,2014,1
,8,1,7,2014,1
,13,1,7,2014,1
,25,1,7,2014,1
,11,1,7,2014,1
,15,1,7,2014,1
,12,1,7,2014,1
,18,1,7,2014,1
,18,1,7,2014,1
,11,1,7,2014,1
,12,1,7,2014,1
,21,1,7,2014,1
,15,1,7,2014,1
,19,1,7,2014,1
,32,1,7,2014,1
,17,1,7,2014,1
,11,1,7,2014,1
,14,1,7,2014,1
,21,1,7,2014,1
,13,1,7,2014,1
,20,1,7,2014,1
,34,1,7,2014,1
,15,1,7,2014,1
,21,1,7,2014,1
,13,1,7,2014,1
,12,1,7,2014,1
,24,1,7,2014,1
,15,1,7,2014,1
,25,1,6,2014,1
,20,1,6,2014,1
,28,1,7,2014,1
,21,1,7,2014,1
,15,1,7,2014,1
,18,1,7,2014,1
,20,1,7,2014,1
,25,1,7,2014,1
,13,1,7,2014,1
,12,1,7,2014,1
,18,1,7,2014,1
,15,1,7,2014,1
,13,1,7,2014,1
,24,1,7,2014,1
,20,1,7,2014,1
,22,1,7,2014,1
,22,1,7,2014,1
,17,1,7,2014,1
,41,1,7,2014,1
,21,1,7,2014,1
,17,1,7,2014,1
,18,1,7,2014,1
,13,1,7,2014,1
,20,1,7,2014,1
,25,1,7,2014,1
,22,1,7,2014,1
,24,1,7,2014,1
,27,1,7,2014,1
,25,1,7,2014,1
,19,1,7,2014,1
,26,1,7,2014,1
,31,1,7,2014,1
,15,1,7,2014,1
,20,1,7,2014,1
,11,1,7,2014,1
,12,1,6,2014,1
,23,1,6,2014,1
,27,1,6,2014,1
,21,1,6,2014,1
,20,1,6,2014,1
,19,1,7,2014,1
,11,1,7,2014,1
,16,1,7,2014,1
,11,1,6,2014,1
,13,1,7,2014,1
,20,1,7,2014,1
,16,1,7,2014,1
,21,1,7,2014,1
,25,1,7,2014,1
,21,1,7,2014,1
,9,1,7,2014,1
,12,1,7,2014,1
,10,1,7,2014,1
,14,1,7,2014,1
,16,1,6,2014,1
,18,1,7,2014,1
,16,1,7,2014,1
,14,1,7,2014,1
,15,1,6,2014,1
,20,1,7,2014,1
,16,1,7,2014,1
,23,1,6,2014,1
,30,1,6,2014,1
,15,1,6,2014,1
,11,1,6,2014,1
,19,1,6,2014,1
,15,1,6,2014,1
,31,1,6,2014,1
,13,1,6,2014,1
,17,1,6,2014,1
,9,1,6,2014,1
,18,1,6,2014,1
,18,1,6,2014,1
,15,1,6,2014,1
,14,1,6,2014,1
,19,1,6,2014,1
,17,1,6,2014,1
,33,1,6,2014,1
,18,1,6,2014,1
,15,1,6,2014,1
,31,1,6,2014,1
,17,1,6,2014,1
,11,1,6,2014,1
,24,1,6,2014,1
,19,1,6,2014,1
,19,1,6,2014,1
,10,1,6,2014,1
,25,1,6,2014,1
,15,1,6,2014,1
,15,1,6,2014,1
,23,1,6,2014,1
,27,1,6,2014,1
,22,1,6,2014,1
,20,1,6,2014,1
,24,1,6,2014,1
,20,1,6,2014,1
,16,1,6,2014,1
,10,1,6,2014,1
,22,1,6,2014,1
,20,1,6,2014,1
,12,1,6,2014,1
,19,1,6,2014,1
,19,1,6,2014,1
,19,1,6,2014,1
,11,1,6,2014,1
,20,1,6,2014,1
,14,1,6,2014,1
,24,1,6,2014,1
,14,1,6,2014,1
,24,1,6,2014,1
,21,1,6,2014,1
,25,1,6,2014,1
,16,1,7,2014,1
,21,1,6,2014,1
,31,1,6,2014,1
,21,1,6,2014,1
,15,1,6,2014,1
,20,1,6,2014,1
,14,1,6,2014,1
,19,1,6,2014,1
,13,1,6,2014,1
,20,1,6,2014,1
,26,1,6,2014,1
,18,1,6,2014,1
,11,1,6,2014,1
,32,1,6,2014,1
,39,1,6,2014,1
,33,1,6,2014,1
,12,1,6,2014,1
,20,1,6,2014,1
,21,1,6,2014,1
,16,1,6,2014,1
,13,1,6,2014,1
,16,1,6,2014,1
,24,1,6,2014,1
,19,1,6,2014,1
,21,1,6,2014,1
,40,1,6,2014,1
,17,1,6,2014,1
,24,1,6,2014,1
,18,1,6,2014,1
,27,1,6,2014,1
,17,1,6,2014,1
,42,1,6,2014,1
,16,1,6,2014,1
,23,1,6,2014,1
,13,1,6,2014,1
,17,1,6,2014,1
,11,1,6,2014,1
,14,1,6,2014,1
,20,1,6,2014,1
,19,1,6,2014,1
,12,1,6,2014,1
,11,1,6,2014,1
,20,1,6,2014,1
,14,1,6,2014,1
,15,1,6,2014,1
,33,1,6,2014,1
,24,1,6,2014,1
,15,1,6,2014,1
,32,1,6,2014,1
,12,1,6,2014,1
,17,1,6,2014,1
,17,1,6,2014,1
,12,1,6,2014,1
,18,1,6,2014,1
,16,1,6,2014,1
,17,1,6,2014,1
,11,1,6,2014,1
,17,1,6,2014,1
,22,1,6,2014,1
,16,1,6,2014,1
,23,1,6,2014,1
,19,1,6,2014,1
,18,1,6,2014,1
,22,1,7,2014,1
,11,1,6,2014,1
,12,1,7,2014,1
,12,1,7,2014,1
,17,1,6,2014,1
,15,1,6,2014,1
,16,1,6,2014,1
,20,1,6,2014,1
,15,1,6,2014,1
,12,1,6,2014,1
,18,1,6,2014,1
,18,1,6,2014,1
,15,1,6,2014,1
,23,1,6,2014,1
,19,1,6,2014,1
,16,1,7,2014,1
,25,1,7,2014,1
,14,1,7,2014,1
,12,1,7,2014,1
,14,1,7,2014,1
,20,1,7,2014,1
,14,1,6,2014,1
,15,1,6,2014,1
,17,1,7,2014,1
,14,1,7,2014,1
,12,1,7,2014,1
,22,1,7,2014,1
,11,1,7,2014,1
,19,1,7,2014,1
,15,1,7,2014,1
,16,1,7,2014,1
,15,1,6,2014,1
,12,1,7,2014,1
,16,1,7,2014,1
,17,1,7,2014,1
,17,1,7,2014,1
,15,1,7,2014,1
,23,1,7,2014,1
,32,1,7,2014,1
,16,1,7,2014,1
,10,1,7,2014,1
,19,1,7,2014,1
,17,1,7,2014,1
,13,1,7,2014,1
,18,1,7,2014,1
,37,1,7,2014,1
,24,1,7,2014,1
,9,1,7,2014,1
,13,1,7,2014,1
,20,1,7,2014,1
,11,1,7,2014,1
,13,1,7,2014,1
,14,1,7,2014,1
,14,1,7,2014,1
,19,1,7,2014,1
,26,1,7,2014,1
,19,1,7,2014,1
,14,1,7,2014,1
,11,1,7,2014,1
,10,1,7,2014,1
,13,1,7,2014,1
,34,1,6,2014,1
,11,1,6,2014,1
,18,1,6,2014,1
,17,1,6,2014,1
,28,1,6,2014,1
,17,1,6,2014,1
,18,1,6,2014,1
,20,1,6,2014,1
,15,1,6,2014,1
,11,1,6,2014,1
,13,1,6,2014,1
,12,1,6,2014,1
,11,1,6,2014,1
,35,1,6,2014,1
,19,1,6,2014,1
,10,1,6,2014,1
,13,1,7,2014,1
,12,1,7,2014,1
,19,1,7,2014,1
,25,1,7,2014,1
,20,1,7,2014,1
,13,1,7,2014,1
,21,1,7,2014,1
,15,1,7,2014,1
,14,1,7,2014,1
,15,1,7,2014,1
,29,1,7,2014,1
,24,1,7,2014,1
,23,1,7,2014,1
,15,1,7,2014,1
,22,1,7,2014,1
,26,1,7,2014,1
,24,1,7,2014,1
,11,1,7,2014,1
,15,1,7,2014,1
,17,1,7,2014,1
,19,1,7,2014,1
,20,1,7,2014,1
,14,1,7,2014,1
,22,1,7,2014,1
,13,1,7,2014,1
,16,1,7,2014,1
,21,1,7,2014,1
,14,1,7,2014,1
,37,1,6,2014,1
,31,1,6,2014,1
,24,1,6,2014,1
,26,1,6,2014,1
,22,1,6,2014,1
,15,1,6,2014,1
,13,1,6,2014,1
,39,1,6,2014,1
,21,1,6,2014,1
,19,1,6,2014,1
,22,1,6,2014,1
,17,1,6,2014,1
,15,1,6,2014,1
,20,1,6,2014,1
,16,1,6,2014,1
,16,1,6,2014,1
,22,1,6,2014,1
,15,1,6,2014,1
,16,1,6,2014,1
,14,1,7,2014,1
,18,1,7,2014,1
,10,1,6,2014,1
,17,1,6,2014,1
,11,1,6,2014,1
,12,1,7,2014,1
,16,1,7,2014,1
,18,1,6,2014,1
,18,1,7,2014,1
,21,1,6,2014,1
,15,1,7,2014,1
,14,1,7,2014,1
,21,1,7,2014,1
,16,1,7,2014,1
,12,1,7,2014,1
,22,1,7,2014,1
,11,1,6,2014,1
,19,1,6,2014,1
,17,1,6,2014,1
,13,1,7,2014,1
,18,1,7,2014,1
,14,1,7,2014,1
,13,1,7,2014,1
,11,1,7,2014,1
,18,1,7,2014,1
,14,1,7,2014,1
,15,1,7,2014,1
,11,1,7,2014,1
,15,1,7,2014,1
,16,1,7,2014,1
,12,1,7,2014,1
,15,1,7,2014,1
,11,1,7,2014,1
,11,1,7,2014,1
,13,1,7,2014,1
,15,1,7,2014,1
,11,1,7,2014,1
,15,1,7,2014,1
,16,1,7,2014,1
,13,1,7,2014,1
,14,1,7,2014,1
,12,1,7,2014,1
,13,1,7,2014,1
,20,1,7,2014,1
,10,1,7,2014,1
,12,1,6,2014,1
,17,1,6,2014,1
,13,1,6,2014,1
,14,1,6,2014,1
,12,1,6,2014,1
,21,1,6,2014,1
,14,1,6,2014,1
,20,1,6,2014,1
,12,1,6,2014,1
,14,1,6,2014,1
,21,1,6,2014,1
,15,1,6,2014,1
,17,1,6,2014,1
,20,1,6,2014,1
,14,1,6,2014,1
,19,1,6,2014,1
,19,1,6,2014,1
,21,1,6,2014,1
,15,1,6,2014,1
,14,1,6,2014,1
,23,1,6,2014,1
,20,1,6,2014,1
,17,1,6,2014,1
,19,1,6,2014,1
,19,1,6,2014,1
,28,1,7,2014,1
,18,1,7,2014,1
,19,1,7,2014,1
,22,1,6,2014,1
,17,1,7,2014,1
,22,1,7,2014,1
,31,1,7,2014,1
,20,1,7,2014,1
,13,1,7,2014,1
,26,1,7,2014,1
,20,1,7,2014,1
,22,1,7,2014,1
,23,1,7,2014,1
,17,1,7,2014,1
,21,1,7,2014,1
,21,1,7,2014,1
,19,1,7,2014,1
,19,1,7,2014,1
,21,1,7,2014,1
,22,1,7,2014,1
,17,1,7,2014,1
,25,1,7,2014,1
,24,1,7,2014,1
,24,1,7,2014,1
,21,1,7,2014,1
,17,1,7,2014,1
,17,1,7,2014,1
,18,1,7,2014,1
,20,1,7,2014,1
,23,1,7,2014,1
,20,1,7,2014,1
,28,1,6,2014,1
,41,1,6,2014,1
,19,1,6,2014,1
,30,1,6,2014,1
,14,1,6,2014,1
,16,1,6,2014,1
,14,1,6,2014,1
,35,1,6,2014,1
,31,1,6,2014,1
,36,1,6,2014,1
,25,1,6,2014,1
,25,1,6,2014,1
,24,1,6,2014,1
,19,1,6,2014,1
,23,1,6,2014,1
,20,1,6,2014,1
,25,1,6,2014,1
,30,1,6,2014,1
,13,1,6,2014,1
,18,1,6,2014,1
,16,1,6,2014,1
,11,1,6,2014,1
,32,1,6,2014,1
,44,1,6,2014,1
,40,1,7,2014,1
,21,1,6,2014,1
,14,1,7,2014,1
,31,1,7,2014,1
,16,1,7,2014,1
,16,1,7,2014,1
,33,1,7,2014,1
,15,1,7,2014,1
,13,1,7,2014,1
,33,1,6,2014,1
,20,1,6,2014,1
,18,1,6,2014,1
,27,1,6,2014,1
,25,1,6,2014,1
,19,1,7,2014,1
,16,1,6,2014,1
,21,1,6,2014,1
,18,1,6,2014,1
,24,1,6,2014,1
,20,1,6,2014,1
,19,1,7,2014,1
,26,1,6,2014,1
,24,1,6,2014,1
,18,1,7,2014,1
,17,1,7,2014,1
,18,1,6,2014,1
,15,1,6,2014,1
,17,1,7,2014,1
,56,1,6,2014,1
,17,1,6,2014,1
,22,1,7,2014,1
,41,1,7,2014,1
,15,1,7,2014,1
,22,1,7,2014,1
,24,1,7,2014,1
,21,1,6,2014,1
,21,1,6,2014,1
,21,1,6,2014,1
,17,1,6,2014,1
,27,1,6,2014,1
,19,1,6,2014,1
,18,1,6,2014,1
,25,1,6,2014,1
,17,1,6,2014,1
,28,1,7,2014,1
,18,1,6,2014,1
,17,1,6,2014,1
,21,1,6,2014,1
,18,1,7,2014,1
,16,1,6,2014,1
,13,1,8,2014,1
,18,1,6,2014,1
,16,1,6,2014,1
,19,1,6,2014,1
,17,1,6,2014,1
,21,1,6,2014,1
,14,1,6,2014,1
,24,1,6,2014,1
,24,1,6,2014,1
,32,1,6,2014,1
,23,1,6,2014,1
,25,1,6,2014,1
,42,1,6,2014,1
,21,1,7,2014,1
,17,1,7,2014,1
,17,1,7,2014,1
,25,1,7,2014,1
,18,1,7,2014,1
,26,1,6,2014,1
,27,1,6,2014,1
,20,1,6,2014,1
,28,1,6,2014,1
,15,1,6,2014,1
,28,1,6,2014,1
,18,1,6,2014,1
,27,1,6,2014,1
,16,1,6,2014,1
,27,1,6,2014,1
,25,1,6,2014,1
,21,1,6,2014,1
,22,1,6,2014,1
,19,1,7,2014,1
,26,1,7,2014,1
,22,1,7,2014,1
,15,1,7,2014,1
,15,1,7,2014,1
,19,1,7,2014,1
,23,1,7,2014,1
,27,1,7,2014,1
,24,1,6,2014,1
,14,1,6,2014,1
,24,1,7,2014,1
,33,1,7,2014,1
,20,1,6,2014,1
,31,1,6,2014,1
,47,1,6,2014,1
,21,1,6,2014,1
,20,1,6,2014,1
,42,1,6,2014,1
,32,1,6,2014,1
,42,1,6,2014,1
,19,1,6,2014,1
,20,1,7,2014,1
,13,1,7,2014,1
,16,1,6,2014,1
,15,1,6,2014,1
,17,1,8,2014,1
,49,1,7,2014,1
,24,1,7,2014,1
,14,1,8,2014,1
,19,1,8,2014,1
,23,1,6,2014,1
,13,1,7,2014,1
,23,1,8,2014,1
,20,1,6,2014,1
,21,1,6,2014,1
,13,1,7,2014,1
,21,1,7,2014,1
,27,1,7,2014,1
,47,1,7,2014,1
,24,1,7,2014,1
,20,1,7,2014,1
,43,1,7,2014,1
,19,1,7,2014,1
,26,1,7,2014,1
,22,1,7,2014,1
,30,1,6,2014,1
,15,1,7,2014,1
,20,1,6,2014,1
,15,1,6,2014,1
,21,1,7,2014,1
,17,1,6,2014,1
,13,1,7,2014,1
,20,1,6,2014,1
,15,1,6,2014,1
,16,1,6,2014,1
,30,1,6,2014,1
,22,1,6,2014,1
,32,1,7,2014,1
,17,1,7,2014,1
,30,1,6,2014,1
,16,1,7,2014,1
,17,1,6,2014,1
,20,1,7,2014,1
,25,1,7,2014,1
,25,1,7,2014,1
,17,1,6,2014,1
,14,1,8,2014,1
,18,1,7,2014,1
,30,1,7,2014,1
,19,1,7,2014,1
,26,1,7,2014,1
,17,1,7,2014,1
,18,1,7,2014,1
,28,1,7,2014,1
,13,1,7,2014,1
,18,1,7,2014,1
,23,1,7,2014,1
,19,1,7,2014,1
,19,1,7,2014,1
,27,1,7,2014,1
,30,1,7,2014,1
,28,1,7,2014,1
,25,1,7,2014,1
,25,1,7,2014,1
,27,1,8,2014,1
,19,1,7,2014,1
,18,1,7,2014,1
,19,1,7,2014,1
,22,1,7,2014,1
,23,1,7,2014,1
,38,1,7,2014,1
,17,1,7,2014,1
,22,1,7,2014,1
,15,1,7,2014,1
,24,1,7,2014,1
,20,1,7,2014,1
,21,1,7,2014,1
,25,1,7,2014,1
,20,1,7,2014,1
,20,1,7,2014,1
,49,1,7,2014,1
,20,1,7,2014,1
,40,1,7,2014,1
,16,1,7,2014,1
,53,1,7,2014,1
,19,1,7,2014,1
,23,1,7,2014,1
,22,1,7,2014,1
,20,1,7,2014,1
,19,1,7,2014,1
,24,1,7,2014,1
,15,1,7,2014,1
,18,1,7,2014,1
,26,1,7,2014,1
,18,1,7,2014,1
,15,1,7,2014,1
,19,1,7,2014,1
,19,1,7,2014,1
,19,1,7,2014,1
,42,1,7,2014,1
,20,1,7,2014,1
,17,1,7,2014,1
,21,1,7,2014,1
,19,1,7,2014,1
,22,1,7,2014,1
,16,1,7,2014,1
,16,1,7,2014,1
,17,1,7,2014,1
,19,1,6,2014,1
,19,1,6,2014,1
,11,1,6,2014,1
,17,1,6,2014,1
,19,1,6,2014,1
,27,1,6,2014,1
,15,1,6,2014,1
,16,1,6,2014,1
,24,1,7,2014,1
,19,1,6,2014,1
,16,1,6,2014,1
,20,1,6,2014,1
,18,1,6,2014,1
,23,1,6,2014,1
,24,1,7,2014,1
,26,1,7,2014,1
,27,1,7,2014,1
,17,1,7,2014,1
,21,1,7,2014,1
,16,1,7,2014,1
,26,1,6,2014,1
,18,1,7,2014,1
,19,1,6,2014,1
,15,1,7,2014,1
,14,1,6,2014,1
,18,1,6,2014,1
,31,1,6,2014,1
,16,1,6,2014,1
,26,1,8,2014,1
,24,1,8,2014,1
,17,1,7,2014,1
,22,1,6,2014,1
,21,1,6,2014,1
,16,1,6,2014,1
,30,1,6,2014,1
,19,1,7,2014,1
,15,1,8,2014,1
,26,1,8,2014,1
,25,1,6,2014,1
,35,1,6,2014,1
,23,1,6,2014,1
,22,1,6,2014,1
,19,1,7,2014,1
,18,1,7,2014,1
,21,1,6,2014,1
,15,1,7,2014,1
,18,1,6,2014,1
,20,1,6,2014,1
,19,1,6,2014,1
,18,1,6,2014,1
,23,1,7,2014,1
,30,1,7,2014,1
,32,1,7,2014,1
,16,1,7,2014,1
,20,1,7,2014,1
,25,1,7,2014,1
,48,1,7,2014,1
,23,1,7,2014,1
,35,1,7,2014,1
,20,1,7,2014,1
,17,1,7,2014,1
,18,1,7,2014,1
,18,1,7,2014,1
,19,1,7,2014,1
,30,1,7,2014,1
,20,1,7,2014,1
,17,1,7,2014,1
,19,1,7,2014,1
,20,1,7,2014,1
,29,1,7,2014,1
,19,1,7,2014,1
,20,1,7,2014,1
,17,1,7,2014,1
,30,1,7,2014,1
,34,1,7,2014,1
,24,1,7,2014,1
,18,1,7,2014,1
,19,1,7,2014,1
,23,1,7,2014,1
,18,1,6,2014,1
,15,1,6,2014,1
,15,1,8,2014,1
,16,1,8,2014,1
,19,1,7,2014,1
,21,1,7,2014,1
,20,1,7,2014,1
,15,1,7,2014,1
,16,1,7,2014,1
,32,1,8,2014,1
,25,1,7,2014,1
,19,1,7,2014,1
,23,1,7,2014,1
,24,1,8,2014,1
,13,1,8,2014,1
,16,1,8,2014,1
,18,1,8,2014,1
,16,1,7,2014,1
,24,1,8,2014,1
,17,1,8,2014,1
,50,1,8,2014,1
,21,1,7,2014,1
,17,1,7,2014,1
,23,1,8,2014,1
,20,1,8,2014,1
,21,1,7,2014,1
,15,1,7,2014,1
,15,1,7,2014,1
,20,1,7,2014,1
,19,1,7,2014,1
,15,1,7,2014,1
,18,1,8,2014,1
,14,1,8,2014,1
,10,1,8,2014,1
,15,1,8,2014,1
,12,1,8,2014,1
,25,1,8,2014,1
,22,1,8,2014,1
,16,1,7,2014,1
,14,1,7,2014,1
,25,1,8,2014,1
,20,1,8,2014,1
,15,1,7,2014,1
,18,1,7,2014,1
,17,1,7,2014,1
,21,1,7,2014,1
,24,1,7,2014,1
,16,1,7,2014,1
,20,1,7,2014,1
,15,1,8,2014,1
,14,1,8,2014,1
,23,1,8,2014,1
,18,1,8,2014,1
,16,1,7,2014,1
,17,1,7,2014,1
,16,1,7,2014,1
,19,1,8,2014,1
,30,1,8,2014,1
,25,1,7,2014,1
,22,1,7,2014,1
,28,1,7,2014,1
,21,1,7,2014,1
,20,1,7,2014,1
,19,1,7,2014,1
,21,1,7,2014,1
,19,1,7,2014,1
,21,1,7,2014,1
,20,1,7,2014,1
,30,1,7,2014,1
,11,1,8,2014,1
,10,1,8,2014,1
,15,1,8,2014,1
,18,1,8,2014,1
,12,1,7,2014,1
,13,1,8,2014,1
,20,1,7,2014,1
,13,1,8,2014,1
,17,1,8,2014,1
,15,1,8,2014,1
,17,1,8,2014,1
,21,1,7,2014,1
,25,1,7,2014,1
,17,1,8,2014,1
,17,1,7,2014,1
,16,1,7,2014,1
,23,1,7,2014,1
,14,1,7,2014,1
,21,1,7,2014,1
,22,1,7,2014,1
,13,1,7,2014,1
,21,1,6,2014,1
,22,1,7,2014,1
,21,1,7,2014,1
,19,1,7,2014,1
,17,1,7,2014,1
,24,1,7,2014,1
,23,1,7,2014,1
,20,1,7,2014,1
,13,1,7,2014,1
,18,1,7,2014,1
,18,1,7,2014,1
,23,1,7,2014,1
,23,1,8,2014,1
,15,1,7,2014,1
,26,1,7,2014,1
,17,1,7,2014,1
,15,1,7,2014,1
,15,1,7,2014,1
,19,1,7,2014,1
,21,1,7,2014,1
,32,1,7,2014,1
,17,1,7,2014,1
,17,1,7,2014,1
,16,1,7,2014,1
,16,1,7,2014,1
,15,1,7,2014,1
,18,1,7,2014,1
,18,1,7,2014,1
,34,1,7,2014,1
,19,1,7,2014,1
,19,1,8,2014,1
,16,1,7,2014,1
,12,1,7,2014,1
,14,1,7,2014,1
,15,1,7,2014,1
,22,1,7,2014,1
,11,1,7,2014,1
,18,1,7,2014,1
,16,1,7,2014,1
,14,1,7,2014,1
,13,1,7,2014,1
,16,1,7,2014,1
,16,1,7,2014,1
,27,1,7,2014,1
,19,1,7,2014,1
,19,1,7,2014,1
,19,1,7,2014,1
,33,1,7,2014,1
,20,1,7,2014,1
,17,1,7,2014,1
,14,1,7,2014,1
,16,1,7,2014,1
,15,1,7,2014,1
,18,1,8,2014,1
,16,1,7,2014,1
,11,1,8,2014,1
,17,1,7,2014,1
,15,1,7,2014,1
,17,1,7,2014,1
,20,1,8,2014,1
,17,1,8,2014,1
,20,1,8,2014,1
,13,1,8,2014,1
,23,1,7,2014,1
,16,1,7,2014,1
,20,1,7,2014,1
,24,1,7,2014,1
