id,cr011_prgrm,cr102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
,RNG,10310030,3,377,12.56667,0.2387268,1.193634,2,7,2014-07-03,2015-07-15,7,2015,3
,RNG,10310031,9,127,4.233333,2.125984,10.62992,3,12,2015-03-10,2015-07-15,7,2015,3
,RNG,10310033,6,377,12.56667,0.4774536,2.387268,3,10,2014-07-03,2015-07-15,7,2015,3
,RNG,10310034,7,241,8.033334,0.8713692,4.356846,3,12,2014-07-09,2015-03-07,3,2015,3
,RNG,10310035,12,373,12.43333,0.9651474,4.825737,4,16,2014-07-08,2015-07-16,7,2015,3
,RNG,10310036,16,461,15.36667,1.041215,5.206074,5,20,2014-07-08,2015-10-12,10,2015,3
,RNG,10310037,35,456,15.2,2.302632,11.51316,10,39,2014-07-09,2015-10-08,10,2015,3
,RNG,10310038,3,208,6.933333,0.4326923,2.163461,4,12,2014-07-04,2015-07-20,7,2015,3
,RNG,10310039,11,217,7.233333,1.520737,7.603687,5,14,2015-02-13,2015-10-08,10,2015,3
,RNG,10310040,11,209,6.966667,1.578947,7.894736,7,22,2014-07-03,2015-10-08,10,2015,3
,RNG,10310041,4,37,1.233333,3.243243,16.21622,5,16,2014-10-27,2015-04-19,4,2015,3
,RNG,10310042,7,43,1.433333,4.883721,24.41861,4,10,2015-03-20,2015-07-15,7,2015,3
,RNG,10310045,12,449,14.96667,0.8017818,4.008909,4,16,2014-07-14,2015-10-06,10,2015,3
,RNG,10310050,4,449,14.96667,0.2672606,1.336303,2,8,2014-07-14,2015-10-06,10,2015,3
,RNG,10310052,6,371,12.36667,0.4851752,2.425876,3,10,2014-07-08,2015-07-14,7,2015,3
,RNG,10310053,12,371,12.36667,0.9703504,4.851752,4,16,2014-07-08,2015-07-14,7,2015,3
,RNG,10310054,12,375,12.5,0.96,4.8,4,16,2014-07-04,2015-07-14,7,2015,3
,RNG,10310055,4,375,12.5,0.32,1.6,2,8,2014-07-04,2015-07-14,7,2015,3
,RNG,10310056,8,455,15.16667,0.5274725,2.637362,3,12,2014-07-08,2015-10-06,10,2015,3
,RNG,10310058,12,461,15.36667,0.780911,3.904555,4,16,2014-07-08,2015-10-12,10,2015,3
,RNG,10310059,18,458,15.26667,1.179039,5.895197,6,22,2014-07-11,2015-10-12,10,2015,3
,RNG,10310060,16,401,13.36667,1.197007,5.985037,7,24,2014-07-11,2015-10-12,10,2015,3
,RNG,10310063,7,195,6.5,1.076923,5.384616,3,12,2014-07-09,2015-01-20,1,2015,3
,RNG,10310064,4,379,12.63333,0.3166227,1.583114,2,8,2014-07-01,2015-07-15,7,2015,3
,RNG,10310066,11,239,7.966667,1.380753,6.903766,5,16,2014-06-19,2015-10-13,10,2015,3
,RNG,10310068,3.5,17,0.5666667,6.176471,30.88235,3,8,2014-08-22,2015-02-25,2,2015,3
,RNG,10310070,6,246,8.2,0.7317073,3.658537,5,14,2014-06-23,2015-07-23,7,2015,3
,RNG,10310072,5,428,14.26667,0.3504673,1.752337,2,8,2014-08-12,2015-10-14,10,2015,3
,RNG,10310073,3,269,8.966666,0.3345725,1.672863,2,8,2014-08-22,2015-05-18,5,2015,3
,RNG,10310077,16,483,16.1,0.9937888,4.968944,4,16,2014-06-18,2015-10-14,10,2015,3
,RNG,10310078,7.5,65,2.166667,3.461538,17.30769,2,8,2014-06-18,2014-08-22,8,2014,3
,RNG,10310079,7.5,152,5.066667,1.480263,7.401316,4,16,2014-09-08,2015-02-12,2,2015,3
,RNG,10310081,3,167,5.566667,0.5389222,2.694611,2,6,2014-08-22,2015-02-05,2,2015,3
,RNG,10310082,3,225,7.5,0.4,2,2,8,2014-06-23,2015-02-03,2,2015,3
,RNG,10310083,13,337,11.23333,1.15727,5.78635,4,16,2014-11-10,2015-10-13,10,2015,3
,RNG,10310088,4,83,2.766667,1.445783,7.228916,2,8,2015-07-23,2015-10-14,10,2015,3
,RNG,10310089,4.5,401,13.36667,0.3366584,1.683292,2,8,2014-09-08,2015-10-14,10,2015,3
,RNG,10310090,8,480,16,0.5,2.5,3,12,2014-06-20,2015-10-13,10,2015,3
,RNG,10310092,4,92,3.066667,1.304348,6.521739,2,8,2014-08-22,2014-11-22,11,2014,3
,RNG,10310094,9,419,13.96667,0.6443914,3.221957,3,12,2014-08-22,2015-10-15,10,2015,3
,RNG,10310095,8,236,7.866667,1.016949,5.084746,3,12,2014-09-17,2015-05-11,5,2015,3
,RNG,10310096,5,333,11.1,0.4504504,2.252252,2,8,2014-11-15,2015-10-14,10,2015,3
,RNG,10310097,5,333,11.1,0.4504504,2.252252,2,8,2014-11-15,2015-10-14,10,2015,3
,RNG,10310098,9,333,11.1,0.8108108,4.054054,3,12,2014-11-15,2015-10-14,10,2015,3
,RNG,10310100,4,144,4.8,0.8333333,4.166667,4,11,2014-06-30,2015-10-24,10,2015,3
,RNG,10310101,11,481,16.03333,0.6860707,3.430353,4,15,2014-06-30,2015-10-24,10,2015,3
,RNG,10310106,5,479,15.96667,0.3131524,1.565762,3,9,2014-07-01,2015-10-23,10,2015,3
,RNG,10310107,9.5,493,16.43333,0.5780933,2.890467,4,14,2014-06-30,2015-11-05,11,2015,3
,RNG,10310108,7,178,5.933333,1.179775,5.898876,5,14,2014-06-30,2015-11-05,11,2015,3
,RNG,10310109,11.5,295,9.833333,1.169492,5.847458,6,20,2014-08-12,2015-11-04,11,2015,3
,RNG,10310111,4,96,3.2,1.25,6.25,3,6,2015-02-23,2015-11-04,11,2015,3
,RNG,10310113,2,86,2.866667,0.6976745,3.488372,2,4,2015-05-25,2015-08-19,8,2015,3
,RNG,10310114,2,32,1.066667,1.875,9.374999,2,4,2015-05-25,2015-06-26,6,2015,3
,RNG,10310115,3.5,86,2.866667,1.22093,6.104651,2,6,2015-05-25,2015-08-19,8,2015,3
,RNG,10310116,4,86,2.866667,1.395349,6.976745,2,6,2015-05-25,2015-08-19,8,2015,3
,RNG,10310117,3,407,13.56667,0.2211302,1.105651,2,8,2014-07-08,2015-08-19,8,2015,3
,RNG,10310119,6,199,6.633333,0.9045227,4.522614,3,9,2015-05-22,2015-12-07,12,2015,3
,RNG,10310120,5,186,6.2,0.8064516,4.032258,3,7,2015-05-22,2015-11-24,11,2015,3
,RNG,10310123,9,236,7.866667,1.144068,5.720339,4,12,2015-04-15,2015-12-07,12,2015,3
,RNG,10310127,3,235,7.833333,0.3829787,1.914894,2,8,2014-06-27,2015-02-17,2,2015,3
,RNG,10310130,3.5,101,3.366667,1.039604,5.19802,2,8,2014-06-27,2014-10-06,10,2014,3
,RNG,10310132,6,354,11.8,0.5084746,2.542373,3,10,2014-06-27,2015-06-16,6,2015,3
