id,t011_program,t313_wpt_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t008_country,month,year
,Zomba 3,0,0,0,0,0,1,0,3,3,0,152,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,45,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,36,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,78,1,3,9,2014
,Zomba 3,1,0,0,0,0,1,0,1,1,0,,0,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,40,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,84,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,81,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,130.3333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,26.33333,1,3,9,2014
,Zomba 3,1,0,0,0,0,0,0,0,0,0,,0,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,24.75,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,20,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,95,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,83.33334,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,86.66666,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,30.66667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,133.3333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,16.58333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,55,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,70,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,65,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,90,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,103,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,77,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,64,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,36,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,116,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,60,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,60,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,61.66667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,23.75,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,20.83333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,95,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,31.66667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,32.33333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,130,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,200,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,135,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,70,1,3,9,2014
,Zomba 3,1,0,0,0,0,0,0,0,0,0,,0,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,207.5,1,3,9,2014
,Zomba 3,1,0,0,0,0,0,0,0,0,0,,0,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,180,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,130,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,136.5,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,125,1,3,9,2014
,Zomba 3,0,1,1,0,0,1,0,3,3,0,19,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,12,21,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,21,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,68,1,3,9,2014
,Zomba 3,1,0,0,0,0,1,0,3,3,6,,0,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,80,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,185,1,3,1,2012
,Zomba 3,0,0,0,0,0,1,0,3,3,0,25.83333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,17.91667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,124,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,85,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,75.83334,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,70,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,98,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,98,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,12,50,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,27,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,49,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,48.25,1,3,9,2014
,Zomba 3,1,0,1,0,0,1,0,1,3,0,,0,3,9,2014
,Zomba 3,1,0,1,0,0,1,0,3,3,5,,0,3,9,2014
,Zomba 3,1,0,0,0,0,0,0,0,0,0,,0,3,9,2014
,Zomba 3,1,0,0,0,0,0,0,0,0,0,,0,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,137.5,1,3,9,2014
,Zomba 3,1,0,0,0,0,0,0,0,0,0,,0,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,29.33333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,28.33333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,58,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,34,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,33.33333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,14.16667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,78,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,70,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,90,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,62,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,52,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,98,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,291.6667,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,287.5,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,86.66666,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,53.33333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,45,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,52,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,38,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,34,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,20.75,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,22,1,3,9,2014
,Zomba 3,1,0,0,0,0,0,0,0,0,0,,0,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,15.91667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,50.83333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,43.33333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,36.91667,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,10,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,58,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,67.41666,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,80,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,53.5,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,59.33333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,46.33333,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,10,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,69,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,53.16667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,71.33334,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,60.75,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,40,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,30,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,31.5,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,44,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,2,0,150,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,41.66667,1,3,9,2014
,Zomba 3,1,0,1,0,0,1,0,1,1,0,,0,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,50,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,56.25,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,30.83333,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,237,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,30,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,100,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,21.66667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,21.66667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,21.66667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,25,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,10.66667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,25,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,30,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,180,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,56,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,85,1,3,1,2012
,Zomba 4,0,0,0,0,0,1,0,3,3,4,,0,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,10,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,15,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,27.08333,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,33.5,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,13,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,54,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,25,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,24,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,54,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,23.5,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,52.5,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,44,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,20,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,22,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,49,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,50,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,80,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,50,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,15,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,11,19.58333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,12,56.66667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,40,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,20,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,6,0,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,10,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,30,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,16,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,18,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,6,0,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,2,0,16,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,12,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,50,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,2,3,0,35,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,28,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,12.75,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,40,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,2,3,0,50,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,40,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,2,3,0,20,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,2,3,0,22,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,13.5,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,2,3,0,18,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,15,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,2,3,0,27.5,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,15,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,23,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,20,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,40,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,18,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,40,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,18,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,20,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,14,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,20,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,14,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,15,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,26,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,45,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,20,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,21,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,19,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,18,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,19,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,55.33333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,46.66667,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,51.66667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,26,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,18,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,48.33333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,12,28.33333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,23.33333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,15.33333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,22.66667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,40,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,75.33334,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,56,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,50,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,18,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,67.33334,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,102,1,3,9,2014
,Zomba 4,0,1,0,0,0,1,0,3,3,0,50,1,3,10,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,35.33333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,60,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,40,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,40,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,40,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,40,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,20,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,17.91667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,30,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,30,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,53,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,14,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,27,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,46,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,35.5,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,2,2,0,31,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,16,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,20,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,170,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,19,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,36,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,25,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,11,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,12,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,18,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,23,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,24,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,110,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,91.66666,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,31.66667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,67.5,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,20,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,43,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,15.5,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,34,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,66.5,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,13,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,72,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,68,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,27.5,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,26.5,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,12,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,258.3333,1,3,1,2012
,Zomba 3,0,0,0,0,0,1,0,3,3,0,100,1,3,1,2012
,Zomba 3,0,0,0,0,0,1,0,3,3,0,30,1,3,1,2012
,Zomba 3,0,0,0,0,0,1,0,3,3,0,120,1,3,1,2012
,Zomba 3,0,0,0,0,0,1,0,3,3,0,51.66667,1,3,1,2012
,Zomba 3,0,0,0,0,0,1,0,3,3,0,150,1,3,1,2012
,Zomba 3,0,0,0,0,0,1,0,3,3,0,16,1,3,1,2012
,Zomba 3,0,0,0,0,0,1,0,3,3,0,30,1,3,1,2012
,Zomba 3,0,0,0,0,0,1,0,3,3,0,39.58333,1,3,1,2012
,Zomba 3,0,0,0,0,0,1,0,3,3,0,34.16667,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,37.91667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,35.83333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,160,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,30,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,14.25,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,87.5,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,61.66667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,120,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,17.91667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,140,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,96.66666,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,80,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,80,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,86.66666,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,54.66667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,73.33334,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,34.66667,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,55,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,250,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,80,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,47.5,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,2,0,35,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,53.33333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,73.33334,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,63.33333,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,70,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,66.66666,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,70,1,3,9,2014
,Zomba 3,0,1,1,0,0,1,0,3,3,0,45,1,3,9,2014
,Zomba 3,0,1,Don't know,0,0,1,0,3,3,12,40,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,56.25,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,52,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,65,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,110,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,25,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,100,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,150,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,50,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,110,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,70,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,50,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,33,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,0,30,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,80,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,28,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,125,1,3,9,2014
,Zomba 3,0,0,1,0,0,1,0,3,3,9,24,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,42,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,28,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,48,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,38,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,60,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,20,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,120,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,110,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,30,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,254.1667,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,325.4167,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,189.3333,1,3,9,2014
,Zomba 3,0,0,0,0,0,0,0,0,0,0,,0,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,12,41.83333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,26,1,3,9,2014
,Zomba 3,0,1,0,0,0,1,0,3,3,0,58,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,29,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,44,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,11,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,34,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,38,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,20.33333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,24.75,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,85,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,33.33333,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,21,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,23,1,3,9,2014
,Zomba 3,0,0,0,0,0,1,0,3,3,0,21,1,3,1,2012
,Zomba 3,0,0,0,0,0,1,0,3,3,0,13,1,3,1,2012
,Zomba 3,0,0,0,0,0,1,0,3,3,0,18,1,3,1,2012
,Zomba 3,0,0,0,0,0,1,0,3,3,0,18,1,3,1,2012
,Zomba 3,0,0,0,0,0,1,0,3,3,0,18,1,3,1,2012
