id,t011_prgrm,pas_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t009_country,month,year,t005_today
,BGM2,0,,1,,,1,,3,3,,3,,1,3,2015,21mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,21mar2015
,BGM2,1,,1,,,1,,3,3,,12,1,1,3,2015,21mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,21mar2015
,BGM2,1,,,,,1,,2,3,,12,1,1,3,2015,24mar2015
,BGM2,1,,1,,,1,,3,3,,12,1,1,3,2015,25mar2015
,BGM2,1,,,,,1,,3,3,,10,1,1,3,2015,25mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,25mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,0,,,,,1,,3,3,,4.333333333,,1,2,2015,25-Feb-15
,BGM2,0,0,,,,,,,,,,,1,2,2015,25-Feb-15
,BGM2,0,0,,,,,,,,,,,1,2,2015,25-Feb-15
,BGM2,0,,,,,0,,,,,,,1,2,2015,25-Feb-15
,BGM2,0,,,,,1,,2,2,,6,,1,2,2015,25-Feb-15
,BGM2,1,,,,,1,,3,3,,18,1,1,2,2015,25-Feb-15
,BGM2,0,,,,,0,,,,,,,1,2,2015,25-Feb-15
,BGM2,1,,,,,1,,3,3,,10,1,1,2,2015,25-Feb-15
,BGM2,0,0,,,,,,,,,,,1,3,2015,25mar2015
,BGM2,1,,,,,1,,3,3,,10,1,1,3,2015,25mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,25mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,23mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,23mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,23mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,23mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,23mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,23mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,23mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,23mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,23mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,23mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,23mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,23mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,23mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,23mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,25mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,25mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,25mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,25mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,1,,1,,,1,,3,3,,12,1,1,3,2015,25mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,25mar2015
,BGM2,1,,,,,1,,3,2,,13,1,1,3,2015,20mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,20mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,20mar2015
,BGM2,0,,,,,1,,3,3,,3.333333333,,1,3,2015,20mar2015
,BGM2,0,,,,,1,,3,3,,6.5,,1,3,2015,20mar2015
,BGM2,1,,1,,,1,,3,3,,10.66666667,1,1,3,2015,19mar2015
,BGM2,0,,,,,1,,3,3,,4.25,,1,3,2015,19mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,19mar2015
,BGM2,0,,,,,1,,3,3,,3.5,,1,3,2015,19mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,19mar2015
,BGM2,0,,,1,1,1,,3,3,,1,,1,3,2015,29mar2015
,BGM2,0,,,1,1,1,,2,2,,1,,1,3,2015,29mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,20mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,20mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,20mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,30mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,20mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,20mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,20mar2015
,BGM2,1,,,,,1,,2,3,,35,1,1,3,2015,20mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,20mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,21mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,22mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,22mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,22mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,22mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,22mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,22mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,22mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,22mar2015
,BGM2,1,,1,,,1,,3,3,,100,1,1,3,2015,22mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,30mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,30mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,30mar2015
,BGM2,1,,1,,,1,,3,3,,15,1,1,3,2015,24mar2015
,BGM2,1,,1,,,1,,3,3,,20,1,1,3,2015,24mar2015
,BGM2,0,,1,,,1,,3,3,,1,,1,3,2015,24mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,24mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,24mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,24mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,24mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,24mar2015
,BGM2,1,,1,,,1,,3,3,,10,1,1,3,2015,24mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,24mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,24mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,30mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,30mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,30mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,28mar2015
,BGM2,0,,1,,,1,,3,3,,7.5,,1,3,2015,28mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,28mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,28mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,19mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,19mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,23mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,29mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,29mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,23mar2015
,BGM2,1,,1,,,1,,3,3,,50,1,1,3,2015,23mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,24mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,24mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,24mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,24mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,24mar2015
,BGM2,1,,1,,,1,,3,3,,40,1,1,3,2015,25mar2015
,BGM2,0,,1,,,1,,2,3,,4.75,,1,3,2015,25mar2015
,BGM2,0,,,,,1,,2,3,,2.75,,1,3,2015,25mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,24mar2015
,BGM2,1,,1,,,1,,3,3,,20,1,1,3,2015,24mar2015
,BGM2,1,,1,,,1,,3,3,,15,1,1,3,2015,24mar2015
,BGM2,1,,1,,,1,,3,3,,10,1,1,3,2015,24mar2015
,BGM2,0,,1,,,1,,3,3,,2,,1,3,2015,24mar2015
,BGM2,1,,1,,,1,,3,3,,10,1,1,3,2015,24mar2015
,BGM2,1,,1,,,1,,3,3,,20,1,1,3,2015,24mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,24mar2015
,BGM2,0,,1,,,1,,3,3,,2,,1,3,2015,24mar2015
,BGM2,0,,1,,,1,,3,3,,4.25,,1,4,2015,13-Apr-15
,BGM2,0,,1,,,1,,2,3,,6,,1,3,2015,27mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,27mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,24mar2015
,BGM2,1,,1,,,1,,3,3,,20,1,1,3,2015,20mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,12mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,19mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,20mar2015
,BGM2,1,,1,,,1,,3,3,,10,1,1,3,2015,20mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,19mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,19mar2015
,BGM2,1,,1,,,1,,3,3,,10,1,1,3,2015,19mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,11mar2015
,BGM2,0,,,,,1,,3,3,,5,,1,3,2015,28mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,28mar2015
,BGM2,1,,1,,,1,,3,3,,15,1,1,3,2015,28mar2015
,BGM2,1,,1,,,1,,3,3,,18,1,1,3,2015,28mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,28mar2015
,BGM2,1,,1,,,1,,3,3,,15,1,1,3,2015,28mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,28mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,28mar2015
,BGM2,1,,1,,,1,,3,3,,20,1,1,3,2015,28mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,23mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,23mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,23mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,23mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,20mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,20mar2015
,BGM2,0,,1,,,1,,2,3,,7,,1,3,2015,20mar2015
,BGM2,0,,1,,,1,,3,3,,4,,1,3,2015,20mar2015
,BGM2,0,,1,,,1,,2,3,,9,,1,3,2015,24mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,24mar2015
,BGM2,0,,1,,,1,,3,3,,4,,1,3,2015,24mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,24mar2015
,BGM2,0,,,,,1,,3,3,,4,,1,3,2015,24mar2015
,BGM2,1,,,,,1,,3,3,,100,1,1,3,2015,30mar2015
,BGM2,0,,1,,,0,,,,,,,1,2,2015,26-Feb-15
,BGM2,0,,1,,,0,,,,,,,1,3,2015,30mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,30mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,29mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,30mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,30mar2015
,BGM2,0,,,1,1,1,,3,3,,7,,1,3,2015,30mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,30mar2015
,BGM2,1,,,,,1,,2,2,,60,1,1,3,2015,25mar2015
,BGM2,1,,1,,,1,,3,3,,10,1,1,3,2015,25mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,1,,1,,,1,,3,3,,20,1,1,3,2015,25mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,1,,1,,,1,,3,3,,10,1,1,3,2015,26mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,26mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,26mar2015
,BGM2,1,,1,,,1,,3,3,,10,1,1,3,2015,27mar2015
,BGM2,1,,,,,1,,2,3,,40,1,1,3,2015,23mar2015
,BGM2,1,,,,,1,,3,3,,22.5,1,1,3,2015,23mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,23mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,30mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,30mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,30mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,30mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,25mar2015
,BGM2,1,,1,,,1,,3,3,,10,1,1,3,2015,30mar2015
,BGM2,0,,1,,,1,,3,3,,1,,1,3,2015,30mar2015
,BGM2,1,,1,,,1,,3,3,,10,1,1,3,2015,30mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,30mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,30mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,30mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,30mar2015
,BGM2,1,,1,,,1,,3,3,,10,1,1,3,2015,30mar2015
,BGM2,1,,1,,,1,,3,3,,47.5,1,1,3,2015,06mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,1,,,,,1,,3,3,,23.66666667,1,1,3,2015,06mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,1,,,1,1,1,,2,2,,54.5,1,1,3,2015,16mar2015
,BGM2,1,,,,,1,,3,3,,18.33333333,1,1,3,2015,06mar2015
,BGM2,0,,,,,1,,2,3,,4.666666667,,1,3,2015,06mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,,,,1,,3,3,,3,,1,3,2015,06mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,1,,,1,,3,3,,8,,1,3,2015,06mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,1,,1,,,1,,2,3,,30,1,1,3,2015,06mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,06mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,1,,,1,,3,3,,1,,1,3,2015,06mar2015
,BGM2,1,,1,,,1,,3,3,,26,1,1,3,2015,06mar2015
,BGM2,0,,,,,1,,3,3,,2,,1,3,2015,06mar2015
,BGM2,1,,1,,,1,,3,3,,10,1,1,3,2015,06mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,12mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,06mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,06mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,06mar2015
,BGM2,0,,1,,,1,,3,3,,1,,1,3,2015,06mar2015
,BGM2,0,,,,,1,,3,3,,2,,1,3,2015,06mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,1,,1,,,1,,3,3,,10,1,1,4,2015,11-Apr-15
,BGM2,0,,,,,0,,,,,,,1,4,2015,11-Apr-15
,BGM2,0,,,,,0,,,,,,,1,4,2015,11-Apr-15
,BGM2,0,,,,,0,,,,,,,1,4,2015,11-Apr-15
,BGM2,0,,,,,0,,,,,,,1,4,2015,11-Apr-15
,BGM2,0,,,,,0,,,,,,,1,4,2015,11-Apr-15
,BGM2,1,,1,,,1,,3,3,,10.5,1,1,4,2015,11-Apr-15
,BGM2,1,,,,,1,,3,3,,12.66666667,1,1,4,2015,11-Apr-15
,BGM2,0,,,,,0,,,,,,,1,4,2015,11-Apr-15
,BGM2,0,0,,,,,,,,,,,1,3,2015,11mar2015
,BGM2,1,,1,,,1,,2,3,,16.25,1,1,3,2015,11mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,11mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,11mar2015
,BGM2,0,,1,,,1,,2,3,,1,,1,3,2015,11mar2015
,BGM2,0,,1,,,1,,3,2,,4,,1,3,2015,11mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,11mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,11mar2015
,BGM2,0,,,,,1,,3,3,,5.333333333,,1,3,2015,23mar2015
,BGM2,1,,,,,1,,3,3,,12.66666667,1,1,3,2015,09mar2015
,BGM2,1,,,,,1,,3,3,,10,1,1,3,2015,23mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,23mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,23mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,23mar2015
,BGM2,0,,1,,,1,,3,3,,5.5,,1,3,2015,16mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,16mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,16mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,16mar2015
,BGM2,0,,1,,,1,,3,3,,7.5,,1,3,2015,06mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,22mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,1,,1,,,1,,3,3,,19,1,1,3,2015,22mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,22mar2015
,BGM2,1,,,,,1,,3,3,,16.66666667,1,1,3,2015,08mar2015
,BGM2,0,,,,,1,,3,3,,6.666666667,,1,3,2015,08mar2015
,BGM2,0,,,,,1,,3,3,,6,,1,3,2015,08mar2015
,BGM2,0,,,,,1,,3,3,,5.25,,1,3,2015,08mar2015
,BGM2,0,,,,,1,,3,3,5,,,1,3,2015,08mar2015
,BGM2,1,,1,,,1,,3,3,,30,1,1,3,2015,13mar2015
,BGM2,1,,1,,,1,,3,3,,10.83333333,1,1,3,2015,13mar2015
,BGM2,1,,1,,,1,,3,3,,15,1,1,3,2015,13mar2015
,BGM2,1,,1,,,1,,3,3,,12,1,1,3,2015,11mar2015
,BGM2,0,,1,,,1,,3,3,,2,,1,3,2015,11mar2015
,BGM2,0,,1,,,1,,2,1,,,,1,3,2015,11mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,11mar2015
,BGM2,1,,,,,1,,3,3,,16.66666667,1,1,2,2015,25-Feb-15
,BGM2,1,,1,,,1,,3,3,,23.75,1,1,3,2015,26mar2015
,BGM2,0,,1,,,1,,3,3,,5.25,,1,2,2015,25-Feb-15
,BGM2,0,,,,,1,,2,3,,7,,1,2,2015,25-Feb-15
,BGM2,0,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,BGM2,0,,1,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,06mar2015
,BGM2,1,,1,,,1,,2,3,,10,1,1,3,2015,06mar2015
,BGM2,0,,,,,1,,3,3,,1,,1,3,2015,06mar2015
,BGM2,0,,1,,,1,,3,3,,1,,1,3,2015,06mar2015
,BGM2,0,,1,,,1,,3,3,,1,,1,3,2015,06mar2015
,BGM2,0,,,,,1,,3,3,,5,,1,3,2015,06mar2015
,BGM2,1,,,,,1,,2,2,,25,1,1,3,2015,06mar2015
,BGM2,0,,,,,1,,3,3,,5,,1,3,2015,11mar2015
,BGM2,1,,,,,1,,2,3,,17,1,1,2,2015,25-Feb-15
,BGM2,0,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,BGM2,0,,1,,,1,,2,3,,7.25,,1,2,2015,25-Feb-15
,BGM2,0,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,BGM2,0,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,BGM2,0,,1,,,0,,,,,,,1,3,2015,13mar2015
,BGM2,1,,1,,,1,,3,3,,10.5,1,1,2,2015,25-Feb-15
,BGM2,1,,1,,,1,,2,3,,12,1,1,2,2015,25-Feb-15
,BGM2,0,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,BGM2,1,,1,,,1,,3,3,,26.25,1,1,3,2015,13mar2015
,BGM2,1,,1,,,1,,3,3,,15,1,1,3,2015,13mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,13mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,13mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,13mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,13mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,13mar2015
,BGM2,0,,1,,,1,,2,3,,6.5,,1,3,2015,13mar2015
,BGM2,1,,1,,,1,,3,3,,14.25,1,1,3,2015,21mar2015
,BGM2,0,,1,,,1,,3,3,,2.75,,1,3,2015,21mar2015
,BGM2,1,,1,,,1,,3,3,,23.75,1,1,3,2015,21mar2015
,BGM2,0,,1,,,1,,3,3,,4.5,,1,3,2015,21mar2015
,BGM2,1,,1,,,1,,3,3,,27.5,1,1,3,2015,21mar2015
,BGM2,0,0,,,,,,,,,,,1,3,2015,21mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,08mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,08mar2015
,BGM2,1,,,,,1,,3,3,,11.25,1,1,3,2015,08mar2015
,BGM2,1,,,,,1,,2,3,,13.33333333,1,1,3,2015,04mar2015
,BGM2,1,,1,,,1,,3,3,,11.25,1,1,3,2015,04mar2015
,BGM2,1,,1,,,1,,3,3,,19,1,1,2,2015,28-Feb-15
,BGM2,1,,1,,,1,,3,3,,33.75,1,1,3,2015,21mar2015
,BGM2,1,,1,,,1,,3,3,,29.5,1,1,2,2015,28-Feb-15
,BGM2,1,,,,,1,,3,3,,13.5,1,1,2,2015,25-Feb-15
,BGM2,0,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,BGM2,1,,,,,1,,3,3,,11.66666667,1,1,2,2015,25-Feb-15
,BGM2,0,,1,,,1,,3,3,,20,0,1,3,2015,27mar2015
,BGM2,1,,1,,,1,,3,3,,15,1,1,3,2015,27mar2015
,BGM2,1,,,,,1,,3,3,,16.25,1,1,3,2015,04mar2015
,BGM2,1,,,,,1,,3,3,,18.25,1,1,3,2015,04mar2015
,BGM2,1,,,,,1,,2,2,,12.75,1,1,3,2015,04mar2015
,BGM2,0,,,,,1,,2,3,,4,,1,3,2015,04mar2015
,BGM2,1,,,,,1,,3,3,,11.5,1,1,2,2015,25-Feb-15
,BGM2,1,,1,,,1,,2,2,,12.33333333,1,1,2,2015,25-Feb-15
,BGM2,0,,,,,1,,2,2,,5.25,,1,2,2015,25-Feb-15
,BGM2,0,,,,,0,,,,,,,1,2,2015,25-Feb-15
,BGM2,1,,,,,1,,2,3,,16.66666667,1,1,2,2015,25-Feb-15
,BGM2,1,,,,,1,,2,3,,18.33333333,1,1,2,2015,25-Feb-15
,BGM2,0,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,BGM2,0,,,,,1,,3,2,,8.25,,1,2,2015,25-Feb-15
,BGM2,0,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,BGM2,1,,,,,1,,3,3,,18.66666667,1,1,2,2015,25-Feb-15
,BGM2,1,,1,,,1,,3,3,,17,1,1,2,2015,25-Feb-15
,BGM2,1,,1,,,1,,3,2,,12.75,1,1,2,2015,25-Feb-15
,BGM2,1,,1,,,1,,3,3,,11.5,1,1,2,2015,28-Feb-15
,BGM2,0,,1,,,1,,3,3,,2.75,,1,2,2015,28-Feb-15
,BGM2,1,,1,,,1,,3,3,,14.25,1,1,2,2015,28-Feb-15
,BGM2,0,,1,,,1,,3,3,,7.5,,1,2,2015,28-Feb-15
,BGM2,1,,1,,,1,,3,3,,38.75,1,1,2,2015,28-Feb-15
,BGM2,0,0,,,,,,,,,,,1,3,2015,08mar2015
,BGM2,0,,,,,1,,3,3,3,,,1,2,2015,25-Feb-15
,BGM2,1,,,,,1,,2,3,,11.66666667,1,1,2,2015,25-Feb-15
,BGM2,1,,,,,1,,3,3,,11.66666667,1,1,3,2015,08mar2015
,BGM2,1,,,,,1,,3,3,,10.75,1,1,3,2015,08mar2015
,BGM2,0,,,,,1,,3,3,,3.5,,1,3,2015,08mar2015
,BGM2,0,,,,,1,,3,3,,6.333333333,,1,3,2015,08mar2015
,BGM2,1,,,,,1,,3,3,,11.33333333,1,1,3,2015,08mar2015
,BGM2,1,,1,,,1,,3,3,,14.25,1,1,3,2015,08mar2015
,BGM2,1,,1,,,1,,3,3,,10,1,1,3,2015,27mar2015
,BGM2,1,,1,,,1,,3,3,,30,1,1,3,2015,27mar2015
,BGM2,1,,1,,,1,,3,3,,30,1,1,3,2015,27mar2015
,BGM2,1,,,,,1,,3,3,,12,1,1,3,2015,08mar2015
,BGM2,1,,,,,1,,2,3,,10.5,1,1,3,2015,08mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,08mar2015
,BGM2,0,,1,,,1,,3,3,,6,,1,3,2015,08mar2015
,BGM2,1,,,,,1,,3,3,,11.5,1,1,3,2015,04mar2015
,BGM2,1,,,,,1,,2,3,,12.33333333,1,1,3,2015,04mar2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015,04mar2015
,BGM2,0,,1,,,1,,2,2,,4.333333333,,1,3,2015,04mar2015
,BGM2,0,,,,,1,,2,2,,3,,1,3,2015,04mar2015
,BGM2,0,,,,,0,,,,,,,1,3,2015,04mar2015
,BGM2,1,,,,,1,,3,3,,15,1,1,3,2015,27mar2015
,BGM2,1,,1,,,1,,3,3,,15,1,1,3,2015,27mar2015
,BGM2,1,,,,,1,,3,3,,18,1,1,2,2015,25-Feb-15
,BGM2,0,,,,,1,,3,3,,3,,1,2,2015,25-Feb-15
,BGM2,0,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,BGM2,1,,,,,1,,3,3,,11.25,1,1,2,2015,25-Feb-15
