id,t011_prgrm,pas_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t009_country,month,year,t005_today
,TNZ,1,,1,,,1,,2,3,,41.66666667,1,1,10,2015,12oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,10oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,10oct2015
,TNZ,1,,1,,,1,,3,3,,41.66666667,1,1,10,2015,10oct2015
,TNZ,0,0,,,,,,,,,,,1,10,2015,14oct2015
,TNZ,1,,,,,1,,3,3,,11,1,1,10,2015,11oct2015
,TNZ,1,,1,,,1,,2,3,,14.25,1,1,10,2015,03oct2015
,TNZ,0,,,,,1,,3,3,,2.75,,1,10,2015,02oct2015
,TNZ,1,,,,,1,,3,3,,10.5,1,1,10,2015,02oct2015
,TNZ,0,,,,,1,,3,3,,9,,1,10,2015,02oct2015
,TNZ,1,,,,,1,,3,3,,11,1,1,10,2015,02oct2015
,TNZ,1,,,,,1,,3,3,,23.25,1,1,9,2015,30-Sep-15
,TNZ,1,,,,,1,,2,3,,11.25,1,1,9,2015,30-Sep-15
,TNZ,0,,,1,1,0,,,,,,,1,9,2015,30-Sep-15
,TNZ,1,,,,,1,,2,3,,20,1,1,9,2015,30-Sep-15
,TNZ,0,,,,,1,,3,3,,8.5,,1,9,2015,30-Sep-15
,TNZ,0,0,,,,,,,,,,,1,9,2015,30-Sep-15
,TNZ,0,,,,,1,,2,3,,4.5,,1,9,2015,30-Sep-15
,TNZ,1,,,,,1,,3,3,,11.75,1,1,10,2015,10oct2015
,TNZ,1,,,,,1,,3,3,,10.5,1,1,10,2015,10oct2015
,TNZ,1,,,,,1,,3,3,,10.75,1,1,10,2015,10oct2015
,TNZ,1,,,,,1,,3,3,,10.5,1,1,10,2015,10oct2015
,TNZ,0,,,1,1,1,,3,3,,2.75,,1,10,2015,10oct2015
,TNZ,1,,,,,1,,3,3,,13.75,1,1,10,2015,10oct2015
,TNZ,1,,,,,1,,3,3,,10.5,1,1,10,2015,10oct2015
,TNZ,0,,,,,1,,3,3,,4.5,,1,10,2015,09oct2015
,TNZ,1,,1,,,1,,3,3,,10.5,1,1,10,2015,11oct2015
,TNZ,1,,,,,1,,3,3,,15.5,1,1,10,2015,11oct2015
,TNZ,1,,,,,1,,3,3,,10.25,1,1,10,2015,11oct2015
,TNZ,1,,,1,1,1,,3,3,,10,1,1,10,2015,11oct2015
,TNZ,1,,,,,1,,3,2,,13,1,1,10,2015,27oct2015
,TNZ,1,,,,,1,,3,3,,18,1,1,10,2015,27oct2015
,TNZ,1,,,,,1,,3,3,,11.5,1,1,10,2015,06oct2015
,TNZ,1,,,,,1,,3,3,,10.5,1,1,10,2015,06oct2015
,TNZ,1,,,,,1,,3,3,,13.5,1,1,10,2015,06oct2015
,TNZ,1,,,,,1,,3,3,,10.5,1,1,10,2015,06oct2015
,TNZ,1,,1,,,1,,3,3,,11.5,1,1,10,2015,06oct2015
,TNZ,1,,1,,,1,,3,3,,12.25,1,1,10,2015,08oct2015
,TNZ,1,,,,,1,,3,3,,11.75,1,1,10,2015,08oct2015
,TNZ,0,0,,,,,,,,,,,1,10,2015,08oct2015
,TNZ,0,,,,,1,,3,3,,5.75,,1,10,2015,08oct2015
,TNZ,1,,,,,1,,3,3,,10.5,1,1,10,2015,08oct2015
,TNZ,0,,,,,1,,1,2,,,,1,10,2015,02oct2015
,TNZ,1,,,,,1,,3,3,,10.5,1,1,10,2015,02oct2015
,TNZ,1,,,,,1,,2,3,,23.25,1,1,10,2015,01oct2015
,TNZ,1,,,,,1,,2,3,,10.5,1,1,10,2015,01oct2015
,TNZ,1,,,,,1,,3,3,,10.5,1,1,10,2015,09oct2015
,TNZ,0,,,,,1,,3,3,,5.5,,1,10,2015,09oct2015
,TNZ,0,,,,,1,,3,3,,6.5,,1,10,2015,09oct2015
,TNZ,0,,,,,1,,3,3,,3.75,,1,10,2015,09oct2015
,TNZ,1,,,,,1,,2,3,,24.75,1,1,10,2015,01oct2015
,TNZ,1,,1,,,1,,2,3,,11.75,1,1,10,2015,01oct2015
,TNZ,0,,,,,0,,,,,,,1,10,2015,05oct2015
,TNZ,1,,1,,,1,,3,3,,11,1,1,10,2015,05oct2015
,TNZ,1,,1,,,1,,3,3,,10.66666667,1,1,10,2015,05oct2015
,TNZ,0,,1,,,1,,2,3,,4.666666667,,1,10,2015,06oct2015
,TNZ,0,,1,,,1,,3,3,,2,,1,10,2015,06oct2015
,TNZ,0,,,0,,1,,3,3,,1,,1,10,2015,06oct2015
,TNZ,1,,1,,,1,,2,3,,11.66666667,1,1,10,2015,06oct2015
,TNZ,1,,1,,,1,,3,3,,11,1,1,10,2015,03oct2015
,TNZ,1,,,,,1,,2,3,,10,1,1,10,2015,03oct2015
,TNZ,0,,,,,1,,3,3,,5,,1,10,2015,03oct2015
,TNZ,1,,1,,,1,,3,3,,16,1,1,9,2015,30-Sep-15
,TNZ,0,,1,,,1,,3,3,,1,,1,10,2015,01oct2015
,TNZ,0,,1,,,1,,3,3,,2,,1,10,2015,01oct2015
,TNZ,0,,1,,,1,,3,3,,1,,1,10,2015,01oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,01oct2015
,TNZ,0,,1,,,1,,3,3,,3,,1,10,2015,01oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,01oct2015
,TNZ,0,,1,,,1,,3,3,,5,,1,10,2015,01oct2015
,TNZ,0,,1,,,1,,3,3,,4,,1,10,2015,01oct2015
,TNZ,1,,1,,,1,,3,3,,12.25,1,1,10,2015,01oct2015
,TNZ,1,,1,,,1,,3,3,,10.66666667,1,1,10,2015,01oct2015
,TNZ,0,,1,,,1,,3,3,,8,,1,9,2015,30-Sep-15
,TNZ,0,,1,,,1,,3,3,,4,,1,9,2015,30-Sep-15
,TNZ,0,,1,,,1,,3,3,,2,,1,9,2015,30-Sep-15
,TNZ,1,,1,,,1,,3,3,,10.66666667,1,1,9,2015,30-Sep-15
,TNZ,1,,1,,,1,,2,3,,10.33333333,1,1,9,2015,30-Sep-15
,TNZ,0,,1,,,0,,,,,,,1,9,2015,30-Sep-15
,TNZ,0,,1,,,1,,3,3,,3,,1,9,2015,30-Sep-15
,TNZ,0,,1,,,0,,,,,,,1,9,2015,30-Sep-15
,TNZ,1,,1,,,1,,3,3,,11.33333333,1,1,9,2015,30-Sep-15
,TNZ,0,,1,,,0,,,,,,,1,10,2015,03oct2015
,TNZ,1,,1,,,1,,3,3,,12,1,1,10,2015,03oct2015
,TNZ,1,,1,,,1,,3,3,,12,1,1,10,2015,03oct2015
,TNZ,0,,,0,,1,,2,3,,6,,1,10,2015,03oct2015
,TNZ,0,0,,,,,,,,,,,1,10,2015,03oct2015
,TNZ,0,,1,,,1,,2,3,,4,,1,10,2015,03oct2015
,TNZ,0,,,,,0,,,,,,,1,10,2015,06oct2015
,TNZ,1,,1,,,1,,2,3,,13,1,1,10,2015,06oct2015
,TNZ,1,,1,,,1,,3,3,,13.66666667,1,1,10,2015,06oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,06oct2015
,TNZ,1,,1,,,1,,3,3,,10.66666667,1,1,10,2015,06oct2015
,TNZ,1,,1,,,1,,3,3,,16.66666667,1,1,10,2015,08oct2015
,TNZ,1,,1,,,1,,3,3,,10.66666667,1,1,10,2015,08oct2015
,TNZ,0,,1,,,1,,2,3,,5,,1,10,2015,08oct2015
,TNZ,0,,1,,,1,,3,3,,4.333333333,,1,10,2015,08oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,07oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,07oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,08oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,06oct2015
,TNZ,0,,,,,1,,2,3,,6,,1,10,2015,06oct2015
,TNZ,0,,,0,,1,,1,1,,,,1,10,2015,07oct2015
,TNZ,1,,1,,,1,,2,3,,12.66666667,1,1,10,2015,02oct2015
,TNZ,0,,1,,,1,,1,1,,,,1,10,2015,01oct2015
,TNZ,1,,1,,,1,,2,3,,11,1,1,10,2015,01oct2015
,TNZ,0,,1,,,1,,3,3,,6,,1,10,2015,02oct2015
,TNZ,0,,1,,,1,,2,3,,7.75,,1,10,2015,02oct2015
,TNZ,1,,1,,,1,,2,3,,13,1,1,10,2015,02oct2015
,TNZ,0,,,0,,1,,2,3,,2,,1,10,2015,02oct2015
,TNZ,0,,1,,,1,,2,3,,2,,1,10,2015,02oct2015
,TNZ,1,,1,,,1,,2,3,,12.66666667,1,1,10,2015,07oct2015
,TNZ,1,,1,,,1,,3,3,,40.83333333,1,1,10,2015,08oct2015
,TNZ,1,,1,,,1,,3,3,,30.83333333,1,1,10,2015,08oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,08oct2015
,TNZ,1,,1,,,1,,3,3,,20.83333333,1,1,1,2012,03-Jan-12
,TNZ,1,,1,,,1,,3,3,,15.41666667,1,1,1,2012,03-Jan-12
,TNZ,1,,1,,,1,,3,3,,15.83333333,1,1,1,2012,03-Jan-12
,TNZ,1,,1,,,1,,3,3,,10.41666667,1,1,1,2012,03-Jan-12
,TNZ,1,,1,,,1,,3,3,,21.66666667,1,1,1,2012,03-Jan-12
,TNZ,1,,1,,,1,,3,3,,21.66666667,1,1,10,2015,07oct2015
,TNZ,1,,1,,,1,,3,2,,28.41666667,1,1,1,2012,02-Jan-12
,TNZ,1,,1,,,1,,3,3,,15.83333333,1,1,10,2015,07oct2015
,TNZ,1,,1,,,1,,3,3,,20.83333333,1,1,10,2015,07oct2015
,TNZ,0,,1,,,1,,3,3,,1,,1,1,2012,01-Jan-12
,TNZ,0,0,,,,,,,,,,,1,1,2012,01-Jan-12
,TNZ,0,,1,,,1,,3,3,,5,,1,1,2012,01-Jan-12
,TNZ,1,,,,,1,,3,3,,40,1,1,10,2015,08oct2015
,TNZ,0,,1,,,0,,,,,,,1,1,2012,02-Jan-12
,TNZ,1,,1,,,1,,3,3,,30.83333333,1,1,1,2012,02-Jan-12
,TNZ,0,0,,,,,,,,,,,1,1,2012,02-Jan-12
,TNZ,1,,1,,,1,,3,3,11,18.41666667,1,1,1,2012,02-Jan-12
,TNZ,1,,1,,,1,,3,3,,21.66666667,1,1,10,2015,09oct2015
,TNZ,1,,1,,,1,,3,3,,16.66666667,1,1,10,2015,09oct2015
,TNZ,0,,1,,,1,,3,2,,5,,1,10,2015,07oct2015
,TNZ,0,,1,,,1,,3,2,,5,,1,10,2015,07oct2015
,TNZ,1,,1,,,1,,3,3,,15.41666667,1,1,10,2015,09oct2015
,TNZ,1,,1,,,1,,3,3,,31.66666667,1,1,10,2015,09oct2015
,TNZ,1,,1,,,1,,3,3,,15.41666667,1,1,10,2015,09oct2015
,TNZ,1,,,,,1,,3,3,,21.66666667,1,1,10,2015,09oct2015
,TNZ,1,,1,,,1,,3,3,,23.33333333,1,1,1,2012,01-Jan-12
,TNZ,0,,1,,,1,,2,3,,5,,1,1,2012,01-Jan-12
,TNZ,1,,1,,,1,,2,2,,23.33333333,1,1,1,2012,01-Jan-12
,TNZ,1,,1,,,1,,3,3,,20.83333333,1,1,1,2012,01-Jan-12
,TNZ,0,,1,,,1,,2,1,,,,1,1,2012,01-Jan-12
,TNZ,1,,1,,,1,,3,3,,15.41666667,1,1,10,2015,08oct2015
,TNZ,1,,1,,,1,,3,3,,15.41666667,1,1,10,2015,08oct2015
,TNZ,1,,1,,,1,,2,3,,31.66666667,1,1,1,2012,02-Jan-12
,TNZ,0,,1,,,1,,2,3,,9,,1,10,2015,03oct2015
,TNZ,0,,1,,,1,,3,3,,3,,1,10,2015,03oct2015
,TNZ,0,,1,,,1,,3,3,,2,,1,10,2015,03oct2015
,TNZ,1,,1,,,1,,3,3,,19.25,1,1,10,2015,03oct2015
,TNZ,0,,1,,,1,,3,3,11,1,,1,10,2015,01oct2015
,TNZ,1,,1,,,1,,3,3,,20,1,1,10,2015,01oct2015
,TNZ,0,1,1,,,0,,,,,,,1,10,2015,01oct2015
,TNZ,1,,1,,,1,,3,3,,15.83333333,1,1,10,2015,01oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,01oct2015
,TNZ,0,,1,,,1,,3,3,,8,,1,10,2015,01oct2015
,TNZ,1,,,1,1,1,,3,3,,60,1,1,9,2015,30-Sep-15
,TNZ,0,,1,,,1,,3,3,9,1,,1,9,2015,30-Sep-15
,TNZ,1,,1,,,1,,3,3,,26.25,1,1,9,2015,30-Sep-15
,TNZ,0,,1,,,0,,,,,,,1,9,2015,30-Sep-15
,TNZ,1,,1,,,1,,3,3,,19.58333333,1,1,9,2015,30-Sep-15
,TNZ,0,,1,,,1,,2,3,10,3.333333333,,1,9,2015,30-Sep-15
,TNZ,1,,1,,,1,,3,3,,38.33333333,1,1,9,2015,30-Sep-15
,TNZ,0,,1,,,1,,3,3,,7,,1,9,2015,30-Sep-15
,TNZ,0,,,,,1,,3,3,,8.25,,1,9,2015,30-Sep-15
,TNZ,0,,1,,,1,,3,3,8,,,1,9,2015,30-Sep-15
,TNZ,0,,1,,,1,,3,3,,6,,1,10,2015,03oct2015
,TNZ,0,1,1,,,1,,3,3,5,,,1,10,2015,03oct2015
,TNZ,1,,1,,,1,,3,3,,12,1,1,10,2015,01oct2015
,TNZ,0,,1,,,1,,3,3,10,7.166666667,,1,10,2015,01oct2015
,TNZ,1,,1,,,1,,3,3,,22.5,1,1,10,2015,01oct2015
,TNZ,0,,1,,,1,,3,3,,9,,1,10,2015,03oct2015
,TNZ,1,,1,,,1,,3,3,,23.33333333,1,1,10,2015,02oct2015
,TNZ,1,,1,,,1,,3,3,,16.25,1,1,10,2015,02oct2015
,TNZ,0,,1,,,1,,1,2,,,,1,9,2015,30-Sep-15
,TNZ,1,,1,,,1,,3,3,,20,1,1,10,2015,02oct2015
,TNZ,0,,1,,,1,,3,3,,5,,1,10,2015,02oct2015
,TNZ,0,,1,,,1,,3,3,,6.166666667,,1,10,2015,02oct2015
,TNZ,1,,1,,,1,,3,3,,15.83333333,1,1,10,2015,02oct2015
,TNZ,0,,1,,,1,,1,2,,,,1,10,2015,02oct2015
,TNZ,0,,1,,,1,,1,2,,,,1,10,2015,03oct2015
,TNZ,0,,1,,,1,,3,3,,3,,1,10,2015,03oct2015
,TNZ,0,,1,,,1,,3,3,,1,,1,10,2015,03oct2015
,TNZ,0,,1,,,1,,3,3,,2,,1,10,2015,04oct2015
,TNZ,1,,1,,,1,,3,3,,70,1,1,10,2015,09oct2015
,TNZ,0,,1,,,1,,3,3,,3,,1,10,2015,10oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,10oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,10oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,07oct2015
,TNZ,0,,1,,,1,,3,3,,8,,1,10,2015,07oct2015
,TNZ,0,,1,,,1,,3,3,,3,,1,10,2015,07oct2015
,TNZ,0,,1,,,1,,3,3,,2,,1,10,2015,07oct2015
,TNZ,0,,1,,,1,,3,3,,5,,1,10,2015,07oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,07oct2015
,TNZ,0,,1,,,1,,3,3,,1,,1,10,2015,08oct2015
,TNZ,0,,1,,,1,,3,3,,4,,1,10,2015,08oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,08oct2015
,TNZ,0,,1,,,1,,3,3,,2,,1,10,2015,08oct2015
,TNZ,1,,1,,,1,,3,3,,20,1,1,10,2015,05oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,05oct2015
,TNZ,1,,1,,,1,,3,3,,11,1,1,10,2015,05oct2015
,TNZ,1,,1,,,1,,3,3,,40,1,1,10,2015,03oct2015
,TNZ,1,,,,,1,,3,3,,25,1,1,10,2015,03oct2015
,TNZ,0,,1,,,1,,3,3,,2,,1,10,2015,03oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,03oct2015
,TNZ,1,,1,,,1,,3,3,,40,1,1,10,2015,03oct2015
,TNZ,1,,1,,,1,,3,3,,40,1,1,10,2015,02oct2015
,TNZ,1,,,,,1,,3,3,,12,1,1,10,2015,02oct2015
,TNZ,1,,1,,,1,,2,3,,11,1,1,10,2015,02oct2015
,TNZ,0,,1,,,1,,2,3,,2,,1,10,2015,02oct2015
,TNZ,0,,1,,,1,,3,3,,2,,1,10,2015,02oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,02oct2015
,TNZ,0,,1,,,1,,3,3,,5,,1,10,2015,02oct2015
,TNZ,0,,1,,,1,,3,3,,4,,1,10,2015,02oct2015
,TNZ,0,,1,,,1,,3,3,,2,,1,10,2015,02oct2015
,TNZ,1,,1,,,1,,3,3,,15,1,1,10,2015,09oct2015
,TNZ,1,,1,,,1,,3,3,,20,1,1,10,2015,09oct2015
,TNZ,1,,1,,,1,,3,3,,20,1,1,10,2015,06oct2015
,TNZ,0,0,,,,,,,,,,,1,10,2015,06oct2015
,TNZ,1,,1,,,1,,3,3,,11,1,1,10,2015,13oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,13oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,13oct2015
,TNZ,1,,1,,,1,,3,3,,15.83333333,1,1,10,2015,16oct2015
,TNZ,0,,,,,1,,3,3,8,,,1,10,2015,17oct2015
,TNZ,1,,1,,,1,,3,3,,20.83333333,1,1,10,2015,16oct2015
,TNZ,0,,1,,,1,,3,3,9,4.5,,1,10,2015,21oct2015
,TNZ,0,1,1,,,0,,,,,,,1,10,2015,21oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,23oct2015
,TNZ,1,,1,,,1,,3,3,,20.41666667,1,1,10,2015,23oct2015
,TNZ,1,,1,,,1,,3,3,,48.33333333,1,1,10,2015,23oct2015
,TNZ,1,,1,,,1,,2,3,,12,1,1,10,2015,23oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,23oct2015
,TNZ,0,,,,,1,,3,3,,8.166666667,,1,10,2015,23oct2015
,TNZ,1,,1,,,1,,3,3,,20.83333333,1,1,10,2015,26oct2015
,TNZ,0,,1,,,1,,3,3,,5.25,,1,10,2015,26oct2015
,TNZ,1,,1,,,1,,3,3,,30.83333333,1,1,10,2015,26oct2015
,TNZ,1,,,,,1,,2,3,,16.25,1,1,10,2015,22oct2015
,TNZ,1,,1,,,1,,2,3,,11.25,1,1,10,2015,22oct2015
,TNZ,0,,1,,,1,,3,3,,5.25,,1,10,2015,22oct2015
,TNZ,1,,1,,,1,,3,3,,12,1,1,10,2015,22oct2015
,TNZ,1,,,,,1,,3,3,,20.83333333,1,1,10,2015,16oct2015
,TNZ,0,,,,,1,,3,3,,9,,1,10,2015,16oct2015
,TNZ,0,1,1,,,1,,2,3,8,,,1,10,2015,17oct2015
,TNZ,0,0,,,,,,,,,,,1,10,2015,16oct2015
,TNZ,0,,,,,1,,3,3,,7,,1,10,2015,16oct2015
,TNZ,1,,1,,,1,,3,3,,20.83333333,1,1,10,2015,21oct2015
,TNZ,0,,1,,,1,,3,3,,6,,1,10,2015,21oct2015
,TNZ,1,,1,,,1,,3,3,,10.83333333,1,1,10,2015,21oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,21oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,21oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,22oct2015
,TNZ,1,,1,,,1,,2,3,,10,1,1,10,2015,22oct2015
,TNZ,1,,1,,,1,,3,3,,10.16666667,1,1,10,2015,22oct2015
,TNZ,1,,,,,1,,3,3,,20,1,1,10,2015,25oct2015
,TNZ,1,,1,,,1,,3,3,,40,1,1,10,2015,26oct2015
,TNZ,1,,1,,,1,,3,3,,15,1,1,10,2015,22oct2015
,TNZ,1,,1,,,1,,3,3,,15,1,1,10,2015,22oct2015
,TNZ,1,,1,,,1,,3,3,,15,1,1,10,2015,22oct2015
,TNZ,1,,1,,,1,,3,3,,15,1,1,10,2015,22oct2015
,TNZ,0,0,,,,,,,,,,,1,10,2015,21oct2015
,TNZ,0,,1,,,1,,3,3,,5,,1,10,2015,21oct2015
,TNZ,0,0,,,,,,,,,,,1,10,2015,21oct2015
,TNZ,0,,1,,,1,,3,3,,6,,1,10,2015,21oct2015
,TNZ,0,,,,,1,,3,3,10,2,,1,10,2015,21oct2015
,TNZ,1,,,,,1,,3,3,,10,1,1,10,2015,25oct2015
,TNZ,1,,,,,1,,3,3,,20,1,1,10,2015,07oct2015
,TNZ,1,,1,,,1,,3,3,,23.33333333,1,1,10,2015,13oct2015
,TNZ,1,,1,,,1,,3,3,,23.33333333,1,1,10,2015,13oct2015
,TNZ,0,0,,,,,,,,,,,1,10,2015,13oct2015
,TNZ,0,,1,,,1,,3,3,4,,,1,10,2015,13oct2015
,TNZ,0,,,,,1,,3,3,,1,,1,10,2015,13oct2015
,TNZ,0,,,,,1,,1,1,,,,1,10,2015,13oct2015
,TNZ,0,,,,,0,,,,,,,1,10,2015,13oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,13oct2015
,TNZ,1,,,,,1,,3,2,,11.66666667,1,1,10,2015,13oct2015
,TNZ,1,,,,,1,,3,3,,13.33333333,1,1,10,2015,13oct2015
,TNZ,0,,,,,1,,1,1,,,,1,10,2015,13oct2015
,TNZ,0,,,,,1,,3,2,,5,,1,10,2015,13oct2015
,TNZ,1,,,,,1,,3,3,,23.33333333,1,1,10,2015,14oct2015
,TNZ,1,,,,,1,,3,3,,13.33333333,1,1,10,2015,14oct2015
,TNZ,1,,1,,,1,,3,3,,13.33333333,1,1,10,2015,13oct2015
,TNZ,1,,1,,,1,,3,3,,11.66666667,1,1,10,2015,13oct2015
,TNZ,1,,,,,1,,2,3,,11.66666667,1,1,10,2015,13oct2015
,TNZ,1,,,1,1,1,,3,3,,23.33333333,1,1,10,2015,15oct2015
,TNZ,1,,,,,1,,3,3,,13.33333333,1,1,10,2015,15oct2015
,TNZ,0,,,,,1,,3,3,,1,,1,10,2015,15oct2015
,TNZ,0,,,,,1,,3,3,,3.666666667,,1,10,2015,15oct2015
,TNZ,0,,0,,,,,,,,,,1,10,2015,14oct2015
,TNZ,0,,,,,0,,,,,,,1,10,2015,14oct2015
,TNZ,1,,,,,1,,3,3,,13.33333333,1,1,10,2015,13oct2015
,TNZ,1,,,1,1,1,,3,2,,13.33333333,1,1,10,2015,13oct2015
,TNZ,0,,,,,1,,3,3,,5,,1,10,2015,13oct2015
,TNZ,1,,,1,1,1,,3,3,,23.33333333,1,1,10,2015,14oct2015
,TNZ,1,,,,,1,,3,3,,10.33333333,1,1,10,2015,14oct2015
,TNZ,1,,,,,1,,3,3,,10.33333333,1,1,10,2015,14oct2015
,TNZ,1,,1,,,1,,3,3,,10.33333333,1,1,10,2015,13oct2015
,TNZ,0,0,,,,,,,,,,,1,10,2015,13oct2015
,TNZ,1,,,,,1,,3,3,,12.33333333,1,1,10,2015,13oct2015
,TNZ,0,,1,,,1,,3,3,,2,,1,10,2015,13oct2015
,TNZ,1,,,,,1,,3,3,,12,1,1,10,2015,13oct2015
,TNZ,1,,,,,1,,3,3,,10.33333333,1,1,10,2015,13oct2015
,TNZ,1,,1,,,1,,3,3,,12,1,1,10,2015,13oct2015
,TNZ,1,,,,,1,,3,3,,10,1,1,10,2015,13oct2015
,TNZ,0,,,,,1,,1,1,,,,1,10,2015,13oct2015
,TNZ,0,,,,,0,,,,,,,1,10,2015,13oct2015
,TNZ,0,,,,,1,,3,3,2,,,1,10,2015,13oct2015
,TNZ,0,,,,,1,,3,3,,2,,1,10,2015,14oct2015
,TNZ,1,,1,,,1,,3,3,,10.33333333,1,1,10,2015,14oct2015
,TNZ,0,,,,,1,,3,3,,1,,1,10,2015,14oct2015
,TNZ,0,,,,,1,,3,3,,1,,1,10,2015,14oct2015
,TNZ,1,,,,,1,,3,3,,10.33333333,1,1,10,2015,14oct2015
,TNZ,0,,,,,1,,1,1,,,,1,10,2015,13oct2015
,TNZ,0,,,,,1,,1,1,,,,1,10,2015,13oct2015
,TNZ,0,,,,,1,,3,3,,2,,1,10,2015,13oct2015
,TNZ,0,,,,,1,,1,1,,,,1,10,2015,13oct2015
,TNZ,0,,1,,,1,,3,3,,6,,1,10,2015,09oct2015
,TNZ,1,,1,,,1,,3,3,,40,1,1,10,2015,03oct2015
,TNZ,1,,1,,,1,,3,3,,15,1,1,10,2015,03oct2015
,TNZ,0,,,,,1,,3,3,,6,,1,10,2015,03oct2015
,TNZ,1,,1,,,1,,3,3,,50,1,1,10,2015,07oct2015
,TNZ,1,,1,,,1,,2,3,,10,1,1,10,2015,07oct2015
,TNZ,1,,,,,1,,3,3,,10,1,1,10,2015,07oct2015
,TNZ,1,,,,,1,,3,3,,16.25,1,1,10,2015,07oct2015
,TNZ,0,,1,,,1,,3,3,,4,,1,10,2015,07oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,09oct2015
,TNZ,1,,1,,,1,,3,2,,11,1,1,10,2015,09oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,09oct2015
,TNZ,0,,,,,1,,3,3,,5,,1,10,2015,03oct2015
,TNZ,0,,1,,,1,,3,3,,5,,1,10,2015,03oct2015
,TNZ,1,,1,,,1,,3,3,,22.5,1,1,10,2015,03oct2015
,TNZ,1,,1,,,1,,3,3,,16.25,1,1,10,2015,03oct2015
,TNZ,1,,1,,,1,,3,3,,22.5,1,1,10,2015,07oct2015
,TNZ,1,,,,,1,,3,3,,32.5,1,1,10,2015,07oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,07oct2015
,TNZ,0,,,,,1,,2,3,,8,,1,10,2015,07oct2015
,TNZ,1,,,,,1,,3,3,,20,1,1,10,2015,07oct2015
,TNZ,0,,,,,1,,3,3,,7,,1,10,2015,09oct2015
,TNZ,0,,1,,,1,,2,3,,7,,1,10,2015,07oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,07oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,03oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,03oct2015
,TNZ,1,,1,,,1,,3,3,,30,1,1,10,2015,03oct2015
,TNZ,0,,1,,,1,,3,3,,5,,1,10,2015,03oct2015
,TNZ,1,,1,,,1,,3,3,9,17.5,1,1,10,2015,03oct2015
,TNZ,1,,1,,,1,,3,3,,15,1,1,10,2015,09oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,09oct2015
,TNZ,0,,1,,,1,,3,3,,6,,1,10,2015,09oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,09oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,02oct2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015,02oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,02oct2015
,TNZ,1,,1,,,1,,3,3,,50,1,1,10,2015,01oct2015
,TNZ,1,,1,,,1,,3,3,,40,1,1,10,2015,01oct2015
,TNZ,0,,1,,,1,,3,3,,7,,1,10,2015,01oct2015
,TNZ,0,,1,,,1,,3,3,,7,,1,10,2015,01oct2015
,TNZ,1,,1,,,1,,2,3,,10,1,1,10,2015,01oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,01oct2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015,01oct2015
