ID,cem301_attendees_total,cem011 prgrm,month,year
,72,Pallisa,5,2015
,37,Pallisa,5,2015
,33,Pallisa,7,2015
,44,Pallisa,7,2015
,97,Pallisa,5,2015
,76,Pallisa,6,2015
,57,Pallisa,6,2015
,42,Pallisa,6,2015
,30,Pallisa,5,2015
,38,Pallisa,7,2015
,63,Pallisa,5,2015
,58,Pallisa,7,2015
,16,Pallisa,7,2015
,36,Pallisa,5,2015
,45,Pallisa,7,2015
,18,Pallisa,5,2015
,58,Pallisa,8,2015
,20,Pallisa,7,2015
,28,Pallisa,7,2015
,27,Pallisa,5,2015
,44,Pallisa,6,2015
,28,Pallisa,7,2015
,50,Pallisa,6,2015
,41,Pallisa,5,2015
,32,Pallisa,7,2015
,55,Pallisa,6,2015
,36,Pallisa,5,2015
,47,Pallisa,5,2015
,20,Pallisa,7,2015
,38,Pallisa,5,2015
,60,Pallisa,5,2015
,33,Pallisa,5,2015
,56,Pallisa,5,2015
,48,Pallisa,6,2015
,32,Pallisa,7,2015
,37,Pallisa,7,2015
,56,Pallisa,5,2015
,50,Pallisa,7,2015
,45,Pallisa,5,2015
,28,Pallisa,7,2015
,26,Pallisa,7,2015
,39,Pallisa,7,2015
,32,Pallisa,6,2015
,67,Pallisa,7,2015
,99,Pallisa,7,2015
,51,Pallisa,6,2015
,42,Pallisa,7,2015
,36,Pallisa,7,2015
,41,Pallisa,5,2015
,36,Pallisa,7,2015
,58,Pallisa,6,2015
,76,Pallisa,7,2015
,38,Pallisa,6,2015
,21,Pallisa,8,2015
,44,Pallisa,7,2015
,34,Pallisa,7,2015
,39,Pallisa,6,2015
,37,Pallisa,6,2015
,60,Pallisa,7,2015
,75,Pallisa,5,2015
,34,Pallisa,7,2015
,31,Pallisa,6,2015
,40,Pallisa,6,2015
,44,Pallisa,8,2015
,37,Pallisa,6,2015
,26,Pallisa,7,2015
,32,Pallisa,6,2015
,41,Pallisa,6,2015
,30,Pallisa,6,2015
,64,Pallisa,7,2015
,47,Pallisa,8,2015
,70,Pallisa,5,2015
,64,Pallisa,6,2015
,19,Pallisa,7,2015
,40,Pallisa,7,2015
,23,Pallisa,6,2015
,31,Pallisa,6,2015
,33,Pallisa,6,2015
,35,Pallisa,7,2015
,36,Pallisa,7,2015
,23,Pallisa,7,2015
,20,Pallisa,7,2015
,59,Pallisa,6,2015
,25,Pallisa,7,2015
,34,Pallisa,7,2015
,62,Pallisa,5,2015
,54,Pallisa,6,2015
,58,Pallisa,5,2015
,28,Pallisa,6,2015
,75,Pallisa,5,2015
,27,Pallisa,7,2015
,31,Pallisa,6,2015
,80,Pallisa,5,2015
,42,Pallisa,7,2015
,51,Pallisa,7,2015
,80,Pallisa,6,2015
,46,Pallisa,5,2015
,19,Pallisa,7,2015
,36,Pallisa,7,2015
,28,Pallisa,6,2015
,25,Pallisa,7,2015
,55,Pallisa,5,2015
,43,Pallisa,5,2015
,38,Pallisa,7,2015
,27,Pallisa,7,2015
,41,Pallisa,7,2015
,53,Pallisa,6,2015
,18,Pallisa,6,2015
,43,Pallisa,7,2015
,36,Pallisa,6,2015
,21,Pallisa,7,2015
,19,Pallisa,9,2015
,52,Pallisa,6,2015
,28,Pallisa,6,2015
,43,Pallisa,5,2015
,43,Pallisa,5,2015
,14,Pallisa,7,2015
,32,Pallisa,7,2015
,20,Pallisa,6,2015
,70,Pallisa,5,2015
,43,Pallisa,6,2015
,40,Pallisa,5,2015
,62,Pallisa,7,2015
,49,Pallisa,6,2015
,26,Pallisa,7,2015
,42,Pallisa,7,2015
,51,Pallisa,6,2015
,57,Pallisa,6,2015
,60,Pallisa,6,2015
,30,Pallisa,8,2015
,36,Pallisa,7,2015
,36,Pallisa,7,2015
,50,Pallisa,7,2015
,28,Pallisa,7,2015
,32,Pallisa,5,2015
,38,Pallisa,6,2015
,46,Pallisa,5,2015
,63,Pallisa,5,2015
,47,Pallisa,7,2015
,42,Pallisa,6,2015
,22,Pallisa,7,2015
,31,Pallisa,7,2015
,46,Pallisa,7,2015
,63,Pallisa,5,2015
,36,Pallisa,6,2015
,19,Pallisa,7,2015
,50,Pallisa,6,2015
,42,Pallisa,6,2015
,49,Pallisa,7,2015
,62,Pallisa,5,2015
,37,Pallisa,6,2015
,29,Pallisa,7,2015
,46,Pallisa,6,2015
,40,Pallisa,6,2015
,62,Pallisa,5,2015
,36,Pallisa,6,2015
,68,Pallisa,7,2015
,30,Pallisa,5,2015
,22,Pallisa,7,2015
,36,Pallisa,6,2015
,57,Pallisa,7,2015
,87,Pallisa,6,2015
,33,Pallisa,6,2015
,35,Pallisa,7,2015
,28,Pallisa,7,2015
,42,Pallisa,6,2015
,87,Pallisa,9,2015
,37,Pallisa,7,2015
,40,Pallisa,6,2015
,18,Pallisa,6,2015
,45,Pallisa,6,2015
,23,Pallisa,7,2015
,47,Pallisa,5,2015
,48,Pallisa,5,2015
,83,Pallisa,6,2015
,38,Pallisa,5,2015
,42,Pallisa,5,2015
,31,Pallisa,6,2015
,20,Pallisa,7,2015
,42,Pallisa,6,2015
,36,Pallisa,6,2015
,34,Pallisa,7,2015
,33,Pallisa,7,2015
,36,Pallisa,5,2015
,30,Pallisa,6,2015
,41,Pallisa,5,2015
,52,Pallisa,5,2015
,35,Pallisa,7,2015
,55,Pallisa,6,2015
,30,Pallisa,6,2015
,30,Pallisa,5,2015
,55,Pallisa,7,2015
,41,Pallisa,5,2015
,36,Pallisa,5,2015
,72,Pallisa,5,2015
,41,Pallisa,7,2015
,30,Pallisa,7,2015
,56,Pallisa,6,2015
,28,Pallisa,7,2015
,21,Pallisa,7,2015
,46,Pallisa,6,2015
,60,Pallisa,6,2015
,57,Pallisa,6,2015
,35,Pallisa,6,2015
,31,Pallisa,5,2015
,40,Pallisa,7,2015
,52,Pallisa,7,2015
,40,Pallisa,6,2015
,63,Pallisa,6,2015
,48,Pallisa,5,2015
,40,Pallisa,7,2015
,44,Pallisa,6,2015
,60,Pallisa,6,2015
,73,Pallisa,5,2015
,63,Pallisa,6,2015
,84,Pallisa,5,2015
,37,Pallisa,6,2015
,52,Pallisa,6,2015
,48,Pallisa,6,2015
,27,Pallisa,7,2015
,49,Pallisa,6,2015
,58,Pallisa,6,2015
,41,Pallisa,7,2015
,38,Pallisa,7,2015
,42,Pallisa,5,2015
,34,Pallisa,7,2015
,27,Pallisa,6,2015
,25,Pallisa,7,2015
,63,Pallisa,5,2015
,41,Pallisa,7,2015
,38,Pallisa,6,2015
,41,Pallisa,7,2015
,26,Pallisa,7,2015
,73,Pallisa,5,2015
,60,Pallisa,7,2015
,48,Pallisa,7,2015
,65,Pallisa,7,2015
,50,Pallisa,6,2015
,39,Pallisa,7,2015
,45,Pallisa,7,2015
,55,Pallisa,5,2015
,43,Pallisa,7,2015
,44,Pallisa,7,2015
,28,Pallisa,7,2015
,27,Pallisa,5,2015
,42,Pallisa,5,2015
,47,Pallisa,5,2015
,50,Pallisa,6,2015
,35,Pallisa,7,2015
,49,Pallisa,5,2015
,37,Pallisa,5,2015
,26,Pallisa,6,2015
,53,Pallisa,7,2015
,30,Pallisa,7,2015
,44,Pallisa,7,2015
,37,Pallisa,5,2015
,30,Pallisa,6,2015
,47,Pallisa,7,2015
,33,Pallisa,7,2015
,72,Pallisa,6,2015
,59,Pallisa,6,2015
,68,Pallisa,7,2015
,28,Pallisa,7,2015
,48,Pallisa,7,2015
,47,Pallisa,7,2015
,34,Pallisa,5,2015
,30,Pallisa,7,2015
,47,Pallisa,7,2015
,66,Pallisa,6,2015
,62,Pallisa,5,2015
,36,Pallisa,5,2015
,83,Pallisa,5,2015
,39,Pallisa,6,2015
,58,Pallisa,5,2015
,20,Pallisa,7,2015
,25,Pallisa,6,2015
,45,Pallisa,5,2015
,37,Pallisa,7,2015
,50,Pallisa,7,2015
,50,Pallisa,5,2015
,18,Pallisa,7,2015
,36,Pallisa,6,2015
,80,Pallisa,7,2015
,51,Pallisa,5,2015
,17,Pallisa,7,2015
,38,Pallisa,5,2015
,38,Pallisa,7,2015
,49,Pallisa,7,2015
,39,Pallisa,7,2015
,41,Pallisa,7,2015
,54,Pallisa,5,2015
,50,Pallisa,5,2015
,86,Pallisa,5,2015
,22,Pallisa,7,2015
,61,Pallisa,5,2015
,62,Pallisa,9,2015
,33,Pallisa,6,2015
,58,Pallisa,6,2015
,56,Pallisa,5,2015
,82,Pallisa,7,2015
,45,Pallisa,6,2015
,52,Pallisa,6,2015
,33,Pallisa,7,2015
,32,Pallisa,7,2015
,17,Pallisa,7,2015
,36,Pallisa,5,2015
,57,Pallisa,6,2015
,38,Pallisa,6,2015
,38,Pallisa,6,2015
,51,Pallisa,6,2015
,90,Pallisa,5,2015
,42,Pallisa,5,2015
,51,Pallisa,6,2015
,49,Pallisa,5,2015
,30,Pallisa,5,2015
,43,Pallisa,7,2015
,38,Pallisa,5,2015
,58,Pallisa,5,2015
,40,Pallisa,6,2015
,42,Pallisa,5,2015
,23,Pallisa,6,2015
,56,Pallisa,5,2015
,60,Pallisa,6,2015
,76,Pallisa,5,2015
,33,Pallisa,7,2015
,89,Pallisa,5,2015
,32,Pallisa,5,2015
,39,Pallisa,6,2015
,60,Pallisa,5,2015
,36,Pallisa,7,2015
,25,Pallisa,7,2015
,130,Pallisa,5,2015
,28,Pallisa,7,2015
,36,Pallisa,7,2015
,43,Pallisa,6,2015
,55,Pallisa,5,2015
,33,Pallisa,7,2015
,41,Pallisa,5,2015
,40,Pallisa,5,2015
,36,Pallisa,6,2015
,42,Pallisa,5,2015
,30,Pallisa,7,2015
,35,Pallisa,5,2015
,62,Pallisa,7,2015
,34,Pallisa,7,2015
,36,Pallisa,6,2015
,28,Pallisa,7,2015
,22,Pallisa,6,2015
,43,Pallisa,6,2015
,48,Pallisa,6,2015
,34,Pallisa,6,2015
,32,Pallisa,6,2015
,150,Pallisa,5,2015
,27,Pallisa,7,2015
,35,Pallisa,7,2015
,32,Pallisa,5,2015
,31,Pallisa,7,2015
,49,Pallisa,6,2015
,51,Pallisa,5,2015
,36,Pallisa,5,2015
,99,Pallisa,7,2015
,84,Pallisa,5,2015
,54,Pallisa,5,2015
,33,Pallisa,6,2015
,46,Pallisa,6,2015
,36,Pallisa,5,2015
,17,Pallisa,6,2015
,50,Pallisa,6,2015
,73,Pallisa,5,2015
,68,Pallisa,6,2015
,19,Pallisa,7,2015
,26,Pallisa,7,2015
,49,Pallisa,6,2015
,49,Pallisa,5,2015
,30,Pallisa,5,2015
,42,Pallisa,5,2015
,20,Pallisa,7,2015
,108,Pallisa,7,2015
,37,Pallisa,6,2015
,53,Pallisa,5,2015
,25,Pallisa,6,2015
,40,Pallisa,7,2015
,90,Pallisa,5,2015
,69,Sironko,9,2014
,19,Sironko,9,2014
,48,Sironko,9,2014
,32,Sironko,9,2014
,49,Sironko,8,2014
,35,Sironko,9,2014
,72,Sironko,9,2014
,15,Sironko,9,2014
,69,Sironko,9,2014
,16,Sironko,9,2014
,35,Sironko,9,2014
,58,Sironko,9,2014
,25,Sironko,8,2014
,40,Sironko,9,2014
,42,Sironko,8,2014
,78,Sironko,9,2014
,80,Sironko,9,2014
,25,Sironko,9,2014
,38,Sironko,9,2014
,50,Sironko,9,2014
,38,Sironko,9,2014
,34,Sironko,9,2014
,20,Sironko,9,2014
,26,Sironko,9,2014
,38,Sironko,9,2014
,36,Sironko,9,2014
,61,Sironko,9,2014
,51,Sironko,10,2014
,28,Sironko,9,2014
,23,Sironko,9,2014
,30,Sironko,9,2014
,26,Sironko,9,2014
,31,Sironko,9,2014
,54,Sironko,8,2014
,36,Sironko,8,2014
,50,Sironko,9,2014
,47,Sironko,9,2014
,47,Sironko,9,2014
,21,Sironko,9,2014
,30,Sironko,9,2014
,29,Sironko,9,2014
,38,Sironko,9,2014
,26,Sironko,9,2014
,55,Sironko,9,2014
,39,Sironko,9,2014
,40,Sironko,9,2014
,39,Sironko,9,2014
,29,Sironko,9,2014
,33,Sironko,9,2014
,66,Sironko,9,2014
,46,Sironko,9,2014
,34,Sironko,8,2014
,68,Sironko,8,2014
,59,Sironko,9,2014
,50,Sironko,9,2014
,18,Sironko,9,2014
,23,Sironko,1,2014
,69,Sironko,8,2014
,38,Sironko,1,2014
,43,Sironko,8,2014
,20,Sironko,9,2014
,33,Sironko,9,2014
,52,Sironko,9,2014
,30,Sironko,9,2014
,42,Sironko,9,2014
,36,Sironko,9,2014
,42,Sironko,9,2014
,53,Sironko,8,2014
,35,Sironko,9,2014
,40,Sironko,9,2014
,24,Sironko,10,2014
,23,Sironko,9,2014
,28,Sironko,9,2014
,35,Sironko,9,2014
,39,Sironko,9,2014
,20,Sironko,9,2014
,21,Sironko,9,2014
,35,Sironko,9,2014
,40,Sironko,9,2014
,41,Sironko,8,2014
,24,Sironko,8,2014
,20,Sironko,9,2014
,43,Sironko,9,2014
,43,Sironko,8,2014
,68,Sironko,9,2014
,45,Sironko,9,2014
,37,Sironko,9,2014
,22,Sironko,9,2014
,36,Sironko,9,2014
,27,Sironko,9,2014
,49,Sironko,9,2014
,28,Sironko,9,2014
,29,Sironko,9,2014
,50,Sironko,9,2014
,30,Sironko,9,2014
,35,Sironko,9,2014
,29,Sironko,9,2014
,25,Sironko,10,2014
,37,Sironko,9,2014
,35,Sironko,9,2014
,27,Sironko,9,2014
,21,Sironko,9,2014
,50,Sironko,9,2014
,20,Sironko,10,2014
,56,Sironko,1,2014
,35,Sironko,8,2014
,52,Sironko,9,2014
,38,Sironko,9,2014
,38,Sironko,9,2014
,27,Sironko,9,2014
,13,Sironko,9,2014
,40,Sironko,9,2014
,20,Sironko,9,2014
,26,Sironko,9,2014
,44,Sironko,8,2014
,25,Sironko,9,2014
,47,Sironko,9,2014
,20,Sironko,9,2014
,38,Sironko,9,2014
,112,Sironko,9,2014
,15,Sironko,9,2014
,40,Sironko,9,2014
,29,Sironko,9,2014
,36,Sironko,9,2014
,21,Sironko,9,2014
,59,Sironko,8,2014
,30,Sironko,9,2014
,90,Sironko,9,2014
,29,Sironko,9,2014
,20,Sironko,10,2014
,65,Sironko,9,2014
,17,Sironko,9,2014
,31,Sironko,9,2014
,24,Sironko,8,2014
,20,Sironko,9,2014
,24,Sironko,9,2014
,20,Sironko,9,2014
,45,Sironko,9,2014
,40,Sironko,8,2014
,38,Sironko,9,2014
,33,Sironko,9,2014
,32,Sironko,9,2014
,48,Sironko,8,2014
,41,Sironko,9,2014
,16,Sironko,9,2014
,36,Sironko,9,2014
,55,Sironko,9,2014
,20,Sironko,9,2014
,38,Sironko,9,2014
,40,Sironko,9,2014
,41,Sironko,9,2014
,16,Sironko,9,2014
,37,Sironko,9,2014
,34,Sironko,9,2014
,60,Sironko,9,2014
,30,Sironko,9,2014
,25,Sironko,9,2014
,59,Sironko,9,2014
,25,Sironko,8,2014
,39,Sironko,9,2014
,32,Sironko,8,2014
,37,Sironko,9,2014
,48,Sironko,9,2014
,53,Sironko,9,2014
,28,Sironko,9,2014
,16,Sironko,9,2014
,49,Sironko,8,2014
,57,Sironko,9,2014
,40,Sironko,9,2014
,34,Sironko,9,2014
,41,Sironko,8,2014
,19,Sironko,9,2014
,33,Sironko,9,2014
,62,Sironko,9,2014
,36,Sironko,8,2014
,32,Sironko,9,2014
,28,Sironko,9,2014
,42,Sironko,9,2014
,41,Sironko,9,2014
,32,Sironko,9,2014
,28,Sironko,9,2014
,21,Sironko,9,2014
,48,Sironko,9,2014
,38,Sironko,9,2014
,51,Sironko,9,2014
,34,Sironko,9,2014
,30,Sironko,10,2014
,40,Sironko,8,2014
,50,Sironko,8,2014
,33,Sironko,8,2014
,24,Sironko,9,2014
,400,Sironko,9,2014
,30,Sironko,9,2014
,39,Sironko,9,2014
,38,Sironko,8,2014
,21,Sironko,9,2014
,35,Sironko,9,2014
,43,Sironko,8,2014
,60,Sironko,9,2014
,58,Sironko,9,2014
,25,Sironko,9,2014
,48,Sironko,9,2014
,22,Sironko,9,2014
,35,Sironko,1,2014
,52,Sironko,8,2014
,35,Sironko,8,2014
,14,Sironko,9,2014
,31,Sironko,9,2014
,24,Sironko,8,2014
,30,Sironko,8,2014
,28,Sironko,9,2014
,25,Sironko,9,2014
,23,Sironko,9,2014
,22,Sironko,9,2014
,33,Sironko,9,2014
,15,Sironko,9,2014
,32,Sironko,9,2014
,38,Sironko,9,2014
,28,Sironko,9,2014
,27,Sironko,9,2014
,25,Sironko,9,2014
,33,Sironko,8,2014
,20,Sironko,8,2014
,30,Sironko,9,2014
,48,Sironko,8,2014
,50,Sironko,9,2014
,37,Sironko,9,2014
,62,Sironko,9,2014
,18,Sironko,8,2014
,31,Sironko,8,2014
,47,Sironko,9,2014
,30,Sironko,9,2014
,22,Sironko,9,2014
,25,Sironko,9,2014
,20,Sironko,9,2014
,86,Sironko,9,2014
,36,Sironko,9,2014
,41,Sironko,8,2014
,29,Sironko,9,2014
,15,Sironko,9,2014
,54,Sironko,9,2014
,14,Sironko,9,2014
,40,Sironko,8,2014
,37,Sironko,9,2014
,31,Sironko,9,2014
,23,Sironko,9,2014
,15,Sironko,9,2014
,38,Sironko,9,2014
,32,Sironko,9,2014
,38,Sironko,9,2014
,30,Sironko,9,2014
,29,Sironko,9,2014
,52,Sironko,9,2014
,45,Sironko,8,2014
,45,Sironko,9,2014
,52,Sironko,8,2014
,38,Sironko,9,2014
,74,Sironko,2,2014
,38,Sironko,9,2014
,38,Sironko,8,2014
,29,Sironko,9,2014
,18,Sironko,9,2014
,39,Sironko,9,2014
,41,Sironko,9,2014
,48,Sironko,9,2014
,36,Sironko,9,2014
,44,Sironko,9,2014
,15,Sironko,9,2014
,38,Sironko,9,2014
,41,Sironko,9,2014
,40,Sironko,9,2014
,34,Sironko,8,2014
,20,Sironko,9,2014
,28,Sironko,8,2014
,45,Sironko,10,2014
,38,Sironko,8,2014
,36,Sironko,9,2014
,49,Sironko,8,2014
,20,Sironko,9,2014
,36,Sironko,9,2014
,32,Sironko,8,2014
,43,Sironko,8,2014
,19,Sironko,9,2014
,23,Sironko,9,2014
,24,Sironko,8,2014
,39,Sironko,9,2014
,18,Sironko,9,2014
,30,Sironko,9,2014
,50,Sironko,9,2014
,70,Sironko,9,2014
,28,Sironko,9,2014
,17,Sironko,9,2014
,18,Sironko,9,2014
,27,Sironko,8,2014
,28,Sironko,9,2014
,32,Sironko,8,2014
,42,Sironko,9,2014
,37,Sironko,9,2014
,25,Sironko,9,2014
,46,Sironko,10,2014
,46,Sironko,9,2014
,48,Sironko,9,2014
,72,Sironko,9,2014
,20,Sironko,9,2014
,30,Sironko,9,2014
,70,Sironko,9,2014
,44,Sironko,8,2014
,40,Sironko,9,2014
,32,Sironko,9,2014
,76,Sironko,9,2014
,52,Sironko,9,2014
,45,Sironko,9,2014
,12,Sironko,9,2014
,20,Sironko,9,2014
,28,Sironko,9,2014
,21,Sironko,9,2014
,26,Sironko,9,2014
,25,Sironko,9,2014
,48,Sironko,8,2014
,23,Sironko,9,2014
,42,Sironko,9,2014
,39,Sironko,9,2014
,56,Sironko,9,2014
,40,Sironko,9,2014
,39,Sironko,8,2014
,27,Sironko,9,2014
,29,Sironko,9,2014
,24,Sironko,9,2014
,33,Sironko,8,2014
,48,Sironko,9,2014
,40,Sironko,9,2014
,25,Sironko,8,2014
,39,Sironko,8,2014
,45,Sironko,9,2014
,42,Sironko,8,2014
,33,Sironko,9,2014
,66,Sironko,9,2014
,41,Sironko,9,2014
,55,Sironko,9,2014
,37,Sironko,9,2014
,60,Sironko,9,2014
,38,Sironko,8,2014
,113,Sironko,9,2014
,33,Sironko,9,2014
,41,Sironko,8,2014
,28,Sironko,9,2014
,73,Sironko,8,2014
,42,Sironko,9,2014
,43,Sironko,9,2014
,31,Sironko,8,2014
,21,Sironko,9,2014
,33,Sironko,9,2014
,34,Sironko,8,2014
,33,Sironko,9,2014
,39,Sironko,9,2014
,33,Sironko,9,2014
,38,Sironko,9,2014
,40,Sironko,8,2014
,32,Sironko,1,2014
,39,Sironko,9,2014
,30,Sironko,8,2014
,10,Sironko,9,2014
,30,Sironko,9,2014
,42,Sironko,8,2014
,34,Sironko,9,2014
,39,Sironko,9,2014
,28,Sironko,9,2014
,44,Sironko,8,2014
,28,Sironko,9,2014
,40,Sironko,9,2014
,15,Sironko,9,2014
,48,Sironko,9,2014
,35,Sironko,9,2014
,30,Sironko,9,2014
,30,Sironko,8,2014
,36,Sironko,9,2014
,21,Sironko,8,2014
,69,Sironko,8,2014
,60,Sironko,9,2014
,35,Sironko,9,2014
,38,Sironko,9,2014
,38,Sironko,9,2014
,32,Sironko,9,2014
,45,Sironko,9,2014
,16,Sironko,9,2014
,34,Sironko,9,2014
,16,Sironko,9,2014
,55,Sironko,9,2014
,17,Sironko,9,2014
,43,Sironko,9,2014
,55,Sironko,9,2014
,55,Sironko,9,2014
,16,Sironko,9,2014
,21,Sironko,9,2014
,45,Sironko,9,2014
,40,Sironko,9,2014
,63,Sironko,9,2014
,27,Sironko,9,2014
,34,Sironko,9,2014
,50,Sironko,9,2014
,41,Sironko,9,2014
,42,Sironko,8,2014
,50,Sironko,9,2014
,28,Sironko,10,2014
,45,Sironko,9,2014
,20,Sironko,9,2014
,50,Sironko,8,2014
,26,Sironko,9,2014
,35,Sironko,9,2014
,32,Sironko,9,2014
,40,Sironko,8,2014
,34,Sironko,8,2014
,30,Sironko,9,2014
,36,Sironko,9,2014
,33,Sironko,9,2014
,20,Sironko,9,2014
,68,Sironko,8,2014
,51,Sironko,8,2014
,70,Sironko,9,2014
,28,Sironko,9,2014
,44,Sironko,9,2014
,39,Sironko,8,2014
,32,Sironko,9,2014
,38,Sironko,9,2014
,20,Sironko,9,2014
,25,Sironko,9,2014
,48,Sironko,8,2014
,38,Sironko,8,2014
,38,Sironko,8,2014
,60,Sironko,9,2014
,40,Sironko,9,2014
,60,Sironko,9,2014
,32,Sironko,9,2014
,24,Sironko,9,2014
,50,Sironko,8,2014
,39,Sironko,8,2014
,36,Sironko,9,2014
,24,Sironko,9,2014
,38,Sironko,9,2014
,46,Sironko,9,2014
,39,Sironko,9,2014
,30,Sironko,8,2014
,43,Sironko,9,2014
,20,Sironko,9,2014
,30,Sironko,8,2014
,33,Sironko,8,2014
,18,Sironko,10,2014
,28,Sironko,8,2014
,84,Sironko,9,2014
,31,Sironko,8,2014
,27,Sironko,9,2014
,37,Sironko,9,2014
,35,Sironko,8,2014
,29,Sironko,9,2014
,12,Sironko,9,2014
,25,Sironko,9,2014
,38,Sironko,9,2014
,21,Sironko,8,2014
,62,Sironko,8,2014
,30,Sironko,8,2014
,47,Sironko,8,2014
,37,Sironko,8,2014
,86,Sironko,8,2014
,38,Sironko,9,2014
,36,Sironko,9,2014
,58,Sironko,9,2014
,20,Sironko,8,2014
,30,Sironko,9,2014
,38,Sironko,9,2014
,31,Sironko,8,2014
,51,Sironko,9,2014
,28,Sironko,8,2014
,44,Sironko,9,2014
,40,Sironko,8,2014
,46,Sironko,9,2014
,33,Sironko,9,2014
,48,Sironko,9,2014
,18,Sironko,9,2014
,33,Sironko,9,2014
,21,Sironko,9,2014
,19,Sironko,9,2014
,58,Sironko,9,2014
,35,Sironko,9,2014
,23,Sironko,9,2014
,40,Sironko,9,2014
,32,Sironko,9,2014
,68,Sironko,9,2014
,15,Sironko,9,2014
,33,Sironko,9,2014
,44,Sironko,2,2014
,28,Sironko,9,2014
,58,Sironko,9,2014
,48,Sironko,9,2014
,38,Sironko,9,2014
,42,Sironko,8,2014
,44,Sironko,9,2014
,38,Sironko,9,2014
,50,Sironko,9,2014
,22,Sironko,9,2014
,32,Sironko,9,2014
,20,Sironko,9,2014
,35,Sironko,9,2014
,48,Sironko,9,2014
,40,Sironko,9,2014
,25,Sironko,9,2014
,56,Sironko,9,2014
,40,Sironko,9,2014
,40,Sironko,8,2014
,30,Sironko,9,2014
,30,Sironko,9,2014
,34,Sironko,9,2014
,30,Sironko,8,2014
,35,Sironko,9,2014
,34,Sironko,9,2014
,30,Sironko,9,2014
,32,Sironko,9,2014
,60,Sironko,9,2014
,21,Sironko,9,2014
,21,Sironko,8,2014
,31,Sironko,9,2014
,30,Sironko,9,2014
,32,Sironko,8,2014
,35,Sironko,9,2014
,17,Sironko,9,2014
,28,Sironko,9,2014
,30,Sironko,9,2014
,110,Sironko,9,2014
,51,Sironko,9,2014
,25,Sironko,9,2014
,34,Sironko,10,2014
,38,Sironko,9,2014
,46,Sironko,9,2014
,20,Sironko,9,2014
,67,Sironko,8,2014
,73,Sironko,9,2014
,18,Sironko,9,2014
,28,Sironko,9,2014
,30,Sironko,9,2014
,16,Sironko,9,2014
,48,Sironko,9,2014
,35,Sironko,9,2014
,45,Sironko,9,2014
,30,Sironko,9,2014
,19,Sironko,9,2014
,39,Sironko,9,2014
,30,Sironko,9,2014
,35,Sironko,8,2014
,30,Sironko,9,2014
,29,Sironko,9,2014
,33,Sironko,8,2014
,41,Sironko,9,2014
,35,Sironko,9,2014
,36,Sironko,9,2014
,34,Sironko,9,2014
,23,Sironko,9,2014
,19,Sironko,9,2014
,40,Sironko,9,2014
,38,Sironko,9,2014
,32,Sironko,9,2014
,65,Sironko,9,2014
,20,Sironko,9,2014
,15,Sironko,9,2014
,40,Sironko,9,2014
,76,Sironko,9,2014
,55,Sironko,9,2014
,48,Sironko,9,2014
,60,Sironko,9,2014
,53,Sironko,9,2014
,52,Sironko,8,2014
,37,Sironko,8,2014
,51,Sironko,9,2014
,23,Sironko,9,2014
,27,Sironko,9,2014
,26,Sironko,9,2014
,38,Sironko,8,2014
,30,Sironko,8,2014
,35,Sironko,9,2014
,32,Sironko,9,2014
,37,Sironko,9,2014
,29,Sironko,9,2014
,92,Tororo,12,2015
,50,Tororo,11,2015
,56,Tororo,12,2015
,98,Tororo,11,2015
,30,Tororo,12,2015
,52,Tororo,11,2015
,64,Tororo,11,2015
,78,Tororo,12,2015
,74,Tororo,11,2015
,48,Tororo,11,2015
,60,Tororo,11,2015
,70,Tororo,12,2015
,59,Tororo,12,2015
,130,Tororo,12,2015
,41,Tororo,11,2015
,59,Tororo,11,2015
,47,Tororo,11,2015
,71,Tororo,12,2015
,41,Tororo,11,2015
,30,Tororo,11,2015
,76,Tororo,11,2015
,98,Tororo,11,2015
,46,Tororo,11,2015
,72,Tororo,12,2015
,60,Tororo,12,2015
,47,Tororo,11,2015
,95,Tororo,11,2015
,70,Tororo,11,2015
,42,Tororo,12,2015
,120,Tororo,11,2015
,46,Tororo,12,2015
,50,Tororo,11,2015
,70,Tororo,12,2015
,83,Tororo,12,2015
,65,Tororo,12,2015
,54,Tororo,11,2015
,77,Tororo,11,2015
,50,Tororo,11,2015
,88,Tororo,12,2015
,54,Tororo,12,2015
,33,Tororo,11,2015
,51,Tororo,12,2015
,68,Tororo,12,2015
,50,Tororo,11,2015
,47,Tororo,12,2015
,71,Tororo,11,2015
,27,Tororo,11,2015
,40,Tororo,12,2015
,89,Tororo,12,2015
,77,Tororo,11,2015
,21,Tororo,11,2015
,50,Tororo,12,2015
,35,Tororo,12,2015
,38,Tororo,12,2015
,74,Tororo,12,2015
,45,Tororo,11,2015
,41,Tororo,12,2015
,40,Tororo,11,2015
,78,Tororo,11,2015
,30,Tororo,11,2015
,110,Tororo,11,2015
,64,Tororo,11,2015
,46,Tororo,12,2012
,20,Tororo,11,2015
,52,Tororo,11,2015
,62,Tororo,12,2015
,50,Tororo,12,2015
,63,Tororo,12,2015
,100,Tororo,11,2015
,50,Tororo,12,2015
,40,Tororo,11,2015
,74,Tororo,12,2015
,44,Tororo,11,2015
,53,Tororo,11,2015
,76,Tororo,11,2015
,68,Tororo,11,2015
,75,Tororo,12,2015
,68,Tororo,11,2015
,50,Tororo,11,2015
,38,Tororo,11,2015
,68,Tororo,11,2015
,50,Tororo,11,2015
