ID,t011_prgrm,t311_wpt_pass,t313_wpt_fail,t301_wpt_flow_rate,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t009_country,month,year
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,9,2013
,Manafwa,0,,0,1,,.s,,.s,1,1,7,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,9,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,1,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,2,2,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,1,1,7,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,2,2,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,1,1,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,1,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,1,2,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Kibuku 2,0,,1,0,,.s,,.s,2,2,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Kibuku 2,0,,0,1,,.s,,.s,1,2,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,1,1,8,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,2,2,6,,,2,10,2013
,Manafwa,0,,0,0,,.s,,.s,2,2,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,2,2,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Kibuku 2,0,,1,0,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,1,1,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,1,1,8,,,2,10,2013
,Kibuku 2,0,,1,0,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,2,2,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,2,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,1,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,2,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,2,3,7,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,,1,0,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,,1,0,,.s,,.s,1,1,6,,,2,10,2013
,Manafwa,0,,0,0,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Kibuku 2,0,.s,1,.s,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,1,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,2,3,8,,,2,10,2013
,Kibuku 2,0,,0,1,,.s,,.s,2,2,7,,,2,10,2013
,Kibuku 2,0,,0,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,,1,0,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,1,3,7,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,1,1,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,2,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,2,2,6,,,2,10,2013
,Kibuku 2,0,,0,1,,.s,,.s,2,2,7,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,2,2,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,1,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,1,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,2,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,9,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,1,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,9,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,11,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,1,1,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,1,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,9,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,2,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,2,3,7,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,3,3,6,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,1,1,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,2,2,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,9,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,1,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,9,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,9,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,1,1,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,1,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,1,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,8,,,2,10,2013
,Mbale,0,,1,0,,.s,,1,3,3,9,,,2,10,2014
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,,0,1,,.s,,1,2,3,6,,,2,10,2013
,Kibuku 2,0,,0,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,2,3,7,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,2,2,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,0,2,2,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,1,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,1,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Manafwa,0,.s,1,.s,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Kibuku 2,0,,0,1,,.s,,1,1,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,8,,,2,10,2013
,Manafwa,0,,1,0,,.s,,1,2,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,0,1,1,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,1,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Kibuku 2,0,,0,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,1,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,,0,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,2,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Manafwa,0,,1,0,,.s,,0,1,1,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,1,1,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,1,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,1,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,1,2,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,1,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Manafwa,0,.s,1,.s,,.s,,1,3,3,9,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,1,3,7,,,2,10,2013
,Kibuku 2,0,,0,1,,.s,,.s,1,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,2,9,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,2,3,7,,,2,10,2013
,Manafwa,0,,0,1,,.s,,1,3,3,9,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Kibuku 2,0,,0,1,,.s,,1,2,2,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,8,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Kibuku 2,0,,0,1,,.s,,1,3,3,8,,,2,10,2013
,Manafwa,0,,0,1,,.s,,.s,3,2,7,,,2,10,2013
,Manafwa,0,,0,0,,.s,,1,2,3,6,,,2,10,2013
,Kibuku 2,0,,0,1,,.s,,0,2,3,8,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,1,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,9,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,,0,1,,.s,,1,3,3,9,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,8,,,2,10,2013
,Manafwa,0,,0,1,,.s,,1,3,3,8,,,2,10,2013
,Kibuku 2,0,,0,1,,.s,,1,3,3,8,,,2,10,2013
,Mbale,0,.s,1,1,,.s,,1,3,3,8,,,2,10,2014
,Manafwa,0,.s,1,1,,.s,,1,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,,0,1,,.s,,0,2,3,7,,,2,10,2013
,Kibuku 2,0,.s,1,1,,.s,,1,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,2,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,1,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,2,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,7,,,2,10,2013
,Manafwa,0,,0,1,,.s,,1,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,6,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,.s,3,3,7,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,8,,,2,10,2013
,Manafwa,0,.s,1,1,,.s,,1,3,3,6,,,2,10,2013
