ID,t011_prgrm,t311_wpt_pass,t313_wpt_fail,t301_wpt_flow_rate,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t009_country,month,year
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,47.91666667,1,2,10,2014
,Butaleja,.s,1,,.s,1,1,1,.s,,,.s,8,.s,2,10,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,100,1,2,10,2014
,Namutumba,0,1,,.s,0,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,88.33333333,1,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,45,1,2,10,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,,,.s,0,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,24.16666667,1,2,10,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,108.3333333,1,2,10,2014
,Butaleja,0,1,,.s,,.s,0,.s,,,.s,,,2,10,2014
,Kibuku 3,0,1,,,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,46.66666667,1,2,10,2014
,Namutumba,0,1,,,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,166.6666667,1,2,10,2014
,Butaleja,0,1,,.s,0,.s,1,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,100,1,2,10,2014
,Namutumba,0,1,,,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,.s,,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,120,1,2,10,2014
,Butaleja,1,.s,,,,.s,1,.s,,,.s,45.41666667,1,2,10,2014
,Namutumba,1,.s,,.s,,.s,1,.s,,,.s,65,1,2,10,2014
,Kibuku 4,1,.s,,.s,1,1,1,.s,,,.s,18.83333333,1,2,10,2014
,Butaleja,0,1,,,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,34,1,2,10,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,57,1,2,10,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,.s,,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,300,1,2,10,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,105,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,27,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,110,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,70,1,2,10,2014
,Namutumba,0,1,,.s,1,1,1,.s,,,8,,,2,10,2014
,Namutumba,1,.s,,.s,,.s,1,.s,,,.s,49,1,2,10,2014
,Namutumba,0,1,,.s,,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,52,1,2,10,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,400,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,100,1,2,10,2014
,Butaleja,1,.s,,.s,,.s,1,.s,,,.s,62.5,1,2,10,2014
,Namutumba,0,1,,.s,,.s,0,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,110,1,2,10,2014
,Butaleja,0,1,,.s,,.s,0,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,44.58333333,1,2,10,2014
,Butaleja,0,1,,.s,0,.s,1,.s,,,7,,,2,10,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,350,1,2,10,2014
,Butaleja,0,1,,.s,,.s,0,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,200,1,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,30,1,2,10,2014
,Namutumba,0,0,,.s,1,1,1,.s,,,.s,,,2,10,2014
,Namutumba,0,1,,,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,0,1,,,,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,433.3333333,1,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Kibuku 4,0,1,,.s,,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,,,.s,0,.s,,,.s,,,2,10,2014
,Kibuku 3,0,1,,.s,0,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,81.66666667,1,2,10,2014
,Namutumba,0,1,,.s,,.s,1,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,,,.s,1,.s,,,.s,25,1,2,10,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,90,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,135,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,40,1,2,10,2014
,Butaleja,0,.s,,.s,1,1,1,.s,,,.s,47.5,0,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,135,1,2,10,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,66.25,1,2,10,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,60,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,50.41666667,1,2,10,2014
,Butaleja,1,.s,,,,.s,1,.s,,,.s,80,1,2,10,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,75,1,2,10,2014
,Butaleja,1,.s,,,,.s,1,.s,,,.s,85,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,50,1,2,10,2014
,Mbale,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,115,1,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,97.08333333,1,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,20,1,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,0,.s,,.s,1,1,1,.s,,,.s,43.33333333,0,2,10,2014
,Namutumba,1,.s,,,,.s,1,.s,,,.s,45,1,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,65,1,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,,,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,0,.s,,.s,1,1,1,.s,,,.s,63.33333333,0,2,10,2014
,Butaleja,0,1,,,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,,,.s,1,.s,,,.s,50,1,2,10,2014
,Butaleja,0,1,,.s,0,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,0,.s,,.s,1,1,1,.s,,,.s,28.33333333,0,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,40,1,2,10,2014
,Kibuku 4,0,1,,.s,,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,28.25,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,113.3333333,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,120,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,115,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,40,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,40,1,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,200,1,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,72,1,2,10,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,179.1666667,1,2,10,2014
,Namutumba,0,1,,,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,,,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,.s,0,.s,1,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,35.75,1,2,10,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,35,1,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,46.66666667,1,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,45.75,1,2,10,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,258.3333333,1,2,10,2014
,Namutumba,1,.s,,,,.s,1,.s,,,.s,60,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,150,1,2,10,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,77.5,1,2,10,2014
,Namutumba,0,1,,.s,0,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,100,1,2,10,2014
,Namutumba,1,.s,,,,.s,1,.s,,,.s,16,1,2,10,2014
,Namutumba,0,1,,.s,,.s,0,.s,,,.s,,,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,60,1,2,10,2014
,Butaleja,0,1,,,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,0,.s,,.s,1,1,1,.s,,,.s,83.33333333,0,2,10,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,350,1,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,47.91666667,1,2,10,2014
,Namutumba,0,1,,.s,1,-999,0,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,.s,,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,57.08333333,1,2,10,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,79.16666667,1,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,145.5,1,2,10,2014
,Manafwa,1,.s,,.s,1,1,1,.s,,,.s,34.66666667,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,90,1,2,10,2014
,Butaleja,0,.s,,.s,1,1,1,.s,,,.s,90,0,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,113.3333333,1,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,160,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,137.5,1,2,10,2014
,Butaleja,0,1,,.s,,.s,0,.s,,,.s,,,2,10,2014
,Namutumba,0,1,,.s,0,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,10.83333333,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,95.83333333,1,2,10,2014
,Namutumba,0,1,,.s,,.s,0,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,90,1,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,90,1,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,0,1,,.s,1,0,,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,0,1,,.s,,.s,1,.s,,,.s,,,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,50,1,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,115,1,2,10,2014
,Butaleja,0,1,,.s,0,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,.s,0,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,27.91666667,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,63.33333333,1,2,10,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,80,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,112.5,1,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,101.3333333,1,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,,,.s,1,.s,,,.s,70,1,2,10,2014
,Butaleja,1,.s,,,,.s,1,.s,,,.s,90,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,77.5,1,2,10,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,107.5,1,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,50,1,2,10,2014
,Namutumba,0,1,,,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,60,1,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,34.66666667,1,2,10,2014
,Kibuku 3,1,.s,,.s,1,1,1,.s,,,.s,55,1,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,33.75,1,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,73.75,1,2,10,2014
,Namutumba,0,1,,.s,1,1,0,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,57.5,1,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,,.s,1,.s,,,.s,25,1,2,10,2014
,Namutumba,0,1,,.s,1,1,0,.s,,,.s,,,2,10,2014
,Namutumba,0,1,,.s,1,1,0,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,36.66666667,1,2,10,2014
,Namutumba,.s,1,,.s,1,-999,1,.s,,,.s,4.666666667,.s,2,10,2014
,Butaleja,0,1,,,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,10,170,1,2,10,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,84.16666667,1,2,10,2014
,Butaleja,0,1,,.s,0,.s,1,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,38,1,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,35,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,250,1,2,10,2014
,Namutumba,1,.s,,,,.s,1,.s,,,.s,111.6666667,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,129.1666667,1,2,10,2014
,Butaleja,0,1,,.s,,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,43,1,2,10,2014
,Namutumba,0,1,,.s,1,1,1,.s,,,8,,,2,10,2014
,Butaleja,0,1,,.s,,.s,0,.s,,,.s,,,2,10,2014
,Namutumba,0,1,,.s,1,0,,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,170.8333333,1,2,10,2014
,Namutumba,0,1,,.s,1,0,,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,,,.s,0,.s,,,.s,,,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,56.66666667,1,2,10,2014
,Namutumba,0,1,,.s,1,0,,.s,,,.s,,,2,10,2014
,Namutumba,0,1,,.s,0,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,106.6666667,1,2,10,2014
,Namutumba,0,1,,.s,0,.s,0,.s,,,.s,,,2,10,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,188.3333333,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,303.3333333,1,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,40,1,2,10,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,43.33333333,1,2,10,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,100,1,2,10,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,10,2014
,Namutumba,0,1,,,,.s,,.s,,,.s,,,2,10,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,90,1,2,10,2014
,Kibuku 4,0,1,,.s,,.s,,.s,,,.s,,,2,11,2014
,Namutumba,0,1,,.s,,.s,1,.s,,,.s,,,2,11,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,11,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,11,2014
,Namutumba,1,.s,,,,.s,1,.s,,,.s,516.6666667,1,2,11,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,22.08333333,1,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,144.1666667,1,2,11,2014
,Namutumba,0,1,,.s,,.s,0,.s,,,.s,,,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,40,1,2,11,2014
,Butaleja,0,.s,,.s,1,1,1,.s,,,.s,43.33333333,0,2,11,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,58,1,2,11,2014
,Namutumba,0,1,,.s,1,1,1,.s,,,.s,,,2,11,2014
,Butaleja,0,1,,,,.s,,.s,,,.s,,,2,11,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,70,1,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,80,1,2,11,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,60,1,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,52.5,1,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,143.3333333,1,2,11,2014
,Namutumba,0,1,,,,.s,0,.s,,,.s,,,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,47.91666667,1,2,11,2014
,Namutumba,0,1,,.s,,.s,1,.s,,,.s,,,2,11,2014
,Namutumba,0,1,,.s,1,0,,.s,,,.s,,,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,56.5,1,2,11,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,66.66666667,1,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,9,90,1,2,11,2014
,Butaleja,0,1,,,,.s,,.s,,,.s,,,2,11,2014
,Namutumba,0,1,,,,.s,,.s,,,.s,,,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,9,57.5,1,2,11,2014
,Kibuku 4,0,1,,.s,,.s,,.s,,,.s,,,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,108.3333333,1,2,11,2014
,Namutumba,0,1,,.s,,.s,1,.s,,,.s,,,2,11,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,11,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,71.66666667,1,2,11,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,37.91666667,1,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,130,1,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,55.83333333,1,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,113.3333333,1,2,11,2014
,Namutumba,0,1,,,,.s,,.s,,,.s,,,2,11,2014
,Butaleja,0,1,,,,.s,,.s,,,.s,,,2,11,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,67.5,1,2,11,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,20,1,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,77.5,1,2,11,2014
,Namutumba,0,1,,.s,1,1,1,.s,,,5,,,2,11,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,100,1,2,11,2014
,Namutumba,0,1,,.s,,.s,0,.s,,,.s,,,2,11,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,93.33333333,1,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,170.8333333,1,2,11,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,30,1,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,53.33333333,1,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,33.5,1,2,11,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,11,2014
,Namutumba,0,1,,.s,,.s,0,.s,,,.s,,,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,40,1,2,11,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,35,1,2,11,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,400,1,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,125,1,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,140,1,2,11,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,36,1,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,47.91666667,1,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,51,1,2,11,2014
,Namutumba,1,.s,,,,.s,1,.s,,,.s,56,1,2,11,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,80,1,2,11,2014
,Namutumba,1,.s,,.s,,.s,1,.s,,,.s,70,1,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,66.66666667,1,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,40,1,2,11,2014
,Butaleja,0,.s,,.s,1,1,1,.s,,,.s,50,0,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,50,1,2,11,2014
,Butaleja,0,1,,,,.s,0,.s,,,.s,,,2,11,2014
,Butaleja,0,1,,,,.s,,.s,,,.s,,,2,11,2014
,Butaleja,0,1,,,,.s,,.s,,,.s,,,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,9,50,1,2,11,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,120,1,2,11,2014
,Butaleja,0,.s,,.s,1,1,1,.s,,,.s,26.66666667,0,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,65,1,2,11,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,80,1,2,11,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,60,1,2,11,2014
,Namutumba,0,1,,,,.s,,.s,,,.s,,,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,100,1,2,11,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,97.5,1,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,61.66666667,1,2,11,2014
,Namutumba,0,1,,.s,,.s,0,.s,,,.s,,,2,11,2014
,Mbale,1,.s,,.s,1,1,1,.s,,,.s,80,1,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,42,1,2,11,2014
,Namutumba,1,.s,,,,.s,1,.s,,,.s,30,1,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,111.6666667,1,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,71.25,1,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,90,1,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,92,1,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,200,1,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,99.58333333,1,2,11,2014
,Namutumba,0,1,,.s,,.s,,.s,,,.s,,,2,11,2014
,Butaleja,0,1,,.s,0,.s,0,.s,,,.s,,,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,62,1,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,60,1,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,216.6666667,1,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,175,1,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,52.5,1,2,11,2014
,Namutumba,0,1,,.s,,.s,0,.s,,,.s,,,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,120,1,2,11,2014
,Namutumba,1,.s,,.s,1,1,1,.s,,,.s,65,1,2,11,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,11,2014
,Butaleja,0,0,,.s,1,1,1,.s,,,.s,,,2,11,2014
,Butaleja,1,.s,,.s,0,.s,1,.s,,,.s,48,1,2,11,2014
,Butaleja,0,1,,.s,,.s,,.s,,,.s,,,2,11,2014
,Namutumba,1,.s,,.s,0,.s,1,.s,,,.s,45,1,2,11,2014
,Namutumba,0,1,,,,.s,,.s,,,.s,,,2,11,2014
,Butaleja,1,.s,,.s,1,1,1,.s,,,.s,50,1,2,11,2014
,Namutumba,1,.s,,.s,,.s,1,.s,,,.s,16.66666667,1,2,11,2014
,Namutumba,0,1,,,,.s,0,.s,,,.s,,,2,11,2014
