id,cem011_prgrm,cem301_attendees_total,cem009_country,month,year,cem005_today
,Vihiga,18,1,8,2013,13-Aug-13
,Vihiga,20,1,8,2013,13-Aug-13
,Ugunja,25,1,8,2013,13-Aug-13
,Ugunja,25,1,8,2013,13-Aug-13
,Ugunja,23,1,8,2013,13-Aug-13
,Ugunja,21,1,8,2013,13-Aug-13
,Ugunja,15,1,8,2013,13-Aug-13
,Ugunja,14,1,8,2013,13-Aug-13
,Ugunja,12,1,8,2013,13-Aug-13
,Ugunja,20,1,8,2013,13-Aug-13
,Ugunja,10,1,8,2013,13-Aug-13
,Vihiga,15,1,8,2013,14-Aug-13
,Vihiga,28,1,8,2013,14-Aug-13
,Vihiga,20,1,8,2013,14-Aug-13
,Vihiga,26,1,8,2013,14-Aug-13
,Vihiga,28,1,8,2013,14-Aug-13
,Vihiga,11,1,8,2013,14-Aug-13
,Vihiga,23,1,8,2013,14-Aug-13
,Vihiga,24,1,8,2013,14-Aug-13
,Vihiga,31,1,8,2013,14-Aug-13
,Vihiga,26,1,8,2013,14-Aug-13
,Vihiga,22,1,8,2013,14-Aug-13
,Vihiga,33,1,8,2013,14-Aug-13
,Vihiga,24,1,8,2013,14-Aug-13
,Vihiga,42,1,8,2013,14-Aug-13
,Vihiga,26,1,8,2013,14-Aug-13
,Vihiga,25,1,8,2013,15-Aug-13
,Vihiga,18,1,8,2013,15-Aug-13
,Vihiga,11,1,8,2013,15-Aug-13
,Vihiga,44,1,8,2013,15-Aug-13
,Vihiga,25,1,8,2013,15-Aug-13
,Vihiga,22,1,8,2013,15-Aug-13
,Vihiga,17,1,8,2013,15-Aug-13
,Vihiga,14,1,8,2013,15-Aug-13
,Vihiga,29,1,8,2013,15-Aug-13
,Vihiga,35,1,8,2013,15-Aug-13
,Vihiga,47,1,8,2013,15-Aug-13
,Vihiga,25,1,8,2013,15-Aug-13
,Vihiga,27,1,8,2013,15-Aug-13
,Vihiga,36,1,8,2013,15-Aug-13
,Vihiga,20,1,8,2013,15-Aug-13
,Vihiga,25,1,8,2013,15-Aug-13
,Vihiga,13,1,8,2013,15-Aug-13
,Vihiga,24,1,8,2013,15-Aug-13
,Vihiga,25,1,8,2013,15-Aug-13
,Vihiga,40,1,8,2013,16-Aug-13
,Vihiga,23,1,8,2013,16-Aug-13
,Vihiga,26,1,8,2013,16-Aug-13
,Vihiga,29,1,8,2013,16-Aug-13
,Vihiga,39,1,8,2013,16-Aug-13
,Vihiga,46,1,8,2013,16-Aug-13
,Vihiga,21,1,8,2013,16-Aug-13
,Vihiga,42,1,8,2013,16-Aug-13
,Vihiga,36,1,8,2013,16-Aug-13
,Vihiga,27,1,8,2013,16-Aug-13
,Vihiga,30,1,8,2013,16-Aug-13
,Vihiga,26,1,8,2013,16-Aug-13
,Vihiga,30,1,8,2013,16-Aug-13
,Vihiga,15,1,8,2013,16-Aug-13
,Vihiga,35,1,8,2013,16-Aug-13
,Vihiga,18,1,8,2013,16-Aug-13
,Vihiga,25,1,8,2013,16-Aug-13
,Vihiga,36,1,8,2013,16-Aug-13
,Vihiga,22,1,8,2013,16-Aug-13
,Vihiga,22,1,8,2013,16-Aug-13
,Vihiga,27,1,8,2013,16-Aug-13
,Vihiga,34,1,8,2013,16-Aug-13
,Vihiga,21,1,8,2013,17-Aug-13
,Vihiga,19,1,8,2013,17-Aug-13
,Vihiga,22,1,8,2013,17-Aug-13
,Vihiga,25,1,8,2013,17-Aug-13
,Vihiga,17,1,8,2013,17-Aug-13
,Vihiga,20,1,8,2013,17-Aug-13
,Vihiga,18,1,8,2013,17-Aug-13
,Vihiga,20,1,8,2013,17-Aug-13
,Vihiga,21,1,8,2013,17-Aug-13
,Vihiga,12,1,8,2013,17-Aug-13
,Vihiga,40,1,8,2013,17-Aug-13
,Vihiga,19,1,8,2013,17-Aug-13
,Vihiga,30,1,8,2013,17-Aug-13
,Vihiga,34,1,8,2013,17-Aug-13
,Once Acre Fund,42,1,8,2013,17-Aug-13
,Vihiga,15,1,8,2013,17-Aug-13
,Vihiga,16,1,8,2013,17-Aug-13
,Vihiga,23,1,8,2013,17-Aug-13
,Vihiga,29,1,8,2013,17-Aug-13
,Vihiga,21,1,8,2013,17-Aug-13
,Vihiga,32,1,8,2013,19-Aug-13
,Vihiga,28,1,8,2013,19-Aug-13
,Vihiga,40,1,8,2013,19-Aug-13
,Vihiga,17,1,8,2013,19-Aug-13
,Vihiga,10,1,8,2013,19-Aug-13
,Vihiga,26,1,8,2013,19-Aug-13
,Vihiga,36,1,8,2013,19-Aug-13
,Vihiga,31,1,8,2013,19-Aug-13
,Vihiga,22,1,8,2013,19-Aug-13
,Vihiga,15,1,8,2013,19-Aug-13
,Vihiga,23,1,8,2013,19-Aug-13
,Vihiga,15,1,8,2013,19-Aug-13
,Vihiga,23,1,8,2013,19-Aug-13
,Vihiga,26,1,8,2013,19-Aug-13
,Vihiga,30,1,8,2013,20-Aug-13
,Vihiga,35,1,8,2013,20-Aug-13
,Vihiga,27,1,8,2013,20-Aug-13
,Vihiga,46,1,8,2013,20-Aug-13
,Vihiga,34,1,8,2013,20-Aug-13
,Vihiga,12,1,8,2013,20-Aug-13
,Vihiga,26,1,8,2013,20-Aug-13
,Vihiga,17,1,8,2013,20-Aug-13
,Vihiga,27,1,8,2013,20-Aug-13
,Vihiga,19,1,8,2013,20-Aug-13
,Vihiga,25,1,8,2013,20-Aug-13
,Vihiga,23,1,8,2013,20-Aug-13
,Vihiga,17,1,8,2013,20-Aug-13
,Vihiga,20,1,8,2013,20-Aug-13
,Vihiga,35,1,8,2013,20-Aug-13
,Vihiga,18,1,8,2013,20-Aug-13
,Vihiga,18,1,8,2013,20-Aug-13
,Vihiga,23,1,8,2013,20-Aug-13
,Vihiga,22,1,8,2013,21-Aug-13
,Vihiga,26,1,8,2013,21-Aug-13
,Vihiga,34,1,8,2013,21-Aug-13
,Vihiga,19,1,8,2013,21-Aug-13
,Vihiga,26,1,8,2013,21-Aug-13
,Vihiga,24,1,8,2013,21-Aug-13
,Vihiga,45,1,8,2013,21-Aug-13
,Vihiga,20,1,8,2013,21-Aug-13
,Vihiga,52,1,8,2013,21-Aug-13
,Vihiga,26,1,8,2013,21-Aug-13
,Vihiga,29,1,8,2013,21-Aug-13
,Vihiga,20,1,8,2013,21-Aug-13
,Vihiga,29,1,8,2013,21-Aug-13
,Vihiga,18,1,8,2013,21-Aug-13
,Vihiga,19,1,8,2013,21-Aug-13
,Vihiga,45,1,8,2013,21-Aug-13
,Vihiga,20,1,8,2013,21-Aug-13
,Vihiga,21,1,8,2013,21-Aug-13
,Vihiga,40,1,8,2013,21-Aug-13
,Vihiga,27,1,8,2013,21-Aug-13
,Vihiga,35,1,8,2013,21-Aug-13
,Vihiga,23,1,8,2013,21-Aug-13
,Vihiga,31,1,8,2013,21-Aug-13
,Vihiga,25,1,8,2013,21-Aug-13
,Vihiga,22,1,8,2013,21-Aug-13
,Vihiga,25,1,8,2013,21-Aug-13
,Vihiga,54,1,8,2013,22-Aug-13
,Vihiga,22,1,8,2013,22-Aug-13
,Vihiga,51,1,8,2013,22-Aug-13
,Vihiga,48,1,8,2013,22-Aug-13
,Vihiga,38,1,8,2013,22-Aug-13
,Vihiga,51,1,8,2013,22-Aug-13
,Vihiga,49,1,8,2013,22-Aug-13
,Vihiga,27,1,8,2013,22-Aug-13
,Vihiga,28,1,8,2013,22-Aug-13
,Vihiga,22,1,8,2013,22-Aug-13
,Vihiga,26,1,8,2013,22-Aug-13
,Vihiga,24,1,8,2013,22-Aug-13
,Vihiga,30,1,8,2013,22-Aug-13
,Vihiga,31,1,8,2013,22-Aug-13
,Vihiga,26,1,8,2013,22-Aug-13
,Vihiga,16,1,8,2013,23-Aug-13
,Vihiga,41,1,8,2013,23-Aug-13
,Vihiga,19,1,8,2013,23-Aug-13
,Vihiga,22,1,8,2013,23-Aug-13
,Once Acre Fund,22,1,8,2013,23-Aug-13
,Vihiga,18,1,8,2013,23-Aug-13
,Vihiga,22,1,8,2013,23-Aug-13
,Vihiga,24,1,8,2013,23-Aug-13
,Vihiga,36,1,8,2013,23-Aug-13
,Vihiga,15,1,8,2013,23-Aug-13
,Vihiga,81,1,8,2013,23-Aug-13
,Vihiga,31,1,8,2013,23-Aug-13
,Vihiga,28,1,8,2013,23-Aug-13
,Vihiga,24,1,8,2013,23-Aug-13
,Vihiga,37,1,8,2013,23-Aug-13
,Vihiga,33,1,8,2013,23-Aug-13
,Vihiga,17,1,8,2013,23-Aug-13
,Vihiga,25,1,8,2013,23-Aug-13
,Vihiga,35,1,8,2013,23-Aug-13
,Vihiga,24,1,8,2013,24-Aug-13
,Vihiga,38,1,8,2013,24-Aug-13
,Vihiga,36,1,8,2013,24-Aug-13
,Vihiga,22,1,8,2013,24-Aug-13
,Vihiga,31,1,8,2013,24-Aug-13
,Vihiga,33,1,8,2013,24-Aug-13
,Vihiga,32,1,8,2013,24-Aug-13
,Vihiga,28,1,8,2013,24-Aug-13
,Vihiga,50,1,8,2013,24-Aug-13
,Vihiga,33,1,8,2013,24-Aug-13
,Vihiga,33,1,8,2013,24-Aug-13
,Vihiga,32,1,8,2013,24-Aug-13
,Vihiga,25,1,8,2013,24-Aug-13
,Vihiga,34,1,8,2013,26-Aug-13
,Vihiga,32,1,8,2013,26-Aug-13
,Vihiga,33,1,8,2013,26-Aug-13
,Vihiga,34,1,8,2013,26-Aug-13
,Vihiga,33,1,8,2013,26-Aug-13
,Vihiga,31,1,8,2013,26-Aug-13
,Vihiga,20,1,8,2013,26-Aug-13
,Vihiga,32,1,8,2013,26-Aug-13
,Vihiga,32,1,8,2013,26-Aug-13
,Vihiga,20,1,8,2013,26-Aug-13
,Vihiga,31,1,8,2013,26-Aug-13
,Vihiga,28,1,8,2013,26-Aug-13
,Vihiga,25,1,8,2013,26-Aug-13
,Vihiga,40,1,8,2013,27-Aug-13
,Vihiga,30,1,8,2013,27-Aug-13
,Vihiga,34,1,8,2013,27-Aug-13
,Vihiga,34,1,8,2013,27-Aug-13
,Vihiga,50,1,8,2013,27-Aug-13
,Vihiga,22,1,8,2013,27-Aug-13
,Vihiga,28,1,8,2013,27-Aug-13
,Vihiga,18,1,8,2013,27-Aug-13
,Vihiga,30,1,8,2013,27-Aug-13
,Vihiga,21,1,8,2013,27-Aug-13
,Vihiga,35,1,8,2013,27-Aug-13
,Vihiga,18,1,8,2013,27-Aug-13
,Vihiga,47,1,8,2013,27-Aug-13
,Vihiga,50,1,8,2013,27-Aug-13
,Vihiga,34,1,8,2013,27-Aug-13
,Vihiga,37,1,8,2013,28-Aug-13
,Vihiga,22,1,8,2013,28-Aug-13
,Vihiga,20,1,8,2013,28-Aug-13
,Vihiga,36,1,8,2013,28-Aug-13
,Vihiga,24,1,8,2013,28-Aug-13
,Vihiga,22,1,8,2013,28-Aug-13
,Vihiga,34,1,8,2013,28-Aug-13
,Vihiga,24,1,8,2013,28-Aug-13
,Vihiga,33,1,8,2013,28-Aug-13
,Vihiga,27,1,8,2013,28-Aug-13
,Vihiga,40,1,8,2013,28-Aug-13
,Vihiga,23,1,8,2013,28-Aug-13
,Vihiga,37,1,8,2013,30-Aug-13
,Vihiga,30,1,8,2013,30-Aug-13
,Vihiga,28,1,8,2013,30-Aug-13
,Once Acre Fund,28,1,8,2013,30-Aug-13
,Vihiga,17,1,8,2013,30-Aug-13
,Vihiga,20,1,8,2013,30-Aug-13
,Vihiga,32,1,8,2013,30-Aug-13
,Vihiga,28,1,8,2013,30-Aug-13
,Vihiga,35,1,8,2013,30-Aug-13
,Vihiga,40,1,8,2013,30-Aug-13
,Vihiga,35,1,8,2013,30-Aug-13
,Vihiga,19,1,8,2013,30-Aug-13
,Vihiga,16,1,8,2013,30-Aug-13
,Vihiga,22,1,8,2013,30-Aug-13
,Vihiga,32,1,8,2013,30-Aug-13
,Vihiga,33,1,8,2013,30-Aug-13
,Vihiga,15,1,8,2013,30-Aug-13
,Vihiga,21,1,8,2013,30-Aug-13
,Once Acre Fund,19,1,8,2013,31-Aug-13
,Vihiga,37,1,8,2013,31-Aug-13
,Vihiga,19,1,8,2013,31-Aug-13
,Vihiga,24,1,8,2013,31-Aug-13
,Vihiga,29,1,8,2013,31-Aug-13
,Vihiga,50,1,8,2013,31-Aug-13
,Vihiga,27,1,8,2013,31-Aug-13
,Vihiga,31,1,8,2013,31-Aug-13
,Vihiga,21,1,8,2013,31-Aug-13
,Vihiga,48,1,8,2013,31-Aug-13
,Vihiga,51,1,8,2013,31-Aug-13
,Vihiga,43,1,8,2013,31-Aug-13
,Vihiga,30,1,8,2013,31-Aug-13
,Vihiga,17,1,8,2013,31-Aug-13
,Vihiga,40,1,9,2013,02-Sep-13
,Vihiga,24,1,9,2013,02-Sep-13
,Vihiga,25,1,9,2013,02-Sep-13
,Vihiga,22,1,9,2013,02-Sep-13
,Vihiga,30,1,9,2013,02-Sep-13
,Vihiga,23,1,9,2013,02-Sep-13
,Vihiga,37,1,9,2013,02-Sep-13
,Vihiga,22,1,9,2013,02-Sep-13
,Vihiga,21,1,9,2013,02-Sep-13
,Vihiga,21,1,9,2013,02-Sep-13
,Vihiga,13,1,9,2013,02-Sep-13
,Vihiga,23,1,9,2013,02-Sep-13
,Vihiga,41,1,9,2013,02-Sep-13
,Vihiga,36,1,9,2013,02-Sep-13
,Vihiga,42,1,9,2013,02-Sep-13
,Vihiga,18,1,9,2013,03-Sep-13
,Vihiga,35,1,9,2013,03-Sep-13
,Vihiga,17,1,9,2013,03-Sep-13
,Vihiga,23,1,9,2013,03-Sep-13
,Vihiga,21,1,9,2013,03-Sep-13
,Vihiga,21,1,9,2013,03-Sep-13
,Vihiga,40,1,9,2013,03-Sep-13
,Vihiga,27,1,9,2013,03-Sep-13
,Vihiga,18,1,9,2013,03-Sep-13
,Vihiga,26,1,9,2013,03-Sep-13
,Vihiga,38,1,9,2013,03-Sep-13
,Vihiga,24,1,9,2013,03-Sep-13
,Vihiga,20,1,9,2013,03-Sep-13
,Vihiga,18,1,9,2013,03-Sep-13
,Vihiga,16,1,9,2013,03-Sep-13
,Vihiga,16,1,9,2013,03-Sep-13
,Vihiga,35,1,9,2013,03-Sep-13
,Vihiga,20,1,9,2013,03-Sep-13
,Vihiga,16,1,9,2013,03-Sep-13
,Vihiga,31,1,9,2013,03-Sep-13
,Vihiga,22,1,9,2013,04-Sep-13
,Vihiga,12,1,9,2013,04-Sep-13
,Vihiga,18,1,9,2013,04-Sep-13
,Vihiga,98,1,9,2013,04-Sep-13
,Vihiga,18,1,9,2013,04-Sep-13
,Vihiga,33,1,9,2013,04-Sep-13
,Vihiga,20,1,9,2013,04-Sep-13
,Vihiga,16,1,9,2013,04-Sep-13
,Vihiga,36,1,9,2013,04-Sep-13
,Vihiga,17,1,9,2013,04-Sep-13
,Vihiga,23,1,9,2013,04-Sep-13
,Vihiga,22,1,9,2013,04-Sep-13
,Vihiga,20,1,9,2013,04-Sep-13
,Vihiga,22,1,9,2013,04-Sep-13
,Vihiga,49,1,9,2013,04-Sep-13
,Vihiga,15,1,9,2013,04-Sep-13
,Vihiga,37,1,9,2013,04-Sep-13
,Vihiga,30,1,9,2013,04-Sep-13
,Vihiga,18,1,9,2013,04-Sep-13
,Vihiga,26,1,9,2013,04-Sep-13
,Vihiga,34,1,9,2013,04-Sep-13
,Vihiga,16,1,9,2013,05-Sep-13
,Vihiga,30,1,9,2013,05-Sep-13
,Vihiga,20,1,9,2013,05-Sep-13
,Vihiga,24,1,9,2013,05-Sep-13
,Vihiga,20,1,9,2013,05-Sep-13
,Vihiga,26,1,9,2013,05-Sep-13
,Vihiga,17,1,9,2013,05-Sep-13
,Vihiga,31,1,9,2013,05-Sep-13
,Vihiga,406,1,9,2013,05-Sep-13
,Vihiga,34,1,9,2013,05-Sep-13
,Vihiga,40,1,9,2013,05-Sep-13
,Vihiga,14,1,9,2013,05-Sep-13
,Vihiga,26,1,9,2013,05-Sep-13
,Vihiga,61,1,9,2013,05-Sep-13
,Vihiga,18,1,9,2013,05-Sep-13
,Vihiga,19,1,9,2013,05-Sep-13
,Vihiga,33,1,9,2013,05-Sep-13
,Vihiga,32,1,9,2013,05-Sep-13
,Vihiga,30,1,9,2013,05-Sep-13
,Vihiga,23,1,9,2013,05-Sep-13
,Siaya,20,1,9,2013,06-Sep-13
,Vihiga,25,1,9,2013,06-Sep-13
,Vihiga,10,1,9,2013,06-Sep-13
,Vihiga,24,1,9,2013,06-Sep-13
,Siaya,35,1,9,2013,06-Sep-13
,Vihiga,29,1,9,2013,06-Sep-13
,Siaya,33,1,9,2013,06-Sep-13
,Vihiga,16,1,9,2013,06-Sep-13
,Siaya,24,1,9,2013,06-Sep-13
,Vihiga,16,1,9,2013,06-Sep-13
,Vihiga,22,1,9,2013,06-Sep-13
,Vihiga,18,1,9,2013,06-Sep-13
,Vihiga,25,1,9,2013,06-Sep-13
,Vihiga,17,1,9,2013,06-Sep-13
,Vihiga,35,1,9,2013,06-Sep-13
,Vihiga,20,1,9,2013,06-Sep-13
,Siaya,21,1,9,2013,06-Sep-13
,Vihiga,34,1,9,2013,06-Sep-13
,Siaya,34,1,9,2013,06-Sep-13
,Vihiga,20,1,9,2013,06-Sep-13
,Vihiga,18,1,9,2013,06-Sep-13
,Vihiga,23,1,9,2013,06-Sep-13
,Vihiga,35,1,9,2013,06-Sep-13
,Vihiga,20,1,9,2013,07-Sep-13
,Vihiga,24,1,9,2013,07-Sep-13
,Vihiga,18,1,9,2013,07-Sep-13
,Vihiga,20,1,9,2013,07-Sep-13
,Vihiga,45,1,9,2013,07-Sep-13
,Siaya,43,1,9,2013,07-Sep-13
,Vihiga,22,1,9,2013,07-Sep-13
,Siaya,42,1,9,2013,07-Sep-13
,Vihiga,20,1,9,2013,07-Sep-13
,Siaya,20,1,9,2013,07-Sep-13
,Vihiga,16,1,9,2013,07-Sep-13
,Vihiga,21,1,9,2013,07-Sep-13
,Vihiga,27,1,9,2013,07-Sep-13
,Vihiga,16,1,9,2013,07-Sep-13
,Vihiga,32,1,9,2013,07-Sep-13
,Vihiga,18,1,9,2013,07-Sep-13
,Vihiga,28,1,9,2013,07-Sep-13
,Vihiga,26,1,9,2013,07-Sep-13
,Siaya,25,1,9,2013,07-Sep-13
,Vihiga,24,1,9,2013,07-Sep-13
,Vihiga,24,1,9,2013,07-Sep-13
,Siaya,36,1,9,2013,07-Sep-13
,Vihiga,24,1,9,2013,07-Sep-13
,Vihiga,19,1,9,2013,07-Sep-13
,Vihiga,27,1,9,2013,07-Sep-13
,Vihiga,38,1,9,2013,07-Sep-13
,Siaya,16,1,9,2013,09-Sep-13
,Siaya,22,1,9,2013,09-Sep-13
,Siaya,20,1,9,2013,09-Sep-13
,Siaya,23,1,9,2013,09-Sep-13
,Siaya,22,1,9,2013,09-Sep-13
,Siaya,22,1,9,2013,09-Sep-13
,Siaya,20,1,9,2013,09-Sep-13
,Siaya,26,1,9,2013,09-Sep-13
,Siaya,27,1,9,2013,09-Sep-13
,Siaya,16,1,9,2013,09-Sep-13
,Siaya,19,1,9,2013,09-Sep-13
,Siaya,22,1,9,2013,09-Sep-13
,Siaya,48,1,9,2013,09-Sep-13
,Siaya,17,1,9,2013,09-Sep-13
,Siaya,30,1,9,2013,09-Sep-13
,Siaya,20,1,9,2013,09-Sep-13
,Siaya,24,1,9,2013,09-Sep-13
,Siaya,24,1,9,2013,09-Sep-13
,Siaya,18,1,9,2013,09-Sep-13
,Siaya,26,1,9,2013,09-Sep-13
,Siaya,23,1,9,2013,09-Sep-13
,Siaya,13,1,9,2013,09-Sep-13
,Siaya,16,1,9,2013,09-Sep-13
,Siaya,27,1,9,2013,09-Sep-13
,Siaya,17,1,9,2013,09-Sep-13
,Siaya,18,1,9,2013,09-Sep-13
,Siaya,25,1,9,2013,09-Sep-13
,Siaya,21,1,9,2013,09-Sep-13
,Siaya,20,1,9,2013,09-Sep-13
,Siaya,37,1,9,2013,09-Sep-13
,Siaya,18,1,9,2013,09-Sep-13
,Siaya,32,1,9,2013,10-Sep-13
,Siaya,25,1,9,2013,10-Sep-13
,Siaya,13,1,9,2013,10-Sep-13
,Siaya,17,1,9,2013,10-Sep-13
,Siaya,14,1,9,2013,10-Sep-13
,Siaya,19,1,9,2013,10-Sep-13
,Siaya,20,1,9,2013,10-Sep-13
,Siaya,38,1,9,2013,10-Sep-13
,Siaya,18,1,9,2013,10-Sep-13
,Siaya,22,1,9,2013,10-Sep-13
,Siaya,21,1,9,2013,10-Sep-13
,Siaya,13,1,9,2013,11-Sep-13
,Siaya,28,1,9,2013,11-Sep-13
,Vihiga,19,1,9,2013,11-Sep-13
,Siaya,13,1,9,2013,11-Sep-13
,Siaya,13,1,9,2013,11-Sep-13
,Vihiga,29,1,9,2013,11-Sep-13
,Vihiga,19,1,9,2013,11-Sep-13
,Siaya,40,1,9,2013,11-Sep-13
,Siaya,17,1,9,2013,11-Sep-13
,Siaya,22,1,9,2013,11-Sep-13
,Siaya,34,1,9,2013,11-Sep-13
,Vihiga,16,1,9,2013,11-Sep-13
,Siaya,19,1,9,2013,11-Sep-13
,Vihiga,30,1,9,2013,11-Sep-13
,Siaya,28,1,9,2013,11-Sep-13
,Siaya,23,1,9,2013,11-Sep-13
,Siaya,13,1,9,2013,11-Sep-13
,Vihiga,23,1,9,2013,11-Sep-13
,Vihiga,24,1,9,2013,11-Sep-13
,Siaya,42,1,9,2013,11-Sep-13
,Siaya,12,1,9,2013,11-Sep-13
,Siaya,78,1,9,2013,11-Sep-13
,Siaya,21,1,9,2013,11-Sep-13
,Siaya,23,1,9,2013,11-Sep-13
,Siaya,41,1,9,2013,11-Sep-13
,Siaya,24,1,9,2013,11-Sep-13
,Siaya,20,1,9,2013,11-Sep-13
,Siaya,18,1,9,2013,11-Sep-13
,Siaya,21,1,9,2013,11-Sep-13
,Siaya,41,1,9,2013,11-Sep-13
,Siaya,23,1,9,2013,11-Sep-13
,Siaya,19,1,9,2013,11-Sep-13
,Vihiga,22,1,9,2013,11-Sep-13
,Vihiga,22,1,9,2013,11-Sep-13
,Vihiga,36,1,9,2013,16-Aug-13
,Siaya,20,1,9,2013,11-Sep-13
,Siaya,26,1,9,2013,11-Sep-13
,Siaya,24,1,9,2013,11-Sep-13
,Siaya,19,1,9,2013,11-Sep-13
,Vihiga,26,1,9,2013,11-Sep-13
,Vihiga,17,1,9,2013,11-Sep-13
,Siaya,27,1,9,2013,11-Sep-13
,Siaya,19,1,9,2013,11-Sep-13
,Siaya,16,1,9,2013,11-Sep-13
,Siaya,26,1,9,2013,11-Sep-13
,Siaya,31,1,9,2013,11-Sep-13
,Vihiga,17,1,9,2013,11-Sep-13
,Siaya,31,1,9,2013,11-Sep-13
,Siaya,72,1,9,2013,11-Sep-13
,Siaya,32,1,9,2013,12-Sep-13
,Vihiga,19,1,9,2013,12-Sep-13
,Siaya,19,1,9,2013,12-Sep-13
,Vihiga,30,1,9,2013,12-Sep-13
,Siaya,18,1,9,2013,12-Sep-13
,Siaya,62,1,9,2013,11-Sep-13
,Vihiga,17,1,9,2013,12-Sep-13
,Vihiga,30,1,9,2013,12-Sep-13
,Vihiga,25,1,9,2013,12-Sep-13
,Siaya,43,1,9,2013,12-Sep-13
,Siaya,19,1,9,2013,12-Sep-13
,Vihiga,16,1,9,2013,12-Sep-13
,Siaya,26,1,9,2013,12-Sep-13
,Siaya,23,1,9,2013,12-Sep-13
,Siaya,11,1,9,2013,12-Sep-13
,Vihiga,16,1,9,2013,12-Sep-13
,Vihiga,37,1,9,2013,12-Sep-13
,Vihiga,21,1,9,2013,12-Sep-13
,Vihiga,16,1,9,2013,12-Sep-13
,Vihiga,21,1,9,2013,12-Sep-13
,Siaya,31,1,9,2013,12-Sep-13
,Siaya,29,1,9,2013,12-Sep-13
,Siaya,24,1,9,2013,12-Sep-13
,Siaya,24,1,9,2013,12-Sep-13
,Siaya,16,1,9,2013,12-Sep-13
,Siaya,24,1,9,2013,12-Sep-13
,Siaya,21,1,9,2013,12-Sep-13
,Siaya,21,1,9,2013,12-Sep-13
,Siaya,18,1,9,2013,12-Sep-13
,Vihiga,24,1,9,2013,12-Sep-13
,Siaya,28,1,9,2013,12-Sep-13
,Vihiga,20,1,9,2013,12-Sep-13
,Vihiga,24,1,9,2013,12-Sep-13
,Siaya,40,1,9,2013,12-Sep-13
,Siaya,27,1,9,2013,12-Sep-13
,Siaya,21,1,9,2013,12-Sep-13
,Siaya,16,1,9,2013,11-Sep-13
,Siaya,22,1,9,2013,12-Sep-13
,Siaya,18,1,9,2013,12-Sep-13
,Siaya,28,1,9,2013,11-Sep-13
,Vihiga,20,1,9,2013,12-Sep-13
,Siaya,28,1,9,2013,12-Sep-13
,Siaya,22,1,9,2013,12-Sep-13
,Vihiga,20,1,9,2013,12-Sep-13
,Vihiga,18,1,9,2013,12-Sep-13
,Siaya,17,1,9,2013,12-Sep-13
,Siaya,16,1,9,2013,12-Sep-13
,Siaya,24,1,9,2013,12-Sep-13
,Siaya,21,1,9,2013,12-Sep-13
,Siaya,31,1,9,2013,12-Sep-13
,Siaya,35,1,9,2013,11-Sep-13
,Siaya,10,1,9,2013,12-Sep-13
,Siaya,32,1,9,2013,11-Sep-13
,Vihiga,69,1,9,2013,12-Sep-13
,Siaya,17,1,9,2013,12-Sep-13
,Vihiga,15,1,9,2013,13-Sep-13
,Siaya,33,1,9,2013,13-Sep-13
,Siaya,24,1,9,2013,13-Sep-13
,Siaya,19,1,9,2013,13-Sep-13
,Siaya,34,1,9,2013,13-Sep-13
,Siaya,10,1,9,2013,13-Sep-13
,Siaya,22,1,9,2013,13-Sep-13
,Vihiga,31,1,9,2013,13-Sep-13
,Siaya,11,1,9,2013,13-Sep-13
,Siaya,21,1,9,2013,13-Sep-13
,Siaya,20,1,9,2013,13-Sep-13
,Siaya,27,1,9,2013,13-Sep-13
,Siaya,13,1,9,2013,13-Sep-13
,Vihiga,27,1,9,2013,13-Sep-13
,Vihiga,23,1,9,2013,13-Sep-13
,Siaya,22,1,9,2013,13-Sep-13
,Vihiga,31,1,9,2013,13-Sep-13
,Vihiga,27,1,9,2013,13-Sep-13
,Siaya,20,1,9,2013,13-Sep-13
,Vihiga,23,1,9,2013,13-Sep-13
,Siaya,62,1,9,2013,13-Sep-13
,Siaya,24,1,9,2013,13-Sep-13
,Siaya,20,1,9,2013,13-Sep-13
,Vihiga,11,1,9,2013,13-Sep-13
,Siaya,13,1,9,2013,13-Sep-13
,Vihiga,21,1,9,2013,13-Sep-13
,Vihiga,20,1,9,2013,13-Sep-13
,Siaya,21,1,9,2013,13-Sep-13
,Siaya,22,1,9,2013,13-Sep-13
,Siaya,14,1,9,2013,13-Sep-13
,Siaya,18,1,9,2013,13-Sep-13
,Siaya,16,1,9,2013,13-Sep-13
,Siaya,13,1,9,2013,13-Sep-13
,Vihiga,20,1,9,2013,13-Sep-13
,Siaya,16,1,9,2013,13-Sep-13
,Siaya,38,1,9,2013,13-Sep-13
,Vihiga,27,1,9,2013,13-Sep-13
,Siaya,44,1,9,2013,13-Sep-13
,Siaya,38,1,9,2013,13-Sep-13
,Siaya,21,1,9,2013,13-Sep-13
,Siaya,20,1,9,2013,13-Sep-13
,Siaya,16,1,9,2013,13-Sep-13
,Siaya,23,1,9,2013,13-Sep-13
,Siaya,26,1,9,2013,13-Sep-13
,Siaya,20,1,9,2013,13-Sep-13
,Siaya,19,1,9,2013,13-Sep-13
,Siaya,17,1,9,2013,13-Sep-13
,Siaya,31,1,9,2013,13-Sep-13
,Siaya,14,1,9,2013,13-Sep-13
,Siaya,34,1,9,2013,13-Sep-13
,Siaya,28,1,9,2013,13-Sep-13
,Siaya,16,1,9,2013,13-Sep-13
,Vihiga,31,1,9,2013,13-Sep-13
