id,cem011_prgrm,cem301_attendees_total,cem009_country,month,year,cem005_today
,Migori,19,1,6,2014,19-Jun-14
,Vihiga,15,1,6,2014,16-Jun-14
,Migori,20,1,6,2014,16-Jun-14
,Lugari,21,1,6,2014,16-Jun-14
,Lugari,13,1,6,2014,16-Jun-14
,Lugari,39,1,6,2014,16-Jun-14
,Migori,13,1,6,2014,09-Jul-14
,Migori,13,1,6,2014,17-Jun-14
,Migori,16,1,6,2014,17-Jun-14
,Vihiga,25,1,6,2014,24-Jun-14
,Migori,30,1,6,2014,14-Jul-14
,Vihiga,14,1,6,2014,17-Jun-14
,Vihiga,30,1,6,2014,16-Jun-14
,Lugari,22,1,6,2014,16-Jun-14
,Vihiga,19,1,6,2014,24-Jun-14
,Migori,12,1,6,2014,12-Jul-14
,Lugari,31,1,6,2014,16-Jun-14
,Vihiga,62,1,6,2014,16-Jun-14
,Lugari,25,1,6,2014,16-Jun-14
,Lugari,18,1,6,2014,16-Jun-14
,Vihiga,40,1,6,2014,16-Jun-14
,Migori,13,1,6,2014,16-Jun-14
,Rongo,19,1,6,2014,16-Jun-14
,Vihiga,20,1,6,2014,16-Jun-14
,Lugari,11,1,6,2014,16-Jun-14
,Lugari,15,1,6,2014,16-Jun-14
,Vihiga,14,1,6,2014,16-Jun-14
,Migori,18,1,6,2014,16-Jun-14
,Lugari,20,1,6,2014,16-Jun-14
,Vihiga,13,1,6,2014,17-Jun-14
,Migori,24,1,6,2014,16-Jun-14
,Migori,25,1,6,2014,17-Jun-14
,Rongo,22,1,6,2014,17-Jun-14
,Vihiga,22,1,6,2014,17-Jun-14
,Migori,17,1,6,2014,28-Jun-14
,Migori,13,1,6,2014,17-Jun-14
,Migori,14,1,6,2014,12-Jul-14
,Vihiga,13,1,6,2014,17-Jun-14
,Lugari,15,1,6,2014,17-Jun-14
,Vihiga,13,1,6,2014,17-Jun-14
,Lugari,14,1,6,2014,17-Jun-14
,Migori,16,1,6,2014,22-Jun-14
,Vihiga,12,1,6,2014,17-Jun-14
,Rongo,19,1,6,2014,17-Jun-14
,Vihiga,27,1,6,2014,17-Jun-14
,Vihiga,18,1,6,2014,17-Jun-14
,Lugari,28,1,6,2014,17-Jun-14
,Migori,20,1,6,2014,13-Jul-14
,Rongo,23,1,6,2014,17-Jun-14
,Vihiga,17,1,6,2014,17-Jun-14
,Lugari,16,1,6,2014,17-Jun-14
,Lugari,21,1,6,2014,17-Jun-14
,Migori,14,1,6,2014,17-Jun-14
,Lugari,11,1,6,2014,18-Jun-14
,Busia,16,1,6,2014,17-Jun-14
,Rongo,19,1,6,2014,17-Jun-14
,Rongo,13,1,6,2014,21-Jul-14
,Lugari,11,1,6,2014,17-Jun-14
,Migori,23,1,6,2014,25-Jun-14
,Vihiga,32,1,6,2014,17-Jun-14
,Rongo,20,1,6,2014,18-Jun-14
,Lugari,20,1,6,2014,17-Jun-14
,Migori,22,1,6,2014,17-Jun-14
,Lugari,13,1,6,2014,17-Jun-14
,Migori,14,1,6,2014,29-Jun-14
,Vihiga,12,1,6,2014,17-Jun-14
,Vihiga,29,1,6,2014,17-Jun-14
,Vihiga,16,1,6,2014,17-Jun-14
,Migori,16,1,6,2014,17-Jun-14
,Rongo,17,1,6,2014,17-Jun-14
,Rongo,14,1,6,2014,17-Jun-14
,Vihiga,25,1,6,2014,17-Jun-14
,Migori,13,1,6,2014,10-Jul-14
,Vihiga,37,1,6,2014,14-Jul-14
,Rongo,35,1,6,2014,18-Jun-14
,Rongo,24,1,6,2014,18-Jun-14
,Lugari,19,1,6,2014,18-Jun-14
,Lugari,16,1,6,2014,23-Jun-14
,Rongo,25,1,6,2014,18-Jun-14
,Vihiga,18,1,6,2014,19-Jun-14
,Migori,31,1,6,2014,12-Jul-14
,Lugari,19,1,6,2014,18-Jun-14
,Migori,17,1,6,2014,12-Jul-14
,Rongo,18,1,6,2014,18-Jun-14
,Vihiga,21,1,6,2014,18-Jun-14
,Migori,34,1,6,2014,22-Jun-14
,Lugari,19,1,6,2014,19-Jun-14
,Migori,26,1,6,2014,18-Jun-14
,Lugari,20,1,6,2014,18-Jun-14
,Migori,38,1,6,2014,25-Jun-14
,Vihiga,18,1,6,2014,18-Jun-14
,Rongo,18,1,6,2014,18-Jun-14
,Lugari,21,1,6,2014,23-Jun-14
,Rongo,17,1,6,2014,18-Jun-14
,Migori,18,1,6,2014,22-Jun-14
,Lugari,31,1,6,2014,18-Jun-14
,Lugari,16,1,6,2014,19-Jun-14
,Rongo,18,1,6,2014,18-Jun-14
,Lugari,17,1,6,2014,18-Jun-14
,Vihiga,23,1,6,2014,18-Jun-14
,Rongo,18,1,6,2014,18-Jun-14
,Rongo,19,1,6,2014,18-Jun-14
,Migori,24,1,6,2014,25-Jun-14
,Migori,20,1,6,2014,18-Jun-14
,Lugari,40,1,6,2014,18-Jun-14
,Lugari,17,1,6,2014,18-Jun-14
,Rongo,19,1,6,2014,18-Jun-14
,Migori,21,1,6,2014,14-Jul-14
,Rongo,42,1,6,2014,18-Jun-14
,Vihiga,14,1,6,2014,18-Jun-14
,Rongo,23,1,6,2014,18-Jun-14
,Rongo,15,1,6,2014,18-Jun-14
,Rongo,17,1,6,2014,18-Jun-14
,Lugari,24,1,6,2014,18-Jun-14
,Migori,46,1,6,2014,20-Jun-14
,Rongo,16,1,6,2014,18-Jun-14
,Migori,12,1,6,2014,18-Jun-14
,Vihiga,15,1,6,2014,18-Jun-14
,Vihiga,20,1,6,2014,18-Jun-14
,Rongo,24,1,6,2014,02-Jul-14
,Lugari,19,1,6,2014,18-Jun-14
,Rongo,25,1,6,2014,18-Jun-14
,Busia,18,1,6,2014,18-Jun-14
,Lugari,17,1,6,2014,18-Jun-14
,Busia,18,1,6,2014,18-Jun-14
,Lugari,13,1,6,2014,18-Jun-14
,Lugari,21,1,6,2014,19-Jun-14
,Lugari,22,1,6,2014,19-Jun-14
,Rongo,24,1,6,2014,02-Jul-14
,Migori,12,1,6,2014,19-Jun-14
,Rongo,21,1,6,2014,21-Jun-14
,Rongo,20,1,6,2014,19-Jun-14
,Lugari,15,1,6,2014,19-Jun-14
,Vihiga,18,1,6,2014,24-Jun-14
,Rongo,17,1,6,2014,21-Jun-14
,Vihiga,25,1,6,2014,19-Jun-14
,Rongo,16,1,6,2014,19-Jun-14
,Migori,16,1,6,2014,28-Jun-14
,Migori,36,1,6,2014,29-Jun-14
,Lugari,15,1,6,2014,19-Jun-14
,Vihiga,18,1,6,2014,22-Jun-14
,Lugari,14,1,6,2014,20-Jun-14
,Rongo,41,1,6,2014,19-Jun-14
,Lugari,20,1,6,2014,19-Jun-14
,Vihiga,16,1,6,2014,19-Jun-14
,Rongo,25,1,6,2014,20-Jun-14
,Vihiga,24,1,6,2014,19-Jun-14
,Migori,20,1,6,2014,14-Jul-14
,Lugari,23,1,6,2014,19-Jun-14
,Vihiga,10,1,6,2014,19-Jun-14
,Busia,19,1,6,2014,19-Jun-14
,Migori,11,1,6,2014,19-Jun-14
,Lugari,11,1,6,2014,20-Jun-14
,Migori,18,1,6,2014,23-Jun-14
,Migori,24,1,6,2014,19-Jun-14
,Lugari,11,1,6,2014,19-Jun-14
,Lugari,24,1,6,2014,19-Jun-14
,Migori,14,1,6,2014,19-Jun-14
,Lugari,14,1,6,2014,20-Jun-14
,Vihiga,14,1,6,2014,19-Jun-14
,Vihiga,11,1,6,2014,28-Jul-14
,Rongo,19,1,6,2014,19-Jun-14
,Migori,25,1,6,2014,23-Jun-14
,Rongo,14,1,6,2014,19-Jun-14
,Lugari,39,1,6,2014,19-Jun-14
,Lugari,20,1,6,2014,19-Jun-14
,Vihiga,11,1,6,2014,22-Jun-14
,Migori,26,1,6,2014,25-Jun-14
,Rongo,19,1,6,2014,21-Jun-14
,Rongo,23,1,6,2014,21-Jun-14
,Busia,14,1,6,2014,19-Jun-14
,Rongo,20,1,6,2014,19-Jun-14
,Migori,10,1,6,2014,12-Jul-14
,Lugari,18,1,6,2014,19-Jun-14
,Migori,38,1,6,2014,14-Jul-14
,Rongo,15,1,6,2014,19-Jun-14
,Vihiga,23,1,6,2014,19-Jun-14
,Rongo,18,1,6,2014,19-Jun-14
,Vihiga,17,1,6,2014,19-Jun-14
,Rongo,18,1,6,2014,21-Jun-14
,Rongo,16,1,6,2014,20-Jun-14
,Rongo,26,1,6,2014,21-Jun-14
,Rongo,19,1,6,2014,20-Jun-14
,Migori,11,1,6,2014,20-Jun-14
,Rongo,28,1,6,2014,20-Jun-14
,Rongo,25,1,6,2014,20-Jun-14
,Busia,25,1,6,2014,20-Jun-14
,Migori,23,1,6,2014,20-Jun-14
,Migori,52,1,6,2014,23-Jun-14
,Vihiga,33,1,6,2014,20-Jun-14
,Vihiga,14,1,6,2014,24-Jun-14
,Lugari,16,1,6,2014,20-Jun-14
,Lugari,33,1,6,2014,20-Jun-14
,Lugari,16,1,6,2014,23-Jun-14
,Lugari,16,1,6,2014,20-Jun-14
,Migori,14,1,6,2014,20-Jun-14
,Lugari,18,1,6,2014,20-Jun-14
,Lugari,20,1,6,2014,20-Jun-14
,Lugari,17,1,6,2014,20-Jun-14
,Migori,40,1,6,2014,20-Jun-14
,Vihiga,17,1,6,2014,20-Jun-14
,Rongo,26,1,6,2014,20-Jun-14
,Lugari,20,1,6,2014,20-Jun-14
,Rongo,16,1,6,2014,20-Jun-14
,Rongo,25,1,6,2014,26-Jun-14
,Migori,20,1,6,2014,29-Jun-14
,Vihiga,21,1,6,2014,20-Jun-14
,Rongo,36,1,6,2014,20-Jun-14
,Rongo,16,1,6,2014,02-Jul-14
,Vihiga,15,1,6,2014,24-Jun-14
,Lugari,24,1,6,2014,20-Jun-14
,Lugari,20,1,6,2014,20-Jun-14
,Lugari,22,1,6,2014,20-Jun-14
,Migori,37,1,6,2014,14-Jul-14
,Vihiga,9,1,6,2014,20-Jun-14
,Vihiga,20,1,6,2014,22-Jun-14
,Vihiga,13,1,6,2014,20-Jun-14
,Rongo,32,1,6,2014,20-Jun-14
,Rongo,24,1,6,2014,20-Jun-14
,Rongo,27,1,6,2014,20-Jun-14
,Vihiga,15,1,6,2014,22-Jun-14
,Lugari,15,1,6,2014,22-Jun-14
,Lugari,12,1,6,2014,22-Jun-14
,Migori,14,1,6,2014,20-Jun-14
,Migori,17,1,6,2014,20-Jun-14
,Vihiga,27,1,6,2014,20-Jun-14
,Lugari,20,1,6,2014,20-Jun-14
,Vihiga,29,1,6,2014,20-Jun-14
,Migori,14,1,6,2014,20-Jun-14
,Lugari,19,1,6,2014,23-Jun-14
,Migori,28,1,6,2014,23-Jun-14
,Lugari,17,1,6,2014,20-Jun-14
,Lugari,12,1,6,2014,23-Jun-14
,Vihiga,28,1,6,2014,21-Jun-14
,Lugari,19,1,6,2014,21-Jun-14
,Rongo,11,1,6,2014,21-Jun-14
,Vihiga,15,1,6,2014,22-Jun-14
,Rongo,31,1,6,2014,21-Jun-14
,Rongo,11,1,6,2014,21-Jun-14
,Rongo,19,1,6,2014,21-Jun-14
,Lugari,18,1,6,2014,21-Jun-14
,Vihiga,21,1,6,2014,22-Jun-14
,Lugari,15,1,6,2014,22-Jun-14
,Rongo,13,1,6,2014,21-Jun-14
,Vihiga,14,1,6,2014,24-Jun-14
,Vihiga,29,1,6,2014,21-Jun-14
,Lugari,33,1,6,2014,22-Jun-14
,Vihiga,32,1,6,2014,22-Jun-14
,Vihiga,24,1,6,2014,24-Jun-14
,Lugari,23,1,6,2014,21-Jun-14
,Lugari,18,1,6,2014,23-Jun-14
,Vihiga,48,1,6,2014,21-Jun-14
,Vihiga,31,1,6,2014,22-Jun-14
,Lugari,31,1,6,2014,22-Jun-14
,Lugari,17,1,6,2014,22-Jun-14
,Lugari,24,1,6,2014,22-Jun-14
,Lugari,15,1,6,2014,22-Jun-14
,Lugari,26,1,6,2014,22-Jun-14
,Vihiga,15,1,6,2014,29-Jun-14
,Lugari,24,1,6,2014,22-Jun-14
,Lugari,17,1,6,2014,24-Jun-14
,Vihiga,13,1,6,2014,23-Jun-14
,Migori,12,1,6,2014,12-Jul-14
,Vihiga,16,1,6,2014,23-Jun-14
,Vihiga,13,1,6,2014,24-Jun-14
,Rongo,27,1,6,2014,02-Jul-14
,Lugari,22,1,6,2014,23-Jun-14
,Vihiga,24,1,6,2014,23-Jun-14
,Lugari,20,1,6,2014,23-Jun-14
,Lugari,42,1,6,2014,23-Jun-14
,Rongo,17,1,6,2014,23-Jun-14
,Rongo,32,1,6,2014,28-Jun-14
,Migori,20,1,6,2014,24-Jun-14
,Rongo,25,1,6,2014,23-Jun-14
,Rongo,19,1,6,2014,23-Jun-14
,Lugari,19,1,6,2014,23-Jun-14
,Migori,19,1,6,2014,09-Jul-14
,Lugari,11,1,6,2014,23-Jun-14
,Migori,30,1,6,2014,23-Jun-14
,Lugari,10,1,6,2014,23-Jun-14
,Lugari,17,1,6,2014,23-Jun-14
,Rongo,16,1,6,2014,23-Jun-14
,Rongo,16,1,6,2014,23-Jun-14
,Vihiga,20,1,6,2014,26-Jun-14
,Migori,32,1,6,2014,21-Jul-14
,Migori,12,1,6,2014,21-Jul-14
,Migori,14,1,6,2014,28-Jun-14
,Rongo,27,1,6,2014,23-Jun-14
,Lugari,23,1,6,2014,23-Jun-14
,Migori,18,1,6,2014,29-Jun-14
,Lugari,17,1,6,2014,23-Jun-14
,Rongo,20,1,6,2014,23-Jun-14
,Rongo,21,1,6,2014,28-Jun-14
,Vihiga,11,1,6,2014,23-Jun-14
,Migori,32,1,6,2014,28-Jun-14
,Migori,23,1,6,2014,23-Jun-14
,Vihiga,26,1,6,2014,23-Jun-14
,Lugari,21,1,6,2014,23-Jun-14
,Rongo,22,1,6,2014,21-Jul-14
,Migori,17,1,6,2014,23-Jun-14
,Rongo,18,1,6,2014,23-Jun-14
,Rongo,27,1,6,2014,23-Jun-14
,Vihiga,12,1,6,2014,23-Jun-14
,Migori,18,1,6,2014,23-Jun-14
,Lugari,17,1,6,2014,23-Jun-14
,Busia,16,1,6,2014,23-Jun-14
,Migori,21,1,6,2014,23-Jun-14
,Busia,24,1,6,2014,23-Jun-14
,Migori,12,1,6,2014,23-Jun-14
,Rongo,15,1,6,2014,23-Jun-14
,Rongo,19,1,6,2014,23-Jun-14
,Rongo,14,1,6,2014,23-Jun-14
,Rongo,17,1,6,2014,18-Jun-14
,Rongo,18,1,6,2014,23-Jun-14
,Rongo,14,1,6,2014,26-Jun-14
,Lugari,14,1,6,2014,24-Jun-14
,Lugari,19,1,6,2014,24-Jun-14
,Vihiga,31,1,6,2014,24-Jun-14
,Rongo,18,1,6,2014,24-Jun-14
,Vihiga,17,1,6,2014,24-Jun-14
,Busia,12,1,6,2014,24-Jun-14
,Lugari,15,1,6,2014,24-Jun-14
,Rongo,19,1,6,2014,24-Jun-14
,Migori,16,1,6,2014,24-Jun-14
,Lugari,27,1,6,2014,24-Jun-14
,Lugari,18,1,6,2014,24-Jun-14
,Vihiga,20,1,6,2014,24-Jun-14
,Rongo,21,1,6,2014,24-Jun-14
,Lugari,12,1,6,2014,25-Jun-14
,Rongo,32,1,6,2014,24-Jun-14
,Rongo,26,1,6,2014,02-Jul-14
,Lugari,14,1,6,2014,25-Jun-14
,Lugari,19,1,6,2014,24-Jun-14
,Lugari,14,1,6,2014,24-Jun-14
,Rongo,42,1,6,2014,24-Jun-14
,Rongo,42,1,6,2014,24-Jun-14
,Migori,18,1,6,2014,24-Jun-14
,Lugari,16,1,6,2014,24-Jun-14
,Lugari,13,1,6,2014,25-Jun-14
,Lugari,37,1,6,2014,24-Jun-14
,Rongo,17,1,6,2014,02-Jul-14
,Rongo,17,1,6,2014,23-Jun-14
,Lugari,19,1,6,2014,24-Jun-14
,Migori,18,1,6,2014,28-Jun-14
,Migori,27,1,6,2014,24-Jun-14
,Lugari,11,1,6,2014,25-Jun-14
,Lugari,12,1,6,2014,25-Jun-14
,Rongo,16,1,6,2014,28-Jun-14
,Rongo,23,1,6,2014,24-Jun-14
,Migori,21,1,6,2014,21-Jul-14
,Rongo,18,1,6,2014,24-Jun-14
,Vihiga,42,1,6,2014,24-Jun-14
,Lugari,15,1,6,2014,24-Jun-14
,Lugari,16,1,6,2014,24-Jun-14
,Lugari,17,1,6,2014,24-Jun-14
,Lugari,11,1,6,2014,25-Jun-14
,Rongo,15,1,6,2014,21-Jul-14
,Migori,17,1,6,2014,24-Jun-14
,Rongo,21,1,6,2014,24-Jun-14
,Rongo,21,1,6,2014,24-Jun-14
,Lugari,14,1,6,2014,24-Jun-14
,Rongo,19,1,6,2014,24-Jun-14
,Migori,13,1,6,2014,24-Jun-14
,Vihiga,13,1,6,2014,08-Jul-14
,Vihiga,11,1,6,2014,02-Jul-14
,Rongo,21,1,6,2014,02-Jul-14
,Rongo,16,1,6,2014,24-Jun-14
,Migori,20,1,6,2014,24-Jun-14
,Rongo,25,1,6,2014,24-Jun-14
,Rongo,21,1,6,2014,26-Jun-14
,Vihiga,12,1,6,2014,24-Jun-14
,Lugari,17,1,6,2014,24-Jun-14
,Vihiga,14,1,6,2014,24-Jun-14
,Rongo,35,1,6,2014,26-Jun-14
,Migori,14,1,6,2014,12-Jul-14
,Migori,13,1,6,2014,24-Jun-14
,Rongo,31,1,6,2014,28-Jun-14
,Vihiga,19,1,6,2014,08-Jul-14
,Migori,45,1,6,2014,12-Jul-14
,Busia,22,1,6,2014,25-Jun-14
,Migori,21,1,6,2014,11-Jul-14
,Lugari,11,1,6,2014,24-Jun-14
,Lugari,15,1,6,2014,24-Jun-14
,Lugari,15,1,6,2014,24-Jun-14
,Rongo,23,1,6,2014,24-Jun-14
,Migori,21,1,6,2014,24-Jun-14
,Migori,17,1,6,2014,13-Jul-14
,Busia,12,1,6,2014,25-Jun-14
,Vihiga,22,1,6,2014,25-Jun-14
,Lugari,13,1,6,2014,25-Jun-14
,Lugari,16,1,6,2014,25-Jun-14
,Lugari,20,1,6,2014,25-Jun-14
,Vihiga,16,1,6,2014,25-Jun-14
,Vihiga,29,1,6,2014,25-Jun-14
,Lugari,18,1,6,2014,25-Jun-14
,Rongo,18,1,6,2014,25-Jun-14
,Vihiga,21,1,6,2014,02-Jul-14
,Rongo,17,1,6,2014,26-Jun-14
,Migori,43,1,6,2014,29-Jun-14
,Rongo,30,1,6,2014,28-Jun-14
,Migori,13,1,6,2014,25-Jun-14
,Migori,23,1,6,2014,21-Jul-14
,Lugari,23,1,6,2014,25-Jun-14
,Rongo,28,1,6,2014,25-Jun-14
,Vihiga,20,1,6,2014,25-Jun-14
,Vihiga,17,1,6,2014,02-Jul-14
,Rongo,22,1,6,2014,25-Jun-14
,Rongo,16,1,6,2014,28-Jun-14
,Rongo,14,1,6,2014,25-Jun-14
,Lugari,12,1,6,2014,25-Jun-14
,Rongo,20,1,6,2014,25-Jun-14
,Lugari,20,1,6,2014,25-Jun-14
,Rongo,28,1,6,2014,25-Jun-14
,Lugari,17,1,6,2014,25-Jun-14
,Rongo,30,1,6,2014,25-Jun-14
,Vihiga,18,1,6,2014,25-Jun-14
,Lugari,11,1,6,2014,26-Jun-14
,Rongo,20,1,6,2014,26-Jun-14
,Rongo,21,1,6,2014,25-Jun-14
,Lugari,27,1,6,2014,25-Jun-14
,Vihiga,15,1,6,2014,25-Jun-14
,Lugari,17,1,6,2014,25-Jun-14
,Rongo,18,1,6,2014,25-Jun-14
,Migori,16,1,6,2014,02-Aug-14
,Rongo,26,1,6,2014,04-Aug-14
,Vihiga,20,1,6,2014,25-Jun-14
,Migori,27,1,6,2014,29-Jun-14
,Lugari,12,1,6,2014,25-Jun-14
,Busia,16,1,6,2014,26-Jun-14
,Lugari,15,1,6,2014,25-Jun-14
,Lugari,23,1,6,2014,25-Jun-14
,Migori,14,1,6,2014,25-Jun-14
,Vihiga,27,1,6,2014,25-Jun-14
,Migori,33,1,6,2014,29-Jun-14
,Rongo,20,1,6,2014,25-Jun-14
,Vihiga,20,1,6,2014,25-Jun-14
,Rongo,15,1,6,2014,04-Aug-14
,Migori,18,1,6,2014,16-Jul-14
,Vihiga,10,1,6,2014,25-Jun-14
,Lugari,15,1,6,2014,25-Jun-14
,Vihiga,15,1,6,2014,25-Jun-14
,Migori,35,1,6,2014,25-Jun-14
,Lugari,12,1,6,2014,26-Jun-14
,Vihiga,12,1,6,2014,25-Jun-14
,Migori,20,1,6,2014,25-Jun-14
,Rongo,14,1,6,2014,25-Jun-14
,Migori,19,1,6,2014,25-Jun-14
,Vihiga,28,1,6,2014,25-Jun-14
,Vihiga,13,1,6,2014,25-Jun-14
,Rongo,21,1,6,2014,25-Jun-14
,Migori,11,1,6,2014,13-Jul-14
,Rongo,20,1,6,2014,25-Jun-14
,Rongo,24,1,6,2014,25-Jun-14
,Lugari,10,1,6,2014,25-Jun-14
,Migori,21,1,6,2014,25-Jun-14
,Lugari,22,1,6,2014,26-Jun-14
,Rongo,20,1,6,2014,26-Jun-14
,Rongo,18,1,6,2014,12-Jul-14
,Migori,16,1,6,2014,26-Jun-14
,Lugari,19,1,6,2014,26-Jun-14
,Migori,18,1,6,2014,26-Jun-14
,Migori,20,1,6,2014,28-Jun-14
,Rongo,23,1,6,2014,29-Jun-14
,Migori,22,1,6,2014,16-Jul-14
,Lugari,20,1,6,2014,26-Jun-14
,Rongo,24,1,6,2014,04-Aug-14
,Lugari,12,1,6,2014,26-Jun-14
,Lugari,21,1,6,2014,26-Jun-14
,Rongo,19,1,6,2014,26-Jun-14
,Rongo,47,1,6,2014,26-Jun-14
,Migori,14,1,6,2014,16-Jul-14
,Lugari,22,1,6,2014,26-Jun-14
,Vihiga,30,1,6,2014,26-Jun-14
,Lugari,13,1,6,2014,26-Jun-14
,Vihiga,9,1,6,2014,05-Jun-14
,Lugari,15,1,6,2014,26-Jun-14
,Migori,33,1,6,2014,27-Jun-14
,Migori,18,1,6,2014,27-Jun-14
,Vihiga,11,1,6,2014,26-Jun-14
,Migori,10,1,6,2014,26-Jun-14
,Rongo,44,1,6,2014,26-Jun-14
,Lugari,16,1,6,2014,26-Jun-14
,Lugari,18,1,6,2014,26-Jun-14
,Vihiga,18,1,6,2014,05-Jun-14
,Migori,19,1,6,2014,14-Jul-14
,Vihiga,30,1,6,2014,26-Jun-14
,Rongo,15,1,6,2014,21-Jul-14
,Busia,17,1,6,2014,27-Jun-14
,Rongo,22,1,6,2014,26-Jun-14
,Rongo,26,1,6,2014,04-Aug-14
,Migori,16,1,6,2014,29-Jun-14
,Migori,18,1,6,2014,29-Jun-14
,Vihiga,36,1,6,2014,30may2014
,Rongo,22,1,6,2014,26-Jun-14
,Lugari,11,1,6,2014,26-Jun-14
,Lugari,12,1,6,2014,27-Jun-14
,Vihiga,47,1,6,2014,26-Jun-14
,Rongo,22,1,6,2014,26-Jun-14
,Vihiga,27,1,6,2014,02-Jul-14
,Rongo,30,1,6,2014,26-Jun-14
,Migori,23,1,6,2014,26-Jun-14
,Migori,15,1,6,2014,28-Jun-14
,Migori,15,1,6,2014,12-Jul-14
,Rongo,27,1,6,2014,26-Jun-14
,Lugari,18,1,6,2014,26-Jun-14
,Migori,13,1,6,2014,12-Jul-14
,Lugari,17,1,6,2014,26-Jun-14
,Rongo,30,1,6,2014,26-Jun-14
,Migori,22,1,6,2014,29-Jun-14
,Rongo,24,1,6,2014,24-Jun-14
,Migori,10,1,6,2014,26-Jun-14
,Lugari,30,1,6,2014,26-Jun-14
,Lugari,18,1,6,2014,26-Jun-14
,Rongo,16,1,6,2014,26-Jun-14
,Rongo,20,1,6,2014,26-Jun-14
,Rongo,15,1,6,2014,26-Jun-14
,Migori,31,1,6,2014,11-Jul-14
,Rongo,21,1,6,2014,26-Jun-14
,Rongo,27,1,6,2014,26-Jun-14
,Busia,19,1,6,2014,27-Jun-14
,Vihiga,20,1,6,2014,06-Jun-14
,Lugari,20,1,6,2014,26-Jun-14
,Lugari,12,1,6,2014,27-Jun-14
,Vihiga,10,1,6,2014,26-Jun-14
,Vihiga,10,1,6,2014,24-Jun-14
,Migori,10,1,6,2014,26-Jun-14
,Vihiga,20,1,6,2014,26-Jun-14
,Vihiga,19,1,6,2014,06-Jun-14
,Rongo,31,1,6,2014,26-Jun-14
,Rongo,14,1,6,2014,26-Jun-14
,Rongo,24,1,6,2014,27-Jun-14
,Rongo,33,1,6,2014,27-Jun-14
,Lugari,14,1,6,2014,28-Jun-14
,Lugari,19,1,6,2014,27-Jun-14
,Migori,17,1,6,2014,21-Jul-14
,Migori,15,1,6,2014,01-Jul-14
,Vihiga,21,1,6,2014,02-Jul-14
,Lugari,21,1,6,2014,27-Jun-14
,Migori,18,1,6,2014,29-Jun-14
,Migori,12,1,6,2014,27-Jun-14
,Vihiga,18,1,6,2014,04-Jun-14
,Rongo,25,1,6,2014,27-Jun-14
,Lugari,25,1,6,2014,27-Jun-14
,Rongo,17,1,6,2014,21-Jul-14
,Rongo,30,1,6,2014,29-Jun-14
,Rongo,15,1,6,2014,29-Jun-14
,Rongo,16,1,6,2014,27-Jun-14
,Vihiga,18,1,6,2014,05-Jun-14
,Vihiga,15,1,6,2014,04-Jun-14
,Rongo,17,1,6,2014,27-Jun-14
,Vihiga,17,1,6,2014,06-Jun-14
,Migori,14,1,6,2014,27-Jun-14
,Lugari,13,1,6,2014,27-Jun-14
,Migori,21,1,6,2014,01-Jul-14
,Migori,15,1,6,2014,30-Jun-14
,Lugari,35,1,6,2014,27-Jun-14
,Vihiga,45,1,6,2014,23may2014
,Rongo,16,1,6,2014,27-Jun-14
,Migori,28,1,6,2014,21-Jul-14
,Lugari,15,1,6,2014,27-Jun-14
,Rongo,21,1,6,2014,27-Jun-14
,Migori,21,1,6,2014,29-Jun-14
,Lugari,15,1,6,2014,27-Jun-14
,Lugari,11,1,6,2014,28-Jun-14
,Rongo,25,1,6,2014,29-Jun-14
,Rongo,21,1,6,2014,21-Jul-14
,Lugari,15,1,6,2014,27-Jun-14
,Lugari,24,1,6,2014,27-Jun-14
,Rongo,20,1,6,2014,27-Jun-14
,Migori,15,1,6,2014,28-Jun-14
,Lugari,10,1,6,2014,27-Jun-14
,Rongo,16,1,6,2014,21-Jul-14
,Lugari,14,1,6,2014,27-Jun-14
,Lugari,24,1,6,2014,27-Jun-14
,Vihiga,13,1,6,2014,04-Jun-14
,Migori,16,1,6,2014,28-Jun-14
,Rongo,18,1,6,2014,27-Jun-14
,Migori,13,1,6,2014,27-Jun-14
,Busia,16,1,6,2014,27-Jun-14
,Lugari,32,1,6,2014,27-Jun-14
,Vihiga,18,1,6,2014,04-Jun-14
,Rongo,15,1,6,2014,27-Jun-14
,Lugari,19,1,6,2014,27-Jun-14
,Busia,10,1,6,2014,27-Jun-14
,Lugari,24,1,6,2014,27-Jun-14
,Lugari,9,1,6,2014,27-Jun-14
,Vihiga,23,1,6,2014,06-Jun-14
,Migori,11,1,6,2014,27-Jun-14
,Lugari,17,1,6,2014,27-Jun-14
,Lugari,21,1,6,2014,28-Jun-14
,Lugari,18,1,6,2014,28-Jun-14
,Lugari,20,1,6,2014,01-Jul-14
,Lugari,31,1,6,2014,29-Jun-14
,Lugari,34,1,6,2014,29-Jun-14
,Lugari,10,1,6,2014,01-Jul-14
,Lugari,11,1,6,2014,28-Jun-14
,Lugari,12,1,6,2014,29-Jun-14
,Lugari,25,1,6,2014,29-Jun-14
,Lugari,16,1,6,2014,29-Jun-14
,Lugari,10,1,6,2014,01-Jul-14
,Lugari,15,1,6,2014,29-Jun-14
,Lugari,33,1,6,2014,29-Jun-14
,Lugari,20,1,6,2014,29-Jun-14
,Rongo,24,1,6,2014,30-Jun-14
,Migori,15,1,6,2014,30-Jun-14
,Busia,19,1,6,2014,30-Jun-14
,Migori,22,1,6,2014,30-Jun-14
,Migori,34,1,6,2014,12-Jul-14
