No.	County	County ID	District Name	District ID	Division Name	Division ID	School Name	School Id	MOE code	School Type	Treatment Type	Closed	Total Number of Children
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Aisaik	004-007-AI01	None	STH	public	None	257
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Aonet Ac	004-007-AO01	None	STH	private	None	108
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Balek B	004-007-BA01	None	STH	public	None	465
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Baraka	004-007-BA03	None	STH	public	None	383
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Barekeiyat	004-007-BA05	None	STH	public	None	185
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Bariwot Aca	004-007-BA04	None	STH	private	None	62
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Belgut	004-007-BE02	None	STH	public	None	320
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Bilelga	004-007-BE01	None	STH	public	None	220
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Bomet Christian	004-007-BO02	None	STH	private	None	38
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Bomet Pry	004-007-BO01	None	STH	public	None	638
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Bongo	004-007-BO04	None	STH	public	None	169
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Bonyoriot	004-007-BO03	None	STH	public	None	152
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Bredals	004-007-BR01	None	STH	private	None	136
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Brilliant Kids	004-007-BR03	None	STH	private	None	106
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Bukacha	004-007-BU01	None	STH	public	None	549
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Chebamban	004-007-CH22	None	STH	public	None	132
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Chebisian	004-007-CH27	None	STH	public	None	428
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Cheboingong	004-007-CH02	None	STH	public	None	282
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Chebunbungo	004-007-CH24	None	STH	public	None	74
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Cheche	004-007-CH20	None	STH	private	None	221
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Chelsa	004-007-CH04	None	STH	private	None	276
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Chematich	004-007-CH05	None	STH	public	None	200
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Chemomul	004-007-CH50	None	STH	private	None	213
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Chemorut	004-007-CH51	None	STH	private	None	101
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Chepkochon Son	004-007-SU01	None	STH	private	None	48
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Chepkolon	004-007-CH10	None	STH	public	None	504
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Chepkongony	004-007-CH12	None	STH	public	None	282
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Chepkurbet	004-007-CH13	None	STH	public	None	214
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Chepngaina	004-007-CH14	None	STH	public	None	366
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Cheptembe	004-007-CH15	None	STH	public	None	333
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Cheptuiyet	004-007-CH16	None	STH	public	None	435
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Chesoen	004-007-CH17	None	STH	public	None	695
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Chesoen Aca	004-007-CH18	None	STH	private	None	46
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Cheswerta	004-007-CH19	None	STH	public	None	132
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Choronok Greenfield	004-007-GR56	None	STH	private	None	90
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Chuyat	004-007-CH21	None	STH	public	None	213
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Coast Bay	004-007-CO02	None	STH	private	None	153
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Davian	004-007-DI01	None	STH	private	None	85
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Davsi	004-007-DA01	None	STH	private	None	257
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Dr Sitory M	004-007-DR01	None	STH	public	None	392
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Ebenezer	004-007-EB01	None	STH	private	None	265
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Ecla	004-007-EC01	None	STH	private	None	287
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Emkwenbor	004-007-EM01	None	STH	private	None	212
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Emmaus Christian	004-007-EM02	None	STH	private	None	236
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Ernest Memorial	004-007-ER01	None	STH	private	None	178
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Fpfk	004-007-FP01	None	STH	private	None	188
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Golden Child	004-007-GO02	None	STH	private	None	118
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Greenland	004-007-GR01	None	STH	private	None	218
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Irwaga	004-007-IR01	None	STH	public	None	230
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Ivyana	004-007-IV01	None	STH	private	None	216
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Jobes Academy	004-007-JO53	None	STH	private	None	120
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Jonches Aca	004-007-JO01	None	STH	private	None	251
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Jonjo Star	004-007-JO03	None	STH	private	None	46
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Judea Academy	004-007-JU01	None	STH	private	None	199
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Junior Amb	004-007-JU02	None	STH	private	None	161
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kabungut	004-007-KA02	None	STH	public	None	481
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kabusare	004-007-KA03	None	STH	public	None	281
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kamobiriri	004-007-KA05	None	STH	public	None	367
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kamogoro Mission	004-007-KA01	None	STH	None	None	
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kamogoso Pry	004-007-KA06	None	STH	public	None	1012
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kamoyo	004-007-KA07	None	STH	public	None	103
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kapcheluch B	004-007-KA58	None	STH	public	None	231
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kapkesiego	004-007-KA09	None	STH	public	None	206
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kapkikorwet	004-007-KA10	None	STH	public	None	386
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kapkoros Junior	004-007-KA21	None	STH	private	None	143
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kapkors	004-007-KA54	None	STH	public	None	133
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kaplelach B	004-007-KA13	None	STH	public	None	280
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kapnariet	004-007-KA15	None	STH	public	None	421
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kapsigowo	004-007-KA16	None	STH	public	None	257
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kapsimbiri	004-007-KA17	None	STH	public	None	460
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kapsimotwo	004-007-KA18	None	STH	public	None	463
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kapsoito	004-007-KA20	None	STH	public	None	399
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kaptetgot	004-007-KA24	None	STH	public	None	489
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kaptilolwa	004-007-KA27	None	STH	public	None	229
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kaptorogo	004-007-KA25	None	STH	public	None	468
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kecheiyat	004-007-KE01	None	STH	public	None	421
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kelyot	004-007-KE02	None	STH	public	None	325
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kibochi	004-007-KI01	None	STH	public	None	351
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kimangora	004-007-KI19	None	STH	public	None	325
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kimargis	004-007-KI02	None	STH	public	None	230
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kipkebe Precious	004-007-KI06	None	STH	private	None	236
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kipkoi	004-007-KI20	None	STH	private	None	234
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kiplelji	004-007-KI07	None	STH	public	None	423
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kiplokyi	004-007-KI08	None	STH	public	None	454
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kiptewit	004-007-KI12	None	STH	public	None	223
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kiptogoch	004-007-KI13	None	STH	public	None	195
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kiramwok	004-007-HI15	None	STH	public	None	412
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kiriswo	004-007-KI14	None	STH	public	None	308
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kitaima	004-007-KI17	None	STH	public	None	460
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kitoben	004-007-KI18	None	STH	public	None	557
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kitwek Aca	004-007-KI59	None	STH	private	None	275
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Koisomoi	004-007-KO01	None	STH	public	None	459
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Koma -Tengecha	004-007-KO02	None	STH	public	None	188
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Kwemkab Ilet	004-007-KW01	None	STH	public	None	385
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Lawi	004-007-LA02	None	STH	private	None	212
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Loswet	004-007-LO01	None	STH	private	None	121
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Maaset	004-007-MA01	None	STH	public	None	316
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Magenji	004-007-MA02	None	STH	public	None	170
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Manyatta	004-007-MA03	None	STH	public	None	481
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Matarmat	004-007-MA06	None	STH	public	None	262
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Menet	004-007-ME01	None	STH	public	None	243
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Menet Christian	004-007-ME04	None	STH	private	None	127
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Merigi	004-007-ME02	None	STH	private	None	413
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Moburo	004-007-MO01	None	STH	public	None	253
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Mogindo	004-007-MO03	None	STH	public	None	372
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Mogoiwet	004-007-MO04	None	STH	public	None	377
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Mogoiwet Aca	004-007-MO12	None	STH	None	None	
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Mondoiywet	004-007-MO05	None	STH	public	None	387
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Mononwet	004-007-MO06	None	STH	public	None	176
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Morit	004-007-MO07	None	STH	public	None	563
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Motigo	004-007-MO09	None	STH	public	None	565
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Motoimet	004-007-MO10	None	STH	public	None	295
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Motumboru	004-007-MO11	None	STH	public	None	220
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Msingi Mwema	004-007-KI05	None	STH	private	None	0
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Mugango	004-007-MU01	None	STH	public	None	143
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Ndaraweta	004-007-ND01	None	STH	public	None	406
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Ngomwet	004-007-NG03	None	STH	public	None	261
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Njeriah	004-007-NJ01	None	STH	public	None	444
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Nyabongo	004-007-NY01	None	STH	public	None	151
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Nyangorongo	004-007-NY04	None	STH	public	None	76
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Nyongeres	004-007-NY02	None	STH	public	None	292
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Olmotonyi	004-007-OL01	None	STH	public	None	322
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Raiya	004-007-RA01	None	STH	public	None	275
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Revival	004-007-RE01	None	STH	private	None	83
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Royal Toomas	004-007-RO02	None	STH	private	None	464
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Salaik Academy	004-007-SA05	None	STH	private	None	103
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Salaik Pri	004-007-SA04	None	STH	public	None	250
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Salutory	004-007-BO05	None	STH	private	None	93
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Samaria	004-007-SA06	None	STH	public	None	199
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Samoei	004-007-SA07	None	STH	None	None	
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Saparet	004-007-SA02	None	STH	public	None	190
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Segutiet	004-007-SE01	None	STH	public	None	313
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Semoi	004-007-SE02	None	STH	public	None	189
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Sergutiet	004-007-SE03	None	STH	public	None	354
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Shammah	004-007-SH01	None	STH	private	None	361
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Sibaiyan Pri	004-007-SI07	None	STH	public	None	340
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Silibet Pry	004-007-SB01	None	STH	private	None	352
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Silibwet Township	004-007-SI01	None	STH	private	None	284
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Sinendet	004-007-SI03	None	STH	public	None	174
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Singorwet	004-007-SI04	None	STH	public	None	341
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Skymasters	004-007-SK02	None	STH	private	None	184
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Sogoet	004-007-SO01	None	STH	public	None	303
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Sonokwek	004-007-SO02	None	STH	public	None	481
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	St Augustine	004-007-AU61	None	STH	None	None	
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	St Johns	004-007-ST01	None	STH	private	None	434
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	St Paul Tumoiyot	004-007-ST08	None	STH	private	None	111
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	St Peters	004-007-ST07	None	STH	private	None	193
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Starlight Acad	004-007-ST06	None	STH	private	None	111
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Sugutek B	004-007-SU03	None	STH	public	None	290
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Sunrise	004-007-SU02	None	STH	private	None	33
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Suswondo	004-007-SU07	None	STH	public	None	177
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Taabet Hills	004-007-HI01	None	STH	private	None	184
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Taabet Pri	004-007-TA01	None	STH	public	None	746
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Tagaruto	004-007-TA02	None	STH	public	None	192
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Tamason	004-007-TA03	None	STH	private	None	154
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Tebeswet Igor	004-007-TE04	None	STH	public	None	117
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Teganda	004-007-TE01	None	STH	public	None	521
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Tenwek Boarding	004-007-TE02	None	STH	public	None	527
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Tenwek Day	004-007-TE03	None	STH	public	None	530
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Tirgaga	004-007-TI01	None	STH	public	None	340
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Tiroto	004-007-TI02	None	STH	public	None	278
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Top Achiever	004-007-TO04	None	STH	None	None	
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Tumoiyot	004-007-TU01	None	STH	public	None	242
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Tumoiyot Central	004-007-TU02	None	STH	public	None	293
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Utafiti	004-007-UT54	None	STH	private	None	273
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Valley View	004-007-VA01	None	STH	private	None	104
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Wilko Ac	004-007-WI01	None	STH	private	None	214
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Winner Sach	004-007-WI02	None	STH	private	None	697
	Bomet	COUN02	Bomet Central	2012300	Central	DIV000602	Yahweh	004-007-YA54	None	STH	private	None	238
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Arise And Shine	004-005-AR01	None	STH	private	None	102
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Baraka Acad	004-005-BA01	None	STH	private	None	78
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Bedeket	004-005-BE51	None	STH	public	None	358
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Boreintwet	004-005-BO01	None	STH	public	None	300
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Bukunye Primary	004-005-BU01	None	STH	public	None	754
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Central	004-005-CE01	None	STH	public	None	280
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Chambori Pri	004-005-CH01	None	STH	public	None	764
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Changchego Pry	004-005-CH02	None	STH	public	None	392
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Chebiberek	004-005-CH15	None	STH	private	None	128
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Chebora	004-005-CH11	None	STH	private	None	91
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Chemaner Visionary	004-005-CH06	None	STH	None	None	
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Chener Primary	004-005-CH07	None	STH	public	None	635
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Chepkitwal	004-005-CH10	None	STH	public	None	686
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Day Care Acd	004-005-DA01	None	STH	private	None	52
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Eagles Acad	004-005-EA02	None	STH	private	None	119
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Fyka Acad	004-005-FI01	None	STH	private	None	214
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	High Rise	004-005-HI58	None	STH	None	None	
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kageochi Pry	004-005-KA53	None	STH	private	None	100
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kakimirai	004-005-KA05	None	STH	public	None	484
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kaminjewet	004-005-KA11	None	STH	public	None	163
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kapcheluch	004-005-KA25	None	STH	None	None	
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kaperuso Church Scho	004-005-KA07	None	STH	public	None	582
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kaporuso Chirchir	004-005-KA26	None	STH	None	None	
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kapterenawet Ac	004-005-KA10	None	STH	private	None	60
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Keertai	004-005-KE02	None	STH	public	None	237
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kembu	004-005-KE01	None	STH	public	None	461
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kesebel	004-005-KE03	None	STH	public	None	311
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kibiwot B Primary	004-005-KI02	None	STH	public	None	278
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kimogoro Sda	004-005-KI03	None	STH	public	None	159
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kinyose	004-005-KI05	None	STH	public	None	302
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kipkurion	004-005-KI08	None	STH	public	None	271
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kiproligo	004-005-KI07	None	STH	public	None	541
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kiptulwa	004-005-KI13	None	STH	public	None	465
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kipyosit	004-005-KI01	None	STH	public	None	133
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kipyosit	004-005-KI14	None	STH	public	None	548
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Koibeiyon	004-005-KO01	None	STH	public	None	681
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Kongotir	004-005-KO04	None	STH	public	None	448
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Lako Acd	004-005-LA01	None	STH	private	None	107
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Lebekwet	004-005-LE02	None	STH	public	None	213
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Lelkatet	004-005-LE03	None	STH	public	None	700
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Llakin	004-005-LA02	None	STH	public	None	409
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Mangoita Pri	004-005-MA02	None	STH	public	None	429
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Matama	004-005-MA04	None	STH	public	None	119
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Matecha Pri	004-005-MA05	None	STH	public	None	270
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Melon Acad	004-005-ME01	None	STH	private	None	87
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Mogaoma	004-005-MO01	None	STH	public	None	310
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Mogitui	004-005-MA01	None	STH	public	None	769
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Mugei Primary	004-005-MU08	None	STH	public	None	204
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Murany	004-005-MU02	None	STH	public	None	236
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Murwongoi	004-005-MU03	None	STH	public	None	237
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Mwangaza	004-005-MW01	None	STH	private	None	104
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Ndariat	004-005-ND02	None	STH	public	None	274
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Norera	004-005-NO01	None	STH	public	None	963
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Rapkimolwa	004-005-KA06	None	STH	public	None	713
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Royal Seed Acad	004-005-RO01	None	STH	private	None	54
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Saoset	004-005-SA01	None	STH	public	None	692
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Seed Bed	004-005-SE01	None	STH	private	None	57
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Seet Hill	004-005-SE02	None	STH	private	None	142
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Si Angels	004-005-ST02	None	STH	private	None	199
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Sigowet Primary	004-005-SI01	None	STH	public	None	453
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Songut	004-005-SO04	None	STH	None	None	
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Sonoiya	004-005-SO02	None	STH	public	None	289
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	St Anthony	004-005-ST10	None	STH	private	None	97
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	St Carherine Cad	004-005-ST03	None	STH	private	None	183
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	St Clres Kaporuso	004-005-ST12	None	STH	None	None	
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	St Marys Acad	004-005-ST04	None	STH	private	None	224
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	St Pauls	004-005-ST05	None	STH	private	None	297
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	St Philips Acad	004-005-ST06	None	STH	private	None	639
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	St Teresas Chamner	004-005-ST07	None	STH	private	None	297
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Tach Asis	004-005-TA02	None	STH	private	None	297
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Tangut	004-005-TA01	None	STH	public	None	272
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Tegai	004-005-TE01	None	STH	public	None	495
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Tegat Ag	004-005-TE02	None	STH	private	None	118
	Bomet	COUN02	Bomet East	2012307	Longisa	DIV000005	Wasega	004-005-WA01	None	STH	public	None	283
