68,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kapnariet,004-007-KA15,,STH,public,,421,2018-03-17 00:00:00
69,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kapsigowo,004-007-KA16,,STH,public,,257,2018-03-17 00:00:01
70,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kapsimbiri,004-007-KA17,,STH,public,,460,2018-03-17 00:00:01
71,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kapsimotwo,004-007-KA18,,STH,public,,463,2018-03-17 00:00:01
72,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kapsoito,004-007-KA20,,STH,public,,399,2018-03-17 00:00:01
73,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kaptetgot,004-007-KA24,,STH,public,,489,2018-03-17 00:00:01
74,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kaptilolwa,004-007-KA27,,STH,public,,229,2018-03-17 00:00:01
75,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kaptorogo,004-007-KA25,,STH,public,,468,2018-03-17 00:00:01
76,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kecheiyat,004-007-KE01,,STH,public,,421,2018-03-17 00:00:01
77,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kelyot,004-007-KE02,,STH,public,,325,2018-03-17 00:00:01
78,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kibochi,004-007-KI01,,STH,public,,351,2018-03-17 00:00:01
79,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kimangora,004-007-KI19,,STH,public,,325,2018-03-17 00:00:02
80,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kimargis,004-007-KI02,,STH,public,,230,2018-03-17 00:00:02
81,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kipkebe Precious,004-007-KI06,,STH,private,,236,2018-03-17 00:00:02
82,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kipkoi,004-007-KI20,,STH,private,,234,2018-03-17 00:00:02
83,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kiplelji,004-007-KI07,,STH,public,,423,2018-03-17 00:00:02
84,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kiplokyi,004-007-KI08,,STH,public,,454,2018-03-17 00:00:02
85,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kiptewit,004-007-KI12,,STH,public,,223,2018-03-17 00:00:02
86,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kiptogoch,004-007-KI13,,STH,public,,195,2018-03-17 00:00:02
87,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kiramwok,004-007-HI15,,STH,public,,412,2018-03-17 00:00:02
88,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kiriswo,004-007-KI14,,STH,public,,308,2018-03-17 00:00:02
89,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kitaima,004-007-KI17,,STH,public,,460,2018-03-17 00:00:03
90,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kitoben,004-007-KI18,,STH,public,,557,2018-03-17 00:00:03
91,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kitwek Aca,004-007-KI59,,STH,private,,275,2018-03-17 00:00:03
92,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Koisomoi,004-007-KO01,,STH,public,,459,2018-03-17 00:00:03
93,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Koma -Tengecha,004-007-KO02,,STH,public,,188,2018-03-17 00:00:03
94,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Kwemkab Ilet,004-007-KW01,,STH,public,,385,2018-03-17 00:00:03
95,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Lawi,004-007-LA02,,STH,private,,212,2018-03-17 00:00:03
96,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Loswet,004-007-LO01,,STH,private,,121,2018-03-17 00:00:03
97,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Maaset,004-007-MA01,,STH,public,,316,2018-03-17 00:00:03
98,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Magenji,004-007-MA02,,STH,public,,170,2018-03-17 00:00:03
99,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Manyatta,004-007-MA03,,STH,public,,481,2018-03-17 00:00:04
100,Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Matarmat,004-007-MA06,,STH,public,,262,2018-03-17 00:00:04
