Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Aisaik,004-007-AI01,0,public,STH ONLY,OPEN,257,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Aonet Ac,004-007-AO01,0,private,STH ONLY,OPEN,108,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,St Augustine,004-007-AU61,0,missing,STH ONLY,OPEN,117,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Balek B,004-007-BA01,0,public,STH ONLY,OPEN,465,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Baraka,004-007-BA03,0,public,STH ONLY,OPEN,383,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Bariwot Aca,004-007-BA04,0,private,STH ONLY,OPEN,62,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Barekeiyat,004-007-BA05,0,public,STH ONLY,OPEN,185,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Bilelga,004-007-BE01,0,public,STH ONLY,OPEN,220,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Belgut,004-007-BE02,0,public,STH ONLY,OPEN,320,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Bomet Pry,004-007-BO01,0,public,STH ONLY,OPEN,638,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Bomet Christian,004-007-BO02,0,private,STH ONLY,OPEN,38,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Bonyoriot,004-007-BO03,0,public,STH ONLY,OPEN,152,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Bongo,004-007-BO04,0,public,STH ONLY,OPEN,169,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Salutory,004-007-BO05,0,private,STH ONLY,OPEN,93,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Bredals,004-007-BR01,0,private,STH ONLY,OPEN,136,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Brilliant Kids,004-007-BR03,0,missing,STH ONLY,OPEN,106,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Bukacha,004-007-BU01,0,public,STH ONLY,OPEN,549,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Cheboingong,004-007-CH02,0,public,STH ONLY,OPEN,282,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Chelsa,004-007-CH04,0,private,STH ONLY,OPEN,276,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Chematich,004-007-CH05,0,public,STH ONLY,OPEN,200,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Chepkolon,004-007-CH10,0,public,STH ONLY,OPEN,504,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Chepkongony,004-007-CH12,0,public,STH ONLY,OPEN,282,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Chepkurbet,004-007-CH13,0,public,STH ONLY,OPEN,214,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Chepngaina,004-007-CH14,0,public,STH ONLY,OPEN,366,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Cheptembe,004-007-CH15,0,public,STH ONLY,OPEN,333,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Cheptuiyet,004-007-CH16,0,public,STH ONLY,OPEN,435,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Chesoen,004-007-CH17,0,public,STH ONLY,OPEN,695,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Chesoen Aca,004-007-CH18,0,private,STH ONLY,OPEN,46,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Cheswerta,004-007-CH19,0,public,STH ONLY,OPEN,132,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Cheche,004-007-CH20,0,private,STH ONLY,OPEN,221,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Chuyat,004-007-CH21,0,public,STH ONLY,OPEN,213,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Chebamban,004-007-CH22,0,public,STH ONLY,OPEN,132,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Chebunbungo,004-007-CH24,0,public,STH ONLY,OPEN,74,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Chebisian,004-007-CH27,0,public,STH ONLY,OPEN,428,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Chemomul,004-007-CH50,0,private,STH ONLY,OPEN,213,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Chemorut,004-007-CH51,0,private,STH ONLY,OPEN,101,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Coast Bay,004-007-CO02,0,private,STH ONLY,OPEN,153,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Davsi,004-007-DA01,0,private,STH ONLY,OPEN,257,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Davian,004-007-DI01,0,private,STH ONLY,OPEN,85,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Dr Sitory M,004-007-DR01,0,public,STH ONLY,OPEN,392,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Ebenezer,004-007-EB01,0,private,STH ONLY,OPEN,265,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Ecla,004-007-EC01,0,private,STH ONLY,OPEN,287,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Emkwenbor,004-007-EM01,0,private,STH ONLY,OPEN,212,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Emmaus Christian,004-007-EM02,0,private,STH ONLY,OPEN,236,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Ernest Memorial,004-007-ER01,0,private,STH ONLY,OPEN,178,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Fpfk,004-007-FP01,0,private,STH ONLY,OPEN,188,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Golden Child,004-007-GO02,0,missing,STH ONLY,OPEN,118,0000-00-00 00:00:00
Bomet,COUN02,Bomet Central,2012300,Central,DIV000602,Greenland,004-007-GR01,0,private,STH ONLY,OPEN,218,0000-00-00 00:00:00
